,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_CURRENT_PRICE,circ_mv
312,000793.SZ,华闻传媒,出版业,3.45,28.0,4.0,4.63,897747.2117
412,000936.SZ,华西股份,化纤,3.4,28.0,4.0,10.18,901311.3825
2489,600421.SH,ST仰帆,机械基件,3.39,13.0,0.0,11.6,226896.0
782,002321.SZ,华英农业,农业综合,3.39,28.0,4.0,8.42,447143.8171
1264,002813.SZ,路畅科技,汽车配件,3.38,28.0,4.0,32.26,96780.0
68,000159.SZ,国际实业,石油贸易,3.38,28.0,0.0,8.0,384548.7944
3439,603679.SH,华体科技,电气设备,3.35,29.0,4.0,39.6,159133.2296
2843,600836.SH,界龙实业,广告包装,3.34,27.0,4.0,5.5,364514.1896
123,000530.SZ,大冷股份,机械基件,3.29,28.0,4.0,4.93,294689.7527
3538,603888.SH,新华网,互联网,3.27,29.0,4.0,22.35,394410.4053
1473,300083.SZ,劲胜智能,元器件,3.26,29.0,4.0,3.98,497026.5237
1219,002765.SZ,蓝黛传动,汽车配件,3.26,27.0,4.0,8.68,221247.775
631,002169.SZ,智光电气,电气设备,3.25,28.0,4.0,5.97,448268.8193
452,000993.SZ,闽东电力,水力发电,3.24,29.0,0.0,8.61,321153.0
2826,600818.SH,中路股份,文教休闲,3.23,28.0,1.0,16.39,390013.0145
2191,600072.SH,中船科技,船舶,3.21,18.0,0.0,11.85,711922.8425
525,002063.SZ,远光软件,软件服务,3.17,29.0,4.0,11.01,838346.694
3061,601615.SH,明阳智能,机械基件,3.17,28.0,4.0,14.89,410815.1
2897,600895.SH,张江高科,园区开发,3.16,27.0,2.0,23.78,3682783.7499
229,000673.SZ,当代东方,影视音像,3.15,27.0,4.0,5.92,466094.183
3285,603300.SH,华铁科技,钢加工,3.12,27.0,4.0,6.94,315455.1655
1587,300198.SZ,纳川股份,塑料,3.12,27.0,0.0,4.62,345810.7856
1796,300409.SZ,道氏技术,陶瓷,3.12,28.0,1.0,21.63,508309.1443
2327,600226.SH,瀚叶股份,农药化肥,3.11,28.0,1.0,4.36,868890.8866
798,002337.SZ,赛象科技,化工机械,3.1,27.0,4.0,5.47,321413.3376
1679,300290.SZ,荣科科技,软件服务,3.09,27.0,4.0,9.36,300858.1543
753,002292.SZ,奥飞娱乐,影视音像,3.09,28.0,4.0,9.31,757324.8212
1433,300042.SZ,朗科科技,电脑设备,3.08,28.0,4.0,22.44,251037.2225
1721,300332.SZ,天壕环境,环境保护,3.07,27.0,0.0,6.23,442332.5767
1407,300016.SZ,北陆药业,中成药,3.07,28.0,0.0,11.37,454446.7921
538,002076.SZ,雪莱特,家用电器,3.06,28.0,1.0,4.84,215560.6593
1925,300539.SZ,横河模具,塑料,3.06,30.0,1.0,12.66,77053.9709
2336,600235.SH,民丰特纸,造纸,3.05,27.0,4.0,7.5,263475.0
2713,600695.SH,绿庭投资,多元金融,3.05,27.0,0.0,7.93,290608.4515
584,002122.SZ,*ST天马,机械基件,3.04,27.0,0.0,2.96,350538.1924
2034,300654.SZ,世纪天鸿,出版业,3.01,28.0,0.0,30.59,189929.4863
1006,002546.SZ,新联电子,电气设备,3.0,28.0,4.0,5.79,451688.117
261,000715.SZ,中兴商业,百货,2.99,22.0,0.0,9.8,272994.2821
218,000661.SZ,长春高新,生物制药,2.98,20.0,0.0,293.99,4998060.6646
2472,600396.SH,金山股份,火力发电,2.97,27.0,4.0,2.59,381431.0656
1202,002746.SZ,仙坛股份,农业综合,2.97,30.0,4.0,25.5,617918.2721
219,000662.SZ,天夏智慧,软件服务,2.97,28.0,4.0,7.67,287061.9261
535,002073.SZ,软控股份,软件服务,2.97,28.0,4.0,6.58,538863.4412
1713,300324.SZ,旋极信息,软件服务,2.97,28.0,4.0,8.15,845058.4592
640,002178.SZ,延华智能,建筑施工,2.96,28.0,4.0,4.79,340084.0776
643,002181.SZ,粤传媒,出版业,2.95,27.0,4.0,6.56,744187.7705
3352,603496.SH,恒为科技,电脑设备,2.93,28.0,4.0,34.17,259919.6508
2796,600783.SH,鲁信创投,矿物制品,2.93,27.0,4.0,24.76,1843033.6119
3353,603499.SH,翔港科技,广告包装,2.92,27.0,4.0,30.84,77100.0
2703,600685.SH,中船防务,船舶,2.9,30.0,0.0,17.58,1444083.0482
3259,603222.SH,济民制药,化学制药,2.9,30.0,1.0,24.16,773120.0
2184,600064.SH,南京高科,园区开发,2.89,27.0,2.0,12.83,1585732.6873
2510,600460.SH,士兰微,半导体,2.88,28.0,4.0,15.16,1989085.4068
3193,603081.SH,大丰实业,专用机械,2.87,30.0,0.0,19.8,153897.975
2356,600259.SH,广晟有色,小金属,2.85,27.0,0.0,36.99,969591.6676
236,000682.SZ,东方电子,电气设备,2.85,29.0,2.0,5.96,582898.2035
3266,603232.SH,格尔软件,软件服务,2.85,28.0,4.0,35.59,182114.03
1170,002712.SZ,思美传媒,广告包装,2.84,28.0,4.0,8.49,256006.3911
749,002288.SZ,超华科技,元器件,2.84,28.0,4.0,5.92,473771.6101
451,000990.SZ,诚志股份,化工原料,2.84,28.0,0.0,20.92,811032.3004
2005,300624.SZ,万兴科技,软件服务,2.83,27.0,4.0,64.42,312565.7756
1986,300604.SZ,长川科技,专用机械,2.83,27.0,4.0,39.5,263417.7778
2958,601010.SH,文峰股份,超市连锁,2.81,27.0,4.0,4.1,757680.0
623,002161.SZ,远望谷,通信设备,2.79,28.0,4.0,7.53,526035.9831
2043,300663.SZ,科蓝软件,软件服务,2.78,28.0,0.0,25.77,317318.6167
2265,600156.SH,华升股份,纺织,2.77,30.0,0.0,7.26,291932.3697
12,000016.SZ,深康佳A,家用电器,2.77,28.0,0.0,5.94,948365.1342
1722,300333.SZ,兆日科技,元器件,2.76,28.0,4.0,10.43,345123.5549
1574,300184.SZ,力源信息,元器件,2.76,28.0,1.0,12.99,401905.6391
2468,600391.SH,航发科技,航空,2.75,27.0,3.0,17.48,577066.1335
575,002113.SZ,天润数娱,互联网,2.75,28.0,4.0,4.31,355496.1667
2027,300647.SZ,超频三,元器件,2.74,28.0,2.0,17.74,138960.081
2152,600020.SH,中原高速,路桥,2.73,27.0,4.0,6.21,1395617.9077
1853,300466.SZ,赛摩电气,电器仪表,2.73,27.0,4.0,7.09,208131.4557
1167,002708.SZ,光洋股份,汽车配件,2.71,27.0,0.0,11.15,415112.3915
3404,603609.SH,禾丰牧业,饲料,2.71,28.0,4.0,11.31,940060.5864
1033,002573.SZ,清新环境,环境保护,2.68,27.0,4.0,9.47,1021471.5355
925,002464.SZ,众应互联,互联网,2.67,28.0,4.0,10.7,303014.0929
1077,002617.SZ,露笑科技,电气设备,2.66,29.0,2.0,5.36,560985.4074
1498,300108.SZ,吉药控股,中成药,2.66,28.0,4.0,8.07,367285.8508
7,000009.SZ,中国宝安,综合类,2.65,28.0,4.0,6.57,1392701.4164
1509,300119.SZ,瑞普生物,生物制药,2.65,28.0,0.0,13.62,278860.7519
832,002371.SZ,北方华创,专用机械,2.63,30.0,4.0,71.66,2575003.4313
145,000555.SZ,神州信息,软件服务,2.61,28.0,4.0,13.84,1293921.4341
464,002002.SZ,鸿达兴业,化工原料,2.61,28.0,1.0,5.7,1453019.0819
395,000917.SZ,电广传媒,影视音像,2.61,27.0,0.0,10.13,1311470.2704
1729,300340.SZ,科恒股份,元器件,2.61,28.0,1.0,21.98,336403.5197
3141,603005.SH,晶方科技,半导体,2.6,27.0,4.0,21.54,376155.5596
3221,603131.SH,上海沪工,专用机械,2.59,27.0,2.0,25.76,128800.0
1172,002714.SZ,牧原股份,农业综合,2.58,30.0,0.0,58.19,6933604.7891
995,002535.SZ,林州重机,工程机械,2.58,27.0,2.0,4.77,281656.969
1956,300572.SZ,安车检测,电器仪表,2.58,28.0,1.0,76.08,428981.1883
2640,600612.SH,老凤祥,服饰,2.57,3.0,0.0,43.09,1366425.3957
1854,300467.SZ,迅游科技,互联网,2.57,30.0,4.0,28.87,380757.1829
149,000560.SZ,我爱我家,房产服务,2.56,27.0,0.0,7.12,1216099.901
2253,600139.SH,西部资源,汽车整车,2.56,28.0,4.0,4.7,311088.5388
2004,300623.SZ,捷捷微电,半导体,2.56,28.0,4.0,37.0,260408.775
1464,300074.SZ,华平股份,通信设备,2.56,28.0,4.0,4.96,242026.8759
531,002069.SZ,獐子岛,渔业,2.56,28.0,4.0,4.97,342281.7599
342,000831.SZ,五矿稀土,小金属,2.55,29.0,1.0,13.95,1368340.1285
581,002119.SZ,康强电子,半导体,2.54,28.0,4.0,12.08,341495.56
3010,601216.SH,君正集团,化工原料,2.54,28.0,4.0,4.15,3501777.2169
2784,600770.SH,综艺股份,综合类,2.54,28.0,4.0,7.22,938600.0
2752,600736.SH,苏州高新,园区开发,2.53,28.0,4.0,8.27,952119.2341
3199,603090.SH,宏盛股份,专用机械,2.53,27.0,0.0,20.81,84657.7853
183,000607.SZ,华媒控股,广告包装,2.52,28.0,4.0,5.46,483133.5431
1338,002892.SZ,科力尔,电气设备,2.52,30.0,0.0,48.93,128862.048
2108,300731.SZ,科创新源,橡胶,2.52,27.0,4.0,32.08,188411.2936
1615,300226.SZ,上海钢联,互联网,2.52,30.0,0.0,87.67,1330480.8405
3074,601689.SH,拓普集团,汽车配件,2.51,28.0,4.0,20.8,1503956.7546
3432,603666.SH,亿嘉和,专用机械,2.51,27.0,0.0,67.48,165740.7321
1702,300313.SZ,天山生物,农业综合,2.51,28.0,2.0,7.54,137343.9019
2490,600422.SH,昆药集团,中成药,2.5,30.0,4.0,9.9,751106.0621
2859,600856.SH,中天能源,供气供热,2.48,27.0,2.0,4.95,664993.9182
1827,300440.SZ,运达科技,软件服务,2.48,28.0,4.0,8.17,364197.0582
791,002330.SZ,得利斯,食品,2.48,27.0,4.0,6.09,305683.8351
1990,300608.SZ,思特奇,软件服务,2.48,29.0,4.0,26.66,184596.5886
2287,600180.SH,瑞茂通,仓储物流,2.48,27.0,4.0,9.86,1002246.7795
1329,002883.SZ,中设股份,建筑施工,2.48,28.0,0.0,31.31,97116.3561
2310,600207.SH,安彩高科,元器件,2.47,27.0,4.0,5.73,395370.0
599,002137.SZ,麦达数字,互联网,2.47,27.0,4.0,8.17,298077.6371
1627,300238.SZ,冠昊生物,医疗保健,2.47,28.0,0.0,15.47,380550.5708
1578,300189.SZ,神农基因,种植业,2.47,28.0,4.0,3.68,324843.7355
1547,300157.SZ,恒泰艾普,石油开采,2.47,28.0,4.0,5.81,356454.4582
2746,600730.SH,中国高科,综合类,2.47,27.0,0.0,7.28,427085.5695
1917,300531.SZ,优博讯,软件服务,2.46,27.0,2.0,24.93,304136.028
2568,600530.SH,交大昂立,医疗保健,2.46,27.0,0.0,6.88,536640.0
657,002195.SZ,二三四五,软件服务,2.45,28.0,4.0,5.75,2489256.5896
1143,002683.SZ,宏大爆破,化工原料,2.45,28.0,1.0,13.28,794029.9195
800,002339.SZ,积成电子,电气设备,2.45,30.0,4.0,9.05,298727.9884
1645,300256.SZ,星星科技,元器件,2.45,28.0,4.0,4.14,320963.4161
2764,600748.SH,上实发展,全国地产,2.44,28.0,0.0,9.4,1733889.1185
3520,603859.SH,能科股份,软件服务,2.44,29.0,4.0,25.24,125922.36
1609,300220.SZ,金运激光,元器件,2.43,28.0,0.0,15.32,191375.7747
154,000566.SZ,海南海药,化学制药,2.43,28.0,3.0,8.08,972425.1405
1955,300571.SZ,平治信息,互联网,2.42,28.0,1.0,62.4,430204.32
670,002208.SZ,合肥城建,区域地产,2.41,21.0,0.0,14.26,455282.9386
681,002219.SZ,恒康医疗,中成药,2.4,27.0,3.0,4.02,749815.5476
1671,300282.SZ,三盛教育,文教休闲,2.4,2.0,0.0,13.42,305211.3727
1602,300213.SZ,佳讯飞鸿,通信设备,2.4,28.0,4.0,9.55,368454.3927
760,002299.SZ,圣农发展,农业综合,2.4,30.0,4.0,26.96,2994986.4
3244,603186.SH,华正新材,元器件,2.39,28.0,4.0,27.21,200583.3121
2833,600825.SH,新华传媒,出版业,2.39,27.0,4.0,7.18,750229.4763
1098,002638.SZ,勤上股份,半导体,2.39,28.0,4.0,3.23,316336.4719
2066,300686.SZ,智动力,元器件,2.38,28.0,0.0,15.27,134486.3135
2983,601113.SH,华鼎股份,化纤,2.38,22.0,1.0,9.99,832216.95
3089,601811.SH,新华文轩,出版业,2.38,27.0,4.0,14.8,294659.675
1220,002766.SZ,索菱股份,汽车配件,2.37,27.0,4.0,6.46,160945.5918
383,000901.SZ,航天科技,航空,2.37,27.0,4.0,14.87,843138.4276
147,000558.SZ,莱茵体育,文教休闲,2.36,27.0,4.0,4.2,541091.4512
2631,600602.SH,云赛智联,软件服务,2.36,28.0,4.0,8.06,832972.5248
1727,300338.SZ,开元股份,电器仪表,2.35,28.0,4.0,10.23,192444.4204
1881,300494.SZ,盛天网络,互联网,2.35,27.0,4.0,12.36,280085.0778
1436,300045.SZ,华力创通,电脑设备,2.35,28.0,4.0,10.7,435757.363
158,000571.SZ,新大洲A,综合类,2.35,27.0,1.0,4.04,325812.4959
1973,300590.SZ,移为通信,通信设备,2.35,30.0,2.0,43.25,419525.0
1941,300556.SZ,丝路视觉,软件服务,2.35,28.0,4.0,22.12,138532.3795
989,002529.SZ,海源复材,专用机械,2.34,28.0,4.0,9.01,180200.0
956,002495.SZ,佳隆股份,食品,2.34,28.0,2.0,4.25,289872.2925
711,002249.SZ,大洋电机,电气设备,2.33,28.0,1.0,5.6,1284427.2918
1144,002684.SZ,猛狮科技,电气设备,2.32,27.0,1.0,8.78,354303.7809
1689,300300.SZ,汉鼎宇佑,软件服务,2.32,27.0,4.0,13.64,762632.2585
1937,300552.SZ,万集科技,软件服务,2.32,27.0,4.0,19.73,81393.195
2313,600210.SH,紫江企业,广告包装,2.32,28.0,4.0,4.78,724999.8835
1563,300173.SZ,智慧松德,轻工机械,2.32,27.0,4.0,6.24,241716.5575
1748,300359.SZ,全通教育,文教休闲,2.32,26.0,3.0,7.22,364418.4606
3288,603305.SH,旭升股份,汽车配件,2.31,28.0,4.0,37.3,235972.8401
1780,300393.SZ,中来股份,塑料,2.3,30.0,2.0,23.63,284925.0224
882,002421.SZ,达实智能,软件服务,2.3,28.0,4.0,5.04,854714.9147
1379,002938.SZ,鹏鼎控股,元器件,2.3,28.0,0.0,27.54,636568.0478
5,000007.SZ,全新好,酒店餐饮,2.3,28.0,0.0,8.41,259825.305
125,000532.SZ,华金资本,元器件,2.3,27.0,4.0,13.18,452711.1818
1299,002851.SZ,麦格米特,电气设备,2.28,29.0,1.0,32.41,550478.551
1706,300317.SZ,珈伟新能,半导体,2.28,27.0,1.0,7.16,469843.8826
1571,300181.SZ,佐力药业,中成药,2.27,28.0,4.0,7.45,348110.8382
2201,600082.SH,海泰发展,园区开发,2.26,28.0,4.0,5.53,350520.2677
3328,603369.SH,今世缘,白酒,2.26,29.0,0.0,27.61,3463674.5
661,002199.SZ,东晶电子,元器件,2.25,27.0,1.0,13.65,308676.1642
474,002012.SZ,凯恩股份,造纸,2.25,28.0,1.0,5.25,245162.0036
676,002214.SZ,大立科技,电器仪表,2.25,27.0,4.0,8.38,299435.334
688,002226.SZ,江南化工,化工原料,2.25,29.0,4.0,7.35,704345.6439
952,002491.SZ,通鼎互联,通信设备,2.25,28.0,4.0,11.64,1368625.0983
1050,002590.SZ,万安科技,汽车配件,2.25,28.0,4.0,8.61,374083.7051
225,000669.SZ,金鸿控股,供气供热,2.25,27.0,1.0,7.05,472305.241
3236,603169.SH,兰石重装,专用机械,2.25,27.0,0.0,6.33,657344.5774
3473,603737.SH,三棵树,染料涂料,2.25,28.0,0.0,61.3,265010.8727
2695,600677.SH,航天通信,通信设备,2.25,28.0,2.0,17.53,729998.4348
639,002177.SZ,御银股份,电脑设备,2.24,27.0,2.0,4.56,293900.8345
2755,600739.SH,辽宁成大,商贸代理,2.24,28.0,4.0,14.75,2256321.9786
27,000034.SZ,神州数码,综合类,2.24,28.0,4.0,15.12,612354.0125
2203,600084.SH,中葡股份,红黄药酒,2.24,27.0,4.0,3.54,397799.2978
450,000989.SZ,九芝堂,中成药,2.24,28.0,0.0,13.48,1140115.5487
921,002460.SZ,赣锋锂业,小金属,2.24,27.0,1.0,30.53,2444108.0711
2863,600860.SH,京城股份,专用机械,2.23,28.0,0.0,7.73,248906.0
3394,603598.SH,引力传媒,影视音像,2.23,28.0,4.0,10.75,287952.6175
2279,600171.SH,上海贝岭,半导体,2.23,28.0,4.0,13.55,913009.5324
1726,300337.SZ,银邦股份,铝,2.23,27.0,2.0,4.45,311811.3118
1552,300162.SZ,雷曼股份,元器件,2.22,27.0,4.0,6.47,148290.2636
904,002443.SZ,金洲管道,钢加工,2.22,27.0,0.0,8.75,444042.3663
2975,601098.SH,中南传媒,出版业,2.21,2.0,0.0,13.2,2370720.0
2672,600649.SH,城投控股,区域地产,2.21,30.0,4.0,8.32,2014099.1287
313,000795.SZ,英洛华,矿物制品,2.21,28.0,1.0,5.39,477754.356
959,002498.SZ,汉缆股份,电气设备,2.21,28.0,4.0,3.37,1120823.5018
2744,600728.SH,佳都科技,软件服务,2.21,30.0,4.0,11.89,1907307.0315
1625,300236.SZ,上海新阳,半导体,2.21,28.0,1.0,32.74,622775.5785
1885,300498.SZ,温氏股份,农业综合,2.2,29.0,4.0,40.7,15130379.7536
768,002307.SZ,北新路桥,建筑施工,2.2,18.0,0.0,7.52,670566.5374
481,002019.SZ,亿帆医药,化学制药,2.2,28.0,0.0,14.48,1177577.2353
2062,300682.SZ,朗新科技,软件服务,2.2,27.0,4.0,23.59,387377.5706
2103,300725.SZ,药石科技,化工原料,2.2,30.0,0.0,106.34,699867.15
1905,300518.SZ,盛讯达,软件服务,2.2,28.0,4.0,26.91,125904.3687
2575,600538.SH,国发股份,医药商业,2.2,28.0,4.0,5.9,273996.6992
1983,300601.SZ,康泰生物,生物制药,2.2,28.0,0.0,45.95,1150060.0115
3208,603108.SH,润达医疗,医药商业,2.19,29.0,1.0,10.77,547419.8282
2280,600172.SH,黄河旋风,矿物制品,2.19,28.0,4.0,4.57,523056.311
3116,601929.SH,吉视传媒,影视音像,2.19,28.0,4.0,2.97,923939.7473
227,000671.SZ,阳光城,区域地产,2.18,30.0,0.0,8.69,3451570.7745
422,000955.SZ,欣龙控股,纺织,2.18,28.0,1.0,5.85,314958.8813
1695,300306.SZ,远方信息,电器仪表,2.18,28.0,4.0,10.07,147899.1463
3042,601515.SH,东风股份,广告包装,2.17,30.0,4.0,11.03,1226536.0
2707,600689.SH,上海三毛,纺织,2.17,27.0,1.0,12.94,196952.161
1041,002581.SZ,未名医药,生物制药,2.17,27.0,0.0,8.91,357103.6548
2028,300648.SZ,星云股份,电器仪表,2.16,27.0,1.0,22.4,134492.5971
541,002079.SZ,苏州固锝,半导体,2.16,28.0,4.0,7.32,531729.2637
965,002504.SZ,弘高创意,装修装饰,2.16,29.0,3.0,4.74,196496.2123
830,002369.SZ,卓翼科技,通信设备,2.15,28.0,4.0,10.12,424663.9509
1922,300536.SZ,农尚环境,建筑施工,2.15,28.0,0.0,13.34,81473.8085
587,002125.SZ,湘潭电化,化工原料,2.15,30.0,0.0,11.86,409881.5822
326,000811.SZ,冰轮环境,工程机械,2.14,27.0,1.0,8.31,542675.6766
2234,600118.SH,中国卫星,航空,2.14,28.0,4.0,26.18,3095756.5554
50,000066.SZ,中国长城,电脑设备,2.14,30.0,0.0,9.06,2256589.882
1801,300414.SZ,中光防雷,元器件,2.13,28.0,4.0,19.24,303049.1688
3508,603825.SH,华扬联众,互联网,2.13,28.0,4.0,16.68,154098.8155
1052,002592.SZ,八菱科技,汽车配件,2.13,27.0,3.0,20.77,510377.0664
1908,300521.SZ,爱司凯,专用机械,2.13,28.0,4.0,12.04,89027.4599
789,002328.SZ,新朋股份,汽车配件,2.13,28.0,4.0,7.71,250654.5749
1779,300392.SZ,腾信股份,互联网,2.12,28.0,4.0,8.97,231949.709
1467,300077.SZ,国民技术,半导体,2.12,28.0,4.0,9.99,540400.7583
521,002059.SZ,云南旅游,旅游景点,2.11,26.0,4.0,6.66,486707.8556
2697,600679.SH,上海凤凰,文教休闲,2.11,28.0,0.0,15.43,355814.1752
321,000803.SZ,金宇车城,纺织,2.11,23.0,1.0,15.5,197982.8842
477,002015.SZ,霞客环保,化纤,2.11,26.0,0.0,6.93,277687.7507
935,002474.SZ,榕基软件,软件服务,2.11,30.0,4.0,10.13,474862.2575
2404,600316.SH,洪都航空,航空,2.1,28.0,4.0,15.25,1093599.6308
262,000716.SZ,黑芝麻,食品,2.09,28.0,0.0,4.37,270872.546
1893,300506.SZ,名家汇,建筑施工,2.09,28.0,1.0,21.08,282410.2946
3237,603177.SH,德创环保,环境保护,2.09,27.0,3.0,11.69,72185.75
851,002390.SZ,信邦制药,中成药,2.09,28.0,0.0,5.48,913641.2788
2716,600698.SH,湖南天雁,汽车配件,2.09,27.0,2.0,4.36,321381.6425
3346,603456.SH,九洲药业,化学制药,2.09,30.0,2.0,9.95,796948.8031
1461,300071.SZ,华谊嘉信,广告包装,2.08,27.0,2.0,4.26,177643.8902
1439,300048.SZ,合康新能,电气设备,2.08,28.0,2.0,3.22,325387.3717
828,002367.SZ,康力电梯,运输设备,2.08,29.0,4.0,9.6,503275.2317
37,000046.SZ,泛海控股,全国地产,2.08,27.0,0.0,7.28,3767551.6664
2339,600238.SH,*ST椰岛,红黄药酒,2.07,30.0,2.0,9.4,418301.4852
1946,300561.SZ,汇金科技,软件服务,2.07,27.0,4.0,15.66,105871.6428
914,002453.SZ,华软科技,化工原料,2.07,28.0,4.0,6.77,375545.3195
1002,002542.SZ,中化岩土,建筑施工,2.07,28.0,4.0,5.55,537574.8348
3017,601231.SH,环旭电子,元器件,2.07,30.0,1.0,14.39,3131154.0316
269,000723.SZ,美锦能源,焦炭加工,2.07,28.0,0.0,7.08,765518.9445
729,002268.SZ,卫士通,软件服务,2.06,30.0,4.0,31.85,2579538.1089
1675,300286.SZ,安科瑞,电器仪表,2.06,28.0,4.0,11.16,195823.0536
684,002222.SZ,福晶科技,元器件,2.06,28.0,4.0,14.0,592094.9986
763,002302.SZ,西部建设,水泥,2.06,28.0,0.0,14.25,1765658.8613
