,ts_code,symbol,name,industry,COL_CONTINUOUS_POSITIVE_COUNT,COL_ALL_POSITIVE,COL_CONTINUOUS_POSITIVE_AVERAGE_CHG,COL_MAX_RETRACEMENT,COL_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
24,002594.SZ,002594,比亚迪,汽车整车,3.0,False,27.32,13.43,17.765713506391155,2096.57,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
建信基金-农业银行-华鑫信托-华鑫信托·华融金融小镇-九智1号集合资金信托计划",3.0
25,605116.SH,605116,奥锐特,化学制药,3.0,True,36.0,28.88,16.566213001154544,7.65,"上海聚鸣投资管理有限公司-聚鸣医药创新私募证券投资基金
上海聚鸣投资管理有限公司-聚鸣多策略8号私募证券投资基金
上海聚鸣投资管理有限公司-聚鸣医药创新3号私募证券投资基金
上海聚鸣投资管理有限公司-聚鸣医药创新6号私募证券投资基金",4.0
26,601919.SH,601919,中远海控,水运,6.0,False,21.9,9.49,14.205756130423268,903.82,香港中央结算有限公司(陆股通),1.0
27,300274.SZ,300274,阳光电源,电气设备,8.0,False,23.31,13.56,13.181089196619986,763.27,"挪威中央银行-自有资金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
上海浦东发展银行股份有限公司-广发高端制造股票型发起式证券投资基金
全国社保基金四一三组合
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
中央汇金资产管理有限责任公司",7.0
28,300581.SZ,300581,晨曦航空,航空,5.0,False,30.1,21.61,12.520897786210837,82.32,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金",2.0
29,605099.SH,605099,共创草坪,文教休闲,3.0,True,27.58,18.09,12.177891443542007,12.08,,0.0
30,601168.SH,601168,西部矿业,铜,3.0,False,22.24,12.5,11.46608309690265,289.77,"上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
海通资管-民生-海通海汇系列-星石1号集合资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅-晓峰1号睿远证券投资基金
中国对外经济贸易信托有限公司-外贸信托-高毅晓峰鸿远集合资金信托计划
中央汇金资产管理有限责任公司",5.0
31,002709.SZ,002709,天赐材料,化工原料,8.0,False,19.6,14.49,9.58984564996777,356.22,"中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零八组合
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司",5.0
32,603063.SH,603063,禾望电气,电气设备,5.0,False,18.46,14.46,9.179501911986481,82.3,,0.0
33,003013.SZ,003013,地铁设计,建筑工程,2.0,True,26.89,21.52,9.112168149635114,7.41,,0.0
34,002245.SZ,002245,蔚蓝锂芯,仓储物流,7.0,False,16.76,9.13,7.83495199181544,111.14,,0.0
35,603486.SH,603486,科沃斯,家用电器,8.0,False,16.8,14.6,7.393530986194514,143.2,"中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国工商银行-上投摩根内需动力股票型证券投资基金",5.0
36,605058.SH,605058,澳弘电子,元器件,2.0,True,25.03,23.69,6.649396084243848,8.37,,0.0
37,300124.SZ,300124,汇川技术,电器仪表,8.0,False,15.01,11.37,6.606447320024465,1284.26,"交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
招商银行股份有限公司-泓德丰润三年持有期混合型证券投资基金",4.0
38,002096.SZ,002096,南岭民爆,化工原料,7.0,False,15.93,15.23,6.496330448826268,28.7,中央汇金资产管理有限责任公司,1.0
39,003005.SZ,003005,竞业达,软件服务,3.0,True,19.92,22.08,5.999127897315404,12.97,,0.0
40,300825.SZ,300825,阿尔特,汽车服务,9.0,True,21.04,24.98,5.964503726570091,21.17,"招商银行股份有限公司-东方阿尔法优选混合型发起式证券投资基金
招商银行股份有限公司-东方阿尔法精选灵活配置混合型发起式证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
41,000039.SZ,000039,中集集团,轻工机械,6.0,False,13.68,13.76,5.956871769846571,222.47,"香港中央结算有限公司(陆股通)
中欧基金-农业银行-中欧中证金融资产管理计划
香港中央结算(代理人)有限公司
河南伊洛投资管理有限公司-君行10号私募基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
河南伊洛投资管理有限公司-华中3号伊洛私募证券投资基金
河南伊洛投资管理有限公司-君安9号伊洛私募证券投资基金
中央汇金资产管理有限责任公司",8.0
42,002747.SZ,002747,埃斯顿,机械基件,6.0,False,16.2,13.79,5.934778593386368,217.92,"中国工商银行-广发聚丰混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-富国周期优势混合型证券投资基金
中国建设银行股份有限公司-富国新动力灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)",5.0
43,300769.SZ,300769,德方纳米,化工原料,3.0,False,24.07,21.55,5.491951722758041,75.66,"中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金",2.0
44,003012.SZ,003012,东鹏控股,陶瓷,2.0,True,19.71,22.09,5.242613667920826,19.45,,0.0
45,300713.SZ,300713,英可瑞,电气设备,5.0,False,22.16,29.91,5.143267413363615,20.12,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
46,000625.SZ,000625,长安汽车,汽车整车,7.0,False,15.75,18.6,4.24873851422996,863.21,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
47,000301.SZ,000301,东方盛虹,化纤,8.0,False,11.15,13.46,3.8892776687187363,120.28,"陕西省国际信托股份有限公司-陕国投·东方盛虹控股股东及其关联企业第一期员工持股集合资金信托计划
国开发展基金有限公司
陕西省国际信托股份有限公司-陕国投·东方盛虹第一期2号员工持股集合资金信托计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海迎水投资管理有限公司-迎水征东2号私募证券投资基金
陕西省国际信托股份有限公司-陕国投·东方盛虹第一期员工持股集合资金信托计划",7.0
48,605336.SH,605336,帅丰电器,家用电器,2.0,True,17.95,22.38,3.6947025688815245,10.04,,0.0
49,002648.SZ,002648,卫星石化,化工原料,6.0,False,12.4,12.39,3.424237233627109,272.95,"长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
香港中央结算有限公司(陆股通)
鹏华基金管理有限公司-社保基金16051组合",4.0
50,600660.SH,600660,福耀玻璃,汽车配件,6.0,False,12.73,11.89,3.0366787234359296,931.59,"汇添富基金管理股份有限公司-社保基金1103组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
河仁慈善基金会",4.0
51,002415.SZ,002415,海康威视,电器仪表,6.0,False,9.15,8.79,2.874599919594002,3814.55,"中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)",3.0
52,603332.SH,603332,苏州龙杰,化纤,5.0,False,10.81,12.29,2.762648372105929,5.76,"上海翎巧资产管理有限公司-翎巧4号私募证券投资基金
上海翎巧资产管理有限公司-翎巧7号私募证券投资基金
上海翎巧资产管理有限公司-翎巧12号私募证券投资基金
上海翎巧资产管理有限公司-速赢二号私募证券投资基金
上海古骓投资管理合伙企业(有限合伙)-古骓六号私募证券投资基金
上海古骓投资管理合伙企业(有限合伙)-古骓十号私募证券投资基金",6.0
53,002571.SZ,002571,德力股份,玻璃,4.0,False,15.04,17.45,2.6037698475434246,31.45,深圳市前海钻盾资产管理有限公司-钻盾-长江二号混合策略私募证券投资基金,1.0
54,600121.SH,600121,郑州煤电,煤炭开采,6.0,False,16.45,21.88,2.507358866804739,86.26,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
55,002372.SZ,002372,伟星新材,其他建材,5.0,False,10.37,9.54,2.3762870235326057,256.08,"首域投资管理(英国)有限公司-首域中国A股基金
中央汇金资产管理有限责任公司
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)",4.0
56,603678.SH,603678,火炬电子,元器件,8.0,False,10.88,14.56,2.3537756247995865,283.32,"中国银行股份有限公司-海富通股票混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
全国社保基金四一三组合
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
中国工商银行股份有限公司-富国军工主题混合型证券投资基金",7.0
57,603896.SH,603896,寿仙谷,中成药,7.0,False,8.82,9.41,2.2459993073998294,53.84,"浙江晖鸿投资管理有限公司-晖鸿掘金10号私募证券投资基金
嘉兴银宏兆泉资产管理有限公司-银宏天盈1号私募证券投资基金",2.0
58,600809.SH,600809,山西汾酒,白酒,9.0,False,12.32,14.76,2.1950682944275925,2758.68,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
交通银行股份有限公司-汇添富中盘价值精选混合型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金",7.0
59,603223.SH,603223,恒通股份,供气供热,10.0,False,14.11,19.61,2.1711473645317856,56.79,"深圳能敬投资控股有限公司-能敬安颐二号私募证券投资基金
山东一圈一带产业投资基金有限公司-山高-圈带私募基金",2.0
60,002144.SZ,002144,宏达高科,纺织,5.0,False,7.9,7.4,1.5276355966949808,17.99,中央汇金资产管理有限责任公司,1.0
61,002027.SZ,002027,分众传媒,影视音像,8.0,False,10.52,12.9,1.339499120929697,1435.5,"全国社保基金四一六组合
中国工商银行股份有限公司-富国创新科技混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
中金公司-阿里网络-祥瑞1号定向资产管理计划",5.0
62,300623.SZ,300623,捷捷微电,半导体,4.0,False,17.16,16.11,1.215631472608869,155.89,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",4.0
63,600104.SH,600104,上汽集团,汽车整车,5.0,False,9.54,14.08,1.1891426431953713,2794.68,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中海信托股份有限公司-中原股权价值1号单一资金信托
华融汇通资产管理有限公司",4.0
64,002483.SZ,002483,润邦股份,工程机械,5.0,False,9.19,7.85,1.0274360145965031,36.78,,0.0
65,601088.SH,601088,中国神华,煤炭开采,5.0,False,6.6,13.39,0.7606025137963867,2971.68,"香港中央结算有限公司(陆股通)
中国工商银行-上证50交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中央汇金资产管理有限责任公司
珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦三号私募证券投资基金",6.0
66,600019.SH,600019,宝钢股份,普钢,5.0,False,6.52,9.89,0.3138686141754851,1316.07,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
67,603615.SH,603615,茶花股份,家居用品,5.0,False,9.78,13.99,0.14562472719046332,26.65,瀚川投资管理(珠海)有限公司-瀚川一号私募投资基金,1.0
68,002568.SZ,002568,百润股份,红黄酒,5.0,False,11.22,18.53,0.04354338494916021,334.16,"招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金",4.0
69,603833.SH,603833,欧派家居,家居用品,4.0,False,9.32,8.27,-0.004348241015883492,731.14,"中国建设银行股份有限公司-华安聚优精选混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行-华夏回报证券投资基金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金",6.0
70,601058.SH,601058,赛轮轮胎,汽车配件,5.0,False,10.26,13.18,-0.022308338718384314,133.56,"全国社保基金四一八组合
中信证券-中信银行-中信证券卓越成长两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)",3.0
71,601100.SH,601100,恒立液压,工程机械,16.0,False,9.97,18.51,-0.16897441718825285,1339.69,"香港中央结算有限公司(陆股通)
交通银行-融通行业景气证券投资基金
中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
招商银行股份有限公司-泓德睿泽混合型证券投资基金
全国社保基金一零一组合
全国社保基金四零六组合",6.0
72,601966.SH,601966,玲珑轮胎,汽车配件,6.0,False,8.77,10.97,-0.2529746420026658,450.48,"中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四一八组合
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
全国社保基金一零一组合
招商银行股份有限公司-中欧瑞丰灵活配置混合型证券投资基金",6.0
73,601908.SH,601908,京运通,新型电力,8.0,False,9.89,16.18,-0.3462102777274343,168.01,"上海甄投资产管理有限公司-甄投创鑫28号私募证券投资基金
安徽中安资本投资基金有限公司
中央汇金资产管理有限责任公司
安徽省铁路发展基金股份有限公司",4.0
74,600031.SH,600031,三一重工,工程机械,6.0,False,9.13,8.43,-0.4207201542414163,2769.86,"全国社保基金一零二组合
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",4.0
75,300402.SZ,300402,宝色股份,专用机械,5.0,False,20.14,26.4,-0.5342261099020096,40.08,中央汇金资产管理有限责任公司,1.0
76,605003.SH,605003,众望布艺,纺织,3.0,True,8.91,9.12,-0.623284130456514,6.39,"招商银行股份有限公司-交银施罗德创新领航混合型证券投资基金
中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金",3.0
77,000001.SZ,000001,平安银行,银行,5.0,False,9.22,19.78,-0.7678328021611946,3543.49,"中国建设银行股份有限公司-华安聚优精选混合型证券投资基金
中央汇金资产管理有限责任公司
全国社保基金一一七组合
香港中央结算有限公司(陆股通)",4.0
78,300207.SZ,300207,欣旺达,元器件,6.0,False,12.68,12.62,-0.8407591423182653,394.8,"北信瑞丰基金-招商银行-北信瑞丰基金丰悦45号资产管理计划
香港中央结算有限公司(陆股通)
招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
广发基金管理有限公司-社保基金四二零组合
陕西省国际信托股份有限公司-陕国投·欣旺达第2期员工持股集合资金信托计划
招商银行股份有限公司-兴全合泰混合型证券投资基金",6.0
79,000932.SZ,000932,华菱钢铁,普钢,5.0,False,7.43,10.39,-0.8534664050352976,198.42,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
华菱集团-华泰联合证券-华菱EB担保及信托财产专户
全国社保基金四一二组合
华菱集团-华泰联合-华菱EB担保及信托财产专户",5.0
80,601225.SH,601225,陕西煤业,煤炭开采,6.0,False,6.68,8.71,-0.8958640402378779,927.0,"香港中央结算有限公司(陆股通)
汇添富基金-兴业银行-三峡资本控股有限责任公司
黄河矿业-天风证券-20黄河EB担保及信托财产专户",3.0
81,600006.SH,600006,东风汽车,汽车整车,7.0,False,7.46,14.8,-1.1415515780413776,187.6,"平安资产-工商银行-平安资产创赢18号资产管理产品
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
基本养老保险基金一三零一组合
平安资管-农业银行-平安资产如意35号资产管理产品
中央汇金资产管理有限责任公司",6.0
82,603222.SH,603222,济民制药,化学制药,4.0,False,4.43,5.79,-1.6377652673713106,63.97,深圳前海正帆投资管理有限公司-正帆敏行4号私募证券投资基金,1.0
83,003001.SZ,003001,中岩大地,建筑工程,2.0,True,14.24,23.82,-1.8044910581260343,7.39,招商银行股份有限公司-睿远成长价值混合型证券投资基金,1.0
84,600741.SH,600741,华域汽车,汽车配件,6.0,False,8.93,15.68,-1.8530883346707034,929.11,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
全国社保基金一一六组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
全国社保基金一零一组合",7.0
85,605128.SH,605128,上海沿浦,汽车配件,3.0,True,9.96,24.26,-1.985038142507759,5.63,,0.0
86,603826.SH,603826,坤彩科技,染料涂料,4.0,False,10.41,14.08,-2.0088750407418834,168.71,"广东粤财信托有限公司-粤财信托·物朴2号定增基金集合资金信托计划
长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划
中国农业银行股份有限公司-宝盈鸿利收益灵活配置混合型证券投资基金",3.0
87,300301.SZ,300301,长方集团,半导体,5.0,False,19.78,44.58,-2.1878017813034285,31.94,安信基金-浦发银行-深圳市鼎萨恒顺投资有限公司,1.0
88,300450.SZ,300450,先导智能,专用机械,4.0,False,9.69,12.08,-2.260685632950629,655.79,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏优势增长混合型证券投资基金
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
招商银行股份有限公司-睿远成长价值混合型证券投资基金
全国社保基金一零七组合",5.0
89,600761.SH,600761,安徽合力,工程机械,6.0,False,8.59,16.08,-2.3071952340309885,102.22,"富达基金(香港)有限公司-客户资金
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
首域投资管理(英国)有限公司-首域中国A股基金
中央汇金资产管理有限责任公司",6.0
90,300711.SZ,300711,广哈通信,通信设备,5.0,False,15.91,32.33,-2.3140850795856527,35.47,北京汐合精英投资有限公司-汐合量化1号私募证券投资基金,1.0
91,002149.SZ,002149,西部材料,小金属,5.0,False,8.73,15.15,-2.4529094933326916,73.71,中央汇金资产管理有限责任公司,1.0
92,000983.SZ,000983,山西焦煤,煤炭开采,5.0,False,8.12,15.82,-2.587798929822474,226.95,"招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
93,603306.SH,603306,华懋科技,汽车配件,5.0,False,8.45,17.21,-2.598258117003771,67.24,"厦门国际信托有限公司
西安航天新能源产业基金投资有限公司",2.0
94,600066.SH,600066,宇通客车,汽车整车,6.0,False,6.31,12.52,-2.6601050630909007,367.96,"香港中央结算有限公司(陆股通)
Avanda投资管理私人有限公司-Avanda亚洲优势母基金(交易所)
易方达基金管理有限公司-社保基金1104组合
中国银行股份有限公司-易方达中小盘混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",5.0
95,601601.SH,601601,中国太保,保险,5.0,False,7.47,15.69,-3.1406999492844627,2282.7,中央汇金资产管理有限责任公司,1.0
96,300430.SZ,300430,诚益通,电器仪表,6.0,False,9.19,17.04,-3.207222487522065,19.97,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
97,002819.SZ,002819,东方中科,电器仪表,4.0,False,10.75,24.09,-3.2231735015925747,46.66,,0.0
98,600985.SH,600985,淮北矿业,煤炭开采,5.0,False,8.0,14.11,-3.272045587446944,73.2,"中国信达资产管理股份有限公司
香港中央结算有限公司(陆股通)",2.0
99,002984.SZ,002984,森麒麟,汽车配件,3.0,True,10.51,22.34,-3.4633751230048344,15.86,"招商银行股份有限公司-中信建投行业轮换混合型证券投资基金
基本养老保险基金一零零三组合
中国工商银行股份有限公司-中信建投策略精选混合型证券投资基金",3.0
100,601598.SH,601598,中国外运,仓储物流,5.0,False,8.11,22.74,-3.7980800971261397,56.63,"上海保银投资管理有限公司-保银紫荆怒放私募基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
101,300708.SZ,300708,聚灿光电,半导体,8.0,False,14.91,38.99,-3.910960708188789,47.86,,0.0
102,300488.SZ,300488,恒锋工具,机械基件,5.0,False,8.45,21.97,-3.9242475295825647,22.34,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
103,603026.SH,603026,石大胜华,化工原料,6.0,False,12.34,24.64,-4.090226832602129,106.81,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
全国社保基金一一三组合
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
中国工商银行股份有限公司-中欧创新成长灵活配置混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",5.0
104,300258.SZ,300258,精锻科技,汽车配件,7.0,False,8.2,20.0,-4.438579171014543,59.19,"全国社保基金四一三组合
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
杭州弘则投资有限公司-弘则横舟1号私募证券投资基金",4.0
105,000552.SZ,000552,靖远煤电,煤炭开采,6.0,False,6.17,14.77,-4.5910128906282575,72.39,"平安大华基金-平安银行-中融国际信托-财富骐骥定增5号集合资金信托计划
诺安基金-兴业证券-中国光大银行股份有限公司",2.0
106,000581.SZ,000581,威孚高科,汽车配件,6.0,False,4.78,14.12,-4.722611694250698,185.85,"全国社保基金四一三组合
中央汇金资产管理有限责任公司
基本养老保险基金一零零三组合
香港中央结算有限公司(陆股通)",4.0
107,002042.SZ,002042,华孚时尚,纺织,4.0,False,7.67,12.74,-5.04986629527631,65.89,"泰达宏利基金-招商银行-长安国际信托-长安信托·华孚色纺定增单一资金信托
香港中央结算有限公司(陆股通)
富荣基金-深圳市前海富银城投基金管理有限公司-富荣卓越1号单一资产管理计划
金元顺安基金-兴业银行-上海爱建信托-爱建信托欣欣7号定向增发事务管理类单一资金信托
金鹰基金-工商银行-万向信托-万向信托-星辰39号事务管理类单一资金信托",5.0
108,300656.SZ,300656,民德电子,IT设备,6.0,False,10.23,28.28,-5.054994598871333,22.03,,0.0
