,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_RECENT_HALF_PROBABILITY,COL_PROBABILITY_DIFFER,COL_CIRC_MV
117,603558.SH,603558,健盛集团,纺织,14.1,1.29,2.15,0.86,35.29
118,603505.SH,603505,金石资源,矿物制品,14.7,1.28,2.68,1.4,68.82
119,300153.SZ,300153,科泰电源,电气设备,13.48,1.28,1.7,0.42,25.64
120,603317.SH,603317,天味食品,食品,14.53,1.27,2.42,1.14,59.36
121,300583.SZ,300583,赛托生物,生物制药,14.75,1.27,2.76,1.49,20.07
122,002326.SZ,002326,永太科技,化工原料,18.23,1.27,2.47,1.19,136.43
123,600769.SH,600769,祥龙电业,建筑工程,13.68,1.27,2.07,0.81,22.12
124,002385.SZ,002385,大北农,饲料,13.36,1.27,1.87,0.6,219.55
125,002374.SZ,002374,中锐股份,建筑工程,10.2,1.27,1.28,0.01,26.41
126,000915.SZ,000915,华特达因,化学制药,13.9,1.26,2.24,0.98,68.49
127,002232.SZ,002232,启明信息,软件服务,16.27,1.26,2.12,0.87,52.25
128,002355.SZ,002355,兴民智通,汽车配件,16.95,1.25,2.83,1.58,43.02
129,300068.SZ,300068,南都电源,电气设备,13.98,1.24,2.1,0.85,95.67
130,600171.SH,600171,上海贝岭,半导体,12.73,1.23,1.27,0.04,223.43
131,603896.SH,603896,寿仙谷,中成药,14.41,1.23,1.76,0.53,61.34
132,002527.SZ,002527,新时达,电器仪表,8.92,1.23,1.75,0.53,38.81
133,603669.SH,603669,灵康药业,化学制药,11.75,1.22,1.51,0.29,65.14
134,300342.SZ,300342,天银机电,元器件,22.57,1.22,3.03,1.8,57.57
135,300275.SZ,300275,梅安森,软件服务,16.45,1.22,3.15,1.93,13.29
136,002099.SZ,002099,海翔药业,化学制药,8.42,1.21,1.67,0.47,134.59
137,605377.SH,605377,华旺科技,造纸,13.39,1.21,1.92,0.71,12.02
138,601717.SH,601717,郑煤机,汽车配件,16.46,1.21,3.16,1.95,180.05
139,603993.SH,603993,洛阳钼业,小金属,13.44,1.2,2.31,1.1,1008.72
140,002675.SZ,002675,东诚药业,化学制药,11.62,1.2,1.79,0.59,165.31
141,000822.SZ,000822,山东海化,化工原料,18.59,1.2,1.74,0.54,72.5
142,300224.SZ,300224,正海磁材,元器件,15.18,1.19,2.1,0.9,96.12
143,600160.SH,600160,巨化股份,化工原料,18.5,1.19,2.42,1.23,268.08
144,603300.SH,603300,华铁应急,多元金融,14.05,1.19,2.21,1.02,106.44
145,002742.SZ,002742,三圣股份,其他建材,12.24,1.16,2.07,0.91,21.8
146,600773.SH,600773,西藏城投,区域地产,14.72,1.16,2.22,1.06,120.35
147,600309.SH,600309,万华化学,化工原料,14.38,1.15,2.07,0.93,1692.85
148,000960.SZ,000960,锡业股份,小金属,9.3,1.15,1.83,0.68,282.52
149,600549.SH,600549,厦门钨业,小金属,12.46,1.15,2.21,1.06,305.82
150,300687.SZ,300687,赛意信息,软件服务,9.24,1.15,1.81,0.67,56.42
151,300691.SZ,300691,联合光电,元器件,16.78,1.15,2.32,1.18,31.98
152,603900.SH,603900,莱绅通灵,服饰,14.66,1.13,2.61,1.48,28.23
153,601166.SH,601166,兴业银行,银行,10.56,1.13,1.78,0.65,4211.39
154,600426.SH,600426,华鲁恒升,农药化肥,15.41,1.12,2.1,0.98,729.77
155,002312.SZ,002312,川发龙蟒,化工原料,16.13,1.11,3.14,2.03,124.89
156,002962.SZ,002962,五方光电,元器件,12.25,1.1,2.42,1.32,23.61
157,600338.SH,600338,西藏珠峰,铅锌,12.26,1.1,1.39,0.29,138.96
158,300280.SZ,300280,紫天科技,广告包装,11.79,1.09,1.71,0.63,60.42
159,603613.SH,603613,国联股份,互联网,12.4,1.09,1.55,0.46,236.33
160,600673.SH,600673,东阳光,化学制药,12.47,1.09,2.19,1.09,124.18
161,002003.SZ,002003,伟星股份,服饰,12.38,1.08,2.2,1.11,45.2
162,300853.SZ,300853,申昊科技,电器仪表,10.58,1.08,1.8,0.71,14.44
163,603303.SH,603303,得邦照明,家用电器,14.04,1.08,1.89,0.81,82.51
164,300730.SZ,300730,科创信息,软件服务,16.4,1.06,1.86,0.8,19.56
165,600409.SH,600409,三友化工,化工原料,15.64,1.06,1.71,0.65,224.39
166,601919.SH,601919,中远海控,水运,15.92,1.06,1.26,0.2,2696.04
167,300514.SZ,300514,友讯达,通信设备,14.27,1.05,3.06,2.01,16.65
168,603659.SH,603659,璞泰来,化工原料,13.09,1.05,1.84,0.79,983.5
169,002520.SZ,002520,日发精机,机床制造,13.04,1.05,2.19,1.14,43.03
170,002136.SZ,002136,安纳达,化工原料,16.27,1.04,1.51,0.47,33.38
171,600230.SH,600230,沧州大化,农药化肥,12.37,1.04,1.16,0.13,53.54
172,300241.SZ,300241,瑞丰光电,半导体,10.44,1.03,2.07,1.03,32.01
173,000703.SZ,000703,恒逸石化,化纤,9.82,1.03,1.66,0.63,432.44
174,002756.SZ,002756,永兴材料,特种钢,20.93,1.02,3.88,2.85,190.12
175,002416.SZ,002416,爱施德,电器连锁,13.48,1.02,1.98,0.96,135.84
176,002280.SZ,002280,联络互动,软件服务,16.6,1.01,3.17,2.17,107.62
177,300576.SZ,300576,容大感光,染料涂料,9.43,1.01,1.63,0.62,39.04
178,002240.SZ,002240,盛新锂能,小金属,16.91,1.0,3.23,2.23,227.72
179,002319.SZ,002319,乐通股份,染料涂料,12.41,0.99,1.96,0.98,28.8
180,600355.SH,600355,精伦电子,元器件,13.16,0.99,2.6,1.62,14.81
181,301005.SZ,301005,超捷股份,汽车配件,14.97,0.98,1.49,0.51,7.9
182,002915.SZ,002915,中欣氟材,化工原料,13.5,0.98,1.64,0.66,29.44
183,002345.SZ,002345,潮宏基,服饰,10.56,0.98,1.01,0.03,49.1
184,002541.SZ,002541,鸿路钢构,钢加工,5.64,0.98,1.1,0.12,226.96
185,002920.SZ,002920,德赛西威,汽车配件,10.83,0.96,1.92,0.96,633.7
186,300057.SZ,300057,万顺新材,广告包装,16.97,0.96,1.82,0.87,34.59
187,000655.SZ,000655,金岭矿业,普钢,10.85,0.95,1.87,0.93,64.48
188,300645.SZ,300645,正元智慧,软件服务,10.23,0.95,1.92,0.97,23.31
189,300053.SZ,300053,欧比特,半导体,23.16,0.95,3.99,3.05,68.61
190,300066.SZ,300066,三川智慧,电器仪表,11.09,0.95,1.31,0.36,51.9
191,600392.SH,600392,盛和资源,小金属,12.51,0.95,2.02,1.08,331.38
192,300609.SZ,300609,汇纳科技,互联网,16.17,0.94,2.4,1.46,15.98
193,000155.SZ,000155,川能动力,新型电力,9.12,0.94,1.15,0.21,182.37
194,000590.SZ,000590,启迪药业,中成药,10.71,0.94,1.57,0.63,21.78
195,300456.SZ,300456,赛微电子,元器件,8.31,0.94,1.72,0.77,107.39
196,600715.SH,600715,文投控股,影视音像,15.7,0.93,2.27,1.34,62.88
197,002760.SZ,002760,凤形股份,机械基件,18.79,0.93,2.73,1.8,20.59
198,002411.SZ,002411,延安必康,化学制药,14.31,0.93,2.4,1.47,90.56
199,002876.SZ,002876,三利谱,元器件,8.94,0.92,1.62,0.7,93.49
200,603290.SH,603290,斯达半导,半导体,10.41,0.92,2.0,1.08,253.69
201,002687.SZ,002687,乔治白,服饰,10.77,0.91,1.92,1.01,17.63
202,300378.SZ,300378,鼎捷软件,软件服务,10.89,0.91,2.16,1.25,60.12
203,600980.SH,600980,北矿科技,元器件,13.4,0.91,1.79,0.88,24.73
204,300294.SZ,300294,博雅生物,生物制药,10.82,0.9,2.13,1.22,167.35
205,300213.SZ,300213,佳讯飞鸿,通信设备,12.77,0.9,1.39,0.5,37.12
206,300619.SZ,300619,金银河,专用机械,15.48,0.9,1.78,0.89,14.49
207,601208.SH,601208,东材科技,化工原料,13.31,0.9,1.46,0.56,102.38
208,002350.SZ,002350,北京科锐,电气设备,9.2,0.88,1.28,0.4,29.98
209,300694.SZ,300694,蠡湖股份,汽车配件,16.82,0.88,3.4,2.53,15.26
210,603586.SH,603586,金麒麟,汽车配件,8.6,0.88,1.58,0.7,26.27
211,000790.SZ,000790,华神科技,中成药,10.36,0.87,1.81,0.93,35.44
212,002979.SZ,002979,雷赛智能,专用机械,14.2,0.87,2.72,1.85,50.39
213,300376.SZ,300376,易事特,电气设备,10.92,0.86,1.21,0.36,194.61
214,300705.SZ,300705,九典制药,化学制药,9.9,0.86,0.91,0.05,52.96
215,002627.SZ,002627,宜昌交运,公共交通,10.42,0.86,1.27,0.41,35.01
216,300125.SZ,300125,聆达股份,电气设备,8.09,0.86,1.44,0.58,37.64
217,300136.SZ,300136,信维通信,通信设备,10.18,0.86,1.29,0.43,265.87
218,600152.SH,600152,维科技术,电气设备,9.6,0.85,1.04,0.18,33.58
219,300270.SZ,300270,中威电子,通信设备,15.4,0.85,2.81,1.96,13.81
220,002403.SZ,002403,爱仕达,家用电器,9.44,0.85,1.93,1.07,24.52
221,603429.SH,603429,集友股份,广告包装,10.9,0.85,0.96,0.1,128.91
222,002201.SZ,002201,九鼎新材,玻璃,10.84,0.85,1.13,0.28,78.79
223,300282.SZ,300282,三盛教育,文教休闲,14.16,0.85,2.71,1.86,18.68
224,300223.SZ,300223,北京君正,半导体,11.5,0.85,2.34,1.49,336.78
225,002723.SZ,002723,金莱特,家用电器,10.26,0.85,1.7,0.85,36.99
226,600186.SH,600186,莲花健康,食品,7.82,0.84,1.19,0.35,43.74
227,000633.SZ,000633,合金投资,综合类,17.06,0.84,2.69,1.85,28.54
228,002497.SZ,002497,雅化集团,化工原料,14.88,0.84,2.11,1.27,234.64
229,600787.SH,600787,中储股份,仓储物流,6.81,0.84,1.32,0.48,119.66
230,000045.SZ,000045,深纺织A,元器件,9.94,0.84,1.85,1.02,42.96
231,603332.SH,603332,苏州龙杰,化纤,9.64,0.84,1.19,0.35,5.41
232,002694.SZ,002694,顾地科技,塑料,9.64,0.83,1.81,0.98,14.47
233,603001.SH,603001,奥康国际,服饰,10.35,0.83,0.88,0.05,38.05
234,000803.SZ,000803,北清环能,环境保护,11.29,0.83,1.78,0.95,20.53
235,300260.SZ,300260,新莱应材,机械基件,6.84,0.83,1.25,0.43,31.29
236,002036.SZ,002036,联创电子,元器件,8.32,0.83,1.12,0.29,141.65
237,603656.SH,603656,泰禾智能,专用机械,10.88,0.82,1.63,0.8,23.97
238,600961.SH,600961,株冶集团,铅锌,11.17,0.81,2.08,1.27,35.18
239,300586.SZ,300586,美联新材,化工原料,11.79,0.81,2.0,1.2,27.14
240,300127.SZ,300127,银河磁体,元器件,10.78,0.81,1.05,0.24,41.86
241,300603.SZ,300603,立昂技术,通信设备,10.94,0.81,1.11,0.3,24.95
242,300512.SZ,300512,中亚股份,专用机械,9.41,0.8,1.58,0.79,32.51
243,600869.SH,600869,远东股份,电气设备,8.17,0.8,1.63,0.83,111.63
244,603580.SH,603580,艾艾精工,化工原料,10.95,0.8,2.1,1.3,15.22
245,300641.SZ,300641,正丹股份,化工原料,12.64,0.79,2.62,1.83,40.59
246,000970.SZ,000970,中科三环,元器件,7.92,0.78,0.81,0.03,105.99
247,002145.SZ,002145,中核钛白,化工原料,8.17,0.78,1.62,0.85,212.72
248,002287.SZ,002287,奇正藏药,中成药,9.47,0.78,1.04,0.27,144.02
249,300384.SZ,300384,三联虹普,纺织机械,8.0,0.78,1.33,0.55,41.52
250,002590.SZ,002590,万安科技,汽车配件,7.76,0.77,1.55,0.78,36.08
251,300551.SZ,300551,古鳌科技,IT设备,12.48,0.76,2.41,1.65,40.23
252,300232.SZ,300232,洲明科技,半导体,6.94,0.76,1.38,0.62,67.36
253,600557.SH,600557,康缘药业,中成药,9.25,0.76,1.32,0.56,68.66
254,002015.SZ,002015,协鑫能科,新型电力,10.73,0.76,2.1,1.34,50.83
255,603992.SH,603992,松霖科技,家居用品,9.34,0.76,1.09,0.33,8.6
256,600439.SH,600439,瑞贝卡,服饰,10.2,0.76,1.7,0.94,37.92
257,002806.SZ,002806,华锋股份,元器件,12.02,0.76,2.34,1.57,12.62
258,600710.SH,600710,苏美达,工程机械,9.64,0.75,1.03,0.28,84.68
259,000636.SZ,000636,风华高科,元器件,8.79,0.74,1.79,1.05,272.6
260,603286.SH,603286,日盈电子,汽车配件,8.38,0.74,1.65,0.91,13.44
261,000635.SZ,000635,英力特,化工原料,9.13,0.73,1.21,0.48,34.76
262,603929.SH,603929,亚翔集成,装修装饰,7.56,0.73,0.83,0.1,24.58
263,603038.SH,603038,华立股份,装修装饰,13.68,0.73,2.65,1.92,24.64
264,002357.SZ,002357,富临运业,公路,10.28,0.73,1.62,0.88,17.15
265,600284.SH,600284,浦东建设,建筑工程,7.2,0.73,0.98,0.26,67.92
266,600711.SH,600711,盛屯矿业,小金属,9.84,0.72,1.48,0.77,187.4
267,600348.SH,600348,华阳股份,煤炭开采,7.61,0.72,0.78,0.05,176.77
268,002779.SZ,002779,中坚科技,农用机械,8.56,0.72,1.68,0.96,13.51
269,603496.SH,603496,恒为科技,IT设备,12.67,0.72,1.22,0.5,31.3
270,601608.SH,601608,中信重工,专用机械,8.58,0.71,1.65,0.94,159.26
271,605155.SH,605155,西大门,化工原料,8.63,0.71,1.65,0.93,5.71
272,000893.SZ,000893,亚钾国际,农药化肥,16.42,0.71,1.91,1.2,74.66
273,300808.SZ,300808,久量股份,家用电器,13.87,0.7,2.67,1.97,7.78
274,603179.SH,603179,新泉股份,汽车配件,10.02,0.7,1.36,0.66,107.93
275,300953.SZ,300953,震裕科技,机械基件,14.73,0.7,2.69,1.98,20.92
276,002886.SZ,002886,沃特股份,塑料,8.65,0.7,1.6,0.9,27.48
277,002360.SZ,002360,同德化工,化工原料,5.56,0.7,0.81,0.11,24.57
278,300800.SZ,300800,力合科技,环境保护,10.72,0.7,0.97,0.27,30.06
279,300339.SZ,300339,润和软件,软件服务,12.33,0.69,0.86,0.17,326.71
280,300622.SZ,300622,博士眼镜,其他商业,9.99,0.69,1.6,0.91,22.16
281,603323.SH,603323,苏农银行,银行,7.93,0.68,0.98,0.31,66.67
282,605111.SH,605111,新洁能,半导体,5.56,0.68,0.82,0.14,59.96
283,600383.SH,600383,金地集团,全国地产,6.25,0.68,1.24,0.56,491.19
284,002198.SZ,002198,嘉应制药,中成药,13.85,0.68,2.04,1.36,52.58
285,300993.SZ,300993,玉马遮阳,化工原料,8.26,0.67,1.54,0.87,8.27
286,600535.SH,600535,天士力,中成药,5.96,0.67,0.96,0.29,215.25
287,603908.SH,603908,牧高笛,纺织,8.57,0.67,1.69,1.02,16.39
288,600798.SH,600798,宁波海运,水运,6.6,0.67,0.91,0.24,58.24
289,300878.SZ,300878,维康药业,中成药,6.58,0.67,1.42,0.75,9.68
290,300106.SZ,300106,西部牧业,农业综合,13.43,0.66,2.07,1.41,21.6
291,600366.SH,600366,宁波韵升,矿物制品,7.73,0.66,1.08,0.42,68.94
292,600884.SH,600884,杉杉股份,综合类,7.02,0.66,1.28,0.62,369.56
293,002108.SZ,002108,沧州明珠,塑料,10.51,0.66,1.46,0.8,80.54
294,002866.SZ,002866,传艺科技,IT设备,7.12,0.65,0.99,0.34,25.0
295,601677.SH,601677,明泰铝业,铝,10.26,0.64,2.01,1.37,142.2
296,300296.SZ,300296,利亚德,半导体,7.21,0.64,1.43,0.8,162.78
297,600444.SH,600444,国机通用,专用机械,6.06,0.64,1.22,0.58,14.86
298,300448.SZ,300448,浩云科技,软件服务,7.4,0.64,0.86,0.22,37.38
299,601500.SH,601500,通用股份,汽车配件,7.75,0.63,1.14,0.51,50.94
300,603069.SH,603069,海汽集团,公路,13.51,0.63,0.66,0.03,74.07
301,300508.SZ,300508,维宏股份,软件服务,14.7,0.63,2.36,1.73,11.78
302,002514.SZ,002514,宝馨科技,机械基件,7.0,0.63,1.4,0.77,17.97
303,002110.SZ,002110,三钢闽光,普钢,5.68,0.63,1.13,0.5,173.33
304,002216.SZ,002216,三全食品,食品,8.7,0.63,1.72,1.09,112.55
305,300306.SZ,300306,远方信息,电器仪表,11.99,0.63,2.31,1.68,15.73
306,002043.SZ,002043,兔宝宝,其他建材,4.9,0.63,0.74,0.11,72.42
307,300209.SZ,300209,天泽信息,软件服务,12.56,0.63,2.78,2.14,24.7
308,002199.SZ,002199,东晶电子,元器件,9.61,0.62,1.68,1.07,18.33
309,002282.SZ,002282,博深股份,轻工机械,8.37,0.62,0.87,0.25,35.64
310,002340.SZ,002340,格林美,小金属,7.61,0.62,0.97,0.35,464.77
311,300942.SZ,300942,易瑞生物,生物制药,9.53,0.62,0.65,0.03,11.42
312,300643.SZ,300643,万通智控,汽车配件,10.21,0.62,2.01,1.39,25.04
313,300533.SZ,300533,冰川网络,软件服务,8.99,0.62,1.77,1.15,21.64
314,300766.SZ,300766,每日互动,互联网,8.43,0.61,1.32,0.71,48.59
315,002445.SZ,002445,中南文化,影视音像,7.69,0.61,1.28,0.67,61.6
316,300102.SZ,300102,乾照光电,半导体,8.76,0.61,1.65,1.03,66.75
317,300825.SZ,300825,阿尔特,汽车服务,13.39,0.61,2.35,1.73,72.73
318,002402.SZ,002402,和而泰,元器件,11.75,0.61,1.75,1.14,203.66
319,600977.SH,600977,中国电影,影视音像,5.55,0.6,0.84,0.24,241.4
320,300466.SZ,300466,赛摩智能,电器仪表,11.17,0.6,2.23,1.63,22.91
321,000975.SZ,000975,银泰黄金,黄金,6.31,0.6,1.09,0.49,251.35
322,002041.SZ,002041,登海种业,种植业,8.87,0.6,1.22,0.63,142.56
323,300611.SZ,300611,美力科技,汽车配件,11.84,0.6,1.7,1.1,12.99
324,002753.SZ,002753,永东股份,化工原料,5.82,0.59,1.0,0.4,22.48
325,002952.SZ,002952,亚世光电,元器件,6.15,0.59,1.22,0.63,10.22
326,300001.SZ,300001,特锐德,电气设备,9.39,0.59,1.2,0.62,296.17
