,ts_code,symbol,name,industry,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
16,600559.SH,600559,老白干酒,白酒,1.0,4.3817,28.026117528879958,0.15634345340501796,228.18,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
鹏华基金-工商银行-鹏华基金增发精选1号资产管理计划
北京航天产业投资基金(有限合伙)
香港中央结算有限公司(陆股通)
汇添富基金-工商银行-汇添富-定增盛世添富牛37号资产管理计划",5.0
17,603919.SH,603919,金徽酒,白酒,1.0,1.4623,39.15458191916077,0.15091464933018117,211.7,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
贫困地区产业发展基金有限公司
光大兴陇信托有限责任公司-光大-融金1号证券投资集合资金信托计划
中央企业贫困地区产业投资基金股份有限公司",4.0
18,600573.SH,600573,惠泉啤酒,啤酒,0.0,2.0952,24.941724941724953,0.1505469252336448,26.23,"上海昀启投资有限公司-昀启投资-私募学院菁英69号基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
19,600199.SH,600199,金种子酒,白酒,0.0,3.4274,23.51524879614766,0.14575223208191135,91.76,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中央汇金资产管理有限责任公司",2.0
20,603369.SH,603369,今世缘,白酒,0.0,2.094,19.168096054888494,0.14275804921700236,694.11,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
香港中央结算有限公司(陆股通)",2.0
21,000860.SZ,000860,顺鑫农业,白酒,0.0,1.9802,14.571746384872064,0.13589311450381694,377.49,"基本养老保险基金八零四组合
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四一四组合
中国工商银行股份有限公司-前海开源国家比较优势灵活配置混合型证券投资基金
中国建设银行股份有限公司-易方达消费精选股票型证券投资基金
中国建设银行股份有限公司-前海开源沪港深优势精选灵活配置混合型证券投资基金",9.0
22,300892.SZ,300892,品渥食品,乳制品,0.0,-0.6819,18.99122807017544,0.1343515011547344,14.32,"上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金
萍乡皓熙汇达新能源产业投资基金(有限合伙)
嘉实基金-国新投资有限公司-嘉实基金-国新2号单一资产管理计划",3.0
23,600300.SH,600300,维维股份,软饮料,0.0,1.2626,9.562841530054644,0.13372594285714287,66.71,,0.0
24,600132.SH,600132,重庆啤酒,啤酒,0.0,3.9567,30.727976958983017,0.12876539204912735,645.28,"中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
全国社保基金一一五组合
汇添富基金管理股份有限公司-社保基金1103组合
基本养老保险基金八零五组合
中国工商银行-广发稳健增长证券投资基金",7.0
25,000799.SZ,000799,酒鬼酒,白酒,0.0,3.1114,36.47857813741781,0.12190716379481087,639.14,"国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-汇添富中盘价值精选混合型证券投资基金
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划",6.0
26,000568.SZ,000568,泸州老窖,白酒,0.0,2.1124,17.65543426672995,0.11964588172043009,3558.26,"中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金",7.0
27,000596.SZ,000596,古井贡酒,白酒,0.0,3.9448,33.08080808080809,0.11924738931297706,1005.26,"中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金",5.0
28,600779.SH,600779,水井坊,白酒,0.0,7.0867,64.60190361081735,0.1096980058465856,557.59,"中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
招商银行股份有限公司-泓德睿泽混合型证券投资基金
招商银行股份有限公司-泓德瑞兴三年持有期混合型证券投资基金
天津礼仁投资管理合伙企业(有限合伙)-卓越长青私募证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金",8.0
29,000858.SZ,000858,五粮液,白酒,0.0,1.1578,11.321344800625477,0.10226700276243104,10400.1,"中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金",6.0
30,002304.SZ,002304,洋河股份,白酒,0.0,1.5828,15.711817094244317,0.10073946192893402,2105.81,"中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金",5.0
31,000729.SZ,000729,燕京啤酒,啤酒,0.0,0.8011,9.885386819484232,0.09543379710144936,189.96,"香港中央结算有限公司(陆股通)
上海重阳战略投资有限公司-重阳战略聚智基金
上海重阳战略投资有限公司-重阳战略汇智基金
中央汇金资产管理有限责任公司",4.0
32,002646.SZ,002646,青青稞酒,白酒,2.0,2.7998,32.992125984251985,0.09121570405727919,75.16,"博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
嘉实基金-农业银行-嘉实中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划",8.0
33,600197.SH,600197,伊力特,白酒,2.0,2.8361,43.473792394655696,0.0652370047281324,127.7,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国银行股份有限公司-易方达均衡成长股票型证券投资基金
招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
香港中央结算有限公司(陆股通)",4.0
34,000930.SZ,000930,中粮科技,农业综合,0.0,-1.3771,9.006928406466507,0.047241410256410286,89.5,"中央汇金资产管理有限责任公司
深圳市前海火蓝资产管理有限公司-火蓝新思路2号私募证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-中证主要消费交易型开放式指数证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金",6.0
35,600519.SH,600519,贵州茅台,白酒,0.0,-0.7065,9.690512430238464,0.03361019371727746,26066.1,"珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦三号私募证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国工商银行-上证50交易型开放式指数证券投资基金
深圳市金汇荣盛财富管理有限公司-金汇荣盛三号私募证券投资基金",5.0
36,002461.SZ,002461,珠江啤酒,啤酒,0.0,0.1751,22.222222222222232,0.027751499999999988,253.87,"中央汇金资产管理有限责任公司
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-富国改革动力混合型证券投资基金
中国建设银行股份有限公司-富国内需增长混合型证券投资基金",5.0
37,600108.SH,600108,亚盛集团,农业综合,0.0,-1.4388,6.01503759398494,0.0,53.35,中央汇金资产管理有限责任公司,1.0
38,600238.SH,600238,海南椰岛,红黄酒,0.0,-1.4995,24.277456647398843,-0.030653952380952382,48.15,,0.0
39,600395.SH,600395,盘江股份,煤炭开采,0.0,-1.3514,12.727272727272743,-0.042239999999999944,122.31,"全国社保基金一零三组合
香港中央结算有限公司(陆股通)
盈峰资本管理有限公司-盈峰蒋峰价值精选1号私募证券投资基金
盈峰资本管理有限公司-盈峰盈泰私募证券投资基金
博时基金-人民人寿-传统普保组合-博时基金-中国人民人寿保险股份有限公司A股混合类组合单一资产管理计划",5.0
40,000523.SZ,000523,广州浪奇,日用化工,0.0,-0.7273,13.919413919413914,-0.05225076315789475,17.12,上海通怡投资管理有限公司-通怡梧桐11号私募证券投资基金,1.0
41,600257.SH,600257,大湖股份,渔业,2.0,-4.9062,78.5867237687366,-0.06243039237057222,32.05,,0.0
