,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,circ_mv
1216,002761.SZ,多喜爱,纺织,3.0,-10.18,17.49,354962.0266
1465,300077.SZ,国民技术,半导体,3.0,-10.14,9.39,507944.2563
2122,300749.SZ,顶固集创,家居用品,2.0,-10.11,37.4,106590.0
907,002446.SZ,盛路通信,通信设备,2.0,-10.06,10.15,548678.4191
51,000068.SZ,华控赛格,元器件,2.0,-10.01,6.91,695609.9816
1239,002786.SZ,银宝山新,专用机械,2.0,-9.95,10.46,398777.04
2610,600584.SH,长电科技,半导体,2.0,-9.91,15.13,1567339.109
2337,600240.SH,华业资本,全国地产,3.0,-9.91,3.73,531246.5928
1637,300250.SZ,初灵信息,软件服务,2.0,-9.9,16.92,235178.4131
1960,300579.SZ,数字认证,软件服务,2.0,-9.85,34.62,166265.7247
1842,300457.SZ,赢合科技,专用机械,3.0,-9.74,29.07,551599.2907
124,000531.SZ,穗恒运A,火力发电,3.0,-9.66,7.98,546694.413
2003,300624.SZ,万兴科技,软件服务,3.0,-9.62,62.2,301794.3378
1485,300097.SZ,智云股份,电器仪表,4.0,-9.49,15.5,312858.2651
1123,002663.SZ,普邦股份,建筑施工,2.0,-9.34,3.49,436197.9676
166,000586.SZ,汇源通信,通信设备,2.0,-9.32,12.32,238318.08
1652,300265.SZ,通光线缆,电气设备,2.0,-9.27,10.04,338106.7137
1516,300128.SZ,锦富技术,元器件,3.0,-9.25,5.6,596801.3419
1484,300096.SZ,易联众,软件服务,2.0,-9.18,12.0,451826.4948
1650,300263.SZ,隆华科技,专用机械,4.0,-9.15,5.86,331234.3875
1778,300393.SZ,中来股份,塑料,2.0,-9.14,22.18,267441.261
2253,600146.SH,商赢环球,服饰,3.0,-9.0,8.05,161000.0
2389,600303.SH,曙光股份,汽车整车,2.0,-8.92,4.59,284728.8519
1112,002652.SZ,扬子新材,其他建材,3.0,-8.92,5.15,262406.199
2663,600643.SH,爱建集团,多元金融,3.0,-8.91,12.72,1824122.5087
2169,600053.SH,九鼎投资,多元金融,2.0,-8.9,28.65,1242094.392
272,000727.SZ,华东科技,元器件,4.0,-8.87,2.92,855751.2474
2829,600825.SH,新华传媒,出版业,2.0,-8.82,7.01,732466.3829
1468,300080.SZ,易成新能,半导体,2.0,-8.78,7.01,351892.6206
283,000750.SZ,国海证券,证券,3.0,-8.77,5.91,2491383.3108
1925,300541.SZ,先进数通,软件服务,2.0,-8.74,17.13,129613.6294
3003,601208.SH,东材科技,化工原料,4.0,-8.74,5.82,364681.782
3033,601377.SH,兴业证券,证券,3.0,-8.73,7.04,4714456.8585
2224,600112.SH,天成控股,电气设备,2.0,-8.71,4.74,241363.097
1864,300479.SZ,神思电子,软件服务,3.0,-8.7,19.25,308000.0
464,002002.SZ,鸿达兴业,化工原料,3.0,-8.59,4.94,1259283.2043
2792,600783.SH,鲁信创投,矿物制品,2.0,-8.57,25.2,1875785.4209
2709,600695.SH,绿庭投资,多元金融,2.0,-8.47,6.21,227576.1014
790,002329.SZ,皇氏集团,乳制品,2.0,-8.45,4.2,217824.2312
591,002129.SZ,中环股份,半导体,4.0,-8.45,10.6,2802890.654
2582,600552.SH,凯盛科技,玻璃,4.0,-8.45,6.52,498052.37
1245,002792.SZ,通宇通讯,通信设备,2.0,-8.4,36.01,254642.1835
1060,002600.SZ,领益智造,元器件,4.0,-8.38,6.6,982008.0745
2302,600201.SH,生物股份,生物制药,3.0,-8.37,16.65,1875190.0013
3262,603232.SH,格尔软件,软件服务,3.0,-8.37,33.37,170754.29
1994,300615.SZ,欣天科技,元器件,2.0,-8.37,21.61,87131.52
2057,300679.SZ,电连技术,元器件,2.0,-8.36,37.34,377205.3082
1710,300323.SZ,华灿光电,半导体,2.0,-8.32,9.27,651137.422
917,002456.SZ,欧菲科技,元器件,2.0,-8.29,14.99,3999171.6924
1422,300033.SZ,同花顺,软件服务,3.0,-8.27,82.97,2192916.6311
3470,603738.SH,泰晶科技,元器件,4.0,-8.26,16.18,95082.8719
2840,600837.SH,海通证券,证券,3.0,-8.24,13.03,10544046.9275
2323,600226.SH,瀚叶股份,农药化肥,2.0,-8.22,3.82,761275.9603
1378,002937.SZ,兴瑞科技,元器件,2.0,-8.22,30.6,140760.0
1130,002670.SZ,国盛金控,证券,3.0,-8.22,14.74,925194.3474
122,000529.SZ,广弘控股,食品,3.0,-8.21,6.37,363016.3481
1866,300481.SZ,濮阳惠成,化工原料,3.0,-8.13,17.66,449173.4466
1035,002575.SZ,群兴玩具,文教休闲,2.0,-8.11,10.09,594018.48
1743,300356.SZ,光一科技,电气设备,3.0,-8.07,8.02,295755.3621
586,002124.SZ,天邦股份,饲料,2.0,-8.07,13.44,1422612.4792
1784,300399.SZ,京天利,互联网,3.0,-8.06,11.69,156710.6024
2485,600421.SH,ST仰帆,机械基件,3.0,-8.06,9.1,177996.0
2383,600297.SH,广汇汽车,汽车服务,2.0,-8.05,5.07,4111922.9873
647,002185.SZ,华天科技,半导体,2.0,-8.05,6.09,1297437.2998
2260,600155.SH,华创阳安,证券,3.0,-8.02,10.02,1130498.6774
3240,603186.SH,华正新材,元器件,1.0,-8.01,28.74,211861.9769
1762,300377.SZ,赢时胜,软件服务,3.0,-7.99,16.33,837218.0376
740,002279.SZ,久其软件,软件服务,3.0,-7.96,8.86,530197.2237
37,000046.SZ,泛海控股,全国地产,2.0,-7.94,6.7,3467389.5831
3041,601555.SH,东吴证券,证券,3.0,-7.92,9.42,2723322.0
502,002040.SZ,南京港,港口,2.0,-7.91,10.69,327914.4095
910,002449.SZ,国星光电,半导体,2.0,-7.91,13.23,803732.0574
2129,300757.SZ,罗博特科,专用机械,3.0,-7.88,70.22,140440.0
2944,600999.SH,招商证券,证券,3.0,-7.88,18.01,8831562.8121
1974,300593.SZ,新雷能,电气设备,4.0,-7.87,21.92,146667.4083
1529,300141.SZ,和顺电气,电气设备,2.0,-7.87,9.5,155775.9356
3502,603822.SH,嘉澳环保,环境保护,3.0,-7.84,32.69,132737.5325
2863,600864.SH,哈投股份,证券,3.0,-7.84,6.03,951725.3639
1996,300617.SZ,安靠智电,电气设备,2.0,-7.82,25.15,92313.075
1167,002708.SZ,光洋股份,汽车配件,2.0,-7.81,9.9,368575.1279
3408,603626.SH,科森科技,专用机械,2.0,-7.8,10.24,161901.2936
1133,002673.SZ,西部证券,证券,3.0,-7.72,10.65,3729459.3551
3097,601878.SH,浙商证券,证券,3.0,-7.71,10.6,1281018.7355
207,000636.SZ,风华高科,元器件,2.0,-7.71,15.51,1388460.0252
1117,002657.SZ,中科金财,软件服务,3.0,-7.7,18.19,502762.7178
914,002453.SZ,华软科技,化工原料,2.0,-7.67,6.33,351137.6473
849,002388.SZ,新亚制程,元器件,2.0,-7.65,5.85,233766.0
632,002170.SZ,芭田股份,农药化肥,2.0,-7.64,4.38,286728.0565
2278,600175.SH,美都能源,综合类,2.0,-7.64,2.72,666682.2024
1249,002797.SZ,第一创业,证券,3.0,-7.57,7.63,1463776.5977
3573,603976.SH,正川股份,医疗保健,4.0,-7.55,18.52,70931.4852
2025,300647.SZ,超频三,元器件,3.0,-7.54,17.1,133946.865
698,002236.SZ,大华股份,电器仪表,2.0,-7.54,16.96,3110988.3184
562,002100.SZ,天康生物,饲料,3.0,-7.53,7.41,713883.1117
423,000957.SZ,中通客车,汽车整车,3.0,-7.53,8.29,491508.0516
3069,601688.SH,华泰证券,证券,3.0,-7.5,23.49,12787305.6089
3004,601211.SH,国泰君安,证券,3.0,-7.45,20.09,15099875.8687
3203,603106.SH,恒银金融,电脑设备,3.0,-7.45,13.19,171931.65
1057,002597.SZ,金禾实业,化工原料,2.0,-7.44,17.52,970696.1344
60,000100.SZ,TCL集团,家用电器,2.0,-7.43,3.8,4859356.4182
1073,002613.SZ,北玻股份,专用机械,2.0,-7.41,3.41,214690.3206
719,002258.SZ,利尔化学,农药化肥,3.0,-7.41,15.75,823633.6232
1971,300590.SZ,移为通信,通信设备,4.0,-7.41,38.16,370152.0
750,002289.SZ,宇顺电子,元器件,3.0,-7.39,7.27,188536.7326
2934,600986.SH,科达股份,互联网,2.0,-7.36,5.84,742759.1678
3293,603319.SH,湘油泵,汽车配件,2.0,-7.33,23.45,132915.266
2157,600030.SH,中信证券,证券,3.0,-7.31,24.8,24340361.016
298,000776.SZ,广发证券,证券,3.0,-7.3,17.07,10104230.529
3000,601198.SH,东兴证券,证券,3.0,-7.3,13.54,3734278.7296
3189,603081.SH,大丰实业,专用机械,2.0,-7.28,17.18,133533.6975
1027,002567.SZ,唐人神,饲料,3.0,-7.22,9.33,706471.4636
2285,600183.SH,生益科技,元器件,2.0,-7.21,12.24,2591808.8738
1051,002591.SZ,恒大高新,化工原料,2.0,-7.2,7.91,143875.9163
3319,603363.SH,傲农生物,饲料,2.0,-7.18,12.21,224655.3846
3491,603803.SH,瑞斯康达,通信设备,2.0,-7.18,13.37,293861.305
1100,002640.SZ,跨境通,服饰,3.0,-7.17,12.7,1295247.2355
3099,601881.SH,中国银河,证券,3.0,-7.16,11.71,1438609.6652
222,000666.SZ,经纬纺机,纺织机械,3.0,-7.16,14.77,433527.2174
3503,603823.SH,百合花,染料涂料,2.0,-7.09,17.07,120075.8134
1639,300252.SZ,金信诺,电气设备,3.0,-6.98,14.5,567123.7158
2655,600635.SH,大众公用,供气供热,2.0,-6.97,6.77,1637521.964
85,000416.SZ,民生控股,多元金融,3.0,-6.9,5.53,293997.5272
3038,601515.SH,东风股份,广告包装,3.0,-6.9,9.39,1044168.0
304,000783.SZ,长江证券,证券,3.0,-6.89,7.34,4058582.707
1548,300160.SZ,秀强股份,玻璃,3.0,-6.87,4.38,259713.1613
1054,002594.SZ,比亚迪,汽车整车,0.0,-6.86,54.08,6174851.988
1834,300449.SZ,汉邦高科,电脑设备,2.0,-6.86,19.6,218319.9547
1503,300115.SZ,长盈精密,元器件,2.0,-6.84,12.19,1103911.5306
3107,601901.SH,方正证券,证券,3.0,-6.8,7.77,6396342.7839
3371,603558.SH,健盛集团,纺织,3.0,-6.78,10.36,321414.5369
1785,300400.SZ,劲拓股份,专用机械,4.0,-6.77,23.5,374408.3239
1114,002654.SZ,万润科技,半导体,3.0,-6.76,4.96,285274.3494
273,000728.SZ,国元证券,证券,3.0,-6.76,9.89,2913742.35
2463,600390.SH,五矿资本,多元金融,3.0,-6.74,10.35,531511.5692
1668,300281.SZ,金明精机,专用机械,4.0,-6.73,7.04,184536.2105
2910,600958.SH,东方证券,证券,3.0,-6.71,12.6,7153474.2804
1533,300145.SZ,中金环境,专用机械,2.0,-6.7,4.02,594572.0921
2956,601012.SH,隆基股份,半导体,3.0,-6.7,27.57,7669229.8195
2996,601177.SH,杭齿前进,机械基件,3.0,-6.7,13.99,559683.94
3296,603322.SH,超讯通信,通信设备,3.0,-6.69,37.18,168644.524
1777,300392.SZ,腾信股份,互联网,3.0,-6.65,8.55,221089.1875
871,002410.SZ,广联达,软件服务,2.0,-6.65,27.72,2457136.1014
654,002192.SZ,融捷股份,专用机械,3.0,-6.63,29.09,689408.9833
233,000679.SZ,大连友谊,百货,2.0,-6.61,4.77,169979.2467
1082,002622.SZ,融钰集团,电气设备,2.0,-6.6,4.28,359501.5746
2716,600703.SH,三安光电,半导体,2.0,-6.6,15.05,6138029.5166
270,000725.SZ,京东方A,元器件,3.0,-6.59,4.42,14966008.6752
2810,600804.SH,鹏博士,电信运营,2.0,-6.59,10.93,1565567.1399
656,002194.SZ,*ST凡谷,通信设备,3.0,-6.58,11.91,631662.3794
2217,600105.SH,永鼎股份,通信设备,2.0,-6.58,5.58,690957.3496
1709,300322.SZ,硕贝德,通信设备,3.0,-6.58,15.62,574056.7056
2718,600705.SH,中航资本,多元金融,3.0,-6.58,6.04,5421700.7627
2977,601108.SH,财通证券,证券,3.0,-6.58,11.26,2709935.9194
1703,300316.SZ,晶盛机电,专用机械,3.0,-6.56,15.68,1878911.4053
820,002359.SZ,北讯集团,通信设备,2.0,-6.54,10.74,760464.1878
2535,600498.SH,烽火通信,通信设备,2.0,-6.54,33.64,3708388.1275
2086,300709.SZ,精研科技,元器件,2.0,-6.52,32.6,184455.2336
1293,002845.SZ,同兴达,元器件,4.0,-6.49,21.07,155515.5461
845,002384.SZ,东山精密,通信设备,2.0,-6.49,17.63,2050394.0822
2648,600624.SH,复旦复华,综合类,2.0,-6.48,7.46,510795.1595
3406,603618.SH,杭电股份,电气设备,2.0,-6.46,6.8,467083.1539
3354,603507.SH,振江股份,钢加工,2.0,-6.45,27.15,218223.7179
920,002459.SZ,天业通联,工程机械,2.0,-6.44,12.77,494179.7875
1449,300061.SZ,康旗股份,医疗保健,2.0,-6.44,8.95,245554.2451
2763,600751.SH,海航科技,水运,2.0,-6.42,4.06,1044714.7551
1296,002848.SZ,高斯贝尔,通信设备,2.0,-6.41,17.59,154171.6887
239,000686.SZ,东北证券,证券,3.0,-6.4,9.01,2108748.0764
69,000166.SZ,申万宏源,证券,3.0,-6.38,5.64,12709409.6116
14,000018.SZ,神州长城,装修装饰,2.0,-6.34,2.91,289715.1515
2066,300688.SZ,创业黑马,综合类,2.0,-6.32,45.36,165739.3844
3556,603928.SH,兴业股份,化工原料,2.0,-6.32,14.9,93529.535
828,002367.SZ,康力电梯,运输设备,2.0,-6.3,8.92,467626.5694
2294,600192.SH,长城电工,电气设备,3.0,-6.3,6.71,296412.908
1798,300413.SZ,芒果超媒,影视音像,3.0,-6.27,41.2,847395.7002
2148,600020.SH,中原高速,路桥,2.0,-6.26,5.21,1170880.7245
2221,600109.SH,国金证券,证券,3.0,-6.26,10.09,3051578.5438
489,002027.SZ,分众传媒,影视音像,2.0,-6.23,6.99,10259838.3157
2352,600259.SH,广晟有色,小金属,2.0,-6.23,26.75,701178.0781
3211,603121.SH,华培动力,汽车配件,2.0,-6.22,31.97,143865.0
1008,002548.SZ,金新农,饲料,2.0,-6.22,9.65,301622.827
127,000534.SZ,万泽股份,区域地产,2.0,-6.21,10.19,500701.3365
924,002463.SZ,沪电股份,元器件,3.0,-6.21,11.35,1899655.2125
2375,600287.SH,江苏舜天,商贸代理,2.0,-6.19,6.09,266008.8091
1193,002736.SZ,国信证券,证券,3.0,-6.16,12.0,9840000.0
3339,603421.SH,鼎信通讯,通信设备,3.0,-6.15,24.39,135353.1855
2668,600649.SH,城投控股,区域地产,2.0,-6.15,7.11,1721183.2698
2855,600856.SH,中天能源,供气供热,2.0,-6.14,4.41,592449.1271
1369,002927.SZ,泰永长征,电气设备,4.0,-6.14,37.81,194252.656
2476,600406.SH,国电南瑞,软件服务,2.0,-6.14,19.12,4881728.5986
696,002234.SZ,民和股份,农业综合,3.0,-6.12,27.65,528541.5261
679,002217.SZ,合力泰,元器件,3.0,-6.1,7.85,2010636.3005
1861,300476.SZ,胜宏科技,元器件,2.0,-6.09,13.92,1057396.6233
1074,002614.SZ,奥佳华,医疗保健,3.0,-6.08,17.77,592166.9149
2683,600666.SH,奥瑞德,元器件,2.0,-6.08,3.92,315032.9685
2031,300653.SZ,正海生物,医疗保健,2.0,-6.07,56.34,243839.52
878,002417.SZ,深南股份,多元金融,3.0,-6.07,9.19,217359.6321
1022,002562.SZ,兄弟科技,化学制药,3.0,-6.05,5.09,261978.3573
1174,002716.SZ,金贵银业,小金属,3.0,-6.05,8.15,442019.664
3032,601375.SH,中原证券,证券,3.0,-6.04,5.93,1069026.4081
2573,600540.SH,新赛股份,种植业,2.0,-6.04,4.6,216624.724
514,002052.SZ,同洲电子,通信设备,2.0,-6.02,5.23,390133.5314
2177,600061.SH,国投资本,证券,2.0,-6.0,13.53,5647194.5959
700,002238.SZ,天威视讯,影视音像,3.0,-6.0,9.24,570434.3568
2901,600909.SH,华安证券,证券,3.0,-6.0,6.7,1810340.0
1201,002745.SZ,木林森,半导体,2.0,-6.0,15.5,805799.7183
1884,300499.SZ,高澜股份,专用机械,3.0,-5.98,15.51,125256.0085
1984,300604.SZ,长川科技,专用机械,2.0,-5.97,37.84,252347.5623
2014,300635.SZ,达安股份,建筑施工,4.0,-5.97,17.2,75198.228
3453,603709.SH,中源家居,家居用品,1.0,-5.94,28.99,57980.0
2548,600512.SH,腾达建设,建筑施工,2.0,-5.94,2.81,432009.2356
1492,300104.SZ,乐视网,互联网,2.0,-5.94,3.05,937333.7525
1765,300380.SZ,安硕信息,软件服务,3.0,-5.89,23.36,288080.7153
1916,300532.SZ,今天国际,软件服务,1.0,-5.89,14.39,172140.3923
876,002415.SZ,海康威视,电器仪表,3.0,-5.88,35.78,28891292.6795
1322,002876.SZ,三利谱,元器件,4.0,-5.87,47.65,260596.5158
2505,600459.SH,贵研铂业,小金属,5.0,-5.86,15.68,531977.0299
1993,300613.SZ,富瀚微,半导体,2.0,-5.86,118.89,153897.1605
1754,300368.SZ,汇金股份,专用机械,2.0,-5.85,8.93,415172.9269
1878,300493.SZ,润欣科技,通信设备,2.0,-5.84,11.4,342000.0
742,002281.SZ,光迅科技,通信设备,2.0,-5.84,33.12,2081796.5226
1850,300465.SZ,高伟达,软件服务,3.0,-5.84,8.66,369511.808
1518,300130.SZ,新国都,电脑设备,3.0,-5.84,17.29,579177.3631
1758,300373.SZ,扬杰科技,半导体,2.0,-5.83,20.25,593441.3889
593,002131.SZ,利欧股份,互联网,2.0,-5.82,1.88,749535.2313
619,002157.SZ,正邦科技,饲料,2.0,-5.82,14.04,3044436.2536
1706,300319.SZ,麦捷科技,元器件,4.0,-5.81,8.53,544534.7365
3052,601601.SH,中国太保,保险,3.0,-5.81,34.62,21764555.4
2313,600215.SH,长春经开,园区开发,2.0,-5.81,8.05,374351.4684
2413,600330.SH,天通股份,元器件,2.0,-5.81,8.16,813197.6357
2645,600621.SH,华鑫股份,证券,3.0,-5.79,12.79,684584.7833
3338,603416.SH,信捷电气,电气设备,0.0,-5.78,29.3,102960.2
560,002098.SZ,浔兴股份,服饰,3.0,-5.77,10.36,370888.0
966,002505.SZ,大康农业,农业综合,2.0,-5.74,2.07,1135472.0454
961,002500.SZ,山西证券,证券,3.0,-5.73,8.53,2412902.5555
1368,002926.SZ,华西证券,证券,3.0,-5.72,11.26,2002194.0096
1103,002643.SZ,万润股份,化工原料,2.0,-5.69,11.67,1041114.613
831,002370.SZ,亚太药业,化学制药,2.0,-5.67,12.23,498048.9566
1735,300348.SZ,长亮科技,软件服务,3.0,-5.67,26.9,594106.9306
1695,300308.SZ,中际旭创,电气设备,3.0,-5.67,56.9,1240975.253
2991,601162.SH,天风证券,证券,2.0,-5.67,10.27,531986.0
2410,600327.SH,大东方,百货,3.0,-5.66,5.01,369395.4488
626,002164.SZ,宁波东力,电气设备,3.0,-5.65,3.85,169378.2117
3321,603366.SH,日出东方,家用电器,2.0,-5.65,5.05,404000.0
1197,002740.SZ,爱迪尔,服饰,2.0,-5.64,6.73,110312.7006
2880,600882.SH,广泽股份,乳制品,2.0,-5.64,8.14,328637.8846
1618,300231.SZ,银信科技,软件服务,2.0,-5.61,8.35,282243.77
2402,600318.SH,新力金融,多元金融,3.0,-5.61,9.57,463188.0
1623,300236.SZ,上海新阳,半导体,2.0,-5.6,32.59,619922.3001
1906,300521.SZ,爱司凯,专用机械,3.0,-5.59,11.6,85773.9647
1380,002939.SZ,长城证券,证券,2.0,-5.59,14.41,447200.7124
886,002425.SZ,凯撒文化,互联网,2.0,-5.57,6.99,562262.7629
900,002439.SZ,启明星辰,软件服务,4.0,-5.55,27.67,1726377.0025
3410,603629.SH,利通电子,元器件,3.0,-5.55,41.8,104500.0
3101,601886.SH,江河集团,装修装饰,3.0,-5.54,8.37,965939.85
125,000532.SZ,华金资本,元器件,2.0,-5.54,12.39,425575.9896
2439,600363.SH,联创光电,元器件,2.0,-5.54,10.13,449241.9478
958,002497.SZ,雅化集团,化工原料,2.0,-5.54,8.2,668175.9939
498,002036.SZ,联创电子,元器件,2.0,-5.52,12.78,702950.7558
3263,603233.SH,大参林,医药商业,2.0,-5.5,44.26,283933.1094
1379,002938.SZ,鹏鼎控股,元器件,4.0,-5.49,24.74,571847.9849
3090,601858.SH,中国科传,出版业,2.0,-5.49,10.68,203454.0
2440,600365.SH,通葡股份,红黄药酒,3.0,-5.48,4.53,181200.0
2516,600476.SH,湘邮科技,软件服务,2.0,-5.48,15.3,246437.1
2379,600291.SH,西水股份,保险,3.0,-5.47,15.65,1710645.7516
3401,603611.SH,诺力股份,运输设备,0.0,-5.45,17.43,394491.2727
575,002113.SZ,天润数娱,互联网,2.0,-5.45,4.11,338999.8248
1872,300487.SZ,蓝晓科技,化工原料,0.0,-5.44,34.83,377481.4482
618,002156.SZ,通富微电,半导体,2.0,-5.43,9.63,1110824.6476
2293,600191.SH,华资实业,食品,2.0,-5.41,5.46,264772.872
2292,600190.SH,锦州港,港口,2.0,-5.38,3.4,605024.7402
701,002239.SZ,奥特佳,汽车配件,2.0,-5.38,2.79,844182.6198
896,002435.SZ,长江润发,化学制药,3.0,-5.35,6.98,210802.3853
2614,600588.SH,用友网络,软件服务,2.0,-5.35,33.22,6317526.9121
956,002495.SZ,佳隆股份,食品,2.0,-5.35,3.71,253041.4601
3085,601811.SH,新华文轩,出版业,2.0,-5.32,13.4,266786.4625
448,000987.SZ,越秀金控,多元金融,3.0,-5.32,10.87,585190.3523
1517,300129.SZ,泰胜风能,电气设备,2.0,-5.31,4.16,222789.1744
684,002222.SZ,福晶科技,元器件,2.0,-5.3,13.03,551071.2737
2139,600009.SH,上海机场,机场,4.0,-5.29,57.86,6326854.433
3057,601615.SH,明阳智能,机械基件,2.0,-5.29,12.42,342667.8
2834,600830.SH,香溢融通,多元金融,3.0,-5.28,6.48,294401.1401
3100,601882.SH,海天精工,机床制造,2.0,-5.28,8.91,112212.54
3226,603160.SH,汇顶科技,元器件,3.0,-5.28,93.95,2175840.5023
3013,601231.SH,环旭电子,元器件,4.0,-5.27,13.13,2856987.6605
1482,300094.SZ,国联水产,渔业,2.0,-5.27,6.76,505857.4018
643,002181.SZ,粤传媒,出版业,2.0,-5.26,6.12,694272.7371
238,000685.SZ,中山公用,水务,3.0,-5.25,8.69,1089056.7901
2598,600571.SH,信雅达,软件服务,2.0,-5.25,11.13,479826.6632
1049,002589.SZ,瑞康医药,医药商业,2.0,-5.25,7.72,837358.5236
1712,300325.SZ,德威新材,塑料,2.0,-5.24,4.27,339366.4766
664,002202.SZ,金风科技,电气设备,3.0,-5.24,15.36,4384983.5873
3505,603826.SH,坤彩科技,染料涂料,3.0,-5.23,16.77,317720.3482
1684,300297.SZ,蓝盾股份,软件服务,2.0,-5.22,7.09,551266.5785
3379,603579.SH,荣泰健康,医疗保健,2.0,-5.22,34.57,177758.94
1835,300450.SZ,先导智能,专用机械,3.0,-5.21,35.97,1746170.6102
2597,600570.SH,恒生电子,软件服务,3.0,-5.2,87.62,5413208.9872
1628,300241.SZ,瑞丰光电,半导体,2.0,-5.18,5.7,240979.1457
2720,600707.SH,彩虹股份,元器件,4.0,-5.16,6.94,893848.7302
1550,300162.SZ,雷曼股份,元器件,2.0,-5.16,6.46,143334.1454
714,002252.SZ,上海莱士,生物制药,5.0,-5.16,9.59,4768712.9459
416,000948.SZ,南天信息,软件服务,3.0,-5.15,13.9,342639.341
