,ts_code,name,industry,COL_LASTPRICE,COL_LAST_PCT_CHG,concept,circ_mv
16,300431.SZ,暴风集团,互联网,7.8,2.4967,"家电, 创业板人气股, 直播/短视频, 大数据, 云计算, 人工智能, 区块链, 足球, VR&AR, 黑色家电, 手势识别, 体育产业, ",18.97亿
17,300386.SZ,飞天诚信,软件服务,11.8,2.4306,"谷歌概念股, 网络安全, 区块链, 国产软件, 国产操作系统, 虹膜识别, ",25.17亿
18,300051.SZ,三五互联,互联网,6.79,2.4133,"数字中国, 云计算, 区块链, 国产软件, 腾讯概念股, 游戏, 手游, 动漫, ",17.25亿
19,300383.SZ,光环新网,电信运营,16.45,2.2374,"数字中国, 云计算, 区块链, 工业互联网, ",233.95亿
20,603888.SH,新华网,互联网,21.94,2.0465,"阿里巴巴概念股, 教育, 雄安-公共服务, 雄安新区, 大数据, 区块链, 知识产权, ",38.72亿
21,002453.SZ,华软科技,化工原料,6.2,1.473,"供应链金融, 保健品, 食品, 互联网金融, 移动支付, 区块链, 苹果产业链, ",34.39亿
22,300468.SZ,四方精创,软件服务,16.62,1.4033,"区块链, 国产软件, 国资入股, ",30.96亿
23,002517.SZ,恺英网络,互联网,3.65,1.3889,"回购, 直播/短视频, 区块链, 电竞, VR&AR, 游戏, 手游, 动漫, ",77.36亿
24,002369.SZ,卓翼科技,通信设备,8.17,1.2392,"华为产业链, 回购, 业绩预增, 物联网, 工业自动化, 小米概念股, 智能制造, 区块链, 苹果产业链, 资产重组, LED, 科创板概念股, 创投, ",32.67亿
25,002104.SZ,恒宝股份,元器件,6.54,1.0819,"回购, 物联网, 互联网金融, 移动支付, 区块链, 国产操作系统, ",39.44亿
26,300339.SZ,润和软件,软件服务,11.47,1.0573,"阿里巴巴概念股, 云计算, 人工智能, 区块链, 国产软件, 国资入股, 独角兽, 蚂蚁金服概念股, 无人银行, ",85.23亿
27,600446.SH,金证股份,软件服务,20.5,0.9852,"阿里巴巴概念股, 互联网金融, 人工智能, 区块链, 国产软件, 腾讯概念股, 独角兽, ",174.91亿
28,300007.SZ,汉威科技,电器仪表,12.62,0.96,"阿里巴巴概念股, 华为产业链, 物联网, 智能仪表, 云计算, 区块链, 工业互联网, 智慧城市, 独角兽, ",28.64亿
29,002010.SZ,传化智联,仓储物流,7.43,0.9511,"MSCI, 新能源整车, 供应链金融, 染料, 智慧物流, 智能制造, 互联网金融, 新能源汽车, 快递物流, 移动支付, 区块链, 工业互联网, ",236.47亿
30,600570.SH,恒生电子,软件服务,83.15,0.9347,"MSCI, 阿里巴巴概念股, 金改, 社保重仓, 互联网金融, 大数据, 人工智能, 互联网医疗, 区块链, 国产软件, 医疗信息化, 独角兽, 蚂蚁金服概念股, ",513.71亿
31,300018.SZ,中元股份,电气设备,5.48,0.9208,"特高压, 北斗导航, 智能制造, 医疗器械, 药品信息化追溯, 互联网医疗, 区块链, 股权转让, 医疗信息化, 国资入股, 机器人, ",20.23亿
32,603000.SH,人民网,互联网,19.58,0.8239,"业绩预增, 直播/短视频, 进口博览会, 区块链, 彩票, 腾讯概念股, 知识产权, 强势人气股, ",216.49亿
33,603636.SH,南威软件,软件服务,10.63,0.6629,"业绩预增, 网络安全, 数字中国, 大数据, 云计算, 区块链, 智慧城市, 国产软件, 股权转让, 共享经济, 智慧安防, 独角兽, 蚂蚁金服概念股, ",55.77亿
34,002869.SZ,金溢科技,通信设备,26.07,0.6175,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, ",11.73亿
35,300478.SZ,杭州高新,橡胶,13.93,0.5776,"高质押率, 新能源汽车, 区块链, 充电桩, 游戏, ",17.51亿
36,300166.SZ,东方国信,软件服务,12.32,0.5714,"业绩预增, 数字中国, 大数据, 人工智能, 区块链, 工业互联网, 智慧城市, 国产软件, ",99.87亿
37,300469.SZ,信息发展,软件服务,21.29,0.5668,"阿里巴巴概念股, 新零售, 数字中国, 药品信息化追溯, 高送转, 区块链, 国产软件, 腾讯概念股, 国产芯片, ",20.67亿
38,300202.SZ,聚龙股份,专用机械,7.26,0.554,"国家队重仓, 社保重仓, 物联网, 高质押率, 智能制造, 互联网金融, 区块链, 无人商店, 机器视觉, 资产重组, 人脸识别, ",29.87亿
39,002649.SZ,博彦科技,软件服务,8.83,0.4551,"大数据, 人工智能, 区块链, 知识产权, ",37.69亿
40,002117.SZ,东港股份,广告包装,18.04,0.3895,"移动支付, 高送转, 区块链, 无人商店, 彩票, 电子发票, 包装印刷, 独角兽, 蚂蚁金服概念股, ",65.6亿
41,002012.SZ,凯恩股份,造纸,5.23,0.3839,"造纸, 区块链, 资产重组, 壳公司, ",24.43亿
42,002657.SZ,中科金财,软件服务,17.71,0.3399,"业绩预增, 债转股-AMC, 互联网金融, 移动支付, 大数据, 区块链, 国产软件, 期货概念, ",50.03亿
43,002123.SZ,梦网集团,互联网,10.46,0.2876,"物联网, 直播/短视频, 云计算, 区块链, 国资入股, 独角兽, ",65.16亿
44,002670.SZ,国盛金控,证券,10.91,0.2757,"券商, 互联网金融, 区块链, ",68.52亿
45,300663.SZ,科蓝软件,软件服务,39.03,0.2569,"互联网金融, 移动支付, 举牌股, 高送转, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, ",48.06亿
46,300608.SZ,思特奇,软件服务,22.11,0.2267,"大数据, 云计算, 高送转, 人工智能, 区块链, 国产软件, ",15.31亿
47,002118.SZ,紫鑫药业,中成药,10.42,0.0961,"保健品, 食品, 高质押率, 医药, 中药, 基因测序, 区块链, 股权转让, 国资入股, 工业大麻, ",133.43亿
48,300541.SZ,先进数通,软件服务,15.43,0.0649,"大数据, 云计算, 区块链, 国产软件, 无人银行, ",11.68亿
49,600208.SH,新湖中宝,全国地产,3.34,0.0,"MSCI, 破净股, 环杭州湾大湾区, 房地产, 区块链, 期货概念, 独角兽, 科创板概念股, ",287.18亿
50,600797.SH,浙大网新,软件服务,9.36,-0.1067,"阿里巴巴概念股, 社保重仓, 回购, 物联网, 智慧物流, 谷歌概念股, 定增破发, 网络安全, 智能制造, 移动支付, 大数据, 云计算, 人工智能, 互联网医疗, 区块链, 智慧城市, 国产软件, 高校系, 国产操作系统, 独角兽, 蚂蚁金服概念股, 人脸识别, ",95.03亿
51,000606.SZ,顺利办,互联网,6.51,-0.1534,"业绩预增, 大数据, 区块链, 创投, ",33.79亿
52,002139.SZ,拓邦股份,元器件,5.74,-0.1739,"阿里巴巴概念股, 回购, 物联网, 锂电池, 智能制造, 新能源汽车, 区块链, 智慧安防, 机器人, ",45.96亿
53,002024.SZ,苏宁易购,电器连锁,11.23,-0.1778,"MSCI, 阿里巴巴概念股, 大消费, 金改, 混改, 回购, 新零售, 业绩预增, 参股券商, 供应链金融, 物联网, 无人驾驶, 恒大概念股, 智慧物流, 万达系, 智能制造, 直播/短视频, 互联网金融, 快递物流, 移动支付, 进口博览会, 区块链, 足球, 无人商店, 电竞, 独角兽, ",655.4亿
54,000607.SZ,华媒控股,广告包装,5.06,-0.1972,"阿里巴巴概念股, 教育, 浙江国企改革, 房地产, 区块链, 知识产权, ",44.77亿
55,300089.SZ,文化长城,陶瓷,4.77,-0.2092,"教育, 定增破发, 区块链, ",13.19亿
56,300002.SZ,神州泰岳,软件服务,4.17,-0.2392,"教育, 核电, 物联网, 网络安全, 大数据, 云计算, 人工智能, 区块链, 工业互联网, 智慧安防, 游戏, 手游, ",58.76亿
57,300248.SZ,新开普,软件服务,7.64,-0.2611,"教育, 区块链, 无人商店, 智慧安防, 独角兽, 蚂蚁金服概念股, 人脸识别, ",24.19亿
58,000889.SZ,中嘉博创,通信设备,10.79,-0.2773,"回购, 定增破发, 高质押率, 区块链, 资产重组, ",67.08亿
59,601318.SH,中国平安,保险,78.3,-0.445,"AH溢价股, 保险, 白马股, MSCI, 中字头, 回购, 信托, 互联网金融, 区块链, 智慧城市, 独角兽, ",8481.98亿
60,300268.SZ,佳沃股份,农业综合,15.03,-0.4636,"海底捞概念股, 食品, 区块链, 独角兽, ",14.79亿
61,002797.SZ,第一创业,证券,6.37,-0.4688,"MSCI, 券商, 区块链, ",223.1亿
62,600718.SH,东软集团,软件服务,12.46,-0.4792,"阿里巴巴概念股, 回购, 汽车零部件, 物联网, 无人驾驶, 网络安全, 医疗器械, 大数据, 云计算, 互联网医疗, 区块链, 工业互联网, 智慧城市, 国产软件, 高校系, 共享经济, 医疗信息化, ",154.8亿
63,300170.SZ,汉得信息,软件服务,14.49,-0.4808,"社保重仓, 供应链金融, 百度概念股, 工业自动化, 智能制造, 大数据, 云计算, 区块链, 工业互联网, 国产软件, 股权转让, 滴滴出行概念股, 独角兽, ",101.44亿
64,002095.SZ,生意宝,互联网,25.55,-0.5837,"供应链金融, 互联网金融, 区块链, ",64.29亿
65,300271.SZ,华宇软件,软件服务,19.06,-0.6257,"阿里巴巴概念股, 教育, 数字中国, 大数据, 云计算, 人工智能, 区块链, 国产软件, 腾讯概念股, ",108.58亿
66,600986.SH,科达股份,互联网,4.55,-0.655,"破净股, 小米概念股, 区块链, 共享经济, 独角兽, 手游, ",58.48亿
67,300219.SZ,鸿利智汇,元器件,7.48,-0.664,"汽车零部件, 物联网, 无人驾驶, 定增破发, 举牌股, 区块链, LED, 虹膜识别, 创投, ",43.04亿
68,601800.SH,中国交建,建筑施工,11.32,-0.7018,"安邦系, 高股息, MSCI, 中字头, 一带一路, 央企改革, 参股券商, 大基建, 区块链, 高铁轨交, ",1329.79亿
69,300168.SZ,万达信息,软件服务,13.67,-0.7262,"新进指数成份股, 教育, 回购, 数字中国, 创业板人气股, 大数据, 云计算, 互联网医疗, 区块链, 智慧城市, 国产软件, 股权转让, 医疗信息化, 智慧安防, ",149.24亿
70,300377.SZ,赢时胜,软件服务,12.06,-0.8224,"互联网金融, 人工智能, 区块链, 国产软件, ",63.83亿
71,002279.SZ,久其软件,软件服务,7.19,-0.8276,"回购, 供应链金融, 雄安-智慧城市, 数字中国, 雄安新区, 互联网金融, 大数据, 云计算, 区块链, 国产软件, 股权转让, ",43.42亿
72,300020.SZ,银江股份,软件服务,8.2,-0.8464,"阿里巴巴概念股, 教育, 华为产业链, 物联网, 无人驾驶, 雄安-智慧城市, 智慧停车, 数字中国, 智能制造, 雄安新区, 云计算, 人工智能, 互联网医疗, 区块链, 智慧城市, VR&AR, 医疗信息化, 智慧安防, 机器人, 人脸识别, 创投, ",50.57亿
73,300072.SZ,三聚环保,环境保护,8.31,-0.9535,"MSCI, 石墨电极, 石油化工, 化肥, 大气治理, PPP, 环保, 油品升级, 区块链, 国资入股, ",177.0亿
74,300130.SZ,新国都,电脑设备,17.48,-1.0193,"业绩预增, 物联网, 网络安全, 互联网金融, 移动支付, 大数据, 区块链, 腾讯概念股, ",58.55亿
75,300579.SZ,数字认证,软件服务,37.61,-1.0263,"雄安-智慧城市, 网络安全, 雄安新区, 高送转, 区块链, 国产软件, 彩票, 知识产权, ",16.57亿
76,002537.SZ,海联金汇,汽车整车,9.53,-1.0384,"回购, 互联网金融, 移动支付, 区块链, ",113.88亿
77,300052.SZ,中青宝,互联网,10.05,-1.0827,"创业板人气股, 云计算, 区块链, 彩票, 游戏, 手游, ",26.13亿
78,300096.SZ,易联众,软件服务,9.89,-1.1,"数字中国, 大数据, 药品信息化追溯, 举牌股, 互联网医疗, 区块链, 国产软件, 腾讯概念股, 医疗信息化, 独角兽, 蚂蚁金服概念股, ",37.24亿
79,600271.SH,航天信息,电脑设备,23.5,-1.1775,"MSCI, 央企改革, 军工研究所, 军工, 物联网, 谷歌概念股, 网络安全, 数字中国, 移动支付, 大数据, 区块链, 半导体, 无人商店, 智慧城市, 腾讯概念股, 电子发票, 人脸识别, ",435.41亿
80,000040.SZ,东旭蓝天,新型电力,7.33,-1.2129,"雄安-地产, 业绩预增, 破净股, 粤港澳大湾区, 光伏, 定增破发, 房地产, 环保, 智能制造, 雄安新区, 污水处理, 区块链, 机器人, ",77.72亿
81,300379.SZ,东方通,软件服务,21.15,-1.2144,"5G, 华为产业链, 回购, 网络安全, 大数据, 人工智能, 区块链, 国产软件, ",42.19亿
82,002235.SZ,安妮股份,互联网,9.31,-1.2725,"教育, 大数据, 造纸, 区块链, 彩票, 体育产业, 知识产权, 动漫, ",46.58亿
83,600839.SH,四川长虹,家用电器,3.08,-1.2821,"军工, 军民融合, 物联网, 工业自动化, 家电, 智能制造, 人工智能, 区块链, 工业互联网, 黑色家电, ",142.12亿
84,002195.SZ,二三四五,软件服务,5.29,-1.306,"MSCI, 业绩预增, 百度概念股, 网络安全, 互联网金融, 区块链, 国产软件, ",227.06亿
85,300352.SZ,北信源,软件服务,5.02,-1.3752,"网络安全, 人工智能, 区块链, 智慧城市, 国产软件, 国产操作系统, ",54.9亿
86,300418.SZ,昆仑万维,互联网,16.16,-1.4634,"教育, 回购, 无人驾驶, 直播/短视频, 互联网金融, 人工智能, 区块链, 电竞, VR&AR, 独角兽, 游戏, 手游, 动漫, ",100.75亿
87,002509.SZ,天广中茂,专用机械,2.46,-1.6,"园林, 特色小镇, PPP, 低价股, 区块链, ",52.08亿
88,000711.SZ,京蓝科技,软件服务,5.53,-1.6014,"阿里巴巴概念股, 固废处理, 回购, 园林, 物联网, 雄安-园林环保, 海绵城市, PPP, 环保, 雄安新区, 大数据, 区块链, 智慧城市, ",22.47亿
89,300350.SZ,华鹏飞,仓储物流,6.4,-1.6897,"物联网, 智慧物流, 智能制造, 快递物流, 区块链, 股权转让, 国资入股, ",20.02亿
90,002268.SZ,卫士通,软件服务,25.23,-1.7906,"MSCI, 央企改革, 军工研究所, 社保重仓, 军工, 网络安全, 数字中国, 互联网金融, 移动支付, 云计算, 区块链, 国产操作系统, ",204.34亿
91,002152.SZ,广电运通,电脑设备,6.48,-1.8182,"MSCI, 回购, 移动支付, 大数据, 人工智能, 区块链, 腾讯概念股, 高铁轨交, 智慧安防, 虹膜识别, 人脸识别, 无人银行, ",155.09亿
92,000021.SZ,深科技,电脑设备,7.99,-1.8428,"央企改革, 华为产业链, 军工研究所, 军工, 物联网, 工业自动化, 智能制造, 区块链, 半导体, 3D感应, LED, ",117.4亿
93,601619.SH,嘉泽新能,新型电力,4.47,-1.9737,"业绩预增, 风电, 光伏, 区块链, 资产重组, 宁夏, ",22.52亿
94,002610.SZ,爱康科技,电气设备,1.93,-2.0305,"业绩预增, 光伏, 互联网金融, 新能源汽车, 低价股, 区块链, 充电桩, ",84.58亿
95,002063.SZ,远光软件,软件服务,8.92,-2.0856,"国家队重仓, 工业自动化, 智能制造, 大数据, 云计算, 人工智能, 区块链, 国产软件, 国资入股, 创投, ",67.95亿
96,000066.SZ,中国长城,电脑设备,9.0,-2.1739,"MSCI, 海工装备, 央企改革, 军工研究所, 航母, 军工, 军民融合, 百度概念股, 网络安全, 数字中国, 大数据, 云计算, 人工智能, 互联网医疗, 区块链, 国产操作系统, ",224.16亿
97,002530.SZ,金财互联,专用机械,10.6,-2.214,"互联网金融, 云计算, 区块链, 电子发票, ",39.61亿
98,000961.SZ,中南建设,建筑施工,8.27,-2.2459,"MSCI, 业绩预增, 房地产, 区块链, ",305.98亿
99,600633.SH,浙数文化,互联网,10.0,-2.2483,"阿里巴巴概念股, 回购, 浙江国企改革, 直播/短视频, 大数据, 云计算, 区块链, 电竞, 独角兽, 游戏, 手游, 体育产业, ",129.03亿
100,300562.SZ,乐心医疗,医疗保健,11.32,-2.3296,"医疗器械, 区块链, ",9.63亿
101,300682.SZ,朗新科技,软件服务,17.55,-2.3372,"云计算, 区块链, 工业互联网, 国产软件, 资产重组, 独角兽, 蚂蚁金服概念股, ",28.82亿
102,002400.SZ,省广集团,广告包装,3.3,-2.3669,"谷歌概念股, 大数据, 区块链, ",55.27亿
103,601360.SH,三六零,互联网,21.39,-2.3733,"MSCI, 北汽新能源, 空铁WiFi, 高质押率, 网络安全, 互联网金融, 大数据, 人工智能, 区块链, 工业互联网, 智慧城市, 国产软件, 智能音箱, 国产操作系统, ",84.96亿
104,002642.SZ,*ST荣联,软件服务,4.89,-2.3952,"空铁WiFi, 物联网, 无人驾驶, 智慧物流, 定增破发, 智能制造, 基因测序, 大数据, 云计算, 区块链, 智慧城市, 复牌股, 独角兽, ST股, ",25.22亿
105,600588.SH,用友网络,软件服务,23.6,-2.5599,"MSCI, 阿里巴巴概念股, 金改, 混改, 海底捞概念股, 回购, 数字中国, 互联网金融, 移动支付, 大数据, 云计算, 区块链, 工业互联网, 智慧城市, 国产软件, 滴滴出行概念股, 独角兽, ",582.09亿
106,300297.SZ,蓝盾股份,软件服务,6.39,-2.5915,"教育, 工业自动化, 网络安全, 量子通信, 数字中国, 智能制造, 大数据, 云计算, 区块链, 国产软件, 智慧安防, ",54.43亿
107,002131.SZ,利欧股份,互联网,2.18,-2.6786,"农机, 大数据, 低价股, 区块链, 资产重组, 独角兽, ",104.55亿
108,300676.SZ,华大基因,医疗保健,62.93,-2.7207,"MSCI, 健康中国, 基因测序, 医疗器械, 大数据, 区块链, 精准医疗, ",154.3亿
109,002065.SZ,东华软件,软件服务,7.27,-2.8075,"MSCI, 阿里巴巴概念股, 兜底式增持, 雄安-智慧城市, 海南自由贸易港, 雄安新区, 大数据, 云计算, 自贸区, 人工智能, 互联网医疗, 区块链, 智慧城市, 国产软件, 自由贸易港, 京东金融概念股, 腾讯概念股, 医疗信息化, 独角兽, ",204.11亿
110,300287.SZ,飞利信,软件服务,4.25,-3.6281,"教育, 物联网, 雄安-智慧城市, 雄安新区, 京津冀, 大数据, 药品信息化追溯, 云计算, 人工智能, 区块链, 智慧城市, 国产芯片, 国资入股, 智慧安防, ",47.79亿
111,600598.SH,北大荒,种植业,10.38,-3.7998,"高股息, MSCI, 振兴东北, 乡村振兴, 农垦, 土地流转, 区块链, 农业种植, 人造肉, ",184.52亿
112,000971.SZ,*ST高升,互联网,2.72,-3.8869,"定增破发, 大数据, 云计算, 区块链, 复牌股, ST股, 强势人气股, ",16.09亿
113,600209.SH,ST罗顿,综合类,3.68,-4.9096,"土地流转, 海南自由贸易港, 快递物流, 自贸区, 区块链, 自由贸易港, 复牌股, ST股, 装修装饰, 海南, ",16.16亿
114,600652.SH,*ST游久,互联网,2.44,-5.0584,"信托, 区块链, 电竞, 复牌股, ST股, 游戏, 手游, ",20.32亿
115,002711.SZ,*ST欧浦,仓储物流,2.97,-5.1118,"供应链金融, 智慧物流, 高质押率, 智能制造, 快递物流, 区块链, 股权转让, 复牌股, ST股, ",31.28亿
