code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
000419,通程控股,-0.717,1.084,0.019,-0.777228,
601872,招商轮船,-0.536,1.075,0.017,-0.5762,
002459,天业通联,-0.639,1.052,0.008,-0.672228,
002336,人人乐,-2.206,1.039,0.021,-2.2920339999999997,
600710,苏美达,-4.316,1.037,0.027,-4.475692,
000752,西藏发展,-0.734,1.031,0.01,-0.7567539999999999,
002624,完美世界,-1.66,0.988,0.016,-1.64008,
000557,西部创业,-0.241,0.968,0.019,-0.233288,
600900,长江电力,-0.316,0.946,0.005,-0.298936,
000797,中国武夷,-0.681,0.907,0.025,-0.6176670000000001,
002529,海源机械,-4.58,0.901,0.016,-4.126580000000001,
002142,宁波银行,-1.167,0.9,0.011,-1.0503,
300399,京天利,-5.147,0.891,0.028,-4.585977000000001,
002146,荣盛发展,-1.08,0.883,0.02,-0.95364,
002193,如意集团,-1.099,0.872,0.006,-0.958328,
300339,润和软件,-4.392,0.826,0.029,-3.627792,
600495,晋西车轴,-2.794,0.811,0.013,-2.265934,
002326,永太科技,-2.861,0.81,0.022,-2.31741,
600965,福成股份,-0.2,0.794,0.006,-0.15880000000000002,
002319,乐通股份,-1.516,0.791,0.01,-1.199156,
002288,超华科技,-0.569,0.781,0.011,-0.444389,
600671,天目药业,-1.459,0.769,0.01,-1.121971,
300301,长方集团,-1.316,0.755,0.009,-0.99358,
601002,晋亿实业,-2.386,0.748,0.014,-1.784728,
300625,三雄极光,-1.924,0.667,0.02,-1.2833080000000001,
300375,鹏翎股份,-0.991,0.661,0.016,-0.655051,
600400,红豆股份,-0.004,0.657,0.006,-0.002628,
600322,天房发展,-1.812,0.639,0.023,-1.1578680000000001,
600979,广安爱众,-0.858,0.627,0.013,-0.5379659999999999,
002815,崇达技术,-1.893,0.586,0.02,-1.109298,
600675,中华企业,-2.106,0.574,0.007,-1.2088439999999998,
002495,佳隆股份,-3.102,0.567,0.018,-1.7588339999999998,
002410,广联达,-0.83,0.561,0.026,-0.46563000000000004,
600982,宁波热电,-0.793,0.55,0.007,-0.43615000000000004,
002886,沃特股份,-2.588,0.517,0.027,-1.3379960000000002,
000906,浙商中拓,-2.508,0.499,0.01,-1.251492,
600969,郴电国际,-0.593,0.497,0.011,-0.294721,
300234,开尔新材,-2.294,0.479,0.024,-1.098826,
601166,兴业银行,-0.25,0.457,0.006,-0.11425,
600276,恒瑞医药,-2.134,0.442,0.021,-0.943228,
000876,新 希 望,-1.388,0.418,0.006,-0.5801839999999999,
002093,国脉科技,-0.513,0.411,0.025,-0.210843,
600149,*ST坊展,-4.019,0.334,0.015,-1.342346,
300184,力源信息,-3.45,0.314,0.022,-1.0833000000000002,
300480,光力科技,-2.879,0.298,0.025,-0.857942,
600362,江西铜业,-0.235,0.294,0.011,-0.06909,
600336,澳柯玛,-0.916,0.252,0.01,-0.230832,
600645,中源协和,-4.323,0.228,0.02,-0.9856440000000001,
000032,深桑达Ａ,-2.822,0.226,0.022,-0.637772,
601919,中远海控,-2.315,0.196,0.015,-0.45374000000000003,
600395,盘江股份,-0.168,0.186,0.008,-0.031248,
300160,秀强股份,-0.172,0.172,0.017,-0.029583999999999996,
300498,温氏股份,-0.292,0.142,0.012,-0.041463999999999994,
000922,*ST佳电,-2.702,0.124,0.019,-0.335048,
002530,金财互联,-0.924,0.097,0.01,-0.08962800000000001,
600260,凯乐科技,-2.275,0.069,0.026,-0.156975,
300516,久之洋,-3.189,0.05,0.023,-0.15945,
300331,苏大维格,-4.829,0.022,0.024,-0.10623799999999999,
300023,宝德股份,-2.575,0.013,0.01,-0.033475,
600501,航天晨光,-3.646,0.013,0.016,-0.047397999999999996,
300233,金城医药,-0.487,0.01,0.011,-0.00487,
002296,辉煌科技,-1.48,0.009,0.025,-0.013319999999999999,
000727,华东科技,-1.318,0.005,0.014,-0.00659,
