,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,last_p_change,circ_mv
2112,300739.SZ,明阳电路,元器件,1.0,-1.017,-1.017,1.541,100485.0
2302,600203.SH,福日电子,元器件,1.0,0.412,0.412,0.616,181407.8578
2188,600075.SH,新疆天业,化工原料,1.0,-0.828,-0.828,1.253,403713.8438
2505,600461.SH,洪城水业,水务,1.0,-0.356,-0.357,0.179,332640.0
59,000099.SZ,中信海直,空运,1.0,-1.067,-1.067,2.311,402430.7589
2559,600527.SH,江南高纤,化纤,1.0,-0.905,-0.905,0.0,263486.3646
3327,603386.SH,广东骏亚,元器件,1.0,-1.708,-1.708,0.257,88299.65
3178,603066.SH,音飞储存,仓储物流,1.0,-0.285,-0.285,1.143,212897.6532
3188,603085.SH,天成自控,汽车配件,1.0,0.261,0.261,0.913,114155.3397
3189,603086.SH,先达股份,农药化肥,1.0,-1.191,-1.191,0.523,181356.8712
3198,603103.SH,横店影视,影视音像,1.0,-0.18,-0.18,0.18,117713.0
3205,603116.SH,红蜻蜓,服饰,1.0,-0.266,-0.266,0.935,435607.8048
3257,603228.SH,景旺电子,元器件,1.0,-1.0,-1.0,0.076,425793.0985
3269,603277.SH,银都股份,专用机械,1.0,0.758,0.758,0.215,145761.072
3275,603297.SH,永新光学,电器仪表,1.0,-0.736,-0.736,0.022,96348.0
3284,603309.SH,维力医疗,医疗保健,1.0,-0.296,-0.296,0.297,202800.0
3298,603330.SH,上海天洋,塑料,1.0,-0.152,-0.152,1.069,62605.6809
3334,603399.SH,吉翔股份,小金属,1.0,-0.969,-0.969,1.076,524816.3204
3159,603032.SH,德新交运,公路,1.0,0.119,0.119,1.549,200489.256
3358,603520.SH,司太立,化学制药,1.0,-1.109,-1.109,0.601,162336.15
3367,603557.SH,起步股份,服饰,1.0,0.522,0.521,0.649,169868.3074
3392,603603.SH,博天环境,环境保护,1.0,-3.998,-3.998,0.0,439836.6181
3399,603612.SH,索通发展,矿物制品,1.0,-0.937,-0.937,3.231,234309.3903
3411,603637.SH,镇海股份,建筑施工,1.0,-1.502,-1.502,1.459,66132.6389
3429,603676.SH,卫信康,化学制药,1.0,-0.886,-0.887,1.073,75326.3424
3437,603688.SH,石英股份,矿物制品,1.0,1.286,1.286,0.07,477955.9521
3460,603726.SH,朗迪集团,机械基件,1.0,-1.555,-1.555,0.527,56955.136
3485,603799.SH,华友钴业,小金属,1.0,-1.007,-1.007,0.826,2601483.0222
3511,603856.SH,东宏股份,塑料,1.0,-1.525,-1.525,1.093,101486.19
3169,603043.SH,广州酒家,食品,1.0,-0.992,-0.992,0.367,377149.2081
3141,603012.SH,创力集团,专用机械,1.0,0.248,0.248,0.0,514977.04
2571,600540.SH,新赛股份,种植业,1.0,0.985,0.985,1.463,195904.0982
2787,600780.SH,通宝能源,火力发电,1.0,-0.86,-0.86,0.289,397836.3755
2575,600547.SH,山东黄金,黄金,1.0,-0.984,-0.984,1.25,4585290.7303
2608,600584.SH,长电科技,半导体,1.0,0.376,0.376,2.526,1135362.6329
2618,600595.SH,中孚实业,铝,1.0,0.452,0.452,2.703,397071.2119
2631,600609.SH,金杯汽车,汽车配件,1.0,-1.205,-1.205,0.0,358394.8193
2681,600666.SH,奥瑞德,元器件,1.0,-0.357,-0.357,10.036,246722.2483
2721,600711.SH,盛屯矿业,小金属,1.0,-0.954,-0.954,2.697,797928.8786
2722,600712.SH,南宁百货,百货,1.0,-0.265,-0.265,0.798,203886.641
2756,600746.SH,江苏索普,化工原料,1.0,-0.808,-0.808,0.489,187975.7846
2759,600749.SH,*ST藏旅,旅游景点,1.0,-0.323,-0.323,0.108,175330.862
1963,300583.SZ,赛托生物,生物制药,1.0,-0.368,-0.368,0.246,110847.0914
2810,600807.SH,*ST天业,区域地产,1.0,-4.316,-4.317,0.251,314807.3856
3132,603002.SH,宏昌电子,化工原料,1.0,-2.538,-2.538,0.521,235546.1513
2851,600854.SH,春兰股份,家用电器,1.0,-0.252,-0.252,0.505,206744.4981
2859,600862.SH,中航高科,航空,1.0,-1.98,-1.98,1.587,980706.5713
2888,600892.SH,大晟文化,影视音像,1.0,-3.304,-3.304,1.079,303237.3824
2903,600929.SH,湖南盐业,食品,1.0,-0.712,-0.712,1.314,127200.0
2916,600969.SH,郴电国际,水力发电,1.0,-0.622,-0.622,1.252,239422.6631
2930,600985.SH,淮北矿业,煤炭开采,1.0,-0.782,-0.782,0.69,268637.5484
2939,600997.SH,开滦股份,煤炭开采,1.0,-1.258,-1.258,1.433,786465.68
2952,601011.SH,宝泰隆,焦炭加工,1.0,-1.18,-1.18,1.877,954734.4576
2960,601028.SH,玉龙股份,钢加工,1.0,-1.965,-1.965,2.005,358625.7981
3114,601958.SH,金钼股份,小金属,1.0,-0.912,-0.912,0.46,2113425.882
1969,300589.SZ,江龙船艇,船舶,1.0,0.0,0.0,0.0,68191.499
1732,300346.SZ,南大光电,元器件,1.0,-1.803,-1.803,3.857,267991.3096
1882,300498.SZ,温氏股份,农业综合,1.0,-1.08,-1.08,4.036,11691657.0823
746,002285.SZ,世联行,房产服务,1.0,-0.588,-0.588,1.775,1037167.5501
509,002047.SZ,宝鹰股份,装修装饰,1.0,-1.808,-1.808,0.0,891722.5557
517,002055.SZ,得润电子,元器件,1.0,-1.212,-1.212,1.226,527250.9076
600,002138.SZ,顺络电子,元器件,1.0,-1.074,-1.074,0.121,1160446.7878
619,002157.SZ,正邦科技,饲料,1.0,-1.084,-1.084,9.178,1723503.6788
644,002182.SZ,云海金属,小金属,1.0,-1.149,-1.149,1.017,313405.5998
646,002184.SZ,海得控制,软件服务,1.0,-0.109,-0.109,0.437,124861.9844
656,002194.SZ,*ST凡谷,通信设备,1.0,-1.08,-1.08,0.849,440731.6854
679,002217.SZ,合力泰,元器件,1.0,-0.148,-0.148,1.923,1764749.5682
690,002228.SZ,合兴包装,广告包装,1.0,-0.408,-0.408,3.074,586217.6972
699,002237.SZ,恒邦股份,黄金,1.0,-0.606,-0.606,2.561,716258.675
718,002256.SZ,兆新股份,染料涂料,1.0,-1.312,-1.311,9.967,412763.3953
834,002373.SZ,千方科技,软件服务,1.0,-0.92,-0.919,0.0,1085198.6354
477,002015.SZ,霞客环保,化纤,1.0,0.211,0.211,0.422,190735.0207
844,002383.SZ,合众思壮,通信设备,1.0,-0.413,-0.413,0.166,587229.853
858,002397.SZ,梦洁股份,纺织,1.0,-0.216,-0.216,1.085,233893.4832
860,002399.SZ,海普瑞,化学制药,1.0,-1.016,-1.016,1.68,2717652.513
888,002427.SZ,*ST尤夫,化纤,1.0,0.156,0.156,2.414,505821.3566
892,002431.SZ,棕榈股份,建筑施工,1.0,-0.489,-0.489,2.457,552588.4607
898,002437.SZ,誉衡药业,化学制药,1.0,-1.608,-1.608,0.0,663125.4075
926,002465.SZ,海格通信,通信设备,1.0,-0.59,-0.59,0.238,1747508.8491
955,002494.SZ,华斯股份,服饰,1.0,-0.189,-0.189,0.189,156065.6001
986,002526.SZ,山东矿机,工程机械,1.0,0.0,0.0,0.976,336365.2149
1012,002552.SZ,*ST宝鼎,机械基件,1.0,0.0,0.0,5.065,128695.771
1027,002567.SZ,唐人神,饲料,1.0,-0.157,-0.157,10.047,530800.1028
504,002042.SZ,华孚时尚,纺织,1.0,-1.015,-1.015,0.171,889381.0222
439,000975.SZ,银泰资源,铅锌,1.0,-0.749,-0.749,3.019,1341835.4313
1046,002586.SZ,围海股份,建筑施工,1.0,0.0,0.0,0.421,330870.054
322,000806.SZ,银河生物,生物制药,1.0,0.845,0.845,0.279,250742.9401
68,000159.SZ,国际实业,石油贸易,1.0,0.0,0.0,0.23,209098.407
90,000421.SZ,南京公用,供气供热,1.0,-0.208,-0.208,0.208,276015.8222
103,000504.SZ,南华生物,环境保护,1.0,0.792,0.792,8.962,430593.0566
108,000510.SZ,金路集团,化工原料,1.0,-0.901,-0.901,0.909,243968.7457
122,000529.SZ,广弘控股,食品,1.0,-0.201,-0.201,2.012,288931.3791
201,000629.SZ,攀钢钒钛,小金属,1.0,-1.183,-1.183,0.299,1596991.5734
210,000639.SZ,西王食品,食品,1.0,1.788,1.788,0.126,615274.0143
261,000715.SZ,中兴商业,百货,1.0,-0.47,-0.47,0.629,178281.9802
266,000720.SZ,*ST新能,火力发电,1.0,-0.513,-0.513,0.0,335022.48
292,000760.SZ,斯太尔,汽车配件,1.0,-0.344,-0.344,3.448,196333.2804
305,000785.SZ,武汉中商,百货,1.0,5.865,5.865,9.972,299052.5943
329,000815.SZ,美利云,造纸,1.0,-1.913,-1.913,0.52,244886.4
438,000973.SZ,佛塑科技,塑料,1.0,-1.966,-1.966,4.762,404373.1866
351,000851.SZ,高鸿股份,软件服务,1.0,-1.351,-1.351,0.391,439554.9832
360,000868.SZ,安凯客车,汽车整车,1.0,-1.212,-1.212,0.307,227448.6278
362,000875.SZ,吉电股份,火力发电,1.0,-0.784,-0.784,1.186,500303.1695
363,000876.SZ,新希望,饲料,1.0,-1.06,-1.06,3.214,3620093.2158
392,000912.SZ,*ST天化,农药化肥,1.0,1.035,1.035,4.918,802816.0
400,000922.SZ,佳电股份,电气设备,1.0,0.0,0.0,0.574,340197.3462
404,000927.SZ,一汽夏利,汽车整车,1.0,-0.875,-0.875,0.882,547143.6393
407,000930.SZ,中粮生化,农业综合,1.0,-0.699,-0.699,0.563,580061.5361
414,000938.SZ,紫光股份,软件服务,1.0,-0.598,-0.598,0.544,1012965.632
415,000939.SZ,*ST凯迪,新型电力,1.0,-0.99,-0.99,0.0,303780.7076
417,000949.SZ,新乡化纤,化纤,1.0,0.347,0.347,0.0,352643.5135
1043,002583.SZ,海能达,通信设备,1.0,-1.3,-1.3,0.768,963566.2877
1052,002592.SZ,八菱科技,汽车配件,1.0,2.035,2.035,1.522,475237.9617
1881,300497.SZ,富祥股份,化学制药,1.0,-0.644,-0.644,0.883,364518.6504
1682,300296.SZ,利亚德,半导体,1.0,0.695,0.695,0.276,1314134.4266
1494,300107.SZ,建新股份,化工原料,1.0,-0.924,-0.924,0.56,357506.773
1543,300156.SZ,神雾环保,环境保护,1.0,-3.293,-3.293,0.929,235306.8
1553,300166.SZ,东方国信,软件服务,1.0,-0.229,-0.229,0.0,1059546.5069
1585,300199.SZ,翰宇药业,化学制药,1.0,-0.233,-0.233,0.35,475703.7015
1600,300214.SZ,日科化学,化工原料,1.0,-0.358,-0.358,2.338,175863.0901
1603,300217.SZ,东方电热,电器仪表,1.0,-1.487,-1.487,0.0,234664.889
1623,300237.SZ,美晨生态,建筑施工,1.0,-1.442,-1.442,1.707,602856.6861
1627,300241.SZ,瑞丰光电,半导体,1.0,-0.87,-0.87,1.316,176613.0343
1634,300248.SZ,新开普,软件服务,1.0,-1.517,-1.517,0.14,226394.2424
1646,300260.SZ,新莱应材,机械基件,1.0,-0.919,-0.919,0.928,133012.1316
1678,300292.SZ,吴通控股,软件服务,1.0,-0.513,-0.513,1.289,404639.4279
1687,300301.SZ,长方集团,半导体,1.0,-0.813,-0.813,0.273,202031.2015
1470,300083.SZ,劲胜智能,元器件,1.0,-5.363,-5.363,1.0,378389.5394
1758,300374.SZ,恒通科技,其他建材,1.0,-1.708,-1.709,0.614,161951.6124
1762,300378.SZ,鼎捷软件,软件服务,1.0,-0.996,-0.996,0.183,287593.5159
1792,300408.SZ,三环集团,元器件,1.0,-2.272,-2.272,0.0,3054659.1924
1807,300423.SZ,鲁亿通,电气设备,1.0,1.162,1.162,1.675,232212.5785
1814,300430.SZ,诚益通,电器仪表,1.0,0.0,0.0,0.25,124026.9902
1815,300431.SZ,暴风集团,互联网,1.0,-0.754,-0.754,0.38,198749.0753
1820,300436.SZ,广生堂,化学制药,1.0,-2.408,-2.408,0.199,283002.8042
1821,300437.SZ,清水源,化工原料,1.0,-0.642,-0.642,0.79,186072.1244
1848,300464.SZ,星徽精密,机械基件,1.0,-1.235,-1.235,0.417,66365.295
1853,300469.SZ,信息发展,软件服务,1.0,0.0,0.0,0.054,178585.3893
1856,300472.SZ,新元科技,专用机械,1.0,-1.559,-1.559,0.482,119537.7113
1491,300104.SZ,乐视网,互联网,1.0,-0.755,-0.755,0.0,808258.2849
1436,300048.SZ,合康新能,电气设备,1.0,0.398,0.398,1.587,257764.9992
1064,002604.SZ,*ST龙力,食品,1.0,0.658,0.658,0.654,78243.6101
1197,002740.SZ,爱迪尔,服饰,1.0,-0.687,-0.687,0.173,94904.9832
1068,002608.SZ,江苏国信,火力发电,1.0,-0.671,-0.671,0.27,399902.456
1069,002609.SZ,捷顺科技,软件服务,1.0,-0.652,-0.653,0.0,223449.6345
1073,002613.SZ,北玻股份,专用机械,1.0,-0.347,-0.347,0.697,181951.6207
1075,002615.SZ,哈尔斯,家居用品,1.0,1.287,1.287,5.263,133278.2307
1081,002621.SZ,三垒股份,专用机械,1.0,0.047,0.047,0.374,580859.1462
1084,002624.SZ,完美世界,影视音像,1.0,0.224,0.224,0.522,1313643.5558
1091,002631.SZ,德尔未来,家居用品,1.0,-1.327,-1.327,2.541,443634.0878
1110,002650.SZ,加加食品,食品,1.0,-1.176,-1.177,2.679,326747.5197
1162,002702.SZ,海欣食品,食品,1.0,-0.952,-0.952,0.961,133910.7
1172,002714.SZ,牧原股份,农业综合,1.0,-1.004,-1.004,10.008,5042621.6648
1177,002719.SZ,麦趣尔,乳制品,1.0,2.434,2.435,0.183,154372.5053
1238,002785.SZ,万里石,其他建材,1.0,-0.437,-0.437,0.658,182770.8927
1357,002913.SZ,奥士康,元器件,1.0,-0.67,-0.67,0.899,161698.37
1245,002792.SZ,通宇通讯,通信设备,1.0,-0.802,-0.802,1.588,239792.1811
1252,002800.SZ,天顺股份,仓储物流,1.0,-0.979,-0.979,4.36,62898.4155
1268,002818.SZ,富森美,房产服务,1.0,-0.358,-0.357,1.211,198289.2225
1276,002826.SZ,易明医药,中成药,1.0,-1.134,-1.134,1.338,139586.4371
1277,002827.SZ,高争民爆,化工原料,1.0,-0.207,-0.207,0.069,91436.132
1318,002871.SZ,伟隆股份,机械基件,1.0,-1.095,-1.095,3.08,61903.8
1321,002875.SZ,安奈儿,服饰,1.0,-1.016,-1.016,1.567,73087.82
1338,002892.SZ,科力尔,电气设备,1.0,-0.917,-0.917,3.559,76637.76
1348,002903.SZ,宇环数控,机床制造,1.0,-0.421,-0.421,7.85,117876.0
1349,002905.SZ,金逸影视,影视音像,1.0,-0.881,-0.881,1.111,91728.0
1356,002912.SZ,中新赛克,软件服务,1.0,-1.388,-1.388,0.516,484776.1
3581,603993.SH,洛阳钼业,小金属,1.0,-0.716,-0.716,0.0,7348961.3945
