,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
13,002788.SZ,002788,鹭燕医药,医药商业,True,10.83,2.0,1.0,34.42,"平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划",5.0
14,000534.SZ,000534,万泽股份,生物制药,True,11.81,1.0,1.0,58.05,"云南国际信托有限公司-聚信5号集合资金信托计划
九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
华润深国投信托有限公司-润之信13期集合资金信托计划",3.0
15,603676.SH,603676,卫信康,化学制药,True,12.7,1.0,1.0,53.72,银河资本-郭旭-银河资本-新兴一号单一资产管理计划,1.0
16,000153.SZ,000153,丰原药业,化学制药,True,12.79,2.0,1.0,39.9,,0.0
17,300016.SZ,300016,北陆药业,中成药,True,12.8,4.0,1.0,51.87,大业信托有限责任公司-大业信托·优悦3号单一资金信托,1.0
18,300318.SZ,300318,博晖创新,医疗保健,True,13.31,0.0,5.0,96.44,中央汇金资产管理有限责任公司,1.0
19,002826.SZ,002826,易明医药,中成药,True,14.75,2.0,3.0,19.72,,0.0
20,300358.SZ,300358,楚天科技,医疗保健,True,15.07,1.0,1.0,68.93,"西藏德传投资管理有限公司-德传附子证券投资基金
湖南省资产管理有限公司
中央汇金资产管理有限责任公司
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划",5.0
21,300030.SZ,300030,阳普医疗,医疗保健,True,15.5,2.0,1.0,39.43,"华夏基金-农业银行-华夏中证金融资产管理计划
长安基金-光大银行-长安睿享2号分级资产管理计划
中央汇金资产管理有限责任公司",3.0
22,600299.SH,600299,安迪苏,化学制药,True,15.95,0.0,1.0,427.76,"香港中央结算有限公司(陆股通)
江苏聚合创意新兴产业投资基金(有限合伙)
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
蓝星集团-国泰君安-19蓝星EB担保及信托财产专户
易方达基金-工商银行-易方达基金臻选2号资产管理计划",7.0
23,603108.SH,603108,润达医疗,医药商业,True,17.44,0.0,1.0,101.07,"西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
24,002793.SZ,002793,罗欣药业,化学制药,True,18.0,0.0,1.0,44.81,,0.0
25,600812.SH,600812,华北制药,化学制药,True,18.71,0.0,1.0,305.12,"中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
广发基金-农业银行-广发中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划",12.0
26,603987.SH,603987,康德莱,医疗保健,True,20.52,2.0,2.0,89.55,"中国建设银行股份有限公司-国泰研究精选两年持有期混合型证券投资基金
全国社保基金五零二组合
中国建设银行股份有限公司-国泰大健康股票型证券投资基金
平安资管-邮储银行-如意10号资产管理产品
基本养老保险基金一六零四一组合",5.0
27,300453.SZ,300453,三鑫医疗,医疗保健,True,21.71,2.0,2.0,37.66,"中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金
中航信托股份有限公司-中航信托·天顺【2019】113号江西国资支持民营企业专项单一资金信托",2.0
28,601607.SH,601607,上海医药,医药商业,True,24.07,1.0,1.0,462.85,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金六零四组合
银华基金-农业银行-银华中证金融资产管理计划
全国社保基金四一二组合",5.0
29,300146.SZ,300146,汤臣倍健,医疗保健,True,24.88,2.0,1.0,222.1,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
前海开源再融资主题精选股票型证券投资基金
易方达创业板交易型开放式指数证券投资基金
全国社保基金四零三组合
中国建设银行股份有限公司-前海开源再融资主题精选股票型证券投资基金
全国社保基金四一四组合",7.0
30,000411.SZ,000411,英特集团,医药商业,True,26.2,0.0,3.0,54.32,"全国社保基金六零四组合
基本养老保险基金九零三组合",2.0
31,002675.SZ,002675,东诚药业,化学制药,True,28.07,0.0,1.0,185.83,"交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金六零二组合",3.0
32,300452.SZ,300452,山河药辅,化学制药,True,28.07,0.0,1.0,39.95,"中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金",2.0
33,600085.SH,600085,同仁堂,中成药,True,30.32,0.0,1.0,415.83,"全国社保基金一零三组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
34,002019.SZ,002019,亿帆医药,化学制药,True,32.91,0.0,1.0,271.41,"香港中央结算有限公司(陆股通)
金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
江苏一带一路投资基金(有限合伙)
深圳国调招商并购股权投资基金合伙企业(有限合伙)",5.0
35,300238.SZ,300238,冠昊生物,医疗保健,True,33.7,2.0,1.0,86.76,"华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划
云南国际信托有限公司-云信-弘瑞29号集合资金信托计划
广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金",4.0
36,605199.SH,605199,葫芦娃,中成药,True,41.49,0.0,5.0,16.64,,0.0
37,002287.SZ,002287,奇正藏药,中成药,True,42.29,1.0,3.0,223.25,"中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",2.0
38,603579.SH,603579,荣泰健康,医疗保健,True,44.5,0.0,2.0,62.3,香港中央结算有限公司(陆股通),1.0
39,603718.SH,603718,海利生物,生物制药,True,45.0,2.0,1.0,289.8,,0.0
40,002030.SZ,002030,达安基因,生物制药,True,46.36,2.0,2.0,397.02,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
41,300298.SZ,300298,三诺生物,医疗保健,True,48.18,9.0,1.0,212.47,"广东省铁路发展基金有限责任公司
香港中央结算有限公司(陆股通)
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金",5.0
42,300723.SZ,300723,一品红,化学制药,True,60.95,0.0,2.0,27.05,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",4.0
43,002007.SZ,002007,华兰生物,生物制药,True,70.17,2.0,1.0,1099.55,"中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
交通银行-易方达50指数证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金",5.0
44,688189.SH,688189,南新制药,化学制药,True,71.5,0.0,2.0,22.92,,0.0
45,600196.SH,600196,复星医药,化学制药,True,74.01,0.0,2.0,1488.31,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合
全国社保基金一一三组合
全国社保基金一一零组合",5.0
46,300813.SZ,300813,泰林生物,医疗保健,True,82.19,2.0,1.0,10.68,,0.0
47,000710.SZ,000710,贝瑞基因,医疗保健,True,82.4,2.0,1.0,116.6,"海通兴泰(安徽)新兴产业投资基金(有限合伙)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
基本养老保险基金八零二组合
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
招商银行股份有限公司-兴全合润分级混合型证券投资基金",6.0
48,688139.SH,688139,海尔生物,医疗保健,True,84.18,2.0,1.0,64.06,"寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
中国工商银行股份有限公司-中海医疗保健主题股票型证券投资基金
上海浦东发展银行股份有限公司-中海医药健康产业精选灵活配置混合型证券投资基金
全国社保基金一一八组合
寻常(上海)投资管理有限公司-琚玖1号私募证券投资基金",6.0
49,603301.SH,603301,振德医疗,医疗保健,True,88.98,2.0,1.0,70.45,,0.0
50,603976.SH,603976,正川股份,医疗保健,True,91.14,2.0,3.0,34.91,,0.0
51,300142.SZ,300142,沃森生物,生物制药,True,91.8,0.0,2.0,1335.23,"珠海横琴长乐汇资本管理有限公司-智汇3号私募证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零一组合",3.0
52,300791.SZ,300791,仙乐健康,医疗保健,True,99.91,0.0,1.0,29.97,"中国银行-易方达策略成长二号混合型证券投资基金
中国银行-易方达策略成长证券投资基金",2.0
53,002932.SZ,002932,明德生物,医疗保健,True,103.24,2.0,1.0,30.99,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
武汉光谷生物城华岭基金合伙企业(有限合伙)
科华(宜都)科技创业投资基金(有限合伙)",3.0
54,600211.SH,600211,西藏药业,中成药,True,162.0,2.0,3.0,401.66,,0.0
55,688366.SH,688366,昊海生科,生物制药,True,195.85,0.0,2.0,30.06,"中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金",3.0
56,688580.SH,688580,伟思医疗,医疗保健,True,224.2,0.0,1.0,35.14,,0.0
57,603392.SH,603392,万泰生物,医疗保健,True,261.3,2.0,2.0,113.93,,0.0
58,688029.SH,688029,南微医学,医疗保健,True,262.0,2.0,1.0,112.27,"中国建设银行股份有限公司-大成科创主题3年封闭运作灵活配置混合型证券投资基金
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
基本养老保险基金一二零一组合
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国工商银行-易方达价值成长混合型证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
中国银行股份有限公司-易方达全球医药行业混合型发起式证券投资基金",10.0
59,688298.SH,688298,东方生物,医疗保健,True,265.72,0.0,1.0,75.73,,0.0
60,688050.SH,688050,爱博医疗,医疗保健,True,285.82,2.0,1.0,61.44,,0.0
61,300841.SZ,300841,康华生物,生物制药,True,897.0,2.0,1.0,134.55,,0.0
