code,name,past_p_change,past_positive
600501,航天晨光,-13.5034340746,★
300662,科锐国际,-13.484715008,★
600830,香溢融通,-13.4798760025,★
601688,华泰证券,-13.4764230333,★
600322,天房发展,-13.457279059,★
601211,国泰君安,-13.452471226,★
300640,德艺文创,-13.4237702006,★
603970,中农立华,-13.3836001094,
002853,皮阿诺,-13.3703095519,★
300591,万里马,-13.3556342799,★
000510,金路集团,-13.3486432568,★
000935,四川双马,-13.3181106221,★
603607,京华激光,-13.3138122106,★
000069,华侨城Ａ,-13.2944989628,★
000777,中核科技,-13.2662967805,★
600319,亚星化学,-13.2222021286,★
300056,三维丝,-13.1923794915,★
002673,西部证券,-13.1601429943,★
300160,秀强股份,-13.1570126789,★
000768,中航飞机,-13.1402053729,★
002771,真视通,-13.1333893302,★
603136,天目湖,-13.1279453314,★
600325,华发股份,-13.1278063083,★
601878,浙商证券,-13.1268704329,★
600175,美都能源,-13.1222794601,★
300730,科创信息,-13.0992072845,
000507,珠海港,-13.0861854852,★
300731,科创新源,-13.0724769568,
603320,迪贝电气,-13.0451929797,★
000793,华闻传媒,-13.0421479996,
300033,同花顺,-13.011122894,★
000707,双环科技,-13.0110250164,
002509,天广中茂,-13.0019567068,
002662,京威股份,-12.9970129226,
300600,瑞特股份,-12.9871784458,
603178,圣龙股份,-12.9699250777,★
300410,正业科技,-12.9402153152,
300072,三聚环保,-12.9183973713,★
300501,海顺新材,-12.9178499506,★
603558,健盛集团,-12.9119257809,
002633,申科股份,-12.874236637,★
603321,梅轮电梯,-12.8740040044,★
002306,*ST云网,-12.848484125,★
600148,长春一东,-12.8187407033,★
603776,永安行,-12.8095230047,
600895,张江高科,-12.8094809865,★
600118,中国卫星,-12.7905009746,★
603356,华菱精工,-12.7855289874,
600212,江泉实业,-12.7822466074,
000610,西安旅游,-12.7650681251,
000835,长城动漫,-12.7434464979,
300051,三五互联,-12.7352454005,★
603283,赛腾股份,-12.7345399227,★
600999,招商证券,-12.7279189244,★
002479,富春环保,-12.7051476667,
300391,康跃科技,-12.6876421786,★
600121,*ST郑煤,-12.6846975461,★
002085,万丰奥威,-12.6565345635,
300488,恒锋工具,-12.650119036,★
300692,中环环保,-12.6361396464,★
002805,丰元股份,-12.6276957846,★
300736,百华悦邦,-12.6264625237,
002813,路畅科技,-12.6114054178,★
600528,中铁工业,-12.5959739408,★
002369,卓翼科技,-12.57326908,★
300452,山河药辅,-12.5564696915,★
000790,泰合健康,-12.5365741146,★
300334,津膜科技,-12.5340488601,★
300281,金明精机,-12.5277954765,★
002846,英联股份,-12.5246353596,★
600721,百花村,-12.5154536271,
300472,新元科技,-12.506213065,★
000779,三毛派神,-12.4566184141,★
600851,海欣股份,-12.4505552176,
000554,泰山石油,-12.4148205457,★
600069,银鸽投资,-12.4098288341,
600682,南京新百,-12.4083260542,
603056,德邦股份,-12.391976358,
603161,科华控股,-12.3683546006,
002313,日海通讯,-12.3223084755,★
002278,神开股份,-12.3210720184,
002413,雷科防务,-12.3165523249,
300383,光环新网,-12.3135589348,
600179,安通控股,-12.300225565,
603278,大业股份,-12.2846243625,★
600316,洪都航空,-12.2732909153,★
002451,摩恩电气,-12.2633431765,
000016,深康佳Ａ,-12.2521605722,★
603507,振江股份,-12.225604385,★
601788,光大证券,-12.2041788053,★
002683,宏大爆破,-12.2041763039,★
002634,棒杰股份,-12.2032471613,★
600113,浙江东日,-12.1955075282,★
600547,山东黄金,-12.1862111563,★
603600,永艺股份,-12.1689429215,
601390,中国中铁,-12.168276126,★
300619,金银河,-12.1602483785,★
001965,招商公路,-12.1545049401,
002198,嘉应制药,-12.1422579401,
300055,万邦达,-12.1336972063,★
600048,保利地产,-12.1232662254,★
600765,中航重机,-12.1230552794,★
000156,华数传媒,-12.1005970872,
000502,绿景控股,-12.0983733005,★
300672,国科微,-12.0972141019,
600654,*ST中安,-12.0950376036,★
002280,联络互动,-12.0948189508,★
300273,和佳股份,-12.0824297921,
300010,立思辰,-12.0670649462,
601718,际华集团,-12.0613431152,★
600072,中船科技,-12.0483905183,★
603639,海利尔,-12.0252323009,★
002902,铭普光磁,-12.0013262584,★
603106,恒银金融,-11.9981260866,★
603458,勘设股份,-11.9895210059,
601628,中国人寿,-11.9830109172,★
000564,供销大集,-11.9671805763,
002752,昇兴股份,-11.943157146,★
300284,苏交科,-11.9343945302,★
002174,游族网络,-11.9111228825,★
601186,中国铁建,-11.9087905791,★
002875,安奈儿,-11.9064570111,
300213,佳讯飞鸿,-11.9063325544,★
603777,来伊份,-11.8562188417,★
300086,康芝药业,-11.833881595,
300191,潜能恒信,-11.8275173778,★
000925,众合科技,-11.8164886285,★
000776,广发证券,-11.8100602658,★
600996,贵广网络,-11.8024152244,★
002502,骅威文化,-11.7968212069,★
600599,熊猫金控,-11.7939160721,★
300611,美力科技,-11.783844847,
300095,华伍股份,-11.771491844,
002795,永和智控,-11.7712147364,★
603843,正平股份,-11.7606603589,
300589,江龙船艇,-11.7589556149,★
000983,西山煤电,-11.7221386615,★
000511,*ST烯碳,-11.7202329061,
600468,百利电气,-11.7160522427,
600959,江苏有线,-11.7001125667,
002573,清新环境,-11.6999428895,
002863,今飞凯达,-11.6935514427,★
603725,天安新材,-11.6875295138,★
600568,中珠医疗,-11.6798144937,
300683,海特生物,-11.6781020674,
002106,莱宝高科,-11.6718342639,★
600149,*ST坊展,-11.6694957135,★
300307,慈星股份,-11.6413610673,
603365,水星家纺,-11.6340168969,★
603881,数据港,-11.6336765549,★
600546,山煤国际,-11.6331853166,★
000505,珠江控股,-11.6317251773,★
002684,猛狮科技,-11.6260395695,
002471,中超控股,-11.6250766494,
000676,智度股份,-11.6166513439,★
603266,天龙股份,-11.5897122545,★
002858,力盛赛车,-11.5891022634,★
601881,中国银河,-11.5871652171,★
600837,海通证券,-11.5721839819,★
600864,哈投股份,-11.5721215352,★
600856,中天能源,-11.5688139732,
600129,太极集团,-11.5684603605,★
603316,诚邦股份,-11.5441076661,★
300089,文化长城,-11.5404644945,
601801,皖新传媒,-11.5317675709,★
000717,韶钢松山,-11.531450874,★
603090,宏盛股份,-11.5267448468,★
002363,隆基机械,-11.5124643332,★
300205,天喻信息,-11.4962982953,★
300059,东方财富,-11.4960047794,★
600500,中化国际,-11.4926811054,★
300419,浩丰科技,-11.4879011024,
603030,全筑股份,-11.4692384779,★
600506,香梨股份,-11.4505565901,
300325,德威新材,-11.4477742205,
300184,力源信息,-11.4445818682,
603933,睿能科技,-11.4336356426,
002729,好利来,-11.4214125766,
603186,华正新材,-11.3721694411,★
600771,广誉远,-11.3702328464,★
600272,开开实业,-11.3519704639,★
002116,中国海诚,-11.3391924167,★
600873,梅花生物,-11.3288984711,★
000712,锦龙股份,-11.2987181518,★
601800,中国交建,-11.2936588523,★
300421,力星股份,-11.2810924539,★
603333,明星电缆,-11.2131949417,
300248,新开普,-11.2119228625,★
002112,三变科技,-11.2076286096,
002092,中泰化学,-11.2052669414,★
601555,东吴证券,-11.2020618603,★
000001,平安银行,-11.1874038811,★
603718,海利生物,-11.1851638507,
600715,文投控股,-11.1846850464,
600976,健民集团,-11.1803894588,★
300215,电科院,-11.1720857975,★
603535,嘉诚国际,-11.0838332995,★
300539,横河模具,-11.0685179101,
300041,回天新材,-11.0638820297,
300220,金运激光,-11.0605352566,★
601579,会稽山,-11.0451292545,★
000753,漳州发展,-11.0406166776,★
002470,金正大,-11.0359720125,
601766,中国中车,-11.0359686914,★
300635,达安股份,-11.0134927906,★
000068,华控赛格,-10.9992444801,★
603313,梦百合,-10.9935725845,★
600173,卧龙地产,-10.9893622118,★
600255,梦舟股份,-10.9875311106,
603315,福鞍股份,-10.9715801849,★
603336,宏辉果蔬,-10.9655608688,★
603076,乐惠国际,-10.9561781409,
600598,北大荒,-10.9539785384,★
002051,中工国际,-10.9494665908,★
603331,百达精工,-10.9343561107,★
300678,中科信息,-10.9298233916,★
600466,蓝光发展,-10.9272295323,★
002623,亚玛顿,-10.9254067147,★
002331,皖通科技,-10.9119556899,★
600688,上海石化,-10.8608838329,★
300688,创业黑马,-10.8517372002,★
600290,华仪电气,-10.843513587,
002687,乔治白,-10.837012768,★
600622,光大嘉宝,-10.8245488096,★
002669,康达新材,-10.8196472663,★
000812,陕西金叶,-10.8127445458,
603022,新通联,-10.8091554431,★
600958,东方证券,-10.7909551513,
300384,三联虹普,-10.7828541117,★
300145,中金环境,-10.7768930466,★
600533,栖霞建设,-10.7751058897,★
600109,国金证券,-10.7716996487,★
000402,金 融 街,-10.7602845236,★
600246,万通地产,-10.7528818821,★
300466,赛摩电气,-10.7289152473,★
600076,康欣新材,-10.7185432537,
600226,瀚叶股份,-10.7023763806,
300143,星普医科,-10.7011567661,
600025,华能水电,-10.6935617067,★
600803,新奥股份,-10.6525413381,
600719,大连热电,-10.6353083803,★
300482,万孚生物,-10.6196392391,★
002512,达华智能,-10.5851200946,
300572,安车检测,-10.5779989425,★
300663,科蓝软件,-10.5253312843,
300399,京天利,-10.5120839514,★
002103,广博股份,-10.4988274469,
603238,诺邦股份,-10.4906293128,
300338,开元股份,-10.4660597631,★
600266,北京城建,-10.4657897044,★
603063,禾望电气,-10.4613222899,★
300719,安达维尔,-10.4554251225,★
002293,罗莱生活,-10.442391005,★
002803,吉宏股份,-10.4376545854,
600657,信达地产,-10.4244389831,★
603083,剑桥科技,-10.4073806123,★
002157,正邦科技,-10.406173794,
002747,埃斯顿,-10.3990207025,★
300505,川金诺,-10.3962043853,★
300689,澄天伟业,-10.3910065047,★
000838,财信发展,-10.3866458789,★
002598,山东章鼓,-10.371928012,★
600197,伊力特,-10.3643323705,★
603612,索通发展,-10.3552262568,★
002746,仙坛股份,-10.3469962908,
300720,海川智能,-10.3409730365,★
002608,江苏国信,-10.3258357742,★
300053,欧比特,-10.3206591936,★
601668,中国建筑,-10.306484455,★
002424,贵州百灵,-10.3044362985,★
002256,兆新股份,-10.3024817627,★
000151,中成股份,-10.2914243364,★
601108,财通证券,-10.2879474099,
002800,天顺股份,-10.2732580591,★
600776,东方通信,-10.2725513201,★
002816,和科达,-10.2200751664,★
002592,八菱科技,-10.2043941158,
603717,天域生态,-10.1976106051,★
600684,珠江实业,-10.1888822964,★
300330,华虹计通,-10.1795784004,★
300648,星云股份,-10.1606432671,
300563,神宇股份,-10.1508188374,★
000002,万 科Ａ,-10.1310667618,★
000609,绵石投资,-10.1265430124,★
603727,博迈科,-10.1148361075,★
300607,拓斯达,-10.1090933134,
603918,金桥信息,-10.1041949255,★
603069,海汽集团,-10.0977734486,★
002013,中航机电,-10.0949768315,★
000060,中金岭南,-10.0913632442,★
002010,传化智联,-10.0882834111,
600626,申达股份,-10.0805975978,★
601952,苏垦农发,-10.0797673479,★
300403,地尔汉宇,-10.072476278,★
300643,万通智控,-10.0671839072,★
603066,音飞储存,-10.0595225987,
300647,超频三,-10.0435846129,★
600891,秋林集团,-10.0411463982,★
603528,多伦科技,-10.037555479,★
300723,一品红,-10.0081400257,★
600939,重庆建工,-9.99137666606,★
600389,江山股份,-9.982217346,★
000043,中航地产,-9.97557705495,★
002901,大博医疗,-9.96630506307,★
603991,至正股份,-9.96371516155,★
002802,洪汇新材,-9.95147688668,★
300057,万顺股份,-9.94909461941,★
002260,德奥通航,-9.93694386966,
601619,嘉泽新能,-9.93087040038,
002539,云图控股,-9.92878573999,★
603167,渤海轮渡,-9.92570591008,★
300690,双一科技,-9.91248167802,★
000901,航天科技,-9.89069617536,★
000823,超声电子,-9.88282430277,★
002357,富临运业,-9.86782155467,
300669,沪宁股份,-9.85356782227,
002864,盘龙药业,-9.85197849364,★
603038,华立股份,-9.84600227149,★
002207,*ST准油,-9.84474544797,★
601336,新华保险,-9.84468911842,★
001979,招商蛇口,-9.83704996891,★
300701,森霸股份,-9.83341075102,★
601377,兴业证券,-9.83150284747,★
600376,首开股份,-9.82161766876,★
300244,迪安诊断,-9.82017051989,★
300665,飞鹿股份,-9.81108556832,★
002604,ST龙力,-9.81001993918,
600061,国投资本,-9.79356254168,
300722,新余国科,-9.77025279573,
300549,优德精密,-9.76867341735,★
002576,通达动力,-9.75644074033,
600747,*ST大控,-9.75492063599,★
300610,晨化股份,-9.75351699401,★
600363,联创光电,-9.74296452066,★
000860,顺鑫农业,-9.74296063324,★
300204,舒泰神,-9.74159823299,
600284,浦东建设,-9.74101015929,★
600137,浪莎股份,-9.73634201122,★
600289,ST信通,-9.7152637515,★
002708,光洋股份,-9.71269598116,★
000062,深圳华强,-9.71220249768,★
600523,贵航股份,-9.71017733711,★
300486,东杰智能,-9.6913672394,★
600655,豫园股份,-9.6867852123,★
002845,同兴达,-9.65869315412,★
000688,建新矿业,-9.65525195251,★
603855,华荣股份,-9.648871463,★
601919,中远海控,-9.64012590898,★
000915,山大华特,-9.63597036479,
300474,景嘉微,-9.61701106827,★
000619,海螺型材,-9.60283261477,★
600647,同达创业,-9.60033947474,★
603223,恒通股份,-9.58971842025,★
002269,美邦服饰,-9.58959661844,★
002114,罗平锌电,-9.57991998411,★
000039,中集集团,-9.57792533617,★
601857,中国石油,-9.56293353718,★
300183,东软载波,-9.53502279776,★
000150,宜华健康,-9.53395767359,★
000055,方大集团,-9.52908250829,
300304,云意电气,-9.52416097742,★
603656,泰禾光电,-9.50735440146,
300670,大烨智能,-9.50016636455,★
601001,大同煤业,-9.49426795222,★
600614,鹏起科技,-9.48367801092,
002018,华信国际,-9.45690373142,★
601808,中海油服,-9.44905013041,★
603890,春秋电子,-9.42550413196,★
002226,江南化工,-9.42365508568,★
600616,金枫酒业,-9.42224813944,★
002913,奥士康,-9.41777895698,★
002739,万达电影,-9.41410562568,
300703,创源文化,-9.40941474406,★
600800,天津磁卡,-9.40268748622,★
601116,三江购物,-9.39767829718,★
601198,东兴证券,-9.39045169136,★
601398,工商银行,-9.3859101422,★
600990,四创电子,-9.38108267837,
002706,良信电器,-9.37602176346,★
603721,中广天择,-9.36682808757,★
600917,重庆燃气,-9.35624715089,★
002554,惠博普,-9.35461694842,
600139,西部资源,-9.35172903266,★
000065,北方国际,-9.34825599937,★
603159,上海亚虹,-9.34649632126,★
300721,怡达股份,-9.34339740372,
000532,华金资本,-9.34116393158,★
300617,安靠智电,-9.33851024544,
603277,银都股份,-9.3145218325,★
603396,金辰股份,-9.31333385399,
603618,杭电股份,-9.30872313239,★
600809,山西汾酒,-9.30625731645,★
603679,华体科技,-9.30248187987,
603577,汇金通,-9.29979283744,★
603811,诚意药业,-9.2965223518,
000958,东方能源,-9.29579121271,★
603225,新凤鸣,-9.28818084926,
603421,鼎信通讯,-9.27704547599,
300420,五洋停车,-9.275365727,★
603580,艾艾精工,-9.26927266147,★
300294,博雅生物,-9.25449420928,
300084,海默科技,-9.23386326598,★
300499,高澜股份,-9.22155266872,★
603385,惠达卫浴,-9.21924094195,★
600145,*ST新亿,-9.21009522689,★
603689,皖天然气,-9.19327768736,★
300159,新研股份,-9.17976473543,
603006,联明股份,-9.17155244381,★
002916,深南电路,-9.16426576156,
600329,中新药业,-9.15761488814,★
002159,三特索道,-9.15232788389,★
600247,ST成城,-9.15214013525,★
600291,西水股份,-9.15078679977,★
002753,永东股份,-9.15042440065,★
000807,云铝股份,-9.14394189864,★
002301,齐心集团,-9.13994889865,
002797,第一创业,-9.13793343214,★
002852,道道全,-9.1369365061,★
600332,白云山,-9.11979819654,★
603880,南卫股份,-9.11845025577,★
000985,大庆华科,-9.11492747464,★
603036,如通股份,-9.11234154432,★
603311,金海环境,-9.11006770669,★
600592,龙溪股份,-9.10301434376,★
002855,捷荣技术,-9.09052644561,★
000595,*ST宝实,-9.07942784214,★
600587,新华医疗,-9.07902752211,★
300540,深冷股份,-9.07589185363,★
000802,北京文化,-9.06467826105,★
600737,中粮糖业,-9.0446426196,★
002896,中大力德,-9.04258868261,
000023,深天地Ａ,-9.04233479889,★
000663,永安林业,-9.03580701304,
300034,钢研高纳,-9.01882131952,★
600037,歌华有线,-9.01738764458,★
002758,华通医药,-9.01067419474,★
600509,天富能源,-9.00891630077,★
300295,三六五网,-9.00835352211,★
300121,阳谷华泰,-8.9982448362,★
603357,设计总院,-8.99468391163,★
600478,科力远,-8.98903964147,
600086,东方金钰,-8.98672092985,
300538,同益股份,-8.97172661751,★
603960,克来机电,-8.97131144773,
300374,恒通科技,-8.96131383953,★
