code,name,past_p_change,past_positive
603729,龙韵股份,-16.8810619224,★
600889,南京化纤,-16.7923195329,
002915,中欣氟材,-16.7459982581,★
300737,科顺股份,-16.6736059673,★
000893,东凌国际,-16.6209333879,★
603363,傲农生物,-16.5139203634,★
603998,方盛制药,-16.4700618954,
600640,号百控股,-16.4341757474,★
000633,合金投资,-16.3859630349,★
002402,和而泰,-16.3676735534,
603936,博敏电子,-16.3319554326,
002388,新亚制程,-16.2142743494,★
002146,荣盛发展,-16.1881842756,★
002143,印纪传媒,-16.1689791129,
300456,耐威科技,-16.0815612525,★
300708,聚灿光电,-15.9871015733,★
002886,沃特股份,-15.9616225046,★
002538,司尔特,-15.9492063976,
603196,日播时尚,-15.8247269002,★
300412,迦南科技,-15.8152510892,★
300010,立思辰,-15.8044329902,
300380,安硕信息,-15.7763934348,★
603260,合盛硅业,-15.7743941327,★
300290,荣科科技,-15.7604011636,
603136,天目湖,-15.7172638317,★
603527,众源新材,-15.6433928279,★
603828,柯利达,-15.6429308573,★
002306,*ST云网,-15.6393623627,
603386,广东骏亚,-15.6325029195,★
000662,天夏智慧,-15.594502973,
000060,中金岭南,-15.5615055365,★
300522,世名科技,-15.5292020209,★
603758,秦安股份,-15.5259075632,★
300624,万兴科技,-15.5028369941,★
603028,赛福天,-15.4458552448,★
603699,纽威股份,-15.4415682952,
000983,西山煤电,-15.4378734819,★
600200,江苏吴中,-15.4317804668,★
002427,ST尤夫,-15.3531780985,
600030,中信证券,-15.3465896229,★
600875,东方电气,-15.3411714153,
300735,光弘科技,-15.2726215514,★
002122,天马股份,-15.2656175149,
603226,菲林格尔,-15.1901309937,★
600048,保利地产,-15.1777379736,★
002058,威 尔 泰,-14.9943636462,
300317,珈伟股份,-14.9500720295,
300516,久之洋,-14.9092870368,★
603538,美诺华,-14.8976728302,
000416,民生控股,-14.8852724888,★
000537,广宇发展,-14.8485158424,★
002776,柏堡龙,-14.8014130197,★
300444,双杰电气,-14.789666311,
002581,未名医药,-14.7164127664,★
300090,盛运环保,-14.6767832811,
002921,联诚精密,-14.6599527751,★
600512,腾达建设,-14.6561509765,
600621,华鑫股份,-14.575001586,★
600992,贵绳股份,-14.5234710399,
601001,大同煤业,-14.5228336977,★
002016,世荣兆业,-14.5047629716,★
300033,同花顺,-14.4895899752,★
601808,中海油服,-14.4560050414,★
300534,陇神戎发,-14.4367994952,★
000790,泰合健康,-14.3933300639,★
603017,中衡设计,-14.3906755254,★
300733,西菱动力,-14.3882150351,★
300023,宝德股份,-14.3499523479,★
300480,光力科技,-14.3416904447,
002209,达 意 隆,-14.3361011264,★
600340,华夏幸福,-14.2856810396,★
002323,雅百特,-14.2390791484,★
300364,中文在线,-14.1970167688,
300247,乐金健康,-14.1609533285,
603912,佳力图,-14.0977951094,★
600547,山东黄金,-14.0935103513,
300477,合纵科技,-14.0414132095,
600546,山煤国际,-13.8992162754,★
002295,精艺股份,-13.8867642395,★
300598,诚迈科技,-13.8513054199,★
000069,华侨城Ａ,-13.8348537521,★
600556,ST慧球,-13.8121108213,★
601828,美凯龙,-13.7994503615,★
000676,智度股份,-13.7958965486,★
000606,神州易桥,-13.7914738092,
300410,正业科技,-13.7772465032,
002673,西部证券,-13.770601395,★
300191,潜能恒信,-13.7639427889,★
002384,东山精密,-13.7570403372,
600851,海欣股份,-13.7536478028,★
000768,中航飞机,-13.5941167429,★
600485,信威集团,-13.567001467,
601636,旗滨集团,-13.5517198517,★
002911,佛燃股份,-13.5306671713,★
000610,西安旅游,-13.5227240174,★
300452,山河药辅,-13.5017105356,★
300523,辰安科技,-13.4690129051,★
300495,美尚生态,-13.4412846239,
000691,亚太实业,-13.3844015442,
300273,和佳股份,-13.3706318616,
600319,亚星化学,-13.3175528205,
603010,万盛股份,-13.2475572836,★
300554,三超新材,-13.2185612273,
002492,恒基达鑫,-13.1465106964,★
300072,三聚环保,-13.1446285532,★
600528,中铁工业,-13.1416536199,★
002899,英派斯,-13.1159567344,★
601628,中国人寿,-13.0563888329,★
600573,惠泉啤酒,-13.0552642183,★
000793,华闻传媒,-13.0421479996,
002514,宝馨科技,-13.0348332288,★
002509,天广中茂,-13.0019567068,
002662,京威股份,-12.9970129226,
002863,今飞凯达,-12.9796520515,★
601012,隆基股份,-12.9213791972,
600197,伊力特,-12.909586634,★
600120,浙江东方,-12.8910811207,★
002115,三维通信,-12.8639236924,★
000728,国元证券,-12.8231293902,★
300600,瑞特股份,-12.8229870058,★
600148,长春一东,-12.8187407033,
002919,名臣健康,-12.815373449,★
600212,江泉实业,-12.7822466074,
600438,通威股份,-12.7507554001,
000835,长城动漫,-12.7434464979,
002256,兆新股份,-12.7201340495,
002085,万丰奥威,-12.6565345635,
002313,日海通讯,-12.630134657,★
600696,ST匹凸,-12.5605746898,★
601878,浙商证券,-12.5163163095,★
600833,第一医药,-12.4741135469,★
000688,建新矿业,-12.4705523104,
600069,银鸽投资,-12.4098288341,
600682,南京新百,-12.4083260542,
300391,康跃科技,-12.3804515348,★
601155,新城控股,-12.3696567889,★
600175,美都能源,-12.33010786,★
002470,金正大,-12.3185931609,
002413,雷科防务,-12.3165523249,
300383,光环新网,-12.3135589348,
601225,陕西煤业,-12.3035803183,★
600179,安通控股,-12.300225565,
600322,天房发展,-12.290818663,★
002502,骅威文化,-12.2637377547,★
002451,摩恩电气,-12.2633431765,
601857,中国石油,-12.2470189397,★
600362,江西铜业,-12.2219043286,★
002174,游族网络,-12.2140787618,★
600903,贵州燃气,-12.2019862255,★
600688,上海石化,-12.1673690099,★
600028,中国石化,-12.1560046217,★
002198,嘉应制药,-12.1422579401,
002114,罗平锌电,-12.1371295786,★
300736,百华悦邦,-12.1110351076,★
603776,永安行,-12.1099003207,★
000156,华数传媒,-12.1005970872,
300059,东方财富,-12.0889815474,★
300053,欧比特,-12.0238783213,★
300726,宏达电子,-12.0133605695,★
300160,秀强股份,-11.9743260812,★
000564,供销大集,-11.9671805763,
600781,辅仁药业,-11.8985114119,★
300663,科蓝软件,-11.8684742384,★
601211,国泰君安,-11.8521683296,★
002651,利君股份,-11.851885121,★
300448,浩云科技,-11.8516581339,★
300086,康芝药业,-11.833881595,
600970,中材国际,-11.8285618367,★
300619,金银河,-11.7919107619,★
600129,太极集团,-11.7790325355,★
603843,正平股份,-11.7606603589,
000036,华联控股,-11.7502167597,★
600208,新湖中宝,-11.7500799162,★
600959,江苏有线,-11.7266662618,★
603703,盛洋科技,-11.7204626874,★
000511,*ST烯碳,-11.7202329061,
600999,招商证券,-11.7066779878,★
603026,石大胜华,-11.7020677007,★
001979,招商蛇口,-11.7018921292,★
002338,奥普光电,-11.693565691,★
300561,汇金科技,-11.6806146209,★
600568,中珠医疗,-11.6798144937,
300696,爱乐达,-11.65601524,★
002684,猛狮科技,-11.6260395695,
002471,中超控股,-11.6250766494,
002571,*ST德力,-11.5860370192,★
300501,海顺新材,-11.5815509729,★
600856,中天能源,-11.5688139732,
002780,三夫户外,-11.5630528074,
300089,文化长城,-11.5404644945,
300683,海特生物,-11.4579577555,★
300325,德威新材,-11.4477742205,
600939,重庆建工,-11.3910636846,★
601688,华泰证券,-11.3896160493,★
600500,中化国际,-11.3425789086,★
600155,宝硕股份,-11.330130969,★
600837,海通证券,-11.3166886482,★
600606,绿地控股,-11.3047980304,★
603848,好太太,-11.2191075185,★
603333,明星电缆,-11.2131949417,
600809,山西汾酒,-11.2122712314,
300307,慈星股份,-11.2056588124,★
002013,中航机电,-11.2008086164,
601555,东吴证券,-11.1931918235,★
300055,万邦达,-11.1862570404,★
603718,海利生物,-11.1851638507,
600715,文投控股,-11.1846850464,
601881,中国银河,-11.1535520748,★
000982,*ST 中绒,-11.1413802497,
300426,唐德影视,-11.1254980479,
300281,金明精机,-11.1145162854,
000671,阳 光 城,-11.1028830689,★
603110,东方材料,-11.0874805565,★
000016,深康佳Ａ,-11.0728240605,★
601390,中国中铁,-11.0653059146,★
002803,吉宏股份,-11.0568111663,
603711,香飘飘,-11.0503736573,★
600583,海油工程,-11.0149144755,★
600255,梦舟股份,-10.9875311106,
601788,光大证券,-10.9856571252,★
603817,海峡环保,-10.9845097787,★
002598,山东章鼓,-10.9780048711,★
300474,景嘉微,-10.9764192425,★
002128,露天煤业,-10.9287063583,★
000776,广发证券,-10.9100728868,★
300284,苏交科,-10.8759350765,★
002504,*ST弘高,-10.8681159434,★
300288,朗玛信息,-10.8594858777,★
600290,华仪电气,-10.843513587,
002081,金 螳 螂,-10.8314541449,
000812,陕西金叶,-10.8127445458,
000150,宜华健康,-10.7744499074,
600801,华新水泥,-10.7685029879,★
603315,福鞍股份,-10.7653505892,★
300558,贝达药业,-10.7576207961,
002762,金发拉比,-10.7574187121,★
300466,赛摩电气,-10.7466295215,★
600076,康欣新材,-10.7185432537,
300526,中潜股份,-10.7108122178,★
601666,平煤股份,-10.7024313207,★
600226,瀚叶股份,-10.7023763806,
300143,星普医科,-10.7011567661,
600188,兖州煤业,-10.6836809091,★
300403,地尔汉宇,-10.6752199122,
601919,中远海控,-10.624129247,★
600185,格力地产,-10.6224917417,★
600325,华发股份,-10.6176034606,★
603161,科华控股,-10.5931601075,★
000702,正虹科技,-10.587238981,★
002512,达华智能,-10.5851200946,
600599,熊猫金控,-10.5274970638,
601377,兴业证券,-10.5185179158,★
300294,博雅生物,-10.5037838939,★
002103,广博股份,-10.4988274469,
600239,云南城投,-10.4855718084,★
000878,云南铜业,-10.4810669519,★
300718,长盛轴承,-10.4380691094,★
603167,渤海轮渡,-10.3307162252,★
601088,中国神华,-10.2867990383,★
603600,永艺股份,-10.2775004798,★
002092,中泰化学,-10.2724382294,★
600109,国金证券,-10.2704170624,★
300482,万孚生物,-10.2695152867,★
002428,云南锗业,-10.2672532864,★
000753,漳州发展,-10.2556547071,★
603558,健盛集团,-10.2493376905,★
000001,平安银行,-10.2473064986,★
601336,新华保险,-10.2362044835,★
002157,正邦科技,-10.2056586184,
002592,八菱科技,-10.2043941158,
600118,中国卫星,-10.2025768165,★
603856,东宏股份,-10.1860923196,★
002353,杰瑞股份,-10.1642419548,★
000779,三毛派神,-10.1382970439,★
300445,康斯特,-10.1326979487,★
600497,驰宏锌锗,-10.1249448187,★
600958,东方证券,-10.1124914859,★
002010,传化智联,-10.0882834111,
603727,博迈科,-10.0881771365,★
300034,钢研高纳,-10.085182027,★
603066,音飞储存,-10.0595225987,
002331,皖通科技,-10.0414469463,★
600363,联创光电,-10.0386248513,★
002633,申科股份,-10.0360894592,★
601899,紫金矿业,-10.0107902354,★
000712,锦龙股份,-9.96115201527,★
603829,洛凯股份,-9.93717277196,★
002260,德奥通航,-9.93694386966,
300397,天和防务,-9.9356308993,★
601619,嘉泽新能,-9.93087040038,
000836,鑫茂科技,-9.92155832392,★
600343,航天动力,-9.91729332604,★
300725,药石科技,-9.90423811583,★
300277,海联讯,-9.89107454607,★
600976,健民集团,-9.89029223086,★
601801,皖新传媒,-9.88100651554,★
000532,华金资本,-9.87723667861,★
300084,海默科技,-9.86946793194,★
002357,富临运业,-9.86782155467,
600316,洪都航空,-9.86395194134,★
300550,和仁科技,-9.85784650323,★
300698,万马科技,-9.82041091859,★
002752,昇兴股份,-9.81311514181,★
002604,ST龙力,-9.81001993918,
300731,科创新源,-9.7868603573,★
603679,华体科技,-9.76643106986,
000786,北新建材,-9.74241740896,★
300107,建新股份,-9.73937009694,★
603607,京华激光,-9.72289991805,★
000603,盛达矿业,-9.71508894686,★
002116,中国海诚,-9.68847232431,★
601186,中国铁建,-9.65734336384,★
600449,宁夏建材,-9.65476262011,★
000959,首钢股份,-9.64246653896,★
601766,中国中车,-9.63848718053,★
002207,*ST准油,-9.62567831126,
300434,金石东方,-9.57470716354,★
000960,锡业股份,-9.56803133238,★
000717,韶钢松山,-9.54804876621,★
603536,惠发股份,-9.5453000002,
002747,埃斯顿,-9.53967042661,★
300664,鹏鹞环保,-9.52061189874,★
600803,新奥股份,-9.51941498996,★
300152,科融环境,-9.51177972166,★
600614,鹏起科技,-9.48367801092,
000732,泰禾集团,-9.47420357797,★
600990,四创电子,-9.47047689492,★
600531,豫光金铅,-9.46334053035,★
600765,中航重机,-9.4617467669,★
002280,联络互动,-9.4597390959,★
300402,宝色股份,-9.4580366223,★
002445,中南文化,-9.4411589549,★
000502,绿景控股,-9.4410868878,★
603030,全筑股份,-9.42683301385,★
002739,万达电影,-9.41410562568,★
600217,中再资环,-9.4054862924,★
600173,卧龙地产,-9.40411646208,★
002608,江苏国信,-9.40275930321,★
002746,仙坛股份,-9.4027014363,★
000407,胜利股份,-9.40265200668,★
600962,国投中鲁,-9.37848797905,★
300058,蓝色光标,-9.35672995811,★
000852,石化机械,-9.35529178973,★
000807,云铝股份,-9.35391256734,★
603108,润达医疗,-9.34637061309,
600395,盘江股份,-9.34164913571,★
300204,舒泰神,-9.32740365186,★
600873,梅花生物,-9.32236142554,★
300486,东杰智能,-9.31070058184,★
603557,起步股份,-9.31049647098,★
000554,泰山石油,-9.30985414287,★
300056,三维丝,-9.2994604275,★
300205,天喻信息,-9.29502915358,★
300321,同大股份,-9.28833758717,★
601727,上海电气,-9.28765136322,★
002199,东晶电子,-9.28441769154,★
600466,蓝光发展,-9.27519843746,
300095,华伍股份,-9.27437354833,★
600145,*ST新亿,-9.21009522689,★
000690,宝新能源,-9.19921307323,
002101,广东鸿图,-9.18733173517,
600719,大连热电,-9.18222396375,★
300159,新研股份,-9.17976473543,
600622,光大嘉宝,-9.17725176701,★
600038,中直股份,-9.1766356703,★
002795,永和智控,-9.17280077221,★
601212,白银有色,-9.17121874306,★
002151,北斗星通,-9.16014686627,★
002908,德生科技,-9.15985222961,★
002301,齐心集团,-9.13994889865,
300293,蓝英装备,-9.08585008763,★
300213,佳讯飞鸿,-9.08467126749,★
603879,永悦科技,-9.04535572741,★
000663,永安林业,-9.03580701304,
300382,斯莱克,-9.0296897036,★
601989,中国重工,-9.02306471598,★
002902,铭普光磁,-9.02296399559,★
000737,*ST南风,-9.0187156359,★
603958,哈森股份,-9.01400656412,★
600086,东方金钰,-8.98672092985,
603890,春秋电子,-8.98442380026,★
000039,中集集团,-8.98173583289,★
300027,华谊兄弟,-8.95365366001,★
002051,中工国际,-8.94913371042,★
300128,锦富技术,-8.92652212054,
000023,深天地Ａ,-8.90708846879,★
603619,中曼石油,-8.90336851815,★
000062,深圳华强,-8.88929013685,★
300173,智慧松德,-8.8810883422,
300719,安达维尔,-8.86960854186,★
000935,四川双马,-8.85982750524,★
600176,中国巨石,-8.84096945617,★
000571,新大洲Ａ,-8.83357726422,★
600647,同达创业,-8.83338952179,★
002901,大博医疗,-8.82227061752,★
600855,航天长峰,-8.79186673018,★
601002,晋亿实业,-8.79110913575,★
603321,梅轮电梯,-8.77872216785,★
300164,通源石油,-8.77077196417,★
601168,西部矿业,-8.73828820119,★
000915,山大华特,-8.6879365625,★
002557,洽洽食品,-8.66314607738,
000815,美利云,-8.65729708646,
002787,华源控股,-8.63835157695,★
300337,银邦股份,-8.63579274274,
002623,亚玛顿,-8.62269872253,★
300338,开元股份,-8.61771252455,★
000838,财信发展,-8.61375268092,★
300310,宜通世纪,-8.61286016909,★
300358,楚天科技,-8.60280485752,★
300701,森霸股份,-8.60037898961,★
002669,康达新材,-8.59128002951,★
603937,丽岛新材,-8.59082210763,★
002405,四维图新,-8.59021740833,★
600585,海螺水泥,-8.58373645926,★
300192,科斯伍德,-8.57411177754,★
600446,金证股份,-8.54778670369,★
603266,天龙股份,-8.52788410745,★
000951,中国重汽,-8.52516805673,★
002634,棒杰股份,-8.52499280113,★
002425,凯撒文化,-8.5222892362,
002885,京泉华,-8.51963550482,
600983,惠而浦,-8.50354224529,★
000613,*ST东海A,-8.49699693736,★
300711,广哈通信,-8.49679057797,★
600532,宏达矿业,-8.48481964287,
002853,皮阿诺,-8.48080331386,★
000151,中成股份,-8.47931292015,★
300531,优博讯,-8.47663754646,★
002692,睿康股份,-8.47591179117,
600393,粤泰股份,-8.45622856038,
300722,新余国科,-8.45309561211,★
002469,三维工程,-8.45067905892,★
600616,金枫酒业,-8.44779957583,★
002810,山东赫达,-8.44232225043,
002293,罗莱生活,-8.43999507421,★
300649,杭州园林,-8.43666758732,★
002910,庄园牧场,-8.42987930455,★
601398,工商银行,-8.42572450943,★
600996,贵广网络,-8.42150780801,★
600895,张江高科,-8.4206368462,★
603798,康普顿,-8.41916700826,★
002370,亚太药业,-8.4083850182,
000586,汇源通信,-8.40778362105,★
600720,祁连山,-8.40059106252,★
002736,国信证券,-8.36665556029,★
002237,恒邦股份,-8.3595166307,★
002813,路畅科技,-8.35608731719,★
000018,神州长城,-8.35588773578,★
000802,北京文化,-8.3516416242,★
601901,方正证券,-8.34789398421,★
603396,金辰股份,-8.34492334724,★
300589,江龙船艇,-8.31535857399,★
600332,白云山,-8.31066649291,★
300723,一品红,-8.30707437981,★
300572,安车检测,-8.29635980552,★
603387,基蛋生物,-8.29411839554,★
300669,沪宁股份,-8.2933411115,★
002363,隆基机械,-8.28874123705,★
002622,融钰集团,-8.27839268551,
002771,真视通,-8.27743588169,★
002655,共达电声,-8.2752148789,★
002555,三七互娱,-8.26911240136,
300732,设研院,-8.25379616835,★
300129,泰胜风能,-8.23375967732,★
002005,德豪润达,-8.21974582779,
300115,长盈精密,-8.21910592994,★
000777,中核科技,-8.20949784736,★
600025,华能水电,-8.20594184539,★
000720,新能泰山,-8.18491944022,★
002318,久立特材,-8.1483119447,★
002037,久联发展,-8.14115693097,★
000543,皖能电力,-8.12830554443,★
300254,仟源医药,-8.1238268286,★
000758,中色股份,-8.11831152202,★
000065,北方国际,-8.11093793594,★
002802,洪汇新材,-8.09621958515,★
002554,惠博普,-8.09552564983,
300209,天泽信息,-8.08838646268,★
300599,雄塑科技,-8.06783279678,★
300384,三联虹普,-8.06409866899,★
603979,金诚信,-8.05459587511,
000813,德展健康,-8.04884289716,★
000068,华控赛格,-8.04527741068,★
600869,智慧能源,-8.04274415691,
601997,贵阳银行,-8.04014407548,★
600329,中新药业,-8.03274413181,★
300569,天能重工,-8.02707054279,★
600891,秋林集团,-8.02083731362,★
603038,华立股份,-8.01602160107,★
002508,老板电器,-8.0024632323,
000930,中粮生化,-7.99431913141,★
600864,哈投股份,-7.98843668486,★
601668,中国建筑,-7.98333145728,★
300530,达志科技,-7.97415297103,★
300449,汉邦高科,-7.96905997069,★
601718,际华集团,-7.96465332001,★
603313,梦百合,-7.94118813017,★
600776,东方通信,-7.93637617064,★
300549,优德精密,-7.93548975324,★
300712,永福股份,-7.93103845412,★
002909,集泰股份,-7.91094250467,★
002453,天马精化,-7.90923161907,★
600057,象屿股份,-7.90671383461,★
300145,中金环境,-7.89205957269,
603181,皇马科技,-7.88651281389,★
300114,中航电测,-7.85833169875,★
300461,田中精机,-7.85677685951,★
300198,纳川股份,-7.84755108634,
002858,力盛赛车,-7.83805898811,★
601898,中煤能源,-7.83249842849,★
603089,正裕工业,-7.82714964925,★
603970,中农立华,-7.81239963105,★
002409,雅克科技,-7.8086872027,★
300215,电科院,-7.79713724513,★
002733,雄韬股份,-7.79476324526,★
600036,招商银行,-7.78197299125,★
000686,东北证券,-7.76924663362,★
300640,德艺文创,-7.76718204455,★
300517,海波重科,-7.76440322703,★
000533,万 家 乐,-7.75561130018,★
000043,中航地产,-7.75514046404,★
002216,三全食品,-7.75416796925,★
603197,保隆科技,-7.75046425419,★
300539,横河模具,-7.75004258125,★
600031,三一重工,-7.74906776578,★
300057,万顺股份,-7.74688788801,★
600061,国投资本,-7.73775921483,★
002499,科林环保,-7.73476458389,★
603717,天域生态,-7.7267408266,★
601198,东兴证券,-7.72449472552,★
000718,苏宁环球,-7.70691180217,★
002349,精华制药,-7.70495582441,★
603278,大业股份,-7.70294625243,★
603063,禾望电气,-7.70263215846,★
603331,百达精工,-7.69776039148,★
000985,大庆华科,-7.67186678111,★
000751,锌业股份,-7.6655290964,★
000547,航天发展,-7.6655136897,★
603533,掌阅科技,-7.66487491763,★
603113,金能科技,-7.66295761961,★
300244,迪安诊断,-7.6620049212,★
002913,奥士康,-7.65766769072,★
600654,*ST中安,-7.64837494685,★
000962,东方钽业,-7.64412915832,★
002424,贵州百灵,-7.64167123334,★
002800,天顺股份,-7.63423623731,★
000839,中信国安,-7.62038106451,★
601607,上海医药,-7.61475781879,★
600050,中国联通,-7.61423292077,★
600984,建设机械,-7.60607101003,
600523,贵航股份,-7.60530614185,★
002141,贤丰控股,-7.59527728065,★
002882,金龙羽,-7.59503351712,★
601108,财通证券,-7.57689405952,★
600122,宏图高科,-7.57639957528,★
300610,晨化股份,-7.5711696098,★
601611,中国核建,-7.56703702981,★
603639,海利尔,-7.54823750276,★
603239,浙江仙通,-7.53957658329,
603726,朗迪集团,-7.5340514855,★
002326,永太科技,-7.53397800478,★
600655,豫园股份,-7.53228751131,★
300399,京天利,-7.52854328546,★
600862,中航高科,-7.52584496892,★
300700,岱勒新材,-7.52467314552,★
002900,哈三联,-7.52393094682,★
600508,上海能源,-7.52301831721,★
300488,恒锋工具,-7.50091631361,
603916,苏博特,-7.49993327977,★
002365,永安药业,-7.49137742814,★
603960,克来机电,-7.49010312731,
300017,网宿科技,-7.48054273705,
600376,首开股份,-7.47661756597,★
600055,万东医疗,-7.46814189282,★
002435,长江润发,-7.4636089603,
300304,云意电气,-7.4544522416,★
600123,兰花科创,-7.44538223052,★
601939,建设银行,-7.44352467945,★
300330,华虹计通,-7.43973511923,★
002706,良信电器,-7.43957237675,
300016,北陆药业,-7.43721746679,★
603090,宏盛股份,-7.43459241536,★
600876,洛阳玻璃,-7.43010810467,★
000402,金 融 街,-7.42447523662,★
600866,星湖科技,-7.4243658697,
002375,亚厦股份,-7.4211827916,★
000657,中钨高新,-7.39793031018,★
600089,特变电工,-7.39556448714,★
600113,浙江东日,-7.39545375173,★
600098,广州发展,-7.37749272095,
000623,吉林敖东,-7.37721083481,★
600859,王府井,-7.37006008886,★
300248,新开普,-7.36680621838,★
601866,中远海发,-7.36605885965,★
000419,通程控股,-7.36438072761,★
000910,大亚圣象,-7.36394461632,★
600971,恒源煤电,-7.35159158478,★
600391,航发科技,-7.34987607098,★
000553,沙隆达Ａ,-7.34235247775,★
002021,中捷资源,-7.34103745446,★
300331,苏大维格,-7.33483725333,★
603507,振江股份,-7.33244985338,★
002745,木林森,-7.32932585256,★
002181,粤 传 媒,-7.32433373313,★
002818,富森美,-7.32366001196,
601019,山东出版,-7.3049825722,★
603055,台华新材,-7.29897522666,★
000783,长江证券,-7.2890290511,★
603139,康惠制药,-7.28703439081,★
603612,索通发展,-7.28403791227,★
000887,中鼎股份,-7.28388429841,★
300133,华策影视,-7.27877398861,
300362,天翔环境,-7.27805793285,
300543,朗科智能,-7.27003641135,★
600389,江山股份,-7.26853509672,★
002912,中新赛克,-7.26516230578,★
600010,包钢股份,-7.25713951432,★
