code,name,pe,past_p_change,past_average_turnover,stop_mark
000623,吉林敖东,13.4,-3.067,0.983,
600466,蓝光发展,29.51,-2.839,3.04,
002092,中泰化学,11.48,-2.801,1.233,
600657,信达地产,21.04,-2.74,0.71,
002101,广东鸿图,21.58,-2.714,1.917,
000338,潍柴动力,10.98,-2.667,1.2,
601111,中国国航,17.2,-2.657,0.76,
600970,中材国际,18.12,-2.634,1.62,
600054,黄山旅游,21.86,-2.625,1.023,
000975,银泰资源,67.08,-2.488,0.673,
300326,凯利泰,29.95,-2.437,1.097,
000858,五 粮 液,30.5,-2.387,0.633,
000910,大亚圣象,18.84,-2.362,1.2,
000026,飞亚达Ａ,32.48,-2.332,0.877,
002124,天邦股份,25.36,-2.319,1.063,
002500,山西证券,44.53,-2.208,1.343,
000603,盛达矿业,36.41,-2.078,1.247,
002385,大北农,23.73,-2.031,0.83,
000568,泸州老窖,31.92,-2.011,0.52,
601881,中国银河,23.19,-1.972,3.037,
300382,斯莱克,54.83,-1.967,0.88,
600708,光明地产,15.44,-1.937,0.94,
000686,东北证券,22.32,-1.929,0.587,
600892,大晟文化,45.39,-1.862,1.0,
002617,露笑科技,36.72,-1.849,0.86,
600984,建设机械,36.2,-1.835,1.17,
601919,中远海控,17.81,-1.812,0.513,
000423,东阿阿胶,23.81,-1.804,0.753,
600988,赤峰黄金,39.9,-1.73,1.54,
601555,东吴证券,24.28,-1.695,0.667,
600720,祁连山,11.75,-1.678,5.573,
000638,万方发展,97.68,-1.584,4.58,
300495,美尚生态,33.84,-1.563,3.29,
000059,华锦股份,9.42,-1.538,1.177,
002807,江阴银行,20.65,-1.49,2.397,
600185,格力地产,20.96,-1.414,0.507,
002521,齐峰新材,26.65,-1.387,2.297,
000488,晨鸣纸业,9.83,-1.334,2.99,
002470,金正大,23.25,-1.324,0.523,
600109,国金证券,22.28,-1.141,0.69,
600823,世茂股份,10.66,-1.084,0.707,
002087,新野纺织,14.45,-1.054,1.453,
002565,顺灏股份,78.71,-1.047,1.773,
600068,葛洲坝,12.4,-0.951,1.117,
601168,西部矿业,41.85,-0.942,0.997,
600908,无锡银行,14.31,-0.889,1.847,
002501,利源精制,18.65,-0.862,0.94,
000651,格力电器,15.47,-0.777,0.887,
001965,招商公路,17.11,-0.761,2.847,
600308,华泰股份,12.2,-0.741,1.05,
300072,三聚环保,22.95,-0.659,0.967,
600858,银座股份,91.18,-0.568,0.503,
002244,滨江集团,15.78,-0.54,0.597,
000717,韶钢松山,7.19,-0.534,2.04,
002424,贵州百灵,40.49,-0.519,1.523,
002572,索菲亚,42.86,-0.441,0.777,
002018,华信国际,24.15,-0.348,3.063,
600966,博汇纸业,10.09,-0.332,1.843,
002711,欧浦智网,28.57,-0.234,1.623,
002002,鸿达兴业,15.5,-0.156,0.607,
002833,弘亚数控,29.83,-0.134,2.15,
002048,宁波华翔,15.34,-0.133,1.77,
600352,浙江龙盛,16.21,-0.07,2.157,
