,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
29,002294.SZ,002294,信立泰,化学制药,True,27.18,True,True,"香港中央结算有限公司(陆股通)
北京市中国人民大学教育基金会
中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司"
30,603858.SH,603858,步长制药,中成药,True,27.72,True,True,"香港中央结算有限公司(陆股通)
蓝色经济区产业投资基金(有限合伙)"
31,603566.SH,603566,普莱柯,生物制药,True,28.7,True,True,
32,603976.SH,603976,正川股份,医疗保健,True,29.7,True,False,
33,603811.SH,603811,诚意药业,化学制药,True,30.17,True,True,全国社保基金六零四组合
34,603896.SH,603896,寿仙谷,中成药,True,32.8,True,True,
35,300298.SZ,300298,三诺生物,医疗保健,True,33.29,True,True,"香港中央结算有限公司(陆股通)
广东省铁路发展基金有限责任公司
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金"
36,002727.SZ,002727,一心堂,医药商业,True,33.7,True,True,"招商银行股份有限公司-景顺长城品质成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行-广发聚丰混合型证券投资基金
中国工商银行股份有限公司-景顺长城沪港深精选股票型证券投资基金
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金
中国农业银行股份有限公司-景顺长城核心竞争力混合型证券投资基金"
37,300244.SZ,300244,迪安诊断,医疗保健,True,35.01,True,True,"香港中央结算有限公司(陆股通)
中国华融资产管理股份有限公司
北信瑞丰资产-民生银行-北信瑞丰资产民生民生凤凰1号专项资产管理计划
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司"
38,000423.SZ,000423,东阿阿胶,中成药,True,37.77,True,False,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中央汇金资产管理有限责任公司
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV"
39,300633.SZ,300633,开立医疗,医疗保健,True,38.17,True,True,"招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
中金佳泰(天津)股权投资基金合伙企业(有限合伙)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华商盛世成长混合型证券投资基金"
40,603387.SH,603387,基蛋生物,医疗保健,True,39.5,True,False,"香港中央结算有限公司(陆股通)
宁波梅山保税港区晟维资产管理中心(有限合伙)-晟维汇智证券投资基金"
41,300294.SZ,300294,博雅生物,生物制药,True,39.57,True,True,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
北信瑞丰基金-渤海银行-北信瑞丰基金宏瑞2号资产管理计划
香港中央结算有限公司(陆股通)
全国社保基金一一四组合
中意资管-招商银行-中意资产-招商银行-定增精选87号资产管理产品"
42,300636.SZ,300636,同和药业,化学制药,True,41.53,True,False,"中国-比利时直接股权投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合
平安资产-邮储银行-如意10号资产管理产品
中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金"
43,002773.SZ,002773,康弘药业,化学制药,True,44.55,True,True,"招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
招商银行股份有限公司-兴全合泰混合型证券投资基金
兴业全球基金-兴业银行-兴全-股票红利特定多客户资产管理计划
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金"
44,600511.SH,600511,国药股份,医药商业,True,45.02,True,True,"全国社保基金一零三组合
香港中央结算有限公司(陆股通)
广发稳健增长证券投资基金
中央汇金资产管理有限责任公司
全国社保基金一一五组合
博时主题行业混合型证券投资基金(LOF)
全国社保基金四一三组合
全国社保基金一零一组合"
45,300015.SZ,300015,爱尔眼科,医疗保健,True,46.08,True,True,"香港中央结算有限公司(陆股通)
高瓴资本管理有限公司-HCM中国基金
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中央汇金资产管理有限责任公司"
46,000513.SZ,000513,丽珠集团,化学制药,True,47.37,True,False,"香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-安信价值精选股票型证券投资基金
中国华融资产管理股份有限公司
全国社保基金一零八组合
香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-安信价值精选股票型证券投资基金
中国华融资产管理股份有限公司
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
全国社保基金一零八组合"
47,300639.SZ,300639,凯普生物,医疗保健,True,47.8,True,True,"北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
武汉比邻之家股权投资基金管理中心(有限合伙)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国建设银行股份有限公司-上投摩根医疗健康股票型证券投资基金
上海盛宇股权投资中心(有限合伙)-盛宇十七号私募证券投资基金
中国工商银行股份有限公司-富国龙头优势混合型证券投资基金"
48,002007.SZ,002007,华兰生物,生物制药,True,48.8,True,True,"中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中央汇金资产管理有限责任公司
交通银行-易方达50指数证券投资基金"
49,600529.SH,600529,山东药玻,医疗保健,True,51.02,True,True,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
全国社保基金四零六组合
全国社保基金一一五组合
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国工商银行-广发稳健增长证券投资基金
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划"
50,688139.SH,688139,海尔生物,医疗保健,True,54.98,True,True,"寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金
寻常(上海)投资管理有限公司-琚玖1号私募证券投资基金
中国工商银行股份有限公司-中海医疗保健主题股票型证券投资基金
上海浦东发展银行股份有限公司-中海医药健康产业精选灵活配置混合型证券投资基金
全国社保基金一一八组合
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金"
51,300142.SZ,300142,沃森生物,生物制药,True,55.4,True,True,"香港中央结算有限公司(陆股通)
珠海横琴长乐汇资本管理有限公司-智汇3号私募证券投资基金
全国社保基金四零一组合"
52,688166.SH,688166,博瑞医药,化学制药,True,61.09,True,True,"基本养老保险基金一六零六一组合
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国银行股份有限公司-银华优质增长混合型证券投资基金
嘉实基金-招商银行-华润深国投信托-华润信托·恒盛集合资金信托计划
包商银行股份有限公司-银华中证全指医药卫生指数增强型发起式证券投资基金
银华基金-国新投资有限公司-银华基金-国新1号单一资产管理计划"
53,688321.SH,688321,微芯生物,化学制药,True,62.35,True,False,
54,300595.SZ,300595,欧普康视,医疗保健,True,66.28,True,True,"香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国工商银行-广发聚丰混合型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
全国社保基金一一六组合
交通银行股份有限公司-工银瑞信双利债券型证券投资基金"
55,300685.SZ,300685,艾德生物,生物制药,True,71.2,True,False,"香港中央结算有限公司(陆股通)
博时基金管理有限公司-社保基金四一九组合
兴业全球基金-兴业银行-兴全-股票红利特定多客户资产管理计划
全国社保基金四零六组合"
56,000403.SZ,000403,双林生物,生物制药,True,73.85,True,True,"中国信达资产管理股份有限公司
交通银行股份有限公司-易方达科讯混合型证券投资基金
中国信达资产管理股份有限公司
基本养老保险基金三零九组合
交通银行股份有限公司-易方达科讯混合型证券投资基金"
57,300653.SZ,300653,正海生物,医疗保健,True,75.78,True,True,蓝色经济区产业投资基金(有限合伙)
58,603233.SH,603233,大参林,医药商业,True,77.38,True,True,"香港中央结算有限公司(陆股通)
全国社保基金一一零组合
全国社保基金四一八组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
基本养老保险基金三零九组合
兴业银行股份有限公司-浦银安盛先进制造混合型证券投资基金
中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF)
中信证券-建行-中信证券股债双赢集合资产管理计划
中国银行股份有限公司-招商医药健康产业股票型证券投资基金"
59,603939.SH,603939,益丰药房,医药商业,True,85.52,True,True,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
全国社保基金一一五组合
中国工商银行-广发稳健增长证券投资基金
全国社保基金一一六组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
全国社保基金一一五组合
中国工商银行-广发稳健增长证券投资基金
全国社保基金一一六组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
全国社保基金一一五组合
中国工商银行-广发稳健增长证券投资基金
全国社保基金一一六组合"
60,300759.SZ,300759,康龙化成,化学制药,True,91.3,True,True,香港中央结算有限公司(陆股通)
61,603259.SH,603259,药明康德,化学制药,True,93.08,True,True,香港中央结算有限公司(陆股通)
62,000538.SZ,000538,云南白药,中成药,True,93.5,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一二组合
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一二组合
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV"
63,300347.SZ,300347,泰格医药,医疗保健,True,94.02,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
高瓴资本管理有限公司-HCM中国基金
国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
全国社保基金四零六组合"
64,600276.SH,600276,恒瑞医药,化学制药,True,94.5,True,True,"香港中央结算有限公司(陆股通)
奥本海默基金公司-中国基金
中央汇金资产管理有限责任公司"
65,603883.SH,603883,老百姓,医药商业,True,95.4,True,True,"香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合
国泰基金管理有限公司-社保基金1102组合"
66,300482.SZ,300482,万孚生物,医疗保健,True,95.81,True,False,"广州汇垠天粤股权投资基金管理有限公司
香港中央结算有限公司(陆股通)
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金"
67,603127.SH,603127,昭衍新药,医疗保健,True,96.53,True,False,"香港中央结算有限公司(陆股通)
华夏未来资本管理有限公司-华夏未来欣耀1期私募证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
中国建设银行股份有限公司-银河行业优选混合型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
全国社保基金四一八组合
全国社保基金四零六组合"
68,300122.SZ,300122,智飞生物,生物制药,True,102.98,True,True,"尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金
香港中央结算有限公司(陆股通)
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划"
69,688198.SH,688198,佰仁医疗,医疗保健,True,109.33,True,True,"上海勤远投资管理中心(有限合伙)-勤远嘉裕私募证券投资基金
上海勤远投资管理中心(有限合伙)-勤远动态平衡1号私募证券投资基金
上海勤远投资管理中心(有限合伙)-勤远动态平衡2号私募证券投资基金
全国社保基金四一一组合
中国银行股份有限公司-大成中小盘混合型证券投资基金(LOF)"
70,002901.SZ,002901,大博医疗,医疗保健,True,111.98,True,True,"中国工商银行-博时第三产业成长混合型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
招商银行股份有限公司-中欧瑞丰灵活配置混合型证券投资基金
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
博时基金管理有限公司-社保基金四一九组合
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
汇添富基金管理股份有限公司-社保基金四二三组合"
71,300702.SZ,300702,天宇股份,化学制药,True,114.44,True,False,"中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
中国工商银行股份有限公司-汇添富医药保健混合型证券投资基金
招商银行股份有限公司-泰康弘实3个月定期开放混合型发起式证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
平安资产-邮储银行-如意10号资产管理产品
中国农业银行股份有限公司-泰康新机遇灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金"
72,300677.SZ,300677,英科医疗,医疗保健,True,116.35,True,False,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金"
73,300725.SZ,300725,药石科技,化学制药,True,122.33,True,True,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金"
74,688202.SH,688202,美迪西,医疗保健,True,129.98,True,False,"中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
博时基金-国新投资有限公司-博时基金-国新2号单一资产管理计划
中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城医疗保健混合型证券投资基金
中国工商银行股份有限公司-博时科创主题3年封闭运作灵活配置混合型证券投资基金
中国建设银行股份有限公司-华宝医药生物优选混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金"
75,300558.SZ,300558,贝达药业,化学制药,True,131.27,True,False,香港中央结算有限公司(陆股通)
76,688363.SH,688363,华熙生物,生物制药,True,139.57,True,False,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国工商银行股份有限公司-申万菱信盛利精选证券投资基金
基本养老保险基金八零四组合
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
招商银行股份有限公司-兴全合润分级混合型证券投资基金
基本养老保险基金一二零六组合"
77,600763.SH,600763,通策医疗,医疗保健,True,157.31,True,True,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
深圳市新智达投资管理有限公司-新智达成长一号基金
全国社保基金四零六组合
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
交通银行股份有限公司-博时新兴成长混合型证券投资基金"
78,300601.SZ,300601,康泰生物,生物制药,True,157.48,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金"
79,600436.SH,600436,片仔癀,中成药,True,167.47,True,True,"香港中央结算有限公司(陆股通)
深圳市林园投资管理有限责任公司-林园投资21号私募投资基金
中央汇金资产管理有限责任公司
深圳市林园投资管理有限责任公司-林园投资29号私募投资基金
中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金
深圳市林园投资管理有限责任公司-林园投资36号私募投资基金"
80,603658.SH,603658,安图生物,医疗保健,True,172.35,True,True,"安图实业-国泰君安-19安图EB担保及信托财产专户
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
全国社保基金四零六组合
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金"
81,688029.SH,688029,南微医学,医疗保健,True,234.0,True,True,"中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
基本养老保险基金一二零一组合
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国建设银行股份有限公司-大成科创主题3年封闭运作灵活配置混合型证券投资基金
中国工商银行-易方达价值成长混合型证券投资基金
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
中国银行股份有限公司-易方达全球医药行业混合型发起式证券投资基金"
82,002821.SZ,002821,凯莱英,生物制药,True,236.19,True,True,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
全国社保基金一一五组合
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
兴业全球基金-兴业银行-兴全-股票红利特定多客户资产管理计划
全国社保基金一零一组合
兴全基金-兴业银行-兴业证券股份有限公司"
83,300760.SZ,300760,迈瑞医疗,医疗保健,True,302.56,True,True,"香港中央结算有限公司(陆股通)
全国社保基金一零二组合"
84,688016.SH,688016,心脉医疗,医疗保健,True,336.08,True,True,"中国工商银行股份有限公司-万家自主创新混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国工商银行股份有限公司-汇添富医药保健混合型证券投资基金
中国建设银行股份有限公司-上投摩根医疗健康股票型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
汇添富基金管理股份有限公司-社保基金17021组合"
85,000661.SZ,000661,长春高新,生物制药,True,423.88,True,True,"招商银行股份有限公司-鹏华价值成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一八组合
全国社保基金一零一组合
全国社保基金一零四组合
全国社保基金一一六组合
交通银行-易方达50指数证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金"
