,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
36,600151.SH,600151,航天机电,汽车配件,6.88,0.0,2.0,98.68,"中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金",3.0
37,000516.SZ,000516,国际医学,医疗保健,6.9,0.0,1.0,133.1,"广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划
泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划",2.0
38,002620.SZ,002620,瑞和股份,装修装饰,6.91,0.0,1.0,21.44,元沣(深圳)资产管理有限公司-元沣价值成长3号私募投资基金,1.0
39,002270.SZ,002270,华明装备,电气设备,6.99,0.0,1.0,51.18,"上海国投协力发展股权投资基金合伙企业(有限合伙)
北京国投协力股权投资基金(有限合伙)
国投创新(北京)投资基金有限公司
深圳安信乾能股权投资基金合伙企业(有限合伙)",4.0
40,002165.SZ,002165,红宝丽,化工原料,7.13,0.0,2.0,42.36,"中央汇金资产管理有限责任公司
兴全睿众资产-招商银行-兴全睿众-兴全睿众定增9号特定多客户资产管理计划
博时基金管理有限公司-社保基金四一九组合",3.0
41,300255.SZ,300255,常山药业,生物制药,7.2,1.0,1.0,49.07,"中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
珠海保联资产管理有限公司",2.0
42,603828.SH,603828,柯利达,装修装饰,7.3,1.0,1.0,39.97,中泰证券资管-证券行业支持民企发展中泰资管1号FOF集合资管计划-证券行业支持民企发展系列之中泰资管15号单一资产管理计划,1.0
43,601969.SH,601969,海南矿业,普钢,7.47,0.0,2.0,146.02,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
上海并购股权投资基金合伙企业(有限合伙)",4.0
44,601611.SH,601611,中国核建,建筑工程,7.68,0.0,1.0,201.6,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国信达资产管理股份有限公司",3.0
45,002742.SZ,002742,三圣股份,其他建材,8.0,2.0,1.0,15.5,中央汇金资产管理有限责任公司,1.0
46,002226.SZ,002226,江南化工,化工原料,8.15,0.0,1.0,78.1,"陕西省国际信托股份有限公司-陕国投·金玉32号证券投资集合资金信托计划
兴业全球基金-上海银行-浙江中升港通贸易有限公司
香港中央结算有限公司(陆股通)",3.0
47,000903.SZ,000903,云内动力,机械基件,8.16,0.0,1.0,144.21,"云南国际信托有限公司-云南信托·大西部丝绸之路2号集合资金信托计划
安徽中安资本投资基金有限公司",2.0
48,600351.SH,600351,亚宝药业,中成药,8.27,1.0,1.0,63.68,"中央汇金资产管理有限责任公司
山西省科技基金发展有限公司",2.0
49,603067.SH,603067,振华股份,化工原料,8.47,0.0,1.0,36.52,,0.0
50,002787.SZ,002787,华源控股,广告包装,8.6,1.0,1.0,15.62,"大成基金-工商银行-易方达资产管理有限公司
金库骐楷(杭州)投资管理有限公司-金库成长五号私募证券投资基金",2.0
51,002748.SZ,002748,世龙实业,化工原料,8.65,0.0,1.0,20.76,中央汇金资产管理有限责任公司,1.0
52,603183.SH,603183,建研院,建筑工程,8.67,0.0,1.0,12.71,,0.0
53,002297.SZ,002297,博云新材,矿物制品,8.85,1.0,1.0,41.59,中央汇金资产管理有限责任公司,1.0
54,002096.SZ,002096,南岭民爆,化工原料,9.0,1.0,1.0,33.38,"中央汇金资产管理有限责任公司
华菱津杉(天津)产业投资基金合伙企业(有限合伙
华菱津杉(天津)产业投资基金合伙企业(有限合伙)",3.0
55,300077.SZ,300077,国民技术,半导体,9.01,2.0,1.0,49.11,上海广文投资管理有限公司-广文价值发现1期证券投资基金,1.0
56,603758.SH,603758,秦安股份,汽车配件,9.09,0.0,1.0,39.89,上海兰丞秦安股权投资基金合伙企业(有限合伙),1.0
57,002743.SZ,002743,富煌钢构,钢加工,9.21,0.0,1.0,30.86,"平安大华基金-平安银行-中融国际信托-中融-融珲18号单一资金信托
中央汇金资产管理有限责任公司
红土创新基金-银河证券-深圳市创新投资集团有限公司",3.0
58,603278.SH,603278,大业股份,钢加工,9.22,0.0,1.0,11.05,,0.0
59,002209.SZ,002209,达意隆,轻工机械,9.31,0.0,3.0,14.39,,0.0
60,002786.SZ,002786,银宝山新,专用机械,9.32,1.0,1.0,35.39,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国建设银行股份有限公司-信达澳银先进智造股票型证券投资基金
全国社会保障基金理事会转持二户
中国建设银行股份有限公司-信达澳银精华灵活配置混合型证券投资基金",4.0
61,002651.SZ,002651,利君股份,专用机械,9.66,0.0,2.0,50.92,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
62,300139.SZ,300139,晓程科技,元器件,9.77,1.0,1.0,21.49,"中央汇金资产管理有限责任公司
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金",3.0
63,603838.SH,603838,四通股份,陶瓷,9.82,0.0,1.0,26.19,,0.0
64,000762.SZ,000762,西藏矿业,小金属,9.98,2.0,1.0,51.98,中央汇金资产管理有限责任公司,1.0
65,600480.SH,600480,凌云股份,汽车配件,9.99,0.0,2.0,76.27,"中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金",5.0
66,000785.SZ,000785,居然之家,百货,10.24,1.0,1.0,15.1,,0.0
67,002417.SZ,002417,深南股份,软件服务,10.33,0.0,3.0,23.7,,0.0
68,601216.SH,601216,君正集团,化工原料,10.58,0.0,2.0,892.74,"中信信诚资产-招商银行-诚融聚荷1号资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
69,601456.SH,601456,国联证券,证券,10.84,0.0,3.0,51.57,,0.0
70,600435.SH,600435,北方导航,专用机械,11.05,2.0,1.0,164.57,"中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中兵投资-广发证券-17中兵EB担保及信托财产专户
中欧基金-农业银行-中欧中证金融资产管理计划",6.0
71,300368.SZ,300368,汇金股份,IT设备,11.09,2.0,1.0,52.96,中央汇金资产管理有限责任公司,1.0
72,600165.SH,600165,新日恒力,钢加工,11.1,0.0,3.0,76.02,"华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划",3.0
73,600543.SH,600543,莫高股份,红黄酒,11.12,0.0,3.0,35.71,中信证券-甘肃兴陇资本管理有限公司-中信证券兴陇1号单一资产管理计划,1.0
74,000856.SZ,000856,冀东装备,机械基件,11.3,0.0,2.0,25.65,中央汇金资产管理有限责任公司,1.0
75,300083.SZ,300083,创世纪,元器件,11.31,1.0,1.0,147.83,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,1.0
76,300099.SZ,300099,精准信息,电器仪表,11.36,0.0,3.0,51.24,,0.0
77,002670.SZ,002670,国盛金控,证券,11.38,1.0,2.0,184.69,华鑫国际信托有限公司-华鑫信托·国鑫37号集合资金信托计划,1.0
78,300218.SZ,300218,安利股份,塑料,11.66,1.0,1.0,25.22,中央汇金资产管理有限责任公司,1.0
79,002560.SZ,002560,通达股份,电气设备,11.72,0.0,1.0,33.45,"深圳前海粤资基金管理有限公司-粤资价值成长10号证券投资私募基金
华泰证券资管-南京银行-华泰远见1号集合资产管理计划
河南超赢投资有限公司-超赢创赢30号私募投资基金
河南超赢投资有限公司-超赢创赢19号私募投资基金",4.0
80,603105.SH,603105,芯能科技,电气设备,11.74,1.0,1.0,36.19,"嘉兴铭朗二号股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金",2.0
81,002416.SZ,002416,爱施德,电器连锁,11.76,1.0,1.0,143.79,香港中央结算有限公司(陆股通),1.0
82,300095.SZ,300095,华伍股份,机械基件,11.9,0.0,1.0,33.04,华宝信托有限责任公司-大地32号单一资金信托,1.0
83,002035.SZ,002035,华帝股份,家用电器,11.96,0.0,1.0,93.64,"中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
香港中央结算有限公司(陆股通)",4.0
84,600114.SH,600114,东睦股份,机械基件,12.25,0.0,2.0,75.13,"上海国赞投资管理中心(有限合伙)-国赞稳健1号私募证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
上海中汇金锐投资管理有限公司-中汇金锐定增2期私募投资基金",4.0
85,603167.SH,603167,渤海轮渡,水运,12.29,0.0,2.0,57.23,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)",3.0
86,300859.SZ,300859,N西域,旅游服务,12.53,0.0,3.0,4.86,,0.0
87,002081.SZ,002081,金螳螂,装修装饰,12.65,0.0,3.0,329.55,"大连通和投资有限公司-通和富享一期投资基金
中央汇金资产管理有限责任公司
大连通和投资有限公司-通和宏观对冲一期私募投资基金
香港中央结算有限公司(陆股通)
大连通和投资有限公司-通和进取十二期私募投资基金",5.0
88,300411.SZ,300411,金盾股份,专用机械,12.66,2.0,1.0,18.73,柚子(北京)投资管理有限公司-柚子云帆私募证券投资基金,1.0
89,000921.SZ,000921,海信家电,家用电器,13.28,0.0,1.0,119.8,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-博时成长优选两年封闭运作灵活配置混合型证券投资基金
中国农业银行股份有限公司-博时裕隆灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-汇丰晋信大盘股票型证券投资基金
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划",6.0
90,000697.SZ,000697,炼石航空,航空,13.66,1.0,2.0,77.28,"上海铂祥投资管理中心(有限合伙)-铂祥FOF私募证券投资基金
申万菱信基金-四川发展引领资本管理有限公司-申万菱信-引领资本1号大股东增持单一资产管理计划",2.0
91,300340.SZ,300340,科恒股份,元器件,14.15,0.0,1.0,24.32,中央汇金资产管理有限责任公司,1.0
92,300414.SZ,300414,中光防雷,通信设备,14.67,1.0,1.0,44.42,中央汇金资产管理有限责任公司,1.0
93,603035.SH,603035,常熟汽饰,汽车配件,15.0,0.0,2.0,42.89,深圳菁英时代资本管理有限公司-菁英时代常盈1号私募基金,1.0
94,000828.SZ,000828,东莞控股,路桥,15.4,0.0,2.0,160.09,中国工商银行-富国中证红利指数增强型证券投资基金,1.0
95,002771.SZ,002771,真视通,软件服务,15.53,0.0,1.0,20.32,厦门国际信托有限公司-卧龙一期证券投资分级受益权集合资金信托,1.0
96,605188.SH,605188,国光连锁,超市连锁,15.81,0.0,3.0,7.84,,0.0
97,605066.SH,605066,天正电气,电气设备,15.87,0.0,2.0,11.27,,0.0
98,300460.SZ,300460,惠伦晶体,元器件,16.08,0.0,1.0,37.88,"国泰基金-工商银行-国泰基金格物1号资产管理计划
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
交通银行股份有限公司-博时新兴成长混合型证券投资基金
国泰基金-浦发银行-国泰-禾盈1号资产管理计划
国泰基金-上海银行-国泰基金格物2号集合资产管理计划",5.0
99,300358.SZ,300358,楚天科技,医疗保健,16.32,0.0,1.0,74.64,"鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
湖南省资产管理有限公司
中央汇金资产管理有限责任公司
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划
西藏德传投资管理有限公司-德传附子证券投资基金",5.0
100,603933.SH,603933,睿能科技,纺织机械,16.35,0.0,1.0,32.9,,0.0
101,605158.SH,605158,华达新材,钢加工,16.38,0.0,3.0,16.12,,0.0
102,603053.SH,603053,成都燃气,供气供热,16.43,0.0,1.0,14.6,,0.0
103,600980.SH,600980,北矿科技,元器件,16.53,2.0,1.0,25.16,,0.0
104,002106.SZ,002106,莱宝高科,元器件,16.55,2.0,1.0,116.49,"中国国际金融香港资产管理有限公司-客户资金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金",3.0
105,002201.SZ,002201,九鼎新材,玻璃,16.71,0.0,1.0,55.42,中央汇金资产管理有限责任公司,1.0
106,601606.SH,601606,长城军工,专用机械,16.81,0.0,1.0,50.05,"中国华融资产管理股份有限公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国长城资产管理股份有限公司
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金",4.0
107,600876.SH,600876,洛阳玻璃,玻璃,16.93,2.0,1.0,47.24,香港中央结算有限公司(陆股通),1.0
108,300101.SZ,300101,振芯科技,通信设备,17.04,1.0,1.0,93.84,"中央汇金资产管理有限责任公司
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金",3.0
109,300455.SZ,300455,康拓红外,运输设备,17.97,0.0,1.0,89.93,"中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金",3.0
110,000777.SZ,000777,中核科技,机械基件,18.16,0.0,2.0,69.63,中央汇金资产管理有限责任公司,1.0
111,603886.SH,603886,元祖股份,食品,19.45,1.0,1.0,46.68,"民生通惠资产-工商银行-民生通惠通汇6号资产管理产品
四川海之翼股权投资基金管理有限公司-海之翼一期管理基金
光大兴陇信托有限责任公司-光大-融金1号证券投资集合资金信托计划",3.0
112,002286.SZ,002286,保龄宝,食品,19.77,0.0,1.0,73.0,"宁波趵朴富通资产管理中心(有限合伙)
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-南方大数据100指数证券投资基金",3.0
113,000877.SZ,000877,天山股份,水泥,19.82,0.0,1.0,174.43,"中国工商银行股份有限公司-华安沪港深机会灵活配置混合型证券投资基金
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四一二组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国建设银行股份有限公司-华安核心优选混合型证券投资基金",8.0
114,002827.SZ,002827,高争民爆,化工原料,19.94,2.0,1.0,55.03,全国社会保障基金理事会转持一户,1.0
115,002262.SZ,002262,恩华药业,化学制药,20.02,0.0,1.0,178.15,"全国社保基金一零三组合
中国建设银行股份有限公司-鹏华优选价值股票型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-鹏华稳健回报混合型证券投资基金
上海宽远资产管理有限公司-宽远价值进取证券投资基金",5.0
116,300087.SZ,300087,荃银高科,种植业,20.05,2.0,1.0,78.99,"全国社保基金一一六组合
全国社保基金一一一组合
中国农业银行股份有限公司-大成景阳领先混合型证券投资基金",3.0
117,002552.SZ,002552,宝鼎科技,机械基件,20.27,0.0,2.0,40.57,,0.0
118,300531.SZ,300531,优博讯,软件服务,20.4,2.0,1.0,57.12,,0.0
119,600372.SH,600372,中航电子,航空,20.76,1.0,1.0,365.28,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
香港中央结算有限公司(陆股通)",4.0
120,603032.SH,603032,德新交运,公路,20.92,1.0,1.0,33.47,,0.0
121,603359.SH,603359,东珠生态,环境保护,20.93,1.0,1.0,32.01,"无锡金投产业升级股权投资基金企业(有限合伙)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
上海复星创泓股权投资基金合伙企业(有限合伙)
中国建设银行股份有限公司-交银施罗德稳健配置混合型证券投资基金",4.0
122,002163.SZ,002163,海南发展,装修装饰,21.33,1.0,1.0,171.38,"中国对外经济贸易信托有限公司-鸿道3期
华润深国投信托有限公司-华润信托·鸿道聚利集合资金信托计划
中航基金-浙商银行-中航基金同达1号资产管理计划",3.0
123,002835.SZ,002835,同为股份,元器件,21.58,0.0,1.0,25.3,"中国国际金融香港资产管理有限公司-客户资金
中国建设银行股份有限公司-博道伍佰智航股票型证券投资基金
兴业证券股份有限公司-博道久航混合型证券投资基金",3.0
124,300274.SZ,300274,阳光电源,电气设备,21.84,0.0,1.0,236.79,"全国社保基金四一三组合
中央汇金资产管理有限责任公司
全国社保基金一一八组合
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
安徽安元投资基金有限公司",7.0
125,600363.SH,600363,联创光电,元器件,22.01,2.0,1.0,97.61,,0.0
126,600756.SH,600756,浪潮软件,软件服务,22.28,1.0,1.0,72.21,香港中央结算有限公司(陆股通),1.0
127,603898.SH,603898,好莱客,家居用品,22.41,0.0,1.0,69.38,"建投拓安(安徽)股权投资管理有限公司-中德制造业(安徽)投资基金(有限合伙)
香港中央结算有限公司(陆股通)",2.0
128,002866.SZ,002866,传艺科技,IT设备,22.54,4.0,1.0,29.46,"中国农业银行股份有限公司-交银施罗德定期支付双息平衡混合型证券投资基金
中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国农业银行股份有限公司-交银施罗德数据产业灵活配置混合型证券投资基金",5.0
129,002919.SZ,002919,名臣健康,日用化工,22.68,0.0,1.0,9.59,,0.0
130,002236.SZ,002236,大华股份,电器仪表,22.95,0.0,1.0,426.17,"中央汇金资产管理有限责任公司
上海景林资产管理有限公司-景林全球基金
富达基金(香港)有限公司-客户资金
香港中央结算有限公司(陆股通)",4.0
131,300554.SZ,300554,三超新材,矿物制品,23.3,2.0,1.0,13.02,,0.0
132,600988.SH,600988,赤峰黄金,黄金,23.51,1.0,1.0,335.34,"中国国际金融香港资产管理有限公司-客户资金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-华夏经典配置混合型证券投资基金
华夏成长证券投资基金
中国银行股份有限公司-银华优质增长混合型证券投资基金
长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划
中国建设银行股份有限公司-华宝行业精选混合型证券投资基金",7.0
133,300123.SZ,300123,亚光科技,半导体,24.38,0.0,1.0,140.97,"银河资本-浙商银行-银河资本-鑫鑫一号资产管理计划
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
湖南省资产管理有限公司",4.0
134,605318.SH,605318,法狮龙,装修装饰,25.29,1.0,2.0,8.17,,0.0
135,600131.SH,600131,国网信通,通信设备,25.35,0.0,1.0,103.34,"兴证证券资管-阿坝州投资发展公司-兴证资管阿尔法科睿3号单一资产管理计划
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
北京新华国泰水利资产管理有限公司",4.0
136,605118.SH,605118,力鼎光电,元器件,26.05,0.0,3.0,10.68,,0.0
137,605399.SH,605399,晨光新材,化工原料,26.32,0.0,2.0,12.11,,0.0
138,603606.SH,603606,东方电缆,电气设备,26.9,0.0,1.0,171.85,"全国社保基金四一二组合
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
光大证券-光大银行-光大阳光集合资产管理计划
香港中央结算有限公司(陆股通)",4.0
139,002853.SZ,002853,皮阿诺,家居用品,27.59,0.0,1.0,26.27,"中国工商银行股份有限公司-泰康策略优选灵活配置混合型证券投资基金
长安国际信托股份有限公司-长安信托-皮阿诺2018员工持股集合资金信托计划",2.0
140,603809.SH,603809,豪能股份,汽车配件,28.55,0.0,1.0,32.85,"工银瑞信基金管理有限公司
华宝信托有限责任公司",2.0
