code,name,pe,p_change_01,past_average_turnover,stop_mark
002566,益盛药业,48.04,6.495,2.323,
600716,凤凰股份,0.0,6.486,3.37,
000505,京粮控股,39.31,6.486,3.38,
002582,好想你,54.91,6.474,1.963,
002356,赫美集团,57.54,6.469,0.743,
600726,华电能源,0.0,6.466,1.51,
300727,润禾材料,64.55,6.465,21.697,
600131,岷江水电,38.94,6.464,1.29,
000004,国农科技,0.0,6.438,0.807,
000037,深南电A,245.21,6.424,1.25,
600483,福能股份,13.76,6.415,0.513,
002900,哈三联,32.49,6.414,7.623,
600710,ST常林,24.6,6.398,1.82,
002041,登海种业,70.87,6.354,1.743,
300653,正海生物,51.69,6.349,6.573,
000979,中弘股份,127.86,6.331,4.44,
300383,光环新网,53.06,6.313,12.3,
002116,中国海诚,23.99,6.308,2.473,
002667,鞍重股份,81.24,6.301,5.19,
002865,钧达股份,41.38,6.293,8.203,
002596,海南瑞泽,84.18,6.268,2.823,
600468,百利电气,76.83,6.249,0.593,
300059,东方财富,97.64,6.237,4.623,
002522,浙江众成,99.94,6.115,1.293,
600128,弘业股份,294.85,6.079,2.64,
600518,康美药业,26.34,6.044,0.387,
002585,双星新材,43.04,6.038,1.143,
300567,精测电子,67.95,6.007,1.213,
002410,广联达,66.88,5.978,1.393,
002227,奥 特 迅,1722.99,5.976,1.32,
300511,雪榕生物,41.26,5.949,2.393,
300420,五洋停车,42.07,5.934,3.633,
002531,天顺风能,27.27,5.925,0.773,
600489,中金黄金,79.49,5.905,2.123,
000611,天首发展,0.0,5.887,1.42,
002828,贝肯能源,42.67,5.879,5.383,
600995,文山电力,14.3,5.864,2.49,
300560,中富通,67.61,5.863,6.77,
300526,中潜股份,57.36,5.863,12.623,
600719,大连热电,0.0,5.846,1.13,
002120,韵达股份,36.88,5.83,1.007,
600011,华能国际,58.41,5.828,0.193,
300099,精准信息,140.92,5.822,8.04,
300122,智飞生物,116.04,5.802,1.153,
002917,金奥博,45.26,5.8,21.47,
600613,神奇制药,39.97,5.796,1.133,
002631,德尔未来,35.61,5.784,1.623,
600300,维维股份,51.67,5.761,1.11,
600405,动力源,0.0,5.747,3.76,
300234,开尔新材,940.72,5.743,4.953,
300369,绿盟科技,0.0,5.735,2.887,
600834,申通地铁,49.37,5.711,0.943,
300087,荃银高科,0.0,5.711,0.937,
600021,上海电力,42.32,5.686,0.44,
002915,中欣氟材,80.41,5.662,24.053,
000953,*ST河化,82.14,5.656,2.143,
300114,中航电测,44.68,5.609,1.483,
600120,浙江东方,18.32,5.6,1.907,
002561,徐家汇,22.1,5.57,2.423,
000514,渝 开 发,67.36,5.568,1.427,
000925,众合科技,120.85,5.564,2.54,
300472,新元科技,341.61,5.563,1.7,
000966,长源电力,51.83,5.562,2.007,
600083,博信股份,0.0,5.536,0.573,
300019,硅宝科技,69.81,5.525,2.93,
300595,欧普康视,46.53,5.517,1.207,
000652,泰达股份,22.77,5.511,1.373,
002880,卫光生物,38.37,5.51,3.827,
601877,正泰电器,20.14,5.505,0.67,
000739,普洛药业,26.41,5.499,0.733,
600127,金健米业,234.11,5.478,2.333,
600536,中国软件,0.0,5.449,2.963,
300316,晶盛机电,58.46,5.424,2.11,
300627,华测导航,61.69,5.377,7.733,
600796,钱江生化,36.24,5.376,1.843,
300253,卫宁健康,88.42,5.369,4.45,
002049,紫光国芯,98.68,5.358,8.353,
600152,维科精华,55.62,5.339,2.637,
600824,益民集团,24.83,5.305,1.327,
300507,苏奥传感,30.91,5.302,5.06,
002341,新纶科技,68.98,5.293,2.277,
600232,金鹰股份,93.5,5.284,1.317,
002266,浙富控股,80.71,5.275,2.497,
002810,山东赫达,41.49,5.158,4.007,
002716,金贵银业,45.42,5.145,10.263,
002231,奥维通信,0.0,5.14,0.88,
600679,上海凤凰,80.52,5.095,2.277,
601369,陕鼓动力,35.84,5.069,0.63,
002155,湖南黄金,32.91,5.044,2.97,
600523,贵航股份,22.29,5.012,2.5,
000523,广州浪奇,128.25,5.005,0.847,
600841,上柴股份,85.64,4.994,0.503,
600156,华升股份,0.0,4.974,1.16,
002620,瑞和股份,24.59,4.974,4.333,
300706,阿石创,109.42,4.963,16.693,
600085,同仁堂,41.92,4.92,0.543,
600712,南宁百货,0.0,4.9,0.463,
600359,新农开发,103.32,4.885,5.363,
600677,航天通信,637.36,4.849,3.66,
300125,易世达,1507.95,4.844,0.583,
300121,阳谷华泰,28.15,4.829,1.43,
600073,上海梅林,17.89,4.817,2.087,
002772,众兴菌业,27.27,4.816,2.727,
002816,和科达,122.9,4.804,2.973,
002903,宇环数控,43.31,4.798,24.847,
600673,东阳光科,52.83,4.782,1.947,
600108,亚盛集团,94.01,4.754,2.737,
600360,华微电子,55.94,4.745,4.097,
000538,云南白药,30.21,4.736,0.263,
002046,轴研科技,0.0,4.72,3.91,
002243,通产丽星,58.11,4.711,1.607,
300685,艾德生物,90.6,4.675,6.8,
601808,中海油服,0.0,4.649,0.563,
300481,濮阳惠成,48.02,4.61,4.133,
000701,厦门信达,27.18,4.604,2.513,
600311,荣华实业,515.51,4.578,4.88,
000886,海南高速,44.22,4.578,4.943,
600480,凌云股份,17.21,4.573,3.89,
300687,赛意信息,47.98,4.571,18.173,
002901,大博医疗,44.76,4.559,7.473,
002014,永新股份,19.2,4.547,0.753,
002734,利民股份,27.62,4.546,1.637,
600867,通化东宝,48.88,4.541,0.643,
600354,敦煌种业,24.45,4.512,6.41,
600227,赤天化,0.0,4.488,1.073,
600647,同达创业,145.52,4.488,3.08,
300023,宝德股份,27.3,4.421,2.13,
000400,许继电气,30.32,4.413,1.79,
300725,药石科技,99.01,4.399,16.69,
002826,易明医药,71.7,4.391,8.137,
600736,苏州高新,12.61,4.387,1.427,
000673,当代东方,320.87,4.359,7.863,
300446,乐凯新材,24.75,4.325,3.477,
002837,英维克,49.86,4.312,15.553,
002537,海联金汇,36.93,4.295,0.993,
002294,信立泰,28.68,4.293,0.797,
600714,金瑞矿业,196.71,4.288,0.943,
002506,协鑫集成,342.49,4.273,1.293,
300568,星源材质,44.96,4.263,2.943,
600387,海越股份,0.0,4.246,2.103,
300542,新晨科技,225.17,4.244,27.537,
300091,金通灵,62.31,4.236,0.877,
600727,鲁北化工,39.73,4.228,3.493,
600285,羚锐制药,21.42,4.191,1.8,
600688,上海石化,10.72,4.13,0.493,
601798,蓝科高新,554.88,4.126,0.833,
600267,海正药业,2027.66,4.115,1.067,
000929,兰州黄河,56.22,4.101,2.22,
002419,天虹股份,22.25,4.098,1.51,
300642,透景生命,55.48,4.091,5.527,
002237,恒邦股份,23.59,4.075,2.793,
002317,众生药业,21.23,4.072,0.927,
601611,中国核建,37.6,4.051,1.657,
600297,广汇汽车,15.52,4.044,0.42,
300584,海辰药业,52.1,4.023,3.177,
601366,利群股份,23.96,4.022,8.96,
002746,仙坛股份,44.26,4.021,1.37,
601318,中国平安,14.43,4.013,1.153,
000017,深中华A,0.0,4.012,2.263,
300733,西菱动力,42.88,3.998,33.833,
000735,罗 牛 山,51.71,3.981,6.217,
300096,易联众,0.0,3.946,4.083,
000712,锦龙股份,65.95,3.918,0.98,
600760,中航沈飞,0.0,3.913,4.31,
002070,*ST众和,0.0,3.909,2.863,
002179,中航光电,36.8,3.891,0.817,
002220,天宝食品,26.98,3.886,1.407,
600506,香梨股份,0.0,3.878,3.177,
300254,仟源医药,59.54,3.858,1.833,
601919,中远海控,17.25,3.853,0.58,
300012,华测检测,53.33,3.849,1.57,
600525,长园集团,26.52,3.846,2.163,
300689,澄天伟业,44.87,3.838,11.127,
600626,申达股份,29.47,3.821,2.423,
600406,国电南瑞,61.99,3.779,1.333,
601727,上海电气,36.06,3.704,0.193,
002683,宏大爆破,34.81,3.695,0.617,
002458,益生股份,0.0,3.684,3.79,
002761,多喜爱,187.39,3.676,2.14,
600860,*ST京城,0.0,3.667,0.243,
000989,九 芝 堂,27.16,3.662,2.547,
600759,洲际油气,0.0,3.658,1.007,
300501,海顺新材,33.23,3.653,3.463,
300608,思特奇,263.55,3.649,4.407,
000869,张 裕Ａ,23.22,3.647,0.53,
000518,四环生物,132.06,3.633,0.5,
300579,数字认证,54.97,3.589,5.867,
000078,海王生物,27.96,3.584,1.28,
002547,春兴精工,180.38,3.534,2.177,
300302,同有科技,90.05,3.532,5.54,
002123,梦网集团,32.25,3.51,1.913,
600768,宁波富邦,14.11,3.5,1.783,
601607,上海医药,18.33,3.499,0.573,
300521,爱司凯,48.32,3.492,5.02,
000411,英特集团,54.68,3.491,0.31,
002529,海源机械,98.04,3.474,1.467,
002867,周大生,27.71,3.471,2.503,
300389,艾比森,60.41,3.457,1.697,
002581,未名医药,27.2,3.446,1.623,
002875,安奈儿,38.83,3.384,4.487,
300119,瑞普生物,30.74,3.372,0.783,
300516,久之洋,131.72,3.342,3.447,
601212,白银有色,141.19,3.337,2.28,
300463,迈克生物,32.78,3.311,1.14,
002024,苏宁易购,136.7,3.285,2.417,
002737,葵花药业,26.03,3.272,3.187,
000920,南方汇通,29.39,3.26,2.233,
600650,锦江投资,30.41,3.234,2.137,
300109,新开源,64.25,3.231,4.957,
600195,中牧股份,25.39,3.21,0.947,
601599,鹿港文化,42.34,3.205,1.097,
002830,名雕股份,93.77,3.087,11.853,
300589,江龙船艇,73.34,3.083,14.507,
000829,天音控股,230.08,3.074,0.883,
000767,漳泽电力,0.0,3.002,0.33,
002380,科远股份,42.33,2.997,1.257,
600873,梅花生物,17.3,2.977,1.117,
000998,隆平高科,148.28,2.928,1.577,
601038,一拖股份,74.23,2.928,1.92,
600432,*ST吉恩,0.0,2.893,,
000688,建新矿业,23.97,2.884,1.217,
002568,百润股份,51.83,2.868,0.73,
600284,浦东建设,16.5,2.86,0.743,
600980,北矿科技,51.63,2.828,3.713,
300189,神农基因,0.0,2.818,1.457,
002323,雅百特,19.57,2.76,10.3,
300605,恒锋信息,53.2,2.76,3.423,
600329,中新药业,22.26,2.758,0.873,
002863,今飞凯达,55.85,2.742,20.7,
002829,星网宇达,79.29,2.728,2.137,
000973,佛塑科技,61.13,2.726,2.153,
300632,光莆股份,36.61,2.713,4.79,
300285,国瓷材料,45.95,2.712,1.11,
300404,博济医药,0.0,2.697,4.183,
300670,大烨智能,47.98,2.656,6.683,
000550,江铃汽车,19.82,2.65,1.423,
600843,上工申贝,21.87,2.641,1.553,
000637,茂化实华,28.17,2.635,2.91,
600616,金枫酒业,60.98,2.618,0.57,
600096,云天化,335.35,2.584,1.01,
002485,希努尔,2668.33,2.533,1.173,
600998,九州通,25.68,2.524,0.213,
002320,海峡股份,48.85,2.516,5.693,
600490,鹏欣资源,54.75,2.489,3.04,
600744,华银电力,0.0,2.463,0.727,
600415,小商品城,18.02,2.437,0.65,
000018,神州长城,18.4,2.427,2.837,
000404,华意压缩,23.93,2.424,0.997,
601718,际华集团,33.9,2.398,1.133,
002801,微光股份,32.11,2.391,3.547,
300654,世纪天鸿,119.15,2.385,15.363,
002550,千红制药,31.93,2.352,0.777,
300063,天龙集团,22.21,2.343,3.263,
002349,精华制药,35.48,2.337,0.847,
002454,松芝股份,25.5,2.336,1.057,
002007,华兰生物,31.44,2.253,0.743,
600652,游久游戏,99.0,2.252,2.82,
600764,中国海防,228.33,2.249,0.693,
300729,乐歌股份,38.81,2.241,13.033,
600663,陆家嘴,33.97,2.228,0.127,
300053,欧比特,66.9,2.212,3.663,
300188,美亚柏科,138.13,2.172,3.537,
000153,丰原药业,29.75,2.169,1.163,
000023,深天地Ａ,55.4,2.164,1.553,
600692,亚通股份,66.17,2.157,4.99,
600557,康缘药业,19.86,2.156,1.223,
002095,生 意 宝,418.71,2.141,2.28,
600566,济川药业,28.68,2.135,0.493,
300414,中光防雷,80.89,2.116,2.207,
300736,百华悦邦,50.86,2.057,21.837,
600678,四川金顶,120.33,2.055,0.617,
600891,秋林集团,28.91,2.032,2.063,
600203,福日电子,51.22,2.026,1.557,
002126,银轮股份,22.53,2.022,9.833,
300604,长川科技,108.46,2.021,8.337,
300478,杭州高新,109.11,2.017,5.187,
600288,大恒科技,495.09,2.0,2.603,
000617,中油资本,18.62,1.983,3.153,
600869,智慧能源,61.77,1.922,1.12,
600391,航发科技,195.5,1.912,3.653,
300684,中石科技,106.94,1.909,22.677,
002846,英联股份,58.74,1.907,12.31,
300710,万隆光电,41.29,1.902,10.09,
601127,小康股份,26.05,1.894,1.777,
000513,丽珠集团,7.0,1.877,1.693,
300324,旋极信息,52.15,1.865,3.643,
600540,*ST新赛,195.42,1.849,0.907,
000875,吉电股份,0.0,1.842,1.48,
600104,上汽集团,12.64,1.837,0.24,
000557,西部创业,74.6,1.835,1.897,
600031,三一重工,26.12,1.832,1.2,
600008,首创股份,43.75,1.825,1.313,
600438,通威股份,19.6,1.825,1.84,
600101,明星电力,21.6,1.82,2.443,
002869,金溢科技,43.55,1.817,16.31,
002311,海大集团,23.72,1.808,0.463,
002359,北讯集团,147.92,1.807,0.873,
600082,海泰发展,0.0,1.807,1.097,
002105,信隆健康,35.95,1.777,0.73,
600600,青岛啤酒,20.62,1.769,0.81,
300541,先进数通,106.8,1.766,5.803,
002751,易尚展示,136.57,1.765,2.323,
002815,崇达技术,27.93,1.757,2.32,
600791,京能置业,35.32,1.743,1.473,
002401,中远海科,46.04,1.738,2.943,
600903,贵州燃气,172.75,1.732,35.203,
002338,奥普光电,63.75,1.731,1.5,
002089,新 海 宜,70.65,1.702,1.447,
002630,华西能源,59.8,1.692,1.723,
300628,亿联网络,28.12,1.676,4.173,
000655,金岭矿业,25.29,1.671,1.377,
