code,name,p_change_01,p_change_02,past_average_turnover,normalizing_std,next_day_to_ma5,close_to_ma5,stop_mark
600698,湖南天雁,2.657,-14.426,2.33,0.033,6.075,,
002790,瑞尔特,2.434,-14.374,1.717,0.009,22.808,★,
000638,万方发展,1.095,-14.301,1.967,0.013,8.36,,
002080,中材科技,8.315,-14.185,2.133,0.032,18.905,★,
002902,铭普光磁,1.268,-14.151,17.353,0.02,33.84,★,
600903,贵州燃气,4.015,-14.121,11.277,0.023,27.435,★,
000002,万 科Ａ,2.053,-14.044,0.377,0.01,28.038,★,
600207,安彩高科,5.831,-13.888,2.313,0.035,8.335,,
002742,三圣股份,0.437,-13.782,1.563,0.008,13.925,★,
600191,华资实业,0.94,-13.723,0.86,0.01,6.462,★,
300434,金石东方,4.603,-13.694,1.993,0.035,22.798,,
600178,东安动力,5.128,-13.507,1.337,0.022,6.188,★,
300541,先进数通,2.332,-13.472,3.423,0.011,25.58,★,
600866,星湖科技,0.241,-13.067,0.607,0.007,4.075,★,
000019,深深宝Ａ,3.389,-12.961,3.357,0.017,10.27,,
600522,中天科技,1.706,-12.941,1.407,0.009,10.142,★,
600711,盛屯矿业,17.405,-12.923,8.2,0.068,9.928,,
300030,阳普医疗,0.506,-12.869,1.683,0.013,8.288,,
002348,高乐股份,0.491,-12.868,0.35,0.003,4.078,★,
300430,诚益通,0.517,-12.852,0.833,0.016,19.69,,
300354,东华测试,0.727,-12.844,3.4,0.022,11.578,,
000852,石化机械,4.627,-12.84,4.01,0.041,9.16,,
000979,中弘股份,0.742,-12.822,2.06,0.037,1.378,★,
002648,卫星石化,3.104,-12.747,0.893,0.014,12.95,,
600992,贵绳股份,1.072,-12.697,0.553,0.008,9.382,★,
600975,新五丰,5.342,-12.642,1.623,0.018,4.965,,
002895,川恒股份,5.301,-12.602,19.697,0.029,23.822,,
000423,东阿阿胶,1.789,-12.498,0.657,0.007,55.85,,
300308,中际旭创,3.835,-12.416,0.827,0.016,68.775,,
002713,东易日盛,3.685,-12.385,1.733,0.015,23.237,★,
601718,际华集团,1.93,-12.379,0.17,0.004,4.78,★,
002231,奥维通信,0.789,-12.236,1.42,0.008,7.68,★,
600778,*ST友好,1.836,-12.206,0.817,0.009,4.925,,
000016,深康佳Ａ,2.017,-12.148,1.193,0.012,5.953,,
601882,海天精工,7.025,-12.048,7.577,0.042,11.932,★,
601212,白银有色,0.917,-12.0,1.36,0.015,5.535,★,
300432,富临精工,2.832,-11.983,1.187,0.014,12.475,,
300636,同和药业,3.895,-11.983,5.55,0.009,27.778,★,
600366,宁波韵升,1.297,-11.976,0.597,0.003,14.722,★,
300279,和晶科技,6.539,-11.923,1.417,0.015,11.848,★,
600549,厦门钨业,2.161,-11.9,1.207,0.008,22.92,★,
300658,延江股份,4.516,-11.884,5.533,0.015,25.332,★,
002758,华通医药,5.857,-11.871,4.51,0.017,10.185,,
600113,浙江东日,0.975,-11.736,2.673,0.014,10.468,★,
300554,三超新材,3.796,-11.712,2.753,0.01,99.158,★,
000806,银河生物,3.161,-11.706,7.58,0.045,6.69,,
002568,百润股份,0.544,-11.63,0.65,0.018,13.175,,
002534,杭锅股份,0.269,-11.605,0.593,0.016,7.977,,
300019,硅宝科技,0.22,-11.5,0.49,0.006,8.865,★,
002824,和胜股份,2.913,-11.493,2.913,0.018,15.19,,
002892,科力尔,0.731,-11.472,4.667,0.014,31.98,,
300618,寒锐钴业,7.118,-11.419,4.947,0.045,153.13,,
002791,坚朗五金,2.435,-11.335,1.31,0.014,15.16,★,
002456,欧菲科技,8.811,-11.328,1.447,0.023,19.242,,
300064,豫金刚石,0.404,-11.318,2.223,0.013,7.598,★,
600408,*ST安泰,0.5,-11.302,0.59,0.005,2.075,★,
002335,科华恒盛,3.352,-11.286,0.887,0.016,26.038,★,
600714,金瑞矿业,0.912,-11.218,0.35,0.008,7.78,★,
002786,银宝山新,2.361,-11.194,2.72,0.02,7.992,,
002629,仁智股份,17.993,-11.161,6.793,0.076,6.995,★,
300629,新劲刚,2.979,-11.147,4.293,0.019,47.555,,
002190,成飞集成,7.409,-11.112,2.437,0.04,22.77,,
600060,海信电器,5.422,-11.093,0.6,0.011,13.932,,
002229,鸿博股份,4.373,-11.064,8.477,0.021,11.978,,
300731,科创新源,7.343,-10.994,11.083,0.031,32.775,,
002915,中欣氟材,7.974,-10.965,19.113,0.027,36.132,,
000612,焦作万方,2.44,-10.905,0.323,0.01,6.35,,
600107,美尔雅,3.636,-10.816,0.33,0.007,11.015,★,
300645,正元智慧,3.597,-10.77,3.677,0.01,35.87,★,
000995,*ST皇台,4.249,-10.702,1.047,0.01,7.142,★,
300710,万隆光电,5.147,-10.679,8.427,0.013,36.015,,
000800,一汽轿车,1.214,-10.618,0.88,0.011,9.242,★,
002898,赛隆药业,3.621,-10.579,15.317,0.019,24.458,,
601619,嘉泽新能,4.689,-10.564,3.697,0.035,8.398,,
601899,紫金矿业,2.76,-10.53,0.623,0.005,4.1,★,
600855,航天长峰,4.321,-10.516,2.58,0.025,13.605,,
300338,开元股份,1.874,-10.496,1.15,0.017,17.318,★,
600597,光明乳业,0.356,-10.416,0.35,0.004,11.358,★,
600056,中国医药,0.638,-10.4,0.91,0.007,21.858,★,
300631,久吾高科,4.8,-10.358,4.497,0.018,27.695,,
000927,一汽夏利,2.752,-10.352,1.343,0.037,3.702,,
601238,广汽集团,1.771,-10.342,0.107,0.005,18.188,★,
002479,富春环保,1.705,-10.286,0.857,0.011,7.72,★,
600766,园城黄金,0.715,-10.229,0.967,0.005,8.598,★,
002208,合肥城建,6.348,-10.225,5.513,0.02,15.025,,
600583,海油工程,0.002,-10.178,0.313,0.009,5.772,★,
300466,赛摩电气,10.132,-10.155,20.387,0.054,10.448,,
002557,洽洽食品,9.179,-10.151,0.943,0.026,16.01,,
300573,兴齐眼药,1.372,-10.053,1.607,0.013,22.67,,
000036,华联控股,1.465,-10.053,0.99,0.013,7.623,★,
600078,澄星股份,0.955,-10.047,0.58,0.008,4.285,★,
000659,珠海中富,3.543,-10.044,3.503,0.047,3.58,,
601155,新城控股,2.463,-10.043,1.28,0.009,34.22,★,
000096,广聚能源,5.112,-10.036,0.38,0.028,11.892,,
002879,长缆科技,3.431,-10.023,8.547,0.023,33.045,,
000488,晨鸣纸业,1.271,-10.022,1.313,0.005,15.323,★,
000606,神州易桥,18.351,-10.012,5.137,0.091,8.7,,
000952,广济药业,9.041,-9.948,4.567,0.035,14.41,,
600971,恒源煤电,0.943,-9.908,1.133,0.005,7.51,★,
002594,比亚迪,4.568,-9.905,0.587,0.01,52.238,★,
300712,永福股份,2.437,-9.887,6.523,0.009,21.63,★,
600980,北矿科技,5.577,-9.879,2.77,0.021,14.86,,
600887,伊利股份,4.083,-9.867,1.43,0.014,26.388,,
000625,长安汽车,0.282,-9.852,0.253,0.003,10.285,★,
002867,周大生,2.066,-9.791,1.12,0.018,31.635,,
002826,易明医药,8.506,-9.77,4.487,0.012,18.06,,
002885,京泉华,4.813,-9.75,12.74,0.017,33.215,,
002918,蒙娜丽莎,0.445,-9.733,4.017,0.009,43.388,★,
300096,易联众,0.549,-9.678,1.357,0.01,11.185,,
000735,罗 牛 山,16.554,-9.645,25.02,0.062,11.338,,
002101,广东鸿图,2.529,-9.628,0.857,0.013,15.542,★,
300062,中能电气,1.939,-9.568,2.357,0.014,5.89,,
300592,华凯创意,4.055,-9.519,3.847,0.017,15.808,,
300221,银禧科技,4.697,-9.472,1.86,0.023,13.65,,
300084,海默科技,1.223,-9.464,2.91,0.016,5.902,,
002074,国轩高科,0.681,-9.416,2.393,0.01,18.075,★,
601808,中海油服,0.298,-9.412,0.283,0.013,10.79,,
300610,晨化股份,6.551,-9.393,14.883,0.053,16.055,,
002014,永新股份,0.552,-9.359,0.363,0.014,7.36,,
002008,大族激光,5.484,-9.345,1.04,0.007,52.1,,
002367,康力电梯,1.607,-9.305,0.993,0.007,8.28,★,
300490,华自科技,8.743,-9.291,4.413,0.023,14.565,★,
002417,深南股份,6.037,-9.21,1.253,0.023,10.995,,
300412,迦南科技,11.176,-9.203,4.54,0.044,10.855,★,
002837,英维克,3.719,-9.2,12.79,0.047,20.462,,
002503,搜于特,3.847,-9.198,0.39,0.014,4.302,★,
000023,深天地Ａ,6.142,-9.192,5.55,0.052,17.348,,
600138,中青旅,1.928,-9.174,0.617,0.004,21.638,★,
002027,分众传媒,7.354,-9.143,1.497,0.015,11.535,,
002570,*ST因美,2.727,-9.122,0.78,0.008,4.97,,
002774,快意电梯,3.731,-9.117,6.003,0.023,9.088,,
300461,田中精机,4.112,-9.111,3.037,0.04,52.895,★,
002475,立讯精密,10.755,-9.085,0.54,0.024,23.495,,
300042,朗科科技,2.356,-8.986,0.807,0.002,24.065,★,
002413,雷科防务,0.216,-8.958,0.833,0.004,8.955,★,
000426,兴业矿业,0.113,-8.955,0.713,0.007,8.992,★,
300669,沪宁股份,0.545,-8.952,2.853,0.007,24.152,★,
600848,上海临港,4.799,-8.923,1.287,0.017,23.95,,
600929,湖南盐业,23.765,-8.845,35.013,0.069,15.688,,
600403,大有能源,3.52,-8.824,0.173,0.019,4.42,★,
000985,大庆华科,0.593,-8.787,1.407,0.023,17.24,,
002533,金杯电工,0.181,-8.786,0.493,0.009,5.69,,
000951,中国重汽,7.74,-8.733,0.883,0.018,13.743,,
600767,ST运盛,1.741,-8.714,0.507,0.009,5.932,★,
002868,绿康生化,0.289,-8.713,1.817,0.009,21.342,,
300477,合纵科技,5.339,-8.652,13.843,0.026,27.342,,
600743,华远地产,1.31,-8.642,0.373,0.004,3.095,★,
002428,云南锗业,0.085,-8.589,1.903,0.006,11.335,★,
002347,泰尔股份,3.944,-8.573,1.21,0.007,4.96,★,
002909,集泰股份,3.885,-8.555,10.123,0.015,20.13,★,
600822,上海物贸,0.516,-8.512,1.123,0.006,11.51,★,
300386,飞天诚信,1.359,-8.507,2.613,0.012,15.725,★,
600250,南纺股份,0.251,-8.481,0.303,0.007,8.018,★,
000782,美达股份,5.905,-8.464,1.447,0.028,6.992,★,
002847,盐津铺子,0.939,-8.423,6.537,0.013,26.005,★,
002157,正邦科技,10.175,-8.418,1.65,0.032,4.283,,
002598,山东章鼓,2.404,-8.393,0.453,0.008,8.032,★,
002077,大港股份,3.245,-8.362,0.407,0.017,9.88,,
002137,麦达数字,6.262,-8.354,11.783,0.022,11.683,,
601318,中国平安,4.76,-8.35,0.503,0.007,63.335,,
601216,君正集团,0.685,-8.339,0.357,0.006,4.378,★,
002167,东方锆业,0.715,-8.301,1.227,0.007,8.412,★,
300040,九洲电气,2.257,-8.288,1.433,0.006,7.192,★,
600230,沧州大化,1.646,-8.283,1.587,0.007,38.692,★,
002142,宁波银行,3.197,-8.264,0.383,0.007,18.04,★,
300535,达威股份,0.027,-8.263,3.88,0.015,33.457,,
002883,中设股份,1.02,-8.254,9.63,0.018,51.56,,
002527,新时达,0.129,-8.233,0.39,0.005,8.113,★,
600754,锦江股份,4.814,-8.232,0.507,0.009,33.86,★,
002907,华森制药,2.047,-8.227,14.0,0.025,38.285,,
300249,依米康,4.736,-8.214,2.437,0.026,8.503,★,
600523,贵航股份,1.816,-8.213,0.69,0.012,15.433,,
002705,新宝股份,2.442,-8.211,0.15,0.006,10.082,★,
600000,浦发银行,1.464,-8.202,0.073,0.002,10.958,★,
000792,盐湖股份,0.318,-8.191,0.87,0.013,12.822,,
300413,快乐购,6.276,-8.185,1.793,0.016,39.885,,
300566,激智科技,3.101,-8.174,3.663,0.024,26.92,,
002554,惠博普,3.224,-8.169,2.667,0.024,3.915,,
000020,深华发Ａ,26.842,-8.163,8.61,0.078,16.652,,
300560,中富通,16.139,-8.14,9.36,0.045,34.312,,
300600,瑞特股份,1.942,-8.114,1.527,0.008,42.43,★,
000929,兰州黄河,0.254,-8.109,1.013,0.006,8.132,★,
300691,联合光电,0.104,-8.098,3.013,0.01,65.768,,
300390,天华超净,6.418,-8.033,6.983,0.02,10.398,,
300551,古鳌科技,2.812,-8.028,3.217,0.013,25.698,★,
000777,中核科技,0.215,-8.027,0.667,0.005,13.308,★,
600783,鲁信创投,0.001,-8.026,0.44,0.006,11.665,★,
300590,移为通信,14.576,-7.989,8.963,0.026,28.782,,
000607,华媒控股,0.209,-7.98,0.423,0.014,5.23,★,
600662,强生控股,2.408,-7.962,0.757,0.011,5.102,★,
000868,安凯客车,3.393,-7.952,3.413,0.013,6.105,★,
601838,成都银行,2.161,-7.912,6.39,0.009,10.685,,
000998,隆平高科,2.967,-7.908,0.697,0.013,22.06,,
300157,恒泰艾普,13.071,-7.885,10.377,0.038,7.227,★,
600689,上海三毛,0.815,-7.868,4.847,0.016,11.45,,
600640,号百控股,0.085,-7.829,0.237,0.003,12.742,★,
300110,华仁药业,1.074,-7.809,3.473,0.016,5.645,★,
601949,中国出版,4.234,-7.78,4.803,0.015,6.243,,
601558,ST锐电,0.77,-7.779,0.493,0.01,1.305,★,
600579,天华院,11.486,-7.742,3.137,0.04,10.77,,
600213,亚星客车,6.44,-7.682,3.55,0.019,9.635,,
000831,五矿稀土,1.289,-7.645,1.753,0.007,11.625,★,
002324,普利特,2.951,-7.588,0.18,0.007,22.56,★,
002702,海欣食品,10.783,-7.576,10.817,0.038,5.048,,
600266,北京城建,0.755,-7.569,0.447,0.005,10.772,★,
002891,中宠股份,1.856,-7.564,1.947,0.004,33.828,★,
002351,漫步者,1.785,-7.532,1.28,0.016,8.168,,
002387,黑牛食品,3.852,-7.53,1.783,0.015,14.575,,
600558,大西洋,8.16,-7.524,0.667,0.017,5.04,★,
600679,上海凤凰,0.073,-7.512,0.51,0.009,14.988,★,
300381,溢多利,1.552,-7.476,0.643,0.019,11.33,,
600177,雅戈尔,0.717,-7.462,0.18,0.003,8.21,★,
002141,贤丰控股,4.192,-7.453,0.937,0.019,6.132,,
300402,宝色股份,3.577,-7.453,2.173,0.014,10.528,★,
002708,光洋股份,1.792,-7.445,0.697,0.012,5.748,,
002877,智能自控,24.999,-7.442,45.58,0.079,24.348,,
600302,标准股份,0.566,-7.416,0.41,0.008,5.355,★,
002801,微光股份,5.424,-7.39,4.05,0.016,32.295,,
600386,北巴传媒,3.525,-7.331,0.62,0.009,4.95,★,
600635,大众公用,0.474,-7.307,0.52,0.005,4.33,★,
300531,优博讯,8.664,-7.292,14.053,0.033,18.388,,
300391,康跃科技,2.602,-7.285,2.62,0.016,12.915,,
000911,南宁糖业,2.916,-7.278,0.96,0.014,7.172,,
300268,佳沃股份,3.306,-7.267,5.94,0.035,15.22,,
600599,熊猫金控,1.107,-7.258,0.657,0.013,18.288,★,
601019,山东出版,2.011,-7.223,2.587,0.007,10.03,★,
300697,电工合金,0.457,-7.177,9.69,0.01,22.335,,
000917,电广传媒,4.362,-7.166,1.07,0.01,7.045,,
600758,红阳能源,0.015,-7.111,0.793,0.005,5.638,★,
300417,南华仪器,2.554,-7.107,6.207,0.023,22.235,,
002658,雪迪龙,4.003,-7.105,1.027,0.012,10.2,,
000402,金 融 街,1.357,-7.081,0.257,0.005,8.93,★,
300179,四方达,0.694,-7.045,0.677,0.01,5.748,★,
300591,万里马,4.167,-7.04,5.593,0.019,8.08,,
300602,飞荣达,1.067,-7.032,2.21,0.013,62.665,,
002670,国盛金控,0.997,-6.981,0.723,0.014,16.072,★,
600618,氯碱化工,0.414,-6.98,0.38,0.003,9.645,★,
600755,厦门国贸,0.103,-6.965,0.75,0.004,8.558,★,
600339,中油工程,0.779,-6.954,0.707,0.009,3.972,,
002295,精艺股份,0.479,-6.941,0.64,0.006,8.392,★,
002715,登云股份,0.425,-6.941,1.083,0.015,19.342,,
002004,华邦健康,1.329,-6.914,0.517,0.007,6.147,★,
300453,三鑫医疗,8.9,-6.884,8.237,0.04,14.84,,
002925,盈趣科技,0.879,-6.872,6.69,0.015,68.778,,
002761,多喜爱,0.878,-6.865,1.717,0.025,36.878,,
002822,中装建设,1.691,-6.842,8.093,0.023,7.443,,
002888,惠威科技,10.693,-6.826,44.51,0.186,32.545,,
002581,未名医药,2.473,-6.824,3.237,0.035,16.308,,
002633,申科股份,9.444,-6.802,1.613,0.033,10.118,★,
002781,奇信股份,2.897,-6.794,0.9,0.006,19.465,★,
002264,新 华 都,4.949,-6.78,4.53,0.027,9.652,,
300572,安车检测,3.506,-6.762,1.62,0.015,86.448,,
600069,银鸽投资,3.428,-6.756,1.57,0.023,8.042,,
002897,意华股份,4.282,-6.753,9.47,0.009,39.292,,
300089,文化长城,3.897,-6.739,4.193,0.024,8.73,,
300580,贝斯特,3.878,-6.735,4.447,0.024,19.618,,
300499,高澜股份,3.306,-6.731,2.733,0.017,17.548,,
002661,克明面业,5.984,-6.697,1.357,0.01,13.538,,
000908,景峰医药,2.878,-6.692,0.64,0.012,5.72,★,
300265,通光线缆,0.866,-6.683,0.503,0.012,7.042,★,
300698,万马科技,1.932,-6.667,13.963,0.02,27.638,★,
300320,海达股份,4.157,-6.656,1.637,0.02,7.152,,
300433,蓝思科技,7.972,-6.648,4.59,0.02,23.062,,
600673,东阳光科,0.617,-6.643,0.94,0.012,9.81,,
300115,长盈精密,2.905,-6.638,1.393,0.013,16.177,,
000970,中科三环,4.783,-6.613,2.027,0.024,11.585,,
002468,申通快递,0.13,-6.595,0.427,0.001,23.44,★,
300489,中飞股份,3.424,-6.561,3.613,0.014,17.718,,
002491,通鼎互联,1.457,-6.558,0.727,0.011,13.862,★,
002211,宏达新材,1.715,-6.547,1.02,0.012,5.982,★,
300284,苏交科,0.752,-6.543,0.69,0.01,15.022,★,
000039,中集集团,1.308,-6.539,0.81,0.01,15.63,,
002300,太阳电缆,0.955,-6.505,1.027,0.013,7.512,,
300340,科恒股份,4.893,-6.484,8.583,0.025,45.415,★,
002839,张家港行,2.43,-6.479,4.24,0.008,7.89,,
300005,探路者,0.643,-6.456,1.073,0.005,4.688,★,
600961,株冶集团,0.658,-6.453,0.17,0.005,7.535,★,
002336,人人乐,9.22,-6.418,0.68,0.011,12.322,,
002521,齐峰新材,0.916,-6.391,1.1,0.012,7.75,★,
600668,尖峰集团,0.63,-6.374,0.803,0.01,14.422,★,
002595,豪迈科技,0.452,-6.334,0.197,0.011,15.315,★,
002800,天顺股份,2.888,-6.319,2.683,0.013,26.235,★,
600123,兰花科创,0.272,-6.248,0.727,0.004,7.262,★,
600066,宇通客车,5.212,-6.221,0.483,0.018,21.608,,
000001,平安银行,3.417,-6.164,0.467,0.007,11.042,,
600881,亚泰集团,0.446,-6.123,0.21,0.003,4.508,★,
002569,步森股份,4.137,-6.119,2.387,0.02,19.58,★,
600375,华菱星马,0.647,-6.117,0.47,0.009,4.81,,
002217,合力泰,5.123,-6.105,1.153,0.025,10.69,,
300421,力星股份,0.293,-6.099,0.603,0.009,17.095,,
002748,世龙实业,1.37,-6.058,0.49,0.009,11.928,,
002709,天赐材料,3.012,-6.054,3.96,0.015,43.628,★,
601000,唐山港,1.105,-6.012,0.227,0.003,4.55,★,
002733,雄韬股份,2.653,-6.009,1.517,0.014,12.827,★,
300587,天铁股份,3.842,-5.954,1.85,0.013,22.33,,
300530,达志科技,1.809,-5.947,5.143,0.023,34.375,,
002545,东方铁塔,15.246,-5.937,2.867,0.053,8.01,,
600703,三安光电,3.739,-5.931,1.35,0.016,21.07,,
300536,农尚环境,1.351,-5.878,6.203,0.024,13.775,,
300582,英飞特,0.687,-5.876,3.137,0.019,16.28,,
600272,开开实业,1.476,-5.859,1.023,0.007,9.692,★,
600297,广汇汽车,0.147,-5.826,0.39,0.006,6.667,★,
300606,金太阳,10.601,-5.782,3.7,0.036,27.255,,
600200,江苏吴中,6.266,-5.763,1.143,0.013,10.912,,
002311,海大集团,1.097,-5.749,0.27,0.011,25.318,★,
000798,中水渔业,1.414,-5.699,0.307,0.008,7.838,★,
002476,宝莫股份,5.442,-5.673,2.217,0.026,5.802,★,
300262,巴安水务,0.571,-5.649,0.72,0.008,7.125,,
002861,瀛通通讯,1.768,-5.644,2.183,0.01,25.012,★,
002114,罗平锌电,2.326,-5.612,0.8,0.012,14.19,,
300099,精准信息,1.823,-5.605,2.247,0.017,6.278,,
002205,国统股份,3.963,-5.55,0.933,0.013,15.415,,
002856,美芝股份,14.781,-5.533,33.903,0.04,33.268,★,
300109,新开源,1.206,-5.501,1.677,0.013,38.738,,
300443,金雷风电,0.307,-5.491,0.847,0.011,13.34,,
002068,黑猫股份,5.48,-5.486,2.16,0.014,9.103,★,
002917,金奥博,2.266,-5.468,10.913,0.014,29.88,,
600131,岷江水电,1.696,-5.45,0.39,0.013,6.048,,
000017,深中华A,8.443,-5.447,3.81,0.048,5.565,,
600048,保利地产,1.779,-5.443,0.423,0.006,13.81,★,
002356,赫美集团,0.565,-5.435,0.333,0.014,26.877,,
000090,天健集团,1.486,-5.422,1.23,0.012,8.933,★,
002112,三变科技,1.146,-5.419,1.693,0.016,9.918,,
002749,国光股份,0.938,-5.405,1.523,0.022,39.075,,
002782,可立克,11.834,-5.392,13.007,0.042,14.665,★,
000835,长城动漫,1.162,-5.39,0.653,0.009,7.002,★,
600487,亨通光电,1.179,-5.357,1.66,0.008,33.832,★,
000802,北京文化,0.983,-5.319,0.637,0.007,11.218,★,
002271,东方雨虹,1.728,-5.303,0.607,0.003,38.74,★,
002664,长鹰信质,3.125,-5.298,0.357,0.01,25.64,,
300210,森远股份,0.996,-5.262,0.56,0.014,5.2,,
600281,太化股份,0.651,-5.257,0.593,0.026,4.638,,
600405,动力源,6.032,-5.233,1.383,0.009,6.095,★,
600392,盛和资源,2.955,-5.228,3.227,0.011,16.525,,
600699,均胜电子,0.326,-5.225,0.623,0.004,27.375,★,
600608,ST沪科,2.027,-5.193,0.153,0.009,7.092,★,
600088,中视传媒,1.746,-5.18,0.823,0.009,13.835,,
000524,岭南控股,5.761,-5.165,1.727,0.035,10.408,,
600004,白云机场,4.564,-5.159,0.613,0.012,16.09,★,
300410,正业科技,1.09,-5.148,0.88,0.014,29.702,★,
300725,药石科技,0.92,-5.125,7.443,0.016,107.475,,
002033,丽江旅游,0.502,-5.114,0.527,0.009,8.06,★,
002236,大华股份,3.156,-5.112,1.42,0.008,24.165,,
600895,张江高科,3.659,-5.082,0.38,0.01,13.452,,
600079,人福医药,3.626,-5.074,1.413,0.007,15.208,★,
600567,山鹰纸业,2.729,-5.071,1.18,0.005,4.47,★,
002346,柘中股份,0.599,-5.067,0.747,0.01,17.43,,
002385,大北农,1.314,-5.066,0.587,0.002,5.405,★,
002766,索菱股份,2.134,-5.047,2.383,0.015,13.648,,
002340,格林美,6.784,-5.038,4.237,0.025,7.042,,
300621,维业股份,0.482,-5.037,4.943,0.006,21.033,★,
600117,西宁特钢,0.664,-5.034,0.653,0.006,4.535,★,
300371,汇中股份,5.481,-5.024,7.46,0.039,20.305,,
002196,方正电机,0.83,-4.997,1.623,0.02,8.595,,
600503,华丽家族,0.18,-4.975,1.26,0.013,5.408,,
600195,中牧股份,0.94,-4.956,1.063,0.011,21.265,★,
300153,科泰电源,5.73,-4.947,1.15,0.017,9.965,★,
300358,楚天科技,3.252,-4.941,1.997,0.019,12.17,★,
600015,华夏银行,2.011,-4.938,0.17,0.006,8.505,★,
000513,丽珠集团,0.337,-4.927,1.153,0.009,71.71,,
600058,五矿发展,1.547,-4.926,0.283,0.006,10.578,★,
300313,天山生物,4.862,-4.926,4.31,0.035,10.23,,
002810,山东赫达,8.003,-4.923,2.697,0.021,24.598,★,
002056,横店东磁,1.706,-4.897,0.703,0.007,8.915,★,
000795,英洛华,0.906,-4.885,1.83,0.006,5.475,★,
300181,佐力药业,0.597,-4.884,3.61,0.016,6.962,,
600970,中材国际,0.856,-4.878,1.007,0.014,8.413,,
600006,东风汽车,1.757,-4.873,0.44,0.01,4.627,★,
002415,海康威视,6.086,-4.822,0.403,0.019,40.432,,
002381,双箭股份,4.628,-4.802,1.337,0.021,7.4,,
002807,江阴银行,0.291,-4.783,1.167,0.003,6.78,★,
300037,新宙邦,13.625,-4.778,4.933,0.047,21.345,,
600126,杭钢股份,1.13,-4.752,0.697,0.013,6.36,★,
300128,锦富技术,0.334,-4.734,1.507,0.014,9.17,★,
600917,重庆燃气,1.2,-4.722,0.137,0.009,7.59,★,
