,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE
41,601999.SH,601999,出版传媒,出版业,1.0,10.0282,7.79
42,601997.SH,601997,贵阳银行,银行,1.0,10.0,15.07
43,601218.SH,601218,吉鑫科技,机械基件,1.0,10.0295,3.73
44,600963.SH,600963,岳阳林纸,造纸,1.0,9.9609,5.63
45,600917.SH,600917,重庆燃气,供气供热,1.0,9.9626,8.83
46,600868.SH,600868,梅雁吉祥,水力发电,1.0,10.1053,5.23
47,600846.SH,600846,同济科技,综合类,1.0,10.0289,11.41
48,600775.SH,600775,南京熊猫,通信设备,1.0,10.0076,14.51
49,600759.SH,600759,洲际油气,石油开采,1.0,10.0559,3.94
50,300560.SZ,300560,中富通,通信设备,1.0,9.9951,22.23
51,300362.SZ,300362,天翔环境,环境保护,1.0,10.0,5.94
52,300497.SZ,300497,富祥股份,化学制药,1.0,10.0091,24.18
53,002089.SZ,002089,新海宜,通信设备,1.0,9.9426,5.75
54,002733.SZ,002733,雄韬股份,电气设备,1.0,10.0069,31.77
55,002694.SZ,002694,顾地科技,塑料,1.0,10.0167,6.59
56,002656.SZ,002656,摩登大道,服饰,1.0,10.0567,7.77
57,002231.SZ,002231,奥维通信,通信设备,1.0,10.0132,8.35
58,002219.SZ,002219,恒康医疗,中成药,1.0,10.0,4.18
59,002198.SZ,002198,嘉应制药,中成药,1.0,9.9701,11.03
60,002118.SZ,002118,紫鑫药业,中成药,1.0,10.0154,14.28
61,002115.SZ,002115,三维通信,通信设备,1.0,9.9764,14.0
62,002057.SZ,002057,中钢天源,元器件,1.0,10.0503,8.76
63,002775.SZ,002775,文科园林,建筑施工,1.0,10.0127,8.68
64,000957.SZ,000957,中通客车,汽车整车,1.0,10.0228,9.66
65,000823.SZ,000823,超声电子,元器件,1.0,10.039,11.29
66,000723.SZ,000723,美锦能源,焦炭加工,1.0,10.0064,17.26
67,000627.SZ,000627,天茂集团,保险,1.0,9.9448,7.96
68,000626.SZ,000626,远大控股,商贸代理,1.0,9.9796,10.8
69,000529.SZ,000529,广弘控股,食品,1.0,10.0583,7.55
70,000509.SZ,000509,华塑控股,其他建材,1.0,10.061,3.61
71,000416.SZ,000416,民生控股,多元金融,1.0,9.9388,7.19
72,002742.SZ,002742,三圣股份,其他建材,1.0,9.9885,9.58
73,002780.SZ,002780,三夫户外,其他商业,1.0,9.9959,26.85
74,300489.SZ,300489,中飞股份,铝,1.0,9.9881,18.5
75,300225.SZ,300225,金力泰,染料涂料,1.0,10.0464,7.12
76,300435.SZ,300435,中泰股份,机械基件,1.0,9.9885,19.16
77,300394.SZ,300394,天孚通信,通信设备,1.0,9.9936,34.56
78,000070.SZ,000070,特发信息,通信设备,1.0,10.0,15.84
79,300310.SZ,300310,宜通世纪,通信设备,1.0,9.9369,6.97
80,300299.SZ,300299,富春股份,通信设备,1.0,10.0346,6.36
81,300292.SZ,300292,吴通控股,软件服务,1.0,10.1099,5.01
82,300252.SZ,300252,金信诺,电气设备,1.0,9.9848,14.43
83,300229.SZ,300229,拓尔思,软件服务,1.0,10.0,13.75
84,300214.SZ,300214,日科化学,化工原料,1.0,10.0154,7.14
85,002786.SZ,002786,银宝山新,专用机械,1.0,10.0216,10.21
86,300136.SZ,300136,信维通信,通信设备,1.0,10.0,31.24
87,300113.SZ,300113,顺网科技,互联网,1.0,9.9894,20.81
88,300072.SZ,300072,三聚环保,环境保护,1.0,10.0099,11.1
89,300069.SZ,300069,金利华电,电气设备,1.0,10.0231,14.27
90,300048.SZ,300048,合康新能,电气设备,1.0,10.0917,3.6
91,300025.SZ,300025,华星创业,通信设备,1.0,10.0683,6.45
92,002796.SZ,002796,世嘉科技,专用机械,1.0,9.9938,35.77
93,002792.SZ,002792,通宇通讯,通信设备,1.0,10.0031,35.85
94,603998.SH,603998,方盛制药,中成药,1.0,10.0402,13.7
