code,name,pe,past_p_change,past_average_turnover,stop_mark
000001,平安银行,7.87,-6.615,0.567,
002673,西部证券,38.32,-6.599,0.777,
000728,国元证券,26.7,-6.546,0.53,
000898,鞍钢股份,11.12,-6.534,0.813,
600395,盘江股份,12.95,-6.528,0.533,
600782,新钢股份,12.31,-6.489,2.267,
601128,常熟银行,13.54,-6.313,1.947,
000537,广宇发展,131.58,-6.285,2.253,
600818,中路股份,128.81,-6.165,0.66,
002453,天马精化,614.93,-5.975,0.9,
600282,南钢股份,7.03,-5.773,2.09,
000830,鲁西化工,20.3,-5.709,5.317,
000036,华联控股,7.06,-5.637,1.107,
000623,吉林敖东,13.12,-5.404,0.913,
002768,国恩股份,38.14,-5.37,1.683,
002160,常铝股份,32.8,-5.279,2.16,
600908,无锡银行,13.8,-5.205,1.867,
000761,本钢板材,11.17,-5.197,0.633,
600997,开滦股份,22.0,-5.153,0.833,
601003,柳钢股份,10.78,-5.135,0.603,
600362,江西铜业,30.23,-5.075,1.84,
601881,中国银河,22.7,-5.048,1.753,
000006,深振业Ａ,23.73,-5.008,4.577,
600122,宏图高科,17.26,-4.99,2.637,
002893,华通热力,62.16,-4.957,14.61,
600926,杭州银行,8.7,-4.918,0.917,
002688,金河生物,32.07,-4.842,0.6,
000593,大通燃气,373.05,-4.8,1.443,
001965,招商公路,16.45,-4.766,2.497,
000732,泰禾集团,18.98,-4.754,1.97,
601828,美凯龙,18.04,-4.733,9.05,
601939,建设银行,7.51,-4.71,1.133,
300273,和佳股份,68.74,-4.556,1.983,
600359,新农开发,93.09,-4.527,2.927,
002237,恒邦股份,22.26,-4.474,0.983,
600238,海南椰岛,714.75,-4.467,4.083,
600603,广汇物流,32.76,-4.44,3.59,
600708,光明地产,15.35,-4.44,0.76,
600657,信达地产,20.85,-4.428,0.603,
300471,厚普股份,42.38,-4.334,4.107,
601699,潞安环能,14.28,-4.274,2.45,
601015,陕西黑猫,48.45,-4.15,1.293,
002521,齐峰新材,25.3,-4.143,2.01,
600050,中国联通,107.68,-4.132,0.55,
002092,中泰化学,11.36,-3.999,1.03,
600489,中金黄金,74.47,-3.956,0.607,
002101,广东鸿图,21.05,-3.922,1.287,
000878,云南铜业,58.36,-3.894,1.037,
002500,山西证券,43.69,-3.81,0.787,
600858,银座股份,90.21,-3.784,0.503,
600054,黄山旅游,21.65,-3.772,0.927,
002596,海南瑞泽,89.0,-3.732,5.24,
002669,康达新材,78.86,-3.727,0.907,
002035,华帝股份,39.83,-3.662,1.377,
600740,山西焦化,146.26,-3.64,10.123,
300262,巴安水务,19.76,-3.614,1.263,
000625,长安汽车,7.48,-3.542,0.58,
002617,露笑科技,36.22,-3.487,0.553,
002155,湖南黄金,30.82,-3.382,0.897,
300364,中文在线,170.27,-3.319,5.817,
600031,三一重工,26.7,-3.319,1.057,
600546,山煤国际,39.19,-3.196,0.517,
002124,天邦股份,24.88,-3.175,0.947,
600340,华夏幸福,12.63,-3.161,0.83,
000498,山东路桥,13.17,-3.148,1.317,
000059,华锦股份,9.39,-3.129,0.887,
300434,金石东方,116.76,-3.089,0.653,
601688,华泰证券,20.16,-3.064,0.533,
000910,大亚圣象,18.65,-3.023,0.767,
002385,大北农,23.27,-3.007,0.683,
002621,三垒股份,138.46,-3.006,0.577,
600606,绿地控股,10.74,-2.99,3.237,
600109,国金证券,21.81,-2.969,0.52,
002132,恒星科技,37.1,-2.941,1.217,
000552,靖远煤电,16.81,-2.93,0.83,
000951,中国重汽,11.24,-2.886,0.56,
002087,新野纺织,14.25,-2.819,1.163,
002207,*ST准油,32.29,-2.755,1.647,
002004,华邦健康,22.51,-2.729,1.55,
002053,云南能投,37.6,-2.664,0.807,
600643,爱建集团,24.02,-2.655,2.13,
600790,轻纺城,14.42,-2.598,1.017,
000026,飞亚达Ａ,31.73,-2.571,0.67,
601878,浙商证券,41.78,-2.551,3.773,
000711,京蓝科技,46.91,-2.546,1.233,
300247,乐金健康,64.68,-2.543,2.683,
000758,中色股份,42.32,-2.521,0.873,
002910,庄园牧场,44.96,-2.485,12.773,
002001,新 和 成,38.57,-2.465,2.07,
002714,牧原股份,23.97,-2.449,0.73,
601375,中原证券,54.02,-2.4,1.08,
002892,科力尔,42.42,-2.394,15.193,
002048,宁波华翔,15.19,-2.359,1.0,
000425,徐工机械,28.38,-2.336,0.893,
601108,财通证券,34.89,-2.31,6.967,
600256,广汇能源,67.42,-2.294,0.77,
000932,华菱钢铁,6.61,-2.166,1.897,
601952,苏垦农发,25.13,-2.111,5.243,
600382,广东明珠,17.97,-2.105,1.253,
300282,汇冠股份,39.17,-2.073,0.74,
002110,三钢闽光,8.91,-2.066,2.167,
002445,中南文化,44.76,-2.026,0.677,
002114,罗平锌电,82.42,-2.012,1.31,
600311,荣华实业,469.43,-2.009,1.343,
601019,山东出版,17.07,-1.943,3.94,
002418,康盛股份,39.38,-1.905,0.98,
002424,贵州百灵,39.46,-1.899,0.977,
600547,山东黄金,43.64,-1.867,1.007,
600508,上海能源,10.8,-1.835,0.537,
002477,雏鹰农牧,13.7,-1.819,1.857,
600030,中信证券,21.55,-1.81,0.937,
000039,中集集团,30.96,-1.779,1.143,
601212,白银有色,137.54,-1.76,1.25,
300292,吴通控股,33.75,-1.699,2.01,
000926,福星股份,9.49,-1.671,0.593,
000751,锌业股份,40.92,-1.642,0.983,
002514,宝馨科技,63.69,-1.618,1.167,
002756,永兴特钢,24.06,-1.61,2.243,
300393,中来股份,30.14,-1.573,2.627,
600466,蓝光发展,28.78,-1.568,2.183,
300027,华谊兄弟,34.32,-1.561,2.637,
000587,金洲慈航,15.35,-1.554,1.297,
000888,峨眉山Ａ,26.29,-1.525,0.847,
000550,江铃汽车,18.96,-1.519,0.597,
002588,史丹利,26.15,-1.498,0.68,
600966,博汇纸业,9.84,-1.483,1.413,
002018,华信国际,23.66,-1.474,2.103,
300131,英唐智控,43.03,-1.468,1.09,
002157,正邦科技,20.41,-1.451,0.693,
002455,百川股份,36.8,-1.417,1.657,
002037,久联发展,47.06,-1.399,2.947,
002033,丽江旅游,19.48,-1.365,1.483,
000426,兴业矿业,36.72,-1.341,1.87,
601168,西部矿业,41.4,-1.339,0.873,
002501,利源精制,18.39,-1.3,0.733,
002319,乐通股份,199.22,-1.252,0.59,
300031,宝通科技,26.54,-1.251,1.277,
600266,北京城建,27.98,-1.197,0.547,
001979,招商蛇口,35.51,-1.165,1.623,
300363,博腾股份,57.62,-1.157,1.2,
002757,南兴装备,36.52,-1.12,1.41,
002842,翔鹭钨业,59.33,-1.079,5.823,
002556,辉隆股份,30.23,-1.02,1.48,
300074,华平股份,203.18,-1.016,1.167,
600755,厦门国贸,8.36,-0.992,1.183,
002471,中超控股,51.69,-0.98,0.963,
600079,人福医药,8.08,-0.966,1.393,
600025,华能水电,34.88,-0.931,3.803,
600598,北大荒,18.62,-0.927,0.923,
002751,易尚展示,121.99,-0.875,2.48,
300338,开元股份,43.84,-0.846,0.69,
002045,国光电器,42.49,-0.839,3.9,
600823,世茂股份,10.52,-0.745,0.573,
002833,弘亚数控,30.27,-0.739,2.43,
600029,南方航空,12.16,-0.709,1.033,
002067,景兴纸业,10.44,-0.68,2.29,
600731,湖南海利,113.05,-0.678,0.643,
600909,华安证券,33.61,-0.654,0.527,
002054,德美化工,67.59,-0.653,13.593,
600261,阳光照明,16.15,-0.588,0.86,
000581,威孚高科,9.73,-0.572,0.88,
002572,索菲亚,42.2,-0.557,0.58,
002630,华西能源,59.0,-0.512,1.007,
000978,桂林旅游,29.72,-0.51,1.017,
600567,山鹰纸业,11.62,-0.493,2.807,
000756,新华制药,26.59,-0.474,3.1,
002543,万和电气,29.13,-0.434,0.887,
300109,新开源,60.16,-0.427,2.44,
600853,龙建股份,50.68,-0.401,0.65,
600615,丰华股份,15.51,-0.345,0.603,
000420,吉林化纤,67.69,-0.339,0.67,
000423,东阿阿胶,23.9,-0.332,0.583,
300708,聚灿光电,55.57,-0.301,18.383,
600984,建设机械,35.99,-0.258,0.877,
600988,赤峰黄金,38.78,-0.231,1.427,
600398,海澜之家,16.58,-0.227,0.507,
002023,海特高新,117.26,-0.218,2.01,
002078,太阳纸业,16.3,-0.156,1.057,
600230,沧州大化,10.23,-0.125,2.757,
600696,ST匹凸,103.86,-0.023,0.737,
