code,name,outstanding,p_change_range0,p_change_range1,normalizing_std1,stop_mark
002513,蓝丰生化,2.54,-5.64,19.583,0.1,
600366,宁波韵升,9.88,-7.08,19.496,0.074,
002755,东方新星,1.72,-3.65,19.376,0.072,
000566,海南海药,11.03,-5.88,19.275,0.09,
600064,南京高科,12.36,-9.35,19.259,0.074,
600864,哈投股份,15.78,-5.22,19.234,0.121,
600824,益民集团,10.54,-8.89,19.201,0.089,
002913,奥士康,0.36,2.62,19.123,0.079,
002547,春兴精工,7.98,-8.85,19.074,0.097,
002925,盈趣科技,0.75,-3.19,19.042,0.065,
002407,多氟多,5.44,-7.82,19.001,0.111,
000897,津滨发展,16.17,6.54,18.899,0.059,
002071,长城影视,5.18,-3.84,18.748,0.095,
002137,麦达数字,2.85,-7.81,18.744,0.056,
002619,艾格拉斯,13.97,-7.21,18.734,0.103,
000779,三毛派神,1.86,-7.07,18.244,0.071,
002342,巨力索具,8.81,-4.57,18.236,0.089,
002801,微光股份,0.29,2.93,18.143,0.057,
600620,天宸股份,6.87,-4.84,18.033,0.064,
002290,中科新材,2.1,-4.33,18.029,0.061,
002570,*ST因美,10.22,-5.01,17.992,0.07,
000159,国际实业,4.81,-3.56,17.96,0.1,
002234,民和股份,1.91,3.16,17.927,0.062,
601113,华鼎股份,8.33,-2.82,17.818,0.082,
600505,西昌电力,3.65,-4.07,17.68,0.074,
002718,友邦吊顶,0.26,-3.08,17.565,0.069,
600898,国美通讯,2.53,-6.12,17.44,0.06,
600846,同济科技,6.25,-8.9,17.267,0.086,
000038,深大通,1.8,2.45,17.123,0.051,
002177,御银股份,6.45,-9.87,17.119,0.129,
002018,*ST华信,22.78,-5.11,17.094,0.073,
002531,天顺风能,17.69,-2.56,17.066,0.062,
002042,华孚时尚,15.18,-3.59,17.036,0.058,
002877,智能自控,0.52,4.92,17.033,0.051,
000966,长源电力,11.08,-8.38,16.991,0.118,
002370,亚太药业,4.07,-2.46,16.975,0.066,
600649,城投控股,24.21,-9.93,16.944,0.108,
600817,ST宏盛,1.56,-5.01,16.821,0.075,
002592,八菱科技,2.09,-8.7,16.783,0.072,
002388,新亚制程,4.0,-1.66,16.741,0.046,
600843,上工申贝,3.05,-7.79,16.616,0.093,
000403,振兴生化,2.65,-3.29,16.543,0.078,
600119,长江投资,3.07,-7.59,16.491,0.114,
600851,海欣股份,7.38,-3.54,16.456,0.055,
000806,银河生物,6.98,-6.54,16.298,0.08,
002786,银宝山新,1.37,-7.41,16.297,0.116,
002355,兴民智通,3.9,-2.77,16.287,0.073,
600874,创业环保,10.87,0.6,16.277,0.073,
600551,时代出版,5.06,-3.57,16.242,0.071,
000812,陕西金叶,6.69,-10.0,16.208,0.074,
600678,四川金顶,3.49,10.07,16.17,0.041,
600301,ST南化,2.35,-5.03,16.149,0.064,
600736,苏州高新,11.51,-7.92,15.969,0.065,
002817,黄山胶囊,0.42,-0.74,15.945,0.071,
002909,集泰股份,0.79,6.37,15.882,0.046,
600742,一汽富维,5.08,-5.88,15.877,0.081,
002011,盾安环境,8.41,-3.79,15.72,0.073,
000009,中国宝安,21.2,-6.81,15.685,0.087,
002837,英维克,0.68,-4.22,15.656,0.083,
600107,美尔雅,3.6,-9.99,15.596,0.053,
002417,深南股份,2.23,-7.84,15.586,0.101,
002205,国统股份,1.16,-3.96,15.584,0.069,
002571,德力股份,2.53,-9.98,15.579,0.12,
002077,大港股份,5.32,-1.95,15.558,0.053,
600891,秋林集团,3.84,-2.62,15.536,0.053,
600250,南纺股份,2.59,-8.04,15.296,0.109,
600753,东方银星,1.28,-1.46,15.281,0.074,
002037,久联发展,3.27,-4.81,15.18,0.059,
000913,钱江摩托,4.54,-0.79,15.145,0.051,
600626,申达股份,7.1,0.53,15.064,0.053,
000668,荣丰控股,1.47,-7.85,15.051,0.088,
002741,光华科技,3.21,-1.71,14.973,0.069,
000982,*ST 中绒,18.05,-5.2,14.925,0.062,
600262,北方股份,1.7,-3.5,14.871,0.064,
600187,国中水务,14.56,-9.75,14.776,0.065,
600444,国机通用,1.46,-3.28,14.599,0.043,
002660,茂硕电源,2.11,-5.84,14.576,0.079,
600728,佳都科技,13.84,-2.38,14.523,0.064,
601058,赛轮轮胎,22.94,-2.54,14.471,0.049,
000695,滨海能源,2.22,1.11,14.447,0.049,
002113,天润数娱,8.05,4.32,14.44,0.028,
002604,*ST龙力,5.08,-4.97,14.383,0.077,
000626,远大控股,4.05,-8.27,14.364,0.072,
000935,四川双马,7.63,-5.41,14.342,0.093,
000755,山西路桥,4.69,-3.73,14.297,0.08,
600202,*ST哈空,3.83,-4.95,14.285,0.057,
000923,河北宣工,1.98,-3.59,14.266,0.066,
002397,梦洁股份,4.28,7.89,14.24,0.034,
000811,冰轮环境,6.53,-4.04,14.229,0.076,
002622,融钰集团,8.4,-7.16,14.228,0.078,
600610,*ST毅达,3.76,-5.06,14.186,0.079,
000691,亚太实业,2.9,-9.04,14.179,0.114,
600890,中房股份,5.79,-0.83,14.169,0.072,
002208,合肥城建,3.19,-10.0,14.166,0.061,
600200,江苏吴中,7.15,-7.34,14.076,0.065,
002551,尚荣医疗,4.08,2.57,14.073,0.046,
600696,ST岩石,3.41,-4.96,14.053,0.059,
002299,圣农发展,11.11,2.48,14.04,0.05,
600638,新黄浦,6.73,-3.41,13.992,0.05,
600393,粤泰股份,9.88,-9.93,13.962,0.096,
002114,罗平锌电,3.23,-5.09,13.946,0.07,
000796,凯撒旅游,8.03,-2.62,13.825,0.061,
002670,国盛金控,6.28,-5.72,13.81,0.104,
000679,大连友谊,3.56,-4.22,13.744,0.056,
002226,江南化工,9.11,-5.13,13.736,0.073,
000628,高新发展,1.88,0.77,13.733,0.065,
000571,新大洲Ａ,8.06,-6.25,13.719,0.108,
600800,天津磁卡,6.11,0.84,13.704,0.059,
002261,拓维信息,9.72,-7.42,13.677,0.081,
002445,ST中南,12.99,-5.15,13.661,0.057,
000892,欢瑞世纪,5.17,-5.48,13.633,0.068,
002247,聚力文化,5.4,-4.17,13.614,0.056,
002019,亿帆医药,8.14,-0.15,13.6,0.034,
600630,龙头股份,4.25,-4.94,13.599,0.059,
600784,鲁银投资,5.68,-3.96,13.597,0.065,
600666,奥瑞德,7.95,-7.87,13.591,0.071,
002746,仙坛股份,2.42,0.0,13.483,0.051,
000409,*ST地矿,4.06,-2.15,13.43,0.048,
600225,天津松江,9.32,4.54,13.367,0.041,
600289,*ST信通,5.66,-4.01,13.357,0.056,
002674,兴业科技,2.4,-0.97,13.339,0.05,
600880,博瑞传播,7.32,-4.41,13.313,0.056,
600639,浦东金桥,8.5,-7.91,13.312,0.072,
000797,中国武夷,12.99,-6.07,13.185,0.05,
002045,国光电器,4.16,-8.79,13.085,0.08,
002625,光启技术,4.27,-5.66,13.055,0.062,
600862,中航高科,7.91,-6.67,12.953,0.067,
002197,证通电子,4.35,-4.21,12.847,0.031,
600083,博信股份,2.28,-0.76,12.841,0.032,
002480,新筑股份,6.39,9.94,12.802,0.038,
002169,智光电气,7.51,3.81,12.678,0.039,
600721,百花村,3.05,-2.69,12.594,0.063,
000036,华联控股,11.36,-5.75,12.53,0.043,
002765,蓝黛传动,2.55,-3.73,12.513,0.06,
002489,浙江永强,18.7,-4.81,12.482,0.075,
002594,比亚迪,11.42,-2.35,12.464,0.053,
600767,ST运盛,3.41,-5.03,12.362,0.056,
600155,华创阳安,11.28,-2.4,12.36,0.07,
002404,嘉欣丝绸,3.99,-2.67,12.331,0.043,
000678,襄阳轴承,4.29,-2.28,12.313,0.049,
002270,华明装备,4.31,-3.37,12.263,0.047,
600493,凤竹纺织,2.72,-6.58,12.245,0.07,
002220,天宝食品,5.45,-6.86,12.204,0.054,
600648,外高桥,9.35,-3.04,12.201,0.056,
002477,雏鹰农牧,19.71,-5.41,12.174,0.073,
600608,ST沪科,3.18,-4.94,12.173,0.051,
002437,誉衡药业,21.67,-3.3,12.087,0.057,
000829,天音控股,9.3,-2.62,12.073,0.051,
002434,万里扬,10.19,-0.44,11.991,0.035,
002170,芭田股份,6.55,-6.95,11.989,0.053,
002712,思美传媒,3.08,-4.48,11.961,0.033,
600562,国睿科技,6.02,-4.77,11.911,0.023,
600961,株冶集团,5.27,-4.18,11.909,0.052,
002605,姚记扑克,2.67,-7.89,11.877,0.065,
002086,东方海洋,4.76,-4.55,11.842,0.056,
000835,长城动漫,3.03,-9.94,11.827,0.115,
000939,*ST凯迪,30.38,-4.65,11.823,0.068,
002188,*ST巴士,1.83,-4.75,11.789,0.073,
002767,先锋电子,1.24,0.0,11.787,0.041,
000023,深天地Ａ,1.39,-0.32,11.77,0.056,
600796,钱江生化,3.01,-9.93,11.742,0.053,
002117,东港股份,3.64,-4.74,11.733,0.072,
002171,楚江新材,10.28,-5.07,11.723,0.059,
002488,金固股份,7.68,-4.42,11.707,0.068,
000673,当代东方,7.87,-9.89,11.682,0.085,
600100,同方股份,29.64,-3.36,11.645,0.047,
002148,北纬科技,4.43,-6.13,11.609,0.086,
600683,京投发展,7.41,-4.11,11.589,0.071,
000851,高鸿股份,8.35,-7.05,11.533,0.076,
000850,华茂股份,9.43,-5.28,11.513,0.066,
002288,超华科技,8.0,-6.98,11.498,0.067,
002001,新 和 成,18.24,0.86,11.423,0.029,
002231,奥维通信,3.06,-0.82,11.417,0.04,
002552,*ST宝鼎,2.0,-5.06,11.401,0.055,
000509,华塑控股,8.25,-5.83,11.372,0.07,
002799,环球印务,0.77,5.42,11.368,0.04,
000905,厦门港务,5.31,-0.88,11.357,0.042,
000043,中航善达,6.67,-3.24,11.319,0.048,
002876,三利谱,0.55,-3.49,11.318,0.051,
600647,同达创业,1.39,-6.65,11.289,0.055,
002780,三夫户外,0.64,-6.76,11.27,0.071,
002366,台海核电,4.89,-1.47,11.242,0.038,
000971,高升控股,5.92,-7.48,11.205,0.075,
002076,雪 莱 特,4.45,-9.62,11.196,0.074,
600120,浙江东方,6.65,-7.37,11.171,0.057,
600770,综艺股份,13.0,-7.82,11.135,0.068,
600095,哈高科,3.61,-6.13,11.134,0.051,
601500,通用股份,1.75,-0.41,11.134,0.043,
002760,凤形股份,0.72,-2.57,11.122,0.089,
002291,星期六,3.97,-4.03,11.11,0.042,
600663,陆家嘴,24.45,-5.82,11.046,0.06,
600150,*ST船舶,13.78,-4.67,11.046,0.032,
002264,新 华 都,6.02,3.27,11.035,0.028,
600198,*ST大唐,8.75,-2.81,10.957,0.033,
002457,青龙管业,3.34,0.89,10.92,0.055,
002517,恺英网络,8.74,-9.27,10.831,0.074,
002649,博彦科技,4.17,-6.42,10.762,0.055,
000836,富通鑫茂,12.08,-4.26,10.691,0.071,
600682,南京新百,9.73,-3.96,10.676,0.047,
600819,耀皮玻璃,7.47,-2.58,10.67,0.05,
600438,通威股份,27.82,-1.39,10.65,0.022,
002425,凯撒文化,8.04,-2.46,10.633,0.062,
002453,华软科技,5.55,-7.67,10.632,0.086,
600212,江泉实业,5.12,-9.61,10.62,0.102,
002723,金莱特,1.74,-6.28,10.58,0.072,
600232,金鹰股份,3.65,-7.23,10.573,0.076,
002079,苏州固锝,7.26,-4.18,10.54,0.059,
000632,三木集团,4.65,-4.34,10.535,0.06,
600986,科达股份,12.72,-5.68,10.534,0.082,
600468,百利电气,7.98,-4.08,10.526,0.047,
600568,中珠医疗,15.65,-9.87,10.47,0.067,
000996,中国中期,3.45,-10.01,10.432,0.049,
002534,杭锅股份,7.27,-6.44,10.428,0.078,
600530,交大昂立,7.8,-5.06,10.407,0.057,
000096,广聚能源,5.11,-3.77,10.337,0.045,
002758,华通医药,1.79,-4.17,10.302,0.045,
002067,景兴纸业,9.75,-6.19,10.291,0.084,
000582,北部湾港,2.63,-2.15,10.187,0.04,
002565,顺灏股份,6.85,-0.47,10.173,0.041,
000976,华铁股份,5.87,-3.68,10.165,0.047,
002332,仙琚制药,9.04,-2.25,10.133,0.062,
600622,光大嘉宝,8.69,-7.09,10.06,0.076,
600794,保税科技,11.92,-3.06,10.052,0.054,
600550,保变电气,15.35,-4.36,10.017,0.068,
600130,波导股份,7.68,-6.88,10.013,0.07,
002066,瑞泰科技,2.31,-3.11,10.011,0.044,
002543,万和电气,4.85,-2.92,10.002,0.061,
002260,*ST德奥,2.65,-5.05,9.959,0.085,
000948,南天信息,2.47,-4.6,9.953,0.055,
600186,莲花健康,10.62,-4.11,9.918,0.055,
002312,三泰控股,10.14,-8.51,9.917,0.058,
600163,中闽能源,9.99,-5.28,9.863,0.088,
002527,新时达,4.22,-6.94,9.843,0.045,
002663,普邦股份,12.5,-4.11,9.813,0.053,
600768,宁波富邦,1.34,-6.27,9.802,0.066,
000958,东方能源,10.99,-4.13,9.801,0.057,
002623,亚玛顿,1.6,-3.52,9.797,0.08,
000401,冀东水泥,13.47,-1.64,9.759,0.052,
600868,梅雁吉祥,18.98,-3.93,9.747,0.059,
000690,宝新能源,20.39,-6.4,9.701,0.068,
600321,*ST正源,15.11,-4.95,9.69,0.036,
002263,*ST东南,18.78,-4.97,9.559,0.05,
002641,永高股份,8.96,-0.86,9.522,0.045,
000573,粤宏远Ａ,6.22,-6.18,9.502,0.067,
002825,纳尔股份,0.41,-5.14,9.501,0.043,
600661,昂立教育,2.59,1.35,9.488,0.04,
002103,广博股份,3.74,-7.38,9.486,0.055,
600229,城市传媒,7.02,-7.59,9.461,0.093,
002725,跃岭股份,1.1,1.91,9.44,0.057,
600733,北汽蓝谷,3.97,-4.3,9.406,0.053,
600818,中路股份,2.38,-3.17,9.401,0.043,
002316,亚联发展,2.93,-1.32,9.4,0.039,
601599,鹿港文化,8.9,-7.37,9.376,0.058,
002700,新疆浩源,3.13,-7.4,9.361,0.034,
600575,皖江物流,31.25,-5.24,9.304,0.046,
600969,郴电国际,3.7,-2.66,9.284,0.043,
000800,一汽轿车,14.12,-6.75,9.276,0.042,
600821,津劝业,4.16,0.41,9.269,0.04,
600151,航天机电,13.89,-4.79,9.259,0.048,
600012,皖通高速,11.66,-2.64,9.249,0.048,
002864,盘龙药业,0.45,-5.62,9.224,0.048,
002505,大康农业,54.85,-4.35,9.216,0.053,
000727,华东科技,29.31,-6.1,9.216,0.064,
600446,金证股份,8.35,-7.62,9.212,0.096,
002266,浙富控股,16.18,-1.66,9.201,0.042,
002354,天神娱乐,6.47,-7.62,9.169,0.072,
002812,恩捷股份,1.27,-2.89,9.165,0.048,
002729,好利来,0.67,-7.24,9.159,0.057,
002358,森源电气,9.1,-1.09,9.146,0.039,
002329,皇氏集团,5.19,-4.87,9.117,0.048,
002157,正邦科技,21.6,0.0,9.11,0.024,
002891,中宠股份,0.54,-6.41,9.076,0.041,
000070,特发信息,5.42,-7.2,9.072,0.061,
002698,博实股份,5.44,-2.04,9.062,0.031,
002048,宁波华翔,4.6,-4.95,9.035,0.028,
002393,力生制药,1.82,-5.06,8.999,0.048,
000973,佛塑科技,9.67,-7.63,8.996,0.064,
600860,京城股份,3.22,-1.25,8.992,0.041,
002875,安奈儿,0.39,-6.14,8.952,0.11,
600593,大连圣亚,1.29,2.6,8.911,0.02,
000880,潍柴重机,1.35,-4.92,8.905,0.039,
002178,延华智能,7.1,-9.85,8.778,0.06,
600854,春兰股份,5.19,-1.98,8.753,0.038,
600692,亚通股份,2.55,-3.79,8.721,0.047,
600532,宏达矿业,5.16,-4.29,8.718,0.048,
002703,浙江世宝,5.53,-5.36,8.708,0.042,
002626,金达威,6.0,-2.96,8.703,0.028,
600222,太龙药业,5.67,-6.04,8.687,0.055,
000798,中水渔业,3.19,-1.03,8.667,0.039,
601558,ST锐电,57.07,-3.42,8.657,0.05,
600071,凤凰光学,2.37,-5.83,8.656,0.049,
000670,盈方微,6.0,-7.36,8.628,0.044,
600238,*ST椰岛,4.45,-5.08,8.615,0.042,
600599,熊猫金控,1.66,-4.06,8.578,0.032,
002306,*ST云网,7.94,-3.39,8.577,0.053,
600061,国投资本,41.74,-0.19,8.527,0.059,
000611,天首发展,3.19,-3.97,8.503,0.044,
600207,安彩高科,6.9,-6.04,8.489,0.05,
600143,金发科技,25.6,0.0,8.482,0.034,
002696,百洋股份,2.1,-6.8,8.462,0.057,
002118,紫鑫药业,10.25,-6.69,8.409,0.065,
000760,斯太尔,6.54,-6.97,8.407,0.033,
002658,雪迪龙,3.05,-5.18,8.386,0.05,
600557,康缘药业,5.99,-2.69,8.377,0.043,
600227,圣济堂,12.45,-4.72,8.364,0.043,
600747,ST大控,10.64,-5.3,8.329,0.045,
600687,刚泰控股,10.79,-1.24,8.306,0.053,
600517,置信电气,12.45,-3.17,8.284,0.044,
000523,广州浪奇,5.35,-4.64,8.256,0.052,
002835,同为股份,0.85,-1.13,8.228,0.046,
002341,新纶科技,6.25,0.32,8.226,0.037,
002880,卫光生物,0.27,-1.64,8.223,0.046,
600223,鲁商置业,10.01,-3.95,8.22,0.04,
600149,ST坊展,3.8,-4.34,8.181,0.031,
000547,航天发展,9.71,-3.41,8.178,0.044,
002496,ST辉丰,9.67,-3.2,8.177,0.029,
600590,泰豪科技,8.1,-5.56,8.167,0.044,
600234,ST山水,2.02,-2.28,8.152,0.037,
600877,ST嘉陵,6.87,-5.04,8.123,0.036,
002239,奥特佳,30.26,-7.0,8.122,0.048,
000890,法 尔 胜,3.8,-4.38,8.11,0.041,
601002,晋亿实业,7.93,-2.01,8.103,0.04,
000078,海王生物,18.57,-6.16,8.087,0.05,
002548,金新农,3.12,1.26,8.058,0.029,
600237,铜峰电子,5.64,-3.98,8.05,0.049,
000631,顺发恒业,24.33,-4.91,8.026,0.062,
000816,*ST慧业,13.36,-5.13,8.005,0.045,
000158,常山北明,16.24,-5.36,8.003,0.077,
002518,科士达,5.58,-6.0,7.989,0.042,
002105,信隆健康,3.69,-4.56,7.98,0.049,
000692,惠天热电,5.33,-5.4,7.979,0.046,
002634,棒杰股份,2.7,-5.24,7.949,0.049,
002476,宝莫股份,5.86,-1.41,7.942,0.024,
000011,深物业A,1.76,-5.23,7.942,0.062,
600306,商业城,1.77,-7.46,7.94,0.065,
002026,山东威达,3.7,-7.13,7.927,0.082,
002750,龙津药业,3.97,-7.26,7.907,0.063,
600761,安徽合力,7.4,-3.97,7.888,0.066,
600831,广电网络,5.63,-5.03,7.857,0.047,
002514,宝馨科技,3.88,-0.16,7.857,0.029,
002447,晨鑫科技,13.27,-4.8,7.818,0.052,
600856,中天能源,13.43,-5.02,7.812,0.029,
000529,广弘控股,5.7,-1.39,7.793,0.041,
000682,东方电子,9.78,-0.57,7.79,0.035,
600861,北京城乡,3.17,-2.78,7.782,0.039,
002219,恒康医疗,18.65,-6.08,7.78,0.042,
000063,中兴通讯,34.34,-3.37,7.775,0.044,
002607,亚夏汽车,7.05,3.66,7.74,0.048,
600850,华东电脑,4.23,-5.86,7.713,0.054,
000790,泰合健康,5.6,-3.75,7.693,0.044,
600433,冠豪高新,12.71,-3.96,7.682,0.052,
600732,ST新梅,4.46,-5.06,7.676,0.044,
002553,南方轴承,2.34,-7.21,7.616,0.046,
000655,*ST金岭,5.95,-5.08,7.58,0.034,
600838,上海九百,4.01,-2.63,7.579,0.042,
002618,丹邦科技,5.48,-5.32,7.574,0.028,
000707,*ST双环,4.64,-5.02,7.574,0.043,
002538,司尔特,6.98,-4.17,7.568,0.042,
002005,德豪润达,12.66,-7.58,7.563,0.063,
002896,中大力德,0.34,-6.21,7.541,0.07,
002529,海源复材,2.0,-5.41,7.538,0.027,
600469,风神股份,5.62,-5.39,7.527,0.04,
002558,巨人网络,4.27,-0.79,7.524,0.029,
600260,凯乐科技,6.28,-4.02,7.512,0.045,
600217,中再资环,13.19,-2.67,7.501,0.045,
002675,东诚药业,7.0,-4.2,7.49,0.036,
002134,天津普林,2.46,-0.61,7.487,0.045,
600368,五洲交通,11.26,-4.43,7.476,0.043,
002915,中欣氟材,0.28,4.37,7.455,0.033,
600452,涪陵电力,2.24,-4.44,7.446,0.027,
601126,四方股份,8.13,-4.4,7.443,0.043,
000701,厦门信达,3.78,-2.84,7.434,0.044,
600629,华建集团,3.73,-2.48,7.377,0.032,
600340,华夏幸福,29.55,-4.07,7.375,0.057,
002688,金河生物,5.33,-2.94,7.365,0.038,
002202,金风科技,28.55,-3.99,7.364,0.047,
600651,飞乐音响,9.85,-5.2,7.359,0.045,
600743,华远地产,23.46,-7.12,7.351,0.064,
600257,大湖股份,4.27,-5.81,7.337,0.049,
000782,美达股份,4.46,-2.73,7.336,0.04,
600216,浙江医药,9.56,-1.65,7.319,0.028,
002653,海思科,4.55,-1.67,7.288,0.016,
002227,奥 特 迅,2.2,-6.33,7.258,0.047,
600602,云赛智联,8.8,-1.05,7.244,0.035,
000792,盐湖股份,27.5,0.71,7.227,0.026,
002803,吉宏股份,0.46,-5.78,7.208,0.077,
000876,新 希 望,41.75,-3.25,7.202,0.03,
000995,*ST皇台,1.77,-4.94,7.199,0.051,
601012,隆基股份,27.66,-1.1,7.192,0.022,
600029,南方航空,70.23,-1.38,7.159,0.038,
002164,宁波东力,4.4,-9.09,7.139,0.066,
000518,四环生物,10.3,-5.51,7.136,0.051,
002479,富春环保,7.95,-2.55,7.133,0.048,
600833,第一医药,2.23,-4.68,7.104,0.038,
600097,开创国际,2.03,-5.71,7.094,0.04,
600515,海航基础,16.58,-6.19,7.055,0.038,
002654,万润科技,5.75,-7.14,7.052,0.055,
002364,中恒电气,5.15,-2.31,7.043,0.03,
