,ts_code,symbol,name,industry,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
13,000615.SZ,000615,奥园美谷,化纤,0.0,4.2017,17.535545023696674,0.23961045945945955,105.55,海通证券资管-中信银行-证券行业支持民企发展系列之海通证券资管7号集合资产管理计划,1.0
14,000718.SZ,000718,苏宁环球,区域地产,0.0,6.8894,29.949238578680216,0.23003589830508464,116.75,"香港中央结算有限公司(陆股通)
安徽省铁路发展基金股份有限公司",2.0
15,300015.SZ,300015,爱尔眼科,医疗保健,0.0,2.3736,11.166637945890056,0.21256174074074077,2161.31,"中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
高瓴资本管理有限公司-HCM中国基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金",5.0
16,002038.SZ,002038,双鹭药业,生物制药,0.0,2.6923,12.896405919661724,0.20876359016393456,91.05,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
华夏基金-农业银行-华夏中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划",5.0
17,002524.SZ,002524,光正眼科,医疗保健,1.0,-0.4591,30.96192384769538,0.19383808414239487,66.76,"中国邮政储蓄银行股份有限公司-创金合信医疗保健行业股票型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",2.0
18,000516.SZ,000516,国际医学,医疗保健,0.0,7.8216,42.078364565587734,0.18588174898785426,323.1,"香港中央结算有限公司(陆股通)
泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划
中国工商银行-南方绩优成长股票型证券投资基金",3.0
19,600223.SH,600223,鲁商发展,区域地产,0.0,5.5197,32.97199638663053,0.18451112054794525,148.04,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金",2.0
20,300272.SZ,300272,开能健康,环境保护,0.0,6.1017,35.106382978723396,0.17380600000000004,26.25,上海市建国社会公益基金会,1.0
21,002004.SZ,002004,华邦健康,化学制药,0.0,3.0844,21.183206106870212,0.16661311711711724,117.7,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
22,300239.SZ,300239,东宝生物,生物制药,0.0,4.2187,27.155963302752294,0.15535077702702701,34.9,"内蒙古金融资产管理有限公司
中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司
中科先行(北京)资产管理有限公司",4.0
23,600196.SH,600196,复星医药,化学制药,0.0,3.3948,22.118959107806702,0.15347919327731085,954.4,"香港中央结算有限公司(陆股通)
中国工商银行-上证50交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
24,300896.SZ,300896,爱美客,医疗保健,0.0,9.628,64.64343598055105,0.14894010279553718,301.18,"中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
上海珏朔资产管理中心(有限合伙)-珏朔惊帆多策略一号私募证券投资基金
中国建设银行股份有限公司-华泰柏瑞品质优选混合型证券投资基金
交通银行股份有限公司-汇添富中盘价值精选混合型证券投资基金
中国建设银行股份有限公司-南方信息创新混合型证券投资基金
全国社保基金六零二组合
中国农业银行股份有限公司-大成创业板两年定期开放混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金",13.0
25,600774.SH,600774,汉商集团,百货,0.0,1.1711,8.132726089785303,0.14399845599999989,35.78,,0.0
26,300143.SZ,300143,盈康生命,医疗保健,0.0,0.5455,17.659574468085104,0.13978819277108434,118.96,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金
上海申九资产管理有限公司-申九股票精选1号私募证券投资基金",3.0
27,000908.SZ,000908,景峰医药,化学制药,0.0,4.2636,31.753554502369674,0.13427158208955223,39.13,"平江县国有资产管理局
中国长城资产管理股份有限公司",2.0
28,000790.SZ,000790,华神科技,中成药,0.0,4.4693,34.53237410071943,0.12942347916666663,34.39,,0.0
29,300957.SZ,300957,贝泰妮,日用化工,0.0,4.0086,31.47033533963888,0.1273770983606557,123.65,,0.0
30,300632.SZ,300632,光莆股份,半导体,0.0,2.8079,23.971119133574014,0.11713679216867467,20.02,,0.0
31,603990.SH,603990,麦迪科技,软件服务,1.0,4.8496,44.13509812870835,0.1098808024819028,43.83,"重若(苏州)资产管理有限公司
中国银行股份有限公司-富国创新趋势股票型证券投资基金
全国社保基金一零三组合",3.0
32,300086.SZ,300086,康芝药业,化学制药,0.0,3.8339,35.0194552529183,0.10947914444444441,28.71,云南国际信托有限公司-聚鑫2026号集合资金信托计划,1.0
33,000661.SZ,000661,长春高新,生物制药,0.0,0.921,20.331699962306836,0.07813414534668145,1797.03,"全国社保基金一一八组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
全国社保基金一一六组合
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金
全国社保基金一零一组合
全国社保基金一零四组合
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金",8.0
34,002162.SZ,002162,悦心健康,医疗保健,0.0,4.5307,78.3132530120482,0.05785355384615385,56.84,中央汇金资产管理有限责任公司,1.0
35,002172.SZ,002172,澳洋健康,化纤,1.0,0.7905,49.56011730205277,0.057415118343195286,40.04,,0.0
36,002762.SZ,002762,金发拉比,服饰,4.0,9.9711,189.3536121673004,0.052895214859437746,29.32,,0.0
37,600896.SH,600896,览海医疗,医疗保健,0.0,2.5591,54.41176470588236,0.0470321081081081,46.84,,0.0
38,600735.SH,600735,新华锦,商贸代理,3.0,2.965,68.85245901639345,0.04306309523809523,29.59,,0.0
39,600393.SH,600393,粤泰股份,全国地产,1.0,1.9231,45.61403508771931,0.04216026923076922,20.75,,0.0
40,300078.SZ,300078,思创医惠,软件服务,0.0,0.2506,8.95915678524375,0.02797138235294115,67.74,"中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中国建设银行股份有限公司-中欧创业板两年定期开放混合型证券投资基金
招商银行股份有限公司-中欧嘉和三年持有期混合型证券投资基金
浙江鲲鹏资产管理有限公司-鲲鹏资本-中瑞思创定增1号证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",7.0
41,603222.SH,603222,济民制药,化学制药,1.0,-0.2895,47.51098096632502,0.019681765793528514,54.72,深圳前海正帆投资管理有限公司-正帆敏行4号私募证券投资基金,1.0
42,600763.SH,600763,通策医疗,医疗保健,0.0,0.4522,27.830581227278707,0.016248313188542647,930.85,"中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
浙江存济医疗教育基金会
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金
深圳市新智达投资管理有限公司-新智达成长一号基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金",8.0
43,300238.SZ,300238,冠昊生物,医疗保健,0.0,-0.4766,18.036403750689466,-0.02642433639143731,53.55,"华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托
云南国际信托有限公司-云信-弘瑞29号集合资金信托计划
上海韫然投资管理有限公司-新兴成长五期私募证券投资基金",3.0
44,002332.SZ,002332,仙琚制药,生物制药,0.0,-0.581,8.743169398907092,-0.06645187500000008,124.19,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
基本养老保险基金三零三组合
全国社保基金四零四组合
招商银行股份有限公司-兴全合润分级混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合",8.0
