,ts_code,name,industry,COL_LASTPRICE,COL_LAST_PCT_CHG,concept,circ_mv
73,002472.SZ,双环传动,机械基件,5.92,-0.8375,"汽车零部件, 宁德时代概念股, 智能制造, 机器人, 创投, ",32.67亿
74,300687.SZ,赛意信息,软件服务,22.3,-0.8448,"华为产业链, 大数据, 高送转, 工业互联网, 国产软件, 创投, 透明工厂, ",13.97亿
75,000722.SZ,湖南发展,水力发电,7.26,-0.955,"水电, 业绩预增, 湖南国企改革, 养老产业, 创投, ",33.7亿
76,300494.SZ,盛天网络,互联网,10.35,-0.9569,"互联网金融, 电竞, 游戏, 手游, 创投, ",23.45亿
77,002285.SZ,世联行,房产服务,5.01,-0.9881,"大消费, 供应链金融, 债转股-AMC, 恒大概念股, 养老产业, 房地产, 互联网金融, 住房租赁, 共享经济, 创投, ",100.7亿
78,600053.SH,九鼎投资,多元金融,25.9,-0.9939,"高质押率, 房地产, 互联网金融, 移动支付, 跨境电商, 创投, ",112.29亿
79,000903.SZ,云内动力,机械基件,2.9,-1.0239,"回购, 汽车零部件, 定增破发, 燃料电池, 移动支付, 低价股, 创投, ",51.25亿
80,600790.SH,轻纺城,商品城,3.86,-1.0256,"养老金持股, 国家队重仓, 社保重仓, 浙江国企改革, 创投, ",56.58亿
81,002011.SZ,盾安环境,工程机械,4.77,-1.0373,"核电, 宁德时代概念股, 雄安-公共服务, 白色家电, 家电, 智能制造, 冷链, 雄安新区, 地热, 资产重组, 机器人, 创投, ",43.57亿
82,000793.SZ,华闻传媒,出版业,3.78,-1.0471,"参股券商, 物联网, 海南自由贸易港, 自贸区, 自由贸易港, VR&AR, 海南, 动漫, 创投, ",73.29亿
83,600400.SH,红豆股份,服饰,3.78,-1.0471,"回购, 纺织服装, 物联网, 工业互联网, 独角兽, 创投, 透明工厂, ",94.36亿
84,600862.SH,中航高科,航空,9.28,-1.0661,"央企改革, 军工研究所, 大飞机, 业绩预增, 军工, 创投, ",129.28亿
85,002042.SZ,华孚时尚,纺织,6.2,-1.1164,"东盟博览会, 回购, 粤港澳大湾区, 纺织服装, 科创板概念股, 创投, ",94.1亿
86,000539.SZ,粤电力A,火力发电,4.3,-1.1494,"火电, 电改, 业绩预增, 破净股, 风电, 粤港澳大湾区, 创投, ",109.82亿
87,000532.SZ,华金资本,元器件,10.38,-1.2369,"被动元件, 石墨烯, 独角兽, 创投, ",35.65亿
88,600210.SH,紫江企业,广告包装,3.99,-1.2376,"大飞机, 包装印刷, 创投, ",60.52亿
89,002247.SZ,聚力文化,软件服务,3.99,-1.2376,"游戏, 手游, 创投, ",21.71亿
90,000027.SZ,深圳能源,火力发电,6.21,-1.2719,"火电, 高股息, MSCI, 电改, 固废处理, 参股券商, 风电, 天然气, 宁德时代概念股, 光伏, PPP, 环保, 住房租赁, 迈瑞医疗概念股, 独角兽, 碳交易, 深圳本地股/深汕合作, 创投, ",246.19亿
91,600133.SH,东湖高新,园区开发,6.2,-1.2739,"雄安-园林环保, 定增破发, 大气治理, 房地产, 环保, 雄安新区, 污水处理, 创投, ",42.98亿
92,600510.SH,黑牡丹,全国地产,6.19,-1.2759,"OLED, 国家队重仓, 回购, 破净股, 房地产, 创投, ",64.82亿
93,000935.SZ,四川双马,水泥,15.24,-1.2953,"业绩预增, 水泥, 创投, ",116.35亿
94,002407.SZ,多氟多,化工原料,12.5,-1.3418,"新能源整车, 特斯拉, 锂电池, 新能源汽车, 独角兽, 创投, ",67.94亿
95,300148.SZ,天舟文化,出版业,4.26,-1.3889,"教育, 独角兽, 游戏, 手游, 动漫, 创投, ",33.48亿
96,300456.SZ,耐威科技,元器件,27.19,-1.4855,"华为产业链, 军工, 军民融合, 物联网, 百度概念股, 无人驾驶, 北斗导航, 高送转, 半导体, 独角兽, 创投, ",37.08亿
97,000606.SZ,顺利办,互联网,6.52,-1.5106,"业绩预增, 大数据, 区块链, 创投, ",33.85亿
98,300496.SZ,中科创达,软件服务,30.53,-1.5161,"华为产业链, 社保重仓, 中科院系, 无人机, 物联网, 百度概念股, 无人驾驶, 人工智能, 国产软件, VR&AR, 国产芯片, 国产操作系统, 独角兽, 创投, ",85.37亿
99,000936.SZ,华西股份,化纤,8.82,-1.5625,"涤纶, 业绩预增, 参股券商, 宁德时代概念股, 人工智能, 半导体, 共享经济, 迈瑞医疗概念股, 独角兽, 知识产权, 科创板概念股, 创投, ",78.09亿
100,000818.SZ,航锦科技,化工原料,11.74,-1.5926,"烧碱, 环氧丙烷, 军工, 军民融合, 兜底式增持, 半导体, 国产芯片, 创投, ",78.7亿
101,000919.SZ,金陵药业,化学制药,8.36,-1.6471,"健康中国, 民营医院, 养老产业, 医药, 中药, 创投, ",42.05亿
102,300731.SZ,科创新源,橡胶,25.0,-1.6522,"高送转-预期, 华为产业链, 汽车零部件, 创投, ",14.68亿
103,600266.SH,北京城建,区域地产,9.99,-1.6732,"雄安-地产, 北京城市规划, 参股券商, 破净股, 房地产, 雄安新区, 京津冀, 创投, ",156.55亿
104,002722.SZ,金轮股份,纺织机械,15.15,-1.751,"独角兽, 创投, ",26.09亿
105,300020.SZ,银江股份,软件服务,8.27,-1.7815,"阿里巴巴概念股, 教育, 华为产业链, 物联网, 无人驾驶, 雄安-智慧城市, 智慧停车, 数字中国, 智能制造, 雄安新区, 云计算, 人工智能, 互联网医疗, 区块链, 智慧城市, VR&AR, 医疗信息化, 智慧安防, 机器人, 人脸识别, 创投, ",51.0亿
106,600380.SH,健康元,化学制药,8.26,-1.7836,"MSCI, 参股券商, 保健品, 食品, 医药, 中药, 化学药, 流感, 腾讯概念股, 独角兽, 蚂蚁金服概念股, 创投, ",160.08亿
107,300083.SZ,劲胜智能,元器件,3.27,-1.8018,"小米概念股, 无线充电, 3D玻璃, VR&AR, 创投, ",40.91亿
108,600624.SH,复旦复华,综合类,10.35,-1.8027,"健康中国, 脑科学, 高校系, 强势人气股, 创投, ",70.87亿
109,002867.SZ,周大生,服饰,33.02,-1.8139,"社保重仓, 高送转, 创投, ",53.85亿
110,600683.SH,京投发展,区域地产,4.81,-1.8367,"北京城市规划, 谷歌概念股, 房地产, 土地流转, 雄安新区, 雄安-工程基建, 创投, ",35.63亿
111,000913.SZ,钱江摩托,摩托车,10.1,-1.9417,"锂电池, 新能源汽车, 创投, ",45.81亿
112,002184.SZ,海得控制,软件服务,10.61,-2.1218,"工业自动化, 智能制造, 工业互联网, 创投, 透明工厂, ",14.6亿
113,300229.SZ,拓尔思,软件服务,10.9,-2.1544,"网络安全, 互联网金融, 大数据, 云计算, 人工智能, 国产软件, 知识产权, 创投, ",50.66亿
114,002543.SZ,万和电气,家用电器,13.63,-2.2238,"阿里巴巴概念股, 厨卫家电, 工业自动化, 家电, 智能制造, 创投, ",66.14亿
115,300674.SZ,宇信科技,软件服务,26.0,-2.2556,"互联网金融, 云计算, 创投, ",10.4亿
116,000789.SZ,万年青,水泥,12.96,-2.2624,"业绩预增, 水泥, 创投, ",79.49亿
117,600892.SH,大晟文化,影视音像,4.96,-2.3622,"高质押率, 游戏, 手游, 影视, 创投, ",26.76亿
118,000988.SZ,华工科技,电器仪表,13.62,-2.3656,"5G, 光通信, 华为产业链, 社保重仓, 业绩预增, 工业自动化, 量子通信, 3D打印, 智能制造, 新能源汽车, 半导体, 无人商店, 智慧城市, 高校系, 独角兽, 创投, ",136.92亿
119,002666.SZ,德联集团,化工原料,4.52,-2.3758,"蔚来汽车概念股, 燃料电池, 创投, ",20.01亿
120,600884.SH,杉杉股份,综合类,11.87,-2.3849,"MSCI, 特斯拉, 宁德时代概念股, 光伏, 万达系, 锂电池, 新能源汽车, 石墨烯, 共享经济, 充电桩, 创投, ",133.27亿
121,600770.SH,综艺股份,综合类,6.09,-2.4038,"光伏, 半导体, 彩票, 国产芯片, 游戏, 手游, 创投, ",79.17亿
122,000811.SZ,冰轮环境,工程机械,8.47,-2.5316,"中韩自贸区, 山东国企改革, 冷链, 自贸区, 地热, 创投, ",55.31亿
123,300370.SZ,安控科技,电器仪表,4.15,-2.5822,"油服, 油气改革, 天然气, 石油化工, 兜底式增持, 物联网, 工业自动化, 海南自由贸易港, 智能制造, 自贸区, 工业互联网, 智慧城市, 自由贸易港, 国产芯片, 智慧安防, 机器人, 创投, 透明工厂, ",29.98亿
124,300219.SZ,鸿利智汇,元器件,7.53,-2.5873,"汽车零部件, 物联网, 无人驾驶, 定增破发, 举牌股, 区块链, LED, 虹膜识别, 创投, ",43.33亿
125,002524.SZ,光正集团,医疗保健,5.16,-2.6415,"一带一路, 民营医院, 装配式建筑, 新疆, 眼科, 壳公司, 创投, ",24.87亿
126,002619.SZ,艾格拉斯,互联网,3.68,-2.6455,"业绩预增, 定增破发, 地下管廊, 高质押率, PPP, 游戏, 手游, 动漫, 创投, ",50.16亿
127,600981.SH,汇鸿集团,商贸代理,5.14,-2.6515,"社保重仓, 业绩预增, 万达系, 期货概念, 创投, ",37.57亿
128,600020.SH,中原高速,路桥,5.27,-2.7675,"高速公路, 信托, 河南自贸区, 自贸区, 科创板概念股, 创投, ",118.44亿
129,600387.SH,海越能源,石油贸易,7.67,-3.4005,"油气改革, 业绩预增, 石油化工, 定增破发, 油品升级, 创投, 透明工厂, ",29.58亿
130,000062.SZ,深圳华强,批发业,12.95,-3.8604,"业绩预增, 粤港澳大湾区, 雄安-公共服务, 雄安新区, 半导体, 迈瑞医疗概念股, 创投, ",135.28亿
131,002036.SZ,联创电子,元器件,11.35,-3.895,"OLED, 特斯拉, 华为产业链, 回购, 无人驾驶, 无线充电, 3D感应, 3D玻璃, VR&AR, 国产芯片, 虹膜识别, 创投, ",44.84亿
132,000966.SZ,长源电力,火力发电,5.01,-4.3893,"火电, 电改, 央企改革, 社保重仓, 业绩预增, 创投, ",55.52亿
133,600100.SH,同方股份,电脑设备,9.9,-4.4402,"血制品, 太赫兹, 海绵城市, PPP, 移动支付, 大数据, 云计算, 无人商店, 智慧城市, 股权转让, 高校系, 智慧安防, LED, 创投, 电子车牌, ",293.43亿
134,002089.SZ,*ST新海,通信设备,4.3,-5.0773,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, 复牌股, LED, ST股, 创投, ",40.26亿
135,000531.SZ,穗恒运A,火力发电,7.82,-5.7831,"火电, 电改, 业绩预增, 粤港澳大湾区, 燃料电池, 资产重组, 创投, ",53.57亿
136,600260.SH,凯乐科技,通信设备,17.38,-9.5263,"5G, 光通信, MSCI, 回购, 军工, 军民融合, 定增破发, 量子通信, 互联网医疗, 智慧安防, 创投, ",117.5亿
