,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE
36,600855.SH,600855,航天长峰,专用机械,1.0,9.9747,17.42
37,600848.SH,600848,上海临港,园区开发,1.0,9.987,33.92
38,600837.SH,600837,海通证券,证券,1.0,9.9794,15.98
39,600836.SH,600836,界龙实业,广告包装,1.0,9.9815,5.95
40,600829.SH,600829,人民同泰,医药商业,1.0,10.0124,8.9
41,600826.SH,600826,兰生股份,商贸代理,1.0,10.0251,13.17
42,600822.SH,600822,上海物贸,商贸代理,1.0,10.0441,12.49
43,600745.SH,600745,闻泰科技,通信设备,1.0,10.0029,37.39
44,601555.SH,601555,东吴证券,证券,1.0,10.0091,12.09
45,000923.SZ,000923,河北宣工,铜,1.0,10.023,19.1
46,600708.SH,600708,光明地产,全国地产,1.0,10.0,5.83
47,600689.SH,600689,上海三毛,纺织,1.0,10.0,13.09
48,600676.SH,600676,交运股份,公共交通,1.0,9.9638,6.07
49,600652.SH,600652,游久游戏,互联网,1.0,10.0671,4.92
50,600650.SH,600650,锦江投资,公共交通,1.0,9.9838,13.55
51,000955.SZ,000955,欣龙控股,纺织,1.0,10.0707,6.23
52,000958.SZ,000958,东方能源,火力发电,1.0,10.0,5.39
53,600882.SH,600882,妙可蓝多,乳制品,1.0,10.041,10.74
54,601872.SH,601872,招商轮船,水运,1.0,9.9593,5.41
55,601866.SH,601866,中远海发,水运,1.0,9.9042,3.44
56,600532.SH,600532,宏达矿业,普钢,1.0,9.9842,6.94
57,603823.SH,603823,百合花,染料涂料,1.0,10.0,23.54
58,603713.SH,603713,密尔克卫,仓储物流,1.0,10.0,46.2
59,000607.SZ,000607,华媒控股,广告包装,1.0,10.0176,6.26
60,603648.SH,603648,畅联股份,仓储物流,1.0,9.9849,14.54
61,000723.SZ,000723,美锦能源,焦炭加工,1.0,10.0375,11.73
62,603535.SH,603535,嘉诚国际,仓储物流,1.0,10.014,23.62
63,603499.SH,603499,翔港科技,广告包装,1.0,10.0129,34.06
64,603383.SH,603383,顶点软件,软件服务,1.0,10.0,111.1
65,603379.SH,603379,N三美,化工原料,1.0,10.0,51.37
66,603329.SH,603329,上海雅仕,仓储物流,1.0,9.9888,19.71
67,603157.SH,603157,拉夏贝尔,服饰,1.0,9.9553,9.83
68,603128.SH,603128,华贸物流,仓储物流,1.0,10.0242,9.11
69,603026.SH,603026,石大胜华,化工原料,1.0,10.006,36.5
70,603009.SH,603009,北特科技,汽车配件,1.0,10.0478,9.2
71,000729.SZ,000729,燕京啤酒,啤酒,1.0,9.9849,7.27
72,601919.SH,601919,中远海控,水运,1.0,10.0182,6.04
73,601881.SH,601881,中国银河,证券,1.0,9.9684,13.9
74,600615.SH,600615,丰华股份,小金属,1.0,9.97,14.67
75,000996.SZ,000996,中国中期,汽车服务,1.0,10.0337,16.34
76,600518.SH,600518,康美药业,中成药,1.0,10.0184,11.97
77,002296.SZ,002296,辉煌科技,通信设备,1.0,10.068,8.09
78,002502.SZ,002502,骅威文化,影视音像,1.0,10.1124,4.9
79,300461.SZ,300461,田中精机,专用机械,1.0,9.9915,25.87
80,300416.SZ,300416,苏试试验,电器仪表,1.0,9.981,23.14
81,300350.SZ,300350,华鹏飞,仓储物流,1.0,10.0271,8.12
82,300267.SZ,300267,尔康制药,化学制药,1.0,10.0671,6.56
83,300256.SZ,300256,星星科技,元器件,1.0,10.0,4.62
84,300255.SZ,300255,常山药业,生物制药,1.0,10.0,8.58
85,300207.SZ,300207,欣旺达,元器件,1.0,10.0,13.86
86,002571.SZ,002571,德力股份,玻璃,1.0,10.0,6.49
87,002729.SZ,002729,好利来,元器件,1.0,9.9671,33.43
88,300148.SZ,300148,天舟文化,出版业,1.0,10.0791,5.57
89,300110.SZ,300110,华仁药业,化学制药,1.0,9.9638,6.07
90,300103.SZ,300103,达刚路机,工程机械,1.0,10.0086,12.75
91,002877.SZ,002877,智能自控,电器仪表,1.0,10.0061,18.03
92,300052.SZ,300052,中青宝,互联网,1.0,9.9753,13.34
93,300051.SZ,300051,三五互联,互联网,1.0,10.0,8.58
94,300033.SZ,300033,同花顺,软件服务,1.0,9.9991,122.99
95,002464.SZ,002464,众应互联,互联网,1.0,10.0233,14.16
96,300554.SZ,300554,三超新材,矿物制品,1.0,10.0,21.45
97,300006.SZ,300006,莱美药业,化学制药,1.0,10.0601,7.33
98,002183.SZ,002183,怡亚通,仓储物流,1.0,10.0683,6.45
99,002103.SZ,002103,广博股份,文教休闲,1.0,10.0,5.94
100,600446.SH,600446,金证股份,软件服务,1.0,10.0,29.37
101,600202.SH,600202,哈空调,电气设备,1.0,9.9673,6.73
102,600179.SH,600179,安通控股,仓储物流,1.0,10.0,9.02
103,600163.SH,600163,中闽能源,新型电力,1.0,9.901,4.44
104,002105.SZ,002105,信隆健康,文教休闲,1.0,10.0372,5.92
105,600128.SH,600128,弘业股份,商贸代理,1.0,9.9894,10.35
106,600119.SH,600119,长江投资,仓储物流,1.0,10.0141,7.8
107,600109.SH,600109,国金证券,证券,1.0,10.0,12.43
108,600107.SH,600107,美尔雅,服饰,1.0,9.9532,9.39
109,002118.SZ,002118,紫鑫药业,中成药,1.0,10.0,12.54
110,600080.SH,600080,金花股份,中成药,1.0,10.0225,9.77
111,600018.SH,600018,上港集团,港口,1.0,9.9591,8.06
112,002163.SZ,002163,中航三鑫,装修装饰,1.0,9.9707,7.5
113,002166.SZ,002166,莱茵生物,中成药,1.0,10.0571,9.63
114,002172.SZ,002172,澳洋健康,化纤,1.0,10.0791,5.57
115,300663.SZ,300663,科蓝软件,软件服务,1.0,10.0047,46.84
116,000004.SZ,000004,国农科技,生物制药,1.0,10.0,21.67
