code,name,past_p_change,past_positive,pe,past_average_turnover
002662,京威股份,-12.997,,28.79,0.723
600148,长春一东,-12.819,,111.45,0.833
600664,哈药股份,-12.672,,32.77,1.123
002606,大连电瓷,-12.426,,43.72,7.477
600069,银鸽投资,-12.41,,427.78,1.133
600682,南京新百,-12.408,,74.06,1.047
002413,雷科防务,-12.317,,92.83,1.613
300383,光环新网,-12.314,,44.01,1.623
600179,安通控股,-12.3,,50.66,0.75
002451,摩恩电气,-12.263,,214.14,0.317
002198,嘉应制药,-12.142,,288.56,0.28
000156,华数传媒,-12.101,,25.94,0.457
000564,供销大集,-11.967,,20.84,0.88
300086,康芝药业,-11.834,,88.42,0.47
603843,正平股份,-11.761,,145.43,1.647
603058,永吉股份,-11.722,★,99.11,8.067
601998,中信银行,-11.721,,7.11,0.15
000511,*ST烯碳,-11.72,,0.0,1.47
600568,中珠医疗,-11.68,,38.6,0.797
600856,中天能源,-11.569,,28.22,6.713
300089,文化长城,-11.54,,54.07,4.24
300325,德威新材,-11.448,,121.24,1.803
603286,日盈电子,-11.314,★,78.65,27.08
603333,明星电缆,-11.213,,104.7,0.59
600715,文投控股,-11.185,,60.46,1.917
603718,海利生物,-11.185,,53.46,0.99
600255,梦舟股份,-10.988,,109.23,1.607
600290,华仪电气,-10.844,,190.08,0.777
000812,陕西金叶,-10.813,,380.05,1.793
601369,陕鼓动力,-10.721,★,34.53,1.127
600076,康欣新材,-10.719,,14.17,3.61
600226,瀚叶股份,-10.702,,54.81,0.53
002103,广博股份,-10.499,,45.55,1.28
600829,人民同泰,-10.263,,25.32,0.567
002592,八菱科技,-10.204,,46.02,1.1
002251,步 步 高,-10.064,,55.85,1.527
603066,音飞储存,-10.06,,40.59,2.02
002260,德奥通航,-9.937,,0.0,2.643
601619,嘉泽新能,-9.931,,89.15,5.33
002357,富临运业,-9.868,,20.59,2.25
002604,ST龙力,-9.81,,33.8,2.187
600614,鹏起科技,-9.484,,51.94,0.797
002739,万达电影,-9.414,★,36.25,2.457
600145,*ST新亿,-9.21,★,551.09,11.697
300159,新研股份,-9.18,,45.29,1.02
002301,齐心集团,-9.14,,52.0,0.813
002714,牧原股份,-9.054,,22.59,0.967
600086,东方金钰,-8.987,,40.55,0.733
300128,锦富技术,-8.927,,172.68,1.983
603028,赛福天,-8.919,★,64.73,1.14
300173,智慧松德,-8.881,,65.47,0.447
300680,隆盛科技,-8.881,★,101.59,5.927
603080,新疆火炬,-8.849,,70.86,23.267
300143,星普医科,-8.749,★,42.81,2.887
300337,银邦股份,-8.636,,751.77,0.417
300410,正业科技,-8.522,★,35.0,1.093
300580,贝斯特,-8.491,★,29.95,4.25
002692,睿康股份,-8.476,,104.81,0.69
300069,金利华电,-8.457,,128.86,0.497
002622,融钰集团,-8.278,,258.48,2.557
002005,德豪润达,-8.22,,0.0,0.517
002037,久联发展,-8.141,★,43.7,0.723
603477,振静股份,-8.066,,48.48,16.623
002288,超华科技,-8.026,★,101.28,2.493
000930,中粮生化,-7.994,★,44.78,2.593
300010,立思辰,-7.898,★,104.8,1.983
300198,纳川股份,-7.848,,131.96,1.773
300640,德艺文创,-7.767,★,43.44,2.143
000533,万 家 乐,-7.756,★,208.06,0.97
300471,厚普股份,-7.749,★,38.67,2.127
600186,莲花健康,-7.68,,0.0,2.07
000547,航天发展,-7.666,★,65.09,1.307
600122,宏图高科,-7.576,★,16.49,2.13
600866,星湖科技,-7.424,,0.0,0.433
000835,长城动漫,-7.326,★,53.65,0.83
603557,起步股份,-7.246,,41.0,9.34
600711,盛屯矿业,-7.177,,28.76,5.397
601988,中国银行,-6.988,,6.36,0.107
000586,汇源通信,-6.973,,2479.39,0.927
000796,凯撒旅游,-6.93,★,22.88,1.11
300237,美晨生态,-6.895,,23.41,0.567
603444,吉比特,-6.727,,20.05,2.787
002304,洋河股份,-6.716,,23.29,0.32
603506,南都物业,-6.701,,38.35,36.607
002018,华信国际,-6.686,,21.87,2.107
002857,三晖电气,-6.677,★,75.27,6.183
300049,福瑞股份,-6.647,,53.68,0.71
600809,山西汾酒,-6.601,,44.29,0.473
300280,南通锻压,-6.367,,357.37,1.403
601997,贵阳银行,-6.31,,8.26,2.257
601216,君正集团,-6.02,,18.52,0.23
002163,中航三鑫,-6.015,,0.0,0.977
002619,艾格拉斯,-5.947,,35.22,2.623
603226,菲林格尔,-5.801,★,28.19,3.977
300042,朗科科技,-5.79,★,66.74,0.69
002256,兆新股份,-5.753,★,71.14,0.813
600432,*ST吉恩,-5.731,★,0.0,2.263
002464,众应互联,-5.671,,38.71,0.73
603520,司太立,-5.632,★,37.13,1.783
002450,康得新,-5.582,,27.9,1.51
002621,三垒股份,-5.513,,142.48,2.323
002071,长城影视,-5.389,,31.39,0.673
000910,大亚圣象,-5.379,,23.79,0.883
603356,华菱精工,-5.367,,48.53,49.38
600130,波导股份,-5.339,,0.0,1.2
600515,海航基础,-5.298,,21.8,0.457
300593,新雷能,-5.237,★,57.57,1.68
300116,坚瑞沃能,-5.229,,18.5,0.853
603676,卫信康,-5.228,★,64.84,18.847
603393,新天然气,-5.219,★,25.36,0.703
600671,天目药业,-5.182,,235.75,0.653
603108,润达医疗,-5.117,,37.68,2.113
600532,宏达矿业,-5.101,,0.0,0.84
000616,海航投资,-4.995,,819.57,1.133
002663,普邦股份,-4.961,★,55.28,0.513
600157,永泰能源,-4.836,,76.08,0.327
002471,中超控股,-4.817,,49.92,0.95
600653,申华控股,-4.774,★,0.0,0.66
002713,东易日盛,-4.753,,121.48,2.76
603323,吴江银行,-4.713,,15.26,2.787
000540,中天金融,-4.676,★,15.64,1.283
000757,浩物股份,-4.615,★,84.89,0.773
600807,天业股份,-4.58,★,70.54,6.85
002010,传化智联,-4.517,★,163.02,0.55
002666,德联集团,-4.513,,37.7,3.297
300262,巴安水务,-4.465,★,19.54,1.11
002584,西陇科学,-4.402,★,119.17,2.7
002210,飞马国际,-4.385,★,83.56,0.57
603043,广州酒家,-4.338,,27.95,3.817
002178,延华智能,-4.304,,0.0,4.35
601398,工商银行,-4.263,,7.68,0.1
603816,顾家家居,-4.223,,31.79,2.48
000815,美利云,-4.201,★,1874.83,2.433
002586,围海股份,-4.183,,99.69,0.39
002507,涪陵榨菜,-4.161,★,32.67,1.063
603021,山东华鹏,-4.097,,66.74,0.853
603598,引力传媒,-4.08,★,98.69,1.24
300071,华谊嘉信,-4.051,★,29.37,0.92
000534,万泽股份,-4.043,★,367.51,0.357
601939,建设银行,-4.027,,7.56,1.613
603136,天目湖,-3.982,,28.03,4.707
002330,得利斯,-3.963,,642.11,1.157
600892,大晟文化,-3.95,★,46.51,1.133
000723,美锦能源,-3.936,,22.04,1.89
600054,黄山旅游,-3.89,,21.4,1.31
000034,神州数码,-3.822,★,33.88,1.507
002543,万和电气,-3.73,,28.78,0.64
300208,恒顺众昇,-3.71,,19.99,1.503
000816,智慧农业,-3.694,,0.0,12.48
000888,峨眉山Ａ,-3.679,,26.77,2.09
000503,海虹控股,-3.646,★,0.0,2.247
603318,派思股份,-3.643,,82.39,2.367
002004,华邦健康,-3.585,,22.34,0.257
002072,凯瑞德,-3.559,,796.28,1.843
002711,欧浦智网,-3.556,,27.72,1.09
600197,伊力特,-3.551,,26.32,1.263
002048,宁波华翔,-3.546,,14.92,1.427
600798,宁波海运,-3.482,★,38.27,0.713
600779,水井坊,-3.456,,64.27,1.053
002175,东方网络,-3.426,,88.0,2.183
002358,森源电气,-3.382,,24.98,0.72
002082,万邦德,-3.371,★,41.19,0.577
300356,光一科技,-3.32,,169.23,1.05
600019,宝钢股份,-3.304,★,13.8,0.603
002726,龙大肉食,-3.288,,35.38,0.55
600960,渤海活塞,-3.282,,32.25,0.64
600393,粤泰股份,-3.198,★,9.78,1.14
600117,西宁特钢,-3.149,★,0.0,1.61
603655,朗博科技,-3.131,★,66.81,25.11
600239,云南城投,-3.124,★,0.0,0.563
000558,莱茵体育,-3.123,★,317.15,1.18
002075,沙钢股份,-3.115,,72.13,0.813
600766,园城黄金,-3.093,,530.29,1.373
601985,中国核电,-3.091,,20.42,0.497
600516,方大炭素,-2.975,,13.46,6.327
002286,保龄宝,-2.952,★,65.94,0.353
000587,金洲慈航,-2.948,,15.15,1.837
300067,安诺其,-2.936,★,44.74,1.62
002087,新野纺织,-2.866,★,13.99,1.16
002833,弘亚数控,-2.749,,29.56,1.663
600638,新黄浦,-2.745,★,9.76,0.173
603031,安德利,-2.744,,56.21,4.847
600309,万华化学,-2.722,,9.57,1.153
000423,东阿阿胶,-2.668,★,24.03,0.58
601288,农业银行,-2.639,,6.15,0.2
300134,大富科技,-2.613,,0.0,3.06
300247,乐金健康,-2.575,,63.72,1.86
002580,圣阳股份,-2.572,★,86.58,1.767
601989,中国重工,-2.531,★,88.03,0.733
600036,招商银行,-2.527,★,9.66,0.207
000858,五 粮 液,-2.476,,29.94,0.76
002892,科力尔,-2.456,,42.43,8.643
002607,亚夏汽车,-2.405,★,45.04,1.263
000756,新华制药,-2.367,,25.55,2.02
600408,安泰集团,-2.364,★,197.91,0.747
000566,海南海药,-2.345,,73.34,0.87
002259,升达林业,-2.316,★,270.31,1.067
002345,潮宏基,-2.288,,31.51,0.45
300547,川环科技,-2.275,,34.95,2.713
000096,广聚能源,-2.255,,44.46,0.25
000038,深大通,-2.229,,27.22,2.44
601886,江河集团,-2.228,,22.06,0.35
300074,华平股份,-2.219,,206.3,1.087
002656,摩登大道,-2.2,,67.94,0.847
600319,亚星化学,-2.2,,238.4,0.78
600734,实达集团,-2.197,,52.47,0.56
603300,华铁科技,-2.147,,61.28,2.357
600984,建设机械,-2.098,★,36.63,0.95
300498,温氏股份,-2.094,,21.32,0.28
002035,华帝股份,-2.083,,41.94,1.0
601088,中国神华,-1.991,★,10.01,0.207
603536,惠发股份,-1.978,,54.12,1.823
002799,环球印务,-1.973,★,97.02,2.867
603711,香飘飘,-1.963,,84.21,9.697
300032,金龙机电,-1.835,,27.23,0.487
300174,元力股份,-1.824,★,156.24,0.077
002673,西部证券,-1.755,★,37.43,0.647
002716,金贵银业,-1.723,,42.82,2.217
002523,天桥起重,-1.702,,50.71,0.263
000008,神州高铁,-1.68,,131.24,0.38
300363,博腾股份,-1.647,★,56.53,0.32
002442,龙星化工,-1.604,,63.53,0.353
300282,汇冠股份,-1.544,,41.03,0.46
603289,泰瑞机器,-1.518,,39.45,9.26
600706,曲江文旅,-1.51,,29.5,0.393
000998,隆平高科,-1.434,★,142.0,0.677
002219,恒康医疗,-1.429,,65.02,0.16
000737,*ST南风,-1.424,★,0.0,1.18
601113,华鼎股份,-1.378,,145.43,0.26
600138,中青旅,-1.351,,23.97,0.907
000415,渤海金控,-1.348,,14.46,0.6
603309,维力医疗,-1.338,★,51.09,0.617
002719,麦趣尔,-1.265,,96.17,1.653
300038,梅泰诺,-1.254,★,47.97,12.263
600771,广誉远,-1.178,★,104.05,0.783
002160,常铝股份,-1.151,★,34.13,2.8
000022,深赤湾Ａ,-1.112,,26.51,0.36
002053,云南能投,-1.107,,35.6,0.367
603917,合力科技,-1.084,,36.95,9.07
600150,中国船舶,-1.083,★,0.0,0.573
603696,安记食品,-1.076,★,128.82,0.307
601339,百隆东方,-1.075,★,16.1,0.147
601328,交通银行,-1.066,★,6.62,0.253
600575,皖江物流,-1.043,,35.12,0.44
603359,东珠景观,-1.04,,32.7,2.243
600306,商业城,-1.027,★,12.16,2.37
300261,雅本化学,-1.003,,74.43,0.503
000651,格力电器,-0.997,,15.14,0.797
000509,华塑控股,-0.991,★,0.0,1.247
002521,齐峰新材,-0.99,★,25.87,1.3
002572,索菲亚,-0.989,,43.13,0.673
600346,恒力股份,-0.982,,46.06,2.16
002691,冀凯股份,-0.982,★,435.91,0.213
000948,南天信息,-0.981,★,0.0,0.357
603661,恒林股份,-0.978,,26.39,4.107
002252,上海莱士,-0.96,★,77.54,0.03
002712,思美传媒,-0.952,,28.0,0.36
600666,奥瑞德,-0.928,★,207.42,2.13
300626,华瑞股份,-0.926,,49.74,0.383
600887,伊利股份,-0.914,,29.54,0.803
603157,拉夏贝尔,-0.87,,19.78,9.09
600007,中国国贸,-0.855,,23.69,0.107
600559,老白干酒,-0.836,,73.55,0.767
603679,华体科技,-0.828,,55.21,1.72
002742,三圣股份,-0.815,★,53.5,3.0
002142,宁波银行,-0.8,,10.26,0.437
300103,达刚路机,-0.79,,95.27,0.717
000939,凯迪生态,-0.786,★,84.05,0.673
601229,上海银行,-0.729,★,7.66,0.563
600687,刚泰控股,-0.724,★,35.34,0.347
300006,莱美药业,-0.695,,57.86,1.57
601877,正泰电器,-0.689,★,19.39,0.487
002832,比音勒芬,-0.669,,33.03,0.13
603919,金徽酒,-0.628,,26.75,0.73
601636,旗滨集团,-0.611,,16.21,3.053
002121,科陆电子,-0.597,,33.48,1.093
002312,*ST三泰,-0.59,★,17.92,2.333
600585,海螺水泥,-0.569,,12.92,1.08
002789,建艺集团,-0.569,★,31.39,2.557
600000,浦发银行,-0.561,★,6.56,0.093
603306,华懋科技,-0.56,★,22.54,0.643
601009,南京银行,-0.533,,7.71,0.633
002565,顺灏股份,-0.529,★,78.3,1.037
002709,天赐材料,-0.499,,43.52,4.09
000568,泸州老窖,-0.497,,31.83,0.487
603378,亚士创能,-0.415,,37.78,4.85
600299,安迪苏,-0.415,★,26.52,0.247
600377,宁沪高速,-0.413,★,12.75,0.06
002505,大康农业,-0.387,,431.57,0.333
000596,古井贡酒,-0.351,★,29.11,0.44
603161,科华控股,-0.348,,33.1,9.523
300411,金盾股份,-0.332,,199.36,0.77
300656,民德电子,-0.314,★,97.28,3.533
300495,美尚生态,-0.27,★,31.93,0.99
601991,大唐发电,-0.264,★,20.44,0.107
600780,通宝能源,-0.241,,210.74,1.157
600311,荣华实业,-0.224,,468.36,1.883
002570,贝因美,-0.203,,0.0,0.903
002124,天邦股份,-0.187,,25.57,0.86
600188,兖州煤业,-0.159,★,11.91,1.44
002372,伟星新材,-0.155,,28.04,0.19
002628,成都路桥,-0.147,,202.67,0.33
002199,东晶电子,-0.144,,0.0,0.48
002540,亚太科技,-0.134,,31.8,0.39
600658,电子城,-0.091,★,30.14,0.28
603167,渤海轮渡,-0.078,,11.11,1.177
600383,金地集团,-0.076,★,18.83,1.093
000668,荣丰控股,-0.074,★,0.0,0.323
002848,高斯贝尔,-0.074,★,231.72,3.053
601225,陕西煤业,-0.026,★,7.97,0.747
601006,大秦铁路,-0.007,★,9.12,0.173
002099,海翔药业,-0.006,★,23.83,0.3
600066,宇通客车,-0.004,★,20.76,0.483
300108,吉药控股,-0.004,,40.72,0.18
002070,*ST众和,-0.002,,0.0,2.147
601818,光大银行,-0.001,★,6.69,0.263
000029,深深房Ａ,0.002,★,56.66,2.01
002054,德美化工,0.003,,60.65,6.107
600979,广安爱众,0.013,★,17.47,0.353
600871,石化油服,0.017,,0.0,0.133
600010,包钢股份,0.018,★,56.88,0.243
300510,金冠电气,0.024,★,63.66,0.913
600694,大商股份,0.031,★,12.03,0.337
603779,威龙股份,0.113,,78.78,1.02
601169,北京银行,0.123,★,7.52,0.16
600708,光明地产,0.139,★,15.61,1.05
603012,创力集团,0.145,,32.39,0.277
600685,中船防务,0.149,★,0.0,0.623
603533,掌阅科技,0.159,,130.67,10.64
600688,上海石化,0.168,★,11.68,0.27
600609,金杯汽车,0.197,,0.0,0.367
002647,民盛金科,0.21,★,1258.19,0.407
600537,亿晶光电,0.22,★,64.94,0.627
002545,东方铁塔,0.225,,62.02,2.143
600234,ST山水,0.238,,0.0,0.1
603456,九洲药业,0.25,,53.01,0.92
000418,小天鹅Ａ,0.252,★,28.79,0.41
002652,扬子新材,0.27,★,45.12,0.6
603169,兰石重装,0.271,★,381.99,0.393
002669,康达新材,0.295,,76.67,0.263
300180,华峰超纤,0.296,,58.05,0.437
600806,*ST昆机,0.321,★,0.0,4.727
300273,和佳股份,0.328,,70.5,4.01
600169,太原重工,0.333,★,342.84,0.317
600882,广泽股份,0.338,★,0.0,0.127
002083,孚日股份,0.341,★,12.43,0.357
603569,长久物流,0.351,,30.18,1.083
000766,通化金马,0.361,,56.5,1.163
002761,多喜爱,0.363,★,375.76,0.35
002617,露笑科技,0.383,,37.01,0.553
600919,江苏银行,0.391,★,7.11,0.477
600177,雅戈尔,0.436,★,9.05,0.213
600060,海信电器,0.441,★,25.53,0.67
300107,建新股份,0.446,,107.96,13.62
600581,八一钢铁,0.451,,10.21,5.767
002417,深南股份,0.454,★,259.95,0.957
600339,中油工程,0.455,,36.08,0.497
603600,永艺股份,0.505,★,24.52,0.803
000688,建新矿业,0.511,★,23.39,0.493
600870,厦华电子,0.522,★,0.0,0.927
603909,合诚股份,0.536,★,46.72,1.18
002560,通达股份,0.538,,229.15,2.287
603667,五洲新春,0.55,★,42.82,0.837
002047,宝鹰股份,0.553,★,26.22,1.61
603997,继峰股份,0.557,★,23.79,2.993
603970,中农立华,0.568,,34.77,13.203
002086,东方海洋,0.575,★,48.03,1.89
600358,国旅联合,0.637,★,49.93,1.233
600015,华夏银行,0.662,★,6.33,0.14
002453,天马精化,0.683,,612.39,0.54
300196,长海股份,0.696,★,22.31,0.833
600600,青岛啤酒,0.696,,20.29,0.517
600365,通葡股份,0.715,★,923.99,1.35
600399,抚顺特钢,0.718,,79.49,0.587
600337,美克家居,0.73,★,29.03,0.323
002426,胜利精密,0.746,,35.57,0.5
002569,步森股份,0.747,,0.0,5.913
600593,大连圣亚,0.758,,25.28,1.13
600126,杭钢股份,0.774,★,10.95,0.55
000576,广东甘化,0.775,,0.0,1.16
601166,兴业银行,0.786,★,5.93,0.34
002665,首航节能,0.796,,110.19,0.39
600636,*ST爱富,0.801,,41.84,0.593
603278,大业股份,0.814,,26.47,4.63
603609,禾丰牧业,0.818,,21.52,0.2
600350,山东高速,0.834,★,8.14,0.163
603828,柯利达,0.86,★,52.12,0.527
600615,丰华股份,0.872,,15.47,0.523
002130,沃尔核材,0.902,★,48.65,0.657
002203,海亮股份,0.904,★,19.44,0.757
002423,中原特钢,0.91,★,0.0,1.53
600519,贵州茅台,0.914,,33.86,0.34
603818,曲美家居,0.919,,27.22,1.29
300279,和晶科技,0.925,,46.57,0.72
600012,皖通高速,0.928,★,16.28,0.17
600660,福耀玻璃,0.95,★,23.25,0.437
600649,城投控股,0.954,★,15.81,0.297
002873,新天药业,0.96,★,33.07,3.433
603885,吉祥航空,0.975,,17.36,0.99
601969,海南矿业,0.978,,342.12,0.343
000656,金科股份,0.983,★,21.77,0.303
002098,浔兴股份,0.985,★,50.86,1.567
600382,广东明珠,1.011,★,18.57,0.66
000978,桂林旅游,1.033,★,30.42,0.493
600489,中金黄金,1.033,★,75.07,0.677
600642,申能股份,1.047,★,13.53,0.147
600039,四川路桥,1.05,★,24.1,0.167
002701,奥瑞金,1.055,,15.63,0.34
000069,华侨城Ａ,1.068,★,11.22,0.89
603856,东宏股份,1.082,,25.18,6.293
300509,新美星,1.092,★,41.16,1.507
603708,家家悦,1.102,,34.41,1.987
000883,湖北能源,1.104,,10.9,0.137
600784,鲁银投资,1.111,,386.52,0.42
600926,杭州银行,1.119,★,8.81,0.86
002435,长江润发,1.125,★,25.64,0.247
600872,中炬高新,1.133,,45.01,0.43
600094,大名城,1.14,★,20.01,0.173
000830,鲁西化工,1.164,,21.63,6.23
601117,中国化学,1.173,★,19.21,0.28
600545,卓郎智能,1.195,,31.18,0.693
300068,南都电源,1.201,★,28.36,0.97
601668,中国建筑,1.207,★,7.95,0.323
002476,宝莫股份,1.209,★,0.0,0.827
600507,方大特钢,1.212,,9.46,4.917
000056,皇庭国际,1.214,,72.33,0.647
600315,上海家化,1.241,★,58.34,0.327
603990,麦迪科技,1.248,★,72.54,0.353
600426,华鲁恒升,1.251,,24.84,1.353
601233,桐昆股份,1.266,,20.84,1.287
002309,中利集团,1.27,★,180.22,2.35
601669,中国电建,1.271,★,14.62,0.073
601866,中远海发,1.277,★,24.45,0.117
300289,利德曼,1.283,★,49.41,0.513
600727,鲁北化工,1.286,★,51.33,2.313
002319,乐通股份,1.29,,206.38,0.89
000661,长春高新,1.296,★,42.99,1.11
000903,云内动力,1.297,★,25.14,0.43
600029,南方航空,1.306,★,12.37,1.14
601965,中国汽研,1.313,,27.7,0.213
601099,太平洋,1.315,★,180.43,0.973
600083,博信股份,1.323,,0.0,0.67
603566,普莱柯,1.324,,54.12,0.137
600170,上海建工,1.33,★,13.36,0.197
000001,平安银行,1.336,★,8.14,0.507
000035,中国天楹,1.345,★,48.54,0.503
603086,先达股份,1.345,,25.25,2.17
600896,览海投资,1.362,,0.0,0.183
001979,招商蛇口,1.366,★,36.69,2.157
002092,中泰化学,1.389,,9.86,1.637
600397,安源煤业,1.395,,0.0,0.523
600182,S佳通,1.43,,165.46,0.657
002146,荣盛发展,1.439,★,13.15,2.23
601618,中国中冶,1.456,★,18.22,0.087
603077,和邦生物,1.461,,35.66,0.36
601238,广汽集团,1.469,★,13.13,0.083
002385,大北农,1.473,,23.58,0.887
300135,宝利国际,1.488,★,72.81,0.587
002101,广东鸿图,1.502,★,21.17,1.573
002002,鸿达兴业,1.507,★,15.23,0.3
601857,中国石油,1.508,★,64.12,0.02
603668,天马科技,1.514,,37.14,0.743
300424,航新科技,1.514,★,103.3,1.107
000926,福星股份,1.518,★,9.46,0.803
601677,明泰铝业,1.519,★,19.92,0.547
600731,湖南海利,1.524,,113.52,0.62
600748,上实发展,1.525,,23.46,0.22
000407,胜利股份,1.529,,49.14,0.68
600785,新华百货,1.531,★,44.05,0.083
600085,同仁堂,1.547,★,41.01,0.343
600031,三一重工,1.555,★,26.95,1.367
600016,民生银行,1.558,★,5.78,0.21
601788,光大证券,1.562,★,20.02,0.167
000501,鄂武商Ａ,1.579,★,10.65,0.403
600869,智慧能源,1.582,★,64.73,0.293
002477,雏鹰农牧,1.584,,13.89,0.857
000333,美的集团,1.597,,18.48,0.4
300113,顺网科技,1.61,,31.57,6.983
600597,光明乳业,1.628,★,22.79,0.557
600153,建发股份,1.644,★,16.05,0.377
000157,中联重科,1.648,★,19.65,0.333
600875,东方电气,1.654,★,39.64,0.8
600821,津劝业,1.664,,0.0,0.547
002498,汉缆股份,1.671,★,33.55,0.137
002033,丽江旅游,1.673,,20.42,0.437
300737,科顺股份,1.695,★,42.67,9.263
600897,厦门空港,1.707,★,14.72,0.253
600115,东方航空,1.714,★,10.5,0.59
002061,浙江交科,1.722,,50.81,0.94
600877,*ST嘉陵,1.728,★,104.41,1.417
002595,豪迈科技,1.737,,19.5,0.167
603076,乐惠国际,1.748,,31.56,4.343
600497,驰宏锌锗,1.753,★,30.59,1.393
002242,九阳股份,1.757,★,18.44,0.287
300058,蓝色光标,1.76,,44.4,4.777
600811,东方集团,1.787,★,25.87,0.243
002126,银轮股份,1.796,★,22.51,0.77
002588,史丹利,1.798,★,26.92,1.057
600628,新世界,1.812,★,10.97,0.45
603663,三祥新材,1.869,★,46.03,0.91
600853,龙建股份,1.88,★,51.96,0.52
603589,口子窖,1.888,,21.48,0.823
000876,新 希 望,1.888,★,12.44,0.37
002135,东南网架,1.893,★,58.34,0.473
000918,嘉凯城,1.936,★,0.0,0.3
600257,大湖股份,1.941,,431.98,1.503
603963,大理药业,1.971,,50.18,6.157
300022,吉峰农机,1.973,★,0.0,3.473
002810,山东赫达,1.974,★,41.3,2.393
000539,粤电力Ａ,1.989,★,23.21,0.117
002387,黑牛食品,1.994,★,0.0,2.787
600026,中远海能,1.996,★,13.82,0.243
603689,皖天然气,1.997,,33.13,2.72
601390,中国中铁,1.997,★,11.91,0.123
000166,申万宏源,2.001,★,23.86,0.09
600837,海通证券,2.003,★,17.13,0.36
002734,利民股份,2.009,★,27.07,0.517
000711,京蓝科技,2.011,★,48.47,1.127
600240,华业资本,2.02,★,9.49,0.33
600269,赣粤高速,2.022,★,10.76,0.267
002725,跃岭股份,2.039,,82.37,0.677
600965,福成股份,2.045,★,53.66,0.287
600722,金牛化工,2.058,,126.64,1.057
