,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,COL_INDAY_P_CHANGE,circ_mv
1152,002692.SZ,远程股份,电气设备,1.0,-10.0,4.84,0.01,346245.8076
1020,002560.SZ,通达股份,电气设备,1.0,-10.0,5.72,0.02,154629.9183
750,002289.SZ,宇顺电子,元器件,0.0,-9.98,7.39,0.02,191648.7557
2893,600892.SH,大晟文化,影视音像,1.0,-9.95,6.7,0.03,361510.7583
480,002018.SZ,*ST华信,农药化肥,0.0,-9.93,1.27,0.01,289284.0826
312,000793.SZ,华闻传媒,出版业,0.0,-9.89,4.29,0.01,831821.9305
1486,300096.SZ,易联众,软件服务,0.0,-9.87,11.35,0.01,427352.5597
2641,600614.SH,鹏起科技,综合类,0.0,-9.85,6.04,0.03,912938.5454
3214,603121.SH,华培动力,汽车配件,0.0,-9.85,29.23,0.01,131535.0
1434,300043.SZ,星辉娱乐,文教休闲,0.0,-9.84,6.67,0.02,602104.5538
2163,600035.SH,楚天高速,路桥,0.0,-9.84,3.86,0.01,589307.4167
2619,600590.SH,泰豪科技,电气设备,1.0,-9.82,6.95,0.02,571427.6135
1470,300080.SZ,易成新能,半导体,0.0,-9.78,6.31,0.03,316753.5572
2222,600107.SH,美尔雅,服饰,1.0,-9.78,7.75,0.01,279000.0
1149,002689.SZ,远大智能,运输设备,0.0,-9.74,5.25,0.02,546430.7672
2114,300738.SZ,奥飞数据,电信运营,0.0,-9.74,44.78,0.01,156488.188
124,000531.SZ,穗恒运A,火力发电,1.0,-9.72,7.14,0.02,489147.6327
691,002229.SZ,鸿博股份,广告包装,0.0,-9.7,8.35,0.01,343771.1057
454,000996.SZ,中国中期,汽车服务,1.0,-9.7,13.87,0.01,478515.0
1006,002546.SZ,新联电子,电气设备,0.0,-9.64,5.92,0.01,461829.6464
1190,002733.SZ,雄韬股份,电气设备,0.0,-9.52,22.64,0.04,740867.5067
564,002102.SZ,ST冠福,化学制药,0.0,-9.52,1.93,0.03,384365.6349
2583,600550.SH,保变电气,电气设备,0.0,-9.51,4.75,0.02,728938.3568
976,002515.SZ,金字火腿,食品,0.0,-9.5,5.61,0.01,476529.6168
1031,002571.SZ,德力股份,玻璃,1.0,-9.49,5.86,0.01,148373.7936
656,002194.SZ,*ST凡谷,通信设备,1.0,-9.49,11.13,0.01,590294.0624
609,002147.SZ,ST新光,区域地产,0.0,-9.46,3.19,0.04,171298.8556
1542,300152.SZ,科融环境,环境保护,0.0,-9.46,2.66,0.01,189584.5907
2479,600406.SH,国电南瑞,软件服务,0.0,-9.45,21.5,0.02,5489391.4681
835,002374.SZ,丽鹏股份,建筑施工,0.0,-9.43,3.38,0.02,270831.5087
1590,300201.SZ,海伦哲,专用机械,0.0,-9.43,5.11,0.01,446555.3546
1069,002609.SZ,捷顺科技,软件服务,1.0,-9.35,8.91,0.02,338001.0754
2623,600595.SH,中孚实业,铝,0.0,-9.35,2.83,0.03,492855.934
2961,601016.SH,节能风电,新型电力,0.0,-9.33,3.12,0.02,1296534.72
815,002354.SZ,天神娱乐,互联网,1.0,-9.28,5.79,0.01,398674.4636
825,002364.SZ,中恒电气,电气设备,0.0,-9.24,11.18,0.01,576150.5035
966,002505.SZ,大康农业,农业综合,0.0,-9.24,2.25,0.01,1234208.745
1079,002619.SZ,艾格拉斯,互联网,0.0,-9.23,4.22,0.01,589417.155
3454,603707.SH,健友股份,化学制药,1.0,-9.18,34.75,0.01,988999.1085
3019,601258.SH,庞大集团,汽车服务,0.0,-9.18,1.79,0.01,1170387.634
399,000921.SZ,海信家电,家用电器,1.0,-9.14,11.58,0.06,1044556.6053
2456,600379.SH,宝光股份,电气设备,1.0,-9.1,8.14,0.01,191988.6236
226,000670.SZ,盈方微,元器件,0.0,-9.08,6.08,0.08,364566.8539
1941,300556.SZ,丝路视觉,软件服务,0.0,-9.06,22.5,0.02,140912.2305
906,002445.SZ,ST中南,影视音像,0.0,-9.05,2.11,0.01,275996.4569
842,002381.SZ,双箭股份,橡胶,1.0,-9.03,9.15,0.07,304266.6702
2004,300623.SZ,捷捷微电,半导体,0.0,-9.02,35.23,0.01,247951.3823
795,002334.SZ,英威腾,电气设备,1.0,-9.0,6.07,0.01,348833.8599
2766,600751.SH,海航科技,水运,0.0,-8.98,3.86,0.01,993250.9741
697,002235.SZ,安妮股份,互联网,0.0,-8.97,6.8,0.01,340221.4284
1600,300211.SZ,亿通科技,通信设备,0.0,-8.96,6.74,0.01,125164.5499
2291,600186.SH,莲花健康,食品,0.0,-8.94,2.22,0.01,235769.397
2832,600825.SH,新华传媒,出版业,1.0,-8.93,7.33,0.06,765902.7941
2870,600868.SH,梅雁吉祥,水力发电,1.0,-8.93,4.08,0.01,774444.661
2439,600360.SH,华微电子,半导体,1.0,-8.87,6.88,0.02,510579.248
2050,300670.SZ,大烨智能,电气设备,0.0,-8.85,17.63,0.01,151434.648
345,000836.SZ,富通鑫茂,通信设备,0.0,-8.85,4.74,0.01,572804.3667
1383,002942.SZ,新农股份,农药化肥,0.0,-8.84,32.55,0.02,97650.0
1575,300185.SZ,通裕重工,工程机械,0.0,-8.82,2.18,0.02,597631.6694
681,002219.SZ,恒康医疗,中成药,0.0,-8.8,4.12,0.01,768467.6757
2384,600293.SH,三峡新材,玻璃,0.0,-8.79,4.93,0.01,254759.6727
3510,603829.SH,洛凯股份,电气设备,0.0,-8.78,11.47,0.03,83042.8
1980,300598.SZ,诚迈科技,软件服务,1.0,-8.77,31.26,0.05,151193.4914
471,002009.SZ,天奇股份,工程机械,0.0,-8.77,11.0,0.01,325693.9862
2807,600797.SH,浙大网新,软件服务,0.0,-8.77,10.08,0.01,1023376.0844
1478,300088.SZ,长信科技,元器件,0.0,-8.76,6.07,0.01,1372855.8667
2278,600171.SH,上海贝岭,半导体,1.0,-8.74,13.43,0.02,904923.8391
1852,300465.SZ,高伟达,软件服务,0.0,-8.74,8.35,0.01,356284.48
3006,601208.SH,东材科技,化工原料,1.0,-8.74,5.24,0.01,328338.924
340,000829.SZ,天音控股,其他商业,0.0,-8.71,6.5,0.01,604424.4921
1714,300325.SZ,德威新材,塑料,1.0,-8.7,4.48,0.05,356056.6312
1547,300157.SZ,恒泰艾普,石油开采,0.0,-8.69,5.6,0.03,343570.5622
1814,300427.SZ,红相股份,电气设备,0.0,-8.69,13.62,0.01,335717.6108
1959,300576.SZ,容大感光,染料涂料,0.0,-8.64,16.51,0.01,65897.8406
2227,600112.SH,天成控股,电气设备,1.0,-8.64,4.97,0.01,253074.8085
161,000576.SZ,广东甘化,造纸,1.0,-8.63,9.34,0.03,387762.1748
1759,300371.SZ,汇中股份,电器仪表,0.0,-8.63,14.89,0.01,127186.9285
1466,300076.SZ,GQY视讯,电脑设备,0.0,-8.58,5.51,0.02,210411.8919
17,000021.SZ,深科技,电脑设备,0.0,-8.56,7.9,0.01,1160768.3806
167,000587.SZ,金洲慈航,批发业,0.0,-8.56,3.29,0.01,399080.8987
986,002526.SZ,山东矿机,工程机械,1.0,-8.54,3.05,0.06,495610.5823
2040,300660.SZ,江苏雷利,电气设备,0.0,-8.52,24.19,0.01,110030.634
3,000005.SZ,世纪星源,环境保护,1.0,-8.5,3.69,0.03,390382.1633
2674,600652.SH,游久游戏,互联网,1.0,-8.47,4.95,0.01,412188.2315
1550,300160.SZ,秀强股份,玻璃,0.0,-8.47,4.55,0.01,269793.3525
2127,300752.SZ,隆利科技,元器件,0.0,-8.46,67.88,0.01,123306.0564
2779,600766.SH,园城黄金,黄金,0.0,-8.46,9.72,0.01,217661.974
1777,300390.SZ,天华超净,元器件,0.0,-8.44,9.43,0.01,176253.5547
1940,300555.SZ,路通视信,通信设备,0.0,-8.43,11.29,0.01,105014.0614
2897,600896.SH,*ST海投,水运,0.0,-8.42,5.04,0.02,438025.9338
1180,002723.SZ,金莱特,家用电器,1.0,-8.41,10.41,0.01,180769.65
1868,300481.SZ,濮阳惠成,化工原料,1.0,-8.41,19.79,0.04,503348.9529
989,002529.SZ,海源复材,专用机械,0.0,-8.39,8.4,0.02,168000.0
3260,603225.SH,新凤鸣,化纤,0.0,-8.37,20.3,0.01,241595.0685
672,002210.SZ,飞马国际,仓储物流,1.0,-8.35,4.19,0.02,682986.279
2128,300753.SZ,爱朋医疗,医疗保健,0.0,-8.35,41.7,0.02,84234.0
2524,600481.SH,双良节能,环境保护,0.0,-8.33,4.62,0.02,748669.0633
3280,603289.SH,泰瑞机器,专用机械,0.0,-8.33,11.63,0.02,157904.6759
993,002533.SZ,金杯电工,电气设备,0.0,-8.32,6.23,0.01,322622.5405
198,000626.SZ,远大控股,商贸代理,0.0,-8.31,8.27,0.01,334600.065
3088,601811.SH,新华文轩,出版业,0.0,-8.3,15.24,0.05,303419.8275
3151,603017.SH,中衡设计,建筑施工,0.0,-8.29,14.95,0.02,403540.6707
990,002530.SZ,金财互联,专用机械,1.0,-8.28,10.6,0.01,396118.0844
2436,600356.SH,恒丰纸业,造纸,0.0,-8.26,8.86,0.05,264676.0009
3367,603533.SH,掌阅科技,互联网,1.0,-8.24,22.22,0.01,362522.7108
278,000735.SZ,罗牛山,农业综合,1.0,-8.22,12.55,0.01,1329802.9133
415,000939.SZ,*ST凯迪,新型电力,0.0,-8.21,1.23,0.03,373650.2703
2116,300740.SZ,御家汇,日用化工,0.0,-8.2,17.94,0.01,258843.7217
2417,600331.SH,宏达股份,铅锌,1.0,-8.2,3.81,0.08,774192.0
2796,600784.SH,鲁银投资,普钢,0.0,-8.19,5.98,0.02,339770.3519
1652,300263.SZ,隆华科技,专用机械,0.0,-8.18,5.6,0.01,316537.9812
396,000918.SZ,嘉凯城,全国地产,0.0,-8.17,7.08,0.02,1277367.582
579,002117.SZ,东港股份,广告包装,1.0,-8.16,18.08,0.02,657498.6631
3187,603076.SH,乐惠国际,专用机械,0.0,-8.13,26.31,0.01,70640.2426
1376,002935.SZ,天奥电子,元器件,0.0,-8.13,48.45,0.01,129216.15
2658,600635.SH,大众公用,供气供热,1.0,-8.11,7.6,0.07,1838281.673
1352,002908.SZ,德生科技,元器件,0.0,-8.1,19.8,0.02,172328.2348
3118,601949.SH,中国出版,出版业,0.0,-8.1,5.61,0.02,224964.1085
862,002401.SZ,中远海科,软件服务,1.0,-8.09,11.69,0.03,351241.1114
1378,002937.SZ,兴瑞科技,元器件,1.0,-8.08,33.86,0.04,155756.0
1267,002817.SZ,黄山胶囊,化学制药,0.0,-8.05,19.62,0.02,81501.48
3184,603066.SH,音飞储存,仓储物流,0.0,-8.05,7.69,0.01,231240.5301
2544,600505.SH,西昌电力,水力发电,1.0,-8.04,6.97,0.01,254103.5475
1457,300067.SZ,安诺其,染料涂料,1.0,-8.04,6.36,0.02,320683.7655
1459,300069.SZ,金利华电,电气设备,1.0,-8.02,12.96,0.01,119747.2533
2068,300688.SZ,创业黑马,综合类,0.0,-8.02,44.65,0.01,163145.1392
445,000982.SZ,*ST中绒,纺织,0.0,-8.0,1.39,0.03,250901.0158
957,002496.SZ,辉丰股份,农药化肥,1.0,-8.0,2.84,0.05,274371.9067
1794,300407.SZ,凯发电气,电气设备,1.0,-7.97,8.51,0.02,141163.3396
1056,002596.SZ,海南瑞泽,其他建材,1.0,-7.97,9.81,0.03,846052.1273
2325,600225.SH,天津松江,区域地产,0.0,-7.96,3.69,0.02,344201.5528
912,002451.SZ,摩恩电气,电气设备,1.0,-7.92,13.27,0.02,552562.4019
2010,300629.SZ,新劲刚,矿物制品,0.0,-7.9,19.42,0.01,84023.6751
1040,002580.SZ,圣阳股份,电气设备,0.0,-7.88,6.46,0.01,192706.8478
1776,300389.SZ,艾比森,半导体,0.0,-7.88,17.28,0.01,283711.4968
1337,002891.SZ,中宠股份,饲料,0.0,-7.88,38.38,0.01,206701.3084
31,000038.SZ,深大通,广告包装,0.0,-7.87,13.63,0.01,265700.3645
602,002140.SZ,东华科技,建筑施工,0.0,-7.86,7.74,0.01,340230.413
1841,300454.SZ,深信服,软件服务,1.0,-7.85,103.43,0.02,413823.43
2899,600898.SH,国美通讯,通信设备,0.0,-7.83,9.16,0.01,231311.8191
3176,603045.SH,福达合金,电气设备,1.0,-7.83,32.27,0.02,79319.66
1221,002767.SZ,先锋电子,电器仪表,1.0,-7.83,15.7,0.03,194109.6975
2340,600240.SH,华业资本,全国地产,1.0,-7.82,3.32,0.01,472852.1952
202,000630.SZ,铜陵有色,铜,0.0,-7.8,2.62,0.01,2504866.5018
3526,603876.SH,鼎胜新材,铝,0.0,-7.8,20.53,0.02,133445.0
1602,300213.SZ,佳讯飞鸿,通信设备,0.0,-7.79,9.0,0.01,347234.5062
1248,002796.SZ,世嘉科技,专用机械,1.0,-7.79,47.68,0.01,174155.2957
3433,603668.SH,天马科技,饲料,0.0,-7.79,8.64,0.02,160685.1881
2353,600257.SH,大湖股份,渔业,0.0,-7.77,5.48,0.01,234023.4
2244,600130.SH,波导股份,通信设备,0.0,-7.76,4.55,0.01,349440.0
1601,300212.SZ,易华录,软件服务,1.0,-7.75,28.9,0.02,1224939.6206
2172,600053.SH,九鼎投资,多元金融,0.0,-7.71,26.3,0.03,1140212.304
2843,600837.SH,海通证券,证券,1.0,-7.68,13.76,0.03,11134772.5037
694,002232.SZ,启明信息,软件服务,0.0,-7.67,8.8,0.01,355266.9278
1594,300205.SZ,天喻信息,元器件,1.0,-7.65,11.93,0.02,508204.6241
113,000518.SZ,四环生物,生物制药,0.0,-7.64,4.24,0.01,436523.1338
1230,002776.SZ,柏堡龙,服饰,1.0,-7.64,24.85,0.06,511172.1016
1975,300592.SZ,华凯创意,软件服务,0.0,-7.63,10.85,0.02,98141.722
791,002330.SZ,得利斯,食品,1.0,-7.63,5.99,0.02,300664.3961
43,000058.SZ,深赛格,元器件,1.0,-7.62,7.5,0.03,403507.6545
1908,300521.SZ,爱司凯,专用机械,1.0,-7.61,11.54,0.03,85330.3062
3041,601515.SH,东风股份,广告包装,0.0,-7.61,10.61,0.01,1179832.0
2783,600770.SH,综艺股份,综合类,1.0,-7.59,7.24,0.03,941200.0
136,000545.SZ,金浦钛业,化工原料,0.0,-7.58,3.92,0.01,376086.0136
1187,002730.SZ,电光科技,电气设备,0.0,-7.57,8.08,0.01,234723.192
1426,300035.SZ,中科电气,电气设备,1.0,-7.57,5.95,0.02,241985.6289
493,002031.SZ,巨轮智能,汽车配件,1.0,-7.56,2.69,0.01,508575.6564
707,002245.SZ,澳洋顺昌,仓储物流,0.0,-7.55,5.15,0.01,470918.5384
2699,600682.SH,南京新百,百货,0.0,-7.53,13.91,0.01,1393916.5806
1752,300364.SZ,中文在线,出版业,1.0,-7.5,6.04,0.03,324090.6447
2762,600747.SH,ST大控,多元金融,1.0,-7.5,1.51,0.03,160713.5882
1037,002577.SZ,雷柏科技,电脑设备,0.0,-7.5,12.83,0.02,360899.4835
36,000045.SZ,深纺织A,纺织,0.0,-7.47,7.51,0.02,343219.4658
761,002300.SZ,太阳电缆,电气设备,1.0,-7.47,7.0,0.01,379860.8156
2751,600736.SH,苏州高新,园区开发,0.0,-7.45,7.81,0.04,899159.7604
54,000078.SZ,海王生物,生物制药,1.0,-7.45,4.4,0.01,816928.0627
2312,600210.SH,紫江企业,广告包装,1.0,-7.44,4.96,0.05,752301.1344
2399,600311.SH,荣华实业,黄金,0.0,-7.44,3.74,0.01,248934.4
2667,600644.SH,乐山电力,水力发电,1.0,-7.44,5.84,0.02,314425.9849
2511,600462.SH,ST九有,元器件,0.0,-7.44,2.25,0.01,120100.5
1932,300547.SZ,川环科技,橡胶,0.0,-7.4,23.97,0.01,150004.725
1799,300412.SZ,迦南科技,医疗保健,0.0,-7.4,7.28,0.01,161663.3382
159,000572.SZ,海马汽车,汽车整车,1.0,-7.39,2.72,0.06,446664.8609
1181,002724.SZ,海洋王,半导体,0.0,-7.38,6.51,0.01,215967.6238
1313,002866.SZ,传艺科技,电脑设备,0.0,-7.37,13.19,0.01,106344.8894
2057,300677.SZ,英科医疗,医疗保健,0.0,-7.37,19.78,0.01,215482.3191
632,002170.SZ,芭田股份,农药化肥,0.0,-7.36,4.31,0.01,282145.6446
3409,603618.SH,杭电股份,电气设备,1.0,-7.34,6.68,0.01,458840.51
2640,600613.SH,神奇制药,中成药,0.0,-7.33,9.02,0.02,432346.6202
2676,600654.SH,ST中安,软件服务,0.0,-7.33,2.17,0.02,163844.3644
2859,600857.SH,宁波中百,百货,0.0,-7.32,9.19,0.02,206150.0056
2206,600089.SH,特变电工,电气设备,1.0,-7.3,8.32,0.01,3090308.2404
2008,300627.SZ,华测导航,通信设备,0.0,-7.3,20.46,0.01,210937.618
1778,300391.SZ,康跃科技,机械基件,0.0,-7.3,12.27,0.01,164063.3062
797,002336.SZ,人人乐,超市连锁,0.0,-7.28,7.28,0.02,246974.0
3521,603861.SH,白云电器,电气设备,0.0,-7.28,12.14,0.02,146997.5688
3567,603956.SH,威派格,专用机械,0.0,-7.27,28.68,0.02,122165.6148
937,002476.SZ,宝莫股份,化工原料,1.0,-7.26,5.79,0.05,339470.5024
13,000017.SZ,深中华A,文教休闲,1.0,-7.23,5.56,0.05,168457.4404
778,002317.SZ,众生药业,中成药,0.0,-7.23,9.6,0.01,747778.3488
2562,600525.SH,长园集团,电气设备,1.0,-7.2,6.85,0.01,894455.9791
731,002270.SZ,华明装备,电气设备,0.0,-7.19,5.28,0.01,390153.1698
1976,300593.SZ,新雷能,电气设备,1.0,-7.19,21.05,0.05,140846.211
3524,603869.SH,新智认知,软件服务,1.0,-7.19,19.98,0.01,535674.6132
206,000635.SZ,英力特,化工原料,1.0,-7.18,9.62,0.01,291570.2731
1496,300106.SZ,西部牧业,农业综合,0.0,-7.18,6.58,0.01,138947.8649
688,002226.SZ,江南化工,化工原料,0.0,-7.18,7.02,0.02,672721.9619
534,002072.SZ,凯瑞德,互联网,0.0,-7.17,7.09,0.02,119922.1389
152,000564.SZ,供销大集,百货,0.0,-7.16,3.51,0.01,662946.9903
1660,300271.SZ,华宇软件,软件服务,1.0,-7.12,20.98,0.01,1172865.6137
1630,300241.SZ,瑞丰光电,半导体,1.0,-7.12,6.01,0.02,254085.029
3586,603990.SH,麦迪科技,软件服务,1.0,-7.11,47.44,0.02,285930.368
2044,300664.SZ,鹏鹞环保,环境保护,0.0,-7.11,11.02,0.01,369756.1538
2520,600477.SH,杭萧钢构,钢加工,0.0,-7.11,4.7,0.01,841324.5105
393,000913.SZ,钱江摩托,摩托车,1.0,-7.11,10.78,0.01,488906.957
2124,300749.SZ,顶固集创,家居用品,1.0,-7.08,37.91,0.06,108043.5
1670,300281.SZ,金明精机,专用机械,0.0,-7.06,6.46,0.01,169332.9432
721,002260.SZ,*ST德奥,航空,1.0,-7.06,3.19,0.03,84598.8
2307,600203.SH,福日电子,元器件,0.0,-7.05,5.96,0.02,220651.1903
3350,603488.SH,展鹏科技,电气设备,1.0,-7.05,9.14,0.05,88190.9186
3366,603528.SH,多伦科技,软件服务,0.0,-7.02,7.58,0.01,142193.22
1842,300455.SZ,康拓红外,运输设备,1.0,-7.02,8.06,0.04,403342.2276
757,002296.SZ,辉煌科技,通信设备,0.0,-6.99,6.52,0.01,210477.2349
299,000777.SZ,中核科技,机械基件,1.0,-6.99,14.27,0.02,547121.1483
155,000567.SZ,海德股份,多元金融,0.0,-6.99,13.3,0.01,199977.5232
173,000595.SZ,宝塔实业,机械基件,1.0,-6.98,3.75,0.03,282858.0563
267,000721.SZ,西安饮食,酒店餐饮,1.0,-6.97,4.7,0.04,204823.8592
1623,300234.SZ,开尔新材,陶瓷,1.0,-6.96,7.1,0.05,107869.776
150,000561.SZ,烽火电子,通信设备,0.0,-6.96,7.12,0.01,422922.2072
2120,300745.SZ,欣锐科技,汽车配件,0.0,-6.95,38.17,0.01,109280.71
514,002052.SZ,同洲电子,通信设备,0.0,-6.95,4.78,0.01,356565.6368
2070,300690.SZ,双一科技,电气设备,0.0,-6.94,23.22,0.01,121404.7042
1451,300061.SZ,康旗股份,医疗保健,0.0,-6.94,9.2,0.04,252546.0674
3485,603787.SH,新日股份,摩托车,1.0,-6.94,11.21,0.01,79467.69
3330,603380.SH,易德龙,元器件,0.0,-6.94,17.03,0.01,81564.8444
3424,603657.SH,春光科技,塑料,0.0,-6.94,33.48,0.02,80352.0
748,002287.SZ,奇正藏药,中成药,0.0,-6.93,29.25,0.01,1187550.0
3569,603959.SH,百利科技,建筑施工,0.0,-6.92,18.79,0.01,279895.84
389,000909.SZ,数源科技,综合类,0.0,-6.92,8.51,0.01,264662.7241
1061,002601.SZ,龙蟒佰利,化工原料,1.0,-6.92,15.2,0.02,1072406.433
3393,603598.SH,引力传媒,影视音像,1.0,-6.91,10.85,0.05,290631.2465
2573,600537.SH,亿晶光电,半导体,0.0,-6.91,4.06,0.02,477601.8628
10,000012.SZ,南玻A,玻璃,0.0,-6.91,5.57,0.01,988732.0346
