,ts_code,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF,COL_DAILY_LIMIT_COUNT,circ_mv
2032,300652.SZ,雷迪克,汽车配件,5.14,1.42,3.72,1.0,75517.8336
2456,600378.SH,天科股份,化工原料,5.34,1.62,3.72,1.0,356929.1437
1144,002684.SZ,猛狮科技,电气设备,5.85,2.14,3.71,2.0,354303.7809
262,000716.SZ,黑芝麻,食品,6.03,2.37,3.66,2.0,270872.546
2853,600848.SH,上海临港,园区开发,6.07,2.45,3.62,0.0,2361715.6752
1052,002592.SZ,八菱科技,汽车配件,10.33,6.72,3.61,2.0,510377.0664
2034,300654.SZ,世纪天鸿,出版业,5.24,1.67,3.57,2.0,189929.4863
1097,002637.SZ,赞宇科技,日用化工,5.15,1.6,3.55,0.0,223868.0925
914,002453.SZ,华软科技,化工原料,6.42,2.88,3.54,0.0,375545.3195
2746,600730.SH,中国高科,综合类,5.44,1.93,3.51,1.0,427085.5695
2921,600966.SH,博汇纸业,造纸,5.0,1.54,3.46,0.0,490621.8537
2325,600223.SH,鲁商置业,区域地产,4.52,1.06,3.46,0.0,388375.584
808,002347.SZ,泰尔股份,机械基件,5.11,1.66,3.45,1.0,155085.4601
1437,300046.SZ,台基股份,半导体,6.63,3.2,3.43,1.0,370189.44
1330,002884.SZ,凌霄泵业,专用机械,4.38,0.97,3.41,1.0,187153.5188
2184,600064.SH,南京高科,园区开发,6.32,2.96,3.36,1.0,1585732.6873
447,000985.SZ,大庆华科,化工原料,4.18,0.82,3.36,0.0,205219.3285
2529,600486.SH,扬农化工,农药化肥,4.78,1.42,3.36,1.0,1629138.5541
1093,002633.SZ,申科股份,机械基件,4.77,1.43,3.34,0.0,147660.2325
3559,603926.SH,铁流股份,汽车配件,6.28,2.97,3.31,0.0,114302.4686
392,000912.SZ,*ST天化,农药化肥,4.98,1.68,3.3,0.0,943936.0
434,000969.SZ,安泰科技,钢加工,4.48,1.26,3.22,0.0,627838.1996
1303,002856.SZ,美芝股份,装修装饰,5.22,2.0,3.22,1.0,81158.952
1568,300178.SZ,腾邦国际,旅游服务,5.0,1.8,3.2,0.0,636350.478
2524,600480.SH,凌云股份,汽车配件,4.2,1.01,3.19,1.0,542022.8675
1617,300228.SZ,富瑞特装,化工机械,4.87,1.71,3.16,0.0,308231.9432
3565,603938.SH,三孚股份,化工原料,4.36,1.21,3.15,1.0,112339.9592
280,000737.SZ,*ST南风,日用化工,4.23,1.09,3.14,0.0,243100.68
391,000911.SZ,南宁糖业,食品,7.42,4.28,3.14,2.0,291348.7624
3435,603669.SH,灵康药业,化学制药,4.09,0.98,3.11,1.0,468832.0
2730,600714.SH,金瑞矿业,煤炭开采,3.93,0.82,3.11,0.0,211809.5607
3072,601678.SH,滨化股份,化工原料,5.39,2.3,3.09,0.0,988416.0
661,002199.SZ,东晶电子,元器件,5.1,2.03,3.07,0.0,308676.1642
2785,600771.SH,广誉远,中成药,5.29,2.24,3.05,0.0,1027837.578
2697,600679.SH,上海凤凰,文教休闲,8.42,5.42,3.0,3.0,355814.1752
1819,300432.SZ,富临精工,汽车配件,5.01,2.09,2.92,1.0,276874.6614
1474,300084.SZ,海默科技,石油开采,4.34,1.42,2.92,1.0,213642.145
1131,002671.SZ,龙泉股份,其他建材,4.47,1.56,2.91,1.0,187789.3442
2191,600072.SH,中船科技,船舶,5.51,2.62,2.89,2.0,711922.8425
1413,300022.SZ,吉峰科技,农用机械,4.19,1.35,2.84,0.0,162477.8442
2017,300636.SZ,同和药业,化学制药,3.62,0.78,2.84,1.0,100986.2878
2665,600641.SH,万业企业,区域地产,4.68,1.86,2.82,0.0,977064.4026
146,000557.SZ,西部创业,铁路,6.72,3.93,2.79,1.0,276820.9862
831,002370.SZ,亚太药业,化学制药,3.47,0.68,2.79,0.0,563206.6287
408,000931.SZ,中关村,生物制药,9.3,6.52,2.78,1.0,659263.0255
2589,600557.SH,康缘药业,中成药,3.45,0.71,2.74,1.0,816995.1358
1237,002783.SZ,凯龙股份,化工原料,5.66,2.95,2.71,1.0,313847.2
2778,600764.SH,中国海防,通信设备,3.84,1.16,2.68,0.0,1049091.4412
3542,603896.SH,寿仙谷,中成药,4.03,1.35,2.68,0.0,253262.362
1622,300233.SZ,金城医药,化学制药,4.76,2.09,2.67,2.0,771851.9533
2935,600983.SH,惠而浦,家用电器,5.56,2.91,2.65,1.0,392673.6
1629,300240.SZ,飞力达,仓储物流,6.13,3.49,2.64,1.0,306994.6066
3221,603131.SH,上海沪工,专用机械,4.86,2.23,2.63,1.0,128800.0
3197,603088.SH,宁波精达,专用机械,4.02,1.41,2.61,0.0,164640.0
2250,600136.SH,当代明诚,影视音像,10.32,7.72,2.6,2.0,601092.4752
868,002407.SZ,多氟多,化工原料,3.9,1.31,2.59,0.0,858250.3232
1192,002735.SZ,王子新材,塑料,3.96,1.37,2.59,0.0,114025.23
2873,600870.SH,*ST厦华,家用电器,4.39,1.83,2.56,0.0,199862.272
2583,600549.SH,厦门钨业,小金属,6.19,3.64,2.55,0.0,2265140.4282
2333,600232.SH,金鹰股份,纺织,4.56,2.01,2.55,1.0,224301.9046
2060,300680.SZ,隆盛科技,汽车配件,3.66,1.14,2.52,0.0,66177.8288
1962,300579.SZ,数字认证,软件服务,4.78,2.28,2.5,1.0,201228.5922
3488,603789.SH,星光农机,农用机械,3.67,1.18,2.49,0.0,367120.0
225,000669.SZ,金鸿控股,供气供热,5.03,2.56,2.47,1.0,472305.241
50,000066.SZ,中国长城,电脑设备,5.23,2.76,2.47,2.0,2256589.882
1796,300409.SZ,道氏技术,陶瓷,4.12,1.66,2.46,0.0,508309.1443
1064,002604.SZ,*ST龙力,食品,4.35,1.93,2.42,0.0,107203.9073
727,002266.SZ,浙富控股,电气设备,3.57,1.16,2.41,0.0,841566.0406
697,002235.SZ,安妮股份,互联网,5.07,2.67,2.4,0.0,377245.525
628,002166.SZ,莱茵生物,中成药,3.81,1.45,2.36,0.0,302289.3091
3433,603667.SH,五洲新春,机械基件,3.48,1.16,2.32,0.0,116891.5534
2509,600459.SH,贵研铂业,小金属,3.39,1.08,2.31,0.0,712588.6419
2299,600193.SH,*ST创兴,装修装饰,3.47,1.18,2.29,0.0,195671.58
1274,002824.SZ,和胜股份,铝,5.82,3.54,2.28,1.0,86969.3807
37,000046.SZ,泛海控股,全国地产,4.01,1.74,2.27,0.0,3767551.6664
3255,603208.SH,江山欧派,家居用品,3.28,1.01,2.27,0.0,106161.3301
3419,603638.SH,艾迪精密,专用机械,3.1,0.83,2.27,0.0,264207.841
3018,601233.SH,桐昆股份,化纤,5.01,2.75,2.26,1.0,2544505.8561
481,002019.SZ,亿帆医药,化学制药,4.48,2.22,2.26,0.0,1177577.2353
780,002319.SZ,乐通股份,染料涂料,5.48,3.23,2.25,1.0,266949.3114
2968,601038.SH,一拖股份,农用机械,3.61,1.36,2.25,0.0,326056.59
2870,600867.SH,通化东宝,生物制药,4.4,2.18,2.22,0.0,3321360.8424
2815,600805.SH,悦达投资,综合类,3.85,1.64,2.21,0.0,499961.9164
3421,603648.SH,畅联股份,仓储物流,5.06,2.86,2.2,0.0,366890.4177
2622,600593.SH,大连圣亚,旅游服务,3.07,0.88,2.19,0.0,484288.0
116,000521.SZ,长虹美菱,家用电器,4.76,2.58,2.18,1.0,333054.3046
1571,300181.SZ,佐力药业,中成药,4.92,2.74,2.18,0.0,348110.8382
965,002504.SZ,弘高创意,装修装饰,4.43,2.26,2.17,2.0,196496.2123
1256,002805.SZ,丰元股份,化工原料,3.25,1.09,2.16,0.0,99900.4874
2934,600982.SH,宁波热电,供气供热,3.29,1.13,2.16,0.0,297278.14
1593,300204.SZ,舒泰神,生物制药,3.9,1.74,2.16,0.0,656647.346
2092,300713.SZ,英可瑞,电气设备,4.05,1.89,2.16,2.0,107210.8458
2303,600198.SH,*ST大唐,通信设备,3.93,1.78,2.15,0.0,924343.9487
2330,600229.SH,城市传媒,出版业,4.11,1.96,2.15,0.0,626971.7369
3105,601886.SH,江河集团,装修装饰,3.95,1.82,2.13,0.0,1087115.1
3426,603658.SH,安图生物,医疗保健,2.55,0.44,2.11,0.0,913164.8064
126,000533.SZ,顺钠股份,电气设备,4.45,2.34,2.11,1.0,271221.3504
2307,600202.SH,*ST哈空,电气设备,4.57,2.48,2.09,0.0,198953.8088
1255,002803.SZ,吉宏股份,广告包装,4.9,2.86,2.04,0.0,157709.022
3033,601366.SH,利群股份,百货,3.22,1.21,2.01,0.0,366246.7237
2816,600807.SH,*ST天业,区域地产,2.97,0.97,2.0,0.0,418693.8228
1836,300449.SZ,汉邦高科,电脑设备,3.77,1.78,1.99,1.0,251179.3357
899,002438.SZ,江苏神通,机械基件,3.2,1.21,1.99,0.0,271554.8003
683,002221.SZ,东华能源,石油贸易,2.8,0.83,1.97,0.0,1500401.1236
1077,002617.SZ,露笑科技,电气设备,4.71,2.84,1.87,0.0,560985.4074
1549,300159.SZ,新研股份,农用机械,3.93,2.09,1.84,0.0,677014.6841
592,002130.SZ,沃尔核材,电气设备,6.38,4.54,1.84,1.0,476853.2269
2391,600301.SH,ST南化,化工原料,3.02,1.19,1.83,0.0,177771.9938
2171,600051.SH,宁波联合,综合类,2.85,1.02,1.83,0.0,214196.32
1188,002731.SZ,萃华珠宝,服饰,3.62,1.79,1.83,0.0,291921.6209
1482,300092.SZ,科新机电,专用机械,2.96,1.15,1.81,0.0,129548.9838
1893,300506.SZ,名家汇,建筑施工,3.85,2.06,1.79,1.0,282410.2946
3127,601985.SH,中国核电,新型电力,4.0,2.21,1.79,0.0,9806220.9
3228,603158.SH,腾龙股份,汽车配件,2.34,0.58,1.76,0.0,406821.0
1702,300313.SZ,天山生物,农业综合,3.55,1.8,1.75,2.0,137343.9019
828,002367.SZ,康力电梯,运输设备,4.31,2.56,1.75,0.0,503275.2317
2088,300709.SZ,精研科技,元器件,4.87,3.14,1.73,0.0,216876.3529
2378,600285.SH,羚锐制药,中成药,3.12,1.42,1.7,0.0,480843.1259
2438,600358.SH,国旅联合,旅游服务,3.7,2.03,1.67,0.0,239339.9768
1461,300071.SZ,华谊嘉信,广告包装,3.27,1.61,1.66,1.0,177643.8902
1724,300335.SZ,迪森股份,供气供热,2.62,0.98,1.64,0.0,210597.4724
1580,300191.SZ,潜能恒信,石油开采,4.06,2.42,1.64,0.0,385262.8243
1240,002787.SZ,华源控股,广告包装,2.72,1.09,1.63,1.0,140955.1125
435,000970.SZ,中科三环,元器件,3.35,1.73,1.62,0.0,1088634.4
1311,002864.SZ,盘龙药业,中成药,3.62,2.0,1.62,0.0,180671.35
1135,002675.SZ,东诚药业,化学制药,2.81,1.2,1.61,0.0,823772.3122
904,002443.SZ,金洲管道,钢加工,2.84,1.23,1.61,1.0,444042.3663
397,000919.SZ,金陵药业,化学制药,2.82,1.22,1.6,0.0,388331.904
1106,002646.SZ,青青稞酒,白酒,2.22,0.63,1.59,0.0,576000.0
236,000682.SZ,东方电子,电气设备,6.27,4.68,1.59,3.0,582898.2035
1623,300234.SZ,开尔新材,陶瓷,4.3,2.72,1.58,1.0,115466.2391
1397,300006.SZ,莱美药业,化学制药,2.77,1.21,1.56,0.0,321576.4867
1113,002653.SZ,海思科,化学制药,2.42,0.87,1.55,0.0,568130.7588
2523,600479.SH,千金药业,中成药,2.45,0.91,1.54,0.0,419762.6384
3383,603579.SH,荣泰健康,医疗保健,3.88,2.35,1.53,0.0,192825.0
367,000881.SZ,中广核技,综合类,9.58,8.07,1.51,1.0,297272.496
1421,300030.SZ,阳普医疗,医疗保健,2.56,1.06,1.5,0.0,163560.6668
3265,603229.SH,奥翔药业,化学制药,2.1,0.61,1.49,0.0,77407.32
474,002012.SZ,凯恩股份,造纸,3.52,2.05,1.47,0.0,245162.0036
513,002051.SZ,中工国际,建筑施工,4.38,2.92,1.46,0.0,1726847.2242
1343,002898.SZ,赛隆药业,化学制药,2.22,0.77,1.45,0.0,103042.374
2018,300637.SZ,扬帆新材,化工原料,2.77,1.32,1.45,0.0,234583.134
1673,300284.SZ,苏交科,建筑施工,3.04,1.59,1.45,0.0,729722.6125
1266,002816.SZ,和科达,专用机械,2.86,1.43,1.43,0.0,133759.4908
2644,600616.SH,金枫酒业,红黄药酒,2.21,0.79,1.42,0.0,311859.2304
3336,603388.SH,元成股份,建筑施工,2.31,0.89,1.42,0.0,101824.8
2487,600419.SH,天润乳业,乳制品,2.62,1.2,1.42,0.0,358929.2864
956,002495.SZ,佳隆股份,食品,7.15,5.74,1.41,2.0,289872.2925
1081,002621.SZ,三垒股份,专用机械,1.99,0.59,1.4,0.0,641489.3647
2314,600211.SH,西藏药业,中成药,4.27,2.88,1.39,1.0,582356.0
2342,600241.SH,时代万恒,商贸代理,3.04,1.66,1.38,0.0,179367.3223
1926,300540.SZ,深冷股份,专用机械,3.43,2.05,1.38,1.0,96307.6789
936,002475.SZ,立讯精密,元器件,3.84,2.47,1.37,0.0,9717203.5892
1074,002614.SZ,奥佳华,医疗保健,2.43,1.07,1.36,0.0,700803.0512
635,002173.SZ,创新医疗,医疗保健,2.6,1.25,1.35,0.0,334929.5339
204,000632.SZ,三木集团,综合类,2.31,0.98,1.33,1.0,241586.8998
3579,603978.SH,深圳新星,铝,3.2,1.87,1.33,0.0,205071.8059
2492,600425.SH,青松建化,水泥,5.65,4.32,1.33,1.0,697667.7835
2654,600628.SH,新世界,百货,1.94,0.61,1.33,0.0,416930.6277
243,000691.SZ,亚太实业,区域地产,4.25,2.93,1.32,1.0,148148.013
321,000803.SZ,金宇车城,纺织,3.25,1.93,1.32,1.0,197982.8842
2270,600161.SH,天坛生物,生物制药,2.48,1.16,1.32,0.0,2072439.6953
2177,600057.SH,厦门象屿,仓储物流,2.27,0.96,1.31,0.0,1104616.4915
663,002201.SZ,九鼎新材,玻璃,2.77,1.46,1.31,0.0,191522.7902
3238,603178.SH,圣龙股份,汽车配件,3.54,2.24,1.3,0.0,67933.679
779,002318.SZ,久立特材,特种钢,4.99,3.72,1.27,0.0,701760.0993
2347,600248.SH,延长化建,建筑施工,2.2,0.94,1.26,0.0,292258.4668
1957,300573.SZ,兴齐眼药,化学制药,2.5,1.24,1.26,0.0,102109.5465
3305,603330.SH,上海天洋,塑料,3.69,2.44,1.25,0.0,76223.8351
724,002263.SZ,*ST东南,塑料,4.21,2.97,1.24,0.0,394455.621
2038,300658.SZ,延江股份,纺织,4.49,3.26,1.23,0.0,64302.0
1951,300567.SZ,精测电子,电器仪表,2.39,1.16,1.23,0.0,635163.4575
1511,300121.SZ,阳谷华泰,化工原料,2.27,1.04,1.23,0.0,375947.0049
3588,603991.SH,至正股份,塑料,2.19,0.96,1.23,0.0,88525.0683
2260,600150.SH,*ST船舶,船舶,2.48,1.28,1.2,0.0,2640473.3178
2684,600663.SH,陆家嘴,园区开发,4.93,3.73,1.2,0.0,4346412.0336
561,002099.SZ,海翔药业,化学制药,2.62,1.43,1.19,0.0,1025083.2345
2967,601028.SH,玉龙股份,钢加工,2.94,1.75,1.19,0.0,486258.997
1581,300192.SZ,科斯伍德,染料涂料,3.85,2.68,1.17,0.0,189771.2105
717,002255.SZ,海陆重工,专用机械,4.34,3.17,1.17,1.0,271881.602
140,000550.SZ,江铃汽车,汽车整车,1.81,0.65,1.16,0.0,1098547.152
1022,002562.SZ,兄弟科技,化学制药,3.85,2.69,1.16,1.0,296807.1364
3306,603331.SH,百达精工,专用机械,2.19,1.04,1.15,0.0,54432.5563
165,000585.SZ,*ST东电,电气设备,4.2,3.05,1.15,0.0,176732.0836
1145,002685.SZ,华东重机,工程机械,2.44,1.29,1.15,0.0,501207.9037
873,002412.SZ,汉森制药,中成药,1.92,0.78,1.14,0.0,509162.425
1973,300590.SZ,移为通信,通信设备,4.8,3.66,1.14,1.0,419525.0
2694,600676.SH,交运股份,公共交通,2.34,1.22,1.12,1.0,535859.2516
189,000613.SZ,大东海A,旅游服务,2.56,1.44,1.12,0.0,210922.6064
3450,603699.SH,纽威股份,专用机械,1.66,0.55,1.11,0.0,940500.0
1541,300151.SZ,昌红科技,机械基件,2.51,1.4,1.11,0.0,194214.5771
668,002206.SZ,海利得,化纤,2.04,0.94,1.1,0.0,430260.2879
3226,603156.SH,养元饮品,软饮料,1.99,0.89,1.1,0.0,2283733.305
1984,300602.SZ,飞荣达,元器件,4.23,3.15,1.08,0.0,288920.0
2632,600603.SH,广汇物流,仓储物流,2.41,1.33,1.08,0.0,257574.7566
342,000831.SZ,五矿稀土,小金属,4.78,3.7,1.08,0.0,1368340.1285
63,000153.SZ,丰原药业,化学制药,1.83,0.76,1.07,0.0,214952.3115
179,000601.SZ,韶能股份,水力发电,2.3,1.23,1.07,0.0,528037.8759
184,000608.SZ,阳光股份,区域地产,2.85,1.78,1.07,0.0,474624.5767
3493,603800.SH,道森股份,专用机械,2.31,1.25,1.06,0.0,298064.0
1087,002627.SZ,宜昌交运,公共交通,2.1,1.04,1.06,0.0,221296.7827
2372,600279.SH,重庆港九,港口,1.89,0.84,1.05,0.0,318760.9431
3260,603223.SH,恒通股份,供气供热,2.0,0.95,1.05,0.0,203784.0
578,002116.SZ,中国海诚,建筑施工,2.39,1.35,1.04,0.0,422274.6262
422,000955.SZ,欣龙控股,纺织,4.58,3.54,1.04,1.0,314958.8813
1314,002867.SZ,周大生,服饰,1.85,0.82,1.03,0.0,529834.1612
3523,603866.SH,桃李面包,食品,2.38,1.37,1.01,0.0,2684450.704
2680,600658.SH,电子城,园区开发,4.7,3.7,1.0,2.0,737147.5447
994,002534.SZ,杭锅股份,专用机械,2.16,1.17,0.99,0.0,515383.6815
1319,002872.SZ,天圣制药,化学制药,2.06,1.08,0.98,0.0,238477.4392
1906,300519.SZ,新光药业,中成药,1.74,0.77,0.97,0.0,162624.8
3054,601599.SH,鹿港文化,影视音像,2.37,1.4,0.97,0.0,356197.2606
1094,002634.SZ,棒杰股份,服饰,2.46,1.49,0.97,0.0,150763.6083
2660,600636.SH,三爱富,化工原料,3.08,2.11,0.97,0.0,735658.1127
3252,603199.SH,九华旅游,旅游景点,1.83,0.87,0.96,0.0,242942.6
2197,600078.SH,澄星股份,化工原料,1.9,0.94,0.96,0.0,282918.6116
1283,002833.SZ,弘亚数控,专用机械,1.78,0.83,0.95,0.0,256340.953
739,002278.SZ,神开股份,化工机械,2.07,1.12,0.95,0.0,272085.016
394,000915.SZ,山大华特,化学制药,3.01,2.08,0.93,0.0,500712.6203
242,000690.SZ,宝新能源,火力发电,1.45,0.53,0.92,0.0,1674178.5983
1808,300421.SZ,力星股份,机械基件,2.47,1.55,0.92,0.0,193281.3415
781,002320.SZ,海峡股份,水运,2.94,2.03,0.91,0.0,986068.9467
210,000639.SZ,西王食品,食品,1.9,1.0,0.9,0.0,702399.2819
2674,600651.SH,飞乐音响,电器仪表,5.35,4.46,0.89,4.0,612806.8412
547,002085.SZ,万丰奥威,汽车配件,1.66,0.77,0.89,0.0,1813583.3499
3187,603069.SH,海汽集团,公路,2.02,1.13,0.89,0.0,139213.8
2689,600668.SH,尖峰集团,水泥,1.64,0.75,0.89,0.0,495480.7123
2638,600610.SH,*ST毅达,建筑施工,4.3,3.42,0.88,0.0,154361.1565
624,002162.SZ,悦心健康,医疗保健,2.26,1.39,0.87,1.0,329266.4905
3153,603018.SH,中设集团,建筑施工,2.43,1.56,0.87,0.0,673978.8024
3081,601777.SH,力帆股份,摩托车,2.54,1.68,0.86,1.0,634575.6795
1904,300517.SZ,海波重科,建筑施工,1.84,0.99,0.85,0.0,64977.5
3241,603181.SH,皇马科技,化工原料,2.24,1.4,0.84,0.0,216216.0
3539,603889.SH,新澳股份,纺织,2.3,1.46,0.84,0.0,434590.7791
1271,002821.SZ,凯莱英,生物制药,3.14,2.3,0.84,0.0,1117590.4607
3230,603160.SH,汇顶科技,元器件,2.61,1.78,0.83,0.0,2414383.9528
754,002293.SZ,罗莱生活,纺织,3.75,2.92,0.83,0.0,808857.3085
1768,300381.SZ,溢多利,生物制药,4.46,3.63,0.83,0.0,395470.2252
3515,603843.SH,正平股份,建筑施工,3.37,2.55,0.82,1.0,177023.7537
2658,600634.SH,*ST富控,互联网,2.68,1.86,0.82,0.0,170992.4281
3031,601339.SH,百隆东方,纺织,2.43,1.62,0.81,0.0,919500.0
2103,300725.SZ,药石科技,化工原料,4.26,3.45,0.81,2.0,699867.15
2652,600624.SH,复旦复华,综合类,9.65,8.84,0.81,7.0,910666.9733
957,002496.SZ,辉丰股份,农药化肥,3.02,2.22,0.8,0.0,289829.4789
821,002360.SZ,同德化工,化工原料,1.55,0.76,0.79,0.0,186548.4847
1537,300147.SZ,香雪制药,中成药,2.03,1.26,0.77,0.0,550772.9945
1250,002798.SZ,帝欧家居,家居用品,4.52,3.76,0.76,0.0,341924.238
1260,002809.SZ,红墙股份,化工原料,2.36,1.6,0.76,0.0,120957.7223
248,000698.SZ,沈阳化工,化工原料,1.84,1.09,0.75,0.0,361414.0599
3325,603366.SH,日出东方,家用电器,3.77,3.02,0.75,1.0,419200.0
2020,300639.SZ,凯普生物,医疗保健,1.44,0.69,0.75,0.0,157305.5426
793,002332.SZ,仙琚制药,生物制药,2.54,1.8,0.74,0.0,760250.2841
2086,300707.SZ,威唐工业,专用机械,3.22,2.51,0.71,0.0,143349.596
2947,600998.SH,九州通,医药商业,1.74,1.03,0.71,0.0,2692584.3334
1783,300396.SZ,迪瑞医疗,医疗保健,1.71,1.0,0.71,0.0,405247.9032
192,000617.SZ,中油资本,多元金融,2.92,2.22,0.7,0.0,436196.9664
763,002302.SZ,西部建设,水泥,4.23,3.54,0.69,2.0,1765658.8613
3532,603881.SH,数据港,电信运营,2.7,2.03,0.67,0.0,473664.0874
658,002196.SZ,方正电机,纺织机械,2.04,1.38,0.66,0.0,250925.9318
371,000886.SZ,海南高速,路桥,1.77,1.11,0.66,0.0,461971.1362
886,002425.SZ,凯撒文化,互联网,5.04,4.38,0.66,1.0,703833.9306
3345,603444.SH,吉比特,互联网,3.95,3.29,0.66,3.0,877679.4124
2417,600330.SH,天通股份,元器件,3.76,3.11,0.65,0.0,846084.3048
1872,300485.SZ,赛升药业,生物制药,2.21,1.58,0.63,0.0,310127.04
2174,600054.SH,黄山旅游,旅游景点,1.37,0.75,0.62,0.0,584135.4
3556,603919.SH,金徽酒,白酒,2.72,2.1,0.62,0.0,546364.0
3263,603227.SH,雪峰科技,化工原料,1.81,1.2,0.61,0.0,322763.0
2344,600243.SH,青海华鼎,机床制造,3.0,2.39,0.61,1.0,250144.5
3591,603997.SH,继峰股份,汽车配件,3.86,3.26,0.6,0.0,614250.0
710,002248.SZ,华东数控,机床制造,2.15,1.56,0.59,0.0,319756.9831
250,000701.SZ,厦门信达,综合类,2.11,1.52,0.59,0.0,315938.3445
685,002223.SZ,鱼跃医疗,医疗保健,1.83,1.24,0.59,0.0,2057385.7578
1791,300404.SZ,博济医药,医疗保健,1.78,1.21,0.57,0.0,125828.0269
3328,603369.SH,今世缘,白酒,5.41,4.85,0.56,2.0,3463674.5
