,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_LIMIT,COL_FLOAT_HOLDERS
65,002589.SZ,002589,瑞康医药,医药商业,6.31,True,True,"汇添富基金-工商银行-汇添富-优势医药企业定增计划5号资产管理计划
汇添富基金-工商银行-汇添富-优势医药企业定增计划4号资产管理计划
汇添富基金-宁波银行-程义全"
66,000166.SZ,000166,申万宏源,证券,6.36,True,True,"中央汇金投资有限责任公司
中央汇金资产管理有限责任公司"
67,600515.SH,600515,海航基础,全国地产,6.51,True,True,"泰达宏利基金-浦发银行-兴业国际信托-兴业信托·锦馨八号集合资金信托计划
长信基金-浦发银行-兴业国际信托-兴业信托·兴津浦鑫6号集合资金信托计划
重庆信三威投资咨询中心(有限合伙)-润泽京渝1号私募基金
大业信托有限责任公司-大业信托·海航基础定增项目投资集合资金信托计划
长江财富资产-浦发银行-兴业信托-兴津浦鑫7号集合资金信托计划
广东粤财信托有限公司-粤财信托·海航基础定增集合资金信托计划"
68,600919.SH,600919,江苏银行,银行,6.6,True,True,"江苏省国际信托有限责任公司
香港中央结算有限公司(陆股通)
中国东方资产管理股份有限公司
富安达基金-江苏银行-富安达-富享15号股票型资产管理计划"
69,002958.SZ,002958,青农商行,银行,6.63,True,True,
70,601168.SH,601168,西部矿业,铜,6.71,True,True,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
海通资管-民生-海通海汇系列-星石1号集合资产管理计划
中国对外经济贸易信托有限公司-新股C1"
71,600814.SH,600814,杭州解百,百货,6.77,True,True,香港中央结算有限公司(陆股通)
72,600376.SH,600376,首开股份,区域地产,6.81,True,True,"建信基金-工商银行-陕西国际信托-陕国投·汇祥11号定向投资集合资金信托计划
苏州信托有限公司-苏信财富·富诚K1602单一资金信托
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
73,000612.SZ,000612,焦作万方,铝,6.96,True,True,"中央汇金资产管理有限责任公司
焦作通财创业投资有限责任公司-焦作通财创新创业投资基金(有限合伙)"
74,002839.SZ,002839,张家港行,银行,6.98,True,True,
75,300323.SZ,300323,华灿光电,半导体,7.0,True,True,上海虎铂新能股权投资基金合伙企业(有限合伙)
76,300241.SZ,300241,瑞丰光电,半导体,7.03,True,True,"福建省安芯投资管理有限责任公司-福建省安芯产业投资基金合伙企业(有限合伙)
前海方舟资产管理有限公司
中央汇金资产管理有限责任公司
深圳前海华银创富资产管理有限公司-华银成长1期私募基金"
77,300098.SZ,300098,高新兴,通信设备,7.09,True,True,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙)
广州惠泰私募证券投资基金管理有限公司-德合精选1号私募基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
平安基金-平安银行-广东粤财信托-粤财信托·金定向16号单一资金信托计划"
78,000030.SZ,000030,富奥股份,汽车配件,7.1,True,True,"中央汇金资产管理有限责任公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划"
79,600075.SH,600075,新疆天业,化工原料,7.11,True,True,"万家共赢-中信银行-万家共赢安泰1号专项资产管理计划
海富通基金-民生银行-五矿信托-民生保腾投资集合资金信托计划
景顺长城基金-工商银行-景顺长城基金工行500增强资产管理计划
万家共赢-中信银行-万家共赢安泰1号专项资产管理计划
海富通基金-民生银行-五矿信托-民生保腾投资集合资金信托计划
中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金"
80,600152.SH,600152,维科技术,电气设备,7.12,True,True,
81,688009.SH,688009,中国通号,运输设备,7.15,True,True,"全国社保基金一一八组合
广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金
全国社保基金一一三组合
基本养老保险基金八零二组合"
82,000732.SZ,000732,泰禾集团,区域地产,7.21,True,True,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
83,001696.SZ,001696,宗申动力,摩托车,7.46,True,True,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-大成睿享混合型证券投资基金"
84,601515.SH,601515,东风股份,广告包装,7.47,True,True,上海天戈投资管理有限公司-天戈紫旭私募基金
85,000626.SZ,000626,远大控股,商贸代理,7.58,True,True,
86,600733.SH,600733,北汽蓝谷,汽车整车,7.59,True,True,
87,600864.SH,600864,哈投股份,证券,7.7,True,True,"中国华融资产管理股份有限公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司"
88,000402.SZ,000402,金融街,全国地产,7.7,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
汇添富基金管理股份有限公司-社保基金四二三组合
中国银行-易方达稳健收益债券型证券投资基金"
89,001965.SZ,001965,招商公路,路桥,7.73,True,True,"基本养老保险基金八零二组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金
全国社保基金零二零组合"
90,603128.SH,603128,华贸物流,仓储物流,7.97,True,True,"珠海回声资产管理有限公司-回声1号私募基金
香港中央结算有限公司(陆股通)"
91,600517.SH,600517,国网英大,电气设备,8.1,True,True,"中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
92,000635.SZ,000635,英力特,化工原料,8.15,True,True,
93,601997.SH,601997,贵阳银行,银行,8.19,True,True,香港中央结算有限公司(陆股通)
94,603030.SH,603030,全筑股份,装修装饰,8.32,True,True,招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
95,601009.SH,601009,南京银行,银行,8.36,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一零一组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一零一组合"
96,000426.SZ,000426,兴业矿业,铅锌,8.41,True,True,"北信瑞丰基金-民生银行-四川信托-辰星2号证券投资集合资金信托计划
上海中汇金锐投资管理有限公司-中汇金锐定增2期私募投资基金"
97,000736.SZ,000736,中交地产,全国地产,8.45,True,True,
98,000783.SZ,000783,长江证券,证券,8.52,True,True,
99,601128.SH,601128,常熟银行,银行,8.52,True,True,"香港中央结算有限公司(陆股通)
全国社保基金一一零组合
基本养老保险基金一零零一组合
中国银行股份有限公司-大成优选混合型证券投资基金(LOF)
全国社保基金一一八组合"
100,002640.SZ,002640,跨境通,互联网,8.53,True,True,"珠海横琴安赐文化互联叁号股权投资基金企业(有限合伙)
广州开发区新兴产业投资基金管理有限公司
上海中平国瑀资产管理有限公司-上海中平国璟并购股权投资基金合伙企业(有限合伙)"
101,000069.SZ,000069,华侨城A,旅游景点,8.54,True,True,"香港中央结算有限公司(陆股通)
全国社保基金四零三组合
中央汇金资产管理有限责任公司
全国社保基金四一三组合
香港中央结算有限公司(陆股通)
全国社保基金四零三组合
中央汇金资产管理有限责任公司
全国社保基金四一三组合"
102,600961.SH,600961,株冶集团,铅锌,8.64,True,True,
103,600606.SH,600606,绿地控股,全国地产,8.66,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
全国社保基金四一二组合"
104,000576.SZ,000576,广东甘化,综合类,8.67,True,True,"国通信托有限责任公司-国通信托·慧赢13号单一资金信托
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·民鑫20号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏24号集合资金信托计划"
105,002769.SZ,002769,普路通,仓储物流,8.84,True,True,
106,002583.SZ,002583,海能达,通信设备,8.9,True,True,"全国社保基金一一三组合
香港中央结算有限公司(陆股通)
招商证券资管-浦发银行-招商智远海能达2号集合资产管理计划
基本养老保险基金八零二组合
富达基金(香港)有限公司-客户资金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
华安基金-工商银行-华融国际信托-华融·正弘旗胜定增基金权益投资集合资金信托计划"
107,002707.SZ,002707,众信旅游,旅游服务,8.95,True,True,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
上海理成资产管理有限公司-理成风景专户3号私募投资基金"
108,002549.SZ,002549,凯美特气,环境保护,9.01,True,True,"湖南省资产管理有限公司
中国工商银行-东吴嘉禾优势精选混合型开放式证券投资基金
湖南省财信常勤基金管理有限公司-湖南省财信常勤壹号基金合伙企业(有限合伙)"
109,002500.SZ,002500,山西证券,证券,9.08,True,True,"山西省科技基金发展有限公司
中吉金投资产管理有限公司-中吉金投-稳赢2号投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
110,601838.SH,601838,成都银行,银行,9.1,True,True,"成都市协成资产管理有限责任公司
香港中央结算有限公司(陆股通)"
111,601577.SH,601577,长沙银行,银行,9.13,True,True,湖南发展资产管理集团有限公司
112,000089.SZ,000089,深圳机场,机场,9.18,True,True,"厦门国际信托有限公司-厦门信托-聚财1号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·易泓28号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
基本养老保险基金一二零一组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
大成价值增长证券投资基金"
113,002013.SZ,002013,中航机电,航空,9.23,True,True,"国联安基金-平安银行-上海汽车集团股权投资有限公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
中航信托股份有限公司-中航信托·天启(2016)186号特定资产收益权投资集合资金信托计划
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金"
114,603318.SH,603318,派思股份,专用机械,9.4,True,True,"中意资管-招商银行-中意资产-招商银行-定增精选48号资产管理产品
太平资管-招商银行-粤财信托-定增宝1号基金集合资金信托计划"
115,002740.SZ,002740,爱迪尔,服饰,9.41,True,True,
116,002438.SZ,002438,江苏神通,机械基件,9.59,True,True,中国工商银行股份有限公司-诺安先锋混合型证券投资基金
117,002966.SZ,002966,苏州银行,银行,9.64,True,True,
118,600985.SH,600985,淮北矿业,煤炭开采,9.84,True,True,"中国信达资产管理股份有限公司
香港中央结算有限公司(陆股通)"
119,002673.SZ,002673,西部证券,证券,10.02,True,True,"西部信托有限公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
120,002797.SZ,002797,第一创业,证券,10.02,True,True,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
121,000902.SZ,000902,新洋丰,农药化肥,10.02,True,True,"长安国际信托股份有限公司-长安信托-新洋丰员工持股集合资金信托计划
全国社保基金一一一组合
香港中央结算有限公司(陆股通)
基本养老保险基金一零零三组合
上海利檀投资管理有限公司-利檀诚同私募证券投资基金"
122,002457.SZ,002457,青龙管业,塑料,10.09,True,True,中央汇金资产管理有限责任公司
123,000851.SZ,000851,高鸿股份,软件服务,10.1,True,True,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国农业银行股份有限公司-银华中证5G通信主题交易型开放式指数证券投资基金"
124,601555.SH,601555,东吴证券,证券,10.17,True,True,"苏州信托有限公司
苏州信托有限公司
苏州信托有限公司"
125,600655.SH,600655,豫园股份,百货,10.23,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
126,000728.SZ,000728,国元证券,证券,10.28,True,True,"安徽国元信托有限责任公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
127,300351.SZ,300351,永贵电器,元器件,10.29,True,True,
128,000686.SZ,000686,东北证券,证券,10.4,True,True,"吉林省信托有限责任公司
中央汇金资产管理有限责任公司
广州一本投资管理有限公司-一本平顺1号私募证券投资基金
华信信托股份有限公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
129,600926.SH,600926,杭州银行,银行,10.43,True,True,香港中央结算有限公司(陆股通)
130,300299.SZ,300299,富春股份,互联网,10.51,True,True,
131,002128.SZ,002128,露天煤业,煤炭开采,11.03,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
132,002567.SZ,002567,唐人神,饲料,11.05,True,True,"湖南省资产管理有限公司
诺安基金-兴业银行-江海证券有限公司
香港中央结算有限公司(陆股通)"
133,600071.SH,600071,凤凰光学,元器件,11.08,True,True,中铁宝盈资产-招商银行-外贸信托-昀沣3号证券投资集合资金信托计划
134,601020.SH,601020,华钰矿业,铅锌,11.23,True,True,"海通证券资管-海通证券股份有限公司-证券行业支持民企发展系列之海通证券资管1号FOF单一资产管理计划
交通银行股份有限公司-前海开源多元策略灵活配置混合型证券投资基金"
135,000885.SZ,000885,城发环境,公路,11.71,True,True,"中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金
易方达基金-工商银行-易方达基金臻选2号资产管理计划"
136,002905.SZ,002905,金逸影视,影视音像,11.75,True,True,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国银行股份有限公司-华安成长创新混合型证券投资基金"
137,601519.SH,601519,大智慧,软件服务,11.83,True,True,
138,603020.SH,603020,爱普股份,食品,11.89,True,True,
139,600958.SH,600958,东方证券,证券,12.0,True,True,
140,600223.SH,600223,鲁商发展,区域地产,12.12,True,True,
141,002191.SZ,002191,劲嘉股份,广告包装,12.14,True,True,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
142,002400.SZ,002400,省广集团,广告包装,12.6,True,True,中国工商银行-华安中小盘成长混合型证券投资基金
143,300202.SZ,300202,聚龙股份,IT设备,12.72,True,True,"富诚海富资管-证券行业支持民企发展系列之富诚海富通海富二号单一资产管理计划
中央汇金资产管理有限责任公司
绍兴睿源投资管理有限公司-睿源稳健1号私募证券投资基金
海通期货-华泰证券-证券行业支持民企发展系列之海通期货1号集合资产管理计划"
144,000800.SZ,000800,一汽解放,汽车整车,12.92,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中欧基金-农业银行-中欧中证金融资产管理计划"
