code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600095,哈高科,3.61,-18.689,0.054,-14.114,0.12,
600290,华仪电气,5.27,-18.603,0.058,-54.542,0.461,
600207,安彩高科,6.9,-18.215,0.07,-35.502,0.243,
000971,高升控股,5.92,-17.985,0.282,-28.171,0.15,
002929,润建通信,0.55,-17.874,0.081,-40.811,0.213,
002769,普路通,2.32,-17.85,0.085,-36.653,0.269,
002925,盈趣科技,0.75,-17.755,0.073,-32.661,0.22,
002765,蓝黛传动,2.55,-17.572,0.081,-15.729,0.11,
002885,京泉华,0.45,-17.426,0.069,-11.555,0.259,
600391,航发科技,3.3,-17.377,0.056,-35.578,0.138,
002636,金安国纪,2.46,-17.22,0.065,-32.052,0.131,
002642,荣之联,5.16,-17.188,0.096,-32.888,0.151,
002041,登海种业,8.74,-17.16,0.056,-38.755,0.174,
002205,国统股份,1.16,-17.14,0.033,-12.94,0.113,
000669,金鸿控股,6.7,-17.131,0.035,-17.967,0.29,
002568,百润股份,4.59,-17.087,0.074,-25.639,0.179,
002534,杭锅股份,7.27,-17.061,0.046,-25.201,0.123,
000585,*ST东电,6.09,-17.044,0.075,-7.016,0.077,
600731,湖南海利,3.27,-17.03,0.057,-21.034,0.109,
002518,科士达,5.58,-16.905,0.059,-47.431,0.271,
002080,中材科技,6.4,-16.819,0.06,-22.314,0.27,
600449,宁夏建材,4.78,-16.805,0.057,-15.018,0.081,
002606,大连电瓷,4.03,-16.777,0.055,-16.769,0.169,
600343,航天动力,6.38,-16.739,0.048,-27.369,0.119,
002058,威 尔 泰,1.43,-16.726,0.055,-5.523,0.15,
002567,唐人神,7.57,-16.702,0.054,-9.073,0.087,
002562,兄弟科技,4.98,-16.683,0.053,-23.689,0.359,
600903,贵州燃气,4.51,-16.679,0.075,-7.405,0.127,
002137,麦达数字,2.85,-16.618,0.073,-23.932,0.192,
600191,华资实业,4.85,-16.599,0.051,-23.066,0.152,
002246,北化股份,4.14,-16.576,0.075,-26.738,0.115,
600800,天津磁卡,6.11,-16.519,0.038,-12.621,0.114,
600698,湖南天雁,7.37,-16.452,0.07,-14.974,0.112,
002121,科陆电子,9.06,-16.431,0.047,-43.17,0.242,
002790,瑞尔特,0.64,-16.371,0.05,-26.287,0.349,
002231,奥维通信,3.06,-16.368,0.053,-18.122,0.122,
002877,智能自控,0.52,-16.351,0.313,-0.187,0.18,
002898,赛隆药业,0.6,-16.324,0.073,-30.083,0.148,
600072,中船科技,6.01,-16.256,0.059,-37.904,0.162,
002829,星网宇达,0.61,-16.215,0.05,-31.93,0.185,
000953,ST河化,2.94,-16.184,0.05,-41.341,0.243,
000567,海德股份,1.5,-16.164,0.057,-46.492,0.247,
002850,科达利,0.93,-16.135,0.046,-43.3,0.357,
002295,精艺股份,2.5,-16.073,0.037,-6.486,0.129,
600051,宁波联合,3.11,-16.066,0.062,-25.921,0.12,
002100,天康生物,9.63,-16.041,0.07,-29.373,0.166,
002777,久远银海,0.6,-16.04,0.061,-25.001,0.123,
002297,博云新材,3.98,-16.023,0.052,-23.472,0.116,
002916,深南电路,0.7,-15.997,0.06,13.828,0.088,
002289,宇顺电子,2.59,-15.914,0.067,-24.88,0.171,
600695,绿庭投资,3.66,-15.823,0.057,-27.161,0.361,
000760,斯太尔,6.54,-15.805,0.064,-2.97,0.145,
600135,乐凯胶片,3.73,-15.789,0.055,-29.392,0.158,
601619,嘉泽新能,5.04,-15.777,0.042,-43.328,0.28,
000806,银河生物,6.98,-15.695,0.053,-26.052,0.218,
002048,宁波华翔,4.6,-15.687,0.065,-14.687,0.119,
600311,荣华实业,6.66,-15.675,0.072,-7.236,0.143,
000023,深天地Ａ,1.39,-15.628,0.057,-16.76,0.167,
002661,克明面业,3.27,-15.553,0.061,5.205,0.076,
002516,旷达科技,9.43,-15.378,0.066,-26.881,0.131,
000409,*ST地矿,4.06,-15.363,0.072,-13.802,0.172,
000151,中成股份,2.67,-15.363,0.073,-23.846,0.125,
000995,*ST皇台,1.77,-15.362,0.056,-7.406,0.111,
600234,ST山水,2.02,-15.226,0.069,-18.658,0.161,
002576,通达动力,1.45,-15.191,0.083,-13.025,0.112,
002462,嘉事堂,2.49,-15.128,0.064,-30.049,0.146,
000985,大庆华科,1.3,-15.093,0.059,-14.573,0.111,
002722,金轮股份,1.11,-15.072,0.04,-4.781,0.125,
000908,景峰医药,7.0,-15.045,0.045,-16.753,0.134,
000901,航天科技,5.67,-15.038,0.047,-24.912,0.289,
