,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT_20
57,300720.SZ,300720,海川智能,电器仪表,3.0
58,300899.SZ,300899,上海凯鑫,环境保护,3.0
59,300670.SZ,300670,大烨智能,电气设备,3.0
60,300612.SZ,300612,宣亚国际,广告包装,3.0
61,600543.SH,600543,莫高股份,红黄酒,2.0
62,300999.SZ,300999,金龙鱼,食品,2.0
63,000570.SZ,000570,苏常柴A,机械基件,2.0
64,300611.SZ,300611,美力科技,机械基件,2.0
65,300297.SZ,300297,蓝盾股份,软件服务,2.0
66,300620.SZ,300620,光库科技,元器件,2.0
67,600336.SH,600336,澳柯玛,家用电器,2.0
68,300279.SZ,300279,和晶科技,元器件,2.0
69,300274.SZ,300274,阳光电源,电气设备,2.0
70,603826.SH,603826,坤彩科技,染料涂料,2.0
71,300656.SZ,300656,民德电子,IT设备,2.0
72,300258.SZ,300258,精锻科技,汽车配件,2.0
73,603976.SH,603976,正川股份,医疗保健,2.0
74,600428.SH,600428,中远海特,水运,2.0
75,300237.SZ,300237,美晨生态,建筑工程,2.0
76,300667.SZ,300667,必创科技,电器仪表,2.0
77,300903.SZ,300903,C科翔,元器件,2.0
78,300230.SZ,300230,永利股份,塑料,2.0
79,300898.SZ,300898,熊猫乳品,乳制品,2.0
80,002970.SZ,002970,锐明技术,通信设备,2.0
81,300677.SZ,300677,英科医疗,医疗保健,2.0
82,300895.SZ,300895,铜牛信息,软件服务,2.0
83,300681.SZ,300681,英搏尔,汽车配件,2.0
84,300890.SZ,300890,翔丰华,矿物制品,2.0
85,688036.SH,688036,传音控股,通信设备,2.0
86,000963.SZ,000963,华东医药,化学制药,2.0
87,600068.SH,600068,葛洲坝,建筑工程,2.0
88,300589.SZ,300589,江龙船艇,船舶,2.0
89,002646.SZ,002646,青青稞酒,白酒,2.0
90,300446.SZ,300446,ST乐凯,化工原料,2.0
91,300414.SZ,300414,中光防雷,通信设备,2.0
92,300403.SZ,300403,汉宇集团,家用电器,2.0
93,300402.SZ,300402,宝色股份,专用机械,2.0
94,000923.SZ,000923,河钢资源,普钢,2.0
95,600960.SH,600960,渤海汽车,汽车配件,2.0
96,002709.SZ,002709,天赐材料,化工原料,2.0
97,000622.SZ,000622,恒立实业,汽车配件,2.0
98,300490.SZ,300490,华自科技,电气设备,2.0
99,601636.SH,601636,旗滨集团,玻璃,2.0
100,300514.SZ,300514,友讯达,通信设备,2.0
101,300343.SZ,300343,联创股份,互联网,2.0
102,300520.SZ,300520,科大国创,软件服务,2.0
103,300538.SZ,300538,同益股份,批发业,2.0
104,603877.SH,603877,太平鸟,服饰,2.0
105,300554.SZ,300554,三超新材,矿物制品,2.0
106,300555.SZ,300555,路通视信,通信设备,2.0
107,300568.SZ,300568,星源材质,化工原料,2.0
108,300581.SZ,300581,晨曦航空,航空,2.0
109,000695.SZ,000695,滨海能源,广告包装,2.0
110,300689.SZ,300689,澄天伟业,元器件,2.0
111,603126.SH,603126,中材节能,环境保护,2.0
112,300442.SZ,300442,普丽盛,轻工机械,2.0
113,605336.SH,605336,帅丰电器,家用电器,2.0
114,300722.SZ,300722,新余国科,专用机械,2.0
115,300102.SZ,300102,乾照光电,半导体,2.0
116,300724.SZ,300724,捷佳伟创,专用机械,2.0
117,603615.SH,603615,茶花股份,家居用品,2.0
118,603767.SH,603767,中马传动,汽车配件,2.0
119,600596.SH,600596,新安股份,化工原料,2.0
120,603486.SH,603486,科沃斯,家用电器,2.0
121,300843.SZ,300843,胜蓝股份,元器件,2.0
122,002172.SZ,002172,澳洋健康,化纤,2.0
123,000762.SZ,000762,西藏矿业,小金属,2.0
124,300817.SZ,300817,双飞股份,机械基件,2.0
125,300836.SZ,300836,佰奥智能,专用机械,2.0
126,300820.SZ,300820,英杰电气,电气设备,2.0
127,002240.SZ,002240,盛新锂能,家居用品,2.0
128,300040.SZ,300040,九洲集团,电气设备,2.0
129,605008.SH,605008,长鸿高科,塑料,2.0
130,605169.SH,605169,洪通燃气,供气供热,2.0
131,300100.SZ,300100,双林股份,汽车服务,2.0
132,000807.SZ,000807,云铝股份,铝,2.0
133,300795.SZ,300795,米奥会展,综合类,2.0
134,300881.SZ,300881,盛德鑫泰,钢加工,2.0
135,605116.SH,605116,奥锐特,化学制药,2.0
136,300805.SZ,300805,电声股份,广告包装,2.0
137,300880.SZ,300880,迦南智能,电器仪表,2.0
138,300072.SZ,300072,三聚环保,环境保护,2.0
139,300807.SZ,300807,天迈科技,软件服务,2.0
140,300176.SZ,300176,派生科技,汽车配件,2.0
141,300713.SZ,300713,英可瑞,电气设备,2.0
142,002074.SZ,002074,国轩高科,电气设备,2.0
143,600798.SH,600798,宁波海运,水运,1.0
144,601008.SH,601008,连云港,港口,1.0
145,002782.SZ,002782,可立克,电气设备,1.0
146,600810.SH,600810,神马股份,化纤,1.0
147,300079.SZ,300079,数码科技,通信设备,1.0
148,300046.SZ,300046,台基股份,半导体,1.0
149,600835.SH,600835,上海机电,运输设备,1.0
150,002664.SZ,002664,长鹰信质,汽车配件,1.0
151,002835.SZ,002835,同为股份,元器件,1.0
152,600804.SH,600804,鹏博士,电信运营,1.0
153,000029.SZ,000029,深深房A,区域地产,1.0
154,002707.SZ,002707,众信旅游,旅游服务,1.0
155,002752.SZ,002752,昇兴股份,广告包装,1.0
156,300064.SZ,300064,ST金刚,矿物制品,1.0
157,002674.SZ,002674,兴业科技,纺织,1.0
158,600983.SH,600983,惠而浦,家用电器,1.0
159,300068.SZ,300068,南都电源,电气设备,1.0
160,600976.SH,600976,健民集团,中成药,1.0
161,600876.SH,600876,洛阳玻璃,玻璃,1.0
162,002747.SZ,002747,埃斯顿,机械基件,1.0
163,600888.SH,600888,新疆众和,铝,1.0
164,002845.SZ,002845,同兴达,元器件,1.0
165,600961.SH,600961,株冶集团,铅锌,1.0
166,002728.SZ,002728,特一药业,中成药,1.0
167,002713.SZ,002713,东易日盛,装修装饰,1.0
168,600889.SH,600889,南京化纤,化纤,1.0
169,000070.SZ,000070,特发信息,通信设备,1.0
170,002850.SZ,002850,科达利,机械基件,1.0
171,002953.SZ,002953,日丰股份,电气设备,1.0
172,600616.SH,600616,金枫酒业,红黄酒,1.0
173,300006.SZ,300006,莱美药业,化学制药,1.0
174,000063.SZ,000063,中兴通讯,通信设备,1.0
175,600699.SH,600699,均胜电子,汽车配件,1.0
176,600695.SH,600695,绿庭投资,多元金融,1.0
177,002952.SZ,002952,亚世光电,元器件,1.0
178,003016.SZ,003016,欣贺股份,服饰,1.0
179,003012.SZ,003012,东鹏控股,陶瓷,1.0
180,600711.SH,600711,盛屯矿业,小金属,1.0
181,003011.SZ,003011,海象新材,家居用品,1.0
182,002976.SZ,002976,瑞玛工业,钢加工,1.0
183,003006.SZ,003006,百亚股份,造纸,1.0
184,600661.SH,600661,昂立教育,文教休闲,1.0
185,600658.SH,600658,电子城,园区开发,1.0
186,600648.SH,600648,外高桥,园区开发,1.0
187,002998.SZ,002998,优彩资源,化纤,1.0
188,601058.SH,601058,赛轮轮胎,汽车配件,1.0
189,002920.SZ,002920,德赛西威,汽车配件,1.0
190,600776.SH,600776,东方通信,通信设备,1.0
191,002867.SZ,002867,周大生,服饰,1.0
192,600584.SH,600584,长电科技,半导体,1.0
193,002856.SZ,002856,美芝股份,装修装饰,1.0
194,300037.SZ,300037,新宙邦,化工原料,1.0
195,600766.SH,600766,园城黄金,黄金,1.0
196,300032.SZ,300032,金龙机电,元器件,1.0
197,002865.SZ,002865,钧达股份,汽车配件,1.0
198,600765.SH,600765,中航重机,航空,1.0
199,600753.SH,600753,东方银星,商贸代理,1.0
200,300019.SZ,300019,硅宝科技,化工原料,1.0
201,002881.SZ,002881,美格智能,通信设备,1.0
202,300029.SZ,300029,ST天龙,专用机械,1.0
203,002884.SZ,002884,凌霄泵业,专用机械,1.0
204,300022.SZ,300022,吉峰科技,农用机械,1.0
205,600745.SH,600745,闻泰科技,通信设备,1.0
206,600741.SH,600741,华域汽车,汽车配件,1.0
207,600732.SH,600732,爱旭股份,电气设备,1.0
208,300035.SZ,300035,中科电气,电气设备,1.0
209,300643.SZ,300643,万通智控,汽车配件,1.0
210,002639.SZ,002639,雪人股份,专用机械,1.0
211,603109.SH,603109,神驰机电,电气设备,1.0
212,002202.SZ,002202,金风科技,电气设备,1.0
213,603369.SH,603369,今世缘,白酒,1.0
214,603348.SH,603348,文灿股份,汽车配件,1.0
215,000016.SZ,000016,深康佳A,家用电器,1.0
216,002227.SZ,002227,奥特迅,电气设备,1.0
217,002230.SZ,002230,科大讯飞,软件服务,1.0
218,002239.SZ,002239,奥特佳,汽车配件,1.0
219,002245.SZ,002245,澳洋顺昌,仓储物流,1.0
220,002251.SZ,002251,步步高,超市连锁,1.0
221,002263.SZ,002263,大东南,塑料,1.0
222,603290.SH,603290,斯达半导,半导体,1.0
223,603277.SH,603277,银都股份,专用机械,1.0
224,603267.SH,603267,鸿远电子,元器件,1.0
225,603260.SH,603260,合盛硅业,化工原料,1.0
226,603186.SH,603186,华正新材,元器件,1.0
227,603167.SH,603167,渤海轮渡,水运,1.0
228,603155.SH,603155,新亚强,化工原料,1.0
229,002331.SZ,002331,皖通科技,软件服务,1.0
230,603131.SH,603131,上海沪工,专用机械,1.0
231,002337.SZ,002337,赛象科技,化工机械,1.0
232,603128.SH,603128,华贸物流,仓储物流,1.0
233,002196.SZ,002196,方正电机,纺织机械,1.0
234,002194.SZ,002194,武汉凡谷,通信设备,1.0
235,603392.SH,603392,万泰生物,医疗保健,1.0
236,002114.SZ,002114,罗平锌电,铅锌,1.0
237,603690.SH,603690,至纯科技,专用机械,1.0
238,002069.SZ,002069,獐子岛,渔业,1.0
239,603666.SH,603666,亿嘉和,专用机械,1.0
240,002078.SZ,002078,太阳纸业,造纸,1.0
241,002088.SZ,002088,鲁阳节能,矿物制品,1.0
242,002096.SZ,002096,南岭民爆,化工原料,1.0
243,603612.SH,603612,索通发展,矿物制品,1.0
244,002109.SZ,002109,兴化股份,化工原料,1.0
245,603605.SH,603605,珀莱雅,日用化工,1.0
246,603600.SH,603600,永艺股份,家居用品,1.0
247,603398.SH,603398,邦宝益智,文教休闲,1.0
248,002118.SZ,002118,紫鑫药业,中成药,1.0
249,002126.SZ,002126,银轮股份,汽车配件,1.0
250,603565.SH,603565,中谷物流,仓储物流,1.0
251,603557.SH,603557,起步股份,服饰,1.0
252,002160.SZ,002160,常铝股份,铝,1.0
253,002163.SZ,002163,海南发展,装修装饰,1.0
254,603501.SH,603501,韦尔股份,半导体,1.0
255,002173.SZ,002173,创新医疗,医疗保健,1.0
256,603466.SH,603466,风语筑,文教休闲,1.0
257,002340.SZ,002340,格林美,小金属,1.0
258,603100.SH,603100,川仪股份,电器仪表,1.0
259,002625.SZ,002625,光启技术,汽车配件,1.0
260,603086.SH,603086,先达股份,农药化肥,1.0
261,601799.SH,601799,星宇股份,汽车配件,1.0
262,002504.SZ,002504,弘高创意,装修装饰,1.0
263,002508.SZ,002508,老板电器,家用电器,1.0
264,002511.SZ,002511,中顺洁柔,造纸,1.0
265,300083.SZ,300083,创世纪,元器件,1.0
266,002527.SZ,002527,新时达,电器仪表,1.0
267,601633.SH,601633,长城汽车,汽车整车,1.0
268,601598.SH,601598,中国外运,仓储物流,1.0
269,601579.SH,601579,会稽山,红黄酒,1.0
270,601568.SH,601568,北元集团,化工原料,1.0
271,601519.SH,601519,大智慧,软件服务,1.0
272,601456.SH,601456,国联证券,证券,1.0
273,002565.SZ,002565,顺灏股份,造纸,1.0
274,601339.SH,601339,百隆东方,纺织,1.0
275,002581.SZ,002581,未名医药,生物制药,1.0
276,601238.SH,601238,广汽集团,汽车整车,1.0
277,002590.SZ,002590,万安科技,汽车配件,1.0
278,002594.SZ,002594,比亚迪,汽车整车,1.0
279,002617.SZ,002617,露笑科技,电气设备,1.0
280,002618.SZ,002618,丹邦科技,元器件,1.0
281,601127.SH,601127,小康股份,汽车配件,1.0
282,002497.SZ,002497,雅化集团,化工原料,1.0
283,002488.SZ,002488,金固股份,汽车配件,1.0
284,601858.SH,601858,中国科传,出版业,1.0
285,603010.SH,603010,万盛股份,化工原料,1.0
286,002372.SZ,002372,伟星新材,其他建材,1.0
287,603076.SH,603076,乐惠国际,专用机械,1.0
288,603068.SH,603068,博通集成,半导体,1.0
289,002382.SZ,002382,蓝帆医疗,医疗保健,1.0
290,002384.SZ,002384,东山精密,元器件,1.0
291,603058.SH,603058,永吉股份,广告包装,1.0
292,603041.SH,603041,美思德,化工原料,1.0
293,002407.SZ,002407,多氟多,化工原料,1.0
294,603026.SH,603026,石大胜华,化工原料,1.0
295,603007.SH,603007,花王股份,建筑工程,1.0
296,601865.SH,601865,福莱特,玻璃,1.0
297,603002.SH,603002,宏昌电子,化工原料,1.0
298,002434.SZ,002434,万里扬,汽车配件,1.0
299,002442.SZ,002442,龙星化工,化工原料,1.0
300,002444.SZ,002444,巨星科技,轻工机械,1.0
301,002459.SZ,002459,晶澳科技,电气设备,1.0
302,601919.SH,601919,中远海控,水运,1.0
303,002466.SZ,002466,天齐锂业,小金属,1.0
304,601908.SH,601908,京运通,新型电力,1.0
305,002478.SZ,002478,常宝股份,钢加工,1.0
306,601717.SH,601717,郑煤机,汽车配件,1.0
307,300174.SZ,300174,元力股份,化工原料,1.0
308,300086.SZ,300086,康芝药业,化学制药,1.0
309,000155.SZ,000155,川能动力,新型电力,1.0
310,300610.SZ,300610,晨化股份,化工原料,1.0
311,300615.SZ,300615,欣天科技,元器件,1.0
312,300619.SZ,300619,金银河,专用机械,1.0
313,300623.SZ,300623,捷捷微电,半导体,1.0
314,300625.SZ,300625,三雄极光,半导体,1.0
315,300626.SZ,300626,华瑞股份,电气设备,1.0
316,300629.SZ,300629,新劲刚,半导体,1.0
317,300631.SZ,300631,久吾高科,环境保护,1.0
318,300641.SZ,300641,正丹股份,化工原料,1.0
319,300647.SZ,300647,超频三,元器件,1.0
320,300897.SZ,300897,山科智能,电器仪表,1.0
321,600006.SH,600006,东风汽车,汽车整车,1.0
322,300659.SZ,300659,中孚信息,软件服务,1.0
323,300661.SZ,300661,圣邦股份,元器件,1.0
324,300906.SZ,300906,C日月明,专用机械,1.0
325,300905.SZ,300905,C宝丽迪,塑料,1.0
326,300666.SZ,300666,江丰电子,元器件,1.0
327,300902.SZ,300902,国安达,专用机械,1.0
328,300901.SZ,300901,中胤时尚,服饰,1.0
329,300671.SZ,300671,富满电子,半导体,1.0
330,300605.SZ,300605,恒锋信息,软件服务,1.0
331,600059.SH,600059,古越龙山,红黄酒,1.0
332,300597.SZ,300597,吉大通信,通信设备,1.0
333,600066.SH,600066,宇通客车,汽车整车,1.0
334,600136.SH,600136,当代文体,影视音像,1.0
335,300508.SZ,300508,维宏股份,软件服务,1.0
336,300510.SZ,300510,金冠股份,电气设备,1.0
337,300516.SZ,300516,久之洋,电器仪表,1.0
338,300518.SZ,300518,盛讯达,软件服务,1.0
339,300519.SZ,300519,新光药业,中成药,1.0
340,300536.SZ,300536,农尚环境,建筑工程,1.0
341,600111.SH,600111,北方稀土,小金属,1.0
342,600110.SH,600110,诺德股份,电气设备,1.0
343,600109.SH,600109,国金证券,证券,1.0
344,300553.SZ,300553,集智股份,电器仪表,1.0
345,300563.SZ,300563,神宇股份,通信设备,1.0
346,300565.SZ,300565,科信技术,通信设备,1.0
347,300578.SZ,300578,会畅通讯,通信设备,1.0
348,300580.SZ,300580,贝斯特,汽车配件,1.0
349,000039.SZ,000039,中集集团,轻工机械,1.0
350,600076.SH,600076,康欣新材,其他建材,1.0
351,300590.SZ,300590,移为通信,通信设备,1.0
352,300593.SZ,300593,新雷能,电气设备,1.0
353,300900.SZ,300900,广联航空,航空,1.0
354,300676.SZ,300676,华大基因,医疗保健,1.0
355,300089.SZ,300089,文化长城,文教休闲,1.0
356,300819.SZ,300819,聚杰微纤,化纤,1.0
357,300841.SZ,300841,康华生物,生物制药,1.0
358,300835.SZ,300835,龙磁科技,元器件,1.0
359,300758.SZ,300758,七彩化学,染料涂料,1.0
360,300831.SZ,300831,派瑞股份,元器件,1.0
361,300762.SZ,300762,上海瀚讯,通信设备,1.0
362,300828.SZ,300828,锐新科技,铝,1.0
363,300827.SZ,300827,上能电气,电气设备,1.0
364,300826.SZ,300826,测绘股份,建筑工程,1.0
365,300821.SZ,300821,东岳硅材,化工原料,1.0
366,300780.SZ,300780,德恩精工,机械基件,1.0
367,300893.SZ,300893,松原股份,汽车配件,1.0
368,000034.SZ,000034,神州数码,综合类,1.0
369,300782.SZ,300782,卓胜微,元器件,1.0
370,300786.SZ,300786,国林科技,环境保护,1.0
371,300812.SZ,300812,易天股份,专用机械,1.0
372,300809.SZ,300809,华辰装备,机床制造,1.0
373,300808.SZ,300808,久量股份,家用电器,1.0
374,300796.SZ,300796,贝斯美,化工原料,1.0
375,300798.SZ,300798,锦鸡股份,染料涂料,1.0
376,300799.SZ,300799,左江科技,软件服务,1.0
377,300842.SZ,300842,帝科股份,半导体,1.0
378,300747.SZ,300747,锐科激光,元器件,1.0
379,300849.SZ,300849,锦盛新材,塑料,1.0
380,300850.SZ,300850,新强联,机械基件,1.0
381,300891.SZ,300891,惠云钛业,化工原料,1.0
382,300688.SZ,300688,创业黑马,综合类,1.0
383,300690.SZ,300690,双一科技,电气设备,1.0
384,300885.SZ,300885,海昌新材,机械基件,1.0
385,300884.SZ,300884,狄耐克,软件服务,1.0
386,300883.SZ,300883,龙利得,造纸,1.0
387,300882.SZ,300882,万胜智能,电器仪表,1.0
388,300700.SZ,300700,岱勒新材,矿物制品,1.0
389,300707.SZ,300707,威唐工业,专用机械,1.0
390,300709.SZ,300709,精研科技,元器件,1.0
391,300869.SZ,300869,康泰医学,医疗保健,1.0
392,300712.SZ,300712,永福股份,建筑工程,1.0
393,300868.SZ,300868,杰美特,通信设备,1.0
394,300716.SZ,300716,国立科技,塑料,1.0
395,300717.SZ,300717,华信新材,塑料,1.0
396,300718.SZ,300718,长盛轴承,机械基件,1.0
397,300863.SZ,300863,卡倍亿,汽车配件,1.0
398,300726.SZ,300726,宏达电子,元器件,1.0
399,300857.SZ,300857,协创数据,IT设备,1.0
400,300504.SZ,300504,天邑股份,通信设备,1.0
401,600139.SH,600139,西部资源,综合类,1.0
402,300502.SZ,300502,新易盛,通信设备,1.0
403,600395.SH,600395,盘江股份,煤炭开采,1.0
404,300179.SZ,300179,四方达,矿物制品,1.0
405,600426.SH,600426,华鲁恒升,农药化肥,1.0
406,300205.SZ,300205,天喻信息,元器件,1.0
407,600418.SH,600418,江淮汽车,汽车整车,1.0
408,300217.SZ,300217,东方电热,电器仪表,1.0
409,300221.SZ,300221,银禧科技,塑料,1.0
410,300223.SZ,300223,北京君正,半导体,1.0
411,300225.SZ,300225,金力泰,染料涂料,1.0
412,600396.SH,600396,金山股份,火力发电,1.0
413,300236.SZ,300236,上海新阳,半导体,1.0
414,300484.SZ,300484,蓝海华腾,电气设备,1.0
415,300240.SZ,300240,飞力达,仓储物流,1.0
416,300247.SZ,300247,融捷健康,医疗保健,1.0
417,300249.SZ,300249,依米康,软件服务,1.0
418,300259.SZ,300259,新天科技,电器仪表,1.0
419,600363.SH,600363,联创光电,元器件,1.0
420,000056.SZ,000056,皇庭国际,房产服务,1.0
421,300276.SZ,300276,三丰智能,专用机械,1.0
422,600328.SH,600328,中盐化工,化工原料,1.0
423,300298.SZ,300298,三诺生物,医疗保健,1.0
424,300177.SZ,300177,中海达,通信设备,1.0
425,603703.SH,603703,盛洋科技,通信设备,1.0
426,300173.SZ,300173,福能东方,轻工机械,1.0
427,300164.SZ,300164,通源石油,石油开采,1.0
428,300093.SZ,300093,金刚玻璃,玻璃,1.0
429,600532.SH,600532,宏达矿业,普钢,1.0
430,300108.SZ,300108,吉药控股,中成药,1.0
431,300110.SZ,300110,华仁药业,化学制药,1.0
432,300112.SZ,300112,万讯自控,电器仪表,1.0
433,300117.SZ,300117,嘉寓股份,装修装饰,1.0
434,300121.SZ,300121,阳谷华泰,化工原料,1.0
435,300122.SZ,300122,智飞生物,生物制药,1.0
436,300123.SZ,300123,亚光科技,半导体,1.0
437,300124.SZ,300124,汇川技术,电器仪表,1.0
438,300127.SZ,300127,银河磁体,元器件,1.0
439,300132.SZ,300132,青松股份,化工原料,1.0
440,300138.SZ,300138,晨光生物,食品,1.0
441,300139.SZ,300139,晓程科技,元器件,1.0
442,600498.SH,600498,烽火通信,通信设备,1.0
443,600488.SH,600488,天药股份,化学制药,1.0
444,300154.SZ,300154,瑞凌股份,元器件,1.0
445,300155.SZ,300155,安居宝,元器件,1.0
446,300160.SZ,300160,秀强股份,玻璃,1.0
447,300304.SZ,300304,云意电气,汽车配件,1.0
448,300312.SZ,300312,邦讯技术,通信设备,1.0
449,300313.SZ,300313,天山生物,农业综合,1.0
450,300385.SZ,300385,雪浪环境,环境保护,1.0
451,300395.SZ,300395,菲利华,玻璃,1.0
452,300410.SZ,300410,正业科技,电器仪表,1.0
453,600220.SH,600220,江苏阳光,纺织,1.0
454,300428.SZ,300428,四通新材,铝,1.0
455,600207.SH,600207,安彩高科,供气供热,1.0
456,600199.SH,600199,金种子酒,白酒,1.0
457,300444.SZ,300444,双杰电气,电气设备,1.0
458,300447.SZ,300447,全信股份,电气设备,1.0
459,600197.SH,600197,伊力特,白酒,1.0
460,600196.SH,600196,复星医药,化学制药,1.0
461,300450.SZ,300450,先导智能,专用机械,1.0
462,600185.SH,600185,格力地产,区域地产,1.0
463,300466.SZ,300466,赛摩智能,电器仪表,1.0
464,600178.SH,600178,东安动力,汽车配件,1.0
465,300469.SZ,300469,信息发展,软件服务,1.0
466,600176.SH,600176,中国巨石,玻璃,1.0
467,600172.SH,600172,黄河旋风,矿物制品,1.0
468,600166.SH,600166,福田汽车,汽车整车,1.0
469,300479.SZ,300479,神思电子,软件服务,1.0
470,600257.SH,600257,大湖股份,渔业,1.0
471,300378.SZ,300378,鼎捷软件,软件服务,1.0
472,300314.SZ,300314,戴维医疗,医疗保健,1.0
473,300377.SZ,300377,赢时胜,软件服务,1.0
474,300318.SZ,300318,博晖创新,医疗保健,1.0
475,300320.SZ,300320,海达股份,橡胶,1.0
476,300323.SZ,300323,华灿光电,半导体,1.0
477,300325.SZ,300325,德威新材,塑料,1.0
478,300327.SZ,300327,中颖电子,半导体,1.0
479,300329.SZ,300329,海伦钢琴,文教休闲,1.0
480,600303.SH,600303,曙光股份,汽车整车,1.0
481,300333.SZ,300333,兆日科技,元器件,1.0
482,300334.SZ,300334,津膜科技,专用机械,1.0
483,600297.SH,600297,广汇汽车,汽车服务,1.0
484,600293.SH,600293,三峡新材,互联网,1.0
485,300344.SZ,300344,太空智造,软件服务,1.0
486,300346.SZ,300346,南大光电,元器件,1.0
487,300355.SZ,300355,蒙草生态,环境保护,1.0
488,300364.SZ,300364,中文在线,出版业,1.0
489,300365.SZ,300365,恒华科技,软件服务,1.0
490,300370.SZ,300370,安控科技,电器仪表,1.0
491,300373.SZ,300373,扬杰科技,半导体,1.0
492,300375.SZ,300375,鹏翎股份,汽车配件,1.0
493,002049.SZ,002049,紫光国微,元器件,1.0
494,300803.SZ,300803,指南针,软件服务,1.0
495,688508.SH,688508,芯朋微,半导体,1.0
496,688221.SH,688221,前沿生物-U,生物制药,1.0
497,603856.SH,603856,东宏股份,塑料,1.0
498,000985.SZ,000985,大庆华科,化工原料,1.0
499,688396.SH,688396,华润微,半导体,1.0
500,000878.SZ,000878,云南铜业,铜,1.0
501,000516.SZ,000516,国际医学,医疗保健,1.0
502,000877.SZ,000877,天山股份,水泥,1.0
503,688256.SH,688256,寒武纪-U,元器件,1.0
504,000661.SZ,000661,长春高新,生物制药,1.0
505,688023.SH,688023,安恒信息,软件服务,1.0
506,688399.SH,688399,硕世生物,医疗保健,1.0
507,603893.SH,603893,瑞芯微,半导体,1.0
508,000908.SZ,000908,景峰医药,化学制药,1.0
509,605198.SH,605198,德利股份,软饮料,1.0
510,603816.SH,603816,顾家家居,家居用品,1.0
511,688208.SH,688208,道通科技,汽车配件,1.0
512,688095.SH,688095,福昕软件,软件服务,1.0
513,603861.SH,603861,白云电器,电气设备,1.0
514,603960.SH,603960,克来机电,专用机械,1.0
515,000829.SZ,000829,天音控股,其他商业,1.0
516,000591.SZ,000591,太阳能,新型电力,1.0
517,688160.SH,688160,步科股份,电器仪表,1.0
518,000996.SZ,000996,中国中期,汽车服务,1.0
519,688521.SH,688521,芯原股份-U,半导体,1.0
520,000428.SZ,000428,华天酒店,酒店餐饮,1.0
521,000921.SZ,000921,海信家电,家用电器,1.0
522,688386.SH,688386,泛亚微透,化工原料,1.0
523,000920.SZ,000920,南方汇通,环境保护,1.0
524,688368.SH,688368,晶丰明源,半导体,1.0
