,ts_code,name,industry,COL_LASTPRICE,COL_LAST_PCT_CHG,concept,circ_mv
22,002243.SZ,通产丽星,塑料,16.16,1.0,"业绩预增, 包装印刷, 资产重组, 深圳本地股/深汕合作, 富勒烯, 创投, ",58.98亿
23,000917.SZ,电广传媒,影视音像,7.48,0.9447,"5G, 教育, 华为产业链, 旅游, 彩票, 游戏, 手游, 广电, 影视, 创投, ",96.84亿
24,002543.SZ,万和电气,家用电器,13.75,0.8804,"阿里巴巴概念股, 厨卫家电, 工业自动化, 家电, 智能制造, 创投, ",66.72亿
25,000913.SZ,钱江摩托,摩托车,10.18,0.7921,"锂电池, 新能源汽车, 创投, ",46.17亿
26,600635.SH,大众公用,供气供热,6.25,0.6441,"天然气, 创投, ",151.17亿
27,000936.SZ,华西股份,化纤,8.87,0.5669,"涤纶, 业绩预增, 参股券商, 宁德时代概念股, 人工智能, 半导体, 共享经济, 迈瑞医疗概念股, 独角兽, 知识产权, 科创板概念股, 创投, ",78.53亿
28,000863.SZ,三湘印象,区域地产,5.27,0.381,"旅游, 回购, 房地产, 创投, ",48.35亿
29,000859.SZ,国风塑业,塑料,5.63,0.3565,"安徽国企改革, 业绩预增, 强势人气股, 创投, ",41.62亿
30,002722.SZ,金轮股份,纺织机械,15.2,0.33,"独角兽, 创投, ",26.18亿
31,600064.SH,南京高科,园区开发,10.69,0.2814,"业绩预增, 房地产, 创投, ",132.12亿
32,002534.SZ,杭锅股份,专用机械,6.3,0.159,"核电, 创投, ",45.96亿
33,000793.SZ,华闻传媒,出版业,3.78,0.0,"参股券商, 物联网, 海南自由贸易港, 自贸区, 自由贸易港, VR&AR, 海南, 动漫, 创投, ",73.29亿
34,600387.SH,海越能源,石油贸易,7.67,0.0,"油气改革, 业绩预增, 石油化工, 定增破发, 油品升级, 创投, 透明工厂, ",29.58亿
35,000606.SZ,顺利办,互联网,6.51,-0.1534,"业绩预增, 大数据, 区块链, 创投, ",33.79亿
36,000789.SZ,万年青,水泥,12.94,-0.1543,"业绩预增, 水泥, 创投, ",79.37亿
37,600283.SH,钱江水利,水务,11.48,-0.1739,"水务, 水利, PPP, 股权争夺, 创投, ",40.52亿
38,600120.SH,浙江东方,多元金融,16.36,-0.183,"浙江国企改革, 信托, 债转股-AMC, 量子通信, 期货概念, 独角兽, 科创板概念股, 创投, ",108.81亿
39,000068.SZ,华控赛格,元器件,5.05,-0.1976,"海绵城市, PPP, 环保, 雄安新区, 污水处理, 深圳本地股/深汕合作, 强势人气股, 创投, 雄安-设计, ",50.84亿
40,002181.SZ,粤传媒,出版业,5.0,-0.1996,"彩票, 独角兽, 创投, ",56.72亿
41,600461.SH,洪城水业,水务,6.3,-0.3165,"水务, PPP, 创投, ",49.74亿
42,002042.SZ,华孚时尚,纺织,6.18,-0.3226,"东盟博览会, 回购, 粤港澳大湾区, 纺织服装, 科创板概念股, 创投, ",93.79亿
43,600510.SH,黑牡丹,全国地产,6.17,-0.3231,"OLED, 国家队重仓, 回购, 破净股, 房地产, 创投, ",64.61亿
44,000532.SZ,华金资本,元器件,10.33,-0.4817,"被动元件, 石墨烯, 独角兽, 创投, ",35.48亿
45,000657.SZ,中钨高新,小金属,6.08,-0.491,"央企改革, 有色金属, 有色-钨, 创投, ",20.9亿
46,002247.SZ,聚力文化,软件服务,3.97,-0.5013,"游戏, 手游, 创投, ",21.6亿
47,600100.SH,同方股份,电脑设备,9.85,-0.5051,"血制品, 太赫兹, 海绵城市, PPP, 移动支付, 大数据, 云计算, 无人商店, 智慧城市, 股权转让, 高校系, 智慧安防, LED, 创投, 电子车牌, ",291.94亿
48,600790.SH,轻纺城,商品城,3.84,-0.5181,"养老金持股, 国家队重仓, 社保重仓, 浙江国企改革, 创投, ",56.29亿
49,600400.SH,红豆股份,服饰,3.76,-0.5291,"回购, 纺织服装, 物联网, 工业互联网, 独角兽, 创投, 透明工厂, ",93.86亿
50,300512.SZ,中亚股份,专用机械,12.98,-0.5364,"工业自动化, 智能制造, 机器视觉, 包装印刷, 创投, ",10.1亿
51,002867.SZ,周大生,服饰,32.82,-0.6057,"社保重仓, 高送转, 创投, ",53.52亿
52,600227.SH,圣济堂,农药化肥,3.2,-0.6211,"民营医院, 甲醇, 业绩预增, 保健品, 煤化工, 食品, 化肥, 医药, 中药, 化学药, 医疗器械, 创投, ",39.85亿
53,600683.SH,京投发展,区域地产,4.78,-0.6237,"北京城市规划, 谷歌概念股, 房地产, 土地流转, 雄安新区, 雄安-工程基建, 创投, ",35.41亿
54,600862.SH,中航高科,航空,9.22,-0.6466,"央企改革, 军工研究所, 大飞机, 业绩预增, 军工, 创投, ",128.44亿
55,300219.SZ,鸿利智汇,元器件,7.48,-0.664,"汽车零部件, 物联网, 无人驾驶, 定增破发, 举牌股, 区块链, LED, 虹膜识别, 创投, ",43.04亿
56,000903.SZ,云内动力,机械基件,2.88,-0.6897,"回购, 汽车零部件, 定增破发, 燃料电池, 移动支付, 低价股, 创投, ",50.9亿
57,000009.SZ,中国宝安,综合类,5.66,-0.7018,"特斯拉, 土地流转, 锂电池, 3D打印, 智能制造, 新能源汽车, 石墨烯, 彩票, 腾讯概念股, 充电桩, 创投, ",119.98亿
58,002226.SZ,江南化工,化工原料,5.64,-0.7042,"业绩预增, 风电, 定增破发, 人工智能, 民爆, 独角兽, 手势识别, 创投, ",54.05亿
59,600323.SH,瀚蓝环境,水务,15.48,-0.7056,"水务, 固废处理, 粤港澳大湾区, 天然气, PPP, 环保, 创投, ",118.62亿
60,002030.SZ,达安基因,生物制药,10.92,-0.7273,"基因测序, 医疗器械, 流感, 精准医疗, 高校系, 体外诊断, 科创板概念股, 创投, ",83.41亿
61,000931.SZ,中关村,生物制药,8.13,-0.7326,"业绩预增, 雄安-智慧城市, 养老产业, 医药, 房地产, 创新药, 雄安新区, 京津冀, 创投, ",57.08亿
62,600892.SH,大晟文化,影视音像,4.92,-0.8065,"高质押率, 游戏, 手游, 影视, 创投, ",26.55亿
63,002619.SZ,艾格拉斯,互联网,3.65,-0.8152,"业绩预增, 定增破发, 地下管廊, 高质押率, PPP, 游戏, 手游, 动漫, 创投, ",49.75亿
64,600235.SH,民丰特纸,造纸,5.95,-0.8333,"浙江国企改革, 造纸, 强势人气股, 创投, ",20.9亿
65,300332.SZ,天壕环境,环境保护,4.71,-0.8421,"天然气, 互联网金融, 京津冀, 独角兽, 科创板概念股, 创投, ",33.51亿
66,300020.SZ,银江股份,软件服务,8.2,-0.8464,"阿里巴巴概念股, 教育, 华为产业链, 物联网, 无人驾驶, 雄安-智慧城市, 智慧停车, 数字中国, 智能制造, 雄安新区, 云计算, 人工智能, 互联网医疗, 区块链, 智慧城市, VR&AR, 医疗信息化, 智慧安防, 机器人, 人脸识别, 创投, ",50.57亿
67,002432.SZ,九安医疗,医疗保健,5.75,-0.8621,"小米概念股, 医疗器械, 互联网医疗, 创投, ",24.89亿
68,000628.SZ,高新发展,园区开发,10.03,-0.8893,"业绩预增, PPP, 期货概念, 创投, ",18.85亿
69,600736.SH,苏州高新,园区开发,7.69,-0.9021,"特色小镇, 房地产, 独角兽, 创投, ",88.53亿
70,300496.SZ,中科创达,软件服务,30.25,-0.9171,"华为产业链, 社保重仓, 中科院系, 无人机, 物联网, 百度概念股, 无人驾驶, 人工智能, 国产软件, VR&AR, 国产芯片, 国产操作系统, 独角兽, 创投, ",84.58亿
71,600884.SH,杉杉股份,综合类,11.76,-0.9267,"MSCI, 特斯拉, 宁德时代概念股, 光伏, 万达系, 锂电池, 新能源汽车, 石墨烯, 共享经济, 充电桩, 创投, ",132.04亿
72,300148.SZ,天舟文化,出版业,4.22,-0.939,"教育, 独角兽, 游戏, 手游, 动漫, 创投, ",33.16亿
73,600551.SH,时代出版,出版业,9.41,-0.9474,"安徽国企改革, 二胎, 教育, 国家队重仓, 回购, 创投, ",47.6亿
74,600981.SH,汇鸿集团,商贸代理,5.09,-0.9728,"社保重仓, 业绩预增, 万达系, 期货概念, 创投, ",37.2亿
75,002011.SZ,盾安环境,工程机械,4.72,-1.0482,"核电, 宁德时代概念股, 雄安-公共服务, 白色家电, 家电, 智能制造, 冷链, 雄安新区, 地热, 资产重组, 机器人, 创投, ",43.12亿
76,000935.SZ,四川双马,水泥,15.08,-1.0499,"业绩预增, 水泥, 创投, ",115.13亿
77,300494.SZ,盛天网络,互联网,10.24,-1.0628,"互联网金融, 电竞, 游戏, 手游, 创投, ",23.2亿
78,300674.SZ,宇信科技,软件服务,25.71,-1.1154,"互联网金融, 云计算, 创投, ",10.29亿
79,300456.SZ,耐威科技,元器件,26.88,-1.1401,"华为产业链, 军工, 军民融合, 物联网, 百度概念股, 无人驾驶, 北斗导航, 高送转, 半导体, 独角兽, 创投, ",36.8亿
80,000966.SZ,长源电力,火力发电,4.95,-1.1976,"火电, 电改, 央企改革, 社保重仓, 业绩预增, 创投, ",54.86亿
81,002036.SZ,联创电子,元器件,11.21,-1.2335,"OLED, 特斯拉, 华为产业链, 回购, 无人驾驶, 无线充电, 3D感应, 3D玻璃, VR&AR, 国产芯片, 虹膜识别, 创投, ",44.28亿
82,600663.SH,陆家嘴,园区开发,16.94,-1.2821,"房地产, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, ",414.11亿
83,600380.SH,健康元,化学制药,8.15,-1.3317,"MSCI, 参股券商, 保健品, 食品, 医药, 中药, 化学药, 流感, 腾讯概念股, 独角兽, 蚂蚁金服概念股, 创投, ",157.95亿
84,002472.SZ,双环传动,机械基件,5.84,-1.3514,"汽车零部件, 宁德时代概念股, 智能制造, 机器人, 创投, ",32.22亿
85,600366.SH,宁波韵升,电器仪表,6.49,-1.3678,"特斯拉, 回购, 稀土磁材, 苹果产业链, 创投, ",64.19亿
86,300229.SZ,拓尔思,软件服务,10.75,-1.3761,"网络安全, 互联网金融, 大数据, 云计算, 人工智能, 国产软件, 知识产权, 创投, ",49.97亿
87,300157.SZ,恒泰艾普,石油开采,4.77,-1.4463,"油服, 油气改革, 可燃冰, 回购, 页岩气, 天然气, 雄安-公共服务, 燃料电池, 雄安新区, 大数据, 地热, 创投, ",27.93亿
88,600133.SH,东湖高新,园区开发,6.11,-1.4516,"雄安-园林环保, 定增破发, 大气治理, 房地产, 环保, 雄安新区, 污水处理, 创投, ",42.35亿
89,000988.SZ,华工科技,电器仪表,13.42,-1.4684,"5G, 光通信, 华为产业链, 社保重仓, 业绩预增, 工业自动化, 量子通信, 3D打印, 智能制造, 新能源汽车, 半导体, 无人商店, 智慧城市, 高校系, 独角兽, 创投, ",134.91亿
90,603590.SH,康辰药业,化学制药,37.06,-1.5147,"医药, 创新药, 创投, ",14.82亿
91,000722.SZ,湖南发展,水力发电,7.15,-1.5152,"水电, 业绩预增, 湖南国企改革, 养老产业, 创投, ",33.19亿
92,600128.SH,弘业股份,商贸代理,7.6,-1.5544,"期货概念, 强势人气股, 创投, ",18.75亿
93,002285.SZ,世联行,房产服务,4.93,-1.5968,"大消费, 供应链金融, 债转股-AMC, 恒大概念股, 养老产业, 房地产, 互联网金融, 住房租赁, 共享经济, 创投, ",99.09亿
94,002492.SZ,恒基达鑫,仓储物流,5.51,-1.6071,"粤港澳大湾区, 快递物流, 创投, ",21.94亿
95,000027.SZ,深圳能源,火力发电,6.11,-1.6103,"火电, 高股息, MSCI, 电改, 固废处理, 参股券商, 风电, 天然气, 宁德时代概念股, 光伏, PPP, 环保, 住房租赁, 迈瑞医疗概念股, 独角兽, 碳交易, 深圳本地股/深汕合作, 创投, ",242.23亿
96,002451.SZ,摩恩电气,电气设备,12.1,-1.626,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, ",50.31亿
97,000070.SZ,特发信息,通信设备,15.65,-1.6342,"5G, 光通信, 军工, 军民融合, 深圳本地股/深汕合作, 创投, ",95.34亿
98,002407.SZ,多氟多,化工原料,12.29,-1.68,"新能源整车, 特斯拉, 锂电池, 新能源汽车, 独角兽, 创投, ",66.8亿
99,002584.SZ,西陇科学,化工原料,5.53,-1.7762,"基因测序, 半导体, 股权转让, 体外诊断, 创投, ",21.08亿
100,300083.SZ,劲胜智能,元器件,3.21,-1.8349,"小米概念股, 无线充电, 3D玻璃, VR&AR, 创投, ",40.16亿
101,600689.SH,上海三毛,纺织,11.22,-1.8373,"纺织服装, 上海国企改革, 人民币贬值受益, 独角兽, 创投, ",17.08亿
102,300074.SZ,华平股份,通信设备,4.26,-1.8433,"教育, 互联网医疗, 智慧城市, 国产软件, 医疗信息化, 智慧安防, 手势识别, 无人银行, 创投, ",20.79亿
103,002161.SZ,远望谷,通信设备,6.9,-1.8492,"回购, 物联网, 智慧物流, 智能制造, 移动支付, 无人商店, 智慧城市, 高铁轨交, 资产重组, 创投, 电子车牌, ",47.88亿
104,000919.SZ,金陵药业,化学制药,8.2,-1.9139,"健康中国, 民营医院, 养老产业, 医药, 中药, 创投, ",41.24亿
105,600226.SH,瀚叶股份,互联网,4.01,-1.956,"有色-锆, 教育, 核电, 有色金属, 大数据, 动物保健, 资产重组, 独角兽, 游戏, 体育产业, 创投, ",79.91亿
106,600770.SH,综艺股份,综合类,5.97,-1.9704,"光伏, 半导体, 彩票, 国产芯片, 游戏, 手游, 创投, ",77.61亿
107,002571.SZ,德力股份,玻璃,5.41,-1.9928,"创投, ",13.7亿
108,000610.SZ,西安旅游,旅游服务,11.29,-1.9965,"旅游, 特色小镇, 强势人气股, 创投, ",26.56亿
109,000818.SZ,航锦科技,化工原料,11.5,-2.0443,"烧碱, 环氧丙烷, 军工, 军民融合, 兜底式增持, 半导体, 国产芯片, 创投, ",77.09亿
110,603019.SH,中科曙光,电脑设备,40.29,-2.0661,"MSCI, 中科院系, 网络安全, 量子通信, 数字中国, 京津冀, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 腾讯概念股, 国产芯片, 独角兽, 科创板概念股, 创投, ",362.73亿
111,002063.SZ,远光软件,软件服务,8.92,-2.0856,"国家队重仓, 工业自动化, 智能制造, 大数据, 云计算, 人工智能, 区块链, 国产软件, 国资入股, 创投, ",67.95亿
112,000539.SZ,粤电力A,火力发电,4.21,-2.093,"火电, 电改, 业绩预增, 破净股, 风电, 粤港澳大湾区, 创投, ",107.52亿
113,002591.SZ,恒大高新,化工原料,8.33,-2.1152,"PCB板, 回购, 定增破发, 腾讯概念股, 创投, ",15.26亿
114,300731.SZ,科创新源,橡胶,24.47,-2.12,"高送转-预期, 华为产业链, 汽车零部件, 创投, ",14.37亿
115,002524.SZ,光正集团,医疗保健,5.05,-2.1318,"一带一路, 民营医院, 装配式建筑, 新疆, 眼科, 壳公司, 创投, ",24.34亿
116,600284.SH,浦东建设,建筑施工,7.26,-2.288,"国家队重仓, 大基建, 环杭州湾大湾区, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, ",70.44亿
117,600648.SH,外高桥,园区开发,20.66,-2.3629,"MSCI, 参股券商, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, ",193.13亿
118,600630.SH,龙头股份,纺织,8.33,-2.459,"纺织服装, 上海国企改革, 流感, 进口博览会, 人民币贬值受益, 创投, ",35.39亿
119,601107.SH,四川成渝,路桥,3.94,-2.4752,"高速公路, 破净股, 科创板概念股, 创投, ",85.21亿
120,600734.SH,实达集团,电脑设备,7.33,-2.5266,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, ",26.0亿
121,300240.SZ,飞力达,仓储物流,7.68,-2.5381,"智慧物流, 智能制造, 快递物流, 跨境电商, 创投, ",28.03亿
122,600082.SH,海泰发展,园区开发,4.63,-2.7311,"互联网金融, 京津冀, 自贸区, 天津国企改革, 天津自贸区, 独角兽, 蚂蚁金服概念股, 创投, ",29.35亿
123,600639.SH,浦东金桥,园区开发,14.58,-2.7352,"电改, 房地产, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, ",123.97亿
124,603566.SH,普莱柯,生物制药,12.41,-2.7429,"动物保健, 创投, ",39.9亿
125,300687.SZ,赛意信息,软件服务,21.66,-2.87,"华为产业链, 大数据, 高送转, 工业互联网, 国产软件, 创投, 透明工厂, ",13.57亿
126,600848.SH,上海临港,园区开发,33.63,-2.9157,"电改, 特斯拉, 环杭州湾大湾区, 房地产, 小米概念股, 上海国企改革, 住房租赁, 自贸区, 智慧城市, 自由贸易港, 资产重组, 独角兽, 上海自由贸易港, 创投, ",265.01亿
127,000811.SZ,冰轮环境,工程机械,8.2,-3.1877,"中韩自贸区, 山东国企改革, 冷链, 自贸区, 地热, 创投, ",53.55亿
128,300311.SZ,任子行,软件服务,6.94,-3.3426,"网络安全, 创业板人气股, 大数据, 国产软件, 京东金融概念股, 独角兽, 游戏, 创投, ",31.89亿
129,000058.SZ,深赛格,元器件,6.63,-3.3528,"教育, 光伏, 北斗导航, 电竞, 深圳本地股/深汕合作, 动漫, 创投, ",35.67亿
130,002122.SZ,*ST天马,机械基件,2.53,-3.4351,"智慧停车, 大数据, 低价股, ST股, 创投, ",30.06亿
131,600266.SH,北京城建,区域地产,9.61,-3.8038,"雄安-地产, 北京城市规划, 参股券商, 破净股, 房地产, 雄安新区, 京津冀, 创投, ",150.59亿
132,000531.SZ,穗恒运A,火力发电,7.52,-3.8363,"火电, 电改, 业绩预增, 粤港澳大湾区, 燃料电池, 资产重组, 创投, ",51.52亿
133,002089.SZ,*ST新海,通信设备,4.09,-4.8837,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, 复牌股, LED, ST股, 创投, ",38.3亿
134,300238.SZ,冠昊生物,医疗保健,23.37,-4.9227,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, ",57.29亿
135,000806.SZ,ST银河,生物制药,3.18,-5.0746,"军工, 军民融合, 医药, 创新药, 互联网医疗, 广西, 精准医疗, ST股, 创投, 工业大麻, ",22.21亿
136,000687.SZ,华讯方舟,通信设备,7.58,-5.1314,"碳纤维, 军工, 军民融合, 无人机, 雄安-智慧城市, 太赫兹, 燃料电池, 3D打印, 智能制造, 雄安新区, 京津冀, 大数据, VR&AR, 创投, ",57.07亿
