,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
52,300087.SZ,300087,荃银高科,种植业,20.93,4.0,1.0,82.46,"全国社保基金一一一组合
全国社保基金一一六组合
中国农业银行股份有限公司-大成景阳领先混合型证券投资基金",3.0
53,600435.SH,600435,北方导航,专用机械,10.99,4.0,0.0,163.68,"中兵投资-广发证券-17中兵EB担保及信托财产专户
中欧基金-农业银行-中欧中证金融资产管理计划
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",6.0
54,002799.SZ,002799,环球印务,广告包装,19.08,4.0,0.0,34.34,,0.0
55,002866.SZ,002866,传艺科技,IT设备,21.5,4.0,0.0,28.1,"中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国农业银行股份有限公司-交银施罗德定期支付双息平衡混合型证券投资基金
中国农业银行股份有限公司-交银施罗德数据产业灵活配置混合型证券投资基金",5.0
56,002919.SZ,002919,名臣健康,日用化工,29.92,4.0,3.0,12.65,,0.0
57,002985.SZ,002985,北摩高科,航空,217.99,4.0,0.0,81.83,"全国社保基金一零七组合
中国农业银行股份有限公司-宝盈鸿利收益灵活配置混合型证券投资基金
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中国工商银行-广发聚富开放式证券投资基金
招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
泰康资产管理有限责任公司-积极配置投资产品",7.0
58,600363.SH,600363,联创光电,元器件,20.62,4.0,0.0,91.44,,0.0
59,600316.SH,600316,洪都航空,航空,41.13,4.0,2.0,294.95,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
60,603167.SH,603167,渤海轮渡,水运,13.08,4.0,1.0,60.91,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金",3.0
61,300579.SZ,300579,数字认证,软件服务,60.85,4.0,0.0,105.9,"广东天贝合资产管理有限公司-天贝合拾贝2号私募证券投资基金
广东天贝合资产管理有限公司-天贝合狼朗号私募证券投资基金",2.0
62,000798.SZ,000798,中水渔业,渔业,8.43,4.0,1.0,26.92,,0.0
63,300729.SZ,300729,乐歌股份,家居用品,61.9,4.0,0.0,14.79,南京雷奥投资管理有限公司-雷奥2期证券投资基金,1.0
64,605100.SH,605100,华丰股份,机械基件,75.58,4.0,3.0,16.4,,0.0
65,605066.SH,605066,天正电气,电气设备,17.79,4.0,1.0,12.63,,0.0
66,000733.SZ,000733,振华科技,元器件,47.02,4.0,0.0,242.06,"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
全国社保基金一零二组合
香港中央结算有限公司(陆股通)
财通基金-招商银行-财通基金-长昕1号资产管理计划
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
贵州省贵鑫瑞和创业投资管理有限责任公司-贵州新动能产业投资基金合伙企业(有限合伙)",8.0
67,603976.SH,603976,正川股份,医疗保健,71.6,4.0,0.0,27.42,,0.0
68,605158.SH,605158,华达新材,钢加工,14.0,4.0,0.0,13.78,,0.0
69,300366.SZ,300366,创意信息,软件服务,15.19,4.0,0.0,52.32,"四川省集成电路和信息安全产业投资基金有限公司
安信乾盛财富-宁波银行-安信乾盛兴源2号专项资产管理计划
贵州铁路发展基金管理有限公司-贵州铁路壹期伍号股权投资基金中心(有限合伙)",3.0
70,002009.SZ,002009,天奇股份,工程机械,11.48,4.0,2.0,42.54,"云南国际信托有限公司-云南信托-招信智赢19号集合资金信托计划
创金合信基金-包商银行-华润深国投信托-天奇持股计划1期集合资金信托计划",2.0
71,300612.SZ,300612,宣亚国际,广告包装,40.02,4.0,0.0,39.86,,0.0
72,000088.SZ,000088,盐田港,港口,9.36,4.0,0.0,181.79,"嘉实基金-农业银行-嘉实中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划",9.0
73,300758.SZ,300758,七彩化学,染料涂料,32.0,4.0,0.0,38.37,,0.0
74,603809.SH,603809,豪能股份,汽车配件,26.57,4.0,1.0,30.57,"华宝信托有限责任公司
工银瑞信基金管理有限公司",2.0
75,603949.SH,603949,雪龙集团,汽车配件,28.94,3.0,0.0,10.84,,0.0
76,600095.SH,600095,哈高科,证券,15.01,3.0,0.0,54.23,,0.0
77,603898.SH,603898,好莱客,家居用品,21.36,3.0,0.0,66.13,"建投拓安(安徽)股权投资管理有限公司-中德制造业(安徽)投资基金(有限合伙)
中国建设银行股份有限公司-中欧养老产业混合型证券投资基金
香港中央结算有限公司(陆股通)",3.0
78,000757.SZ,000757,浩物股份,汽车配件,4.99,3.0,0.0,22.54,"北方国际信托股份有限公司-汇富证券投资单一资金信托计划
北方国际信托股份有限公司-旭富证券投资单一资金信托计划
北方国际信托股份有限公司-易富证券投资单一资金信托计划
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
宁夏宁金基金管理有限公司-宁金丰和月满私募证券投资基金
宁夏宁金基金管理有限公司-宁金华盈6号私募证券投资基金
宁夏宁金基金管理有限公司-宁金丰和日利私募证券投资基金",7.0
79,603995.SH,603995,甬金股份,特种钢,32.57,3.0,1.0,18.78,,0.0
80,600537.SH,600537,亿晶光电,半导体,3.84,3.0,1.0,45.17,中央汇金资产管理有限责任公司,1.0
81,600531.SH,600531,豫光金铅,铅锌,5.65,3.0,0.0,61.6,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
中国黄金集团资产管理有限公司
北京大观投资管理有限公司-大观良兴号私募投资基金",5.0
82,000698.SZ,000698,沈阳化工,化工原料,7.65,3.0,0.0,60.11,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司",2.0
83,603212.SH,603212,赛伍技术,塑料,29.64,3.0,0.0,11.86,,0.0
84,002699.SZ,002699,美盛文化,服饰,7.71,3.0,0.0,55.0,"浙商产融融乐资产管理(上海)有限公司
香港中央结算有限公司(陆股通)",2.0
85,600178.SH,600178,东安动力,汽车配件,8.19,3.0,0.0,37.84,广东泓骐私募证券投资基金管理有限公司-泓骐稳进1号私募证券投资基金,1.0
86,000591.SZ,000591,太阳能,新型电力,5.02,3.0,0.0,102.26,"申万宏源证券-四川三新创业投资有限责任公司-证券行业支持民企发展系列之申万宏源三新创投单一资产管理计划
长安基金-民生银行-长安悦享定增25号分级资产管理计划",2.0
87,600187.SH,600187,国中水务,水务,2.91,3.0,0.0,48.13,"中央汇金资产管理有限责任公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方11号私募投资基金",2.0
88,002946.SZ,002946,新乳业,乳制品,22.75,3.0,0.0,36.24,"香港中央结算有限公司(陆股通)
上海塔基资产管理有限公司-上海塔基新范式私募投资基金
杭州恩宝资产管理有限公司-恩宝芝麻1号基金
中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF)
招商基金管理有限公司-社保基金一五零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",6.0
89,600295.SH,600295,鄂尔多斯,小金属,9.55,3.0,0.0,58.45,香港中央结算有限公司(陆股通),1.0
90,600331.SH,600331,宏达股份,铅锌,2.68,3.0,0.0,54.46,,0.0
91,688189.SH,688189,南新制药,化学制药,80.0,3.0,0.0,25.64,,0.0
92,000518.SZ,000518,四环生物,生物制药,5.53,3.0,0.0,56.93,,0.0
93,300086.SZ,300086,康芝药业,化学制药,6.61,3.0,0.0,28.79,云南国际信托有限公司-聚鑫2026号集合资金信托计划,1.0
94,002965.SZ,002965,祥鑫科技,汽车配件,39.7,3.0,0.0,14.96,"中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF)
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
北京银行股份有限公司-景顺长城景颐双利债券型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金",6.0
95,600391.SH,600391,航发科技,航空,31.18,3.0,0.0,102.93,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
中国国际金融香港资产管理有限公司-客户资金
中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金
北京国际信托有限公司",4.0
96,605222.SH,605222,起帆电缆,电气设备,26.28,3.0,0.0,13.14,,0.0
97,300464.SZ,300464,星徽精密,机械基件,22.92,3.0,0.0,59.09,"深圳宝丰股权投资基金管理有限公司-深圳宝丰一号股权投资基金合伙企业(有限合伙)
深圳市前海九派明家移动互联网产业基金合伙企业(有限合伙)
深圳狄道投资基金管理有限公司-狄道三号私募证券投资基金",3.0
98,002845.SZ,002845,同兴达,元器件,27.79,3.0,0.0,33.16,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1.0
99,002835.SZ,002835,同为股份,元器件,19.24,3.0,0.0,22.56,"兴业证券股份有限公司-博道久航混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-博道伍佰智航股票型证券投资基金",4.0
100,002826.SZ,002826,易明医药,中成药,13.38,3.0,0.0,17.89,,0.0
101,605366.SH,605366,宏柏新材,化工原料,17.39,3.0,3.0,14.43,,0.0
102,600980.SH,600980,北矿科技,元器件,15.91,3.0,0.0,24.22,,0.0
103,300600.SZ,300600,瑞特股份,电气设备,18.91,3.0,2.0,38.91,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
全国社保基金一零二组合
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",4.0
104,300776.SZ,300776,帝尔激光,专用机械,104.64,3.0,1.0,47.56,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
中国农业银行股份有限公司-新华优选分红混合型证券投资基金
中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金
中信信托有限责任公司-中信信托鑫涌成泉金融投资集合资金信托计划",4.0
105,600988.SH,600988,赤峰黄金,黄金,19.55,3.0,0.0,278.86,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-银华优质增长混合型证券投资基金
中国建设银行股份有限公司-华宝行业精选混合型证券投资基金
长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划
中国国际金融香港资产管理有限公司-客户资金
招商银行股份有限公司-华夏经典配置混合型证券投资基金
华夏成长证券投资基金",7.0
106,600196.SH,600196,复星医药,化学制药,58.2,3.0,0.0,1170.38,"香港中央结算有限公司(陆股通)
基本养老保险基金八零二组合
全国社保基金一一零组合
全国社保基金一一三组合
中央汇金资产管理有限责任公司",5.0
107,002286.SZ,002286,保龄宝,食品,22.16,3.0,1.0,81.83,"宁波趵朴富通资产管理中心(有限合伙)
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-南方大数据100指数证券投资基金",3.0
108,300386.SZ,300386,飞天诚信,软件服务,25.78,3.0,0.0,58.29,中央汇金资产管理有限责任公司,1.0
109,603828.SH,603828,柯利达,装修装饰,6.92,3.0,0.0,37.89,中泰证券资管-证券行业支持民企发展中泰资管1号FOF集合资管计划-证券行业支持民企发展系列之中泰资管15号单一资产管理计划,1.0
110,601882.SH,601882,海天精工,机床制造,13.17,3.0,1.0,68.75,,0.0
111,300312.SZ,300312,邦讯技术,通信设备,6.26,3.0,2.0,12.61,基本养老保险基金一三零一组合,1.0
112,002209.SZ,002209,达意隆,轻工机械,7.48,3.0,0.0,11.56,,0.0
113,300370.SZ,300370,安控科技,电器仪表,3.12,3.0,2.0,22.54,,0.0
114,300368.SZ,300368,汇金股份,IT设备,11.66,3.0,1.0,55.68,中央汇金资产管理有限责任公司,1.0
115,300323.SZ,300323,华灿光电,半导体,10.86,3.0,1.0,90.43,上海虎铂新能股权投资基金合伙企业(有限合伙),1.0
116,002288.SZ,002288,超华科技,元器件,8.6,3.0,1.0,68.83,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
117,002165.SZ,002165,红宝丽,化工原料,6.79,3.0,0.0,40.34,"中央汇金资产管理有限责任公司
兴全睿众资产-招商银行-兴全睿众-兴全睿众定增9号特定多客户资产管理计划
博时基金管理有限公司-社保基金四一九组合",3.0
118,603408.SH,603408,建霖家居,家居用品,23.04,3.0,0.0,10.37,,0.0
119,002108.SZ,002108,沧州明珠,塑料,5.04,3.0,3.0,71.46,"深圳福星资本管理有限公司-福星高照1号私募投资基金
中央汇金资产管理有限责任公司
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划",3.0
120,603105.SH,603105,芯能科技,电气设备,12.05,3.0,1.0,37.15,"中国工商银行股份有限公司-南方大数据100指数证券投资基金
嘉兴铭朗二号股权投资基金合伙企业(有限合伙)",2.0
121,603283.SH,603283,赛腾股份,专用机械,55.95,3.0,0.0,27.43,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零一组合
交通银行-中海优质成长证券投资基金
中国建设银行-上投摩根成长先锋股票型证券投资基金
中国工商银行-易方达价值成长混合型证券投资基金
中国农业银行股份有限公司-新华优选成长混合型证券投资基金
中国银行-南方高增长股票型开放式证券投资基金
交通银行-中海优质成长证券投资基金)",9.0
122,002096.SZ,002096,南岭民爆,化工原料,8.59,3.0,0.0,31.86,"华菱津杉(天津)产业投资基金合伙企业(有限合伙)
中央汇金资产管理有限责任公司
华菱津杉(天津)产业投资基金合伙企业(有限合伙",3.0
123,002081.SZ,002081,金螳螂,装修装饰,11.88,3.0,0.0,309.49,"大连通和投资有限公司-通和宏观对冲一期私募投资基金
香港中央结算有限公司(陆股通)
大连通和投资有限公司-通和富享一期投资基金
大连通和投资有限公司-通和进取十二期私募投资基金
中央汇金资产管理有限责任公司",5.0
124,002069.SZ,002069,獐子岛,渔业,5.11,3.0,0.0,35.19,北京吉融元通资产管理有限公司-和岛一号证券投资基金,1.0
125,000908.SZ,000908,景峰医药,化学制药,6.26,3.0,0.0,44.88,"中国长城资产管理股份有限公司
华菱津杉(天津)产业投资管理有限公司-华菱津杉-融创未来资产管理计划
平江县国有资产管理局",3.0
126,300823.SZ,300823,建科机械,专用机械,42.6,3.0,1.0,9.97,,0.0
127,603722.SH,603722,阿科力,化工原料,42.09,3.0,0.0,17.14,中国农业银行股份有限公司-华夏复兴混合型证券投资基金,1.0
128,000886.SZ,000886,海南高速,路桥,6.25,3.0,2.0,60.75,华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划,1.0
129,002416.SZ,002416,爱施德,电器连锁,10.96,3.0,0.0,134.01,香港中央结算有限公司(陆股通),1.0
130,000877.SZ,000877,天山股份,水泥,21.25,3.0,1.0,187.02,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四一二组合
全国社保基金一一六组合
招商银行股份有限公司-东方红恒阳五年定期开放混合型证券投资基金
中国工商银行股份有限公司—东方红启元三年持有期混合型证券投资基金
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-华安沪港深机会灵活配置混合型证券投资基金
中国建设银行股份有限公司-华安核心优选混合型证券投资基金
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金",13.0
131,002400.SZ,002400,省广集团,广告包装,8.74,3.0,0.0,146.37,中国工商银行-华安中小盘成长混合型证券投资基金,1.0
132,601020.SH,601020,华钰矿业,铅锌,13.53,3.0,0.0,74.11,"交通银行股份有限公司-前海开源多元策略灵活配置混合型证券投资基金
海通证券资管-海通证券股份有限公司-证券行业支持民企发展系列之海通证券资管1号FOF单一资产管理计划",2.0
133,601611.SH,601611,中国核建,建筑工程,8.57,3.0,1.0,224.96,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国信达资产管理股份有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
134,300847.SZ,300847,中船汉光,化工原料,27.09,3.0,0.0,13.37,,0.0
135,603035.SH,603035,常熟汽饰,汽车配件,15.1,3.0,1.0,47.13,深圳菁英时代资本管理有限公司-菁英时代常盈1号私募基金,1.0
136,300411.SZ,300411,金盾股份,专用机械,12.08,3.0,0.0,17.87,柚子(北京)投资管理有限公司-柚子云帆私募证券投资基金,1.0
137,002315.SZ,002315,焦点科技,互联网,17.01,3.0,1.0,28.36,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-南方大数据100指数证券投资基金",2.0
138,603733.SH,603733,仙鹤股份,造纸,23.33,3.0,0.0,31.66,"中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
中国工商银行股份有限公司-国泰金泰平衡混合型证券投资基金
香港中央结算有限公司(陆股通)
中信银行股份有限公司-建信中证500指数增强型证券投资基金",4.0
139,300703.SZ,300703,创源文化,文教休闲,15.12,2.0,0.0,15.47,"中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
全国社保基金六零四组合
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品",6.0
140,300618.SZ,300618,寒锐钴业,小金属,76.03,2.0,0.0,142.58,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中阅资本管理股份公司-中阅家族荣耀7号私募证券投资基金
中国工商银行股份有限公司-广发价值优势混合型证券投资基金",5.0
141,600189.SH,600189,吉林森工,软饮料,4.68,2.0,0.0,23.04,"吉林省吉盛资产管理有限责任公司
中国华融资产管理股份有限公司",2.0
142,300723.SZ,300723,一品红,化学制药,50.91,2.0,0.0,22.6,"招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",4.0
143,300610.SZ,300610,晨化股份,化工原料,19.45,2.0,1.0,21.52,中国比利时直接股权投资基金,1.0
144,300721.SZ,300721,怡达股份,化工原料,24.66,2.0,1.0,10.36,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
145,300613.SZ,300613,富瀚微,半导体,131.51,2.0,0.0,99.17,中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金,1.0
146,300719.SZ,300719,安达维尔,航空,15.78,2.0,0.0,20.95,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1.0
147,300799.SZ,300799,左江科技,软件服务,65.4,2.0,1.0,16.68,,0.0
148,300627.SZ,300627,华测导航,通信设备,25.7,2.0,0.0,67.54,,0.0
149,300829.SZ,300829,金丹科技,食品,88.65,2.0,0.0,25.09,,0.0
150,300841.SZ,300841,康华生物,生物制药,617.98,2.0,0.0,92.7,,0.0
151,300716.SZ,300716,国立科技,塑料,9.66,2.0,0.0,9.15,,0.0
