,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,last_p_change,circ_mv
2748,600738.SH,兰州民百,百货,1.0,-1.792,-1.792,0.365,347538.1412
2246,600138.SH,中青旅,旅游服务,1.0,-1.771,-1.771,0.208,1045948.8
640,002178.SZ,延华智能,建筑施工,1.0,-1.754,-1.754,1.02,281155.1039
1471,300084.SZ,海默科技,石油开采,1.0,-1.739,-1.739,2.478,175708.5255
214,000655.SZ,*ST金岭,普钢,1.0,-1.707,-1.707,0.496,241112.7932
724,002263.SZ,*ST东南,塑料,1.0,-1.704,-1.704,1.156,328713.0175
1881,300497.SZ,富祥股份,化学制药,1.0,-1.672,-1.672,0.176,363454.673
1698,300312.SZ,邦讯技术,通信设备,1.0,-1.653,-1.653,1.921,162464.9804
2721,600711.SH,盛屯矿业,小金属,1.0,-1.648,-1.648,3.166,829366.977
2182,600069.SH,银鸽投资,造纸,1.0,-1.639,-1.639,0.667,490397.8209
1985,300606.SZ,金太阳,矿物制品,1.0,-1.6,-1.6,3.252,62073.9621
1139,002679.SZ,福建金森,林业,1.0,-1.578,-1.578,6.463,485421.604
669,002207.SZ,ST准油,石油开采,1.0,-1.572,-1.572,2.794,122272.295
162,000581.SZ,威孚高科,汽车配件,1.0,-1.566,-1.566,0.565,1638683.8924
265,000719.SZ,中原传媒,出版业,1.0,-1.538,-1.538,1.202,561738.2312
3492,603810.SH,丰山集团,农药化肥,1.0,-1.536,-1.536,1.157,80400.0
2673,600657.SH,信达地产,全国地产,1.0,-1.528,-1.528,1.33,696587.022
2883,600887.SH,伊利股份,乳制品,1.0,-1.51,-1.511,0.472,15431674.0839
1466,300079.SZ,数码科技,通信设备,1.0,-1.492,-1.492,0.0,478799.3295
1678,300292.SZ,吴通控股,软件服务,1.0,-1.478,-1.478,4.75,431409.4664
363,000876.SZ,新希望,饲料,1.0,-1.474,-1.474,2.417,3716127.9839
2860,600863.SH,内蒙华电,火力发电,1.0,-1.465,-1.465,1.115,1579733.3768
1339,002893.SZ,华通热力,供气供热,1.0,-1.441,-1.441,1.253,93162.1594
1252,002800.SZ,天顺股份,仓储物流,1.0,-1.432,-1.433,0.391,62933.4564
1061,002601.SZ,龙蟒佰利,化工原料,1.0,-1.432,-1.432,0.29,974337.6868
3411,603637.SH,镇海股份,建筑施工,1.0,-1.429,-1.429,3.426,67861.5968
1714,300328.SZ,宜安科技,铝,1.0,-1.425,-1.425,3.735,353253.1464
830,002369.SZ,卓翼科技,通信设备,1.0,-1.417,-1.417,0.359,351648.6076
1311,002864.SZ,盘龙药业,中成药,1.0,-1.408,-1.407,1.233,154436.88
2202,600090.SH,同济堂,医药商业,1.0,-1.399,-1.399,0.0,396321.0962
2967,601088.SH,中国神华,煤炭开采,3.0,-0.456,-1.399,1.418,33015057.9859
1942,300560.SZ,中富通,通信设备,1.0,-1.395,-1.395,0.943,128982.294
3450,603709.SH,中源家居,家居用品,1.0,-1.374,-1.374,0.0,56000.0
2007,300629.SZ,新劲刚,矿物制品,1.0,-1.34,-1.341,0.272,79826.818
3068,601699.SH,潞安环能,煤炭开采,1.0,-1.333,-1.333,2.432,2267488.1736
1672,300286.SZ,安科瑞,电器仪表,1.0,-1.293,-1.293,0.218,161080.2547
2822,600820.SH,隧道股份,建筑施工,1.0,-1.28,-1.28,0.0,2182002.6892
1765,300381.SZ,溢多利,生物制药,1.0,-1.275,-1.275,7.042,328478.0013
1211,002756.SZ,永兴特钢,特种钢,2.0,-0.618,-1.266,0.607,275754.6187
3533,603890.SH,春秋电子,机械基件,1.0,-1.262,-1.262,0.24,121461.41
3416,603655.SH,朗博科技,汽车配件,1.0,-1.239,-1.239,3.206,50354.0
193,000619.SZ,海螺型材,其他建材,1.0,-1.217,-1.217,2.993,210600.0
2164,600050.SH,中国联通,电信运营,1.0,-1.201,-1.201,1.215,12357615.6983
2735,600725.SH,ST云维,焦炭加工,1.0,-1.2,-1.2,2.429,311814.91
855,002394.SZ,联发股份,纺织,1.0,-1.198,-1.198,1.306,351538.2
2361,600273.SH,嘉化能源,化工原料,1.0,-1.192,-1.192,0.219,1292151.6247
718,002256.SZ,兆新股份,染料涂料,1.0,-1.19,-1.191,2.41,423986.5691
971,002510.SZ,天汽模,汽车配件,1.0,-1.188,-1.188,1.202,331263.0825
1493,300106.SZ,西部牧业,农业综合,1.0,-1.174,-1.175,4.754,130290.0193
3386,603596.SH,伯特利,汽车配件,1.0,-1.175,-1.175,0.396,82823.22
3299,603331.SH,百达精工,专用机械,1.0,-1.17,-1.17,1.052,48897.0421
2215,600105.SH,永鼎股份,通信设备,1.0,-1.167,-1.167,6.496,669906.6776
392,000912.SZ,*ST天化,农药化肥,1.0,-1.149,-1.149,3.295,835744.0
966,002505.SZ,大康农业,农业综合,1.0,-1.149,-1.149,1.744,959940.135
2760,600750.SH,江中药业,中成药,1.0,-1.127,-1.127,0.855,743400.0
2540,600506.SH,香梨股份,种植业,1.0,-1.126,-1.126,1.992,158784.8885
2840,600839.SH,四川长虹,家用电器,1.0,-1.124,-1.124,0.0,1218172.7052
1228,002774.SZ,快意电梯,运输设备,1.0,-1.096,-1.096,0.201,83264.983
1482,300095.SZ,华伍股份,机械基件,1.0,-1.091,-1.091,1.654,132780.0005
2944,601002.SH,晋亿实业,机械基件,1.0,-1.084,-1.084,0.626,509699.67
2260,600157.SH,永泰能源,煤炭开采,1.0,-1.02,-1.02,3.608,2497584.8605
2440,600367.SH,红星发展,化工原料,1.0,-0.985,-0.985,0.871,236163.2
1428,300040.SZ,九洲电气,电气设备,1.0,-0.979,-0.979,4.778,149314.239
3062,601668.SH,中国建筑,建筑施工,1.0,-0.979,-0.979,0.33,25054914.7018
2715,600704.SH,物产中大,商贸代理,1.0,-0.965,-0.965,0.195,2213634.7623
1300,002852.SZ,道道全,食品,1.0,-0.917,-0.917,0.855,177568.7293
2629,600606.SH,绿地控股,全国地产,3.0,-0.291,-0.9,0.908,8116158.9748
1654,300268.SZ,佳沃股份,农业综合,1.0,-0.891,-0.891,0.15,131562.2453
480,002018.SZ,*ST华信,农药化肥,1.0,-0.87,-0.87,1.754,264227.981
3438,603689.SH,皖天然气,供气供热,1.0,-0.811,-0.811,0.545,185269.2912
3349,603505.SH,金石资源,矿物制品,1.0,-0.804,-0.804,3.649,171861.0457
433,000968.SZ,蓝焰控股,煤炭开采,1.0,-0.789,-0.789,3.092,599542.749
3337,603429.SH,集友股份,广告包装,1.0,-0.77,-0.77,0.427,252634.62
2652,600634.SH,*ST富控,互联网,4.0,-0.184,-0.763,1.923,152569.0015
1287,002838.SZ,道恩股份,塑料,2.0,-0.36,-0.746,0.05,150388.7899
1883,300499.SZ,高澜股份,专用机械,1.0,-0.683,-0.683,3.917,122106.4377
246,000695.SZ,滨海能源,供气供热,1.0,-0.674,-0.674,0.872,230811.9139
2261,600158.SH,中体产业,文教休闲,1.0,-0.651,-0.651,1.092,608840.733
292,000760.SZ,斯太尔,汽车配件,1.0,-0.649,-0.649,3.595,207458.833
2236,600127.SH,金健米业,农业综合,1.0,-0.641,-0.641,0.323,199594.5808
79,000408.SZ,藏格控股,农药化肥,1.0,-0.618,-0.618,0.622,505588.3307
1030,002570.SZ,*ST因美,乳制品,1.0,-0.593,-0.593,4.97,539867.592
2208,600097.SH,开创国际,渔业,1.0,-0.524,-0.524,3.597,267228.452
2868,600871.SH,*ST油服,石油开采,1.0,-0.518,-0.518,0.521,2324233.572
2071,300694.SZ,蠡湖股份,汽车配件,1.0,-0.511,-0.511,2.757,118372.17
241,000688.SZ,国城矿业,铅锌,1.0,-0.502,-0.502,1.262,1369303.1728
1213,002758.SZ,华通医药,医药商业,1.0,-0.496,-0.496,0.0,143930.9598
1666,300280.SZ,紫天科技,专用机械,2.0,-0.235,-0.475,0.03,428800.0
1581,300195.SZ,长荣股份,轻工机械,1.0,-0.447,-0.447,0.225,270231.2256
2315,600219.SH,南山铝业,铝,1.0,-0.437,-0.437,0.877,2251088.0912
3232,603179.SH,新泉股份,汽车配件,1.0,-0.407,-0.407,1.868,165642.8669
2443,600370.SH,三房巷,纺织,1.0,-0.328,-0.328,1.316,245551.2228
1215,002760.SZ,凤形股份,机械基件,1.0,-0.318,-0.318,0.382,114185.1281
752,002291.SZ,星期六,服饰,1.0,-0.208,-0.208,0.208,191219.7432
3298,603330.SH,上海天洋,塑料,1.0,-0.152,-0.152,1.069,62605.6809
301,000779.SZ,三毛派神,纺织,1.0,-0.109,-0.109,3.173,175813.8819
1715,300329.SZ,海伦钢琴,文教休闲,1.0,0.0,0.0,0.651,193934.0122
2853,600856.SH,中天能源,供气供热,1.0,0.0,0.0,1.531,534681.9787
2301,600202.SH,*ST哈空,电气设备,1.0,0.0,0.0,0.779,148736.1807
2305,600208.SH,新湖中宝,全国地产,2.0,0.005,0.0,0.971,2682629.6394
998,002538.SZ,司尔特,农药化肥,1.0,0.0,0.0,0.185,377171.7658
2615,600592.SH,龙溪股份,机械基件,1.0,0.159,0.159,1.746,256113.839
220,000663.SZ,永安林业,林业,2.0,0.096,0.175,1.92,130146.5555
2197,600084.SH,中葡股份,红黄药酒,1.0,0.347,0.347,2.422,332623.1417
1383,002942.SZ,新农股份,农药化肥,2.0,0.251,0.442,0.059,102210.0
3457,603721.SH,中广天择,影视音像,1.0,0.463,0.463,6.052,87116.8203
625,002163.SZ,中航三鑫,装修装饰,3.0,0.261,0.774,2.495,429023.7344
80,000409.SZ,*ST地矿,综合类,1.0,0.887,0.887,5.055,193891.7346
296,000767.SZ,漳泽电力,火力发电,2.0,0.596,1.177,0.0,751372.1278
1221,002767.SZ,先锋电子,电器仪表,2.0,0.607,1.196,1.391,180262.3815
1276,002826.SZ,易明医药,中成药,2.0,0.768,1.509,0.372,142220.1434
2697,600685.SH,中船防务,船舶,1.0,1.883,1.883,9.981,977507.8654
136,000545.SZ,金浦钛业,化工原料,2.0,1.18,2.332,1.14,340588.0991
679,002217.SZ,合力泰,元器件,2.0,1.282,2.467,6.516,1926112.7363
479,002017.SZ,东信和平,通信设备,1.0,9.991,9.991,8.379,477637.4688
