,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,COL_INDAY_P_CHANGE,circ_mv
948,002487.SZ,大金重工,钢加工,1.0,-8.33,4.8,0.01,259200.0
2757,600744.SH,华银电力,火力发电,1.0,-8.33,3.87,0.01,320294.5136
1025,002565.SZ,顺灏股份,造纸,1.0,-8.28,12.57,0.04,860840.0625
2777,600766.SH,园城黄金,黄金,1.0,-8.26,10.53,0.03,235800.4718
2200,600084.SH,中葡股份,红黄药酒,1.0,-8.26,3.58,0.05,402294.2051
1367,002925.SZ,盈趣科技,元器件,2.0,-8.24,58.85,0.03,979973.525
809,002348.SZ,高乐股份,文教休闲,1.0,-8.24,4.11,0.02,305410.2074
502,002040.SZ,南京港,港口,1.0,-8.23,10.63,0.02,326073.917
2336,600238.SH,*ST椰岛,红黄药酒,1.0,-8.21,8.87,0.02,394716.4015
2719,600705.SH,中航资本,多元金融,1.0,-8.19,5.9,0.01,5296032.2019
173,000595.SZ,宝塔实业,机械基件,1.0,-8.19,3.9,0.02,294172.3785
2222,600109.SH,国金证券,证券,1.0,-8.08,10.27,0.01,3106017.0114
970,002509.SZ,天广中茂,专用机械,1.0,-8.07,3.13,0.02,662679.9911
1423,300033.SZ,同花顺,软件服务,1.0,-8.06,90.55,0.09,2393257.8155
124,000531.SZ,穗恒运A,火力发电,1.0,-8.06,7.75,0.01,530937.5565
1089,002629.SZ,仁智股份,石油开采,1.0,-8.04,4.42,0.01,152313.3914
344,000835.SZ,长城动漫,影视音像,1.0,-8.03,5.32,0.03,161140.14
3285,603305.SH,旭升股份,汽车配件,2.0,-8.01,38.42,0.09,243058.3516
1480,300091.SZ,金通灵,机械基件,1.0,-7.92,4.89,0.02,516206.938
2986,601128.SH,常熟银行,银行,1.0,-7.89,8.35,0.03,866071.332
2217,600104.SH,上汽集团,汽车整车,2.0,-7.89,26.74,0.01,30760179.4596
1638,300250.SZ,初灵信息,软件服务,1.0,-7.88,17.22,0.05,239348.2431
2127,300753.SZ,爱朋医疗,医疗保健,1.0,-7.88,44.97,0.01,90839.4
3063,601633.SH,长城汽车,汽车整车,1.0,-7.88,7.7,0.01,4641351.33
125,000532.SZ,华金资本,元器件,1.0,-7.87,13.03,0.04,447558.9301
2478,600408.SH,*ST安泰,焦炭加工,1.0,-7.87,4.15,0.05,417822.0
1459,300070.SZ,碧水源,环境保护,1.0,-7.87,10.02,0.01,2019532.8046
2130,300757.SZ,罗博特科,专用机械,1.0,-7.86,68.5,0.01,137000.0
2352,600258.SH,首旅酒店,酒店餐饮,1.0,-7.84,18.66,0.02,1165521.0359
1697,300309.SZ,吉艾科技,多元金融,1.0,-7.83,8.37,0.01,625177.9266
3025,601330.SH,绿色动力,环境保护,1.0,-7.81,14.21,0.01,165120.2
2671,600651.SH,飞乐音响,电器仪表,1.0,-7.8,6.02,0.14,593102.4412
227,000671.SZ,阳光城,区域地产,1.0,-7.79,7.42,0.02,2947140.9836
2901,600908.SH,无锡银行,银行,1.0,-7.79,6.68,0.01,545216.0549
239,000686.SZ,东北证券,证券,1.0,-7.79,9.95,0.07,2328750.6504
2551,600515.SH,海航基础,全国地产,1.0,-7.77,5.93,0.02,983369.152
1700,300312.SZ,邦讯技术,通信设备,1.0,-7.76,9.65,0.01,184662.787
1545,300156.SZ,神雾环保,环境保护,1.0,-7.76,4.6,0.04,332028.0
2469,600396.SH,金山股份,火力发电,1.0,-7.75,2.73,0.1,402048.961
2638,600613.SH,神奇制药,中成药,0.0,-7.69,9.48,0.04,454395.3391
2308,600208.SH,新湖中宝,全国地产,1.0,-7.69,3.87,0.01,3327492.5334
14,000018.SZ,神州长城,装修装饰,1.0,-7.69,3.05,0.01,303653.3375
2599,600571.SH,信雅达,软件服务,1.0,-7.67,11.67,0.02,503106.663
3054,601606.SH,长城军工,专用机械,1.0,-7.65,17.77,0.03,262996.0
2692,600677.SH,航天通信,通信设备,1.0,-7.65,15.9,0.08,662120.6567
1639,300251.SZ,光线传媒,影视音像,1.0,-7.62,9.14,0.03,2515383.6388
81,000410.SZ,沈阳机床,机床制造,1.0,-7.62,8.61,0.05,637440.8196
2010,300630.SZ,普利制药,化学制药,1.0,-7.6,64.22,0.1,635627.0509
1373,002931.SZ,锋龙股份,汽车配件,1.0,-7.59,35.73,0.02,79392.06
2270,600165.SH,新日恒力,钢加工,1.0,-7.59,5.61,0.03,384219.7978
209,000638.SZ,万方发展,批发业,2.0,-7.58,6.6,0.03,204204.0
3472,603739.SH,蔚蓝生物,农业综合,1.0,-7.57,37.2,0.03,143841.24
351,000851.SZ,高鸿股份,软件服务,1.0,-7.55,7.35,0.01,629771.7596
1778,300392.SZ,腾信股份,互联网,1.0,-7.55,9.2,0.03,237897.1374
2196,600080.SH,金花股份,中成药,1.0,-7.54,7.92,0.01,241794.3306
3582,603988.SH,中电电机,电气设备,2.0,-7.52,13.9,0.08,326928.0
132,000540.SZ,中天金融,多元金融,1.0,-7.51,4.82,0.01,3135665.767
2305,600203.SH,福日电子,元器件,1.0,-7.49,6.35,0.01,235089.7749
1669,300281.SZ,金明精机,专用机械,1.0,-7.48,7.02,0.03,184011.9599
1959,300577.SZ,开润股份,纺织,1.0,-7.46,33.2,0.03,212963.7738
2185,600069.SH,银鸽投资,造纸,1.0,-7.45,3.7,0.04,600818.5223
1160,002700.SZ,新疆浩源,供气供热,1.0,-7.43,10.37,0.01,324716.7226
2652,600629.SH,华建集团,建筑施工,1.0,-7.43,13.61,0.01,507481.1152
483,002021.SZ,中捷资源,纺织机械,1.0,-7.41,3.58,0.01,246114.2743
3017,601258.SH,庞大集团,汽车服务,1.0,-7.39,1.99,0.03,1301157.202
2684,600666.SH,奥瑞德,元器件,1.0,-7.38,4.35,0.01,349590.1564
652,002190.SZ,成飞集成,汽车配件,1.0,-7.33,21.01,0.03,725240.7906
2489,600425.SH,青松建化,水泥,1.0,-7.33,5.16,0.04,711455.6844
2459,600385.SH,山东金泰,黄金,1.0,-7.31,10.83,0.02,154624.0406
1585,300197.SZ,铁汉生态,环境保护,1.0,-7.28,4.87,0.01,730088.1314
1797,300411.SZ,金盾股份,专用机械,1.0,-7.27,9.88,0.04,181403.308
8,000010.SZ,美丽生态,建筑施工,1.0,-7.25,3.96,0.01,206779.8538
2511,600466.SH,蓝光发展,区域地产,1.0,-7.25,6.57,0.02,1960558.979
2343,600247.SH,*ST成城,商贸代理,1.0,-7.22,5.9,0.01,198500.544
441,000977.SZ,浪潮信息,电脑设备,1.0,-7.19,27.98,0.03,3607327.5745
2948,601002.SH,晋亿实业,机械基件,1.0,-7.18,7.22,0.01,572322.18
42,000056.SZ,皇庭国际,房产服务,1.0,-7.18,5.96,0.05,538624.992
462,001979.SZ,招商蛇口,全国地产,1.0,-7.15,21.28,0.01,5112167.6777
1216,002761.SZ,多喜爱,纺织,2.0,-7.14,18.48,0.03,375054.2168
1774,300388.SZ,国祯环保,环境保护,1.0,-7.13,10.89,0.02,586224.6277
3057,601611.SH,中国核建,建筑施工,1.0,-7.11,9.36,0.03,900244.8
205,000633.SZ,合金投资,综合类,1.0,-7.11,6.2,0.01,238765.9513
5,000007.SZ,全新好,酒店餐饮,1.0,-7.11,7.37,0.01,227694.7084
1783,300397.SZ,天和防务,通信设备,1.0,-7.1,23.86,0.05,369991.1147
3575,603977.SH,国泰集团,化工原料,1.0,-7.1,8.3,0.02,146040.16
302,000780.SZ,平庄能源,煤炭开采,1.0,-7.09,3.77,0.01,382393.4841
1535,300146.SZ,汤臣倍健,食品,1.0,-7.09,21.08,0.02,1857866.476
3050,601598.SH,中国外运,仓储物流,1.0,-7.06,7.02,0.08,948849.3362
2054,300675.SZ,建科院,建筑施工,1.0,-7.04,27.48,0.01,221672.0916
771,002310.SZ,东方园林,建筑施工,1.0,-7.03,8.6,0.03,1322417.6622
1285,002836.SZ,新宏泽,广告包装,1.0,-7.01,14.12,0.02,79591.616
1474,300085.SZ,银之杰,软件服务,1.0,-6.98,21.13,0.06,873961.3256
878,002417.SZ,深南股份,多元金融,1.0,-6.97,9.21,0.01,217832.6672
651,002189.SZ,利达光电,元器件,1.0,-6.95,22.93,0.05,451026.4044
516,002054.SZ,德美化工,化工原料,1.0,-6.93,7.12,0.01,222281.7143
2868,600868.SH,梅雁吉祥,水力发电,1.0,-6.93,4.51,0.03,856065.0542
3034,601377.SH,兴业证券,证券,1.0,-6.9,7.39,0.01,4948840.3671
2598,600570.SH,恒生电子,软件服务,1.0,-6.9,95.29,0.1,5887065.5602
1808,300422.SZ,博世科,环境保护,1.0,-6.9,11.88,0.02,314287.5443
2855,600855.SH,航天长峰,专用机械,1.0,-6.89,14.47,0.05,477747.923
983,002522.SZ,浙江众成,塑料,1.0,-6.86,5.92,0.01,501910.8182
472,002010.SZ,传化智联,仓储物流,2.0,-6.86,8.3,0.03,2641601.0496
1770,300384.SZ,三联虹普,纺织机械,1.0,-6.84,16.72,0.01,304087.4125
700,002238.SZ,天威视讯,影视音像,1.0,-6.82,11.16,0.11,688966.1712
2053,300674.SZ,宇信科技,软件服务,1.0,-6.76,38.91,0.02,155678.91
2370,600280.SH,中央商场,百货,1.0,-6.75,4.93,0.02,566129.0919
882,002421.SZ,达实智能,软件服务,1.0,-6.7,5.78,0.04,980208.7712
367,000881.SZ,中广核技,综合类,1.0,-6.69,9.7,0.03,298812.768
473,002011.SZ,盾安环境,工程机械,1.0,-6.69,5.85,0.01,492040.5516
2934,600985.SH,淮北矿业,煤炭开采,1.0,-6.68,12.19,0.03,320419.9329
59,000099.SZ,中信海直,空运,1.0,-6.67,7.98,0.02,483644.1952
375,000890.SZ,法尔胜,钢加工,1.0,-6.65,6.49,0.01,246375.8799
2039,300660.SZ,江苏雷利,电气设备,1.0,-6.65,27.08,0.06,123176.088
311,000792.SZ,盐湖股份,化工原料,1.0,-6.65,7.53,0.01,2070674.6962
339,000828.SZ,东莞控股,路桥,1.0,-6.63,9.65,0.01,1003132.5945
2170,600053.SH,九鼎投资,多元金融,2.0,-6.62,27.36,0.01,1186167.6288
2723,600710.SH,苏美达,工程机械,2.0,-6.62,5.42,0.01,347033.928
3570,603966.SH,法兰泰克,机械基件,2.0,-6.59,11.02,0.02,102473.9926
62,000151.SZ,中成股份,商贸代理,1.0,-6.59,13.37,0.01,356369.2839
833,002372.SZ,伟星新材,其他建材,1.0,-6.59,16.73,0.01,1960024.7702
2969,601069.SH,西部黄金,黄金,1.0,-6.56,15.34,0.02,975624.0
2523,600482.SH,中国动力,电气设备,1.0,-6.52,25.11,0.03,2237546.1238
2015,300635.SZ,达安股份,建筑施工,1.0,-6.52,17.84,0.04,77996.3016
2126,300752.SZ,隆利科技,元器件,1.0,-6.52,74.45,0.02,135240.6585
41,000055.SZ,方大集团,其他建材,1.0,-6.51,6.62,0.04,449023.9444
443,000980.SZ,众泰汽车,汽车配件,1.0,-6.5,5.55,0.03,691499.3157
3207,603111.SH,康尼机电,运输设备,1.0,-6.49,5.78,0.01,483198.3185
1687,300299.SZ,富春股份,通信设备,1.0,-6.49,6.59,0.05,402897.7428
3503,603822.SH,嘉澳环保,环境保护,1.0,-6.49,31.15,0.01,126484.3725
838,002377.SZ,国创高新,石油加工,1.0,-6.47,5.41,0.02,262850.2108
2771,600759.SH,洲际油气,石油开采,1.0,-6.47,3.31,0.01,747458.91
2899,600901.SH,江苏租赁,多元金融,1.0,-6.47,7.74,0.01,1409028.2752
1171,002713.SZ,东易日盛,装修装饰,1.0,-6.45,17.3,0.01,432805.5751
733,002272.SZ,川润股份,机械基件,1.0,-6.44,5.54,0.09,177636.991
2438,600361.SH,华联综超,超市连锁,1.0,-6.44,4.51,0.01,300279.371
1766,300380.SZ,安硕信息,软件服务,1.0,-6.42,24.57,0.03,303002.7044
129,000537.SZ,广宇发展,区域地产,1.0,-6.41,8.68,0.02,352360.9666
2596,600568.SH,中珠医疗,区域地产,1.0,-6.41,3.07,0.02,480439.1244
920,002459.SZ,天业通联,工程机械,2.0,-6.41,13.53,0.03,523590.6441
3005,601211.SH,国泰君安,证券,1.0,-6.38,20.53,0.01,15430584.947
2502,600452.SH,涪陵电力,水力发电,2.0,-6.37,24.3,0.04,544320.0
479,002017.SZ,东信和平,通信设备,0.0,-6.35,21.64,0.18,749448.0271
625,002163.SZ,中航三鑫,装修装饰,1.0,-6.35,5.89,0.04,473211.5722
2346,600250.SH,南纺股份,商贸代理,1.0,-6.34,8.99,0.09,232564.5215
1450,300061.SZ,康旗股份,医疗保健,1.0,-6.33,9.4,0.02,258036.1993
1026,002566.SZ,益盛药业,中成药,1.0,-6.33,7.15,0.01,161810.624
1851,300465.SZ,高伟达,软件服务,1.0,-6.32,9.14,0.01,389992.832
2418,600335.SH,国机汽车,汽车配件,1.0,-6.32,7.78,0.01,801135.2592
2070,300691.SZ,联合光电,元器件,1.0,-6.31,36.85,0.09,220517.1804
421,000953.SZ,ST河化,农药化肥,0.0,-6.31,4.07,0.03,119682.1909
221,000665.SZ,湖北广电,影视音像,2.0,-6.3,9.62,0.03,611984.7877
880,002419.SZ,天虹股份,百货,1.0,-6.3,12.64,0.02,1516668.5238
2612,600585.SH,海螺水泥,水泥,1.0,-6.29,35.67,0.01,14266939.0993
980,002519.SZ,银河电子,通信设备,1.0,-6.29,5.65,0.01,469824.5324
2681,600663.SH,陆家嘴,园区开发,1.0,-6.28,17.85,0.04,4363523.892
3157,603026.SH,石大胜华,化工原料,2.0,-6.25,24.15,0.03,489472.2
1725,300337.SZ,银邦股份,铝,1.0,-6.25,4.53,0.01,317416.9084
2909,600936.SH,广西广电,影视音像,1.0,-6.25,5.15,0.05,615931.4113
2820,600815.SH,厦工股份,工程机械,1.0,-6.25,3.62,0.03,347147.136
2658,600637.SH,东方明珠,影视音像,1.0,-6.22,12.94,0.09,4418363.2601
1052,002592.SZ,八菱科技,汽车配件,1.0,-6.2,21.03,0.08,516765.9945
446,000983.SZ,西山煤电,煤炭开采,1.0,-6.19,6.36,0.01,2004161.7118
620,002158.SZ,汉钟精机,工程机械,1.0,-6.18,9.91,0.01,524375.3111
396,000918.SZ,嘉凯城,全国地产,1.0,-6.17,7.5,0.01,1353143.625
2307,600207.SH,安彩高科,元器件,1.0,-6.16,5.79,0.09,399510.0
3176,603055.SH,台华新材,纺织,1.0,-6.16,12.57,0.02,126674.9041
34,000042.SZ,中洲控股,全国地产,1.0,-6.16,12.93,0.01,856033.0278
575,002113.SZ,天润数娱,互联网,1.0,-6.16,4.68,0.1,386014.3991
508,002046.SZ,轴研科技,机械基件,1.0,-6.16,8.51,0.02,336703.1258
127,000534.SZ,万泽股份,区域地产,1.0,-6.15,10.1,0.02,496279.0479
186,000610.SZ,西安旅游,旅游服务,1.0,-6.15,8.82,0.01,207475.9858
3137,603003.SH,龙宇燃油,石油贸易,1.0,-6.14,8.88,0.01,369880.773
3126,601989.SH,中国重工,船舶,1.0,-6.14,5.34,0.01,9805129.1452
2761,600748.SH,上实发展,全国地产,2.0,-6.13,8.46,0.03,1560500.2066
2101,300724.SZ,捷佳伟创,专用机械,2.0,-6.13,37.41,0.03,299280.0
2417,600333.SH,长春燃气,供气供热,1.0,-6.13,6.0,0.01,317771.8848
94,000426.SZ,兴业矿业,铅锌,1.0,-6.13,6.99,0.02,929988.6692
30,000037.SZ,深南电A,火力发电,2.0,-6.12,9.99,0.01,338555.118
3455,603711.SH,香飘飘,软饮料,1.0,-6.1,23.91,0.05,110697.9442
2390,600303.SH,曙光股份,汽车整车,1.0,-6.09,4.64,0.01,287830.4733
2890,600891.SH,秋林集团,百货,1.0,-6.09,5.85,0.03,224781.5998
2894,600895.SH,张江高科,园区开发,2.0,-6.08,23.21,0.06,3594508.4456
2407,600322.SH,天房发展,区域地产,1.0,-6.08,3.68,0.01,406897.6
294,000762.SZ,西藏矿业,小金属,1.0,-6.08,8.4,0.01,399798.9702
1409,300019.SZ,硅宝科技,化工原料,1.0,-6.07,7.42,0.01,201243.2336
1971,300589.SZ,江龙船艇,船舶,1.0,-6.05,14.0,0.04,84038.8192
333,000820.SZ,神雾节能,环境保护,1.0,-6.01,6.26,0.02,180073.2319
305,000785.SZ,武汉中商,百货,2.0,-6.0,12.24,0.01,307338.6864
1077,002617.SZ,露笑科技,电气设备,1.0,-6.0,5.17,0.05,541099.7306
3433,603676.SH,卫信康,化学制药,1.0,-5.99,12.84,0.02,85592.0563
1107,002647.SZ,仁东控股,多元金融,1.0,-5.99,14.96,0.01,837665.2284
1483,300094.SZ,国联水产,渔业,1.0,-5.99,6.7,0.02,501367.5432
320,000802.SZ,北京文化,影视音像,1.0,-5.97,13.06,0.01,503839.5982
3241,603186.SH,华正新材,元器件,2.0,-5.97,31.54,0.07,232502.6705
939,002478.SZ,常宝股份,钢加工,1.0,-5.96,5.55,0.01,329453.414
2397,600311.SH,荣华实业,黄金,1.0,-5.95,4.06,0.01,270233.6
2434,600356.SH,恒丰纸业,造纸,0.0,-5.95,9.16,0.01,273637.9422
1018,002558.SZ,巨人网络,互联网,1.0,-5.95,24.0,0.1,1025062.464
1393,300003.SZ,乐普医疗,医疗保健,2.0,-5.95,26.11,0.02,3956404.1375
390,000910.SZ,大亚圣象,家居用品,1.0,-5.92,13.53,0.02,730717.9572
171,000592.SZ,平潭发展,林业,1.0,-5.91,4.12,0.01,788542.0094
1708,300320.SZ,海达股份,橡胶,1.0,-5.9,6.07,0.01,276387.4211
164,000584.SZ,哈工智能,化纤,1.0,-5.9,9.12,0.02,545664.1236
84,000415.SZ,渤海租赁,多元金融,1.0,-5.88,4.74,0.01,1681694.1848
2290,600187.SH,国中水务,水务,1.0,-5.88,3.54,0.02,515290.9767
2405,600320.SH,振华重工,工程机械,1.0,-5.88,4.12,0.01,1368663.0363
2234,600121.SH,郑州煤电,煤炭开采,1.0,-5.88,3.64,0.01,369584.9849
1598,300210.SZ,森远股份,专用机械,1.0,-5.86,4.95,0.03,198086.4285
2218,600105.SH,永鼎股份,通信设备,1.0,-5.86,5.61,0.02,694672.174
1136,002676.SZ,顺威股份,塑料,1.0,-5.85,4.01,0.04,288705.8984
2666,600645.SH,中源协和,生物制药,2.0,-5.84,23.21,0.01,890740.8211
431,000966.SZ,长源电力,火力发电,1.0,-5.84,4.24,0.03,469912.4499
2580,600549.SH,厦门钨业,小金属,1.0,-5.83,15.27,0.01,2147032.5474
1923,300538.SZ,同益股份,批发业,1.0,-5.83,37.9,0.02,90946.9131
1701,300313.SZ,天山生物,农业综合,1.0,-5.82,7.5,0.08,136615.287
3456,603712.SH,七一二,通信设备,1.0,-5.82,19.53,0.01,715651.0704
3166,603036.SH,如通股份,专用机械,1.0,-5.8,13.4,0.01,68125.6
2320,600221.SH,海航控股,空运,1.0,-5.79,2.35,0.01,3862460.6411
1686,300298.SZ,三诺生物,医疗保健,1.0,-5.77,13.35,0.04,542064.5801
540,002078.SZ,太阳纸业,造纸,1.0,-5.77,7.14,0.02,1821348.9403
2460,600386.SH,北巴传媒,公共交通,2.0,-5.77,5.14,0.01,414489.6
2639,600614.SH,鹏起科技,综合类,1.0,-5.76,6.69,0.02,1011185.2432
