code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
002127,南极电商,-0.061,7.019,0.028,-0.428159,
300252,金信诺,-2.93,6.788,0.02,-19.888840000000002,
002370,亚太药业,-4.77,6.71,0.02,-32.006699999999995,
600566,济川药业,-0.176,6.631,0.025,-1.1670559999999999,
002065,东华软件,-0.46,6.583,0.014,-3.0281800000000003,
300044,赛为智能,-1.723,6.57,0.026,-11.320110000000001,
600410,华胜天成,-3.171,6.554,0.027,-20.782734,
300260,新莱应材,-3.209,6.528,0.016,-20.948352,
300234,开尔新材,-5.71,6.448,0.024,-36.81808,
600589,广东榕泰,-1.069,6.446,0.016,-6.8907739999999995,
002410,广联达,-3.438,6.403,0.024,-22.013514,
300493,润欣科技,-3.312,6.4,0.028,-21.1968,
000413,东旭光电,-0.639,6.397,0.025,-4.087683,
600587,新华医疗,-4.119,6.323,0.013,-26.044437,
600105,永鼎股份,-3.677,6.267,0.019,-23.043759,
300093,金刚玻璃,-2.115,6.264,0.016,-13.248360000000002,
000043,中航地产,-0.514,6.159,0.018,-3.165726,
600036,招商银行,-0.067,6.095,0.017,-0.40836500000000003,
002698,博实股份,-0.449,6.026,0.022,-2.705674,
002140,东华科技,-0.651,6.007,0.01,-3.910557,
002391,长青股份,-1.643,5.985,0.017,-9.833355000000001,
600623,华谊集团,-0.832,5.951,0.027,-4.951231999999999,
002212,南洋股份,-4.162,5.894,0.027,-24.530828,
300327,中颖电子,-0.294,5.852,0.018,-1.720488,
300222,科大智能,-1.159,5.818,0.027,-6.743062,
300079,数码科技,-0.955,5.813,0.018,-5.5514149999999995,
002106,莱宝高科,-5.332,5.771,0.026,-30.770971999999997,
600425,青松建化,-4.635,5.705,0.019,-26.442674999999998,
600348,阳泉煤业,-2.55,5.676,0.014,-14.473799999999999,
600218,全柴动力,-1.72,5.626,0.016,-9.67672,
300637,扬帆新材,-0.681,5.567,0.015,-3.7911270000000004,
600185,格力地产,-1.223,5.562,0.016,-6.802326000000001,
300396,迪瑞医疗,-0.686,5.532,0.019,-3.7949520000000003,
300184,力源信息,-3.878,5.514,0.021,-21.383292,
002398,建研集团,-1.774,5.497,0.012,-9.751678,
300028,金亚科技,-0.71,5.489,0.024,-3.8971899999999997,
300468,四方精创,-4.015,5.484,0.029,-22.018259999999998,
000963,华东医药,-1.841,5.466,0.012,-10.062906,
000697,炼石有色,-2.415,5.375,0.025,-12.980625,
600760,中航沈飞,-3.935,5.337,0.028,-21.001095,
000821,京山轻机,-0.814,5.315,0.015,-4.32641,
000691,亚太实业,-2.335,5.266,0.028,-12.29611,
300231,银信科技,-2.001,5.209,0.024,-10.423208999999998,
300020,银江股份,-0.575,5.206,0.025,-2.99345,
600099,林海股份,-0.729,5.122,0.014,-3.7339379999999998,
600182,S佳通,-0.04,5.067,0.014,-0.20268,
300441,鲍斯股份,-5.777,5.062,0.029,-29.243174000000003,
300303,聚飞光电,-0.281,5.042,0.02,-1.4168020000000001,
300481,濮阳惠成,-1.279,4.927,0.022,-6.301632999999999,
300295,三六五网,-1.55,4.891,0.027,-7.58105,
300018,中元股份,-2.546,4.89,0.017,-12.449939999999998,
000507,珠海港,-0.105,4.793,0.018,-0.503265,
002405,四维图新,-1.932,4.79,0.023,-9.25428,
300625,三雄极光,-1.122,4.722,0.016,-5.298084000000001,
600636,三爱富,-4.37,4.705,0.026,-20.560850000000002,
002171,楚江新材,-0.865,4.671,0.015,-4.040415,
002403,爱仕达,-0.838,4.606,0.014,-3.859828,
300247,乐金健康,-2.79,4.469,0.014,-12.46851,
300595,欧普康视,-0.789,4.32,0.026,-3.4084800000000004,
300053,欧比特,-1.558,4.266,0.026,-6.646428,
600249,两面针,-3.519,4.068,0.019,-14.315292,
002112,三变科技,-4.601,4.035,0.028,-18.565035,
300204,舒泰神,-0.651,4.022,0.021,-2.618322,
002875,安奈儿,-0.4,4.018,0.014,-1.6072,
300331,苏大维格,-0.33,3.983,0.023,-1.3143900000000002,
600146,商赢环球,-1.225,3.98,0.021,-4.875500000000001,
000550,江铃汽车,-2.101,3.935,0.018,-8.267435,
600200,江苏吴中,-3.06,3.876,0.014,-11.86056,
600969,郴电国际,-1.174,3.863,0.007,-4.535162,
300178,腾邦国际,-0.83,3.816,0.023,-3.16728,
000976,华铁股份,-0.001,3.798,0.017,-0.003798,
300199,翰宇药业,-0.741,3.756,0.021,-2.783196,
002841,视源股份,-1.635,3.69,0.029,-6.03315,
002326,永太科技,-1.031,3.661,0.019,-3.774491,
300271,华宇软件,-2.715,3.641,0.028,-9.885315,
300264,佳创视讯,-2.038,3.626,0.022,-7.389787999999999,
601699,潞安环能,-1.949,3.625,0.017,-7.065125,
601398,工商银行,-0.669,3.616,0.009,-2.4191040000000004,
000983,西山煤电,-2.183,3.612,0.012,-7.884995999999999,
300109,新开源,-0.968,3.574,0.025,-3.4596319999999996,
000895,双汇发展,-1.841,3.537,0.025,-6.511616999999999,
601919,中远海控,-0.537,3.5,0.014,-1.8795000000000002,
002245,澳洋顺昌,-0.69,3.457,0.013,-2.3853299999999997,
002675,东诚药业,-2.208,3.451,0.021,-7.619808000000001,
300052,中青宝,-0.074,3.385,0.02,-0.25049,
600604,市北高新,-2.184,3.366,0.021,-7.351344000000001,
300480,光力科技,-1.646,3.331,0.023,-5.482825999999999,
002627,宜昌交运,-0.836,3.233,0.022,-2.702788,
002296,辉煌科技,-1.48,3.219,0.026,-4.76412,
600276,恒瑞医药,-0.711,3.164,0.018,-2.249604,
002158,汉钟精机,-5.092,3.101,0.028,-15.790291999999999,
601800,中国交建,-1.803,3.099,0.006,-5.587497,
002282,博深工具,-0.855,3.062,0.017,-2.61801,
600083,博信股份,-0.672,3.047,0.012,-2.047584,
300292,吴通控股,-2.557,3.043,0.018,-7.780951,
600258,首旅酒店,-2.802,3.031,0.015,-8.492862,
002623,亚玛顿,-0.26,3.029,0.028,-0.78754,
600525,长园集团,-2.09,3.024,0.023,-6.32016,
002142,宁波银行,-3.647,3.012,0.013,-10.984764,
601872,招商轮船,-0.793,3.001,0.015,-2.379793,
002094,青岛金王,-2.199,2.949,0.016,-6.484850999999999,
600738,兰州民百,-0.782,2.938,0.014,-2.2975160000000003,
600816,安信信托,-0.34,2.919,0.014,-0.9924600000000001,
300426,唐德影视,-1.098,2.914,0.014,-3.1995720000000003,
002213,特 尔 佳,-0.563,2.908,0.008,-1.6372039999999999,
300102,乾照光电,-1.587,2.893,0.026,-4.591190999999999,
000408,藏格控股,-2.329,2.875,0.008,-6.695875000000001,
300478,杭州高新,-1.612,2.866,0.012,-4.619992000000001,
600308,华泰股份,-2.956,2.866,0.016,-8.471896000000001,
600460,士兰微,-2.452,2.85,0.024,-6.9882,
002063,远光软件,-2.613,2.783,0.025,-7.271979,
002609,捷顺科技,-3.33,2.778,0.01,-9.25074,
601939,建设银行,-0.26,2.754,0.008,-0.71604,
000599,青岛双星,-0.669,2.715,0.009,-1.816335,
000727,华东科技,-1.318,2.694,0.013,-3.550692,
300108,吉药控股,-1.782,2.678,0.014,-4.772196,
600879,航天电子,-1.605,2.668,0.022,-4.28214,
601611,中国核建,-1.609,2.657,0.008,-4.275113,
002383,合众思壮,-3.493,2.599,0.024,-9.078307,
600340,华夏幸福,-0.516,2.582,0.02,-1.332312,
002139,拓邦股份,-0.284,2.546,0.017,-0.7230639999999999,
600227,赤天化,-0.18,2.544,0.016,-0.45792,
600021,上海电力,-0.731,2.495,0.007,-1.823845,
300547,川环科技,-1.766,2.45,0.02,-4.326700000000001,
600819,耀皮玻璃,-0.426,2.434,0.012,-1.0368840000000001,
600247,*ST成城,-3.84,2.426,0.015,-9.31584,
600868,梅雁吉祥,-0.706,2.417,0.017,-1.7064019999999998,
300342,天银机电,-1.564,2.412,0.011,-3.772368,
600527,江南高纤,-2.652,2.395,0.026,-6.35154,
300291,华录百纳,-0.759,2.359,0.008,-1.790481,
002416,爱施德,-1.56,2.336,0.022,-3.64416,
600452,涪陵电力,-4.135,2.316,0.021,-9.576659999999999,
300087,荃银高科,-1.892,2.299,0.007,-4.349708,
601005,重庆钢铁,-1.358,2.285,0.015,-3.1030300000000004,
000809,*ST新城,-2.228,2.278,0.017,-5.075384000000001,
002130,沃尔核材,-1.99,2.219,0.007,-4.41581,
600497,驰宏锌锗,-0.651,2.209,0.017,-1.4380590000000002,
000557,西部创业,-2.356,2.172,0.019,-5.1172320000000004,
601811,新华文轩,-7.196,2.164,0.025,-15.572144,
002207,*ST准油,-2.338,2.129,0.014,-4.977602,
300438,鹏辉能源,-2.301,2.127,0.012,-4.894227,
601766,中国中车,-0.212,2.117,0.007,-0.448804,
002336,人人乐,-2.294,2.088,0.021,-4.789872,
000529,广弘控股,-3.129,2.083,0.012,-6.517707000000001,
601668,中国建筑,-0.95,2.061,0.012,-1.9579499999999999,
002200,云投生态,-2.07,1.986,0.022,-4.11102,
002388,新亚制程,-1.381,1.981,0.018,-2.735761,
300011,鼎汉技术,-3.559,1.977,0.016,-7.036143000000001,
600422,昆药集团,-0.22,1.976,0.017,-0.43472,
002204,大连重工,-0.001,1.956,0.012,-0.001956,
300669,沪宁股份,-0.132,1.955,0.023,-0.25806,
600869,智慧能源,-0.381,1.941,0.01,-0.739521,
601002,晋亿实业,-1.144,1.932,0.014,-2.2102079999999997,
600362,江西铜业,-0.294,1.905,0.01,-0.56007,
002519,银河电子,-5.172,1.905,0.021,-9.85266,
600982,宁波热电,-1.06,1.902,0.007,-2.01612,
000972,*ST中基,-3.945,1.873,0.022,-7.388985,
600228,*ST昌九,-4.409,1.865,0.013,-8.222785,
000669,金鸿控股,-0.64,1.865,0.014,-1.1936,
002773,康弘药业,-0.195,1.83,0.027,-0.35685,
002752,昇兴股份,-0.137,1.782,0.012,-0.24413400000000002,
600977,中国电影,-0.885,1.748,0.012,-1.54698,
601098,中南传媒,-0.317,1.716,0.014,-0.543972,
300066,三川智慧,-1.686,1.715,0.015,-2.89149,
600884,杉杉股份,-0.173,1.702,0.015,-0.294446,
002553,南方轴承,-1.142,1.7,0.021,-1.9413999999999998,
601328,交通银行,-0.48,1.637,0.006,-0.78576,
002780,三夫户外,-0.328,1.632,0.009,-0.535296,
600400,红豆股份,-0.163,1.626,0.006,-0.265038,
000060,中金岭南,-0.95,1.626,0.011,-1.5446999999999997,
002649,博彦科技,-0.75,1.617,0.025,-1.21275,
002792,通宇通讯,-2.092,1.611,0.019,-3.370212,
002328,新朋股份,-0.949,1.593,0.01,-1.5117569999999998,
300210,森远股份,-1.969,1.592,0.02,-3.1346480000000003,
600609,金杯汽车,-3.723,1.59,0.017,-5.91957,
600667,太极实业,-2.791,1.583,0.025,-4.418153,
300416,苏试试验,-1.836,1.531,0.021,-2.8109159999999997,
601818,光大银行,-0.241,1.509,0.006,-0.36366899999999996,
600895,张江高科,-0.155,1.483,0.014,-0.229865,
002815,崇达技术,-1.389,1.483,0.02,-2.0598870000000002,
600289,*ST信通,-2.579,1.463,0.018,-3.7730770000000007,
300265,通光线缆,-1.585,1.447,0.018,-2.293495,
002549,凯美特气,-1.586,1.442,0.014,-2.287012,
600725,ST云维,-4.244,1.435,0.016,-6.09014,
002495,佳隆股份,-0.848,1.431,0.017,-1.213488,
300258,精锻科技,-1.321,1.409,0.013,-1.861289,
002459,天业通联,-0.16,1.388,0.007,-0.22208,
002274,华昌化工,-0.143,1.361,0.008,-0.194623,
600645,中源协和,-2.465,1.359,0.021,-3.349935,
600039,四川路桥,-1.07,1.353,0.007,-1.44771,
002311,海大集团,-2.633,1.353,0.011,-3.562449,
600358,国旅联合,-2.066,1.344,0.017,-2.776704,
600503,华丽家族,-2.02,1.325,0.014,-2.6765,
002197,证通电子,-0.005,1.323,0.028,-0.006615,
300244,迪安诊断,-1.316,1.317,0.023,-1.733172,
300566,激智科技,-3.566,1.312,0.026,-4.678592,
600301,ST南化,-0.488,1.303,0.011,-0.635864,
601226,华电重工,-0.002,1.282,0.027,-0.0025640000000000003,
000876,新 希 望,-0.974,1.27,0.006,-1.23698,
601933,永辉超市,-0.111,1.23,0.011,-0.13653,
002465,海格通信,-2.19,1.199,0.024,-2.62581,
600018,上港集团,-2.005,1.148,0.008,-2.3017399999999997,
000037,深南电A,-1.658,1.109,0.014,-1.838722,
600877,ST嘉陵,-4.98,1.091,0.028,-5.43318,
002020,京新药业,-0.839,1.088,0.02,-0.912832,
600658,电子城,-1.615,1.08,0.019,-1.7442000000000002,
600079,人福医药,-6.019,1.074,0.025,-6.464406,
600054,黄山旅游,-1.443,1.054,0.01,-1.520922,
600319,亚星化学,-3.638,1.042,0.021,-3.790796,
000595,*ST宝实,-0.203,1.039,0.01,-0.210917,
002283,天润曲轴,-0.411,1.017,0.011,-0.41798699999999994,
600395,盘江股份,-0.326,1.008,0.008,-0.328608,
601001,大同煤业,-0.375,0.955,0.009,-0.35812499999999997,
000752,西藏发展,-1.525,0.951,0.01,-1.4502749999999998,
002547,春兴精工,-1.495,0.924,0.01,-1.3813800000000003,
000509,华塑控股,-2.101,0.92,0.016,-1.93292,
300023,宝德股份,-1.953,0.909,0.011,-1.7752770000000002,
000662,天夏智慧,-0.41,0.908,0.021,-0.37228,
300516,久之洋,-0.642,0.907,0.023,-0.582294,
000552,靖远煤电,-0.3,0.901,0.016,-0.2703,
000045,深纺织Ａ,-0.883,0.886,0.012,-0.782338,
600998,九州通,-0.328,0.869,0.019,-0.285032,
600979,广安爱众,-0.649,0.84,0.014,-0.54516,
300099,精准信息,-1.147,0.833,0.019,-0.9554509999999999,
600008,首创股份,-1.832,0.833,0.008,-1.526056,
000659,珠海中富,-7.146,0.809,0.025,-5.7811140000000005,
002715,登云股份,-0.968,0.808,0.019,-0.7821440000000001,
300445,康斯特,-0.663,0.799,0.025,-0.529737,
300228,富瑞特装,-2.81,0.796,0.02,-2.2367600000000003,
300375,鹏翎股份,-0.458,0.792,0.016,-0.36273600000000006,
300043,星辉娱乐,-2.529,0.785,0.019,-1.985265,
002264,新 华 都,-2.123,0.774,0.027,-1.6432020000000003,
000906,浙商中拓,-0.64,0.766,0.01,-0.49024,
601101,昊华能源,-1.064,0.76,0.017,-0.80864,
300521,爱司凯,-0.974,0.749,0.02,-0.729526,
002712,思美传媒,-3.77,0.748,0.012,-2.81996,
300552,万集科技,-2.539,0.743,0.025,-1.8864770000000002,
002444,巨星科技,-0.717,0.736,0.015,-0.527712,
300217,东方电热,-0.363,0.731,0.007,-0.265353,
600688,上海石化,-0.521,0.702,0.004,-0.365742,
000012,南 玻Ａ,-0.972,0.698,0.011,-0.678456,
600919,江苏银行,-0.28,0.694,0.004,-0.19432,
002387,黑牛食品,-1.937,0.669,0.018,-1.2958530000000001,
600495,晋西车轴,-2.01,0.608,0.014,-1.2220799999999998,
600608,ST沪科,-0.422,0.558,0.012,-0.23547600000000002,
300405,科隆股份,-1.058,0.557,0.019,-0.5893060000000001,
600900,长江电力,-0.742,0.556,0.005,-0.41255200000000003,
300245,天玑科技,-3.319,0.554,0.029,-1.838726,
002613,北玻股份,-3.254,0.541,0.025,-1.7604140000000001,
600106,重庆路桥,-0.251,0.523,0.006,-0.131273,
601166,兴业银行,-0.37,0.517,0.006,-0.19129000000000002,
300106,西部牧业,-1.132,0.508,0.017,-0.5750559999999999,
600048,保利地产,-0.693,0.501,0.023,-0.347193,
600367,红星发展,-0.907,0.5,0.014,-0.4535,
600403,大有能源,-0.468,0.463,0.015,-0.21668400000000002,
000957,中通客车,-2.453,0.46,0.022,-1.12838,
300345,红宇新材,-4.182,0.425,0.015,-1.7773500000000002,
300215,电科院,-0.407,0.42,0.014,-0.17093999999999998,
601880,大连港,-0.41,0.42,0.009,-0.1722,
000570,苏常柴Ａ,-0.21,0.417,0.016,-0.08757,
300112,万讯自控,-0.207,0.411,0.021,-0.08507699999999999,
300270,中威电子,-0.07,0.408,0.008,-0.028560000000000002,
600320,振华重工,-0.197,0.399,0.013,-0.078603,
000627,天茂集团,-1.545,0.383,0.014,-0.591735,
300301,长方集团,-0.752,0.372,0.009,-0.279744,
600333,长春燃气,-0.927,0.371,0.019,-0.34391700000000003,
002700,新疆浩源,-2.997,0.361,0.026,-1.081917,
600015,华夏银行,-2.764,0.356,0.013,-0.9839839999999999,
600674,川投能源,-0.679,0.34,0.005,-0.23086000000000004,
600297,广汇汽车,-1.325,0.302,0.016,-0.40014999999999995,
002581,未名医药,-3.773,0.273,0.029,-1.030029,
002757,南兴装备,-0.64,0.271,0.017,-0.17344,
002455,百川股份,-0.78,0.271,0.015,-0.21138,
300074,华平股份,-0.271,0.27,0.022,-0.07317000000000001,
300449,汉邦高科,-1.229,0.256,0.019,-0.314624,
600068,葛洲坝,-2.907,0.249,0.018,-0.723843,
300486,东杰智能,-0.232,0.241,0.016,-0.055912,
600315,上海家化,-1.596,0.227,0.022,-0.36229200000000006,
600811,东方集团,-0.68,0.215,0.004,-0.1462,
600655,豫园股份,-0.104,0.191,0.025,-0.019864,
300002,神州泰岳,-0.751,0.175,0.017,-0.131425,
600538,国发股份,-0.172,0.139,0.011,-0.023908,
002502,骅威文化,-0.28,0.139,0.001,-0.03892000000000001,
600996,贵广网络,-1.217,0.121,0.012,-0.147257,
600000,浦发银行,-5.772,0.093,0.025,-0.536796,
300376,易事特,-1.723,0.014,0.015,-0.024122,
600818,中路股份,-0.242,0.012,0.006,-0.002904,
002697,红旗连锁,-0.182,0.01,0.01,-0.00182,
002272,川润股份,-1.436,0.008,0.015,-0.011488,
002314,南山控股,-1.921,0.005,0.013,-0.009605,
600370,三房巷,-0.683,0.004,0.016,-0.002732,
000708,大冶特钢,-0.502,0.003,0.011,-0.001506,
002285,世联行,-3.078,0.002,0.028,-0.006156,
300185,通裕重工,-0.454,0.002,0.008,-0.0009080000000000001,
002529,海源机械,-4.227,0.001,0.02,-0.004227000000000001,
002031,巨轮智能,-1.166,0.001,0.01,-0.001166,
