,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT,COL_HAS_MINGHONG
14,600449.SH,600449,宁夏建材,水泥,14.76,0.0,0.0,0.0,71.73,"中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金
中国工商银行股份有限公司-南方大数据100指数证券投资基金
全国社保基金四一二组合
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
华泰柏瑞基金-农业银行-中国太平洋人寿股票相对收益型产品(寿自营)委托投资
华泰柏瑞基金-农业银行-中国太平洋人寿股票相对收益型产品(个分红)委托投资",6.0,True
15,600361.SH,600361,华联综超,超市连锁,4.27,0.0,0.0,0.0,28.7,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中国工商银行股份有限公司-南方大数据100指数证券投资基金",3.0,True
16,300823.SZ,300823,建科机械,专用机械,34.29,0.0,0.0,0.0,7.79,"博时基金-上海银行-博时基金阳光增利集合资产管理计划
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金
中国农业银行股份有限公司-交银施罗德科锐科技创新混合型证券投资基金",4.0,True
17,300819.SZ,300819,聚杰微纤,化纤,48.22,3.0,0.0,0.0,12.42,"上海明汯投资管理有限公司-明汯量化中小盘增强1号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",3.0,True
18,603506.SH,603506,南都物业,房产服务,22.78,0.0,0.0,0.0,7.59,"兴业证券股份有限公司-淳厚信睿核心精选混合型证券投资基金
中国建设银行股份有限公司-融通领先成长混合型证券投资基金(LOF)
杭州泉衡投资管理有限公司-泉衡祥瑞一号私募基金
中国建设银行股份有限公司-华安宏利混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
融通新蓝筹证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金",9.0,True
19,603661.SH,603661,恒林股份,家居用品,68.29,0.0,0.0,0.0,20.02,"中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
上海于翼资产管理合伙企业(有限合伙)-东方点赞11号证券私募基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
上海于翼资产管理合伙企业(有限合伙)-东方点赞证券投资基金
上海于翼资产管理合伙企业(有限合伙)-于翼金选点赞31号私募证券投资基金",6.0,True
20,603610.SH,603610,麒盛科技,家居用品,31.0,0.0,0.0,0.0,15.73,"易方达资产-广发银行-易方达资产多策略1号资产管理计划
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行-南方积极配置证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
华泰证券股份有限公司-中庚价值领航混合型证券投资基金",7.0,True
21,300811.SZ,300811,铂科新材,元器件,73.61,0.0,0.0,0.0,11.8,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
22,603890.SH,603890,春秋电子,机械基件,14.49,0.0,0.0,0.0,27.57,"交通银行股份有限公司-易方达科讯混合型证券投资基金
易方达基金-建设银行-易方达研究精选1号股票型资产管理计划
中国工商银行股份有限公司-易方达新经济灵活配置混合型证券投资基金
中国银行-易方达平稳增长证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-易方达科翔股票型证券投资基金",6.0,True
23,603988.SH,603988,中电电机,电气设备,14.5,0.0,0.0,0.0,31.61,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
24,603991.SH,603991,至正股份,塑料,36.23,0.0,0.0,0.0,26.99,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海纳华资产管理有限公司",2.0,True
25,688010.SH,688010,福光股份,电器仪表,36.13,0.0,0.0,0.0,22.27,"深圳市大华信安资产管理企业(有限合伙)-信安新美汇私募证券投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",2.0,True
26,688011.SH,688011,新光光电,元器件,48.88,0.0,0.0,0.0,19.86,"中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",2.0,True
27,688028.SH,688028,沃尔德,专用机械,46.23,0.0,0.0,0.0,17.57,"九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",2.0,True
28,688051.SH,688051,佳华科技,软件服务,106.1,0.0,0.0,0.0,19.94,"上海久铭投资管理有限公司-久铭专享10号私募证券投资基金
上海明汯投资管理有限公司-明汯多策略对冲1号基金
上海添橙投资管理有限公司-添橙旋泰一号私募证券投资基金",3.0,True
29,688081.SH,688081,兴图新科,软件服务,36.86,0.0,0.0,0.0,6.65,"上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金
上海青沣资产管理中心(普通合伙)-青沣有和2期私募证券投资基金",2.0,True
30,688128.SH,688128,中国电研,专用机械,19.76,0.0,0.0,0.0,9.59,上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金,1.0,True
31,688159.SH,688159,有方科技,通信设备,37.5,0.0,0.0,0.0,7.56,"九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
中国建设银行股份有限公司-华夏优势增长混合型证券投资基金
浮石(北京)投资有限公司-浮石信安2号私募投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",4.0,True
32,688178.SH,688178,万德斯,环境保护,37.78,0.0,0.0,0.0,7.62,"九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",2.0,True
33,688357.SH,688357,建龙微纳,化工原料,81.69,0.0,0.0,0.0,10.84,"银华基金-建设银行-中国人寿-中国人寿委托银华基金公司股票型组合
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",2.0,True
34,300818.SZ,300818,耐普矿机,专用机械,40.95,0.0,0.0,0.0,6.93,"深圳市诚和昌投资发展有限公司-诚和昌鸿基成长1号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0,True
35,300806.SZ,300806,斯迪克,塑料,52.48,0.0,0.0,0.0,15.47,"广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金
中国工商银行股份有限公司-博时产业新动力灵活配置混合型发起式证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-博时回报灵活配置混合型证券投资基金
中国银行-海富通收益增长证券投资基金
中国工商银行股份有限公司-博时科技创新混合型证券投资基金
珠海市孚悦中诚资产管理有限公司-悦诚同心共享10号私募证券投资基金",7.0,True
36,002524.SZ,002524,光正眼科,医疗保健,11.49,0.0,0.0,0.0,61.21,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
稷定资产管理(嘉兴)有限公司-稷定健康私募证券投资基金",3.0,True
37,300803.SZ,300803,指南针,软件服务,45.88,0.0,0.0,0.0,26.17,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
交通银行-金鹰中小盘精选证券投资基金",2.0,True
38,002862.SZ,002862,实丰文化,文教休闲,21.36,0.0,0.0,0.0,23.61,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
深圳安泰量子资产管理有限公司-安泰汉唐云界一号私募证券投资基金",2.0,True
39,002875.SZ,002875,安奈儿,服饰,10.55,0.0,0.0,0.0,8.28,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
40,002882.SZ,002882,金龙羽,电气设备,9.39,0.0,0.0,0.0,23.42,"中国农业银行股份有限公司-景顺长城低碳科技主题灵活配置混合型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国农业银行股份有限公司-景顺长城中小板创业板精选股票型证券投资基金
安徽钜瑞资产管理有限公司-钜沣量化对冲一号证券投资基金",4.0,True
41,002908.SZ,002908,德生科技,元器件,13.55,0.0,0.0,0.0,19.29,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
42,002913.SZ,002913,奥士康,元器件,64.38,1.0,0.0,0.0,23.57,"陕西省国际信托股份有限公司-陕国投·奥士康第二期员工持股证券投资集合资金信托计划
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
华宝信托有限责任公司-“辉煌”98号单一资金信托
深圳市微明恒远投资管理有限公司-微明恒远丰誉2期私募投资基金
深圳市微明恒远投资管理有限公司-微明恒远丰誉1期私募投资基金
深圳市微明恒远投资管理有限公司-微明恒远五道合创首期私募证券投资基金",8.0,True
43,002923.SZ,002923,润都股份,化学制药,20.06,0.0,0.0,0.0,12.45,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
广东中科白云新兴产业创业投资基金有限公司",2.0,True
44,002932.SZ,002932,明德生物,医疗保健,77.97,0.0,0.0,0.0,23.3,"武汉光谷生物城华岭基金合伙企业(有限合伙)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国银行股份有限公司-国泰中证生物医药交易型开放式指数证券投资基金
科华(宜都)科技创业投资基金(有限合伙)",4.0,True
45,002956.SZ,002956,西麦食品,食品,41.41,0.0,0.0,0.0,29.02,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海塔基资产管理有限公司-塔基综合策略私募证券投资基金
西藏源乘投资管理有限公司-源乘十三号私募证券投资基金
上海塔基资产管理有限公司-上海塔基新范式私募投资基金",4.0,True
46,002971.SZ,002971,和远气体,化工原料,22.06,0.0,0.0,0.0,8.8,"信达澳银基金-宁波银行-信达澳银基金-大中华科技精选1号资产管理计划
招商银行股份有限公司-信达澳银研究优选混合型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国工商银行股份有限公司-创金合信科技成长主题股票型发起式证券投资基金
中国银行股份有限公司-信达澳银科技创新一年定期开放混合型证券投资基金",6.0,True
47,002973.SZ,002973,侨银环保,环境保护,25.98,0.0,0.0,0.0,10.48,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-鹏华沪深港新兴成长灵活配置混合型证券投资基金",2.0,True
48,002975.SZ,002975,博杰股份,专用机械,101.9,3.0,0.0,0.0,35.28,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行-上投摩根中国优势证券投资基金
中国农业银行股份有限公司-上投摩根新兴动力混合型证券投资基金
中国农业银行-华夏平稳增长混合型证券投资基金
杭州斌诺资产管理有限公司-斌诺启航1号私募证券投资基金",5.0,True
49,002978.SZ,002978,安宁股份,小金属,37.18,0.0,0.0,0.0,15.18,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
50,002980.SZ,002980,华盛昌,电器仪表,55.76,0.0,0.0,0.0,18.42,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
51,300246.SZ,300246,宝莱特,医疗保健,34.82,0.0,0.0,0.0,37.5,"中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-南方大数据100指数证券投资基金
中国对外经济贸易信托有限公司-外贸信托·锐进31期清水源证券投资集合资金信托计划
中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金",7.0,True
52,300354.SZ,300354,东华测试,电器仪表,17.57,0.0,0.0,0.0,13.92,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中央汇金资产管理有限责任公司",2.0,True
53,300519.SZ,300519,新光药业,中成药,25.45,2.0,0.0,0.0,27.21,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
54,300576.SZ,300576,容大感光,染料涂料,56.31,0.0,0.0,0.0,43.04,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金",2.0,True
55,300632.SZ,300632,光莆股份,半导体,23.07,0.0,0.0,0.0,27.81,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国农业银行股份有限公司-信诚四季红混合型证券投资基金",2.0,True
56,300686.SZ,300686,智动力,元器件,22.27,0.0,0.0,0.0,30.04,"基本养老保险基金九零三组合
中融鼎(深圳)投资有限公司-中融鼎秋天对冲私募基金
招商基金-工商银行-鹏扬投资“固赢11号”现金管理资产管理计划
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国银行股份有限公司-信达澳银科技创新一年定期开放混合型证券投资基金
国寿安保基金-建设银行-国寿安保-AMP Capital积极型中国股票投资组合资产管理计划",7.0,True
57,300705.SZ,300705,九典制药,化学制药,21.3,0.0,0.0,0.0,30.09,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合
中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",7.0,True
58,300706.SZ,300706,阿石创,元器件,27.4,0.0,0.0,0.0,23.61,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
59,300721.SZ,300721,怡达股份,化工原料,34.68,1.0,0.0,0.0,14.16,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
60,300739.SZ,300739,明阳电路,元器件,25.78,0.0,0.0,0.0,17.98,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
中国国际金融香港资产管理有限公司-客户资金2",4.0,True
61,300752.SZ,300752,隆利科技,元器件,29.58,0.0,0.0,0.0,9.69,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
62,300780.SZ,300780,德恩精工,机械基件,21.38,1.0,1.0,0.0,14.07,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
63,300781.SZ,300781,因赛集团,广告包装,58.98,3.0,1.0,0.0,15.39,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
64,300793.SZ,300793,佳禾智能,IT设备,22.37,0.0,0.0,0.0,22.92,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
65,300795.SZ,300795,米奥会展,综合类,27.23,0.0,0.0,0.0,9.65,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
66,300797.SZ,300797,钢研纳克,电器仪表,22.89,2.0,0.0,0.0,13.9,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0,True
67,688398.SH,688398,赛特新材,矿物制品,54.01,0.0,0.0,0.0,10.34,"九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",2.0,True
