code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002163,中航三鑫,8.03,-18.542,0.043,-4.374,0.096,
002597,金禾实业,5.54,-18.445,0.056,-10.243,0.073,
600866,星湖科技,6.45,-18.415,0.054,-5.779,0.087,
002082,万邦德,2.38,-18.41,0.049,-8.986,0.096,
002806,华锋股份,0.58,-18.403,0.041,-4.323,0.07,
002887,绿茵生态,0.51,-18.378,0.054,-2.029,0.076,
000952,广济药业,2.52,-18.312,0.05,-0.513,0.066,
000756,新华制药,3.99,-18.307,0.049,3.401,0.074,
002366,台海核电,4.89,-18.112,0.045,-11.129,0.126,
002796,世嘉科技,0.3,-18.105,0.044,42.919,0.109,
601155,新城控股,7.19,-18.083,0.069,18.968,0.064,
000848,承德露露,9.78,-18.082,0.044,-2.78,0.047,
600053,九鼎投资,4.34,-18.058,0.084,94.996,0.226,
600983,惠而浦,5.33,-18.044,0.064,7.405,0.045,
000546,金圆股份,6.61,-18.043,0.04,-17.793,0.101,
000752,西藏发展,2.64,-18.014,0.058,4.44,0.08,
002847,盐津铺子,0.36,-18.005,0.047,-5.493,0.071,
600559,老白干酒,4.9,-18.002,0.056,-16.593,0.105,
002460,赣锋锂业,7.86,-17.971,0.074,-16.054,0.117,
002920,德赛西威,1.0,-17.94,0.048,-9.88,0.098,
002035,华帝股份,7.84,-17.837,0.056,-13.251,0.095,
002693,双成药业,4.03,-17.825,0.054,-3.6,0.093,
600315,上海家化,6.71,-17.798,0.047,-14.01,0.074,
002624,完美世界,4.66,-17.728,0.042,7.031,0.069,
002836,新宏泽,0.56,-17.694,0.061,6.124,0.077,
600566,济川药业,8.15,-17.618,0.051,-5.148,0.056,
002763,汇洁股份,1.82,-17.569,0.067,-0.804,0.063,
600212,江泉实业,5.12,-17.415,0.048,25.896,0.116,
000892,欢瑞世纪,5.17,-17.405,0.041,20.815,0.113,
600847,万里股份,1.53,-17.327,0.052,-2.526,0.057,
002813,路畅科技,0.3,-17.31,0.036,2.125,0.073,
002702,海欣食品,3.19,-17.252,0.047,1.768,0.042,
002391,长青股份,2.38,-17.243,0.062,11.975,0.039,
600562,国睿科技,6.02,-17.236,0.063,-5.206,0.095,
002850,科达利,0.93,-17.227,0.046,-16.55,0.098,
601360,三六零,3.97,-17.214,0.055,9.714,0.102,
002860,星帅尔,0.47,-17.201,0.054,13.125,0.052,
600835,上海机电,8.07,-17.015,0.054,6.012,0.049,
002827,高争民爆,0.63,-17.013,0.05,13.597,0.061,
600452,涪陵电力,2.24,-16.945,0.054,5.107,0.069,
002871,伟隆股份,0.29,-16.92,0.043,37.575,0.093,
000812,陕西金叶,6.69,-16.883,0.047,22.823,0.069,
002821,凯莱英,1.21,-16.874,0.048,7.525,0.056,
002767,先锋电子,1.24,-16.843,0.046,7.255,0.083,
600138,中青旅,7.24,-16.839,0.06,-6.989,0.066,
002292,奥飞娱乐,7.63,-16.838,0.056,-8.11,0.096,
002430,杭氧股份,9.5,-16.821,0.074,-12.263,0.102,
000806,银河生物,6.98,-16.796,0.038,43.818,0.107,
002908,德生科技,0.87,-16.79,0.045,-30.985,0.153,
002889,东方嘉盛,0.37,-16.764,0.055,1.038,0.062,
000799,酒鬼酒,3.25,-16.693,0.048,-18.84,0.1,
601086,国芳集团,1.66,-16.652,0.049,-14.921,0.097,
600596,新安股份,6.87,-16.634,0.059,-13.004,0.094,
002507,涪陵榨菜,7.72,-16.62,0.075,-1.749,0.07,
002126,银轮股份,7.66,-16.551,0.055,3.624,0.039,
002742,三圣股份,2.69,-16.545,0.05,9.865,0.024,
002606,大连电瓷,4.03,-16.492,0.035,20.425,0.1,
002861,瀛通通讯,0.53,-16.49,0.036,-1.791,0.056,
600529,山东药玻,3.6,-16.486,0.044,20.066,0.043,
000679,大连友谊,3.56,-16.485,0.028,3.024,0.098,
002198,嘉应制药,4.65,-16.457,0.024,7.249,0.043,
600448,华纺股份,4.22,-16.449,0.067,16.308,0.073,
600729,重庆百货,4.06,-16.416,0.041,-0.875,0.064,
002725,跃岭股份,1.1,-16.41,0.033,-1.892,0.083,
002927,泰永长征,0.3,-16.356,0.051,-8.267,0.082,
002076,雪 莱 特,4.45,-16.347,0.044,-3.958,0.12,
000150,宜华健康,5.76,-16.326,0.055,-15.119,0.113,
000513,丽珠集团,4.59,-16.282,0.041,-15.122,0.116,
600636,三爱富,4.47,-16.278,0.049,9.6,0.044,
002499,科林环保,1.89,-16.259,0.042,-11.521,0.097,
002918,蒙娜丽莎,0.59,-16.221,0.07,-0.016,0.072,
600791,京能置业,4.52,-16.212,0.046,12.585,0.073,
600695,绿庭投资,3.66,-16.21,0.036,107.582,0.304,
002883,中设股份,0.31,-16.2,0.056,4.661,0.058,
002805,丰元股份,0.54,-16.171,0.038,-13.526,0.097,
002043,兔 宝 宝,6.94,-16.144,0.045,-7.656,0.095,
002824,和胜股份,0.74,-16.091,0.045,-3.62,0.063,
002659,凯文教育,3.11,-16.074,0.053,-28.912,0.09,
600977,中国电影,5.65,-16.038,0.052,11.749,0.08,
600699,均胜电子,9.49,-16.035,0.05,-1.788,0.041,
002833,弘亚数控,0.54,-15.939,0.052,-0.894,0.064,
000790,泰合健康,5.6,-15.916,0.044,-8.724,0.079,
600622,光大嘉宝,8.69,-15.869,0.044,8.801,0.108,
002229,鸿博股份,4.12,-15.835,0.049,9.635,0.072,
002745,木林森,5.2,-15.831,0.062,-3.72,0.096,
002917,金奥博,0.28,-15.822,0.063,6.398,0.059,
002107,沃华医药,3.49,-15.814,0.048,2.543,0.077,
002758,华通医药,1.79,-15.805,0.037,0.347,0.068,
000677,恒天海龙,8.64,-15.799,0.03,-7.811,0.098,
002544,杰赛科技,5.12,-15.771,0.061,0.058,0.087,
002595,豪迈科技,5.28,-15.755,0.044,11.233,0.071,
002899,英派斯,0.79,-15.719,0.04,-12.757,0.169,
600133,东湖高新,5.38,-15.71,0.038,34.141,0.13,
000976,华铁股份,5.87,-15.674,0.054,-0.475,0.081,
600228,ST昌九,2.41,-15.602,0.049,3.926,0.089,
000921,海信家电,9.02,-15.592,0.054,0.495,0.081,
002519,银河电子,8.32,-15.514,0.061,2.023,0.051,
002137,麦达数字,2.85,-15.503,0.047,11.925,0.11,
002625,光启技术,4.27,-15.473,0.042,10.327,0.1,
002517,恺英网络,8.74,-15.46,0.037,-10.834,0.133,
600462,九有股份,5.34,-15.418,0.027,45.187,0.195,
002798,帝欧家居,0.98,-15.414,0.045,-10.167,0.372,
002715,登云股份,0.83,-15.366,0.036,26.481,0.063,
002306,*ST云网,7.94,-15.324,0.046,8.536,0.089,
002618,丹邦科技,5.48,-15.294,0.085,-10.451,0.113,
600486,扬农化工,3.1,-15.274,0.058,-12.995,0.108,
000514,渝 开 发,8.44,-15.274,0.034,2.145,0.06,
002586,围海股份,6.94,-15.233,0.045,6.47,0.049,
002034,旺能环境,1.43,-15.205,0.049,-10.557,0.143,
002775,文科园林,4.33,-15.163,0.046,-3.542,0.054,
002925,盈趣科技,0.75,-15.148,0.029,-8.528,0.119,
002536,西泵股份,3.14,-15.129,0.047,10.3,0.036,
002644,佛慈制药,5.11,-15.112,0.032,4.154,0.032,
600393,粤泰股份,9.88,-15.105,0.037,-1.426,0.125,
002409,雅克科技,1.83,-15.103,0.034,-2.319,0.086,
002161,远 望 谷,6.99,-15.098,0.048,-4.1,0.094,
002114,罗平锌电,3.23,-15.078,0.058,-0.616,0.085,
002787,华源控股,1.02,-15.075,0.059,-19.647,0.134,
002462,嘉事堂,2.49,-15.062,0.041,-9.707,0.078,
601069,西部黄金,6.36,-15.042,0.063,7.041,0.029,
600621,华鑫股份,5.35,-15.025,0.047,30.825,0.099,
002741,光华科技,3.21,-15.011,0.055,17.312,0.062,
