,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS,COL_MAXGAP,concept
35,300598.SZ,300598,诚迈科技,软件服务,30.24,478.53,93.47,"阿里巴巴概念股, 高送转-预期, 华为产业链, 蔚来汽车概念股, 无人驾驶, 国产软件, 国产操作系统, 强势人气股, "
36,601008.SH,601008,连云港,港口,5.86,471.88,102.76,"一带一路, 港口, 回购, 中韩自贸区, 自贸区, "
37,600198.SH,600198,*ST大唐,通信设备,16.37,445.22,103.44,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
38,300033.SZ,300033,同花顺,软件服务,101.43,441.75,76.14,"高价股, MSCI, 创业板人气股, 互联网金融, 大数据, 人工智能, 国产软件, 彩票, "
39,002175.SZ,002175,东方网络,电器仪表,4.67,432.65,123.69,"特色小镇, 广西, 股权转让, VR&AR, 影视, 强势人气股, 动漫, "
40,002356.SZ,002356,赫美集团,其他商业,9.98,417.94,179.04,"高质押率, 互联网金融, 移动支付, 跨境电商, 国资入股, "
41,300174.SZ,300174,元力股份,化工原料,30.5,406.82,160.92,"业绩预增, 游戏, 手游, "
42,600345.SH,600345,长江通信,通信设备,30.67,397.36,67.27,"5G, 光通信, 央企改革, 北斗导航, 智慧安防, "
43,300119.SZ,300119,瑞普生物,生物制药,17.28,381.73,108.77,"动物保健, "
44,002077.SZ,002077,大港股份,区域地产,5.83,378.08,77.52,"房地产, 锂电池, 新能源汽车, 半导体, 科创板概念股, "
45,300663.SZ,300663,科蓝软件,软件服务,45.35,376.88,201.3,"互联网金融, 移动支付, 举牌股, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, "
46,601311.SH,601311,骆驼股份,电气设备,12.81,375.04,69.45,"回购, 汽车零部件, 锂电池, 燃料电池, 新能源汽车, "
47,002824.SZ,002824,和胜股份,铝,13.32,353.19,80.06,"有色-铝, 有色金属, 锂电池, 新能源汽车, "
48,300638.SZ,300638,广和通,通信设备,56.19,343.18,70.42,"5G, 阿里巴巴概念股, 业绩预增, 物联网, 移动支付, "
49,600273.SH,600273,嘉化能源,化工原料,13.5,340.67,74.92,"烧碱, 煤化工, "
50,300765.SZ,300765,新诺威,食品,42.26,329.36,67.89,"次新股, 保健品, 食品, "
51,603729.SH,603729,龙韵股份,广告包装,20.28,321.7,74.97,"主题公园, 赛马, 强势人气股, "
52,000682.SZ,000682,东方电子,电气设备,5.67,291.59,78.61,"物联网, 智能仪表, 山东国企改革, 新能源汽车, 充电桩, "
53,600775.SH,600775,南京熊猫,通信设备,15.9,289.47,77.69,"5G, 央企改革, 军工研究所, 业绩预增, 军工, 工业自动化, 北斗导航, 智能制造, 机器人, "
54,600648.SH,600648,外高桥,园区开发,21.65,267.21,69.46,"MSCI, 参股券商, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, "
55,600375.SH,600375,华菱星马,汽车整车,6.0,264.25,81.49,"汽车整车, 安徽国企改革, 重卡, 机械, 强势人气股, "
56,002617.SZ,002617,露笑科技,电气设备,6.1,254.8,75.89,"回购, 光伏, 股权转让, 资产重组, "
57,002464.SZ,002464,众应互联,互联网,14.61,251.85,67.73,"大数据, 股权转让, 游戏, 手游, "
58,600613.SH,600613,神奇制药,中成药,7.5,233.41,75.92,"医药, 中药, 强势人气股, "
59,000514.SZ,000514,渝开发,区域地产,5.62,232.53,74.22,"重庆国企改革, 债转股-AMC, 房地产, "
60,000995.SZ,000995,*ST皇台,白酒,7.47,227.12,95.15,"教育, 白酒, 资产重组, ST股, 壳公司, "
61,300762.SZ,300762,上海瀚讯,通信设备,69.9,222.94,346.86,"次新股, "
62,600928.SH,600928,西安银行,银行,10.37,220.32,109.87,"银行, 次新股, "
63,002437.SZ,002437,誉衡药业,化学制药,4.6,213.85,72.21,"PD-1抑制剂, 民营医院, 高质押率, 医药, 万达系, 化学药, 基因测序, 移动支付, 京东金融概念股, 独角兽, 科创板概念股, "
64,000670.SZ,000670,ST盈方,元器件,3.9,209.03,75.46,"军工, 军民融合, 北斗导航, 半导体, VR&AR, 国产芯片, ST股, "
65,603360.SH,603360,百傲化学,化工原料,29.48,201.19,82.28,"农药, 石油化工, "
66,603309.SH,603309,维力医疗,医疗保健,19.57,198.5,90.65,"医疗器械, "
67,600006.SH,600006,东风汽车,汽车整车,6.1,197.73,74.65,"新能源整车, 汽车整车, 国家队重仓, 央企改革, 华为产业链, 业绩预增, 无人驾驶, 燃料电池, 新能源汽车, "
68,600536.SH,600536,中国软件,软件服务,55.93,187.93,120.14,"中字头, 央企改革, 军工研究所, 军工, 网络安全, 智慧城市, 国产软件, 腾讯概念股, 国产操作系统, "
69,002189.SZ,002189,利达光电,元器件,25.4,185.77,70.38,"混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 智能制造, 3D感应, VR&AR, 机器视觉, 资产重组, 人脸识别, "
70,002958.SZ,002958,青农商行,银行,8.71,182.43,98.28,"银行, 次新股, "
71,002780.SZ,002780,三夫户外,其他商业,26.53,172.73,74.48,"主题公园, 纺织服装, 体育产业, "
72,603032.SH,603032,德新交运,公路,35.2,157.64,68.02,"社保重仓, 业绩预增, 新疆, 资产重组, 强势人气股, "
73,600094.SH,600094,大名城,区域地产,8.09,153.94,119.41,"福建自贸区, 房地产, 自贸区, "
74,002118.SZ,002118,紫鑫药业,中成药,12.71,153.68,147.96,"保健品, 食品, 高质押率, 医药, 中药, 基因测序, 区块链, 股权转让, 国资入股, 工业大麻, "
75,000893.SZ,000893,*ST东凌,食品,8.36,153.5,87.96,"化肥, 股权转让, ST股, "
76,300538.SZ,300538,同益股份,批发业,33.28,146.7,70.58,"华为产业链, 小米概念股, 高送转, 国资入股, "
77,300043.SZ,300043,星辉娱乐,文教休闲,5.81,145.66,78.29,"二胎, 足球, 腾讯概念股, 游戏, 手游, 体育产业, 动漫, "
78,300099.SZ,300099,精准信息,电器仪表,8.67,143.94,133.33,"特高压, 空铁WiFi, 军工, 军民融合, 燃料电池, 区块链, 高铁轨交, "
79,000037.SZ,000037,深南电A,火力发电,11.31,142.46,97.24,"火电, 电改, "
80,300414.SZ,300414,中光防雷,元器件,23.98,141.97,74.08,"5G, 军工, 军民融合, 高送转, 资产重组, "
81,002210.SZ,002210,飞马国际,仓储物流,6.38,141.78,135.1,"粤港澳大湾区, 高质押率, 快递物流, 国资入股, 资产重组, "
82,300686.SZ,300686,智动力,元器件,16.76,141.38,71.59,"OLED, 小米概念股, "
83,300767.SZ,300767,震安科技,橡胶,43.41,136.63,117.92,
84,603956.SH,603956,威派格,专用机械,24.85,134.96,221.52,"次新股, "
85,300579.SZ,300579,数字认证,软件服务,43.5,127.83,73.94,"雄安-智慧城市, 网络安全, 雄安新区, 高送转, 区块链, 国产软件, 彩票, 知识产权, "
86,600202.SH,600202,哈空调,电气设备,5.34,125.55,66.75,"振兴东北, 核电, 复牌股, ST摘帽, "
87,601519.SH,601519,大智慧,软件服务,9.88,124.13,77.84,"互联网金融, 国产软件, 彩票, ST摘帽, 强势人气股, "
88,300766.SZ,300766,每日互动,互联网,64.45,123.78,315.81,
89,002950.SZ,002950,奥美医疗,医疗保健,27.78,123.64,156.18,"次新股, 医疗器械, "
90,603026.SH,603026,石大胜华,化工原料,36.0,119.31,77.18,"社保重仓, 石油化工, 山东国企改革, 锂电池, 燃料电池, 新能源汽车, 高校系, "
91,600620.SH,600620,天宸股份,综合类,10.09,114.25,74.44,
92,000811.SZ,000811,冰轮环境,工程机械,9.47,113.45,68.2,"中韩自贸区, 山东国企改革, 冷链, 自贸区, 地热, 创投, "
93,000922.SZ,000922,佳电股份,电气设备,11.57,112.23,67.19,"电改, 央企改革, 核电, 业绩预增, 工业自动化, 智能制造, ST摘帽, "
94,600624.SH,600624,复旦复华,综合类,11.96,111.72,121.24,"健康中国, 脑科学, 高校系, 强势人气股, 创投, "
95,300527.SZ,300527,中国应急,专用机械,13.01,109.55,115.8,"南北船合并, 中字头, 央企改革, 军工研究所, 核电, 回购, 军工, 军民融合, "
96,603318.SH,603318,派思股份,专用机械,24.0,107.26,94.55,"天然气, 物联网, 股权转让, 国资入股, 资产重组, "
97,300536.SZ,300536,农尚环境,建筑施工,19.72,106.78,169.04,"园林, PPP, 高送转, "
98,600963.SH,600963,岳阳林纸,造纸,6.25,106.2,74.83,"人民币升值受益, 央企改革, 回购, 破净股, 雄安-园林环保, 特色小镇, 定增破发, 雄安新区, 造纸, "
99,002949.SZ,002949,华阳国际,建筑施工,25.5,105.55,108.95,"次新股, 装配式建筑, 装修装饰, "
100,000677.SZ,000677,恒天海龙,化纤,3.9,105.42,76.87,"轮胎, 石墨烯, 粘胶短纤, 强势人气股, 工业大麻, "
101,000723.SZ,000723,美锦能源,焦炭加工,16.46,102.59,292.76,"煤炭, 油服, 新能源整车, 新进指数成份股, 石墨电极, 业绩预增, 高质押率, 燃料电池, 智能制造, 新能源汽车, 资产重组, 机器人, "
102,000810.SZ,000810,创维数字,家用电器,10.35,101.66,69.16,"5G, OLED, 华为产业链, 业绩预增, 百度概念股, 高质押率, 家电, 半导体, 智能音箱, 黑色家电, 手游, 广电, 科创板概念股, "
103,002440.SZ,002440,闰土股份,染料涂料,16.33,101.53,69.67,"高股息, 染料, "
104,002565.SZ,002565,顺灏股份,造纸,18.93,101.43,161.03,"包装印刷, 强势人气股, 工业大麻, "
105,601777.SH,601777,力帆股份,摩托车,7.07,100.05,99.56,"阿里巴巴概念股, 新能源整车, 汽车整车, 破净股, 无人驾驶, 锂电池, 新能源汽车, 共享经济, 独角兽, "
106,600651.SH,600651,飞乐音响,电器仪表,5.06,99.66,91.62,"上海国企改革, 智慧城市, LED, 强势人气股, "
107,601890.SH,601890,亚星锚链,船舶,6.6,99.63,84.92,"海工装备, 航母, 强势人气股, "
108,300370.SZ,300370,安控科技,电器仪表,4.69,99.13,115.97,"油服, 油气改革, 天然气, 石油化工, 兜底式增持, 物联网, 工业自动化, 海南自由贸易港, 智能制造, 自贸区, 工业互联网, 智慧城市, 自由贸易港, 国产芯片, 智慧安防, 机器人, 创投, "
109,603222.SH,603222,济民制药,化学制药,30.09,91.99,88.38,"民营医院, 海南自由贸易港, 医疗器械, 自贸区, 自由贸易港, "
110,300220.SZ,300220,金运激光,元器件,27.48,91.52,140.97,"3D打印, 智能制造, "
111,300552.SZ,300552,万集科技,软件服务,24.4,91.3,85.17,"无人驾驶, 国产软件, 国资入股, 电子车牌, "
112,600421.SH,600421,ST仰帆,机械基件,15.09,90.95,104.98,"股权争夺, ST股, 壳公司, "
113,001696.SZ,001696,宗申动力,摩托车,8.51,76.8,74.96,"东盟博览会, 国家队重仓, 通用航空, 军工, 军民融合, 无人机, 汽车零部件, 农机, 燃料电池, "
114,002194.SZ,002194,*ST凡谷,通信设备,18.63,74.95,132.29,"5G, 教育, 华为产业链, 回购, 股权转让, ST股, 壳公司, "
115,300471.SZ,300471,厚普股份,专用机械,14.04,73.23,178.91,"油服, 油气改革, 页岩气, 天然气, 燃料电池, 股权转让, 强势人气股, "
116,600150.SH,600150,中国船舶,船舶,25.15,73.13,107.12,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, 复牌股, ST摘帽, "
117,002951.SZ,002951,金时科技,广告包装,28.27,72.79,177.97,"次新股, 包装印刷, "
118,603000.SH,603000,人民网,互联网,25.0,72.72,78.75,"业绩预增, 直播/短视频, 进口博览会, 区块链, 彩票, 腾讯概念股, 强势人气股, "
119,600290.SH,600290,华仪电气,电气设备,6.6,71.76,67.9,"风电, 创投, "
120,300175.SZ,300175,朗源股份,食品,6.55,70.84,79.78,"土地流转, 大数据, 云计算, 农业种植, 股权转让, 强势人气股, 苹果期货, "
121,002783.SZ,002783,凯龙股份,化工原料,17.28,69.42,181.14,"军工, 军民融合, 化肥, 燃料电池, 民爆, "
122,600081.SH,600081,东风科技,汽车配件,15.09,68.11,111.4,"央企改革, 汽车零部件, 无人驾驶, "
123,300332.SZ,300332,天壕环境,环境保护,5.19,67.39,67.3,"天然气, 互联网金融, 京津冀, 独角兽, 科创板概念股, 创投, "
124,002952.SZ,002952,亚世光电,元器件,58.38,66.84,93.24,"次新股, "
125,002198.SZ,002198,嘉应制药,中成药,10.04,65.89,123.68,"医药, 中药, "
126,000610.SZ,000610,西安旅游,旅游服务,14.38,64.51,111.45,"旅游, 特色小镇, 强势人气股, 创投, "
127,002665.SZ,002665,首航节能,电气设备,5.46,62.37,100.0,"回购, 储能, 定增破发, 雄安-公共服务, 雄安新区, 股权转让, 资产重组, "
128,000550.SZ,000550,江铃汽车,汽车整车,27.34,61.75,76.74,"高股息, 新能源整车, 汽车整车, 军工研究所, 重卡, 军工, 新能源汽车, "
129,600278.SH,600278,东方创业,商贸代理,13.56,59.84,94.06,"业绩预增, 参股券商, 上海国企改革, 进口博览会, 自贸区, 自由贸易港, 独角兽, 上海自由贸易港, 强势人气股, 科创板概念股, "
130,002017.SZ,002017,东信和平,通信设备,17.29,58.21,69.84,"5G, 央企改革, 物联网, 移动支付, 强势人气股, "
131,603232.SH,603232,格尔软件,软件服务,39.83,56.21,70.12,"网络安全, 国产软件, "
132,300194.SZ,300194,福安药业,化学制药,8.39,54.49,202.54,"医药, 化学药, 工业大麻, "
133,600072.SH,600072,中船科技,船舶,13.89,51.62,104.15,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 业绩预增, 军工, 军民融合, 机械, PPP, "
134,600517.SH,600517,置信电气,电气设备,9.11,50.08,184.47,"特高压, 券商, 国家队重仓, 央企改革, 信托, 碳交易, "
135,600794.SH,600794,保税科技,仓储物流,5.78,49.56,86.93,"军工, 军民融合, 快递物流, "
136,002674.SZ,002674,兴业科技,纺织,16.5,47.88,75.24,"业绩预增, 纺织服装, 恒大概念股, 壳公司, "
137,002166.SZ,002166,莱茵生物,中成药,9.73,46.96,66.94,"广西, "
138,600218.SH,600218,全柴动力,农用机械,19.22,46.88,107.23,"燃料电池, 强势人气股, "
139,603300.SH,603300,华铁科技,钢加工,9.8,45.76,101.27,"雄安新区, 雄安-工程基建, 举牌股, 国资入股, "
140,300255.SZ,300255,常山药业,生物制药,8.48,44.06,80.45,"医药, 创新药, 化学药, "
141,002265.SZ,002265,西仪股份,汽车配件,11.92,40.6,90.01,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, "
142,603998.SH,603998,方盛制药,中成药,11.02,40.27,149.39,"医药, 中药, 创新药, 工业大麻, "
143,600088.SH,600088,中视传媒,影视音像,19.09,39.16,121.4,"旅游, 广电, 影视, 强势人气股, "
144,002057.SZ,002057,中钢天源,元器件,9.96,38.72,84.68,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 新能源汽车, "
145,002639.SZ,002639,雪人股份,专用机械,14.6,35.17,99.13,"福建自贸区, 燃料电池, 冷链, 自贸区, 体育产业, "
146,600268.SH,600268,国电南自,电气设备,7.86,34.66,79.2,"特高压, 电改, 央企改革, 新能源汽车, 充电桩, "
147,603679.SH,603679,华体科技,电气设备,48.01,33.29,97.28,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
148,600136.SH,600136,当代明诚,影视音像,13.93,32.52,70.5,"社保重仓, 高质押率, 足球, 体育产业, 影视, "
149,600860.SH,600860,京城股份,专用机械,8.62,32.16,82.87,"天然气, 燃料电池, "
150,600131.SH,600131,岷江水电,水力发电,20.94,32.06,79.64,"水电, 央企改革, 业绩预增, 云计算, 强势人气股, "
151,000716.SZ,000716,黑芝麻,食品,5.55,30.15,70.09,"食品, 休闲食品, 锂电池, 新能源汽车, 广西, "
152,000159.SZ,000159,国际实业,石油贸易,10.81,30.13,205.23,"油气改革, 一带一路, 回购, 石油化工, 新疆, 壳公司, 强势人气股, "
153,002629.SZ,002629,仁智股份,石油开采,4.1,28.61,70.13,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 复牌股, 壳公司, "
154,300325.SZ,300325,德威新材,塑料,6.46,27.07,82.16,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, "
155,002122.SZ,002122,*ST天马,机械基件,3.3,25.35,80.9,"破净股, 智慧停车, 大数据, ST股, 创投, "
156,603079.SH,603079,圣达生物,食品,25.91,24.86,71.79,"维生素, "
157,300710.SZ,300710,万隆光电,通信设备,30.24,24.28,73.13,"5G, 光通信, 阿里巴巴概念股, 高送转-预期, 物联网, 广电, 强势人气股, "
158,002215.SZ,002215,诺普信,农药化肥,10.03,22.5,79.1,"农药, 回购, 供应链金融, "
159,002418.SZ,002418,康盛股份,机械基件,6.11,22.4,66.99,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
160,603128.SH,603128,华贸物流,仓储物流,10.41,20.27,79.57,"央企改革, 回购, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, "
161,600758.SH,600758,红阳能源,煤炭开采,6.49,20.01,105.38,"煤炭, 电改, 风电, 股权转让, "
162,300139.SZ,300139,晓程科技,元器件,12.7,19.44,86.99,"智能仪表, 半导体, 黄金, "
163,300540.SZ,300540,深冷股份,专用机械,21.35,17.78,116.89,"天然气, "
164,000958.SZ,000958,东方能源,火力发电,7.39,17.36,136.36,"火电, 电改, 央企改革, 风电, 光伏, 雄安-公共服务, 雄安新区, 京津冀, 复牌股, "
165,300267.SZ,300267,尔康制药,化学制药,8.03,16.32,113.95,"高质押率, 医药, 化学药, 工业大麻, "
166,002548.SZ,002548,金新农,饲料,15.06,15.76,86.02,"回购, 饲料, 养猪, 股权转让, 动物保健, "
167,603681.SH,603681,永冠新材,化工原料,30.21,15.25,189.47,"次新股, "
168,300006.SZ,300006,莱美药业,化学制药,8.22,15.12,97.29,"业绩预增, 医药, 化学药, "
169,002124.SZ,002124,天邦股份,饲料,21.8,14.71,104.67,"饲料, 养猪, 动物保健, 强势人气股, "
170,601865.SH,601865,福莱特,玻璃,14.56,13.94,182.66,"次新股, 光伏, "
171,300435.SZ,300435,中泰股份,机械基件,18.93,13.13,99.24,"天然气, 煤化工, 燃料电池, 资产重组, "
172,600975.SH,600975,新五丰,农业综合,15.38,12.88,139.79,"养猪, 湖南国企改革, "
173,600759.SH,600759,洲际油气,石油开采,4.48,12.78,66.34,"油服, 油气改革, 海南自由贸易港, 互联网金融, 自贸区, 自由贸易港, 资产重组, 海南, "
174,300266.SZ,300266,兴源环境,环境保护,6.06,12.62,77.86,"固废处理, 定增破发, 环保, 污水处理, 股权转让, 国资入股, 资产重组, "
175,002592.SZ,002592,八菱科技,汽车配件,21.38,12.5,68.34,"回购, 汽车零部件, 燃料电池, 广西, 股权转让, "
176,603363.SH,603363,傲农生物,饲料,25.99,12.19,142.09,"饲料, 养猪, 动物保健, "
177,002467.SZ,002467,二六三,电信运营,10.67,12.1,70.7,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
178,600868.SH,600868,梅雁吉祥,水力发电,4.95,10.47,69.82,"有色-锑, 有色金属, 粤港澳大湾区, 恒大概念股, 举牌股, 股权争夺, "
179,300743.SZ,300743,天地数码,电脑设备,44.91,9.96,78.97,"高送转-预期, "
180,000982.SZ,000982,*ST中绒,纺织,2.26,8.73,82.71,"纺织服装, 低价股, ST股, 宁夏, "
181,002567.SZ,002567,唐人神,饲料,17.51,7.87,114.13,"回购, 饲料, 养猪, 股权转让, 国资入股, "
182,600748.SH,600748,上实发展,全国地产,11.92,7.53,76.9,"养老产业, 房地产, 土地流转, 上海国企改革, "
183,600604.SH,600604,市北高新,园区开发,15.2,7.16,69.89,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
184,002385.SZ,002385,大北农,饲料,7.76,6.96,103.06,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, "
185,300145.SZ,300145,中金环境,专用机械,6.2,6.36,68.35,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
186,002157.SZ,002157,正邦科技,饲料,22.62,6.06,101.05,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
187,002547.SZ,002547,春兴精工,通信设备,15.0,5.93,92.91,"5G, 特斯拉, 华为产业链, 3D玻璃, "
188,002100.SZ,002100,天康生物,饲料,11.73,4.81,78.49,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
189,300152.SZ,300152,科融环境,环境保护,4.38,4.11,91.46,"固废处理, 雄安-园林环保, 大气治理, 环保, 雄安新区, 污水处理, "
190,002600.SZ,002600,领益智造,元器件,7.02,3.55,76.12,"OLED, 华为产业链, 稀土磁材, 小米概念股, 苹果产业链, 强势人气股, "
191,600175.SH,600175,美都能源,综合类,4.24,3.45,79.53,"油气改革, 破净股, 天然气, 石油化工, 高质押率, 锂电池, 互联网金融, 新能源汽车, 低价股, 石墨烯, 充电桩, "
192,300238.SZ,300238,冠昊生物,医疗保健,22.16,3.37,78.65,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
193,002274.SZ,002274,华昌化工,农药化肥,14.96,3.3,136.45,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
194,603317.SH,603317,天味食品,食品,35.81,2.54,97.69,
195,300769.SZ,300769,德方纳米,化工原料,119.0,2.49,116.68,
196,600213.SH,600213,亚星客车,汽车整车,13.67,1.98,95.03,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
197,300573.SZ,300573,兴齐眼药,化学制药,58.96,1.9,234.62,"医药, 化学药, 眼科, "
198,603068.SH,603068,博通集成,半导体,57.51,1.9,114.35,
199,300768.SZ,300768,迪普科技,软件服务,38.15,1.9,157.25,
