,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
36,603035.SH,603035,常熟汽饰,汽车配件,15.33,4.0,0.0,47.84,"中国工商银行股份有限公司-博时精选混合型证券投资基金
深圳菁英时代资本管理有限公司-菁英时代常盈1号私募基金",2.0
37,300729.SZ,300729,乐歌股份,家居用品,80.5,4.0,1.0,19.23,南京雷奥投资管理有限公司-雷奥2期证券投资基金,1.0
38,300733.SZ,300733,西菱动力,汽车配件,16.31,4.0,2.0,11.06,,0.0
39,300776.SZ,300776,帝尔激光,专用机械,126.08,4.0,1.0,57.31,"中国农业银行股份有限公司-新华优选分红混合型证券投资基金
中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金
中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
中信信托有限责任公司-中信信托鑫涌成泉金融投资集合资金信托计划",4.0
40,300778.SZ,300778,新城市,建筑工程,58.02,4.0,1.0,26.75,,0.0
41,300787.SZ,300787,海能实业,通信设备,59.28,4.0,1.0,29.54,,0.0
42,300313.SZ,300313,天山生物,农业综合,9.31,4.0,3.0,17.14,,0.0
43,605366.SH,605366,宏柏新材,化工原料,15.67,4.0,0.0,13.01,,0.0
44,300312.SZ,300312,邦讯技术,通信设备,6.73,4.0,0.0,13.56,基本养老保险基金一三零一组合,1.0
45,605318.SH,605318,法狮龙,装修装饰,21.28,4.0,0.0,6.87,,0.0
46,605066.SH,605066,天正电气,电气设备,15.79,4.0,0.0,11.21,,0.0
47,002662.SZ,002662,京威股份,汽车配件,4.7,4.0,0.0,70.5,,0.0
48,300120.SZ,300120,经纬辉开,元器件,18.4,4.0,1.0,43.6,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
易方达基金-农业银行-易方达中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",11.0
49,603069.SH,603069,海汽集团,公路,38.43,4.0,0.0,121.44,,0.0
50,605100.SH,605100,华丰股份,机械基件,56.89,4.0,0.0,12.35,,0.0
51,600351.SH,600351,亚宝药业,中成药,6.72,4.0,0.0,51.74,"中央汇金资产管理有限责任公司
山西省科技基金发展有限公司",2.0
52,603787.SH,603787,新日股份,摩托车,24.74,4.0,2.0,50.47,"中国银行股份有限公司-长盛生态环境主题灵活配置混合型证券投资基金
中国农业银行股份有限公司-长盛动态精选证券投资基金",2.0
53,601611.SH,601611,中国核建,建筑工程,8.81,4.0,0.0,231.26,"中国信达资产管理股份有限公司
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
54,000524.SZ,000524,岭南控股,酒店餐饮,11.83,4.0,0.0,79.28,,0.0
55,002151.SZ,002151,北斗星通,通信设备,59.7,4.0,0.0,219.85,"上海迎水投资管理有限公司-迎水龙凤呈祥30号私募证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零二组合
中国建设银行股份有限公司-摩根士丹利华鑫多元收益债券型证券投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
国家集成电路产业投资基金股份有限公司",6.0
56,688229.SH,688229,博睿数据,软件服务,161.0,4.0,3.0,16.27,,0.0
57,002163.SZ,002163,海南发展,装修装饰,20.72,4.0,0.0,166.47,"华润深国投信托有限公司-华润信托·鸿道聚利集合资金信托计划
中航基金-浙商银行-中航基金同达1号资产管理计划
中国对外经济贸易信托有限公司-鸿道3期",3.0
58,600988.SH,600988,赤峰黄金,黄金,21.62,4.0,0.0,308.38,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-银华优质增长混合型证券投资基金
中国建设银行股份有限公司-华宝行业精选混合型证券投资基金
招商银行股份有限公司-华夏经典配置混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
华夏成长证券投资基金
长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划",7.0
59,002041.SZ,002041,登海种业,种植业,21.7,4.0,0.0,190.96,"银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
易方达基金-农业银行-易方达中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",6.0
60,000828.SZ,000828,东莞控股,路桥,11.66,4.0,0.0,121.21,"中国工商银行-富国中证红利指数增强型证券投资基金
工商银行-富国中证红利指数增强型证券投资基金",2.0
61,600726.SH,600726,华电能源,火力发电,3.14,4.0,3.0,48.19,,0.0
62,603319.SH,603319,湘油泵,汽车配件,33.25,3.0,0.0,34.88,"湖南省财信资产管理有限公司
湖南省资产管理有限公司",2.0
63,300021.SZ,300021,大禹节水,农业综合,5.88,3.0,0.0,38.13,中信建投基金-广发银行-方信1号资产管理计划,1.0
64,300087.SZ,300087,荃银高科,种植业,20.26,3.0,0.0,79.82,"中国农业银行股份有限公司-大成景阳领先混合型证券投资基金
全国社保基金一一六组合
全国社保基金一一一组合",3.0
65,300218.SZ,300218,安利股份,塑料,10.94,3.0,0.0,23.66,中央汇金资产管理有限责任公司,1.0
66,000877.SZ,000877,天山股份,水泥,21.2,3.0,0.0,186.58,"香港中央结算有限公司(陆股通)
兴业基金-杭州银行-兴业基金-兴诚1号特定多客户资产管理计划
招商银行股份有限公司-东方红恒阳五年定期开放混合型证券投资基金
寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司—东方红启元三年持有期混合型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金四一二组合
中国建设银行股份有限公司-华安核心优选混合型证券投资基金
全国社保基金一一六组合
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-华安沪港深机会灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)",15.0
67,605088.SH,605088,冠盛股份,汽车配件,22.99,3.0,0.0,9.2,,0.0
68,600589.SH,600589,广东榕泰,塑料,5.36,3.0,1.0,37.74,,0.0
69,300116.SZ,300116,坚瑞沃能,电气设备,2.51,3.0,2.0,94.82,"兴业财富资产-兴业银行-兴业财富-兴利190号特定多客户资产管理计划
上海国泰君安君彤投资管理有限公司-君彤二期投资基金",2.0
70,002985.SZ,002985,北摩高科,航空,202.39,3.0,0.0,75.98,"泰康资产管理有限责任公司-积极配置投资产品
中国工商银行-广发聚富开放式证券投资基金
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
全国社保基金一零七组合
中国农业银行股份有限公司-宝盈鸿利收益灵活配置混合型证券投资基金",7.0
71,603535.SH,603535,嘉诚国际,仓储物流,33.22,3.0,2.0,49.96,上海大筝资产管理有限公司-大筝稳健增长1号私募基金,1.0
72,300139.SZ,300139,晓程科技,元器件,9.04,3.0,0.0,19.88,"国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金",3.0
73,000897.SZ,000897,津滨发展,区域地产,3.21,3.0,2.0,51.91,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",7.0
74,300157.SZ,300157,恒泰艾普,石油开采,4.41,3.0,0.0,31.18,,0.0
75,300189.SZ,300189,神农科技,种植业,5.58,3.0,0.0,53.74,湖南省财信产业基金管理有限公司,1.0
76,002177.SZ,002177,御银股份,IT设备,7.04,3.0,1.0,53.59,中央汇金资产管理有限责任公司,1.0
77,300225.SZ,300225,金力泰,染料涂料,9.85,3.0,1.0,46.03,"上海方圆达创投资合伙企业(有限合伙)-方圆-东方15号私募投资基金
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金
宁夏华锦资产管理有限公司
中央汇金资产管理有限责任公司",4.0
78,603161.SH,603161,科华控股,汽车配件,17.25,3.0,0.0,11.97,"上海尚颀股权投资基金一期合伙企业(有限合伙)
上海翎巧资产管理有限公司-翎巧2号私募证券投资基金
上海翎巧资产管理有限公司-速赢二号私募证券投资基金
扬州尚颀股权投资基金中心(有限合伙)",4.0
79,300600.SZ,300600,瑞特股份,电气设备,17.45,3.0,0.0,35.91,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
全国社保基金一零二组合",4.0
80,603809.SH,603809,豪能股份,汽车配件,28.31,3.0,0.0,32.58,"工银瑞信基金管理有限公司
华宝信托有限责任公司
全国社保基金四一三组合",3.0
81,300721.SZ,300721,怡达股份,化工原料,27.04,3.0,1.0,11.36,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
82,300531.SZ,300531,优博讯,软件服务,25.8,3.0,0.0,72.24,,0.0
83,000088.SZ,000088,盐田港,港口,8.17,3.0,0.0,158.68,"广发基金-农业银行-广发中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
易方达基金-农业银行-易方达中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",9.0
84,000411.SZ,000411,英特集团,医药商业,20.34,3.0,0.0,42.17,"基本养老保险基金九零三组合
全国社保基金六零四组合",2.0
85,603856.SH,603856,东宏股份,塑料,19.48,3.0,0.0,17.81,,0.0
86,603758.SH,603758,秦安股份,汽车配件,10.91,3.0,1.0,47.87,上海兰丞秦安股权投资基金合伙企业(有限合伙),1.0
87,300799.SZ,300799,左江科技,软件服务,69.2,3.0,0.0,17.65,,0.0
88,300823.SZ,300823,建科机械,专用机械,42.97,3.0,0.0,10.05,,0.0
89,300370.SZ,300370,安控科技,电器仪表,3.26,3.0,0.0,23.55,,0.0
90,000692.SZ,000692,惠天热电,供气供热,3.73,3.0,1.0,19.87,,0.0
91,300350.SZ,300350,华鹏飞,仓储物流,5.66,3.0,0.0,17.42,"珠海安赐互联捌号股权投资基金企业(有限合伙)
珠海安赐互联柒号股权投资基金企业(有限合伙)",2.0
92,300846.SZ,300846,首都在线,软件服务,34.42,3.0,2.0,17.21,,0.0
93,300318.SZ,300318,博晖创新,医疗保健,10.25,3.0,0.0,74.26,中央汇金资产管理有限责任公司,1.0
94,000930.SZ,000930,中粮科技,农业综合,11.13,3.0,1.0,107.34,"中国工商银行股份有限公司-中证主要消费交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
95,300222.SZ,300222,科大智能,电气设备,11.53,3.0,0.0,62.66,,0.0
96,002165.SZ,002165,红宝丽,化工原料,6.52,3.0,0.0,38.73,"兴全睿众资产-招商银行-兴全睿众-兴全睿众定增9号特定多客户资产管理计划
中央汇金资产管理有限责任公司
博时基金管理有限公司-社保基金四一九组合",3.0
97,002471.SZ,002471,中超控股,电气设备,2.59,3.0,0.0,32.76,深圳市鑫腾华资产管理有限公司,1.0
98,600316.SH,600316,洪都航空,航空,37.17,3.0,0.0,266.55,"中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)",5.0
99,600313.SH,600313,农发种业,种植业,6.09,3.0,0.0,62.08,现代种业发展基金有限公司,1.0
100,600511.SH,600511,国药股份,医药商业,46.7,3.0,0.0,258.41,"香港中央结算有限公司(陆股通)
全国社保基金四一三组合
广发稳健增长证券投资基金
全国社保基金一零三组合
中央汇金资产管理有限责任公司
博时主题行业混合型证券投资基金(LOF)
全国社保基金一零一组合
全国社保基金四零四组合
全国社保基金一一五组合",9.0
101,002081.SZ,002081,金螳螂,装修装饰,11.27,3.0,0.0,293.6,"香港中央结算有限公司(陆股通)
大连通和投资有限公司-通和富享一期投资基金
中央汇金资产管理有限责任公司
大连通和投资有限公司-通和宏观对冲一期私募投资基金
大连通和投资有限公司-通和进取十二期私募投资基金",5.0
102,600480.SH,600480,凌云股份,汽车配件,10.29,3.0,1.0,78.56,"中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金",5.0
103,002286.SZ,002286,保龄宝,食品,18.77,3.0,0.0,69.31,"宁波趵朴富通资产管理中心(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金
中央汇金资产管理有限责任公司",3.0
104,002625.SZ,002625,光启技术,汽车配件,20.97,3.0,0.0,244.32,,0.0
105,600435.SH,600435,北方导航,专用机械,10.18,3.0,0.0,151.61,"中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中欧基金-农业银行-中欧中证金融资产管理计划
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中兵投资-广发证券-17中兵EB担保及信托财产专户",6.0
106,600391.SH,600391,航发科技,航空,27.94,3.0,0.0,92.24,"北京国际信托有限公司
中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金",4.0
107,002835.SZ,002835,同为股份,元器件,17.89,3.0,0.0,20.98,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-博道伍佰智航股票型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
兴业证券股份有限公司-博道久航混合型证券投资基金",4.0
108,002209.SZ,002209,达意隆,轻工机械,7.21,3.0,0.0,11.14,,0.0
109,002027.SZ,002027,分众传媒,影视音像,7.71,3.0,2.0,1131.66,"中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",3.0
110,605199.SH,605199,葫芦娃,中成药,34.44,3.0,0.0,13.81,,0.0
111,688069.SH,688069,德林海,环境保护,127.0,3.0,1.0,17.32,,0.0
112,601882.SH,601882,海天精工,机床制造,15.56,3.0,1.0,81.22,,0.0
113,000993.SZ,000993,闽东电力,水力发电,8.52,3.0,2.0,31.78,中央汇金资产管理有限责任公司,1.0
114,002190.SZ,002190,成飞集成,汽车配件,31.62,3.0,0.0,109.15,,0.0
115,603076.SH,603076,乐惠国际,专用机械,59.29,3.0,2.0,15.92,上海天戈投资管理有限公司-天戈紫旭私募基金,1.0
116,002451.SZ,002451,摩恩电气,电气设备,8.6,3.0,0.0,36.4,上海丰煜投资有限公司-丰煜稳盈7号私募投资基金,1.0
117,603105.SH,603105,芯能科技,电气设备,11.22,3.0,0.0,34.59,"中国工商银行股份有限公司-南方大数据100指数证券投资基金
嘉兴铭朗二号股权投资基金合伙企业(有限合伙)",2.0
118,600496.SH,600496,精工钢构,钢加工,7.01,3.0,0.0,105.88,"交通银行-中海优质成长证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-华泰紫金泰盈混合型证券投资基金
全国社保基金六零三组合
长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划
中国建设银行-上投摩根阿尔法股票型证券投资基金",6.0
119,603697.SH,603697,有友食品,食品,27.8,2.0,1.0,24.99,"磐厚动量(上海)资本管理有限公司-磐厚动量-旅行者1号私募基金
中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金
全国社保基金五零四组合
基本养老保险基金八零八组合
全国社保基金一零一组合
苏州格外投资管理有限公司-格外投资新三板1号基金
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划",7.0
120,603056.SH,603056,德邦股份,仓储物流,16.83,2.0,0.0,36.63,"香港中央结算有限公司(陆股通)
中金佳泰(天津)股权投资基金合伙企业(有限合伙)
中国建设银行股份有限公司-南方品质优选灵活配置混合型证券投资基金
中国工商银行股份有限公司—东方红启元三年持有期混合型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
天津瑞荣股权投资基金合伙企业(有限合伙)
上海国和现代服务业股权投资基金合伙企业(有限合伙)
中国建设银行股份有限公司-东方红恒元五年定期开放灵活配置混合型证券投资基金
南方基金-中国农业银行“安心·灵动·30天”人民币理财产品-南方基金666号单一资产管理计划
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金",10.0
121,600310.SH,600310,桂东电力,水力发电,4.44,2.0,1.0,36.75,香港中央结算有限公司(陆股通),1.0
122,600187.SH,600187,国中水务,水务,2.81,2.0,0.0,46.48,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
上海方圆达创投资合伙企业(有限合伙)-方圆-东方11号私募投资基金
嘉实基金-农业银行-嘉实中证金融资产管理计划",12.0
123,300829.SZ,300829,金丹科技,食品,94.8,2.0,1.0,26.83,"嘉实基金-国新投资有限公司-嘉实基金-国新2号单一资产管理计划
中国建设银行股份有限公司-广发科技创新混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国工商银行-中海能源策略混合型证券投资基金
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国银行股份有限公司-嘉实瑞和两年持有期混合型证券投资基金",6.0
124,600537.SH,600537,亿晶光电,半导体,3.75,2.0,0.0,44.11,中央汇金资产管理有限责任公司,1.0
125,600318.SH,600318,新力金融,多元金融,12.27,2.0,0.0,61.87,"浙江九章资产管理有限公司-幻方星月石私募基金
青岛祝融富田投资管理有限公司-青岛祝融富田投资管理有限公司帛汇3号私募证券投资基金
华泰证券资管-招商银行-华泰家园3号集合资产管理计划",3.0
126,601010.SH,601010,文峰股份,超市连锁,3.49,2.0,0.0,64.5,中央汇金资产管理有限责任公司,1.0
127,601086.SH,601086,国芳集团,百货,5.69,2.0,0.0,9.45,,0.0
128,600186.SH,600186,莲花健康,食品,3.07,2.0,1.0,42.36,,0.0
129,603017.SH,603017,中衡设计,建筑工程,15.53,2.0,0.0,42.39,,0.0
130,600389.SH,600389,江山股份,农药化肥,23.33,2.0,1.0,69.29,中央汇金资产管理有限责任公司,1.0
131,300719.SZ,300719,安达维尔,航空,16.95,2.0,0.0,22.5,"平安资产-工商银行-鑫享3号资产管理产品
中国工商银行股份有限公司-南方大数据100指数证券投资基金
招商银行股份有限公司-鹏华稳健回报混合型证券投资基金
中国工商银行股份有限公司-鹏华股息精选混合型证券投资基金",4.0
132,300715.SZ,300715,凯伦股份,其他建材,66.2,2.0,0.0,51.03,"交通银行股份有限公司-农银汇理行业成长混合型证券投资基金
中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金",2.0
133,300671.SZ,300671,富满电子,半导体,51.19,2.0,0.0,72.11,中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金,1.0
134,601969.SH,601969,海南矿业,普钢,6.55,2.0,0.0,128.03,"中信银行股份有限公司-建信中证500指数增强型证券投资基金
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
上海并购股权投资基金合伙企业(有限合伙)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
135,300647.SZ,300647,超频三,元器件,11.68,2.0,2.0,25.23,,0.0
136,300853.SZ,300853,申昊科技,机械基件,69.41,2.0,0.0,14.16,,0.0
137,600834.SH,600834,申通地铁,公共交通,11.88,2.0,0.0,56.71,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,1.0
138,600980.SH,600980,北矿科技,元器件,15.05,2.0,0.0,22.91,,0.0
139,600118.SH,600118,中国卫星,航空,39.62,2.0,0.0,468.5,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金",8.0
140,601838.SH,601838,成都银行,银行,9.94,2.0,0.0,188.28,"香港中央结算有限公司(陆股通)
成都市协成资产管理有限责任公司",2.0
141,603212.SH,603212,赛伍技术,塑料,30.2,2.0,0.0,12.08,,0.0
142,603267.SH,603267,鸿远电子,元器件,72.9,2.0,0.0,114.83,"香港中央结算有限公司(陆股通)
宁波金信资产管理中心(有限合伙)-金源私募证券投资基金
中国建设银行股份有限公司-泰康产业升级混合型证券投资基金
全国社保基金一零二组合
中国工商银行股份有限公司-嘉实企业变革股票型证券投资基金",5.0
143,600095.SH,600095,哈高科,证券,16.73,2.0,0.0,60.44,,0.0
