code,name,p_change_01,p_change_02,past_average_turnover,normalizing_std,next_day_to_ma5,close_to_ma5,stop_mark
002723,金莱特,6.623,-14.259,0.703,0.025,16.392,,
300636,同和药业,1.792,-14.249,2.113,0.016,26.648,,
300025,华星创业,9.243,-14.218,4.547,0.026,5.078,★,
600838,上海九百,3.304,-14.173,0.913,0.012,8.345,,
600847,*ST万里,13.167,-14.018,0.37,0.023,11.282,,
600455,博通股份,3.232,-13.919,0.407,0.021,28.885,,
300519,新光药业,23.208,-13.877,4.57,0.071,20.85,,
000819,岳阳兴长,0.284,-13.856,0.81,0.016,10.772,,
300251,光线传媒,10.592,-13.845,1.92,0.04,11.175,,
600995,文山电力,5.86,-13.836,1.537,0.024,7.9,,
002756,永兴特钢,0.562,-13.789,0.77,0.015,19.13,★,
300549,优德精密,4.725,-13.765,2.563,0.03,18.412,,
600652,游久游戏,0.487,-13.739,0.927,0.012,6.162,★,
600491,龙元建设,1.094,-13.686,0.667,0.015,9.202,★,
300308,中际旭创,5.508,-13.682,0.803,0.022,66.02,★,
300740,御家汇,8.068,-13.666,11.64,0.251,41.2,,
000555,神州信息,14.645,-13.659,3.773,0.036,15.74,★,
002826,易明医药,6.009,-13.638,1.557,0.017,16.233,,
000959,首钢股份,0.468,-13.573,0.37,0.015,4.34,,
600081,东风科技,2.922,-13.537,0.417,0.012,10.365,,
002134,天津普林,7.821,-13.526,9.64,0.076,9.238,,
300459,金科文化,3.66,-13.492,1.153,0.01,10.888,,
300226,上海钢联,4.646,-13.445,2.217,0.017,67.188,,
300618,寒锐钴业,3.761,-13.414,2.893,0.028,162.985,,
000926,福星股份,0.371,-13.262,0.883,0.006,8.55,★,
000031,中粮地产,5.614,-13.08,0.627,0.02,6.725,,
300243,瑞丰高材,2.078,-13.072,0.427,0.013,10.948,,
002061,浙江交科,2.787,-13.064,1.667,0.033,11.355,,
300234,开尔新材,4.134,-13.023,3.48,0.021,8.2,,
000014,沙河股份,3.793,-13.016,1.553,0.019,10.525,,
601116,三江购物,4.204,-12.944,1.213,0.013,18.89,,
002184,海得控制,1.939,-12.918,7.02,0.024,15.598,,
002581,未名医药,6.938,-12.9,1.01,0.021,14.968,,
600216,浙江医药,17.523,-12.817,2.853,0.039,14.745,,
600131,岷江水电,3.875,-12.815,0.347,0.006,5.84,★,
300683,海特生物,7.171,-12.773,3.753,0.013,47.188,,
600176,中国巨石,1.832,-12.757,0.987,0.009,14.005,,
300170,汉得信息,0.003,-12.723,4.627,0.021,15.065,★,
600613,神奇制药,4.114,-12.708,0.35,0.013,7.678,,
300179,四方达,1.257,-12.655,0.33,0.012,5.685,,
300367,东方网力,0.186,-12.655,2.447,0.014,15.638,★,
000532,华金资本,1.115,-12.616,2.323,0.022,12.52,,
600819,耀皮玻璃,1.569,-12.585,0.28,0.01,4.66,,
600192,长城电工,2.71,-12.554,0.6,0.01,5.295,★,
600983,惠而浦,10.27,-12.499,0.857,0.036,5.52,,
600707,彩虹股份,8.168,-12.448,0.753,0.013,8.162,★,
002240,威华股份,1.477,-12.443,0.427,0.012,14.458,★,
300390,天华超净,0.734,-12.423,5.763,0.029,9.628,★,
000966,长源电力,1.292,-12.326,0.237,0.007,3.16,★,
002356,赫美集团,0.078,-12.313,0.31,0.01,26.397,★,
600755,厦门国贸,0.002,-12.203,0.833,0.011,8.348,★,
000096,广聚能源,0.271,-12.19,0.1,0.011,10.84,★,
002880,卫光生物,2.553,-12.178,2.84,0.011,48.112,★,
002066,瑞泰科技,1.698,-12.11,1.307,0.023,8.795,,
300690,双一科技,10.286,-12.107,8.597,0.043,30.318,,
600551,时代出版,1.456,-12.078,0.363,0.009,10.372,,
002491,通鼎互联,5.032,-12.072,0.563,0.01,13.292,,
002037,久联发展,1.955,-12.05,0.44,0.012,10.845,★,
000920,南方汇通,1.666,-12.015,0.407,0.007,7.932,★,
300228,富瑞特装,3.594,-12.005,1.807,0.016,8.785,,
000430,张家界,0.929,-11.939,0.327,0.008,7.602,★,
002846,英联股份,8.223,-11.907,9.643,0.033,14.68,,
601689,拓普集团,4.285,-11.901,1.053,0.011,18.72,,
600800,天津磁卡,1.141,-11.838,0.97,0.014,5.365,,
600821,津劝业,6.041,-11.836,0.7,0.021,6.165,,
002396,星网锐捷,4.033,-11.835,1.76,0.011,21.728,★,
002772,众兴菌业,3.494,-11.78,1.323,0.012,9.695,★,
600242,中昌数据,3.571,-11.771,0.873,0.021,14.132,★,
600645,中源协和,1.845,-11.75,1.483,0.015,22.035,,
600011,华能国际,5.336,-11.747,0.097,0.015,6.222,,
600099,林海股份,0.015,-11.721,0.853,0.009,8.135,,
000608,阳光股份,13.433,-11.707,0.653,0.046,6.315,,
002128,露天煤业,0.441,-11.644,0.793,0.007,9.163,★,
300446,乐凯新材,2.1,-11.587,0.843,0.015,20.502,★,
600644,乐山电力,0.558,-11.538,0.197,0.009,5.523,★,
600260,凯乐科技,2.442,-11.535,1.39,0.017,30.028,,
300334,津膜科技,0.272,-11.504,1.917,0.023,10.402,,
600297,广汇汽车,5.095,-11.478,0.407,0.008,6.79,★,
002110,三钢闽光,3.846,-11.432,1.453,0.012,17.868,,
600860,京城股份,3.297,-11.414,0.4,0.017,6.028,,
600419,天润乳业,0.891,-11.381,0.75,0.022,39.895,★,
000836,鑫茂科技,2.669,-11.359,4.823,0.039,4.442,,
000557,西部创业,3.206,-11.359,1.297,0.016,4.24,,
000973,佛塑科技,1.296,-11.325,0.537,0.015,4.728,,
600056,中国医药,0.488,-11.319,0.913,0.014,20.778,★,
002852,道道全,5.758,-11.319,1.14,0.015,28.445,★,
600528,中铁工业,11.567,-11.298,0.687,0.014,11.34,,
002157,正邦科技,1.775,-11.277,0.56,0.008,4.022,★,
300235,方直科技,9.673,-11.274,10.19,0.039,11.962,,
002112,三变科技,5.263,-11.25,3.637,0.034,9.348,★,
300176,鸿特精密,5.387,-11.24,1.233,0.02,133.66,,
600507,方大特钢,3.809,-11.216,1.6,0.019,13.515,★,
300617,安靠智电,1.525,-11.18,1.037,0.01,43.38,★,
600742,一汽富维,1.839,-11.163,0.517,0.012,14.515,★,
002297,博云新材,2.191,-11.062,1.713,0.013,8.045,,
000681,视觉中国,13.226,-10.983,2.523,0.015,25.708,,
300145,中金环境,1.008,-10.967,1.233,0.01,10.162,,
002165,红 宝 丽,1.311,-10.914,0.657,0.011,4.595,★,
002843,泰嘉股份,1.511,-10.886,1.03,0.013,16.882,★,
002473,*ST圣莱,6.858,-10.883,1.123,0.019,7.105,★,
600986,科达股份,7.345,-10.87,1.29,0.018,11.128,★,
000712,锦龙股份,2.399,-10.862,0.507,0.007,14.242,★,
300133,华策影视,6.18,-10.86,1.077,0.025,10.742,,
002812,创新股份,2.814,-10.855,0.93,0.016,53.367,,
600594,益佰制药,10.558,-10.839,2.36,0.031,10.285,,
300700,岱勒新材,2.215,-10.828,7.657,0.019,62.202,,
300218,安利股份,1.108,-10.787,0.273,0.01,7.315,★,
300106,西部牧业,1.854,-10.776,0.81,0.008,6.142,,
600865,百大集团,0.55,-10.745,0.713,0.013,7.135,★,
002800,天顺股份,3.158,-10.701,1.93,0.015,24.492,,
300093,金刚玻璃,2.374,-10.699,1.69,0.014,8.382,,
600970,中材国际,1.132,-10.698,0.673,0.01,8.088,★,
002566,益盛药业,4.765,-10.689,1.253,0.014,8.458,,
600511,国药股份,6.729,-10.677,1.383,0.005,28.187,★,
000829,天音控股,2.653,-10.671,0.347,0.007,8.462,★,
000695,滨海能源,2.442,-10.669,0.333,0.011,9.13,★,
002234,民和股份,23.332,-10.66,6.713,0.061,11.16,,
300475,聚隆科技,0.081,-10.655,0.803,0.013,12.025,★,
002019,亿帆医药,3.593,-10.635,1.513,0.013,19.873,,
002095,生 意 宝,3.659,-10.621,0.647,0.01,44.045,★,
300074,华平股份,2.681,-10.596,0.74,0.019,7.39,,
600885,宏发股份,0.873,-10.588,0.727,0.02,37.765,,
300262,巴安水务,0.869,-10.567,0.6,0.011,7.072,,
300244,迪安诊断,7.172,-10.532,2.617,0.016,23.272,★,
300169,天晟新材,0.179,-10.464,0.593,0.008,5.502,★,
002909,集泰股份,1.598,-10.456,5.967,0.016,18.752,,
000005,世纪星源,2.855,-10.447,0.387,0.009,3.602,★,
300553,集智股份,2.867,-10.435,7.18,0.04,38.085,,
000702,正虹科技,6.495,-10.434,1.243,0.014,6.26,,
000028,国药一致,0.277,-10.409,0.433,0.014,54.115,★,
002084,海鸥住工,0.18,-10.386,0.357,0.013,5.545,,
600082,海泰发展,8.822,-10.359,0.717,0.028,5.333,,
300301,长方集团,0.577,-10.321,0.33,0.005,5.298,★,
601636,旗滨集团,0.576,-10.309,1.027,0.017,5.28,★,
002686,亿利达,1.32,-10.304,0.163,0.007,9.85,★,
000786,北新建材,3.971,-10.297,0.793,0.009,23.19,★,
002571,德力股份,8.687,-10.276,0.65,0.017,6.81,,
000551,创元科技,2.587,-10.211,0.513,0.003,6.772,★,
300629,新劲刚,0.459,-10.202,2.07,0.02,45.255,,
600380,健康元,3.698,-10.2,0.887,0.011,11.02,,
600527,江南高纤,6.862,-10.197,0.817,0.012,2.978,★,
000537,广宇发展,4.034,-10.174,1.45,0.012,11.975,,
300028,金亚科技,6.65,-10.112,2.213,0.017,4.152,★,
601601,中国太保,1.2,-10.105,0.407,0.016,31.958,★,
600355,精伦电子,6.978,-10.104,1.02,0.029,5.448,,
000020,深华发Ａ,5.082,-10.056,2.25,0.014,13.812,,
300642,透景生命,8.634,-10.045,2.143,0.02,102.038,,
300181,佐力药业,7.544,-10.043,2.4,0.019,6.672,,
000418,小天鹅Ａ,15.013,-10.042,0.56,0.035,66.115,,
002225,濮耐股份,3.959,-10.032,0.283,0.009,4.425,,
002424,贵州百灵,8.057,-10.032,1.4,0.024,13.388,,
002243,通产丽星,5.027,-9.993,0.44,0.017,6.898,,
002760,凤形股份,5.622,-9.976,3.84,0.017,21.332,,
601933,永辉超市,0.234,-9.955,0.383,0.009,9.022,★,
000637,茂化实华,2.004,-9.949,3.603,0.031,5.232,,
601336,新华保险,2.75,-9.947,1.137,0.019,42.778,,
002280,联络互动,8.728,-9.921,3.257,0.037,6.905,,
300027,华谊兄弟,4.605,-9.898,1.19,0.014,8.69,,
600128,弘业股份,0.591,-9.886,0.52,0.008,8.41,,
000899,赣能股份,0.663,-9.865,0.197,0.007,4.598,★,
600448,华纺股份,1.261,-9.839,1.0,0.013,4.052,,
600208,新湖中宝,4.593,-9.757,0.443,0.015,4.248,,
300073,当升科技,1.684,-9.743,1.32,0.02,24.89,★,
002330,得利斯,6.122,-9.739,0.597,0.013,6.525,★,
000989,九 芝 堂,3.782,-9.739,0.513,0.011,20.928,,
300286,安科瑞,3.134,-9.732,0.787,0.015,10.778,★,
300113,顺网科技,4.114,-9.65,2.493,0.01,20.528,★,
600673,东阳光科,1.555,-9.636,1.127,0.019,9.135,★,
300702,天宇股份,1.972,-9.612,3.683,0.025,36.67,,
600167,联美控股,4.275,-9.564,0.167,0.012,23.79,★,
600469,风神股份,0.21,-9.525,2.18,0.027,4.518,,
002458,益生股份,30.169,-9.493,11.513,0.089,14.942,,
000567,海德股份,1.205,-9.487,1.673,0.012,23.68,★,
300499,高澜股份,0.501,-9.482,0.71,0.017,16.205,,
600616,金枫酒业,0.296,-9.451,0.323,0.012,7.085,★,
300571,平治信息,7.985,-9.444,2.977,0.009,80.32,,
300066,三川智慧,0.745,-9.43,0.6,0.016,4.138,,
002462,嘉事堂,4.95,-9.418,2.097,0.012,22.588,,
600629,华建集团,0.941,-9.415,0.13,0.004,13.922,★,
601599,鹿港文化,1.261,-9.414,0.693,0.014,6.315,★,
300440,运达科技,1.485,-9.4,1.907,0.027,8.65,,
300258,精锻科技,1.946,-9.397,0.393,0.009,14.272,★,
300639,凯普生物,8.42,-9.365,4.623,0.014,54.62,★,
600665,天地源,6.111,-9.364,0.723,0.02,3.865,,
002472,双环传动,5.163,-9.359,0.933,0.013,8.85,,
300167,迪威迅,0.425,-9.317,1.89,0.009,7.453,,
000404,华意压缩,0.766,-9.308,0.35,0.007,5.228,★,
600138,中青旅,1.128,-9.27,0.853,0.014,20.832,★,
300254,仟源医药,5.944,-9.264,1.237,0.013,9.33,,
300587,天铁股份,0.731,-9.247,1.103,0.013,20.995,★,
300669,沪宁股份,5.112,-9.246,2.27,0.006,23.405,★,
600400,红豆股份,1.463,-9.195,0.163,0.003,6.242,★,
600661,新南洋,5.725,-9.195,0.347,0.008,25.992,★,
600143,金发科技,4.204,-9.19,0.257,0.01,5.733,,
601127,小康股份,3.877,-9.186,1.47,0.015,17.352,,
600716,凤凰股份,3.237,-9.172,0.693,0.01,4.748,,
002360,同德化工,0.48,-9.157,0.517,0.014,6.222,★,
000570,苏常柴Ａ,2.337,-9.111,0.397,0.016,4.855,,
600161,天坛生物,8.099,-9.085,0.68,0.022,27.013,,
002466,天齐锂业,0.153,-9.065,0.84,0.017,53.01,★,
601038,一拖股份,1.458,-9.046,0.25,0.009,6.265,★,
600266,北京城建,0.272,-9.031,0.477,0.006,10.765,★,
600350,山东高速,0.758,-9.031,0.103,0.009,5.218,★,
300300,汉鼎宇佑,7.983,-8.992,2.127,0.016,18.432,,
002024,苏宁易购,3.286,-8.954,0.673,0.01,13.028,,
600630,龙头股份,0.872,-8.939,0.577,0.011,9.178,★,
002167,东方锆业,0.131,-8.921,1.19,0.011,8.278,★,
000589,黔轮胎Ａ,2.913,-8.893,0.26,0.004,3.895,★,
600235,民丰特纸,0.53,-8.867,0.343,0.009,5.748,★,
002873,新天药业,5.343,-8.835,13.537,0.019,47.652,,
600129,太极集团,6.643,-8.821,0.633,0.013,14.915,,
600115,东方航空,10.728,-8.814,0.723,0.024,7.02,,
002803,吉宏股份,1.28,-8.802,1.187,0.007,39.538,★,
300641,正丹股份,2.762,-8.8,0.697,0.011,13.677,★,
601020,华钰矿业,1.157,-8.78,0.6,0.008,16.58,★,
000902,新洋丰,6.458,-8.768,0.387,0.02,9.06,,
002215,诺 普 信,2.952,-8.758,1.95,0.027,6.988,,
600792,云煤能源,3.369,-8.703,0.207,0.005,3.648,★,
600513,联环药业,4.581,-8.694,0.707,0.01,7.888,,
601058,赛轮金宇,3.679,-8.689,0.307,0.012,2.762,,
000996,中国中期,1.931,-8.689,1.987,0.012,12.752,★,
300196,长海股份,1.178,-8.688,0.567,0.008,10.258,★,
601801,皖新传媒,1.773,-8.667,0.213,0.004,9.173,★,
000006,深振业Ａ,2.763,-8.666,0.743,0.017,7.015,★,
000601,韶能股份,1.255,-8.653,0.207,0.011,6.373,★,
000910,大亚圣象,3.69,-8.648,0.683,0.008,18.898,★,
300242,明家联合,4.794,-8.603,1.597,0.015,6.59,★,
002446,盛路通信,1.769,-8.602,1.497,0.02,8.708,★,
002310,东方园林,5.641,-8.599,0.753,0.008,19.055,,
600021,上海电力,0.74,-8.597,0.26,0.003,8.172,★,
600403,大有能源,0.96,-8.595,0.08,0.008,4.212,★,
600258,首旅酒店,1.982,-8.552,0.967,0.011,27.752,,
600322,天房发展,4.56,-8.543,0.45,0.018,6.042,,
002623,亚玛顿,8.35,-8.542,0.977,0.02,19.19,,
300034,钢研高纳,2.079,-8.538,1.873,0.011,11.54,,
300562,乐心医疗,7.105,-8.528,3.47,0.023,19.755,★,
600569,安阳钢铁,0.273,-8.52,0.863,0.009,3.642,★,
300351,永贵电器,3.585,-8.51,0.703,0.007,14.54,★,
600387,海越股份,6.19,-8.495,0.887,0.016,8.76,,
002069,獐子岛,5.248,-8.469,1.803,0.015,4.15,,
300055,万邦达,3.65,-8.456,0.807,0.014,15.657,,
300521,爱司凯,2.097,-8.437,1.063,0.015,13.285,,
000803,*ST金宇,0.309,-8.429,0.13,0.009,19.38,★,
300573,兴齐眼药,1.182,-8.409,1.187,0.024,21.95,,
002142,宁波银行,0.565,-8.403,0.337,0.009,18.012,,
300664,鹏鹞环保,6.91,-8.403,13.423,0.024,20.498,,
600420,现代制药,4.79,-8.393,0.807,0.015,11.138,,
001696,宗申动力,0.359,-8.369,0.367,0.01,5.632,★,
002249,大洋电机,0.514,-8.355,0.483,0.005,5.852,★,
002173,创新医疗,4.701,-8.339,1.13,0.015,12.962,,
002308,威创股份,1.237,-8.332,0.53,0.011,9.068,★,
002202,金风科技,7.802,-8.329,0.807,0.019,17.102,,
600223,鲁商置业,0.285,-8.303,0.177,0.008,3.455,★,
300712,永福股份,0.287,-8.274,3.837,0.02,20.805,,
300497,富祥股份,2.276,-8.265,1.643,0.011,46.205,,
000543,皖能电力,2.931,-8.264,0.397,0.01,4.528,★,
000153,丰原药业,4.685,-8.221,0.85,0.013,7.715,,
002104,恒宝股份,0.269,-8.213,2.103,0.024,8.05,,
600936,广西广电,0.902,-8.16,0.153,0.009,5.635,★,
002620,瑞和股份,3.759,-8.145,1.327,0.007,8.512,★,
000049,德赛电池,1.866,-8.137,0.973,0.009,31.282,★,
600890,中房股份,1.454,-8.133,0.333,0.012,10.462,★,
600967,内蒙一机,4.118,-8.104,1.217,0.016,13.535,,
600824,益民集团,1.968,-8.085,0.133,0.005,4.135,★,
002717,岭南股份,7.725,-8.081,2.087,0.019,12.94,,
600249,两面针,1.764,-8.079,1.44,0.017,5.308,,
300602,飞荣达,3.547,-8.065,1.433,0.02,60.398,,
300426,唐德影视,2.133,-8.059,1.12,0.014,18.108,★,
600985,雷鸣科化,3.301,-8.058,0.68,0.005,12.795,★,
002294,信立泰,7.974,-8.036,0.533,0.02,40.438,,
300094,国联水产,4.068,-7.995,0.697,0.01,7.602,,
000597,东北制药,10.837,-7.98,1.697,0.02,10.0,,
000558,莱茵体育,2.471,-7.958,0.993,0.013,4.09,,
600730,中国高科,6.281,-7.955,5.47,0.049,6.308,,
600292,远达环保,0.005,-7.955,0.407,0.01,6.895,★,
600476,湘邮科技,16.794,-7.949,6.337,0.08,17.215,★,
600429,三元股份,1.643,-7.943,0.123,0.007,5.512,★,
600977,中国电影,2.434,-7.931,1.307,0.005,15.645,★,
000159,国际实业,0.955,-7.924,0.833,0.021,4.26,★,
601799,星宇股份,8.03,-7.921,0.137,0.014,51.683,,
600027,华电国际,3.195,-7.921,0.37,0.015,3.46,,
002166,莱茵生物,4.657,-7.896,1.027,0.009,9.808,★,
002266,浙富控股,0.501,-7.896,0.29,0.006,3.99,★,
002004,华邦健康,0.68,-7.888,0.393,0.01,5.962,★,
300427,红相股份,4.763,-7.888,3.717,0.025,14.695,,
002277,友阿股份,4.149,-7.887,0.413,0.008,4.712,★,
002588,史丹利,1.087,-7.881,0.3,0.008,6.572,,
600592,龙溪股份,0.752,-7.843,0.78,0.008,7.962,★,
002450,康得新,4.108,-7.84,1.857,0.025,20.18,,
601607,上海医药,6.234,-7.84,0.56,0.013,23.265,,
000828,东莞控股,0.916,-7.807,0.127,0.004,9.94,★,
000632,三木集团,3.185,-7.779,0.403,0.01,5.452,★,
300239,东宝生物,3.709,-7.756,0.453,0.01,5.252,,
601339,百隆东方,0.2,-7.75,0.107,0.007,4.868,★,
002508,老板电器,3.451,-7.744,1.233,0.025,33.882,,
000078,海王生物,4.8,-7.731,0.65,0.013,5.768,,
300592,华凯创意,0.925,-7.696,1.967,0.017,14.748,,
300559,佳发安泰,11.407,-7.69,1.723,0.021,55.412,,
002910,庄园牧场,3.15,-7.687,8.14,0.018,19.825,★,
600851,海欣股份,4.516,-7.683,0.187,0.014,10.045,,
002189,利达光电,2.494,-7.674,1.64,0.008,15.64,★,
000705,浙江震元,8.04,-7.67,1.23,0.017,7.493,,
600649,城投控股,0.828,-7.653,0.233,0.006,7.41,★,
600626,申达股份,1.158,-7.639,0.31,0.013,6.12,★,
600233,圆通速递,2.278,-7.614,0.273,0.009,15.025,,
600572,康恩贝,11.956,-7.608,1.377,0.031,7.01,,
002388,新亚制程,0.856,-7.605,1.287,0.016,7.292,,
600721,百花村,0.562,-7.602,2.313,0.018,8.905,★,
600834,申通地铁,4.711,-7.595,0.363,0.023,8.39,,
002273,水晶光电,6.507,-7.594,1.497,0.019,18.805,,
600495,晋西车轴,1.015,-7.59,0.447,0.012,4.967,,
002573,清新环境,4.122,-7.58,1.11,0.015,14.062,,
600186,莲花健康,0.917,-7.563,0.553,0.006,2.188,★,
002022,科华生物,7.495,-7.56,1.42,0.019,13.778,,
600061,国投资本,2.888,-7.554,0.113,0.012,11.865,,
002825,纳尔股份,4.167,-7.543,2.18,0.009,22.78,★,
601366,利群股份,5.184,-7.539,0.96,0.016,9.705,,
600833,第一医药,8.235,-7.534,3.37,0.034,12.71,,
600761,安徽合力,5.109,-7.533,0.49,0.014,9.535,,
300508,维宏股份,0.524,-7.518,2.213,0.015,62.21,,
300425,环能科技,1.463,-7.518,1.257,0.015,9.045,★,
000531,穗恒运Ａ,0.926,-7.514,0.14,0.007,6.478,★,
002469,三维工程,1.964,-7.501,0.397,0.016,5.113,★,
002057,中钢天源,7.179,-7.5,1.04,0.011,11.488,,
600741,华域汽车,9.326,-7.499,0.52,0.026,22.783,,
601155,新城控股,0.178,-7.49,2.54,0.025,32.425,★,
002078,太阳纸业,7.48,-7.476,0.927,0.013,10.708,,
300092,科新机电,2.293,-7.421,0.98,0.007,7.218,★,
002898,赛隆药业,2.996,-7.418,7.523,0.018,22.795,★,
002548,金新农,0.005,-7.406,0.337,0.023,8.378,★,
002127,南极电商,7.008,-7.404,0.84,0.006,15.017,★,
600160,巨化股份,3.707,-7.388,1.15,0.012,11.292,,
002633,申科股份,0.441,-7.387,0.497,0.008,9.138,★,
002420,毅昌股份,6.076,-7.324,1.203,0.016,4.77,,
300360,炬华科技,0.47,-7.287,0.517,0.018,8.788,,
600481,双良节能,2.714,-7.271,0.237,0.012,3.762,★,
000965,天保基建,4.95,-7.263,0.63,0.017,5.347,,
002879,长缆科技,0.933,-7.263,4.097,0.021,30.75,★,
600101,明星电力,0.005,-7.259,0.42,0.007,8.005,★,
002419,天虹股份,20.683,-7.258,1.25,0.055,13.265,,
300518,盛讯达,0.159,-7.257,0.57,0.006,50.025,★,
600898,国美通讯,11.49,-7.251,2.287,0.034,12.058,,
600159,大龙地产,0.005,-7.195,0.343,0.009,3.232,,
002392,北京利尔,2.255,-7.188,0.687,0.008,4.07,★,
002299,圣农发展,18.96,-7.173,1.777,0.049,14.36,,
600222,太龙药业,9.095,-7.163,1.917,0.03,4.722,,
600526,菲达环保,3.341,-7.147,0.63,0.012,7.395,★,
002769,普路通,5.537,-7.146,4.967,0.022,16.7,,
300555,路通视信,7.088,-7.119,15.957,0.062,12.072,,
002546,新联电子,1.802,-7.115,1.393,0.005,4.485,★,
600723,首商股份,0.277,-7.076,0.263,0.006,7.425,★,
600023,浙能电力,0.786,-7.074,0.087,0.01,5.127,★,
601901,方正证券,3.282,-7.061,0.153,0.011,5.9,,
601633,长城汽车,2.557,-7.05,0.053,0.007,10.902,★,
300124,汇川技术,6.48,-7.043,0.697,0.007,32.998,★,
300445,康斯特,7.045,-7.033,1.863,0.014,14.808,★,
000999,华润三九,5.882,-7.019,0.467,0.018,25.918,,
002513,蓝丰生化,1.166,-7.016,0.577,0.009,8.628,★,
000969,安泰科技,5.26,-7.011,3.237,0.037,7.955,,
300119,瑞普生物,15.37,-7.009,4.48,0.031,11.61,,
300203,聚光科技,6.153,-7.008,1.747,0.026,27.353,,
002344,海宁皮城,2.275,-6.991,0.397,0.006,5.885,★,
002667,鞍重股份,2.331,-6.989,1.443,0.186,12.31,,
