,ts_code,symbol,name,industry,COL_LASTPRICE,concept
40,002102.SZ,002102,ST冠福,化学制药,2.35,"破净股, 医药, 化学药, 维生素, 低价股, 股权转让, ST股, "
41,002445.SZ,002445,ST中南,影视音像,2.35,"破净股, 直播/短视频, 低价股, 资产重组, 独角兽, ST股, 游戏, 手游, 影视, "
42,000727.SZ,000727,华东科技,元器件,2.36,"国家队重仓, 央企改革, 军工研究所, 军工, 稀土磁材, 低价股, 强势人气股, "
43,601388.SH,601388,怡球资源,铝,2.37,"有色-铝, 有色金属, 低价股, "
44,600777.SH,600777,新潮能源,综合类,2.43,"MSCI, 油服, 油气改革, 可燃冰, 赛马, 业绩预增, 天然气, 低价股, "
45,000897.SZ,000897,*ST津滨,区域地产,2.44,"雄安-地产, 万达系, 房地产, 雄安新区, 京津冀, 低价股, 自贸区, 天津国企改革, 天津自贸区, ST股, "
46,002477.SZ,002477,*ST雏鹰,农业综合,2.46,"养猪, 低价股, 电竞, 国资入股, "
47,600653.SH,600653,申华控股,汽车服务,2.48,"教育, 汽车销售, 风电, 低价股, 共享经济, 资产重组, "
48,000420.SZ,000420,吉林化纤,化纤,2.48,"碳纤维, 业绩预增, 低价股, 粘胶短纤, "
49,002143.SZ,002143,ST印纪,影视音像,2.49,"高质押率, 复牌股, ST股, 影视, 动漫, "
50,000571.SZ,000571,ST大洲,综合类,2.5,"通用航空, 食品, 海南自由贸易港, 举牌股, 自贸区, 自由贸易港, 海南, "
51,600527.SH,600527,江南高纤,化纤,2.5,"涤纶, 二胎, 低价股, "
52,000630.SZ,000630,铜陵有色,铜,2.5,"MSCI, 人民币升值受益, 安徽国企改革, 有色金属, 低价股, 有色-铜, "
53,002509.SZ,002509,天广中茂,专用机械,2.51,"园林, 特色小镇, PPP, 区块链, "
54,300111.SZ,300111,向日葵,半导体,2.51,"光伏, 医药, 化学药, 新能源汽车, 低价股, 资产重组, 充电桩, "
55,600219.SH,600219,南山铝业,铝,2.51,"有色-铝, 通用航空, 有色金属, 破净股, 供应链金融, 山东国企改革, 低价股, "
56,600701.SH,600701,*ST工新,综合类,2.55,"破净股, 工业自动化, 网络安全, 智能制造, 低价股, 国产软件, 高校系, ST股, 人脸识别, "
57,000585.SZ,000585,*ST东电,电气设备,2.55,"低价股, 资产重组, ST股, 壳公司, "
58,600162.SH,600162,香江控股,全国地产,2.56,"粤港澳大湾区, 房地产, 低价股, "
59,002526.SZ,002526,山东矿机,工程机械,2.61,"业绩预增, 无人机, 工业自动化, 智能制造, 低价股, 游戏, 手游, "
60,601929.SH,601929,吉视传媒,影视音像,2.61,"阿里巴巴概念股, 大数据, 低价股, 国产芯片, 广电, "
61,600240.SH,600240,华业资本,全国地产,2.64,"破净股, 房地产, 京津冀, 独角兽, "
62,002021.SZ,002021,中捷资源,纺织机械,2.64,"壳公司, "
63,600871.SH,600871,石化油服,石油开采,2.65,"油服, 海工装备, 油气改革, 可燃冰, 央企改革, 页岩气, 天然气, 复牌股, 地热, ST摘帽, "
64,002501.SZ,002501,利源精制,铝,2.66,"有色-铝, 有色金属, 破净股, 举牌股, 苹果产业链, 高铁轨交, "
65,000861.SZ,000861,海印股份,房产服务,2.67,"回购, 供应链金融, 股权转让, 共享经济, "
66,600568.SH,600568,中珠医疗,区域地产,2.68,"破净股, 无人机, 房地产, 北斗导航, 基因测序, 医疗器械, 低价股, "
67,600166.SH,600166,福田汽车,汽车整车,2.69,"新能源整车, 汽车整车, 回购, 破净股, 重卡, 百度概念股, 无人驾驶, 燃料电池, 新能源汽车, 低价股, "
68,600795.SH,600795,国电电力,火力发电,2.71,"火电, 高股息, MSCI, 电改, 央企改革, 风电, 雄安-金融, 雄安新区, 低价股, 资产重组, "
69,000587.SZ,000587,金洲慈航,批发业,2.71,"破净股, 黄金, "
70,600084.SH,600084,*ST中葡,红黄药酒,2.72,"新疆, "
71,600467.SH,600467,好当家,渔业,2.73,
72,600575.SH,600575,皖江物流,水运,2.75,"安徽国企改革, 快递物流, "
73,600220.SH,600220,江苏阳光,纺织,2.76,"纺织服装, 科创板概念股, "
74,600634.SH,600634,*ST富控,互联网,2.77,"ST股, 游戏, "
75,600313.SH,600313,农发种业,种植业,2.78,"央企改革, 转基因, 乡村振兴, 农垦, 土地流转, 农业种植, "
76,600317.SH,600317,营口港,港口,2.79,"振兴东北, 港口, 业绩预增, 中韩自贸区, 进口博览会, 自贸区, "
77,600169.SH,600169,太原重工,工程机械,2.79,"海工装备, 山西国企改革, 高铁轨交, "
78,000809.SZ,000809,铁岭新城,区域地产,2.8,"破净股, ST摘帽, "
79,002220.SZ,002220,天宝食品,食品,2.8,"破净股, 冷链, "
80,000667.SZ,000667,美好置业,全国地产,2.83,"回购, 装配式建筑, 房地产, 低价股, 农业种植, "
81,002269.SZ,002269,美邦服饰,服饰,2.83,"纺织服装, "
82,002638.SZ,002638,勤上股份,半导体,2.83,"教育, 破净股, LED, "
83,000767.SZ,000767,漳泽电力,火力发电,2.86,"火电, 电改, 风电, 光伏, 山西国企改革, "
84,000536.SZ,000536,华映科技,元器件,2.87,"OLED, 破净股, 债转股-AMC, 3D玻璃, 强势人气股, "
85,601016.SH,601016,节能风电,新型电力,2.87,"央企改革, 社保重仓, 风电, "
86,002503.SZ,002503,搜于特,服饰,2.88,"教育, 回购, 纺织服装, 股权转让, 科创板概念股, "
87,000882.SZ,000882,华联股份,百货,2.88,"阿里巴巴概念股, 新零售, 独角兽, "
88,600691.SH,600691,阳煤化工,农药化肥,2.9,"甲醇, 煤化工, 化肥, 山西国企改革, "
89,600397.SH,600397,安源煤业,煤炭开采,2.91,"煤炭, ST股, "
90,600687.SH,600687,ST刚泰,黄金,2.93,"新零售, 高质押率, 腾讯概念股, 影视, 黄金, "
91,600743.SH,600743,华远地产,区域地产,2.97,"北京城市规划, 房地产, "
92,601000.SH,601000,唐山港,港口,2.98,"MSCI, 港口, 京津冀, "
93,002113.SZ,002113,ST天润,互联网,2.98,"教育, 业绩预增, 定增破发, ST股, 游戏, 手游, "
94,600408.SH,600408,ST安泰,焦炭加工,2.99,"煤炭, ST股, "
95,601518.SH,601518,吉林高速,路桥,2.99,"高速公路, 振兴东北, "
96,000760.SZ,000760,斯太尔,汽车配件,2.99,"军工, 军民融合, 汽车零部件, 工业自动化, 智能制造, 强势人气股, "
97,000428.SZ,000428,华天酒店,酒店餐饮,3.01,"湖南国企改革, "
98,002429.SZ,002429,兆驰股份,家用电器,3.01,"回购, 粤港澳大湾区, 家电, 小米概念股, 智能音箱, 黑色家电, 国产操作系统, 独角兽, LED, 科创板概念股, "
99,600891.SH,600891,ST秋林,百货,3.02,"黄金, "
100,000552.SZ,000552,靖远煤电,煤炭开采,3.03,"火电, 煤炭, "
101,000683.SZ,000683,远兴能源,化工原料,3.03,"内蒙古, 石墨电极, 甲醇, 纯碱, 回购, 业绩预增, 化肥, "
102,002426.SZ,002426,胜利精密,元器件,3.03,"OLED, 工业自动化, 锂电池, 智能制造, 新能源汽车, 3D玻璃, 股权转让, 苹果产业链, 机器视觉, 国资入股, "
103,000903.SZ,000903,云内动力,机械基件,3.05,"回购, 汽车零部件, 移动支付, 创投, "
104,002305.SZ,002305,南国置业,区域地产,3.06,"央企改革, 特色小镇, 房地产, 雄安新区, 雄安-工程基建, 住房租赁, "
105,600159.SH,600159,大龙地产,区域地产,3.06,"北京城市规划, 业绩预增, 房地产, 京津冀, "
106,002613.SZ,002613,北玻股份,专用机械,3.07,"装配式建筑, 玻璃, "
107,600077.SH,600077,宋都股份,全国地产,3.08,"民营医院, 业绩预增, 环杭州湾大湾区, 房地产, "
108,600555.SH,600555,海航创新,旅游服务,3.08,"赛马, 旅游, 特色小镇, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
109,002132.SZ,002132,恒星科技,钢加工,3.09,"特高压, 有机硅, 回购, 光伏, "
110,600870.SH,600870,ST厦华,家用电器,3.09,"移动支付, 复牌股, 智慧安防, 资产重组, ST股, "
111,600187.SH,600187,国中水务,水务,3.12,"水务, 固废处理, 万达系, PPP, 环保, 独角兽, "
112,002260.SZ,002260,*ST德奥,航空,3.15,"通用航空, 农机, 小家电, 家电, ST股, 壳公司, "
113,300135.SZ,300135,宝利国际,化工原料,3.15,"油气改革, 石墨电极, 石油化工, "
114,601866.SH,601866,中远海发,水运,3.16,"MSCI, 阿里巴巴概念股, 新进指数成份股, 航运, 央企改革, "
115,600231.SH,600231,凌钢股份,普钢,3.16,"钢铁, 振兴东北, 铁矿石, "
116,000631.SZ,000631,顺发恒业,区域地产,3.18,"万达系, 房地产, "
117,600863.SH,600863,内蒙华电,火力发电,3.18,"火电, MSCI, 内蒙古, 电改, 央企改革, 业绩预增, 风电, 低价股, "
118,600103.SH,600103,青山纸业,造纸,3.18,"造纸, "
119,000949.SZ,000949,新乡化纤,化纤,3.18,"业绩预增, 医药, 化学药, 粘胶短纤, "
120,600815.SH,600815,厦工股份,工程机械,3.19,"军工研究所, 福建自贸区, 军工, 机械, 自贸区, ST摘帽, "
121,000616.SZ,000616,海航投资,全国地产,3.2,"业绩预增, 养老产业, 房地产, 资产重组, "
122,000709.SZ,000709,河钢股份,普钢,3.2,"MSCI, 钢铁, 大飞机, 回购, 有色金属, 业绩预增, 破净股, 雄安新区, 有色-钒, 京津冀, 雄安-周边, "
123,002498.SZ,002498,汉缆股份,电气设备,3.2,"特高压, "
124,300217.SZ,300217,东方电热,电器仪表,3.2,"5G, 油服, 业绩预增, 光伏, 3D玻璃, "
125,000972.SZ,000972,ST中基,食品,3.22,"新疆, 农垦, 新疆国企改革, 股权转让, 资产重组, ST股, "
126,600252.SH,600252,中恒集团,中成药,3.23,"参股券商, 医药, 中药, 广西, "
127,000517.SZ,000517,荣安地产,区域地产,3.24,"环杭州湾大湾区, 房地产, "
128,600839.SH,600839,四川长虹,家用电器,3.24,"军工, 军民融合, 物联网, 工业自动化, 家电, 智能制造, 人工智能, 区块链, 工业互联网, 黑色家电, "
129,601218.SH,601218,吉鑫科技,机械基件,3.24,"回购, 风电, 年报季报, "
130,000692.SZ,000692,惠天热电,供气供热,3.25,
131,600069.SH,600069,银鸽投资,造纸,3.26,"债转股-AMC, 高质押率, 医药, 创新药, 造纸, 半导体, "
132,600610.SH,600610,*ST毅达,建筑施工,3.26,"园林, PPP, ST股, "
133,600108.SH,600108,亚盛集团,农业综合,3.27,"转基因, 乡村振兴, 农垦, 土地流转, 农业种植, 工业大麻, "
134,002122.SZ,002122,*ST天马,机械基件,3.27,"破净股, 智慧停车, 大数据, ST股, 创投, "
135,300156.SZ,300156,神雾环保,环境保护,3.27,"石墨电极, 大气治理, 环保, 京津冀, 碳交易, "
136,601188.SH,601188,龙江交通,路桥,3.27,"高速公路, 振兴东北, "
137,000981.SZ,000981,银亿股份,汽车配件,3.29,"汽车零部件, 定增破发, 高质押率, 房地产, 股权转让, 彩票, 科创板概念股, "
138,002218.SZ,002218,拓日新能,半导体,3.3,"光伏, "
139,600331.SH,600331,宏达股份,铅锌,3.3,"有色-锌, 有色金属, 信托, 化肥, 高质押率, 磷化工, 科创板概念股, "
140,000875.SZ,000875,吉电股份,火力发电,3.3,"火电, 电改, 央企改革, 破净股, 风电, 光伏, "
141,000005.SZ,000005,世纪星源,环境保护,3.3,"回购, 业绩预增, "
142,600063.SH,600063,皖维高新,化纤,3.31,"安徽国企改革, 参股券商, "
143,002663.SZ,002663,普邦股份,建筑施工,3.31,"园林, 定增破发, PPP, 区块链, 股权转让, 独角兽, "
144,600300.SH,600300,维维股份,软饮料,3.31,"回购, 饮料, 食品, "
145,601058.SH,601058,赛轮轮胎,汽车配件,3.31,"东盟博览会, 业绩预增, 无人驾驶, 轮胎, 举牌股, "
146,601618.SH,601618,中国中冶,建筑施工,3.32,"高股息, MSCI, 中字头, 一带一路, 央企改革, 有色金属, 有色-钴, 大基建, 地下管廊, PPP, "
147,601991.SH,601991,大唐发电,火力发电,3.32,"火电, 电改, 央企改革, 核电, 风电, 雄安-公共服务, 雄安新区, "
148,601899.SH,601899,紫金矿业,黄金,3.32,"MSCI, 有色-锌, 社保重仓, 有色金属, 有色-铜, 黄金, "
149,000533.SZ,000533,顺钠股份,电气设备,3.32,
150,600586.SH,600586,金晶科技,玻璃,3.33,"回购, 玻璃, "
151,600569.SH,600569,安阳钢铁,普钢,3.33,"钢铁, 债转股-AMC, "
152,600439.SH,600439,瑞贝卡,服饰,3.33,"大消费, "
153,600725.SH,600725,ST云维,焦炭加工,3.34,"甲醇, ST股, "
154,000670.SZ,000670,*ST盈方,元器件,3.34,"军工, 军民融合, 北斗导航, 半导体, VR&AR, 国产芯片, ST股, "
155,002060.SZ,002060,粤水电,建筑施工,3.34,"水电, 电改, 风电, 粤港澳大湾区, 大基建, 水利, PPP, "
156,600496.SH,600496,精工钢构,钢加工,3.36,"华为产业链, 业绩预增, 装配式建筑, 雄安-建材, 雄安新区, "
157,600744.SH,600744,华银电力,火力发电,3.36,"火电, 电改, 央企改革, 风电, 碳交易, "
158,600601.SH,600601,方正科技,电脑设备,3.37,"PCB板, 云计算, 智慧城市, 高校系, "
159,600512.SH,600512,腾达建设,建筑施工,3.37,"大基建, 低价股, 举牌股, "
160,600052.SH,600052,浙江广厦,区域地产,3.37,"回购, 资产重组, 体育产业, 影视, "
161,002496.SZ,002496,辉丰股份,农药化肥,3.37,"农药, 草铵膦, ST摘帽, "
162,002314.SZ,002314,南山控股,区域地产,3.37,"航母, 粤港澳大湾区, 定增破发, 房地产, 资产重组, "
163,600666.SH,600666,奥瑞德,元器件,3.38,"OLED, 3D玻璃, "
164,002147.SZ,002147,ST新光,区域地产,3.38,"破净股, 债转股-AMC, 高质押率, 房地产, 共享经济, 资产重组, ST股, "
165,002516.SZ,002516,旷达科技,纺织,3.39,"回购, 兜底式增持, 光伏, 万达系, "
166,000520.SZ,000520,长航凤凰,水运,3.39,"航运, 债转股-AMC, "
167,600033.SH,600033,福建高速,路桥,3.39,"高股息, 高速公路, 福建自贸区, 自贸区, "
168,002770.SZ,002770,科迪乳业,乳制品,3.39,"食品, 乳业（奶粉）, 资产重组, "
169,002471.SZ,002471,中超控股,电气设备,3.4,"新能源汽车, 石墨烯, 充电桩, 科创板概念股, "
170,300026.SZ,300026,红日药业,中成药,3.4,"回购, 医药, 中药, 化学药, 流感, 互联网医疗, 股权转让, 国资入股, "
171,002256.SZ,002256,兆新股份,染料涂料,3.4,"光伏, 锂电池, 新能源汽车, 举牌股, 共享经济, 充电桩, "
172,000659.SZ,000659,珠海中富,广告包装,3.41,"粤港澳大湾区, 举牌股, 包装印刷, ST摘帽, "
173,601996.SH,601996,丰林集团,林业,3.41,"雄安-建材, 土地流转, 林业, 雄安新区, 广西, 家具家居, "
174,600578.SH,600578,京能电力,火力发电,3.41,"火电, 高股息, 电改, 业绩预增, 独角兽, 蚂蚁金服概念股, "
175,000010.SZ,000010,*ST美丽,建筑施工,3.42,"园林, PPP, 股权转让, 股权争夺, "
176,601333.SH,601333,广深铁路,铁路,3.42,"MSCI, 混改, 央企改革, 破净股, 铁总混改, 快递物流, 高铁轨交, "
177,002495.SZ,002495,佳隆股份,食品,3.43,"调味品, 食品, "
178,000707.SZ,000707,ST双环,化工原料,3.43,"纯碱, 煤化工, 资产重组, ST股, "
179,600017.SH,600017,日照港,港口,3.43,"港口, 业绩预增, 中韩自贸区, 山东国企改革, 自贸区, "
180,002379.SZ,002379,宏创控股,铝,3.43,"有色-铝, 有色金属, "
181,002076.SZ,002076,雪莱特,家用电器,3.44,"无人机, 汽车零部件, 宁德时代概念股, 定增破发, 锂电池, 新能源汽车, 股权转让, LED, 充电桩, "
182,601918.SH,601918,新集能源,煤炭开采,3.44,"火电, 煤炭, 央企改革, 业绩预增, 煤化工, "
183,000564.SZ,000564,供销大集,百货,3.44,"新进指数成份股, 新零售, 破净股, 智慧物流, 高质押率, 智能制造, 快递物流, 无人商店, "
184,000509.SZ,000509,华塑控股,其他建材,3.45,"民营医院, 资产重组, 壳公司, "
185,600227.SH,600227,圣济堂,农药化肥,3.46,"民营医院, 甲醇, 业绩预增, 保健品, 煤化工, 食品, 化肥, 医药, 中药, 化学药, 医疗器械, 创投, "
186,601106.SH,601106,中国一重,工程机械,3.46,"中字头, 一带一路, 新进指数成份股, 央企改革, 核电, 大基建, 债转股-AMC, ST摘帽, "
187,300048.SZ,300048,合康新能,电气设备,3.46,"新能源整车, 新能源汽车, 共享经济, 充电桩, "
188,600193.SH,600193,ST创兴,装修装饰,3.46,"稀土磁材, ST股, 壳公司, "
189,000751.SZ,000751,锌业股份,铅锌,3.47,"有色-锌, 有色金属, "
190,002554.SZ,002554,惠博普,石油开采,3.47,"油服, 油气改革, 可燃冰, 页岩气, 天然气, "
191,002219.SZ,002219,恒康医疗,中成药,3.48,"民营医院, 医药, 中药, 基因测序, 资产重组, "
192,300083.SZ,300083,劲胜智能,元器件,3.48,"破净股, 小米概念股, 无线充电, 3D玻璃, VR&AR, 创投, "
193,600808.SH,600808,马钢股份,普钢,3.48,"MSCI, 钢铁, 安徽国企改革, 高铁轨交, "
194,600652.SH,600652,游久游戏,互联网,3.49,"信托, 区块链, 电竞, 游戏, 手游, "
195,300256.SZ,300256,星星科技,元器件,3.49,"OLED, 华为产业链, 指纹识别, 3D玻璃, 股权转让, "
196,000737.SZ,000737,ST南风,日用化工,3.5,"山西国企改革, 资产重组, ST股, "
197,000677.SZ,000677,恒天海龙,化纤,3.5,"轮胎, 石墨烯, 粘胶短纤, 强势人气股, 工业大麻, "
198,002447.SZ,002447,晨鑫科技,互联网,3.51,"网络安全, 区块链, 股权转让, 电竞, 游戏, 手游, "
199,600698.SH,600698,*ST天雁,汽车配件,3.51,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, ST股, "
200,000506.SZ,000506,中润资源,区域地产,3.52,"房地产, 资产重组, 手游, 黄金, "
201,600577.SH,600577,精达股份,电气设备,3.53,"小米概念股, 互联网金融, 股权转让, "
202,000971.SZ,000971,ST高升,互联网,3.53,"定增破发, 大数据, 云计算, 区块链, ST股, 强势人气股, "
203,601975.SH,601975,招商南油,水运,3.54,"航运, 年报季报, ST摘帽, "
204,600208.SH,600208,新湖中宝,全国地产,3.54,"MSCI, 环杭州湾大湾区, 房地产, 区块链, 期货概念, 独角兽, 科创板概念股, "
205,601010.SH,601010,文峰股份,超市连锁,3.55,"独角兽, "
206,000518.SZ,000518,四环生物,生物制药,3.55,"医药, 流感, 举牌股, 强势人气股, "
207,002374.SZ,002374,丽鹏股份,建筑施工,3.55,"园林, PPP, 股权转让, 包装印刷, "
208,600289.SH,600289,*ST信通,软件服务,3.55,"5G, 网络安全, 大数据, 智慧城市, ST股, "
209,000629.SZ,000629,攀钢钒钛,小金属,3.55,"央企改革, 有色金属, 业绩预增, 有色-钒, 钛白粉, 有色-钛, ST摘帽, "
210,002306.SZ,002306,*ST云网,酒店餐饮,3.56,"股权转让, ST股, "
211,600190.SH,600190,锦州港,港口,3.57,"振兴东北, 港口, 业绩预增, 中韩自贸区, 自贸区, 资产重组, "
212,000806.SZ,000806,ST银河,生物制药,3.57,"军工, 军民融合, 医药, 创新药, 互联网医疗, 广西, 精准医疗, ST股, 创投, 工业大麻, "
213,600275.SH,600275,ST昌鱼,农业综合,3.57,"股权争夺, ST股, 壳公司, "
214,002420.SZ,002420,毅昌股份,塑料,3.57,"家电, 黑色家电, 壳公司, "
215,002578.SZ,002578,闽发铝业,铝,3.57,"有色-铝, 有色金属, "
216,600121.SH,600121,郑州煤电,煤炭开采,3.57,"火电, 煤炭, ST摘帽, "
217,300071.SZ,300071,华谊嘉信,广告包装,3.58,"新零售, 股权转让, 资产重组, 独角兽, "
218,000595.SZ,000595,宝塔实业,机械基件,3.58,"军工, 高铁轨交, ST摘帽, 宁夏, "
219,002629.SZ,002629,仁智股份,石油开采,3.58,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 复牌股, 壳公司, "
220,600035.SH,600035,楚天高速,路桥,3.58,"高速公路, "
221,002400.SZ,002400,省广集团,广告包装,3.59,"社保重仓, 谷歌概念股, 大数据, 区块链, "
222,000100.SZ,000100,TCL集团,家用电器,3.59,"高股息, OLED, MSCI, 回购, 宁德时代概念股, 工业自动化, 家电, 小米概念股, 智能制造, 腾讯概念股, 黑色家电, 资产重组, 独角兽, 科创板概念股, "
223,600311.SH,600311,荣华实业,黄金,3.59,"壳公司, 黄金, "
224,600567.SH,600567,山鹰纸业,造纸,3.59,"MSCI, 人民币升值受益, 新进指数成份股, 回购, 业绩预增, 造纸, "
225,600881.SH,600881,亚泰集团,水泥,3.6,"振兴东北, 参股券商, 破净股, 装配式建筑, 水泥, 足球, 体育产业, "
226,000725.SZ,000725,京东方A,元器件,3.6,"白马股, OLED, MSCI, 国家队重仓, 民营医院, 华为产业链, 新零售, 汽车零部件, 物联网, 智能制造, 医疗器械, 互联网医疗, 指纹识别, 半导体, VR&AR, 苹果产业链, "
227,000753.SZ,000753,漳州发展,汽车服务,3.6,"福建自贸区, 汽车销售, 装配式建筑, PPP, 环保, 自贸区, 污水处理, "
228,300008.SZ,300008,天海防务,船舶,3.6,"海工装备, 军工, 军民融合, 量子通信, "
229,600127.SH,600127,金健米业,农业综合,3.61,"乡村振兴, 食品, 湖南国企改革, 乳业（奶粉）, "
230,002630.SZ,002630,华西能源,专用机械,3.61,"石墨烯, 资产重组, "
231,601216.SH,601216,君正集团,化工原料,3.63,"烧碱, PVC, 内蒙古, 阿里巴巴概念股, 金改, 硅锰, 高质押率, 互联网金融, 快递物流, 彩票, 资产重组, 独角兽, 蚂蚁金服概念股, "
232,300063.SZ,300063,天龙集团,染料涂料,3.63,"百度概念股, 工业自动化, 智能制造, 股权转让, 独角兽, "
233,601908.SH,601908,京运通,电气设备,3.64,"风电, 光伏, "
234,600982.SH,600982,宁波热电,供气供热,3.66,"水电, 业绩预增, 浙江国企改革, 环杭州湾大湾区, 资产重组, "
235,000611.SZ,000611,天首发展,纺织,3.67,"内蒙古, 有色金属, 有色-钼, 资产重组, 壳公司, "
236,002325.SZ,002325,洪涛股份,装修装饰,3.67,"教育, 智慧城市, 装修装饰, "
237,601599.SH,601599,鹿港文化,影视音像,3.67,"纺织服装, 独角兽, 影视, "
238,000591.SZ,000591,太阳能,新型电力,3.68,"央企改革, 光伏, "
239,000573.SZ,000573,粤宏远A,区域地产,3.68,"房地产, 举牌股, 壳公司, "
240,600966.SH,600966,博汇纸业,造纸,3.68,"破净股, 造纸, "
241,600423.SH,600423,*ST柳化,农药化肥,3.7,"业绩预增, 煤化工, 化肥, 广西, ST股, "
242,600117.SH,600117,西宁特钢,特种钢,3.7,"钢铁, 有色金属, 铁矿石, 有色-钒, "
