,ts_code,symbol,name,industry,COL_JUMP_OFF_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
10,300038.SZ,300038,ST数知,互联网,-66.08557844690966,32.04,"华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展13号单一资产
华宝信托有限责任公司-华宝-平安前海1号单一资金信托
国寿安保基金-渤海银行-民生信托-中国民生信托-至信349号集合资金信托计划
建信基金-兴业银行-中融国际信托-中融-宏金114号单一资金信托
鹏华资产-工商银行-中建投信托-中建投信托·京杭单一资金信托",5.0
11,600191.SH,600191,华资实业,食品,-65.25759577278731,17.41,,0.0
12,300325.SZ,300325,ST德威,塑料,-64.6376811594203,15.84,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
13,603332.SH,603332,苏州龙杰,化纤,-61.93771626297577,5.53,"上海翎巧资产管理有限公司-翎巧7号私募证券投资基金
上海翎巧资产管理有限公司-速赢二号私募证券投资基金
上海古骓投资管理合伙企业(有限合伙)-古骓六号私募证券投资基金
上海古骓投资管理合伙企业(有限合伙)-古骓十号私募证券投资基金
上海翎巧资产管理有限公司-翎巧4号私募证券投资基金
上海翎巧资产管理有限公司-翎巧12号私募证券投资基金",6.0
14,000667.SZ,000667,美好置业,全国地产,-61.78660049627791,45.28,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
15,603665.SH,603665,康隆达,纺织,-61.59057437407953,25.78,"华宝信托有限责任公司-辉煌1047号单一资金信托
金鹰基金-浦发银行-云南国际信托-云信富春12号单一资金信托",2.0
16,600198.SH,600198,大唐电信,通信设备,-61.015561015561026,58.02,"嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",2.0
17,000662.SZ,000662,*ST天夏,软件服务,-60.629921259842526,5.46,,0.0
18,300220.SZ,300220,金运激光,元器件,-60.34129692832765,22.74,,0.0
19,600247.SH,600247,*ST成城,商贸代理,-59.62732919254658,2.19,,0.0
20,300530.SZ,300530,达志科技,化工原料,-59.38261575954509,18.25,"深圳市君如资产管理顾问有限公司-君如木兰1号私募证券投资基金
深圳市前海小龙资产管理有限公司-小龙趋势1号私募证券投资基金",2.0
21,600890.SH,600890,中房股份,区域地产,-59.37961595273264,23.17,上海迎水投资管理有限公司-迎水汇金8号私募证券投资基金,1.0
22,600695.SH,600695,绿庭投资,多元金融,-59.34640522875818,15.72,,0.0
23,300807.SZ,300807,天迈科技,软件服务,-59.0363482671175,8.26,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",2.0
24,688607.SH,688607,康众医疗,医疗保健,-58.470588235294116,6.71,,0.0
25,300064.SZ,300064,ST金刚,矿物制品,-58.390410958904106,19.36,,0.0
26,002096.SZ,002096,南岭民爆,化工原料,-58.371335504886005,27.04,中央汇金资产管理有限责任公司,1.0
27,688063.SH,688063,派能科技,电气设备,-57.50581395348837,52.55,,0.0
28,300940.SZ,300940,南极光,元器件,-57.115910591342065,12.77,,0.0
29,300118.SZ,300118,东方日升,电气设备,-57.06890973794889,95.05,"交通银行股份有限公司-平安研究睿选混合型证券投资基金
中国农业银行股份有限公司-平安低碳经济混合型证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金
红塔资产-中信银行-中信信托-中信·宏商金融投资项目1603期
中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
交通银行股份有限公司-汇丰晋信智造先锋股票型证券投资基金",8.0
30,002863.SZ,002863,今飞凯达,汽车配件,-57.064721969006385,21.21,,0.0
31,300939.SZ,300939,秋田微,元器件,-56.951688169091405,13.56,,0.0
32,002168.SZ,002168,惠程科技,互联网,-56.315007429420504,30.05,"日照汇银股权投资基金管理合伙企业(有限合伙)
富兴投资基金(广州)有限公司-富兴沁园春1号私募证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",4.0
33,688628.SH,688628,优利德,电器仪表,-55.29329608938547,8.46,,0.0
34,600766.SH,600766,园城黄金,黄金,-55.14285714285714,11.96,,0.0
35,300278.SZ,300278,华昌达,专用机械,-54.73321858864028,18.99,陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划,1.0
36,002366.SZ,002366,台海核电,专用机械,-54.64135021097047,19.06,香港中央结算有限公司(陆股通),1.0
37,603032.SH,603032,德新交运,公路,-54.574951330305,18.7,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
38,002684.SZ,002684,ST猛狮,电气设备,-54.42359249329759,10.73,"深圳前海易德顺升股权投资基金合伙企业(有限合伙)
深圳前海易德资本优势股权投资基金合伙企业(有限合伙)
宁波致云股权投资基金管理有限公司",3.0
39,300549.SZ,300549,优德精密,专用机械,-54.328087167070215,20.09,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
40,000995.SZ,000995,皇台酒业,白酒,-54.12087912087913,36.92,甘肃西部资产管理股份有限公司,1.0
41,300819.SZ,300819,聚杰微纤,化纤,-54.00268765598004,7.64,"广东润行投资管理有限公司-润行新周期8号私募证券投资基金
广东润行投资管理有限公司-润行新周期1号私募证券投资基金",2.0
42,300946.SZ,300946,恒而达,机械基件,-53.8912429378531,10.88,,0.0
43,300713.SZ,300713,英可瑞,电气设备,-53.32920408795292,14.2,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-客户资金2",2.0
44,600978.SH,600978,*ST宜生,家居用品,-53.153153153153156,7.71,,0.0
45,300537.SZ,300537,广信材料,染料涂料,-52.76360544217687,16.15,,0.0
46,600593.SH,600593,大连圣亚,旅游服务,-52.76262746027982,32.14,"磐京股权投资基金管理(上海)有限公司
上海盈嘉信投资管理合伙企业(有限合伙)-盈嘉信多信1号私募证券投资基金
磐京股权投资基金管理(上海)有限公司-磐京稳赢6号私募证券投资基金
浙江兆信投资管理有限公司-兆信双喜2号私募证券投资基金",4.0
47,600340.SH,600340,华夏幸福,区域地产,-52.64214046822742,330.16,"中央汇金资产管理有限责任公司
华夏控股-光大证券-20华夏EB担保及信托财产专户
香港中央结算有限公司(陆股通)
华夏控股-光大证券-20华EB02担保及信托财产专户",4.0
48,300389.SZ,300389,艾比森,半导体,-52.6,13.08,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中央汇金资产管理有限责任公司",2.0
49,300503.SZ,300503,昊志机电,机械基件,-52.540650406504064,23.18,"上海迎水投资管理有限公司-迎水和谐4号私募证券投资基金
上海通怡投资管理有限公司-通怡海川12号私募证券投资基金
上海迎水投资管理有限公司-迎水和谐3号私募证券投资基金
上海通怡投资管理有限公司-通怡东风3号私募证券投资基金
上海通怡投资管理有限公司-通怡桃李2号私募证券投资基金
广州市玄元投资管理有限公司-玄元定增精选证券投资基金",6.0
50,600333.SH,600333,长春燃气,供气供热,-52.53505933117584,27.89,,0.0
51,002776.SZ,002776,柏堡龙,服饰,-52.504038772213256,20.12,"浙商财富(北京)投资基金管理有限公司-浙商投资合旭1号私募证券投资基金
浙商财富(北京)投资基金管理有限公司-浙商投资长盈二号私募证券投资基金
浙江品润投资管理有限公司-品润FOF品人2期私募证券投资基金",3.0
52,300140.SZ,300140,中环装备,环境保护,-52.44040862656072,22.79,"中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司",2.0
53,600291.SH,600291,西水股份,保险,-52.27272727272727,38.04,雪松国际信托股份有限公司,1.0
54,300938.SZ,300938,信测标准,综合类,-52.10304942166141,7.41,,0.0
55,000929.SZ,000929,兰州黄河,啤酒,-52.07692307692307,12.69,,0.0
56,300293.SZ,300293,蓝英装备,专用机械,-52.01923076923076,39.18,浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金,1.0
57,688557.SH,688557,兰剑智能,专用机械,-51.96958174904943,5.58,,0.0
58,002682.SZ,002682,龙洲股份,公路,-51.95911413969336,17.82,"中央汇金资产管理有限责任公司
华信(北京)投资基金有限公司-华信信仰一号私募证券投资基金",2.0
59,300062.SZ,300062,中能电气,电气设备,-51.95753151957532,18.72,,0.0
60,688788.SH,688788,科思科技,通信设备,-51.849999999999994,20.6,,0.0
61,603976.SH,603976,正川股份,医疗保健,-51.84389545291801,65.35,,0.0
62,600121.SH,600121,郑州煤电,煤炭开采,-51.716738197424895,54.83,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
63,002316.SZ,002316,亚联发展,软件服务,-51.699463327370296,10.56,上海创奥投资管理合伙企业(有限合伙)-奥凯盛鑫7号私募证券投资基金,1.0
64,002646.SZ,002646,青青稞酒,白酒,-51.20031483667847,58.43,"易方达基金-农业银行-易方达中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中央汇金资产管理有限责任公司",8.0
65,600381.SH,600381,青海春天,医疗保健,-51.17878192534382,32.23,,0.0
66,600403.SH,600403,大有能源,煤炭开采,-51.12903225806452,84.63,"中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司",2.0
67,300356.SZ,300356,光一科技,电气设备,-51.04311543810849,16.16,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
68,300915.SZ,300915,海融科技,食品,-50.95470383275262,10.56,,0.0
69,300419.SZ,300419,浩丰科技,软件服务,-50.88495575221239,24.97,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
70,300208.SZ,300208,青岛中程,电气设备,-50.81249999999999,69.08,"宁波梅山保税港区荟金投资管理有限公司-荟金2号私募证券投资基金
珠海回声资产管理有限公司-回声1号私募基金
宁波梅山保税港区荟金投资管理有限公司-荟金1号私募证券投资基金",3.0
71,000523.SZ,000523,广州浪奇,日用化工,-50.735294117647065,17.3,上海通怡投资管理有限公司-通怡梧桐11号私募证券投资基金,1.0
72,300727.SZ,300727,润禾材料,化工原料,-50.59183673469387,32.61,北京泰德圣投资有限公司-泰德圣-价值1期私募证券投资基金,1.0
73,300318.SZ,300318,博晖创新,医疗保健,-50.411280846063455,66.35,"中国银行股份有限公司-国泰中证生物医药交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
74,300928.SZ,300928,华安鑫创,汽车服务,-50.40790532000461,8.92,,0.0
75,300766.SZ,300766,每日互动,互联网,-50.4029304029304,47.04,"全国社保基金五零三组合
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金",2.0
76,002042.SZ,002042,华孚时尚,纺织,-50.3896103896104,72.72,"富荣基金-深圳市前海富银城投基金管理有限公司-富荣卓越1号单一资产管理计划
香港中央结算有限公司(陆股通)
金鹰基金-工商银行-万向信托-万向信托-星辰39号事务管理类单一资金信托
泰达宏利基金-招商银行-长安国际信托-长安信托·华孚色纺定增单一资金信托
金元顺安基金-兴业银行-上海爱建信托-爱建信托欣欣7号定向增发事务管理类单一资金信托",5.0
77,600393.SH,600393,粤泰股份,全国地产,-50.324675324675326,17.69,,0.0
78,300514.SZ,300514,友讯达,通信设备,-50.15087507543754,16.03,,0.0
79,300167.SZ,300167,迪威迅,通信设备,-50.141242937853114,12.61,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-客户资金2",2.0
80,603825.SH,603825,华扬联众,互联网,-50.075244544770506,34.28,"东方富海(芜湖)股权投资基金(有限合伙)
东方富海(芜湖)二号股权投资基金(有限合伙)",2.0
81,600616.SH,600616,金枫酒业,红黄酒,-49.920634920634924,42.68,,0.0
82,300609.SZ,300609,汇纳科技,互联网,-49.78708303761533,14.83,"中国农业银行股份有限公司-工银瑞信高质量成长混合型证券投资基金
基本养老保险基金一二零四组合
华菱津杉(天津)产业投资基金合伙企业(有限合伙)
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
招商银行股份有限公司-工银瑞信科技创新3年封闭运作混合型证券投资基金
招商银行股份有限公司-工银瑞信圆兴混合型证券投资基金",6.0
83,600889.SH,600889,南京化纤,化纤,-49.74025974025974,16.29,"南京国资混改基金有限公司
上海芮翊投资管理有限公司-芮翊乾亨2号私募投资基金
上海芮翊投资管理有限公司-芮翊乾亨1号私募投资基金",3.0
84,000638.SZ,000638,万方发展,软件服务,-49.694749694749696,17.79,,0.0
85,300708.SZ,300708,聚灿光电,半导体,-49.68570647717956,40.38,,0.0
86,300711.SZ,300711,广哈通信,通信设备,-49.6694214876033,34.07,北京汐合精英投资有限公司-汐合量化1号私募证券投资基金,1.0
87,002618.SZ,002618,丹邦科技,元器件,-49.630541871921174,26.85,香港中央结算有限公司(陆股通),1.0
88,300424.SZ,300424,航新科技,航空,-49.58020326999558,25.5,"中国建设银行股份有限公司-长信国防军工量化灵活配置混合型证券投资基金
宁波梅山保税港区凌顶投资管理有限公司-凌顶恒誉穿云航空产业1号私募证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",3.0
89,300717.SZ,300717,华信新材,塑料,-49.52114924181963,14.43,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-客户资金2",2.0
90,300913.SZ,300913,兆龙互连,电气设备,-49.455205811138015,7.71,,0.0
91,300162.SZ,300162,雷曼光电,元器件,-49.392265193370164,14.74,深圳市君安恒利资产管理有限公司-恒利稳健1号证券投资基金,1.0
92,002348.SZ,002348,高乐股份,文教休闲,-49.390243902439025,16.46,,0.0
93,002235.SZ,002235,安妮股份,互联网,-49.19614147909967,19.52,,0.0
94,300722.SZ,300722,新余国科,专用机械,-49.112978524743234,71.0,"中国工商银行股份有限公司-广发中证军工交易型开放式指数证券投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
交通银行股份有限公司-前海开源中证军工指数型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",4.0
95,001896.SZ,001896,豫能控股,火力发电,-48.72521246458924,68.0,,0.0
96,300301.SZ,300301,长方集团,半导体,-48.58569051580699,23.33,安信基金-浦发银行-深圳市鼎萨恒顺投资有限公司,1.0
97,600105.SH,600105,永鼎股份,通信设备,-48.47942754919499,44.88,,0.0
98,000606.SZ,000606,顺利办,互联网,-48.47058823529412,18.32,浙江自贸区顺利办资产管理合伙企业(有限合伙),1.0
99,300189.SZ,300189,神农科技,种植业,-48.32116788321168,52.87,湖南省财信产业基金管理有限公司,1.0
