,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_MONTHLY_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
37,300413.SZ,300413,芒果超媒,影视音像,True,0.1183,856.66,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零一组合
中国建设银行股份有限公司-交银施罗德内核驱动混合型证券投资基金
中国邮政储蓄银行股份有限公司-中欧中小盘股票型证券投资基金(LOF)",7.0
38,601155.SH,601155,新城控股,区域地产,True,0.12080000000000002,999.92,"招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
东莞市惠丰资产管理有限公司-惠丰财富策略1号证券投资基金
全国社保基金一零六组合
香港中央结算有限公司(陆股通)",4.0
39,300363.SZ,300363,博腾股份,化学制药,True,0.1239,202.96,"中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
华泰瑞联基金管理有限公司-南京华泰瑞联并购基金二号(有限合伙)
华泰瑞联基金管理有限公司-南京华泰瑞联并购基金三号(有限合伙)
中国工商银行-广发聚丰混合型证券投资基金
重庆慧林股权投资基金合伙企业(有限合伙)",6.0
40,600516.SH,600516,方大炭素,矿物制品,True,0.13119999999999998,302.57,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
41,002254.SZ,002254,泰和新材,化纤,True,0.13379999999999997,68.47,"全国社保基金四一三组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国银行股份有限公司-工银瑞信核心价值混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行-嘉实策略增长混合型证券投资基金",6.0
42,002805.SZ,002805,丰元股份,化工原料,True,0.13590000000000002,17.19,,0.0
43,002410.SZ,002410,广联达,软件服务,True,0.1473,904.03,"中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
香港中央结算有限公司(陆股通)",2.0
44,601369.SH,601369,陕鼓动力,机械基件,True,0.14739999999999998,153.06,中央汇金资产管理有限责任公司,1.0
45,300725.SZ,300725,药石科技,化学制药,True,0.1561,202.67,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
香港中央结算有限公司(陆股通)",4.0
46,002001.SZ,002001,新和成,化学制药,True,0.1629,868.75,"香港中央结算有限公司(陆股通)
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中央汇金资产管理有限责任公司
兴全基金-兴业银行-兴全-有机增长1号特定多客户资产管理计划
上海重阳战略投资有限公司-重阳战略汇智基金
全国社保基金一零五组合
全国社保基金一一四组合",7.0
47,603501.SH,603501,韦尔股份,半导体,True,0.16830000000000003,2529.91,"中国工商银行股份有限公司-诺安成长股票型证券投资基金
香港中央结算有限公司(陆股通)",2.0
48,000528.SZ,000528,柳工,工程机械,True,0.1696,119.79,"易方达基金-农业银行-易方达中证金融资产管理计划
香港中央结算有限公司(陆股通)
博时基金-农业银行-博时中证金融资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划",8.0
49,300054.SZ,300054,鼎龙股份,化工原料,True,0.17070000000000005,158.09,"中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
上海理成资产管理有限公司-理成风景专户3号私募投资基金
香港中央结算有限公司(陆股通)
上海理成资产管理有限公司-理成圣远1号A期私募投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
平安银行股份有限公司-长信可转债债券型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金",8.0
50,603583.SH,603583,捷昌驱动,电气设备,True,0.19240000000000002,145.54,"全国社保基金四零六组合
中信信托有限责任公司-中信信托锐进58期源乐晟投资集合资金信托计划
全国社保基金一一六组合
香港中央结算有限公司(陆股通)",4.0
51,603833.SH,603833,欧派家居,家居用品,True,0.20010000000000003,874.03,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中国银行-华夏回报证券投资基金
中国建设银行股份有限公司-华安聚优精选混合型证券投资基金",6.0
52,002353.SZ,002353,杰瑞股份,化工机械,True,0.20099999999999996,280.49,"全国社保基金一一四组合
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
全国社保基金四一八组合
香港中央结算有限公司(陆股通)",4.0
53,600469.SH,600469,风神股份,汽车配件,True,0.2036,32.28,北京宏图昌历投资基金管理中心(有限合伙),1.0
54,300595.SZ,300595,欧普康视,医疗保健,True,0.20900000000000002,498.3,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
上海彤源投资发展有限公司-彤源同祥私募证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金",6.0
55,002705.SZ,002705,新宝股份,家用电器,True,0.2128,458.4,"鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
兴业银行股份有限公司-广发稳健优选六个月持有期混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零四组合
中国工商银行股份有限公司-中欧消费主题股票型证券投资基金
中央汇金资产管理有限责任公司
基本养老保险基金一二零三组合
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金",8.0
56,002008.SZ,002008,大族激光,电器仪表,True,0.21349999999999997,512.87,"中央汇金资产管理有限责任公司
挪威中央银行-自有资金
中国国际金融香港资产管理有限公司-客户资金
香港中央结算有限公司(陆股通)",4.0
57,300316.SZ,300316,晶盛机电,专用机械,True,0.2151,543.28,"中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
大家资产-工商银行-大家资产-蓝筹精选5号集合资产管理产品
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅庆瑞6号瑞行基金",5.0
58,002172.SZ,002172,澳洋健康,化纤,True,0.21619999999999998,27.21,,0.0
59,300454.SZ,300454,深信服,软件服务,True,0.2178,673.09,"交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)",2.0
60,300641.SZ,300641,正丹股份,化工原料,True,0.2208,35.15,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-客户资金2",2.0
61,603027.SH,603027,千禾味业,食品,True,0.23199999999999998,307.88,"中国工商银行股份有限公司-汇添富蓝筹稳健灵活配置混合型证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合
中国工商银行-汇添富成长焦点混合型证券投资基金
中国工商银行-广发聚丰混合型证券投资基金
全国社保基金一一七组合
全国社保基金四零六组合
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金",7.0
62,000541.SZ,000541,佛山照明,家用电器,True,0.23220000000000002,72.49,中央汇金资产管理有限责任公司,1.0
63,002054.SZ,002054,德美化工,化工原料,True,0.2375,30.66,中央汇金资产管理有限责任公司,1.0
64,002673.SZ,002673,西部证券,证券,True,0.2421,376.45,"香港中央结算有限公司(陆股通)
西部信托有限公司
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金",5.0
65,600997.SH,600997,开滦股份,煤炭开采,True,0.24459999999999998,109.08,"中融中证煤炭指数分级证券投资基金
中国信达资产管理股份有限公司
华宝标普中国A股红利机会指数证券投资基金(LOF)
招商中证煤炭等权指数分级证券投资基金
中央汇金资产管理有限责任公司",5.0
66,600237.SH,600237,铜峰电子,元器件,True,0.24630000000000002,35.33,铜陵市铜鑫先进结构材料产业纾困发展基金合伙企业(有限合伙),1.0
67,002145.SZ,002145,中核钛白,化工原料,True,0.2494,108.19,"珠海汇尚创业投资有限公司-橡树湾8号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
68,000831.SZ,000831,五矿稀土,小金属,True,0.2516,175.28,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)",3.0
69,002867.SZ,002867,周大生,服饰,True,0.2525,225.93,"中国建设银行股份有限公司-安信价值精选股票型证券投资基金
招商银行股份有限公司-东方阿尔法精选灵活配置混合型发起式证券投资基金
广发基金管理有限公司-社保基金四二零组合
香港中央结算有限公司(陆股通)
全国社保基金一零一组合
招商银行股份有限公司-安信价值回报三年持有期混合型证券投资基金",6.0
70,300759.SZ,300759,康龙化成,化学制药,True,0.26630000000000004,442.69,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
香港中央结算有限公司(陆股通)",4.0
71,603260.SH,603260,合盛硅业,化工原料,True,0.26689999999999997,450.05,"上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
香港中央结算有限公司(陆股通)",2.0
72,600096.SH,600096,云天化,农药化肥,True,0.2736,88.14,"中国长城资产管理股份有限公司
全国社保基金一零七组合",2.0
73,002821.SZ,002821,凯莱英,生物制药,True,0.2770000000000001,755.11,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
高瓴资本管理有限公司-HCM中国基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
全国社保基金一零一组合",7.0
74,600036.SH,600036,招商银行,银行,True,0.28059999999999996,10652.8,香港中央结算有限公司(陆股通),1.0
75,000725.SZ,000725,京东方A,元器件,True,0.28659999999999997,2391.18,"中意资管-招商银行-中意资产-启航1号资产管理产品
中意资管-招商银行-中意资产-承平1号资产管理产品
香港中央结算有限公司(陆股通)
招商银行股份有限公司-银河创新成长混合型证券投资基金",4.0
76,002851.SZ,002851,麦格米特,电气设备,True,0.28869999999999996,148.77,"全国社保基金四零四组合
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)",4.0
77,600406.SH,600406,国电南瑞,电气设备,True,0.2992,1425.52,"上海重阳战略投资有限公司-重阳战略汇智基金
中国国有企业结构调整基金股份有限公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",4.0
78,600803.SH,600803,新奥股份,综合类,True,0.3016,189.94,"香港中央结算有限公司(陆股通)
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
中国建设银行股份有限公司-中欧创业板两年定期开放混合型证券投资基金
全国社保基金四一八组合
中央汇金资产管理有限责任公司
中信证券股份有限公司-社保基金1106组合",6.0
79,600143.SH,600143,金发科技,塑料,True,0.303,615.87,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
80,600392.SH,600392,盛和资源,小金属,True,0.3114,258.71,香港中央结算有限公司(陆股通),1.0
81,300408.SZ,300408,三环集团,元器件,True,0.3129,676.44,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
全国社保基金一一五组合
全国社保基金一一一组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
挪威中央银行-自有资金",6.0
82,002056.SZ,002056,横店东磁,元器件,True,0.31500000000000006,276.14,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",4.0
83,603638.SH,603638,艾迪精密,专用机械,True,0.33049999999999996,487.89,香港中央结算有限公司(陆股通),1.0
84,300285.SZ,300285,国瓷材料,陶瓷,True,0.3384,382.73,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
国家第一养老金信托公司-自有资金
华泰瑞联基金管理有限公司-江苏华泰瑞联并购基金(有限合伙)
香港中央结算有限公司(陆股通)
招商银行股份有限公司-嘉实远见精选两年持有期混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金",7.0
85,603456.SH,603456,九洲药业,化学制药,True,0.34409999999999996,329.36,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
全国社保基金六零二组合
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金",4.0
86,600733.SH,600733,北汽蓝谷,汽车整车,True,0.34970000000000007,194.87,上海中平国瑀并购股权投资基金合伙企业(有限合伙),1.0
87,003022.SZ,003022,联泓新科,化工原料,True,0.3508,34.19,,0.0
88,600844.SH,600844,丹化科技,化工原料,True,0.3508,40.23,财通基金-工商银行-富春定增1021号资产管理计划,1.0
89,603489.SH,603489,八方股份,电气设备,True,0.35419999999999996,154.94,"中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-泰康策略优选灵活配置混合型证券投资基金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金
全国社保基金四零六组合
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)",8.0
90,002092.SZ,002092,中泰化学,化工原料,True,0.35559999999999997,174.5,"广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
91,603225.SH,603225,新凤鸣,化纤,True,0.3686,260.78,,0.0
92,603599.SH,603599,广信股份,农药化肥,True,0.3717,130.51,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)
安徽高新毅达皖江产业发展创业投资基金(有限合伙)
全国社保基金一一四组合",6.0
93,603392.SH,603392,万泰生物,医疗保健,True,0.3811,137.34,"中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国银行股份有限公司-招商医药健康产业股票型证券投资基金
中国银行股份有限公司-招商创新增长混合型证券投资基金
华安财保资管-浦发银行-华安财保资管安源11号定向资产管理产品",5.0
94,300012.SZ,300012,华测检测,电器仪表,True,0.3829,473.56,"全国社保基金一一五组合
香港中央结算有限公司(陆股通)
中国工商银行-广发聚丰混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国邮政储蓄银行股份有限公司-中欧中小盘股票型证券投资基金(LOF)
全国社保基金四零六组合
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国工商银行-广发稳健增长证券投资基金",8.0
95,300760.SZ,300760,迈瑞医疗,医疗保健,True,0.3847,2386.76,"中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金
全国社保基金一零二组合
香港中央结算有限公司(陆股通)",3.0
96,603113.SH,603113,金能科技,焦炭加工,True,0.3885,138.34,"北京国投协力股权投资基金(有限合伙)
全国社保基金六零二组合
国投创新(北京)投资基金有限公司
香港中央结算有限公司(陆股通)",4.0
97,000049.SZ,000049,德赛电池,电气设备,True,0.38980000000000004,162.0,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行股份有限公司-嘉实产业先锋混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中国银行股份有限公司-嘉实新能源新材料股票型证券投资基金",8.0
98,601689.SH,601689,拓普集团,汽车配件,True,0.39080000000000004,548.59,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
基本养老保险基金一二零六组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-宝盈人工智能主题股票型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国农业银行股份有限公司-上投摩根新兴动力混合型证券投资基金",6.0
99,000703.SZ,000703,恒逸石化,化纤,True,0.3921,494.61,"长安国际信托股份有限公司-长安信托-恒逸石化第三期员工持股集合资金信托计划
华能贵诚信托有限公司-华能信托·锦溢欣诚集合资金信托计划
香港中央结算有限公司(陆股通)
西藏信托有限公司-西藏信托-泓景19号集合资金信托计划
华润深国投信托有限公司-华润信托·华颖6号单一资金信托
南华基金-浙商银行-南华基金鑫华1号资产管理计划
汇安基金-浙商银行-汇安基金-湖畔1号资产管理计划",7.0
100,603259.SH,603259,药明康德,化学制药,True,0.397,2487.24,"高瓴资本管理有限公司-HCM基金二期(QFII)
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金
香港中央结算有限公司(陆股通)",3.0
101,300782.SZ,300782,卓胜微,元器件,True,0.39780000000000004,707.71,"中国工商银行股份有限公司-诺安成长混合型证券投资基金
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",4.0
102,600549.SH,600549,厦门钨业,小金属,True,0.4011,244.51,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
103,300677.SZ,300677,英科医疗,医疗保健,True,0.4030000000000001,665.12,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-前海开源沪港深优势精选灵活配置混合型证券投资基金
中国工商银行股份有限公司-前海开源国家比较优势灵活配置混合型证券投资基金",5.0
104,600497.SH,600497,驰宏锌锗,铅锌,True,0.407,263.73,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金",4.0
