code,name,p_change_01,p_change_02,past_average_turnover,normalizing_std,next_day_to_ma5,close_to_ma5,stop_mark
002208,合肥城建,4.865,-14.059,6.367,0.021,15.505,,
600201,生物股份,0.698,-13.693,1.073,0.011,24.765,★,
000045,深纺织Ａ,0.864,-13.581,0.683,0.013,8.022,,
300433,蓝思科技,2.301,-13.405,3.54,0.036,20.908,,
601601,中国太保,1.79,-13.379,0.443,0.02,32.075,,
300688,创业黑马,3.959,-13.269,18.977,0.019,63.52,,
600099,林海股份,3.041,-13.173,0.69,0.013,8.033,,
600487,亨通光电,6.318,-13.118,2.223,0.034,32.0,,
002236,大华股份,3.387,-13.091,1.323,0.015,23.287,★,
002322,理工环科,1.335,-13.07,0.997,0.021,13.975,,
002458,益生股份,5.278,-13.07,2.527,0.017,13.038,,
002066,瑞泰科技,3.94,-12.923,1.223,0.012,8.93,★,
002200,云投生态,3.732,-12.919,1.37,0.016,8.38,,
002128,露天煤业,0.438,-12.901,0.923,0.014,9.15,★,
600710,苏美达,3.357,-12.608,0.9,0.032,5.948,,
300072,三聚环保,5.855,-12.553,0.767,0.0,28.035,★,
600819,耀皮玻璃,3.063,-12.419,0.417,0.015,4.6,,
600340,华夏幸福,5.473,-12.075,1.003,0.019,29.368,★,
300291,华录百纳,1.759,-12.07,0.793,0.005,10.508,★,
002454,松芝股份,0.588,-11.998,1.337,0.021,11.677,,
002543,万和电气,7.638,-11.96,0.67,0.035,20.035,,
000333,美的集团,7.974,-11.845,0.537,0.015,52.405,★,
600250,南纺股份,0.121,-11.715,0.343,0.014,8.053,,
000695,滨海能源,0.865,-11.669,0.403,0.014,9.082,,
002734,利民股份,2.563,-11.653,1.85,0.017,24.69,,
300426,唐德影视,3.201,-11.62,1.927,0.015,18.02,,
002594,比亚迪,0.732,-11.528,0.45,0.013,53.282,,
600009,上海机场,5.748,-11.369,0.353,0.015,45.96,,
002415,海康威视,4.019,-11.343,0.42,0.012,39.16,★,
600647,同达创业,2.29,-11.285,0.603,0.022,14.268,,
002782,可立克,2.209,-11.192,3.13,0.015,13.327,★,
601933,永辉超市,4.325,-11.116,0.5,0.009,9.042,,
002517,恺英网络,2.058,-10.835,3.153,0.017,15.238,★,
600800,天津磁卡,0.757,-10.827,0.88,0.017,5.31,,
300418,昆仑万维,0.979,-10.647,1.983,0.016,22.41,,
000820,神雾节能,14.496,-10.417,9.857,0.02,16.648,★,
002202,金风科技,4.869,-10.403,0.5,0.013,16.608,,
002702,海欣食品,0.21,-10.321,2.863,0.014,4.802,,
600660,福耀玻璃,4.264,-10.255,0.78,0.017,23.265,,
000806,银河生物,0.6,-10.011,1.797,0.019,6.538,,
002226,江南化工,3.236,-10.0,1.283,0.023,5.59,,
002240,威华股份,1.172,-9.903,0.62,0.019,14.455,,
002715,登云股份,2.284,-9.811,1.3,0.008,19.258,★,
002365,永安药业,0.499,-9.768,2.327,0.019,23.945,,
002417,深南股份,0.185,-9.766,1.59,0.021,10.318,,
600543,莫高股份,1.537,-9.703,0.407,0.005,8.58,★,
002205,国统股份,0.544,-9.555,0.693,0.012,14.898,,
600517,置信电气,0.217,-9.498,0.41,0.011,5.01,★,
601801,皖新传媒,0.778,-9.469,0.203,0.006,9.152,★,
600056,中国医药,3.751,-9.416,0.81,0.012,20.895,,
002330,得利斯,3.669,-9.411,0.693,0.018,6.32,,
002566,益盛药业,0.125,-9.386,1.43,0.019,8.265,,
002299,圣农发展,5.281,-9.228,0.62,0.023,13.102,,
002367,康力电梯,0.825,-9.144,1.907,0.022,8.298,,
601006,大秦铁路,4.444,-9.129,0.193,0.015,8.12,,
600218,全柴动力,0.975,-9.128,1.117,0.008,6.202,★,
000032,深桑达Ａ,2.246,-9.062,0.967,0.022,8.862,,
600720,祁连山,1.115,-9.013,1.993,0.018,9.065,,
002340,格林美,1.476,-9.001,1.903,0.016,6.862,★,
600192,长城电工,1.144,-8.999,0.753,0.014,5.285,,
000953,*ST河化,2.12,-8.873,0.723,0.017,7.658,,
002184,海得控制,1.575,-8.85,8.863,0.022,15.69,,
600082,海泰发展,1.175,-8.842,0.357,0.006,5.172,★,
000538,云南白药,1.628,-8.837,0.27,0.003,94.618,★,
000819,岳阳兴长,0.92,-8.822,1.133,0.03,10.818,,
601336,新华保险,3.022,-8.821,1.18,0.022,42.582,★,
300230,永利股份,1.96,-8.798,1.683,0.017,11.198,,
600143,金发科技,6.841,-8.791,0.397,0.029,5.568,,
601919,中远海控,4.092,-8.637,0.263,0.01,5.565,★,
002127,南极电商,4.124,-8.619,0.847,0.027,14.483,,
300506,名家汇,4.005,-8.547,1.813,0.02,20.355,,
300258,精锻科技,0.278,-8.521,0.477,0.016,14.185,,
002571,德力股份,0.735,-8.483,0.847,0.023,6.63,,
300025,华星创业,3.132,-8.407,2.387,0.025,4.76,,
600338,西藏珠峰,8.465,-8.405,4.323,0.04,30.355,,
000759,中百集团,1.277,-8.341,0.493,0.012,7.79,,
002466,天齐锂业,4.536,-8.299,1.337,0.02,53.282,,
600297,广汇汽车,1.638,-8.291,0.483,0.019,6.65,,
601100,恒立液压,5.565,-8.255,0.45,0.031,28.498,,
600160,巨化股份,3.263,-8.254,1.187,0.019,11.17,,
300265,通光线缆,1.988,-8.252,0.43,0.019,6.917,,
600332,白云山,16.69,-8.214,1.777,0.022,30.928,,
600258,首旅酒店,3.191,-8.195,1.247,0.017,27.632,,
601899,紫金矿业,0.225,-8.192,0.733,0.014,4.155,★,
002327,富安娜,0.311,-8.139,1.177,0.012,10.128,★,
600104,上汽集团,1.956,-8.068,0.13,0.006,31.81,★,
300074,华平股份,2.609,-8.067,1.093,0.024,7.16,,
000972,*ST中基,5.448,-8.021,0.343,0.009,3.825,,
600519,贵州茅台,5.331,-7.962,0.28,0.012,681.195,,
600498,烽火通信,15.485,-7.953,1.843,0.042,27.048,,
002271,东方雨虹,1.666,-7.948,1.033,0.02,38.105,,
000893,东凌国际,1.614,-7.907,1.907,0.013,5.625,★,
600522,中天科技,1.961,-7.902,1.29,0.02,10.632,,
000555,神州信息,3.663,-7.898,3.007,0.053,14.573,,
002651,利君股份,3.322,-7.845,6.13,0.043,7.127,★,
600690,青岛海尔,5.857,-7.797,0.633,0.018,17.508,,
600610,中毅达,10.358,-7.785,9.233,0.047,4.74,,
300234,开尔新材,0.995,-7.747,1.2,0.014,7.875,,
600422,昆药集团,4.084,-7.731,1.947,0.019,9.36,★,
002424,贵州百灵,0.768,-7.696,0.79,0.014,13.068,,
600871,*ST油服,0.493,-7.668,0.077,0.007,2.018,★,
300301,长方集团,0.183,-7.648,0.467,0.01,5.245,,
002508,老板电器,4.144,-7.591,1.123,0.012,33.93,★,
600737,中粮糖业,1.228,-7.542,0.41,0.006,7.382,★,
600400,红豆股份,1.793,-7.523,0.213,0.006,6.208,★,
002545,东方铁塔,0.405,-7.521,0.557,0.013,7.398,★,
300740,御家汇,0.475,-7.387,12.6,0.041,50.27,,
600623,华谊集团,8.313,-7.318,1.04,0.029,9.59,,
002035,华帝股份,5.038,-7.286,0.917,0.024,25.988,,
600721,百花村,7.59,-7.261,2.573,0.027,8.942,,
300160,秀强股份,2.643,-7.202,0.43,0.014,6.113,,
002088,鲁阳节能,4.846,-7.065,3.78,0.023,15.073,★,
002788,鹭燕医药,3.533,-6.99,2.343,0.021,28.67,,
600021,上海电力,1.498,-6.962,0.227,0.004,8.138,★,
601318,中国平安,3.134,-6.921,0.593,0.013,65.3,★,
600663,陆家嘴,0.629,-6.91,0.06,0.003,17.91,★,
600966,博汇纸业,2.137,-6.878,0.937,0.02,5.142,,
000637,茂化实华,0.799,-6.832,0.463,0.011,5.008,,
600050,中国联通,9.947,-6.809,1.853,0.049,5.51,,
601668,中国建筑,3.448,-6.793,0.21,0.011,8.295,,
600468,百利电气,14.612,-6.763,1.773,0.03,6.45,,
600260,凯乐科技,1.912,-6.72,1.437,0.03,29.205,,
002588,史丹利,0.296,-6.626,0.373,0.012,6.54,,
000910,大亚圣象,3.196,-6.553,0.897,0.024,18.553,,
600163,中闽能源,0.266,-6.546,0.317,0.004,3.698,★,
002689,远大智能,2.694,-6.488,0.253,0.015,4.485,,
002505,大康农业,0.405,-6.479,0.33,0.009,2.438,★,
300679,电连技术,0.167,-6.47,2.827,0.015,77.302,★,
000973,佛塑科技,1.676,-6.465,0.743,0.02,4.705,,
600645,中源协和,2.919,-6.459,1.19,0.018,21.472,,
600872,中炬高新,7.607,-6.4,0.967,0.017,23.895,,
601888,中国国旅,5.124,-6.384,0.367,0.004,53.578,★,
000488,晨鸣纸业,0.942,-6.327,1.343,0.022,15.672,,
000011,深物业A,0.208,-6.297,1.63,0.011,14.343,★,
300148,天舟文化,0.011,-6.181,1.33,0.015,5.988,,
600249,两面针,0.002,-6.17,0.61,0.01,5.145,★,
000020,深华发Ａ,0.944,-6.061,1.47,0.017,13.798,★,
300269,联建光电,0.714,-6.044,1.053,0.021,11.135,,
000863,三湘印象,1.822,-6.021,0.25,0.006,4.48,★,
002485,希努尔,0.152,-5.996,0.303,0.003,25.135,★,
600383,金地集团,2.607,-5.959,0.543,0.01,11.35,★,
601628,中国人寿,1.1,-5.956,0.047,0.01,24.585,★,
002700,新疆浩源,5.905,-5.92,1.707,0.027,8.208,,
600007,中国国贸,1.248,-5.881,0.063,0.006,13.702,★,
601088,中国神华,4.798,-5.849,0.14,0.011,20.76,★,
600876,洛阳玻璃,4.607,-5.842,3.44,0.031,17.992,,
600726,华电能源,1.829,-5.818,0.273,0.009,2.798,,
000971,高升控股,0.573,-5.817,2.0,0.218,10.545,,
600276,恒瑞医药,6.61,-5.808,0.44,0.018,85.14,,
002069,獐子岛,0.497,-5.807,0.847,0.012,4.03,,
000651,格力电器,10.407,-5.774,1.05,0.023,49.457,,
002775,文科园林,1.891,-5.773,1.763,0.017,16.36,,
002838,道恩股份,2.74,-5.767,0.967,0.01,44.548,,
002697,红旗连锁,0.012,-5.754,0.543,0.013,5.32,,
600405,动力源,2.711,-5.749,1.407,0.016,6.062,★,
600693,东百集团,0.156,-5.734,0.463,0.006,6.37,★,
600977,中国电影,0.063,-5.693,0.94,0.011,15.402,★,
000702,正虹科技,0.989,-5.67,1.007,0.015,6.11,,
002513,蓝丰生化,2.594,-5.657,0.71,0.013,8.605,,
600707,彩虹股份,3.427,-5.648,0.703,0.031,7.812,,
002116,中国海诚,1.831,-5.646,0.26,0.013,8.712,,
002446,盛路通信,5.258,-5.618,2.217,0.024,8.65,,
002826,易明医药,1.158,-5.581,1.527,0.019,16.035,,
300602,飞荣达,0.242,-5.563,2.487,0.026,60.355,,
601636,旗滨集团,1.691,-5.547,1.843,0.022,5.29,,
002306,*ST云网,2.446,-5.497,0.397,0.012,3.37,★,
300124,汇川技术,3.716,-5.485,0.803,0.025,31.965,,
002603,以岭药业,1.241,-5.485,0.273,0.013,14.66,,
002120,韵达股份,8.351,-5.446,0.563,0.006,48.47,★,
600869,智慧能源,1.161,-5.427,0.22,0.011,5.17,,
000501,鄂武商Ａ,0.417,-5.395,0.657,0.017,14.282,,
000786,北新建材,0.69,-5.386,1.237,0.018,23.075,,
600809,山西汾酒,4.625,-5.361,0.49,0.018,54.668,,
600107,美尔雅,0.539,-5.347,0.403,0.015,11.112,★,
601611,中国核建,1.548,-5.311,0.543,0.007,9.218,★,
300492,山鼎设计,6.622,-5.253,4.987,0.023,26.848,,
000858,五 粮 液,9.069,-5.235,0.667,0.018,71.023,,
002749,国光股份,2.341,-5.228,0.793,0.014,68.663,,
002225,濮耐股份,1.596,-5.177,0.323,0.013,4.375,,
300642,透景生命,2.242,-5.154,1.657,0.021,97.635,,
600023,浙能电力,0.393,-5.113,0.08,0.011,5.145,,
000920,南方汇通,0.362,-5.091,0.757,0.014,7.907,,
601766,中国中车,0.434,-5.06,0.147,0.007,9.528,★,
600008,首创股份,0.835,-5.043,0.61,0.005,4.94,★,
600415,小商品城,0.216,-5.013,0.15,0.008,5.075,★,
002360,同德化工,1.59,-4.989,0.547,0.015,6.235,,
002243,通产丽星,1.318,-4.977,0.33,0.013,6.84,,
300612,宣亚国际,5.073,-4.977,19.707,0.039,48.115,,
002803,吉宏股份,3.917,-4.872,0.687,0.016,39.32,★,
600216,浙江医药,0.153,-4.858,1.577,0.03,13.747,,
002752,昇兴股份,0.403,-4.853,0.743,0.013,7.365,,
000407,胜利股份,6.0,-4.845,1.497,0.034,5.66,,
000687,华讯方舟,21.755,-4.844,8.523,0.052,11.248,,
002132,恒星科技,0.007,-4.838,0.503,0.006,3.34,★,
601005,重庆钢铁,4.586,-4.814,0.233,0.018,2.208,,
000999,华润三九,1.484,-4.778,0.297,0.013,25.475,,
600125,铁龙物流,1.58,-4.734,1.047,0.008,8.32,★,
002294,信立泰,1.468,-4.662,0.473,0.017,39.255,,
300022,吉峰农机,1.561,-4.661,1.153,0.011,4.53,,
000100,TCL 集团,1.839,-4.66,0.573,0.013,3.265,,
000928,中钢国际,4.079,-4.654,2.687,0.029,5.305,★,
002746,仙坛股份,0.611,-4.631,0.987,0.021,20.96,,
600644,乐山电力,0.902,-4.617,0.233,0.012,5.528,,
600486,扬农化工,13.946,-4.581,1.433,0.051,48.142,,
000903,云内动力,0.008,-4.514,0.297,0.008,2.93,★,
601618,中国中冶,3.06,-4.506,0.117,0.013,3.693,★,
600986,科达股份,4.185,-4.371,1.243,0.033,10.82,,
002174,游族网络,4.027,-4.363,0.59,0.023,20.912,,
002472,双环传动,1.703,-4.351,0.897,0.018,8.745,,
000958,东方能源,1.201,-4.351,1.643,0.01,4.252,★,
600062,华润双鹤,7.445,-4.343,1.657,0.026,24.127,,
002825,纳尔股份,3.105,-4.323,1.797,0.016,22.18,,
600421,ST仰帆,1.147,-4.306,0.18,0.004,6.995,★,
002142,宁波银行,0.725,-4.285,0.393,0.012,18.012,★,
600803,新奥股份,4.831,-4.275,0.91,0.012,11.805,,
002057,中钢天源,4.815,-4.258,1.11,0.025,11.138,,
300068,南都电源,0.267,-4.245,1.387,0.007,15.262,★,
000901,航天科技,0.692,-4.238,1.653,0.015,20.062,,
600630,龙头股份,0.318,-4.221,0.703,0.014,9.222,,
600346,恒力股份,1.588,-4.221,0.8,0.007,14.722,★,
601166,兴业银行,0.197,-4.198,0.283,0.007,16.225,★,
002641,永高股份,0.524,-4.183,0.203,0.024,3.943,★,
600326,西藏天路,2.894,-4.177,1.553,0.024,8.28,,
300542,新晨科技,1.832,-4.15,9.353,0.031,35.888,,
600230,沧州大化,1.385,-4.124,1.607,0.021,38.832,,
600497,驰宏锌锗,1.683,-4.122,0.943,0.011,6.288,★,
600528,中铁工业,5.014,-4.092,0.763,0.033,10.71,,
002486,嘉麟杰,0.473,-4.086,0.703,0.008,4.203,★,
002564,天沃科技,5.713,-4.075,0.803,0.023,7.665,,
002685,华东重机,1.341,-4.059,1.553,0.018,9.15,★,
601808,中海油服,2.039,-4.021,0.243,0.016,11.402,★,
600020,中原高速,0.434,-4.018,0.217,0.009,4.515,★,
002112,三变科技,0.21,-4.016,2.007,0.025,9.132,,
600495,晋西车轴,0.204,-3.996,0.587,0.015,4.958,,
000570,苏常柴Ａ,3.095,-3.973,0.58,0.022,4.805,,
000869,张 裕Ａ,5.359,-3.9,0.48,0.027,37.63,,
001965,招商公路,0.682,-3.896,1.31,0.01,8.838,★,
600348,阳泉煤业,2.768,-3.879,0.9,0.015,6.965,★,
600129,太极集团,1.711,-3.877,0.46,0.014,14.685,,
600115,东方航空,2.38,-3.87,0.537,0.02,6.668,,
002419,天虹股份,1.648,-3.867,1.047,0.038,12.275,,
002231,奥维通信,2.075,-3.867,3.21,0.039,7.875,,
601028,玉龙股份,0.698,-3.859,0.607,0.025,7.242,★,
600866,星湖科技,7.413,-3.858,1.823,0.036,4.485,,
002289,宇顺电子,0.384,-3.846,1.567,0.024,7.672,,
601012,隆基股份,7.957,-3.799,0.933,0.016,34.662,,
000703,恒逸石化,1.264,-3.782,0.703,0.015,20.595,,
600728,佳都科技,2.13,-3.765,3.9,0.017,9.582,★,
600503,华丽家族,2.776,-3.731,0.767,0.011,5.498,,
002403,爱仕达,1.912,-3.705,0.637,0.015,10.362,,
002631,德尔未来,15.911,-3.696,1.97,0.018,9.732,,
600697,欧亚集团,1.328,-3.695,1.083,0.008,22.675,★,
600868,梅雁吉祥,5.743,-3.673,2.003,0.019,4.292,,
000557,西部创业,2.607,-3.655,0.99,0.025,4.14,,
002374,丽鹏股份,7.543,-3.65,1.893,0.031,4.352,,
002440,闰土股份,2.589,-3.641,1.587,0.026,20.388,,
600749,西藏旅游,0.557,-3.632,1.457,0.025,14.36,,
300003,乐普医疗,14.494,-3.609,1.083,0.047,34.1,,
002501,利源精制,0.729,-3.559,0.453,0.011,8.232,★,
600035,楚天高速,0.256,-3.527,0.207,0.011,4.085,,
002473,*ST圣莱,0.423,-3.526,0.567,0.025,6.84,,
300461,田中精机,1.715,-3.486,1.39,0.005,52.798,★,
000525,红 太 阳,0.471,-3.481,0.71,0.026,20.405,,
002388,新亚制程,1.374,-3.437,0.697,0.018,7.193,,
002842,翔鹭钨业,1.1,-3.401,2.03,0.015,39.078,,
600814,杭州解百,0.857,-3.395,0.213,0.009,7.118,,
600985,雷鸣科化,0.381,-3.379,1.87,0.024,12.56,,
300142,沃森生物,6.425,-3.355,1.493,0.023,20.35,,
600054,黄山旅游,1.86,-3.337,0.423,0.01,12.492,,
601789,宁波建工,2.362,-3.323,0.523,0.016,3.81,,
600724,宁波富达,1.256,-3.317,0.08,0.009,3.19,★,
600811,东方集团,0.668,-3.302,0.207,0.002,4.43,★,
002573,清新环境,3.026,-3.283,0.903,0.016,13.985,,
002270,华明装备,4.944,-3.283,0.923,0.028,9.192,,
600518,康美药业,1.376,-3.28,0.153,0.009,21.66,,
600619,海立股份,6.953,-3.26,0.917,0.027,10.085,,
000518,四环生物,0.186,-3.252,0.223,0.011,5.608,,
601607,上海医药,0.793,-3.247,0.573,0.012,22.72,,
300015,爱尔眼科,11.639,-3.231,0.75,0.028,43.62,,
600175,美都能源,2.404,-3.229,0.783,0.01,4.215,,
600120,浙江东方,0.734,-3.171,0.613,0.014,20.442,★,
002484,江海股份,4.476,-3.161,1.027,0.019,7.5,,
002547,春兴精工,1.737,-3.154,1.773,0.009,8.782,★,
000915,山大华特,0.09,-3.15,1.91,0.023,22.312,,
300028,金亚科技,2.215,-3.099,1.637,0.02,4.02,,
600036,招商银行,2.529,-3.065,0.197,0.01,28.552,★,
002494,华斯股份,0.82,-3.063,0.903,0.009,7.322,★,
000836,鑫茂科技,4.977,-3.051,1.79,0.041,4.302,,
600365,通葡股份,0.007,-2.997,1.4,0.005,7.19,★,
300407,凯发电气,0.011,-2.991,1.173,0.011,10.562,★,
000628,高新发展,0.699,-2.935,2.103,0.017,8.615,★,
600578,京能电力,1.816,-2.918,0.057,0.007,3.322,★,
600738,兰州民百,3.273,-2.901,1.28,0.017,7.652,,
600197,伊力特,0.422,-2.86,1.083,0.016,18.193,,
600628,新世界,0.88,-2.815,0.403,0.012,9.022,★,
000536,华映科技,0.78,-2.809,0.44,0.01,3.77,,
000619,海螺型材,2.481,-2.809,0.743,0.016,6.86,,
000633,合金投资,5.255,-2.785,1.457,0.01,8.332,★,
000665,湖北广电,1.227,-2.782,0.437,0.013,9.73,,
601011,宝泰隆,1.14,-2.766,0.923,0.012,7.01,★,
600604,市北高新,2.361,-2.752,0.953,0.017,6.335,,
601880,大连港,0.821,-2.747,0.337,0.006,2.488,★,
600744,华银电力,0.318,-2.738,0.193,0.01,3.182,,
600559,老白干酒,2.464,-2.737,0.957,0.023,23.438,,
300274,阳光电源,6.074,-2.631,2.027,0.018,18.292,,
600841,上柴股份,4.057,-2.607,0.247,0.011,12.475,★,
000767,漳泽电力,1.53,-2.603,0.107,0.012,2.608,,
000876,新 希 望,1.554,-2.6,0.283,0.003,7.188,★,
002087,新野纺织,0.412,-2.584,0.523,0.009,4.845,★,
002316,键桥通讯,4.043,-2.552,0.61,0.016,10.082,,
002867,周大生,0.365,-2.547,1.917,0.02,32.638,★,
600763,通策医疗,3.329,-2.542,2.05,0.039,40.282,,
600639,浦东金桥,0.275,-2.524,0.11,0.007,14.62,★,
000610,西安旅游,2.405,-2.524,0.65,0.011,9.782,★,
600292,远达环保,0.292,-2.52,0.393,0.014,6.922,,
000875,吉电股份,0.956,-2.499,1.077,0.015,3.15,★,
600884,杉杉股份,4.018,-2.488,1.66,0.016,18.17,,
000159,国际实业,2.542,-2.477,0.957,0.022,4.265,,
002337,赛象科技,0.211,-2.47,0.357,0.008,4.72,★,
002615,哈尔斯,6.926,-2.465,1.367,0.027,6.905,,
600867,通化东宝,8.511,-2.451,0.883,0.026,25.56,,
600161,天坛生物,0.268,-2.448,0.457,0.017,26.328,,
000861,海印股份,1.433,-2.448,0.18,0.01,2.788,,
002581,未名医药,2.624,-2.425,1.15,0.036,14.418,,
600686,金龙汽车,9.647,-2.424,2.173,0.026,13.395,,
002305,南国置业,0.271,-2.418,0.383,0.007,3.637,★,
002597,金禾实业,1.155,-2.385,1.127,0.019,23.12,,
600982,宁波热电,2.706,-2.357,0.377,0.007,3.772,★,
601666,平煤股份,1.616,-2.355,0.997,0.016,5.022,★,
600068,葛洲坝,0.366,-2.343,0.667,0.018,8.245,,
002078,太阳纸业,2.472,-2.342,0.773,0.026,10.418,,
601898,中煤能源,0.4,-2.339,0.073,0.009,4.975,★,
600184,光电股份,0.433,-2.339,0.357,0.02,16.833,,
601098,中南传媒,1.06,-2.328,0.137,0.016,12.253,,
600897,厦门空港,0.569,-2.308,0.327,0.013,19.355,,
601600,中国铝业,0.864,-2.283,2.437,0.037,4.905,,
000510,金路集团,0.16,-2.23,0.81,0.008,6.228,★,
600965,福成股份,0.787,-2.227,0.227,0.006,10.185,★,
600606,绿地控股,1.556,-2.218,1.847,0.009,7.145,★,
000727,华东科技,2.182,-2.15,1.243,0.016,2.27,,
600170,上海建工,0.278,-2.137,0.14,0.006,3.612,★,
600507,方大特钢,6.539,-2.129,2.29,0.025,13.515,,
600895,张江高科,2.457,-2.126,0.433,0.017,13.082,,
002280,联络互动,8.022,-2.124,0.98,0.046,6.445,,
600461,洪城水业,7.194,-2.114,1.167,0.022,6.262,,
300254,仟源医药,1.509,-2.11,1.027,0.023,9.11,,
300167,迪威迅,0.122,-2.094,2.1,0.01,7.412,,
300242,明家联合,0.469,-2.088,0.953,0.019,6.373,,
000078,海王生物,1.579,-2.08,0.497,0.011,5.682,,
600362,江西铜业,1.359,-2.071,1.373,0.007,17.315,★,
000925,众合科技,9.522,-2.068,2.723,0.016,12.673,,
600548,深高速,0.977,-2.035,0.09,0.008,8.208,★,
600713,南京医药,0.194,-2.024,0.347,0.009,5.272,,
600620,天宸股份,0.622,-2.013,0.297,0.01,7.998,★,
600284,浦东建设,0.58,-2.002,0.477,0.008,8.812,★,
002359,北讯集团,2.618,-1.995,1.043,0.019,26.575,,
601002,晋亿实业,0.504,-1.979,1.023,0.016,7.833,,
600775,南京熊猫,4.045,-1.975,0.863,0.016,7.538,,
002572,索菲亚,2.274,-1.963,0.997,0.011,32.575,,
002896,中大力德,3.986,-1.94,9.51,0.036,39.618,,
002339,积成电子,4.459,-1.893,1.96,0.016,8.435,,
002046,轴研科技,1.919,-1.892,0.69,0.013,8.322,,
000005,世纪星源,0.839,-1.89,0.833,0.017,3.58,,
600288,大恒科技,19.944,-1.866,2.347,0.056,9.102,,
300159,新研股份,7.214,-1.845,1.96,0.01,9.608,★,
002310,东方园林,2.05,-1.804,0.75,0.017,18.688,,
002062,宏润建设,0.678,-1.793,0.247,0.009,4.355,,
000839,中信国安,1.486,-1.761,0.73,0.013,6.802,★,
000631,顺发恒业,2.306,-1.756,0.497,0.018,3.898,,
300272,开能环保,3.972,-1.742,0.53,0.018,9.67,,
600476,湘邮科技,8.931,-1.741,2.313,0.024,15.062,,
002071,长城影视,0.702,-1.727,0.72,0.002,8.625,★,
000421,南京公用,0.386,-1.718,0.267,0.01,5.108,,
300741,华宝股份,1.576,-1.714,4.633,0.02,43.378,,
600836,界龙实业,1.52,-1.7,0.503,0.016,4.595,,
002326,永太科技,3.225,-1.696,0.703,0.011,8.95,★,
300446,乐凯新材,0.335,-1.692,1.087,0.021,20.502,,
600277,亿利洁能,0.175,-1.645,0.38,0.015,5.342,★,
600816,安信信托,0.79,-1.628,0.243,0.013,11.315,,
002640,跨境通,4.187,-1.624,0.777,0.014,18.202,,
002768,国恩股份,1.803,-1.613,0.72,0.011,25.282,★,
600804,鹏博士,2.643,-1.569,0.67,0.007,14.285,★,
600971,恒源煤电,0.13,-1.565,1.02,0.014,8.095,★,
601288,农业银行,1.083,-1.558,0.097,0.008,3.787,★,
002809,红墙股份,0.614,-1.553,1.72,0.013,25.55,,
002560,通达股份,0.283,-1.52,1.277,0.004,7.123,★,
601179,中国西电,0.513,-1.507,0.1,0.006,3.907,★,
000888,峨眉山Ａ,0.994,-1.506,0.513,0.012,9.155,★,
002591,恒大高新,3.036,-1.494,0.4,0.005,9.465,★,
601901,方正证券,0.514,-1.494,0.11,0.014,5.835,,
601398,工商银行,1.867,-1.493,0.123,0.01,6.0,★,
002614,奥佳华,6.022,-1.49,0.833,0.028,21.452,,
601939,建设银行,1.502,-1.478,1.77,0.009,7.455,★,
