,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_LIMIT,COL_FLOAT_HOLDERS
21,000060.SZ,000060,中金岭南,铅锌,4.48,True,True,"中信保诚基金-浦发银行-云南国际信托-云信智兴2017-510号单一资金信托
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
22,601101.SH,601101,昊华能源,煤炭开采,4.5,True,True,"中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金"
23,000717.SZ,000717,韶钢松山,普钢,4.52,True,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
24,600854.SH,600854,春兰股份,家用电器,4.57,True,True,
25,300032.SZ,300032,金龙机电,元器件,4.59,True,True,"前海开源基金-广发银行-方正东亚信托有限责任公司
中国长城资产管理股份有限公司
兴全基金-兴业银行-兴全-可交换私募债56期分级特定多客户资产管理计划"
26,002392.SZ,002392,北京利尔,其他建材,4.62,True,True,
27,002807.SZ,002807,江阴银行,银行,4.62,True,True,
28,601916.SH,601916,浙商银行,银行,4.63,True,True,
29,002266.SZ,002266,浙富控股,电气设备,4.63,True,True,"中央汇金资产管理有限责任公司
西藏信托有限公司-西藏信托-智昂6号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
30,601666.SH,601666,平煤股份,煤炭开采,4.69,True,True,"中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国工商银行-广发聚富开放式证券投资基金"
31,000516.SZ,000516,国际医学,医疗保健,4.72,True,True,"广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划
泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划"
32,002239.SZ,002239,奥特佳,汽车配件,4.74,True,True,
33,603169.SH,603169,兰石重装,专用机械,4.76,True,True,光大兴陇信托有限责任公司
34,002701.SZ,002701,奥瑞金,广告包装,4.79,True,True,"中泰证券资管-招商银行-证券行业支持民企发展系列之中泰资管5号集合资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
35,000933.SZ,000933,神火股份,煤炭开采,4.9,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
富国中证500指数增强型证券投资基金
全国社保基金四一二组合
国泰国证有色金属行业指数分级证券投资基金"
36,000758.SZ,000758,中色股份,铅锌,5.09,True,True,"中央汇金资产管理有限责任公司
全国社保基金一一四组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
37,603323.SH,603323,苏农银行,银行,5.15,True,True,
38,601001.SH,601001,大同煤业,煤炭开采,5.17,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金"
39,002334.SZ,002334,英威腾,电气设备,5.2,True,True,中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
40,601658.SH,601658,邮储银行,银行,5.25,True,True,"中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
全国社保基金一一四组合"
41,601860.SH,601860,紫金银行,银行,5.28,True,True,
42,600657.SH,600657,信达地产,全国地产,5.39,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
43,000807.SZ,000807,云铝股份,铝,5.41,True,True,"全国社保基金四一二组合
华泰资产管理有限公司-策略投资产品
香港中央结算有限公司(陆股通)
基本养老保险基金九零二组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国沪深300增强证券投资基金"
44,002613.SZ,002613,北玻股份,专用机械,5.48,True,True,
45,002284.SZ,002284,亚太股份,汽车配件,5.61,True,True,宁波梅山保税港区智石资产管理有限公司-智石私募证券投资基金
46,000750.SZ,000750,国海证券,证券,5.65,True,True,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
47,601077.SH,601077,渝农商行,银行,5.71,True,True,香港中央结算有限公司(陆股通)
48,000159.SZ,000159,国际实业,石油贸易,5.75,True,True,中央汇金资产管理有限责任公司
49,000690.SZ,000690,宝新能源,火力发电,5.77,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
50,002948.SZ,002948,青岛银行,银行,5.78,True,True,
51,600908.SH,600908,无锡银行,银行,5.81,True,True,"国联信托股份有限公司
华能贵诚信托有限公司-华能信托·鸿源锡诚1号集合资金信托计划"
52,600369.SH,600369,西南证券,证券,5.86,True,True,"重庆市江北嘴中央商务区投资集团有限公司
招商财富-招商银行-渝富4号专项资产管理计划
重庆国际信托股份有限公司
中央汇金资产管理有限责任公司"
53,600266.SH,600266,城建发展,区域地产,5.89,True,True,基本养老保险基金一零零三组合
54,002958.SZ,002958,青农商行,银行,6.03,True,True,
55,601998.SH,601998,中信银行,银行,6.14,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托"
56,002098.SZ,002098,浔兴股份,服饰,6.2,True,True,
57,600901.SH,600901,江苏租赁,多元金融,6.25,True,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金"
58,000612.SZ,000612,焦作万方,铝,6.33,True,True,"中央汇金资产管理有限责任公司
焦作通财创业投资有限责任公司-焦作通财创新创业投资基金(有限合伙)"
59,000627.SZ,000627,天茂集团,保险,6.36,True,True,"民生加银基金-平安银行-民生加银鑫牛定向增发76号资产管理计划-民生中信建投南京5号定向资产管理计划
渤海国际信托股份有限公司-渤海信托·恒利丰213号集合资金信托计划
香港中央结算有限公司(陆股通)
财通基金-浦发银行-粤财信托-粤财信托·弘盛1号单一资金信托计划
泰达宏利基金-平安银行-长安信托-长安信托·稳健增利1号集合资金信托计划
渤海国际信托股份有限公司-渤海信托·恒利丰210号集合资金信托计划"
60,002659.SZ,002659,凯文教育,文教休闲,6.4,True,True,华轩(上海)股权投资基金有限公司
61,600075.SH,600075,新疆天业,化工原料,6.46,True,True,"万家共赢-中信银行-万家共赢安泰1号专项资产管理计划
海富通基金-民生银行-五矿信托-民生保腾投资集合资金信托计划
景顺长城基金-工商银行-景顺长城基金工行500增强资产管理计划
万家共赢-中信银行-万家共赢安泰1号专项资产管理计划
海富通基金-民生银行-五矿信托-民生保腾投资集合资金信托计划
中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金"
62,600928.SH,600928,西安银行,银行,6.5,True,True,
63,300241.SZ,300241,瑞丰光电,半导体,6.52,True,True,"福建省安芯投资管理有限责任公司-福建省安芯产业投资基金合伙企业(有限合伙)
前海方舟资产管理有限公司
中央汇金资产管理有限责任公司
深圳前海华银创富资产管理有限公司-华银成长1期私募基金"
64,000166.SZ,000166,申万宏源,证券,6.53,True,True,"中央汇金投资有限责任公司
中央汇金资产管理有限责任公司"
65,600919.SH,600919,江苏银行,银行,6.67,True,True,"江苏省国际信托有限责任公司
香港中央结算有限公司(陆股通)
中国东方资产管理股份有限公司
富安达基金-江苏银行-富安达-富享15号股票型资产管理计划"
66,601168.SH,601168,西部矿业,铜,6.73,True,True,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
海通资管-民生-海通海汇系列-星石1号集合资产管理计划
中国对外经济贸易信托有限公司-新股C1"
67,000715.SZ,000715,中兴商业,百货,6.84,True,True,
68,600376.SH,600376,首开股份,区域地产,6.95,True,True,"建信基金-工商银行-陕西国际信托-陕国投·汇祥11号定向投资集合资金信托计划
苏州信托有限公司-苏信财富·富诚K1602单一资金信托
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
69,300098.SZ,300098,高新兴,通信设备,6.99,True,True,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙)
广州惠泰私募证券投资基金管理有限公司-德合精选1号私募基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
平安基金-平安银行-广东粤财信托-粤财信托·金定向16号单一资金信托计划"
70,002839.SZ,002839,张家港行,银行,6.99,True,True,
71,000732.SZ,000732,泰禾集团,区域地产,7.0,True,True,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
72,688009.SH,688009,中国通号,运输设备,7.18,True,True,"全国社保基金一一八组合
广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金
全国社保基金一一三组合
基本养老保险基金八零二组合"
73,000905.SZ,000905,厦门港务,港口,7.59,True,True,"云南国际信托有限公司-源盛恒瑞21号集合资金信托计划
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
74,603128.SH,603128,华贸物流,仓储物流,7.69,True,True,"珠海回声资产管理有限公司-回声1号私募基金
香港中央结算有限公司(陆股通)"
75,000069.SZ,000069,华侨城A,旅游景点,7.76,True,True,"香港中央结算有限公司(陆股通)
全国社保基金四零三组合
中央汇金资产管理有限责任公司
全国社保基金四一三组合
香港中央结算有限公司(陆股通)
全国社保基金四零三组合
中央汇金资产管理有限责任公司
全国社保基金四一三组合"
76,000402.SZ,000402,金融街,全国地产,7.81,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
汇添富基金管理股份有限公司-社保基金四二三组合
中国银行-易方达稳健收益债券型证券投资基金"
77,601162.SH,601162,天风证券,证券,7.82,True,True,
78,002702.SZ,002702,海欣食品,食品,7.85,True,True,
79,600961.SH,600961,株冶集团,铅锌,7.85,True,True,
80,300315.SZ,300315,掌趣科技,互联网,7.93,True,True,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行股份有限公司-银华中小盘精选混合型证券投资基金
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
全国社保基金一一八组合
香港中央结算有限公司(陆股通)
基本养老保险基金一二零六组合
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行股份有限公司-银华中小盘精选混合型证券投资基金
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
全国社保基金一一八组合
香港中央结算有限公司(陆股通)
基本养老保险基金一二零六组合
中国工商银行股份有限公司-银华中小盘精选混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
基本养老保险基金一二零六组合
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
中国建设银行股份有限公司-前海开源再融资主题精选股票型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金"
81,600864.SH,600864,哈投股份,证券,8.01,True,True,"中国华融资产管理股份有限公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司"
82,001965.SZ,001965,招商公路,路桥,8.08,True,True,"基本养老保险基金八零二组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金
全国社保基金零二零组合"
83,000576.SZ,000576,广东甘化,综合类,8.23,True,True,"国通信托有限责任公司-国通信托·慧赢13号单一资金信托
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·民鑫20号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏24号集合资金信托计划"
84,603012.SH,603012,创力集团,专用机械,8.24,True,True,"中煤机械集团-财通证券-19中02EB担保及信托财产专户
中煤机械集团-财通证券-19中01EB担保及信托财产专户"
85,600517.SH,600517,国网英大,电气设备,8.27,True,True,"中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
86,601997.SH,601997,贵阳银行,银行,8.45,True,True,香港中央结算有限公司(陆股通)
87,603030.SH,603030,全筑股份,装修装饰,8.54,True,True,招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
88,000736.SZ,000736,中交地产,全国地产,8.59,True,True,
89,601009.SH,601009,南京银行,银行,8.63,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一零一组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一零一组合"
90,300364.SZ,300364,中文在线,出版业,8.65,True,True,
91,600909.SH,600909,华安证券,证券,8.67,True,True,东方创业-安信证券-19东创EB担保及信托财产专户
92,000089.SZ,000089,深圳机场,机场,8.7,True,True,"厦门国际信托有限公司-厦门信托-聚财1号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·易泓28号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
基本养老保险基金一二零一组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
大成价值增长证券投资基金"
93,000783.SZ,000783,长江证券,证券,8.71,True,True,
94,000426.SZ,000426,兴业矿业,铅锌,8.73,True,True,"北信瑞丰基金-民生银行-四川信托-辰星2号证券投资集合资金信托计划
上海中汇金锐投资管理有限公司-中汇金锐定增2期私募投资基金"
95,600606.SH,600606,绿地控股,全国地产,8.76,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
全国社保基金四一二组合"
96,002500.SZ,002500,山西证券,证券,8.79,True,True,"山西省科技基金发展有限公司
中吉金投资产管理有限公司-中吉金投-稳赢2号投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
97,002583.SZ,002583,海能达,通信设备,8.82,True,True,"全国社保基金一一三组合
香港中央结算有限公司(陆股通)
招商证券资管-浦发银行-招商智远海能达2号集合资产管理计划
基本养老保险基金八零二组合
富达基金(香港)有限公司-客户资金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
华安基金-工商银行-华融国际信托-华融·正弘旗胜定增基金权益投资集合资金信托计划"
98,601128.SH,601128,常熟银行,银行,8.88,True,True,"香港中央结算有限公司(陆股通)
全国社保基金一一零组合
基本养老保险基金一零零一组合
中国银行股份有限公司-大成优选混合型证券投资基金(LOF)
全国社保基金一一八组合"
99,002640.SZ,002640,跨境通,互联网,8.91,True,True,"珠海横琴安赐文化互联叁号股权投资基金企业(有限合伙)
广州开发区新兴产业投资基金管理有限公司
上海中平国瑀资产管理有限公司-上海中平国璟并购股权投资基金合伙企业(有限合伙)"
100,002013.SZ,002013,中航机电,航空,8.98,True,True,"国联安基金-平安银行-上海汽车集团股权投资有限公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
中航信托股份有限公司-中航信托·天启(2016)186号特定资产收益权投资集合资金信托计划
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金"
101,002707.SZ,002707,众信旅游,旅游服务,9.08,True,True,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
上海理成资产管理有限公司-理成风景专户3号私募投资基金"
102,002797.SZ,002797,第一创业,证券,9.11,True,True,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
103,002457.SZ,002457,青龙管业,塑料,9.17,True,True,中央汇金资产管理有限责任公司
104,002769.SZ,002769,普路通,仓储物流,9.17,True,True,
105,601838.SH,601838,成都银行,银行,9.37,True,True,"成都市协成资产管理有限责任公司
香港中央结算有限公司(陆股通)"
106,603318.SH,603318,派思股份,专用机械,9.41,True,True,"中意资管-招商银行-中意资产-招商银行-定增精选48号资产管理产品
太平资管-招商银行-粤财信托-定增宝1号基金集合资金信托计划"
107,002438.SZ,002438,江苏神通,机械基件,9.43,True,True,中国工商银行股份有限公司-诺安先锋混合型证券投资基金
108,601577.SH,601577,长沙银行,银行,9.43,True,True,湖南发展资产管理集团有限公司
109,002740.SZ,002740,爱迪尔,服饰,9.5,True,True,
110,600985.SH,600985,淮北矿业,煤炭开采,9.68,True,True,"中国信达资产管理股份有限公司
香港中央结算有限公司(陆股通)"
111,000656.SZ,000656,金科股份,区域地产,9.77,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
112,000851.SZ,000851,高鸿股份,软件服务,9.8,True,True,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国农业银行股份有限公司-银华中证5G通信主题交易型开放式指数证券投资基金"
113,600551.SH,600551,时代出版,出版业,10.0,True,True,中央汇金资产管理有限责任公司
114,300017.SZ,300017,网宿科技,电信运营,10.07,True,True,"香港中央结算有限公司(陆股通)
九泰基金-中证金融-九泰基金-泰增战略3号资产管理计划
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
九泰基金-中证金融-陈宝珍
博时基金-招商银行-江苏毅达并购成长股权投资基金(有限合伙)
博时基金-招商银行-西藏信托-晋泽1号单一资金信托
博时基金-招商银行-长城国融投资管理有限公司"
115,002966.SZ,002966,苏州银行,银行,10.11,True,True,
116,300299.SZ,300299,富春股份,互联网,10.12,True,True,
117,601020.SH,601020,华钰矿业,铅锌,10.21,True,True,"海通证券资管-海通证券股份有限公司-证券行业支持民企发展系列之海通证券资管1号FOF单一资产管理计划
交通银行股份有限公司-前海开源多元策略灵活配置混合型证券投资基金"
118,002128.SZ,002128,露天煤业,煤炭开采,10.27,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
119,002673.SZ,002673,西部证券,证券,10.35,True,True,"西部信托有限公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
120,300351.SZ,300351,永贵电器,元器件,10.43,True,True,
121,600604.SH,600604,市北高新,园区开发,10.44,True,True,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
122,600926.SH,600926,杭州银行,银行,10.56,True,True,香港中央结算有限公司(陆股通)
123,601555.SH,601555,东吴证券,证券,10.67,True,True,"苏州信托有限公司
苏州信托有限公司
苏州信托有限公司"
124,000728.SZ,000728,国元证券,证券,10.71,True,True,"安徽国元信托有限责任公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
125,601519.SH,601519,大智慧,软件服务,10.75,True,True,
126,002567.SZ,002567,唐人神,饲料,10.78,True,True,"湖南省资产管理有限公司
诺安基金-兴业银行-江海证券有限公司
香港中央结算有限公司(陆股通)"
127,000686.SZ,000686,东北证券,证券,10.86,True,True,"吉林省信托有限责任公司
中央汇金资产管理有限责任公司
广州一本投资管理有限公司-一本平顺1号私募证券投资基金
华信信托股份有限公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
128,600223.SH,600223,鲁商发展,区域地产,11.38,True,True,
129,000885.SZ,000885,城发环境,公路,11.48,True,True,"中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金
易方达基金-工商银行-易方达基金臻选2号资产管理计划"
130,002905.SZ,002905,金逸影视,影视音像,11.65,True,True,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国银行股份有限公司-华安成长创新混合型证券投资基金"
131,600291.SH,600291,西水股份,保险,12.06,True,True,"雪松国际信托股份有限公司
深圳平安大华汇通财富-包商银行-中融国际信托-中融-融珲30号单一资金信托"
132,600958.SH,600958,东方证券,证券,12.28,True,True,
133,300319.SZ,300319,麦捷科技,元器件,12.39,True,True,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)"
134,300460.SZ,300460,惠伦晶体,元器件,12.76,True,True,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
交通银行股份有限公司-博时新兴成长混合型证券投资基金"
135,000800.SZ,000800,一汽解放,汽车整车,12.86,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中欧基金-农业银行-中欧中证金融资产管理计划"
136,300258.SZ,300258,精锻科技,汽车配件,13.13,True,True,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中央汇金资产管理有限责任公司
中欧基金-民生银行-上海海通证券资产管理有限公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中欧基金-民生银行-上海海通证券资产管理有限公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金"
137,000878.SZ,000878,云南铜业,铜,13.13,True,True,"中央企业贫困地区产业投资基金股份有限公司
国新央企运营投资基金管理(广州)有限公司-国新央企运营(广州)投资基金(有限合伙)
香港中央结算有限公司(陆股通)
中国长城资产管理股份有限公司"
138,600663.SH,600663,陆家嘴,园区开发,13.18,True,True,"上海国际集团资产管理有限公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司"
139,300123.SZ,300123,亚光科技,半导体,13.33,True,True,"湖南省资产管理有限公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
银河资本-浙商银行-银河资本-鑫鑫一号资产管理计划
香港中央结算有限公司(陆股通)"
