,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,COL_INDAY_P_CHANGE,circ_mv
412,000936.SZ,华西股份,化纤,2.0,-9.04,10.51,0.04,930528.7456
3166,603032.SH,德新交运,公路,2.0,-9.02,40.55,0.1,317944.44
2076,300696.SZ,爱乐达,航空,2.0,-8.99,25.68,0.02,126293.354
36,000045.SZ,深纺织A,纺织,2.0,-8.94,7.56,0.02,345504.5488
2292,600186.SH,莲花健康,食品,1.0,-8.94,2.27,0.02,241079.5186
1811,300424.SZ,航新科技,航空,2.0,-8.93,20.42,0.06,322101.7005
2382,600290.SH,华仪电气,电气设备,0.0,-8.68,8.09,0.03,614761.9404
1550,300160.SZ,秀强股份,玻璃,2.0,-8.67,4.74,0.01,281059.4485
925,002464.SZ,众应互联,互联网,2.0,-8.65,11.28,0.05,319439.1558
3294,603315.SH,福鞍股份,机械基件,2.0,-8.55,16.83,0.11,370177.3664
2173,600053.SH,九鼎投资,多元金融,2.0,-8.41,28.78,0.05,1247730.4224
769,002308.SZ,威创股份,电脑设备,2.0,-8.37,6.27,0.01,565418.6577
808,002347.SZ,泰尔股份,机械基件,2.0,-8.33,4.92,0.02,157000.0954
651,002189.SZ,利达光电,元器件,2.0,-8.27,22.89,0.03,450239.6161
1368,002926.SZ,华西证券,证券,2.0,-8.27,11.82,0.01,2101770.2658
2476,600400.SH,红豆股份,服饰,2.0,-8.12,4.33,0.01,1080922.6451
2339,600238.SH,*ST椰岛,红黄药酒,0.0,-8.03,9.2,0.02,409401.4536
2628,600599.SH,熊猫金控,多元金融,2.0,-7.87,13.36,0.01,221776.0
3522,603861.SH,白云电器,电气设备,2.0,-7.82,12.5,0.01,151356.64
2675,600652.SH,游久游戏,互联网,2.0,-7.57,4.77,0.02,397199.5685
2716,600698.SH,湖南天雁,汽车配件,2.0,-7.04,4.48,0.03,330227.0088
2503,600448.SH,华纺股份,纺织,2.0,-6.87,7.32,0.04,376758.5217
920,002459.SZ,天业通联,工程机械,0.0,-6.83,12.76,0.02,493792.8026
2193,600074.SH,*ST保千,电脑设备,2.0,-6.82,1.28,0.02,131334.8009
1130,002670.SZ,国盛金控,证券,2.0,-6.78,13.25,0.02,831670.6311
2905,600909.SH,华安证券,证券,2.0,-6.7,7.08,0.02,1913016.0
2062,300682.SZ,朗新科技,软件服务,2.0,-6.67,23.25,0.01,381794.3415
2189,600070.SH,浙江富润,纺织,2.0,-6.56,9.08,0.01,364578.4421
115,000520.SZ,长航凤凰,水运,2.0,-6.56,3.5,0.02,354229.2093
239,000686.SZ,东北证券,证券,2.0,-6.48,9.53,0.02,2230451.628
411,000935.SZ,四川双马,水泥,2.0,-6.46,19.86,0.03,1516192.5013
1057,002597.SZ,金禾实业,化工原料,1.0,-6.42,18.04,0.01,999506.7502
2181,600061.SH,国投资本,证券,2.0,-6.32,14.2,0.03,5926841.3349
2373,600280.SH,中央商场,百货,2.0,-6.3,4.7,0.01,539717.3898
2737,600721.SH,百花村,生物制药,0.0,-6.3,6.55,0.02,199875.6689
2599,600568.SH,中珠医疗,区域地产,2.0,-6.19,2.96,0.01,463224.6932
1437,300046.SZ,台基股份,半导体,2.0,-6.05,18.02,0.04,384042.24
2287,600180.SH,瑞茂通,仓储物流,0.0,-5.97,9.86,0.01,1002246.7795
1851,300464.SZ,星徽精密,机械基件,1.0,-5.85,9.51,0.04,187873.9073
2897,600895.SH,张江高科,园区开发,1.0,-5.84,24.75,0.04,3833006.6363
1249,002797.SZ,第一创业,证券,2.0,-5.82,7.94,0.03,1523248.5171
560,002098.SZ,浔兴股份,服饰,1.0,-5.81,10.57,0.02,378406.0
1484,300094.SZ,国联水产,渔业,0.0,-5.76,6.65,0.02,497625.9944
2995,601162.SH,天风证券,证券,2.0,-5.69,11.35,0.03,587930.0
1516,300126.SZ,锐奇股份,轻工机械,2.0,-5.66,6.18,0.01,130199.3309
1546,300156.SZ,神雾环保,环境保护,2.0,-5.57,4.67,0.04,337080.6
2188,600069.SH,银鸽投资,造纸,0.0,-5.42,3.88,0.01,630047.5315
2893,600891.SH,秋林集团,百货,2.0,-5.38,5.56,0.01,213638.5804
2843,600836.SH,界龙实业,广告包装,1.0,-5.34,5.62,0.02,372467.2265
273,000728.SZ,国元证券,证券,2.0,-5.26,10.16,0.01,2993288.4
355,000859.SZ,国风塑业,塑料,2.0,-5.25,7.46,0.07,551527.1101
2327,600226.SH,瀚叶股份,农药化肥,0.0,-5.24,4.33,0.01,862912.2796
2225,600109.SH,国金证券,证券,2.0,-5.24,10.29,0.01,3112065.73
322,000806.SZ,银河生物,生物制药,1.0,-5.23,6.32,0.07,441419.3262
2235,600119.SH,长江投资,仓储物流,0.0,-5.2,7.73,0.01,237620.2
114,000519.SZ,中兵红箭,矿物制品,2.0,-4.93,8.33,0.01,612400.7433
3259,603222.SH,济民制药,化学制药,0.0,-4.85,24.55,0.02,785600.0
3418,603637.SH,镇海股份,建筑施工,0.0,-4.67,17.45,0.01,75425.7875
964,002503.SZ,搜于特,服饰,2.0,-4.61,3.08,0.02,601893.5951
1133,002673.SZ,西部证券,证券,2.0,-4.39,11.28,0.04,3950075.2606
1296,002848.SZ,高斯贝尔,通信设备,0.0,-4.37,16.96,0.04,148649.9056
2789,600776.SH,东方通信,通信设备,0.0,-4.34,30.44,0.03,2910064.1948
1702,300313.SZ,天山生物,农业综合,1.0,-4.3,7.9,0.06,143901.4356
770,002309.SZ,中利集团,电气设备,2.0,-4.29,9.95,0.02,698390.0164
2824,600816.SH,安信信托,多元金融,2.0,-4.27,7.75,0.08,3621194.5889
3400,603605.SH,珀莱雅,日用化工,0.0,-4.27,59.08,0.01,366838.3544
3253,603200.SH,上海洗霸,环境保护,2.0,-4.21,38.81,0.01,98072.87
780,002319.SZ,乐通股份,染料涂料,1.0,-4.18,13.42,0.01,268349.0456
1293,002845.SZ,同兴达,元器件,2.0,-4.1,22.88,0.03,168874.9737
710,002248.SZ,华东数控,机床制造,0.0,-4.03,10.8,0.02,320350.2242
3096,601865.SH,福莱特,玻璃,0.0,-4.01,17.14,0.04,257100.0
2659,600635.SH,大众公用,供气供热,2.0,-3.92,7.3,0.01,1765717.9228
2499,600438.SH,通威股份,饲料,0.0,-3.91,12.41,0.01,3672703.0034
960,002499.SZ,科林环保,环境保护,2.0,-3.87,9.06,0.01,171219.6626
3296,603318.SH,派思股份,专用机械,0.0,-3.79,15.42,0.01,620134.2311
298,000776.SZ,广发证券,证券,2.0,-3.79,16.74,0.01,9908893.9107
1921,300535.SZ,达威股份,化工原料,2.0,-3.7,15.0,0.01,79387.158
2272,600163.SH,中闽能源,新型电力,2.0,-3.65,4.04,0.02,403783.9529
184,000608.SZ,阳光股份,区域地产,0.0,-3.64,6.35,0.01,476124.1805
268,000722.SZ,湖南发展,水力发电,1.0,-3.62,8.34,0.06,387108.0072
701,002239.SZ,奥特佳,汽车配件,0.0,-3.57,2.73,0.01,826028.1549
2407,600319.SH,亚星化学,化工原料,2.0,-3.55,5.59,0.02,176417.046
3325,603366.SH,日出东方,家用电器,1.0,-3.51,5.33,0.02,426400.0
3081,601777.SH,力帆股份,摩托车,0.0,-3.47,5.01,0.01,633311.5845
226,000670.SZ,盈方微,元器件,0.0,-3.46,5.71,0.02,342381.0421
596,002134.SZ,天津普林,元器件,0.0,-3.45,7.36,0.02,180945.4292
2372,600279.SH,重庆港九,港口,0.0,-3.43,4.6,0.04,318760.9431
1333,002887.SZ,绿茵生态,环境保护,0.0,-3.43,23.32,0.01,124431.7888
3322,603360.SH,百傲化学,化工原料,0.0,-3.42,19.71,0.01,154544.7934
961,002500.SZ,山西证券,证券,2.0,-3.33,9.08,0.04,2568482.4389
2586,600552.SH,凯盛科技,玻璃,2.0,-3.33,5.97,0.01,441769.8325
37,000046.SZ,泛海控股,全国地产,2.0,-3.32,7.3,0.01,3777902.0831
2313,600210.SH,紫江企业,广告包装,2.0,-3.31,4.81,0.02,729550.092
746,002285.SZ,世联行,房产服务,2.0,-3.19,6.23,0.01,1252239.1157
2492,600425.SH,青松建化,水泥,2.0,-3.04,5.4,0.05,744546.6464
661,002199.SZ,东晶电子,元器件,1.0,-2.98,14.23,0.04,321792.0744
3568,603956.SH,威派格,专用机械,0.0,-2.96,28.25,0.01,120333.9825
1918,300532.SZ,今天国际,软件服务,2.0,-2.93,15.08,0.02,180394.5181
1833,300446.SZ,乐凯新材,化工原料,1.0,-2.92,27.97,0.05,331140.7654
3045,601555.SH,东吴证券,证券,2.0,-2.91,9.75,0.02,2818725.0
1576,300187.SZ,永清环保,环境保护,2.0,-2.89,6.58,0.01,418024.6904
2248,600133.SH,东湖高新,园区开发,2.0,-2.89,7.61,0.01,454211.9485
2853,600848.SH,上海临港,园区开发,2.0,-2.87,29.49,0.01,2323890.3992
2570,600532.SH,宏达矿业,普钢,0.0,-2.82,5.63,0.01,290545.0004
3510,603828.SH,柯利达,装修装饰,2.0,-2.81,10.4,0.03,430740.0552
1489,300099.SZ,精准信息,电器仪表,0.0,-2.8,5.62,0.01,220121.2983
1094,002634.SZ,棒杰股份,服饰,0.0,-2.78,5.65,0.01,152654.9081
1830,300443.SZ,金雷股份,专用机械,1.0,-2.75,18.97,0.01,302478.8942
3244,603186.SH,华正新材,元器件,1.0,-2.74,29.14,0.07,214810.6474
4,000006.SZ,深振业A,区域地产,0.0,-2.73,6.5,0.01,876400.1818
1895,300508.SZ,维宏股份,软件服务,2.0,-2.71,28.77,0.01,68338.598
1534,300144.SZ,宋城演艺,旅游景点,2.0,-2.68,22.45,0.02,2656277.0809
1140,002680.SZ,*ST长生,生物制药,0.0,-2.65,1.51,0.02,87703.341
664,002202.SZ,金风科技,电气设备,1.0,-2.64,16.05,0.06,4581965.2719
1913,300527.SZ,中国应急,专用机械,0.0,-2.6,9.16,0.01,236402.9508
349,000848.SZ,承德露露,软饮料,2.0,-2.57,9.27,0.01,906935.44
1189,002732.SZ,燕塘乳业,乳制品,0.0,-2.53,19.77,0.04,307663.3595
1630,300241.SZ,瑞丰光电,半导体,0.0,-2.46,6.1,0.02,257889.9629
637,002175.SZ,东方网络,电器仪表,0.0,-2.45,6.97,0.06,417790.6749
1143,002683.SZ,宏大爆破,化工原料,1.0,-2.44,13.44,0.03,803596.545
1838,300451.SZ,创业慧康,软件服务,2.0,-2.41,22.5,0.03,780042.0375
1113,002653.SZ,海思科,化学制药,0.0,-2.36,12.6,0.01,572675.8048
862,002401.SZ,中远海科,软件服务,0.0,-2.35,11.74,0.01,352743.4258
803,002342.SZ,巨力索具,机械基件,0.0,-2.34,4.26,0.01,375363.7763
2092,300713.SZ,英可瑞,电气设备,0.0,-2.3,25.29,0.01,108281.2417
2649,600621.SH,华鑫股份,证券,2.0,-2.28,14.36,0.01,768619.0373
3285,603300.SH,华铁科技,钢加工,1.0,-2.26,7.24,0.05,329091.556
1902,300515.SZ,三德科技,电器仪表,0.0,-2.24,10.54,0.01,95916.5823
1498,300108.SZ,吉药控股,中成药,2.0,-2.22,8.25,0.02,375478.1003
2740,600724.SH,宁波富达,区域地产,2.0,-2.18,4.11,0.01,593871.4349
1076,002616.SZ,长青集团,环境保护,2.0,-2.17,8.74,0.02,401521.7565
2489,600421.SH,ST仰帆,机械基件,0.0,-2.14,12.18,0.03,238240.8
1796,300409.SZ,道氏技术,陶瓷,1.0,-2.14,22.0,0.01,517004.2152
1854,300467.SZ,迅游科技,互联网,2.0,-2.11,29.12,0.02,384054.3529
3257,603218.SH,日月股份,工程机械,1.0,-2.1,26.34,0.03,261896.1177
30,000037.SZ,深南电A,火力发电,2.0,-2.09,11.09,0.02,375833.4593
1105,002645.SZ,华宏科技,专用机械,0.0,-2.09,9.06,0.01,275682.8143
745,002284.SZ,亚太股份,汽车配件,0.0,-2.09,5.7,0.01,391019.8501
1299,002851.SZ,麦格米特,电气设备,1.0,-2.08,32.8,0.01,557102.6372
1380,002939.SZ,长城证券,证券,2.0,-2.07,14.92,0.03,463028.0797
3306,603331.SH,百达精工,专用机械,2.0,-2.02,17.63,0.02,56086.8479
9,000011.SZ,深物业A,区域地产,0.0,-1.96,11.15,0.01,196086.828
2745,600729.SH,重庆百货,百货,1.0,-1.96,34.76,0.05,1412738.3923
421,000953.SZ,*ST河化,农药化肥,2.0,-1.92,4.24,0.01,124681.2013
2625,600596.SH,新安股份,农药化肥,0.0,-1.87,13.81,0.01,937953.9782
98,000488.SZ,晨鸣纸业,造纸,0.0,-1.86,6.92,0.01,1147346.4021
992,002532.SZ,新界泵业,农用机械,2.0,-1.84,6.06,0.01,228991.3192
1810,300423.SZ,鲁亿通,电气设备,2.0,-1.83,28.35,0.02,308722.9043
849,002388.SZ,新亚制程,元器件,0.0,-1.83,5.97,0.01,238561.2
1232,002778.SZ,高科石化,石油加工,0.0,-1.83,21.38,0.02,190516.111
1118,002658.SZ,雪迪龙,环境保护,0.0,-1.82,8.87,0.02,270272.6786
3470,603729.SH,龙韵股份,广告包装,0.0,-1.82,23.13,0.01,215890.794
2228,600112.SH,天成控股,电气设备,0.0,-1.81,4.94,0.02,251547.1939
35,000043.SZ,中航善达,房产服务,0.0,-1.79,8.85,0.01,590135.4044
2830,600822.SH,上海物贸,商贸代理,2.0,-1.78,11.17,0.02,442497.2132
188,000612.SZ,焦作万方,铝,0.0,-1.78,5.03,0.01,598294.4833
2694,600676.SH,交运股份,公共交通,0.0,-1.78,5.61,0.01,539707.4329
151,000563.SZ,陕国投A,多元金融,2.0,-1.76,5.69,0.1,2255523.3094
2212,600095.SH,哈高科,区域地产,1.0,-1.75,5.12,0.02,184966.9453
1434,300043.SZ,星辉娱乐,文教休闲,0.0,-1.74,6.28,0.01,566899.0402
2257,600146.SH,商赢环球,服饰,1.0,-1.71,9.28,0.08,185600.0
1832,300445.SZ,康斯特,电器仪表,0.0,-1.71,12.9,0.02,113587.8424
2533,600490.SH,鹏欣资源,铜,1.0,-1.7,6.51,0.02,970881.6773
3010,601216.SH,君正集团,化工原料,2.0,-1.69,4.22,0.02,3560843.3386
181,000605.SZ,渤海股份,水务,0.0,-1.68,10.81,0.02,295099.4789
2615,600585.SH,海螺水泥,水泥,2.0,-1.66,36.88,0.01,14750903.1114
2609,600579.SH,天华院,化工机械,0.0,-1.64,10.28,0.01,422133.8327
678,002216.SZ,三全食品,食品,0.0,-1.63,7.9,0.01,452488.3419
896,002435.SZ,长江润发,化学制药,0.0,-1.63,7.31,0.01,220768.6872
509,002047.SZ,宝鹰股份,装修装饰,0.0,-1.62,7.32,0.02,924562.1965
2201,600082.SH,海泰发展,园区开发,0.0,-1.62,5.48,0.01,347351.0067
2333,600232.SH,金鹰股份,纺织,1.0,-1.61,6.77,0.11,246914.4543
884,002423.SZ,中原特钢,特种钢,0.0,-1.61,11.73,0.02,590003.2548
1799,300412.SZ,迦南科技,医疗保健,0.0,-1.6,7.49,0.01,166326.7037
881,002420.SZ,毅昌股份,塑料,0.0,-1.6,4.39,0.01,171963.957
1385,002945.SZ,华林证券,证券,2.0,-1.58,15.51,0.03,418770.0
1150,002690.SZ,美亚光电,专用机械,0.0,-1.56,26.37,0.01,863341.7542
3082,601788.SH,光大证券,证券,0.0,-1.56,13.41,0.04,5238883.1431
1065,002605.SZ,姚记扑克,文教休闲,1.0,-1.55,10.38,0.01,277521.9896
2352,600255.SH,梦舟股份,铜,0.0,-1.53,2.61,0.01,461863.9179
397,000919.SZ,金陵药业,化学制药,1.0,-1.53,7.76,0.01,390343.9864
2632,600603.SH,广汇物流,仓储物流,1.0,-1.53,5.16,0.01,260095.0575
3358,603507.SH,振江股份,钢加工,2.0,-1.45,28.23,0.05,226904.4404
2542,600501.SH,航天晨光,汽车配件,2.0,-1.42,8.56,0.02,360618.7616
1389,002949.SZ,华阳国际,建筑施工,1.0,-1.41,34.58,0.04,169545.74
1261,002810.SZ,山东赫达,化工原料,1.0,-1.4,26.72,0.02,164039.8836
191,000616.SZ,海航投资,全国地产,0.0,-1.4,3.57,0.01,510586.5497
1853,300466.SZ,赛摩电气,电器仪表,0.0,-1.4,7.16,0.01,210186.3502
2369,600276.SH,恒瑞医药,化学制药,0.0,-1.4,72.72,0.01,26687724.917
1042,002582.SZ,好想你,食品,0.0,-1.39,9.32,0.01,243591.4903
3055,601600.SH,中国铝业,铝,0.0,-1.37,4.38,0.01,4800406.5334
2667,600643.SH,爱建集团,多元金融,2.0,-1.36,12.05,0.02,1728040.5841
2631,600602.SH,云赛智联,软件服务,2.0,-1.35,8.2,0.01,847441.0302
43,000058.SZ,深赛格,元器件,2.0,-1.34,7.57,0.01,407273.7259
422,000955.SZ,欣龙控股,纺织,1.0,-1.34,6.11,0.05,328957.0538
1736,300347.SZ,泰格医药,医疗保健,0.0,-1.32,63.98,0.01,2309172.654
3584,603987.SH,康德莱,医疗保健,0.0,-1.31,7.62,0.01,202768.2229
3149,603013.SH,亚普股份,汽车配件,0.0,-1.29,18.56,0.02,111360.0
1586,300197.SZ,铁汉生态,环境保护,0.0,-1.26,4.79,0.01,796007.126
1101,002641.SZ,永高股份,塑料,0.0,-1.25,3.98,0.01,356577.9422
3130,601990.SH,南京证券,证券,2.0,-1.24,14.57,0.05,400704.14
1044,002584.SZ,西陇科学,化工原料,0.0,-1.24,8.11,0.02,309078.7997
3462,603717.SH,天域生态,环境保护,0.0,-1.24,10.53,0.01,128549.6503
3305,603330.SH,上海天洋,塑料,1.0,-1.23,24.3,0.01,76602.1172
259,000712.SZ,锦龙股份,证券,2.0,-1.23,14.09,0.01,1260667.4898
3017,601231.SH,环旭电子,元器件,1.0,-1.23,14.52,0.01,3159441.0382
2871,600868.SH,梅雁吉祥,水力发电,0.0,-1.21,4.11,0.01,780139.1071
287,000755.SZ,山西路桥,公路,0.0,-1.19,5.03,0.01,236040.1044
2427,600343.SH,航天动力,航空,0.0,-1.19,11.02,0.01,703303.3955
1709,300320.SZ,海达股份,橡胶,0.0,-1.18,5.93,0.01,270012.7525
234,000680.SZ,山推股份,工程机械,1.0,-1.17,4.34,0.04,458703.7865
686,002224.SZ,三力士,橡胶,0.0,-1.16,6.94,0.01,327389.8224
1005,002545.SZ,东方铁塔,钢加工,2.0,-1.16,7.82,0.02,603043.6221
1034,002574.SZ,明牌珠宝,服饰,0.0,-1.16,6.05,0.01,319440.0
2676,600653.SH,申华控股,汽车服务,2.0,-1.15,2.65,0.01,462790.784
595,002133.SZ,广宇集团,全国地产,0.0,-1.14,4.41,0.01,280016.1005
410,000933.SZ,神火股份,煤炭开采,0.0,-1.14,5.31,0.02,1009148.8532
454,000996.SZ,中国中期,汽车服务,2.0,-1.14,14.27,0.02,492315.0
3023,601311.SH,骆驼股份,电气设备,1.0,-1.12,16.02,0.06,1359133.2307
2157,600026.SH,中远海能,水运,0.0,-1.12,6.2,0.01,1696340.3738
159,000572.SZ,海马汽车,汽车整车,1.0,-1.09,2.97,0.1,487718.6165
2122,300747.SZ,锐科激光,元器件,2.0,-1.09,185.9,0.03,594880.0
13,000017.SZ,深中华A,文教休闲,1.0,-1.09,5.54,0.02,167851.4784
1504,300114.SZ,中航电测,元器件,2.0,-1.08,10.32,0.01,609664.835
203,000631.SZ,顺发恒业,区域地产,0.0,-1.08,3.7,0.01,900032.0922
1224,002770.SZ,科迪乳业,乳制品,0.0,-1.07,3.76,0.01,219250.4023
2970,601066.SH,中信建投,证券,0.0,-1.07,26.13,0.04,1045200.0
2447,600368.SH,五洲交通,路桥,1.0,-1.06,3.85,0.03,433368.3462
3318,603356.SH,华菱精工,机械基件,0.0,-1.06,15.09,0.01,136172.16
3099,601872.SH,招商轮船,水运,0.0,-1.06,4.71,0.01,2223554.172
3336,603388.SH,元成股份,建筑施工,0.0,-1.06,12.24,0.01,102326.4
2253,600139.SH,西部资源,汽车整车,1.0,-1.06,4.81,0.02,318369.3343
1247,002795.SZ,永和智控,机械基件,2.0,-1.05,17.05,0.01,108693.75
2630,600601.SH,方正科技,电脑设备,2.0,-1.05,4.21,0.07,924049.1969
572,002110.SZ,三钢闽光,普钢,0.0,-1.04,17.19,0.01,1069681.7828
2506,600455.SH,博通股份,软件服务,1.0,-1.04,26.12,0.01,163140.296
2500,600439.SH,瑞贝卡,服饰,0.0,-1.04,3.85,0.01,435814.3944
1476,300086.SZ,康芝药业,化学制药,0.0,-1.03,6.79,0.01,295815.2524
1527,300137.SZ,先河环保,环境保护,2.0,-1.03,11.24,0.03,532657.4349
2655,600629.SH,华建集团,建筑施工,0.0,-1.03,13.51,0.01,503752.3782
59,000099.SZ,中信海直,空运,0.0,-1.02,7.88,0.01,477583.491
3071,601677.SH,明泰铝业,铝,0.0,-1.01,10.79,0.01,620016.5068
2815,600805.SH,悦达投资,综合类,1.0,-1.01,5.94,0.01,505063.5686
3292,603311.SH,金海环境,专用机械,0.0,-1.0,12.15,0.02,255150.0
2131,300757.SZ,罗博特科,专用机械,0.0,-0.98,65.63,0.01,131260.0
1703,300314.SZ,戴维医疗,医疗保健,0.0,-0.98,10.22,0.01,193289.466
308,000789.SZ,万年青,水泥,0.0,-0.97,14.38,0.01,881997.0469
2725,600708.SH,光明地产,全国地产,0.0,-0.97,5.16,0.01,1148243.3298
2216,600099.SH,林海股份,摩托车,0.0,-0.97,7.24,0.01,158642.88
97,000430.SZ,张家界,旅游景点,0.0,-0.97,6.2,0.01,205678.056
2208,600090.SH,同济堂,医药商业,1.0,-0.96,6.42,0.04,451131.4605
1166,002707.SZ,众信旅游,旅游服务,0.0,-0.96,7.42,0.02,392185.2494
1739,300350.SZ,华鹏飞,仓储物流,2.0,-0.96,8.09,0.08,253051.7431
2917,600961.SH,株冶集团,铅锌,1.0,-0.95,9.64,0.02,508469.4291
