code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
601177,杭齿前进,-4.107,1.845,0.022,-7.577415,
300241,瑞丰光电,-3.535,2.125,0.019,-7.511875,
300601,康泰生物,-4.282,1.695,0.013,-7.25799,
600810,神马股份,-2.288,3.102,0.017,-7.097375999999999,
002050,三花智控,-3.78,1.873,0.025,-7.07994,
002504,*ST弘高,-2.486,2.83,0.01,-7.035380000000001,
300400,劲拓股份,-1.723,4.056,0.012,-6.988488,
600280,中央商场,-2.321,3.007,0.009,-6.979247000000001,
600305,恒顺醋业,-2.33,2.985,0.018,-6.95505,
002483,润邦股份,-1.634,4.237,0.01,-6.923258,
002632,道明光学,-2.941,2.329,0.022,-6.849589,
300012,华测检测,-6.797,1.004,0.021,-6.8241879999999995,
002649,博彦科技,-2.332,2.919,0.028,-6.8071079999999995,
000596,古井贡酒,-5.709,1.171,0.02,-6.685239,
300117,嘉寓股份,-3.21,2.066,0.021,-6.63186,
000988,华工科技,-0.865,7.659,0.022,-6.625035,
601019,山东出版,-3.032,2.184,0.022,-6.621888,
600779,水井坊,-5.365,1.231,0.017,-6.604315000000001,
000425,徐工机械,-1.494,4.41,0.008,-6.58854,
002328,新朋股份,-3.231,2.034,0.022,-6.571853999999999,
000809,*ST新城,-1.634,3.964,0.015,-6.477175999999999,
000657,中钨高新,-4.697,1.348,0.027,-6.331556000000001,
300438,鹏辉能源,-3.297,1.919,0.02,-6.326943,
600307,酒钢宏兴,-2.949,2.141,0.014,-6.313809,
300386,飞天诚信,-2.341,2.65,0.024,-6.2036500000000006,
002038,双鹭药业,-1.097,5.647,0.019,-6.194759,
002030,达安基因,-2.408,2.53,0.011,-6.092239999999999,
002104,恒宝股份,-6.34,0.958,0.021,-6.07372,
300457,赢合科技,-3.087,1.945,0.015,-6.004215,
300131,英唐智控,-5.118,1.173,0.02,-6.003414,
601001,大同煤业,-2.222,2.665,0.013,-5.92163,
000789,万年青,-3.763,1.556,0.027,-5.855228,
300112,万讯自控,-5.929,0.985,0.023,-5.840065,
600162,香江控股,-2.558,2.267,0.011,-5.798985999999999,
600961,株冶集团,-5.474,1.055,0.015,-5.7750699999999995,
000967,盈峰环境,-2.24,2.559,0.011,-5.732160000000001,
300480,光力科技,-2.455,2.288,0.023,-5.617039999999999,
002440,闰土股份,-3.665,1.515,0.028,-5.552474999999999,
002732,燕塘乳业,-2.815,1.97,0.015,-5.5455499999999995,
601021,春秋航空,-0.893,6.177,0.014,-5.516061,
600706,曲江文旅,-2.381,2.315,0.011,-5.512014999999999,
000060,中金岭南,-2.476,2.212,0.013,-5.4769120000000004,
300281,金明精机,-1.294,4.123,0.019,-5.335162,
002274,华昌化工,-2.5,2.096,0.021,-5.24,
002418,康盛股份,-3.61,1.449,0.016,-5.2308900000000005,
000913,钱江摩托,-2.972,1.752,0.02,-5.206944,
600963,岳阳林纸,-1.946,2.659,0.025,-5.174414,
600319,亚星化学,-1.368,3.738,0.028,-5.113584,
600871,*ST油服,-1.46,3.495,0.009,-5.1027000000000005,
601015,陕西黑猫,-2.296,2.198,0.017,-5.046607999999999,
002065,东华软件,-0.938,5.347,0.024,-5.015486,
002317,众生药业,-1.128,4.382,0.016,-4.942895999999999,
600388,龙净环保,-2.498,1.963,0.01,-4.903574000000001,
600655,豫园股份,-3.294,1.483,0.014,-4.885002,
601008,连云港,-5.236,0.926,0.016,-4.848536,
000708,大冶特钢,-2.324,2.085,0.012,-4.84554,
002306,*ST云网,-2.33,2.077,0.016,-4.83941,
600063,皖维高新,-2.518,1.921,0.013,-4.837078,
002067,景兴纸业,-2.99,1.612,0.014,-4.81988,
002513,蓝丰生化,-1.707,2.821,0.019,-4.815447000000001,
300178,腾邦国际,-5.485,0.858,0.029,-4.70613,
300295,三六五网,-1.97,2.369,0.021,-4.666930000000001,
002867,周大生,-6.017,0.767,0.023,-4.615039,
300068,南都电源,-1.634,2.816,0.007,-4.601343999999999,
600028,中国石化,-1.01,4.555,0.013,-4.60055,
002359,北讯集团,-2.337,1.967,0.01,-4.596879,
002734,利民股份,-1.11,4.017,0.027,-4.458870000000001,
300320,海达股份,-6.591,0.672,0.028,-4.429152,
300282,汇冠股份,-3.352,1.318,0.016,-4.417936,
300358,楚天科技,-4.77,0.914,0.025,-4.35978,
600425,*ST青松,-0.789,5.491,0.012,-4.332399,
300329,海伦钢琴,-4.349,0.978,0.019,-4.253322,
600346,恒力股份,-0.951,4.407,0.014,-4.191057,
000683,远兴能源,-1.426,2.927,0.009,-4.173902,
600577,精达股份,-0.943,4.398,0.015,-4.147314,
000055,方大集团,-2.835,1.433,0.021,-4.062555,
600000,浦发银行,-1.699,2.355,0.01,-4.001145,
600593,大连圣亚,-2.253,1.769,0.011,-3.985557,
600337,美克家居,-5.26,0.757,0.024,-3.98182,
601929,吉视传媒,-2.148,1.826,0.015,-3.922248,
300237,美晨生态,-3.306,1.184,0.018,-3.914304,
600091,ST明科,-2.775,1.403,0.019,-3.893325,
000839,中信国安,-3.857,1.007,0.018,-3.8839989999999998,
002687,乔治白,-2.842,1.363,0.02,-3.873646,
600177,雅戈尔,-1.495,2.579,0.021,-3.8556050000000006,
300007,汉威科技,-7.236,0.527,0.026,-3.813372,
600389,江山股份,-1.054,3.617,0.012,-3.8123180000000003,
600267,海正药业,-5.39,0.705,0.019,-3.7999499999999995,
002107,沃华医药,-4.677,0.812,0.02,-3.797724,
600526,菲达环保,-4.793,0.79,0.02,-3.7864700000000004,
600120,浙江东方,-2.267,1.668,0.025,-3.7813559999999997,
601958,金钼股份,-3.194,1.183,0.018,-3.778502,
300547,川环科技,-5.947,0.633,0.028,-3.764451,
002698,博实股份,-0.803,4.63,0.02,-3.71789,
002123,梦网集团,-1.231,3.013,0.017,-3.709003,
600310,桂东电力,-5.123,0.705,0.023,-3.611715,
600893,航发动力,-5.044,0.714,0.02,-3.6014159999999995,
002224,三 力 士,-0.487,7.374,0.028,-3.591138,
300371,汇中股份,-4.342,0.822,0.021,-3.5691239999999995,
002564,天沃科技,-1.186,2.978,0.011,-3.531908,
300233,金城医药,-2.83,1.244,0.01,-3.52052,
000630,铜陵有色,-2.28,1.542,0.008,-3.5157599999999998,
300420,五洋停车,-2.377,1.478,0.014,-3.513206,
002381,双箭股份,-4.457,0.788,0.02,-3.5121160000000002,
600497,驰宏锌锗,-1.266,2.767,0.019,-3.503022,
600123,兰花科创,-1.555,2.246,0.01,-3.49253,
000922,*ST佳电,-1.73,2.016,0.022,-3.48768,
600996,贵广网络,-1.417,2.453,0.01,-3.475901,
600215,长春经开,-1.618,2.126,0.014,-3.439868,
600863,内蒙华电,-2.253,1.521,0.008,-3.426813,
600719,大连热电,-1.425,2.381,0.017,-3.392925,
000821,京山轻机,-1.391,2.437,0.016,-3.3898669999999997,
600596,新安股份,-1.53,2.203,0.021,-3.37059,
600325,华发股份,-2.832,1.185,0.015,-3.35592,
002753,永东股份,-2.472,1.355,0.021,-3.34956,
300516,久之洋,-5.452,0.614,0.023,-3.347528,
000552,靖远煤电,-2.297,1.456,0.012,-3.3444320000000003,
601101,昊华能源,-0.88,3.797,0.014,-3.3413600000000003,
600327,大东方,-2.035,1.628,0.011,-3.31298,
600990,四创电子,-1.983,1.656,0.026,-3.283848,
600105,永鼎股份,-1.638,1.999,0.017,-3.274362,
300053,欧比特,-3.221,1.013,0.025,-3.262873,
300309,吉艾科技,-1.387,2.335,0.012,-3.238645,
002253,川大智胜,-0.838,3.852,0.018,-3.227976,
600475,华光股份,-4.938,0.649,0.018,-3.204762,
300468,四方精创,-2.542,1.26,0.029,-3.2029199999999998,
601608,中信重工,-3.68,0.85,0.016,-3.128,
002063,远光软件,-3.558,0.874,0.024,-3.109692,
600887,伊利股份,-2.343,1.327,0.018,-3.109161,
300349,金卡智能,-1.892,1.643,0.02,-3.1085559999999997,
002042,华孚时尚,-0.858,3.553,0.01,-3.0484739999999997,
002818,富森美,-2.913,1.043,0.027,-3.0382589999999996,
600118,中国卫星,-5.608,0.534,0.019,-2.994672,
300495,美尚生态,-1.463,2.038,0.013,-2.981594,
600284,浦东建设,-2.005,1.482,0.009,-2.9714099999999997,
002176,江特电机,-2.071,1.432,0.02,-2.965672,
000037,深南电A,-0.571,5.039,0.028,-2.8772689999999996,
601011,宝泰隆,-2.924,0.972,0.019,-2.8421279999999998,
600428,中远海特,-2.581,1.092,0.018,-2.818452,
000726,鲁 泰Ａ,-1.433,1.944,0.007,-2.785752,
000612,焦作万方,-6.46,0.431,0.028,-2.7842599999999997,
000892,欢瑞世纪,-2.655,1.035,0.015,-2.7479249999999995,
600571,信雅达,-5.415,0.505,0.028,-2.734575,
300470,日机密封,-1.911,1.429,0.022,-2.7308190000000003,
002595,豪迈科技,-2.129,1.27,0.017,-2.70383,
000030,富奥股份,-3.106,0.853,0.012,-2.649418,
002073,软控股份,-3.24,0.817,0.016,-2.64708,
300204,舒泰神,-3.455,0.76,0.016,-2.6258,
000429,粤高速Ａ,-1.374,1.908,0.008,-2.621592,
000923,河北宣工,-2.547,1.015,0.015,-2.5852049999999998,
300058,蓝色光标,-1.157,2.221,0.015,-2.569697,
601211,国泰君安,-1.127,2.252,0.012,-2.538004,
002560,通达股份,-0.838,3.024,0.008,-2.534112,
002711,欧浦智网,-2.56,0.988,0.008,-2.52928,
600348,阳泉煤业,-1.142,2.197,0.02,-2.508974,
300190,维尔利,-2.32,1.078,0.017,-2.50096,
002003,伟星股份,-1.4,1.762,0.009,-2.4667999999999997,
002094,青岛金王,-1.704,1.389,0.008,-2.366856,
601688,华泰证券,-1.503,1.574,0.018,-2.365722,
002616,长青集团,-1.4,1.68,0.013,-2.352,
000761,本钢板材,-3.388,0.681,0.021,-2.3072280000000003,
600017,日照港,-0.777,2.954,0.008,-2.295258,
000301,东方市场,-1.83,1.227,0.012,-2.24541,
600112,*ST天成,-0.855,2.625,0.017,-2.244375,
600358,国旅联合,-1.008,2.213,0.016,-2.2307040000000002,
002207,*ST准油,-1.922,1.157,0.013,-2.223754,
000709,河钢股份,-2.378,0.916,0.014,-2.1782480000000004,
000089,深圳机场,-1.882,1.153,0.01,-2.169946,
600067,冠城大通,-4.067,0.524,0.022,-2.1311080000000002,
002358,森源电气,-1.8,1.182,0.024,-2.1276,
000040,东旭蓝天,-1.733,1.225,0.017,-2.1229250000000004,
600010,包钢股份,-4.578,0.458,0.015,-2.096724,
000813,德展健康,-0.619,3.347,0.008,-2.071793,
000521,美菱电器,-0.947,2.175,0.011,-2.059725,
002498,汉缆股份,-0.988,2.023,0.009,-1.9987240000000002,
300387,富邦股份,-1.565,1.265,0.018,-1.9797249999999997,
000662,天夏智慧,-4.277,0.462,0.02,-1.9759740000000001,
600061,国投资本,-3.377,0.579,0.015,-1.9552829999999997,
002106,莱宝高科,-2.24,0.869,0.019,-1.94656,
600836,界龙实业,-2.995,0.638,0.023,-1.9108100000000001,
002169,智光电气,-4.425,0.428,0.019,-1.8939,
600654,*ST中安,-0.643,2.928,0.02,-1.882704,
002664,长鹰信质,-6.386,0.293,0.017,-1.871098,
002591,恒大高新,-1.257,1.483,0.014,-1.864131,
300289,利德曼,-3.402,0.529,0.02,-1.7996580000000002,
000697,炼石有色,-4.865,0.362,0.025,-1.76113,
300380,安硕信息,-0.278,6.301,0.025,-1.7516780000000003,
002167,东方锆业,-4.832,0.353,0.029,-1.7056959999999999,
300481,濮阳惠成,-0.167,10.083,0.026,-1.683861,
002463,沪电股份,-0.464,3.616,0.019,-1.6778240000000002,
002001,新 和 成,-0.735,2.265,0.022,-1.6647750000000001,
000983,西山煤电,-0.896,1.849,0.016,-1.656704,
300118,东方日升,-2.761,0.596,0.016,-1.645556,
600057,象屿股份,-3.33,0.494,0.019,-1.64502,
002204,大连重工,-1.395,1.176,0.013,-1.64052,
300284,苏交科,-2.795,0.565,0.026,-1.5791749999999998,
002086,东方海洋,-1.605,0.98,0.023,-1.5729,
002701,奥瑞金,-2.978,0.527,0.017,-1.569406,
000599,青岛双星,-1.326,1.169,0.01,-1.550094,
600803,新奥股份,-0.77,2.006,0.016,-1.5446199999999999,
600508,上海能源,-1.776,0.854,0.01,-1.516704,
601128,常熟银行,-2.61,0.581,0.017,-1.5164099999999998,
000782,美达股份,-0.728,2.074,0.022,-1.5098719999999999,
601918,新集能源,-2.27,0.665,0.013,-1.5095500000000002,
601099,太平洋,-1.425,1.058,0.014,-1.5076500000000002,
000018,神州长城,-2.279,0.654,0.009,-1.490466,
002105,信隆健康,-2.965,0.501,0.019,-1.485465,
300501,海顺新材,-6.024,0.242,0.025,-1.457808,
601169,北京银行,-1.609,0.886,0.012,-1.425574,
000895,双汇发展,-0.731,1.899,0.013,-1.388169,
600563,法拉电子,-3.645,0.378,0.018,-1.37781,
002261,拓维信息,-4.602,0.296,0.026,-1.362192,
600016,民生银行,-2.145,0.634,0.014,-1.35993,
002545,东方铁塔,-3.425,0.394,0.025,-1.34945,
600383,金地集团,-0.882,1.521,0.018,-1.3415219999999999,
000668,荣丰控股,-1.889,0.695,0.014,-1.3128549999999999,
600638,新黄浦,-1.243,1.026,0.006,-1.2753180000000002,
300322,硕贝德,-0.291,4.361,0.028,-1.269051,
600033,福建高速,-1.45,0.866,0.006,-1.2557,
000715,中兴商业,-3.61,0.345,0.011,-1.24545,
000851,高鸿股份,-0.45,2.747,0.018,-1.23615,
002214,大立科技,-1.241,0.979,0.027,-1.214939,
002399,海普瑞,-0.341,3.53,0.007,-1.20373,
002431,棕榈股份,-1.069,1.083,0.016,-1.157727,
000889,茂业通信,-1.57,0.725,0.008,-1.13825,
002625,光启技术,-2.07,0.546,0.018,-1.13022,
600971,恒源煤电,-1.826,0.615,0.021,-1.12299,
002139,拓邦股份,-3.97,0.268,0.019,-1.06396,
601218,吉鑫科技,-3.499,0.303,0.022,-1.060197,
300283,温州宏丰,-4.817,0.216,0.027,-1.040472,
002337,赛象科技,-1.669,0.618,0.021,-1.031442,
002319,乐通股份,-1.305,0.788,0.008,-1.02834,
600726,华电能源,-1.406,0.722,0.017,-1.015132,
002652,扬子新材,-1.168,0.866,0.003,-1.011488,
601098,中南传媒,-2.495,0.405,0.016,-1.010475,
300270,中威电子,-1.475,0.678,0.004,-1.00005,
002815,崇达技术,-0.553,1.752,0.018,-0.968856,
600329,中新药业,-3.698,0.26,0.012,-0.96148,
000673,当代东方,-0.302,3.098,0.006,-0.935596,
000963,华东医药,-1.793,0.521,0.025,-0.934153,
002918,蒙娜丽莎,-5.393,0.172,0.028,-0.9275959999999999,
601666,平煤股份,-1.572,0.579,0.022,-0.910188,
600816,安信信托,-2.007,0.446,0.023,-0.8951220000000001,
600688,上海石化,-1.028,0.853,0.009,-0.876884,
300107,建新股份,-2.896,0.302,0.019,-0.8745919999999999,
600839,四川长虹,-1.315,0.662,0.008,-0.87053,
000881,中广核技,-1.415,0.607,0.022,-0.858905,
000858,五 粮 液,-0.961,0.888,0.02,-0.853368,
002407,多氟多,-2.407,0.343,0.025,-0.825601,
002718,友邦吊顶,-0.688,1.191,0.02,-0.819408,
300625,三雄极光,-1.904,0.428,0.02,-0.814912,
002298,中电鑫龙,-0.955,0.843,0.015,-0.8050649999999999,
600458,时代新材,-3.06,0.263,0.02,-0.80478,
600362,江西铜业,-0.226,3.559,0.011,-0.8043340000000001,
000529,广弘控股,-0.806,0.977,0.007,-0.787462,
