,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
27,300778.SZ,300778,新城市,建筑工程,62.99,5.0,1.0,29.04,,0.0
28,002151.SZ,002151,北斗星通,通信设备,59.32,5.0,0.0,217.61,"中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
全国社保基金一零二组合
国家集成电路产业投资基金股份有限公司
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-摩根士丹利华鑫多元收益债券型证券投资基金
上海迎水投资管理有限公司-迎水龙凤呈祥30号私募证券投资基金",6.0
29,002009.SZ,002009,天奇股份,工程机械,11.19,5.0,1.0,41.46,"云南国际信托有限公司-云南信托-招信智赢19号集合资金信托计划
创金合信基金-包商银行-华润深国投信托-天奇持股计划1期集合资金信托计划",2.0
30,000828.SZ,000828,东莞控股,路桥,11.57,5.0,0.0,120.27,"中国工商银行-富国中证红利指数增强型证券投资基金
工商银行-富国中证红利指数增强型证券投资基金",2.0
31,605399.SH,605399,晨光新材,化工原料,22.14,5.0,0.0,10.18,,0.0
32,605318.SH,605318,法狮龙,装修装饰,21.55,5.0,0.0,6.96,,0.0
33,002919.SZ,002919,名臣健康,日用化工,36.3,5.0,1.0,15.35,,0.0
34,600351.SH,600351,亚宝药业,中成药,6.83,5.0,0.0,52.59,"山西省科技基金发展有限公司
中央汇金资产管理有限责任公司",2.0
35,002993.SZ,002993,奥海科技,元器件,56.67,5.0,3.0,25.61,,0.0
36,300120.SZ,300120,经纬辉开,元器件,19.05,5.0,1.0,45.14,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",11.0
37,002625.SZ,002625,光启技术,汽车配件,21.5,4.0,0.0,250.5,,0.0
38,300312.SZ,300312,邦讯技术,通信设备,6.27,4.0,0.0,12.63,基本养老保险基金一三零一组合,1.0
39,605333.SH,605333,沪光股份,汽车配件,10.15,4.0,3.0,4.07,,0.0
40,000088.SZ,000088,盐田港,港口,8.5,4.0,0.0,165.09,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",9.0
41,300318.SZ,300318,博晖创新,医疗保健,10.16,4.0,0.0,73.61,中央汇金资产管理有限责任公司,1.0
42,002288.SZ,002288,超华科技,元器件,9.46,4.0,2.0,75.71,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
43,605158.SH,605158,华达新材,钢加工,13.26,4.0,0.0,13.05,,0.0
44,605366.SH,605366,宏柏新材,化工原料,16.22,4.0,0.0,13.46,,0.0
45,605199.SH,605199,葫芦娃,中成药,36.32,4.0,0.0,14.56,,0.0
46,002662.SZ,002662,京威股份,汽车配件,4.95,4.0,0.0,74.25,,0.0
47,605388.SH,605388,均瑶健康,软饮料,25.74,4.0,3.0,18.02,,0.0
48,605066.SH,605066,天正电气,电气设备,16.34,4.0,0.0,11.6,,0.0
49,300729.SZ,300729,乐歌股份,家居用品,74.53,4.0,1.0,17.8,南京雷奥投资管理有限公司-雷奥2期证券投资基金,1.0
50,605100.SH,605100,华丰股份,机械基件,59.33,4.0,0.0,12.87,,0.0
51,002985.SZ,002985,北摩高科,航空,200.1,4.0,0.0,75.12,"招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
全国社保基金一零七组合
中国工商银行-广发聚富开放式证券投资基金
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中国农业银行股份有限公司-宝盈鸿利收益灵活配置混合型证券投资基金
泰康资产管理有限责任公司-积极配置投资产品",7.0
52,300218.SZ,300218,安利股份,塑料,10.05,4.0,0.0,21.74,中央汇金资产管理有限责任公司,1.0
53,002041.SZ,002041,登海种业,种植业,21.83,4.0,1.0,192.1,"中央汇金资产管理有限责任公司
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",6.0
54,603035.SH,603035,常熟汽饰,汽车配件,16.05,4.0,0.0,50.09,"中国工商银行股份有限公司-博时精选混合型证券投资基金
深圳菁英时代资本管理有限公司-菁英时代常盈1号私募基金",2.0
55,600316.SH,600316,洪都航空,航空,36.35,4.0,0.0,260.67,"中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",5.0
56,600435.SH,600435,北方导航,专用机械,10.28,4.0,0.0,153.1,"中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中兵投资-广发证券-17中兵EB担保及信托财产专户
中欧基金-农业银行-中欧中证金融资产管理计划",6.0
57,603809.SH,603809,豪能股份,汽车配件,28.0,4.0,0.0,32.22,"华宝信托有限责任公司
全国社保基金四一三组合
工银瑞信基金管理有限公司",3.0
58,300846.SZ,300846,首都在线,软件服务,34.5,4.0,2.0,17.25,,0.0
59,600988.SH,600988,赤峰黄金,黄金,21.01,4.0,0.0,299.68,"长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划
中国建设银行股份有限公司-华宝行业精选混合型证券投资基金
华夏成长证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-华夏经典配置混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
中国银行股份有限公司-银华优质增长混合型证券投资基金",7.0
60,601611.SH,601611,中国核建,建筑工程,8.88,4.0,0.0,233.1,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国信达资产管理股份有限公司",3.0
61,601882.SH,601882,海天精工,机床制造,15.49,4.0,1.0,80.86,,0.0
62,600158.SH,600158,中体产业,文教休闲,13.3,4.0,1.0,87.45,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
63,603069.SH,603069,海汽集团,公路,42.7,4.0,0.0,134.93,,0.0
64,000505.SZ,000505,京粮控股,食品,12.8,4.0,1.0,51.98,"招商基金-国新投资有限公司-招商基金-国新1号单一资产管理计划
鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)",2.0
65,000411.SZ,000411,英特集团,医药商业,20.55,4.0,0.0,42.6,"基本养老保险基金九零三组合
全国社保基金六零四组合",2.0
66,300776.SZ,300776,帝尔激光,专用机械,123.98,4.0,1.0,56.35,"中信信托有限责任公司-中信信托鑫涌成泉金融投资集合资金信托计划
中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金
中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
中国农业银行股份有限公司-新华优选分红混合型证券投资基金",4.0
67,300787.SZ,300787,海能实业,通信设备,59.37,4.0,2.0,29.58,,0.0
68,600313.SH,600313,农发种业,种植业,5.98,3.0,1.0,60.96,现代种业发展基金有限公司,1.0
69,603161.SH,603161,科华控股,汽车配件,16.3,3.0,0.0,11.31,"上海翎巧资产管理有限公司-速赢二号私募证券投资基金
上海尚颀股权投资基金一期合伙企业(有限合伙)
上海翎巧资产管理有限公司-翎巧2号私募证券投资基金
扬州尚颀股权投资基金中心(有限合伙)",4.0
70,600726.SH,600726,华电能源,火力发电,2.85,3.0,3.0,43.74,,0.0
71,600589.SH,600589,广东榕泰,塑料,5.92,3.0,2.0,41.68,,0.0
72,600511.SH,600511,国药股份,医药商业,48.15,3.0,0.0,266.44,"全国社保基金一零三组合
中央汇金资产管理有限责任公司
全国社保基金一一五组合
博时主题行业混合型证券投资基金(LOF)
广发稳健增长证券投资基金
全国社保基金四零四组合
全国社保基金四一三组合
香港中央结算有限公司(陆股通)
全国社保基金一零一组合",9.0
73,002965.SZ,002965,祥鑫科技,汽车配件,41.66,3.0,0.0,15.7,"北京银行股份有限公司-景顺长城景颐双利债券型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF)
招商银行股份有限公司-景顺长城成长领航混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金",7.0
74,600496.SH,600496,精工钢构,钢加工,7.14,3.0,0.0,107.85,"中国银行股份有限公司-华泰紫金泰盈混合型证券投资基金
长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划
中央汇金资产管理有限责任公司
全国社保基金六零三组合
交通银行-中海优质成长证券投资基金
中国建设银行-上投摩根阿尔法股票型证券投资基金",6.0
75,603105.SH,603105,芯能科技,电气设备,11.59,3.0,0.0,35.73,"嘉兴铭朗二号股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金",2.0
76,600480.SH,600480,凌云股份,汽车配件,10.38,3.0,1.0,79.25,"中国建设银行股份有限公司-华夏能源革新股票型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金",5.0
77,603319.SH,603319,湘油泵,汽车配件,32.82,3.0,0.0,34.43,"湖南省资产管理有限公司
湖南省财信资产管理有限公司",2.0
78,600391.SH,600391,航发科技,航空,27.76,3.0,0.0,91.64,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
北京国际信托有限公司
中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金",4.0
79,300021.SZ,300021,大禹节水,农业综合,5.68,3.0,1.0,36.83,中信建投基金-广发银行-方信1号资产管理计划,1.0
80,603787.SH,603787,新日股份,摩托车,22.49,3.0,1.0,45.88,"中国农业银行股份有限公司-长盛动态精选证券投资基金
中国银行股份有限公司-长盛生态环境主题灵活配置混合型证券投资基金",2.0
81,002835.SZ,002835,同为股份,元器件,17.86,3.0,0.0,20.94,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
兴业证券股份有限公司-博道久航混合型证券投资基金
中国建设银行股份有限公司-博道伍佰智航股票型证券投资基金
中国国际金融香港资产管理有限公司-客户资金",4.0
82,300087.SZ,300087,荃银高科,种植业,19.29,3.0,0.0,76.0,"中国农业银行股份有限公司-大成景阳领先混合型证券投资基金
全国社保基金一一六组合
全国社保基金一一一组合",3.0
83,300721.SZ,300721,怡达股份,化工原料,26.71,3.0,1.0,11.22,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
84,300157.SZ,300157,恒泰艾普,石油开采,4.34,3.0,0.0,30.69,,0.0
85,600187.SH,600187,国中水务,水务,2.86,3.0,0.0,47.3,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
上海方圆达创投资合伙企业(有限合伙)-方圆-东方11号私募投资基金
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",12.0
86,300370.SZ,300370,安控科技,电器仪表,3.2,3.0,0.0,23.12,,0.0
87,002827.SZ,002827,高争民爆,化工原料,19.66,3.0,0.0,54.26,"招商银行股份有限公司-交银施罗德创新领航混合型证券投资基金
全国社会保障基金理事会转持一户",2.0
88,603856.SH,603856,东宏股份,塑料,19.2,3.0,1.0,17.55,,0.0
89,300600.SZ,300600,瑞特股份,电气设备,17.4,3.0,0.0,35.8,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
全国社保基金一零二组合
华泰证券股份有限公司-中庚价值领航混合型证券投资基金",4.0
90,300579.SZ,300579,数字认证,软件服务,58.51,3.0,0.0,101.83,"广东天贝合资产管理有限公司-天贝合拾贝2号私募证券投资基金
广东天贝合资产管理有限公司-天贝合狼朗号私募证券投资基金",2.0
91,300554.SZ,300554,三超新材,矿物制品,21.28,3.0,0.0,11.89,,0.0
92,603898.SH,603898,好莱客,家居用品,19.65,3.0,0.0,60.84,"中国建设银行股份有限公司-中欧养老产业混合型证券投资基金
香港中央结算有限公司(陆股通)
建投拓安(安徽)股权投资管理有限公司-中德制造业(安徽)投资基金(有限合伙)",3.0
93,300531.SZ,300531,优博讯,软件服务,24.88,3.0,0.0,69.66,,0.0
94,300799.SZ,300799,左江科技,软件服务,70.04,3.0,0.0,17.86,,0.0
95,603931.SH,603931,格林达,化工原料,37.26,3.0,3.0,9.48,,0.0
96,300455.SZ,300455,康拓红外,运输设备,17.04,3.0,0.0,85.27,"中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)",3.0
97,603995.SH,603995,甬金股份,特种钢,35.4,3.0,0.0,20.42,"中国银行股份有限公司-华宝先进成长混合型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中国银行股份有限公司-华宝创新优选混合型证券投资基金
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金
中国银行股份有限公司-国投瑞银精选收益灵活配置混合型证券投资基金",6.0
98,300139.SZ,300139,晓程科技,元器件,9.4,3.0,0.0,20.67,"国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金",3.0
99,300350.SZ,300350,华鹏飞,仓储物流,5.52,3.0,0.0,16.99,"珠海安赐互联捌号股权投资基金企业(有限合伙)
珠海安赐互联柒号股权投资基金企业(有限合伙)",2.0
100,300823.SZ,300823,建科机械,专用机械,43.0,3.0,0.0,10.06,,0.0
101,300313.SZ,300313,天山生物,农业综合,7.76,3.0,3.0,14.29,,0.0
102,300853.SZ,300853,申昊科技,机械基件,71.9,3.0,0.0,14.67,,0.0
103,300225.SZ,300225,金力泰,染料涂料,11.52,3.0,1.0,53.83,"上海方圆达创投资合伙企业(有限合伙)-方圆-东方15号私募投资基金
宁夏华锦资产管理有限公司
中央汇金资产管理有限责任公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金",4.0
104,300222.SZ,300222,科大智能,电气设备,11.11,3.0,0.0,60.38,,0.0
105,300189.SZ,300189,神农科技,种植业,5.19,3.0,0.0,49.98,湖南省财信产业基金管理有限公司,1.0
106,600118.SH,600118,中国卫星,航空,40.4,3.0,1.0,477.73,"中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金",8.0
107,605088.SH,605088,冠盛股份,汽车配件,24.99,3.0,1.0,10.0,,0.0
108,300733.SZ,300733,西菱动力,汽车配件,14.74,3.0,1.0,10.0,,0.0
109,300719.SZ,300719,安达维尔,航空,16.57,3.0,0.0,22.0,"平安资产-工商银行-鑫享3号资产管理产品
招商银行股份有限公司-鹏华稳健回报混合型证券投资基金
中国工商银行股份有限公司-鹏华股息精选混合型证券投资基金
中国工商银行股份有限公司-南方大数据100指数证券投资基金",4.0
110,603212.SH,603212,赛伍技术,塑料,31.51,3.0,0.0,12.61,,0.0
111,002451.SZ,002451,摩恩电气,电气设备,9.05,3.0,0.0,38.3,上海丰煜投资有限公司-丰煜稳盈7号私募投资基金,1.0
112,002286.SZ,002286,保龄宝,食品,20.85,3.0,0.0,76.99,"宁波趵朴富通资产管理中心(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金
中央汇金资产管理有限责任公司",3.0
113,000877.SZ,000877,天山股份,水泥,21.02,3.0,0.0,185.0,"中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
全国社保基金四一二组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商银行股份有限公司-东方红恒阳五年定期开放混合型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-华安沪港深机会灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
中国建设银行股份有限公司-华安核心优选混合型证券投资基金
全国社保基金一一六组合
中国工商银行股份有限公司—东方红启元三年持有期混合型证券投资基金
香港中央结算有限公司(陆股通)
兴业基金-杭州银行-兴业基金-兴诚1号特定多客户资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金",15.0
114,002177.SZ,002177,御银股份,IT设备,6.79,3.0,1.0,51.68,中央汇金资产管理有限责任公司,1.0
115,002190.SZ,002190,成飞集成,汽车配件,33.07,3.0,1.0,114.15,,0.0
116,002165.SZ,002165,红宝丽,化工原料,6.59,3.0,0.0,39.15,"博时基金管理有限公司-社保基金四一九组合
兴全睿众资产-招商银行-兴全睿众-兴全睿众定增9号特定多客户资产管理计划
中央汇金资产管理有限责任公司",3.0
117,000798.SZ,000798,中水渔业,渔业,8.82,3.0,1.0,28.17,,0.0
118,002471.SZ,002471,中超控股,电气设备,2.63,3.0,1.0,33.26,深圳市鑫腾华资产管理有限公司,1.0
119,000887.SZ,000887,中鼎股份,橡胶,11.89,3.0,0.0,144.83,"鹏华资产-平安银行-四川信托-四川信托-平安恒盈1号单一资金信托
中融基金-北京银行-中融国际信托-中融-融琨89号单一资金信托
挪威中央银行-自有资金
深圳平安大华汇通财富-包商银行-安徽高新致远智慧城市产业基金(有限合伙)
香港中央结算有限公司(陆股通)
安徽省铁路发展基金股份有限公司",6.0
120,002400.SZ,002400,省广集团,广告包装,8.88,3.0,0.0,148.35,中国工商银行-华安中小盘成长混合型证券投资基金,1.0
121,000897.SZ,000897,津滨发展,区域地产,3.23,3.0,3.0,52.24,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",7.0
122,002096.SZ,002096,南岭民爆,化工原料,8.82,3.0,0.0,32.71,"华菱津杉(天津)产业投资基金合伙企业(有限合伙
华菱津杉(天津)产业投资基金合伙企业(有限合伙)
中央汇金资产管理有限责任公司",3.0
123,002081.SZ,002081,金螳螂,装修装饰,11.42,3.0,0.0,297.51,"大连通和投资有限公司-通和富享一期投资基金
中央汇金资产管理有限责任公司
大连通和投资有限公司-通和进取十二期私募投资基金
大连通和投资有限公司-通和宏观对冲一期私募投资基金
香港中央结算有限公司(陆股通)",5.0
124,000993.SZ,000993,闽东电力,水力发电,9.04,3.0,3.0,33.72,中央汇金资产管理有限责任公司,1.0
125,688229.SH,688229,博睿数据,软件服务,146.6,3.0,2.0,14.81,,0.0
126,002209.SZ,002209,达意隆,轻工机械,7.16,3.0,0.0,11.06,,0.0
127,688069.SH,688069,德林海,环境保护,135.74,3.0,1.0,18.51,,0.0
128,002173.SZ,002173,创新医疗,医疗保健,7.15,3.0,0.0,26.52,,0.0
129,002082.SZ,002082,万邦德,铝,14.63,3.0,0.0,28.24,中央汇金资产管理有限责任公司,1.0
130,603697.SH,603697,有友食品,食品,26.67,2.0,2.0,23.98,"苏州格外投资管理有限公司-格外投资新三板1号基金
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划
全国社保基金五零四组合
中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金
磐厚动量(上海)资本管理有限公司-磐厚动量-旅行者1号私募基金
全国社保基金一零一组合
基本养老保险基金八零八组合",7.0
131,000777.SZ,000777,中核科技,机械基件,14.97,2.0,0.0,57.4,中央汇金资产管理有限责任公司,1.0
132,600389.SH,600389,江山股份,农药化肥,23.88,2.0,1.0,70.92,中央汇金资产管理有限责任公司,1.0
133,000818.SZ,000818,航锦科技,化工原料,25.17,2.0,0.0,170.27,香港中央结算有限公司(陆股通),1.0
134,000768.SZ,000768,中航飞机,航空,25.64,2.0,0.0,709.88,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
香港中央结算有限公司(陆股通)",4.0
135,603758.SH,603758,秦安股份,汽车配件,9.92,2.0,0.0,43.53,上海兰丞秦安股权投资基金合伙企业(有限合伙),1.0
136,000796.SZ,000796,凯撒旅业,旅游服务,15.42,2.0,0.0,123.74,上海金辇投资管理有限公司-金辇精选2号私募证券投资基金,1.0
137,688366.SH,688366,昊海生科,生物制药,138.98,2.0,0.0,21.33,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金",3.0
138,603696.SH,603696,安记食品,食品,14.9,2.0,1.0,35.04,"山西信托股份有限公司-山西信托·潮金创投4号证券投资集合资金信托
中国工商银行股份有限公司-南方大数据100指数证券投资基金
中国银行股份有限公司-招商盛合灵活配置混合型证券投资基金
云南国际信托有限公司-安记食品员工持股计划集合资金信托计划",4.0
139,000856.SZ,000856,冀东装备,机械基件,10.13,2.0,0.0,23.0,中央汇金资产管理有限责任公司,1.0
140,603733.SH,603733,仙鹤股份,造纸,24.7,2.0,0.0,33.52,"中国工商银行股份有限公司-国泰金泰平衡混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金
香港中央结算有限公司(陆股通)",4.0
