,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
19,600673.SH,600673,东阳光,化学制药,True,7.48,1.0,0.0,0.0,183.81,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-景顺长城优选混合型证券投资基金",2.0
20,600613.SH,600613,神奇制药,中成药,True,7.5,0.0,0.0,0.0,35.95,,0.0
21,300086.SZ,300086,康芝药业,化学制药,True,7.51,2.0,2.0,2.0,32.71,云南国际信托有限公司-聚鑫2026号集合资金信托计划,1.0
22,002566.SZ,002566,益盛药业,中成药,True,7.63,4.0,0.0,0.0,17.68,中央汇金资产管理有限责任公司,1.0
23,000788.SZ,000788,北大医药,化学制药,True,7.73,6.0,0.0,0.0,46.07,"中央汇金资产管理有限责任公司
北京大学教育基金会
建投中信资产管理有限责任公司",3.0
24,300199.SZ,300199,翰宇药业,化学制药,True,7.95,0.0,3.0,3.0,46.71,"红土创新基金-广发证券-中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司
中国华融资产管理股份有限公司
深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)",4.0
25,300318.SZ,300318,博晖创新,医疗保健,True,8.26,0.0,2.0,2.0,59.85,中央汇金资产管理有限责任公司,1.0
26,600538.SH,600538,国发股份,医药商业,True,8.45,2.0,0.0,0.0,39.24,圆信永丰基金-昆仑健康保险股份有限公司-圆信永丰优选金股2号单一资产管理计划,1.0
27,600851.SH,600851,海欣股份,化学制药,True,8.73,0.0,0.0,0.0,64.45,"中央汇金资产管理有限责任公司
深圳市惠和投资基金管理有限公司-深圳市惠和基金惠和2号证券投资基金
重庆国际信托股份有限公司-兴国2号集合资金信托
重庆国际信托股份有限公司-兴国1号集合资金信托计划",4.0
28,002688.SZ,002688,金河生物,化学制药,True,8.74,0.0,0.0,0.0,54.47,"上海盘京投资管理中心(有限合伙)-盘世2期私募证券投资基金
上银基金-浦发银行-上银基金财富51号资产管理计划
上海盘京投资管理中心(有限合伙)-盛信2期私募证券投资基金
华润深国投信托有限公司-华润信托·枫池专享集合资金信托计划",4.0
29,002424.SZ,002424,贵州百灵,中成药,True,9.18,0.0,0.0,0.0,66.81,"申万宏源证券-证券行业支持民企发展之申万宏源2号单一资产管理计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华创证券有限责任公司支持民企发展14号单一资产管理计划
中央汇金资产管理有限责任公司
华创证券-工商银行-华创证券有限责任公司支持民企发展1号集合资产管理计划",6.0
30,603963.SH,603963,大理药业,化学制药,True,9.31,7.0,0.0,0.0,12.02,,0.0
31,000952.SZ,000952,广济药业,化学制药,True,9.36,7.0,0.0,0.0,28.21,盛稷股权投资基金(上海)有限公司,1.0
32,002166.SZ,002166,莱茵生物,中成药,True,9.89,0.0,0.0,0.0,43.87,中央汇金资产管理有限责任公司,1.0
33,603669.SH,603669,灵康药业,化学制药,True,9.93,0.0,1.0,1.0,70.84,香港中央结算有限公司(陆股通),1.0
34,300412.SZ,300412,迦南科技,医疗保健,True,10.21,0.0,0.0,0.0,22.72,"北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划
中央汇金资产管理有限责任公司",2.0
35,600285.SH,600285,羚锐制药,中成药,True,10.75,2.0,0.0,1.0,61.04,"中国工商银行股份有限公司-诺安先锋混合型证券投资基金
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金",5.0
36,600420.SH,600420,现代制药,化学制药,True,10.86,2.0,0.0,0.0,111.53,,0.0
37,000153.SZ,000153,丰原药业,化学制药,True,11.35,4.0,1.0,3.0,35.41,,0.0
38,000756.SZ,000756,新华制药,化学制药,True,11.95,2.0,1.0,1.0,47.74,"中国工商银行-浦银安盛价值成长混合型证券投资基金
中国建设银行股份有限公司-华安沪港深外延增长灵活配置混合型证券投资基金
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国工商银行股份有限公司-华安逆向策略混合型证券投资基金
中国建设银行股份有限公司-长城消费增值混合型证券投资基金",7.0
39,300049.SZ,300049,福瑞股份,医疗保健,True,12.0,0.0,0.0,0.0,27.36,中央汇金资产管理有限责任公司,1.0
40,300358.SZ,300358,楚天科技,医疗保健,True,12.52,0.0,1.0,1.0,57.26,"西藏德传投资管理有限公司-德传附子证券投资基金
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
湖南省资产管理有限公司
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划
中央汇金资产管理有限责任公司",5.0
41,002826.SZ,002826,易明医药,中成药,True,12.53,0.0,0.0,0.0,16.75,,0.0
42,300016.SZ,300016,北陆药业,中成药,True,12.8,0.0,1.0,1.0,51.87,大业信托有限责任公司-大业信托·优悦3号单一资金信托,1.0
43,603567.SH,603567,珍宝岛,中成药,True,13.22,4.0,0.0,0.0,112.26,,0.0
44,000503.SZ,000503,国新健康,医疗保健,True,13.29,6.0,0.0,1.0,119.45,香港中央结算有限公司(陆股通),1.0
45,600299.SH,600299,安迪苏,化学制药,True,13.69,4.0,0.0,0.0,367.15,"中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
江苏聚合创意新兴产业投资基金(有限合伙)
蓝星集团-国泰君安-19蓝星EB担保及信托财产专户
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金",5.0
46,300030.SZ,300030,阳普医疗,医疗保健,True,13.88,4.0,0.0,1.0,35.31,"中央汇金资产管理有限责任公司
长安基金-光大银行-长安睿享2号分级资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",3.0
47,600062.SH,600062,华润双鹤,化学制药,True,14.09,4.0,0.0,0.0,146.99,"吕梁金地资产管理有限公司
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",6.0
48,002728.SZ,002728,特一药业,中成药,True,15.06,4.0,0.0,0.0,18.44,,0.0
49,600812.SH,600812,华北制药,化学制药,True,15.72,0.0,1.0,1.0,256.36,"博时基金-农业银行-博时中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
中欧基金-农业银行-中欧中证金融资产管理计划",12.0
50,600056.SH,600056,中国医药,医药商业,True,15.83,2.0,1.0,1.0,169.08,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
51,002275.SZ,002275,桂林三金,中成药,True,15.98,0.0,0.0,0.0,84.97,"全国社保基金六零四组合
中央汇金资产管理有限责任公司",2.0
52,002817.SZ,002817,黄山胶囊,化学制药,True,16.28,0.0,0.0,0.0,15.72,,0.0
53,603367.SH,603367,辰欣药业,化学制药,True,17.14,4.0,0.0,0.0,49.31,香港中央结算有限公司(陆股通),1.0
54,603987.SH,603987,康德莱,医疗保健,True,17.31,3.0,0.0,0.0,75.54,"中国建设银行股份有限公司-国泰大健康股票型证券投资基金
中国建设银行股份有限公司-国泰研究精选两年持有期混合型证券投资基金
全国社保基金五零二组合
平安资管-邮储银行-如意10号资产管理产品
基本养老保险基金一六零四一组合",5.0
55,603716.SH,603716,塞力斯,医药商业,True,17.33,0.0,0.0,0.0,33.14,"上海高能投资管理有限公司-高能汇实专项私募股权投资基金1号
中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金
财通基金-招商银行-财通基金-长昕1号资产管理计划
深圳市华润资本股权投资有限公司-华润医药(汕头)产业投资基金合伙企业(有限合伙)",4.0
56,600587.SH,600587,新华医疗,医疗保健,True,18.55,3.0,1.0,1.0,74.84,"博时基金-农业银行-博时中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
香港中央结算有限公司(陆股通)
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
中欧基金-农业银行-中欧中证金融资产管理计划",12.0
57,000411.SZ,000411,英特集团,医药商业,True,18.74,0.0,4.0,4.0,38.85,"基本养老保险基金九零三组合
全国社保基金六零四组合",2.0
58,300705.SZ,300705,九典制药,化学制药,True,19.12,0.0,0.0,0.0,19.0,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金",4.0
59,600267.SH,600267,海正药业,化学制药,True,19.58,4.0,1.0,3.0,189.05,"中央汇金资产管理有限责任公司
宁波梅山保税港区盛麒资产管理有限公司-盛麒盛华私募证券投资基金
上海融昌资产管理有限公司",3.0
60,600380.SH,600380,健康元,化学制药,True,20.0,5.0,0.0,0.0,389.51,"全国社保基金五零二组合
香港中央结算有限公司(陆股通)
全国社保基金一零八组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
博时基金管理有限公司-社保基金四一九组合
基本养老保险基金一六零一一组合
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金",7.0
61,601607.SH,601607,上海医药,医药商业,True,20.54,0.0,0.0,0.0,394.97,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金四一二组合
银华基金-农业银行-银华中证金融资产管理计划
全国社保基金六零四组合",5.0
62,300009.SZ,300009,安科生物,生物制药,True,20.86,0.0,1.0,1.0,198.31,"中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-博时精选混合型证券投资基金
香港中央结算有限公司(陆股通)
上海固信资产管理有限公司-长三角(上海)产业创新股权投资基金合伙企业(有限合伙)",5.0
63,300314.SZ,300314,戴维医疗,医疗保健,True,20.93,5.0,0.0,0.0,39.58,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金,1.0
64,603139.SH,603139,康惠制药,中成药,True,21.1,2.0,0.0,0.0,21.07,"中国建设银行股份有限公司-光大保德信风格轮动混合型证券投资基金
陕西德同福方投资管理有限公司-陕西省新材料高技术创业投资基金(有限合伙)",2.0
65,300146.SZ,300146,汤臣倍健,医疗保健,True,21.54,4.0,0.0,0.0,192.28,"中央汇金资产管理有限责任公司
前海开源再融资主题精选股票型证券投资基金
香港中央结算有限公司(陆股通)
易方达创业板交易型开放式指数证券投资基金",4.0
66,300439.SZ,300439,美康生物,医疗保健,True,22.04,4.0,0.0,0.0,45.49,广东金百合财富管理有限公司-金百合八号证券投资基金,1.0
67,300143.SZ,300143,盈康生命,医疗保健,True,22.49,0.0,0.0,0.0,116.71,"浙商金汇信托股份有限公司-浙金·天府1号证券投资集合资金信托计划
上海申九资产管理有限公司-申九股票精选1号私募证券投资基金
上海申九资产管理有限公司-申九积极进取3号证券私募投资基金
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合",4.0
68,600976.SH,600976,健民集团,中成药,True,22.59,5.0,0.0,0.0,34.63,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
泰康资管-交通银行-泰康资产管理有限责任公司优势精选资产管理产品
深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金",6.0
69,002923.SZ,002923,润都股份,化学制药,True,23.6,0.0,1.0,1.0,14.62,广东中科白云新兴产业创业投资基金有限公司,1.0
70,002675.SZ,002675,东诚药业,化学制药,True,24.97,0.0,1.0,1.0,165.31,"全国社保基金六零二组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)",3.0
71,300171.SZ,300171,东富龙,医疗保健,True,25.1,0.0,1.0,1.0,105.24,汇添富基金管理股份有限公司-社保基金一五零二组合,1.0
72,300452.SZ,300452,山河药辅,化学制药,True,25.55,5.0,0.0,0.0,36.36,"中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金",2.0
73,605199.SH,605199,葫芦娃,中成药,True,25.76,0.0,5.0,10.0,10.33,,0.0
74,002019.SZ,002019,亿帆医药,化学制药,True,29.77,4.0,0.0,0.0,245.52,"金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托
深圳国调招商并购股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
江苏一带一路投资基金(有限合伙)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
75,002287.SZ,002287,奇正藏药,中成药,True,30.89,0.0,3.0,3.0,163.07,"中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",2.0
76,300584.SZ,300584,海辰药业,化学制药,True,32.18,3.0,1.0,2.0,20.39,"中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
西藏信托有限公司-西藏信托-智臻33号集合资金信托计划",2.0
77,300238.SZ,300238,冠昊生物,医疗保健,True,33.43,4.0,1.0,2.0,86.07,"广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金
华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托
云南国际信托有限公司-云信-弘瑞29号集合资金信托计划
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划",4.0
78,600079.SH,600079,人福医药,化学制药,True,33.65,4.0,0.0,1.0,432.76,"中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
基本养老保险基金八零二组合",4.0
79,603456.SH,603456,九洲药业,化学制药,True,34.43,4.0,0.0,1.0,276.58,"中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
全国社保基金六零二组合",2.0
80,603351.SH,603351,威尔药业,化学制药,True,34.83,3.0,2.0,3.0,20.78,"江苏人才创新创业投资二期基金(有限合伙)
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金",3.0
81,600332.SH,600332,白云山,中成药,True,36.34,0.0,0.0,0.0,510.9,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
华夏基金-农业银行-华夏中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划",4.0
82,002030.SZ,002030,达安基因,生物制药,True,37.12,1.0,0.0,0.0,317.89,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
83,300244.SZ,300244,迪安诊断,医疗保健,True,37.31,4.0,0.0,0.0,169.46,"北信瑞丰资产-民生银行-北信瑞丰资产民生民生凤凰1号专项资产管理计划
中国华融资产管理股份有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)",5.0
84,600521.SH,600521,华海药业,化学制药,True,37.71,4.0,0.0,0.0,518.86,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中央汇金资产管理有限责任公司
全国社保基金一零五组合
香港中央结算有限公司(陆股通)",4.0
85,000423.SZ,000423,东阿阿胶,中成药,True,38.54,0.0,1.0,1.0,252.0,"中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中央汇金资产管理有限责任公司
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV
香港中央结算有限公司(陆股通)",4.0
86,300233.SZ,300233,金城医药,化学制药,True,38.66,4.0,0.0,1.0,141.35,"海通证券资管-工商银行-海通投融宝1号集合资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
香港中央结算有限公司(陆股通)
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",5.0
87,603896.SH,603896,寿仙谷,中成药,True,39.0,1.0,0.0,1.0,55.41,,0.0
88,688488.SH,688488,艾迪药业,生物制药,True,39.72,2.0,1.0,3.0,20.45,,0.0
89,300298.SZ,300298,三诺生物,医疗保健,True,44.79,4.0,1.0,3.0,196.97,"香港中央结算有限公司(陆股通)
广东省铁路发展基金有限责任公司
招商银行股份有限公司-睿远成长价值混合型证券投资基金
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金",5.0
90,603718.SH,603718,海利生物,生物制药,True,44.9,2.0,2.0,3.0,289.16,,0.0
91,000403.SZ,000403,双林生物,生物制药,True,46.27,0.0,1.0,1.0,225.38,"中国信达资产管理股份有限公司
交通银行股份有限公司-易方达科讯混合型证券投资基金
基本养老保险基金三零九组合",3.0
92,600161.SH,600161,天坛生物,生物制药,True,46.49,4.0,1.0,2.0,583.19,"中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金",4.0
93,688336.SH,688336,三生国健,生物制药,True,46.61,5.0,0.0,1.0,26.21,,0.0
94,603590.SH,603590,康辰药业,化学制药,True,52.72,5.0,0.0,2.0,43.95,香港中央结算有限公司(陆股通),1.0
95,000513.SZ,000513,丽珠集团,化学制药,True,54.77,4.0,0.0,0.0,329.51,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国华融资产管理股份有限公司
香港中央结算有限公司(陆股通)
全国社保基金一零八组合
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-安信价值精选股票型证券投资基金",7.0
96,600196.SH,600196,复星医药,化学制药,True,55.89,0.0,2.0,2.0,1123.92,"全国社保基金一一零组合
全国社保基金一一三组合
香港中央结算有限公司(陆股通)
基本养老保险基金八零二组合
中央汇金资产管理有限责任公司",5.0
97,002007.SZ,002007,华兰生物,生物制药,True,59.83,0.0,0.0,0.0,937.52,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
交通银行-易方达50指数证券投资基金
中央汇金资产管理有限责任公司",5.0
98,600529.SH,600529,山东药玻,医疗保健,True,64.44,0.0,0.0,0.0,383.4,"中国工商银行-广发稳健增长证券投资基金
全国社保基金一一五组合
全国社保基金四零六组合
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金",7.0
99,002940.SZ,002940,昂利康,化学制药,True,65.0,4.0,0.0,1.0,28.28,"中国银行股份有限公司-国泰鑫利一年持有期混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
深圳前海行健资本管理有限公司-前海行健玄策二号私募证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金",5.0
100,300357.SZ,300357,我武生物,生物制药,True,65.59,0.0,0.0,0.0,300.13,"中国工商银行-广发稳健增长证券投资基金
全国社保基金一一五组合
全国社保基金四零六组合
全国社保基金一一二组合
香港中央结算有限公司(陆股通)
中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
全国社保基金四一四组合",8.0
101,300683.SZ,300683,海特生物,生物制药,True,66.66,4.0,0.0,1.0,31.27,"德同新能(上海)股权投资基金企业(有限合伙)
山东省国际信托股份有限公司-山东信托·柒伍玖单一证券投资信托
山西恒天成投资管理有限公司-恒立7号私募证券投资基金
上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金",4.0
102,002880.SZ,002880,卫光生物,生物制药,True,68.18,0.0,1.0,1.0,110.05,中国建设银行股份有限公司-华泰柏瑞医疗健康混合型证券投资基金,1.0
103,603520.SH,603520,司太立,化学制药,True,71.25,4.0,0.0,1.0,167.41,"上海睿亿投资发展中心(有限合伙)-睿亿投资攀山七期私募证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金",4.0
104,300142.SZ,300142,沃森生物,生物制药,True,71.98,0.0,0.0,0.0,1046.95,"全国社保基金四零一组合
香港中央结算有限公司(陆股通)
珠海横琴长乐汇资本管理有限公司-智汇3号私募证券投资基金",3.0
105,603976.SH,603976,正川股份,医疗保健,True,76.76,0.0,2.0,2.0,29.4,,0.0
106,688139.SH,688139,海尔生物,医疗保健,True,77.35,0.0,0.0,0.0,58.86,"中国工商银行股份有限公司-中海医疗保健主题股票型证券投资基金
全国社保基金一一八组合
上海浦东发展银行股份有限公司-中海医药健康产业精选灵活配置混合型证券投资基金
寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金
寻常(上海)投资管理有限公司-琚玖1号私募证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金",6.0
107,300685.SZ,300685,艾德生物,生物制药,True,79.53,0.0,0.0,0.0,110.09,"兴业全球基金-兴业银行-兴全-股票红利特定多客户资产管理计划
博时基金管理有限公司-社保基金四一九组合
全国社保基金四零六组合
香港中央结算有限公司(陆股通)",4.0
108,000710.SZ,000710,贝瑞基因,医疗保健,True,82.53,0.0,2.0,3.0,116.79,"海通兴泰(安徽)新兴产业投资基金(有限合伙)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
基本养老保险基金八零二组合",6.0
109,300791.SZ,300791,仙乐健康,医疗保健,True,89.0,0.0,0.0,0.0,26.7,"中国银行-易方达策略成长二号混合型证券投资基金
中国银行-易方达策略成长证券投资基金",2.0
110,603882.SH,603882,金域医学,医疗保健,True,94.0,4.0,0.0,0.0,262.86,"招商银行股份有限公司-万家经济新动能混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行-广发聚丰混合型证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
高瓴资本管理有限公司-HCM中国基金
国创开元股权投资基金(有限合伙)
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金",8.0
