,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_AMPLITUDE,COL_FLOAT_HOLDERS
15,000717.SZ,000717,韶钢松山,普钢,3.97,True,10.584958217270213,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
16,002392.SZ,002392,北京利尔,其他建材,4.16,True,21.994134897360706,
17,000797.SZ,000797,中国武夷,全国地产,4.19,True,26.969696969696997,"华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
中国对外经济贸易信托有限公司-淡水泉精选1期
平安信托有限责任公司-投资精英之淡水泉"
18,600811.SH,600811,东方集团,综合类,4.21,True,22.67441860465116,"昆仑信托有限责任公司-昆仑信托·东方集团定增一号集合资金信托计划
深圳市大华信安资产管理企业(有限合伙)-大华承运私募证券投资基金
中央汇金资产管理有限责任公司
中融金谷投资(北京)有限公司-中融金谷价值精选二号私募证券投资基金"
19,000807.SZ,000807,云铝股份,铝,4.28,True,12.041884816753946,"全国社保基金四一二组合
华泰资产管理有限公司-策略投资产品
香港中央结算有限公司(陆股通)
基本养老保险基金九零二组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国沪深300增强证券投资基金"
20,600711.SH,600711,盛屯矿业,小金属,4.35,True,21.84873949579831,香港中央结算有限公司(陆股通)
21,600302.SH,600302,标准股份,纺织机械,4.38,True,15.665796344647509,
22,600576.SH,600576,祥源文化,影视音像,4.4,True,25.356125356125368,
23,000607.SZ,000607,华媒控股,广告包装,4.72,True,19.45137157107233,
24,600248.SH,600248,延长化建,建筑工程,4.73,True,24.473684210526336,"武汉毕派克时代创业投资基金合伙企业(有限合伙)
武汉中派克恒业创业投资基金合伙企业(有限合伙)"
25,600165.SH,600165,新日恒力,钢加工,4.77,True,16.058394160583923,"国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划"
26,600873.SH,600873,梅花生物,食品,4.89,True,16.706443914081138,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
北京隆慧投资有限公司-隆慧汇晨战略投资私募证券投资基金"
27,000973.SZ,000973,佛塑科技,塑料,4.92,True,18.944844124700232,中央汇金资产管理有限责任公司
28,600235.SH,600235,民丰特纸,造纸,4.94,True,14.35185185185186,
29,300006.SZ,300006,莱美药业,化学制药,5.09,True,25.438596491228083,中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
30,600151.SH,600151,航天机电,汽车配件,5.1,True,26.506024096385538,"中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
31,300641.SZ,300641,正丹股份,化工原料,5.29,True,23.598130841121478,
32,601398.SH,601398,工商银行,银行,5.3,True,6.212424849699394,"中央汇金投资有限责任公司
全国社会保障基金理事会
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
33,002181.SZ,002181,粤传媒,出版业,5.35,True,22.02247191011235,
34,000088.SZ,000088,盐田港,港口,5.4,True,25.581395348837233,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划"
35,300291.SZ,300291,华录百纳,影视音像,5.43,True,16.27408993576016,"博时基金-招商银行-博时基金-三新跃升1号资产管理计划
中央汇金资产管理有限责任公司"
36,000976.SZ,000976,华铁股份,运输设备,5.5,True,25.284738041002285,"苏州上达股权投资基金合伙企业(有限合伙)
金鹰基金-平安银行-金鹰穗通5号资产管理计划
义乌上达股权投资基金合伙企业(有限合伙)"
37,000301.SZ,000301,东方盛虹,化纤,5.55,True,18.336886993603407,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
38,002207.SZ,002207,ST准油,石油开采,5.61,True,13.104838709677423,"中投鼎鸿(北京)投资基金管理有限公司-中投鼎鸿2号私募证券投资基金
北京都市二号投资中心(有限合伙)-都市盛世大有四号私募证券投资基金
北京都市二号投资中心(有限合伙)-都市盛世大有五号私募证券投资基金"
39,600572.SH,600572,康恩贝,中成药,5.65,True,11.857707509881443,"渤海国际信托股份有限公司-渤海信托·恒利丰253号集合资金信托计划
香港中央结算有限公司(陆股通)
金元顺安基金-杭州银行-华润信托-华润信托·汇祥增利53号单一资金信托
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
40,002485.SZ,002485,希努尔,服饰,5.68,True,16.872427983539072,"中国金谷国际信托有限责任公司-金谷·信惠51号证券投资集合资金信托计划
中国金谷国际信托有限责任公司-金谷·信盈6号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华升53号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏71号集合资金信托计划
中国金谷国际信托有限责任公司-金谷·信惠37号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏79号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华升85号集合资金信托计划"
41,002226.SZ,002226,江南化工,化工原料,5.69,True,24.242424242424242,"香港中央结算有限公司(陆股通)
兴业全球基金-上海银行-浙江中升港通贸易有限公司"
42,603889.SH,603889,新澳股份,纺织,5.69,True,19.789473684210535,长春嘉信股权投资基金管理有限公司-嘉信六合策略精选3号
43,300359.SZ,300359,全通教育,文教休闲,5.8,True,18.091451292246518,北京顺业恒通资产管理有限公司
44,601717.SH,601717,郑煤机,汽车配件,5.86,True,22.083333333333343,"河南资产管理有限公司
中央汇金资产管理有限责任公司
百瑞信托有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
45,300259.SZ,300259,新天科技,电器仪表,5.88,True,24.0506329113924,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
全国社保基金五零二组合
中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金
中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金
中国建设银行股份有限公司-泰康产业升级混合型证券投资基金"
46,603128.SH,603128,华贸物流,仓储物流,5.89,True,16.40316205533596,"珠海回声资产管理有限公司-回声1号私募基金
香港中央结算有限公司(陆股通)"
47,000801.SZ,000801,四川九洲,通信设备,5.99,True,24.532224532224546,"华宝信托有限责任公司-天高资本21号单一资金信托
招商财富-招商银行-安徽国资1号专项资产管理计划
华安未来资产-浦发银行-华安资产-浦发银行-东兴1号资产管理计划
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金"
48,600773.SH,600773,西藏城投,区域地产,6.09,True,16.226415094339618,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金"
49,601162.SH,601162,天风证券,证券,6.19,True,23.061630218687878,
50,000813.SZ,000813,德展健康,化学制药,6.21,True,28.57142857142858,"北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金
北京凯世富乐资产管理股份有限公司-凯世富乐稳健11号私募证券投资基金"
51,002408.SZ,002408,齐翔腾达,化工原料,6.36,True,13.67673179396094,"中央汇金资产管理有限责任公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣32号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·聚宝盆86号证券投资集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
长安国际信托股份有限公司-长安信托-齐翔腾达第一期员工持股集合资金信托计划"
52,300126.SZ,300126,锐奇股份,轻工机械,6.46,True,24.423076923076927,
53,600755.SH,600755,厦门国贸,商贸代理,6.57,True,9.390444810543652,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
兴证证券资管-厦门国贸控股集团有限公司-兴证资管阿尔法科睿1号单一资产管理计划
香港中央结算有限公司(陆股通)"
54,002406.SZ,002406,远东传动,汽车配件,6.7,True,24.30426716141003,
55,601928.SH,601928,凤凰传媒,出版业,6.85,True,9.775641025641013,"凤凰集团-华泰联合证券-16凤凰EB担保及信托财产专户
天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)
基本养老保险基金一零零三组合
中央汇金资产管理有限责任公司
全国社保基金四一三组合
全国社保基金一零一组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
广发基金-农业银行-广发中证金融资产管理计划"
56,000719.SZ,000719,中原传媒,出版业,6.98,True,6.079027355623112,"中原出版传媒-国泰君安证券-18中原EB担保及信托财产专户
全国社保基金六零四组合
中央汇金资产管理有限责任公司
招商基金-国新投资有限公司-招商基金-国新1号单一资产管理计划
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金"
57,600301.SH,600301,ST南化,商贸代理,7.02,True,23.684210526315773,
58,002522.SZ,002522,浙江众成,塑料,7.07,True,24.4718309859155,浙江银万斯特投资管理有限公司-全盈2号私募证券投资基金
59,002053.SZ,002053,云南能投,食品,7.1,True,14.71518987341771,"中央汇金资产管理有限责任公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
60,002037.SZ,002037,保利联合,化工原料,7.18,True,20.06688963210701,
61,002583.SZ,002583,海能达,通信设备,7.4,True,29.331046312178376,"全国社保基金一一三组合
香港中央结算有限公司(陆股通)
招商证券资管-浦发银行-招商智远海能达2号集合资产管理计划
基本养老保险基金八零二组合
富达基金(香港)有限公司-客户资金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
华安基金-工商银行-华融国际信托-华融·正弘旗胜定增基金权益投资集合资金信托计划"
62,000537.SZ,000537,广宇发展,区域地产,7.43,True,17.749603803486536,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华润深国投信托有限公司-华润信托·捷昀25号集合资金信托计划"
63,000561.SZ,000561,烽火电子,通信设备,7.52,True,23.684210526315773,"中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-长信国防军工量化灵活配置混合型证券投资基金"
64,300243.SZ,300243,瑞丰高材,化工原料,7.55,True,12.518628912071538,中央汇金资产管理有限责任公司
65,300044.SZ,300044,赛为智能,软件服务,7.59,True,26.711185308848062,"泰达宏利基金-浦发银行-厦门信托-厦门信托-财富共赢21号单一资金信托
深圳市前海富银城投基金管理有限公司
深圳市大华信安资产管理企业(有限合伙)-信安新美汇私募证券投资基金"
66,300092.SZ,300092,科新机电,专用机械,7.85,True,18.939393939393945,中央汇金资产管理有限责任公司
67,300175.SZ,300175,朗源股份,食品,7.94,True,29.526916802610124,中央汇金资产管理有限责任公司
68,300190.SZ,300190,维尔利,环境保护,8.0,True,26.718749999999993,"中国长城资产管理股份有限公司
泰达宏利基金-民生银行-泰达宏利价值成长定向增发460号资产管理计划
全国社保基金六零四组合
中国工商银行股份有限公司-诺安先锋混合型证券投资基金"
69,000880.SZ,000880,潍柴重机,机械基件,8.3,True,19.252873563218408,北京神州牧投资基金管理有限公司-红炎神州牧基金
70,600551.SH,600551,时代出版,出版业,8.33,True,16.923076923076906,中央汇金资产管理有限责任公司
71,601229.SH,601229,上海银行,银行,8.36,True,5.639097744360888,香港中央结算有限公司(陆股通)
72,002438.SZ,002438,江苏神通,机械基件,8.45,True,20.370370370370374,中国工商银行股份有限公司-诺安先锋混合型证券投资基金
73,002788.SZ,002788,鹭燕医药,医药商业,8.61,True,11.240310077519378,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
74,300351.SZ,300351,永贵电器,元器件,8.66,True,17.823129251700685,
75,002168.SZ,002168,惠程科技,互联网,8.68,True,27.835051546391743,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
北京天象道通资产管理有限公司-天象8号私募证券投资基金"
76,000996.SZ,000996,中国中期,汽车服务,8.74,True,16.069057104913686,创金合信基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
77,603838.SH,603838,四通股份,陶瓷,9.03,True,22.826086956521728,
78,002633.SZ,002633,申科股份,机械基件,9.07,True,24.24657534246577,"北京华创易盛资产管理中心(有限合伙)
深圳前海厚润德财富管理有限公司-厚润德小市值三期私募投资基金"
79,600285.SH,600285,羚锐制药,中成药,9.21,True,13.25153374233128,"香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划"
80,300231.SZ,300231,银信科技,软件服务,9.24,True,17.85714285714286,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-南方大数据100指数证券投资基金
中国光大银行股份有限公司-泰信先行策略开放式证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
81,600338.SH,600338,西藏珠峰,铅锌,9.32,True,24.26666666666668,"西藏信托有限公司-西藏信托-鼎证48号集合资金信托计划
香港中央结算有限公司(陆股通)"
82,600064.SH,600064,南京高科,园区开发,9.52,True,16.23931623931625,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
83,600822.SH,600822,上海物贸,商贸代理,9.61,True,22.733077905491683,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
84,600479.SH,600479,千金药业,中成药,9.75,True,16.48745519713262,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
长安基金-光大银行-长安平安富贵千金净雅资产管理计划"
85,600444.SH,600444,国机通用,专用机械,10.18,True,12.98557158712541,北京神州牧投资基金管理有限公司-神州牧旭宏证券投资基金
86,000970.SZ,000970,中科三环,元器件,10.19,True,18.928164196123156,"招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
87,300626.SZ,300626,华瑞股份,电气设备,10.2,True,26.39405204460965,
88,000931.SZ,000931,中关村,生物制药,10.2,True,23.684210526315795,"北京天鑫财富投资管理有限公司-天鑫医药价值成长1号私募证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
89,300441.SZ,300441,鲍斯股份,机床制造,10.24,True,17.162471395881006,"上海大藏资产管理有限公司-大藏宏达私募证券投资基金
深圳前海粤资基金管理有限公司-粤资价值成长7号证券投资私募基金
聚惠(深圳)基金管理有限公司-聚惠7号私募基金
深圳前海粤资基金管理有限公司-粤资价值成长壹号证券投资私募基金"
90,002202.SZ,002202,金风科技,电气设备,10.3,True,13.581599123767774,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
全国社保基金一一五组合
全国社保基金六零一组合
全国社保基金一一八组合
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金"
91,300088.SZ,300088,长信科技,元器件,10.41,True,22.1830985915493,"香港中央结算有限公司(陆股通)
全国社保基金一零一组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行-南方绩优成长股票型证券投资基金
中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金"
92,002827.SZ,002827,高争民爆,化工原料,10.59,True,25.921521997621877,全国社会保障基金理事会转持一户
93,603303.SH,603303,得邦照明,家用电器,10.89,True,28.117647058823536,北京盈和智投资管理中心(有限合伙)-盈和智久赢私募证券投资基金
94,300020.SZ,300020,银江股份,软件服务,10.99,True,22.930648769574958,"上银基金-浦发银行-上银基金财富50号资产管理计划
上银基金-浦发银行-上银基金财富49号资产管理计划"
95,603113.SH,603113,金能科技,化工原料,11.01,True,23.154362416107375,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-嘉实研究精选混合型证券投资基金
国投创新(北京)投资基金有限公司
北京国投协力股权投资基金(有限合伙)
上海复星创富股权投资基金合伙企业(有限合伙)
国投创新(北京)投资基金有限公司
北京国投协力股权投资基金(有限合伙)
上海复星创富股权投资基金合伙企业(有限合伙)
中国银行股份有限公司-嘉实研究精选混合型证券投资基金
香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)
中国银行股份有限公司-嘉实研究精选混合型证券投资基金
上海复星创富股权投资基金合伙企业(有限合伙)
北京国投协力股权投资基金(有限合伙)
国投创新(北京)投资基金有限公司"
96,603223.SH,603223,恒通股份,供气供热,11.07,True,29.942196531791907,山东一圈一带产业投资基金有限公司-山高-圈带私募基金
97,300101.SZ,300101,振芯科技,通信设备,11.36,True,29.43722943722944,"中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金"
98,603159.SH,603159,上海亚虹,专用机械,11.38,True,15.415821501014214,
99,601098.SH,601098,中南传媒,出版业,11.42,True,11.197663096397271,"全国社保基金一零三组合
中央汇金资产管理有限责任公司
全国社保基金一一五组合
全国社保基金四一三组合
中国工商银行股份有限公司-景顺长城沪港深精选股票型证券投资基金
香港中央结算有限公司(陆股通)"
100,000625.SZ,000625,长安汽车,汽车整车,11.56,True,28.301886792452848,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国工商银行-易方达价值成长混合型证券投资基金"
101,300258.SZ,300258,精锻科技,汽车配件,11.59,True,28.846153846153854,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中央汇金资产管理有限责任公司
中欧基金-民生银行-上海海通证券资产管理有限公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中欧基金-民生银行-上海海通证券资产管理有限公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金"
102,300275.SZ,300275,梅安森,软件服务,11.67,True,21.30653266331659,"中央汇金资产管理有限责任公司
国融翰泽金融信息服务(北京)有限公司-国融翰泽-天翼一号私募证券投资基金
国融翰泽金融信息服务(北京)有限公司-国融CTA多策略1号私募投资基金
创富财富(北京)投资基金管理有限公司-创富财富-稳健一号私募证券投资基金
万珑资产管理(北京)有限公司-万珑资产新时代6号私募证券投资基金"
103,603315.SH,603315,福鞍股份,机械基件,12.49,True,24.582104228121928,国寿安保基金-广发银行-华鑫信托-华鑫信托·慧智投资102号单一资金信托
104,300501.SZ,300501,海顺新材,广告包装,12.64,True,14.804722979109908,
105,300692.SZ,300692,中环环保,环境保护,12.72,True,13.77459749552774,"安徽高新金通安益股权投资基金(有限合伙)
安徽高新招商致远股权投资基金(有限合伙)
安徽明泽投资管理有限公司-明泽环保优选私募证券投资基金壹号
安徽明泽投资管理有限公司-明泽环保优选私募证券投资基金贰号
海通兴泰(安徽)新兴产业投资基金(有限合伙)"
106,300582.SZ,300582,英飞特,半导体,12.92,True,18.96869244935544,
107,002465.SZ,002465,海格通信,通信设备,13.45,True,23.083859332732203,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
汇添富基金-广发证券-广州海格通信集团股份有限公司
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
全国社保基金一零二组合"
108,002430.SZ,002430,杭氧股份,化工机械,13.93,True,24.48614834673817,"中国华融资产管理股份有限公司
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司
基本养老保险基金一二零一组合
全国社保基金一一四组合
中国农业银行股份有限公司-博时裕隆灵活配置混合型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金"
109,002317.SZ,002317,众生药业,中成药,13.98,True,25.156669650850503,"全国社保基金六零四组合
招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)"
110,000062.SZ,000062,深圳华强,批发业,14.13,True,20.46035805626598,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
111,603239.SH,603239,浙江仙通,汽车配件,14.45,True,29.596412556053806,"中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国工商银行股份有限公司-景顺长城中国回报灵活配置混合型证券投资基金
中国银行股份有限公司-华安汇智精选两年持有期混合型证券投资基金"
112,603161.SH,603161,科华控股,汽车配件,14.45,True,15.971107544141239,"上海翎巧资产管理有限公司-翎巧2号私募证券投资基金
上海尚颀股权投资基金一期合伙企业(有限合伙)
扬州尚颀股权投资基金中心(有限合伙)"
113,600316.SH,600316,洪都航空,航空,14.45,True,23.293515358361773,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)"
114,603848.SH,603848,好太太,家居用品,14.61,True,25.869380831212908,中国工商银行股份有限公司-北信瑞丰健康生活主题灵活配置混合型证券投资基金
115,603038.SH,603038,华立股份,装修装饰,14.71,True,16.101026045777434,
116,600783.SH,600783,鲁信创投,多元金融,14.76,True,19.547657512116313,厦门祐益峰资产管理有限公司-睿兹1号证券投资基金
117,600182.SH,600182,S佳通,汽车配件,14.87,True,17.178881008668245,宁波亿酷投资管理有限公司-亿酷1期私募证券投资基金
118,603968.SH,603968,醋化股份,化工原料,14.95,True,18.2753164556962,
119,300007.SZ,300007,汉威科技,电器仪表,15.1,True,21.382636655948552,"上海于翼资产管理合伙企业(有限合伙)-东方点赞证券投资基金
中国工商银行股份有限公司-金鹰核心资源混合型证券投资基金
中信建投基金-广发银行-钟超"
120,002402.SZ,002402,和而泰,元器件,15.26,True,26.011560693641634,"香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国建设银行股份有限公司-易方达创新驱动灵活配置混合型证券投资基金
中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金"
121,002669.SZ,002669,康达新材,化工原料,15.29,True,19.266770670826826,"金鹰基金-工商银行-万向信托-万向信托-星辰18号事务管理类单一资金信托
上海联一投资管理有限公司-上海军民融合产业股权投资基金合伙企业(有限合伙)
金鹰基金-工商银行-万向信托-万向信托-星辰18号事务管理类单一资金信托
上海联一投资管理有限公司-上海军民融合产业股权投资基金合伙企业(有限合伙)
兴业银行股份有限公司-太平灵活配置混合型发起式证券投资基金"
122,603863.SH,603863,松炀资源,造纸,15.37,True,24.55429497568882,
123,600835.SH,600835,上海机电,运输设备,15.41,True,13.643067846607671,"全国社保基金四一三组合
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
124,002648.SZ,002648,卫星石化,化工原料,15.6,True,21.875,"长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-前海开源再融资主题精选股票型证券投资基金
中国农业银行股份有限公司-交银施罗德瑞思三年封闭运作混合型证券投资基金"
