,ts_code,symbol,name,industry,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
17,300913.SZ,300913,兆龙互连,电气设备,0.0,6.97,,0.0
18,300865.SZ,300865,大宏立,专用机械,0.0,7.0,"中国国际金融香港资产管理有限公司-客户资金2
北京汐合精英投资有限公司-汐合量化1号私募证券投资基金",2.0
19,300807.SZ,300807,天迈科技,软件服务,0.0,7.08,"中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
20,300851.SZ,300851,交大思诺,软件服务,0.0,7.14,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
21,300947.SZ,300947,德必集团,综合类,0.0,7.15,,0.0
22,300813.SZ,300813,泰林生物,医疗保健,0.0,7.25,,0.0
23,300971.SZ,300971,博亚精工,机械基件,0.0,7.32,,0.0
24,300876.SZ,300876,蒙泰高新,化纤,0.0,7.39,,0.0
25,300564.SZ,300564,筑博设计,建筑工程,0.0,7.39,"上海明汯投资管理有限公司-明汯多策略对冲1号基金
中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯信仪中证500指数增强1号私募证券投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",5.0
26,300988.SZ,300988,津荣天宇,机械基件,0.0,7.41,,0.0
27,300781.SZ,300781,因赛集团,广告包装,0.0,7.42,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海景商投资管理有限公司-景商金牛6号私募证券投资基金
安徽科讯创业投资基金合伙企业(有限合伙)",3.0
28,300906.SZ,300906,日月明,专用机械,0.0,7.59,,0.0
29,300749.SZ,300749,顶固集创,家居用品,0.0,7.6,,0.0
30,300938.SZ,300938,信测标准,综合类,0.0,7.63,,0.0
31,300926.SZ,300926,博俊科技,汽车配件,0.0,7.65,,0.0
32,300989.SZ,300989,蕾奥规划,建筑工程,0.0,7.74,,0.0
33,300789.SZ,300789,唐源电气,软件服务,0.0,7.81,,0.0
34,300902.SZ,300902,国安达,专用机械,0.0,7.81,,0.0
35,300980.SZ,300980,祥源新材,塑料,0.0,7.85,,0.0
36,300640.SZ,300640,德艺文创,文教休闲,0.0,7.86,,0.0
37,300978.SZ,300978,东箭科技,汽车配件,0.0,7.97,,0.0
38,300881.SZ,300881,盛德鑫泰,钢加工,0.0,7.98,"中国国际金融香港资产管理有限公司-客户资金2
北京源晖投资管理有限公司-源晖量化一号私募证券投资基金",2.0
39,300921.SZ,300921,南凌科技,互联网,0.0,8.01,,0.0
40,300967.SZ,300967,晓鸣股份,农业综合,0.0,8.04,,0.0
41,300969.SZ,300969,恒帅股份,汽车配件,0.0,8.05,,0.0
42,300949.SZ,300949,奥雅设计,建筑工程,0.0,8.13,,0.0
43,300882.SZ,300882,万胜智能,电器仪表,0.0,8.15,,0.0
44,300975.SZ,300975,商络电子,元器件,0.0,8.27,,0.0
45,300936.SZ,300936,中英科技,元器件,0.0,8.31,,0.0
46,300885.SZ,300885,海昌新材,机械基件,0.0,8.32,,0.0
47,300956.SZ,300956,英力股份,IT设备,0.0,8.41,,0.0
48,300931.SZ,300931,通用电梯,运输设备,0.0,8.43,,0.0
49,300553.SZ,300553,集智股份,电器仪表,0.0,8.5,,0.0
50,300840.SZ,300840,酷特智能,服饰,0.0,8.59,中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF),1.0
51,300539.SZ,300539,横河精密,塑料,0.0,8.59,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",2.0
52,300928.SZ,300928,华安鑫创,汽车服务,0.0,8.67,,0.0
53,300920.SZ,300920,润阳科技,塑料,0.0,8.7,,0.0
54,300752.SZ,300752,隆利科技,元器件,0.0,8.72,,0.0
55,300819.SZ,300819,聚杰微纤,化纤,0.0,8.72,"广东润行投资管理有限公司-润行新周期1号私募证券投资基金
广东润行投资管理有限公司-润行新周期8号私募证券投资基金",2.0
56,300889.SZ,300889,爱克股份,电气设备,0.0,8.76,,0.0
57,300977.SZ,300977,深圳瑞捷,建筑工程,0.0,8.76,,0.0
58,300818.SZ,300818,耐普矿机,专用机械,0.0,8.9,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",2.0
59,300823.SZ,300823,建科机械,专用机械,0.0,8.92,"交通银行股份有限公司-同泰慧利混合型证券投资基金
无锡汇蠡投资管理中心(有限合伙)-汇蠡水晶稳健私募证券投资基金
大成基金-“农银私行·安心快线天天利”开放式人民币理财产品-大成基金定增主题168号单一资产管理计划
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
全国社保基金一一三组合",5.0
60,300893.SZ,300893,松原股份,汽车配件,0.0,8.97,"上海明汯投资管理有限公司-明汯中性添利13号私募证券投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",2.0
61,300843.SZ,300843,胜蓝股份,元器件,0.0,9.03,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",2.0
62,300948.SZ,300948,冠中生态,环境保护,0.0,9.03,,0.0
63,300780.SZ,300780,德恩精工,机械基件,0.0,9.04,上海昀沣资产管理有限公司-昀沣价值2号私募投资基金,1.0
64,300895.SZ,300895,铜牛信息,软件服务,0.0,9.06,上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金,1.0
65,300880.SZ,300880,迦南智能,电器仪表,0.0,9.07,北京源晖投资管理有限公司-源晖量化一号私募证券投资基金,1.0
66,300970.SZ,300970,华绿生物,种植业,0.0,9.16,,0.0
67,300817.SZ,300817,双飞股份,机械基件,0.0,9.19,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金",2.0
68,300918.SZ,300918,南山智尚,纺织,0.0,9.34,,0.0
69,300846.SZ,300846,首都在线,软件服务,0.0,9.37,"上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金
华安财保资管-浦发银行-华安财保资管安源11号定向资产管理产品",2.0
70,300963.SZ,300963,中洲特材,小金属,0.0,9.4,,0.0
71,300917.SZ,300917,特发服务,房产服务,0.0,9.4,,0.0
72,300700.SZ,300700,岱勒新材,矿物制品,0.0,9.41,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海天倚道投资管理有限公司-天倚道-幻方星辰7号私募基金",2.0
73,300354.SZ,300354,东华测试,电器仪表,0.0,9.54,"中央汇金资产管理有限责任公司
宁波乾弘久盛资产管理合伙企业(有限合伙)-乾弘锐享成长一期私募证券投资基金",2.0
74,300868.SZ,300868,杰美特,通信设备,0.0,9.58,,0.0
75,300879.SZ,300879,大叶股份,农用机械,0.0,9.62,"中国国际金融香港资产管理有限公司-客户资金2
北京源晖投资管理有限公司-源晖量化一号私募证券投资基金",2.0
76,300615.SZ,300615,欣天科技,元器件,0.0,9.62,"中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
广东盈瀚投资有限公司-盈瀚-金纵价值精选3号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
77,300901.SZ,300901,中胤时尚,服饰,0.0,9.64,,0.0
78,300606.SZ,300606,金太阳,矿物制品,0.0,9.66,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
79,300878.SZ,300878,维康药业,中成药,0.0,9.69,,0.0
80,300922.SZ,300922,天秦装备,机械基件,0.0,9.72,,0.0
81,300916.SZ,300916,朗特智能,元器件,0.0,9.74,,0.0
82,300932.SZ,300932,三友联众,元器件,0.0,9.76,,0.0
83,300508.SZ,300508,维宏股份,软件服务,0.0,9.82,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
84,300958.SZ,300958,建工修复,环境保护,0.0,10.0,,0.0
85,300950.SZ,300950,德固特,专用机械,0.0,10.01,,0.0
86,300946.SZ,300946,恒而达,机械基件,0.0,10.03,,0.0
87,300650.SZ,300650,太龙照明,电气设备,0.0,10.03,,0.0
88,300952.SZ,300952,恒辉安防,纺织,0.0,10.04,,0.0
89,300626.SZ,300626,华瑞股份,电气设备,0.0,10.06,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
90,300270.SZ,300270,中威电子,通信设备,0.0,10.06,交通银行股份有限公司-博时新兴成长混合型证券投资基金,1.0
91,300912.SZ,300912,凯龙高科,环境保护,0.0,10.07,,0.0
92,300985.SZ,300985,致远新能,汽车配件,0.0,10.11,,0.0
93,300809.SZ,300809,华辰装备,机床制造,0.0,10.15,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
94,300933.SZ,300933,中辰股份,电气设备,0.0,10.16,,0.0
95,300942.SZ,300942,易瑞生物,生物制药,0.0,10.17,,0.0
96,300909.SZ,300909,汇创达,元器件,0.0,10.24,,0.0
97,300822.SZ,300822,贝仕达克,元器件,0.0,10.24,"中国工商银行股份有限公司-博时外延增长主题灵活配置混合型证券投资基金
北京博信盈泰投资管理有限公司-博信盈泰澜沧江二十四号私募投资基金",2.0
98,300742.SZ,300742,越博动力,汽车配件,0.0,10.24,"伊犁苏新投资基金合伙企业(有限合伙)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海汉王歌石股权投资基金合伙企业(有限合伙)",3.0
99,300852.SZ,300852,四会富仕,元器件,0.0,10.27,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
100,300509.SZ,300509,新美星,专用机械,0.0,10.29,"上海胤狮投资管理有限公司-胤狮10号私募证券投资基金
上海胤狮投资管理有限公司-胤狮15号私募证券投资基金
上海胤狮投资管理有限公司-胤狮9号私募证券投资基金
上海胤狮投资管理有限公司-胤狮17号私募证券投资基金",4.0
101,300833.SZ,300833,浩洋股份,专用机械,0.0,10.41,深圳市前海宏泰恒信基金管理有限公司-宏泰熙琪1号私募证券投资基金,1.0
102,300905.SZ,300905,宝丽迪,塑料,0.0,10.43,,0.0
103,300935.SZ,300935,盈建科,软件服务,0.0,10.44,,0.0
104,300826.SZ,300826,测绘股份,建筑工程,0.0,10.46,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
105,300665.SZ,300665,飞鹿股份,染料涂料,0.0,10.54,,0.0
106,300990.SZ,300990,同飞股份,专用机械,0.0,10.57,,0.0
107,300275.SZ,300275,梅安森,软件服务,0.0,10.64,国融翰泽金融信息服务(北京)有限公司-国融CTA多策略1号私募投资基金,1.0
108,300847.SZ,300847,中船汉光,化工原料,0.0,10.66,"中国国际金融香港资产管理有限公司-客户资金2
九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
内蒙古恒禾资产管理有限公司-恒禾成蹊三期私募证券投资基金",4.0
109,300837.SZ,300837,浙矿股份,专用机械,0.0,10.69,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
全国社保基金五零一组合
中国农业银行股份有限公司-大成一带一路灵活配置混合型证券投资基金",3.0
110,300417.SZ,300417,南华仪器,电器仪表,0.0,10.7,"中央汇金资产管理有限责任公司
民生证券-中信证券-民生证券财富1号集合资产管理计划",2.0
111,300778.SZ,300778,新城市,建筑工程,0.0,10.7,,0.0
112,300797.SZ,300797,钢研纳克,电器仪表,0.0,10.71,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",3.0
113,300890.SZ,300890,翔丰华,矿物制品,0.0,10.77,"新湖期货-国金证券盈享1号单一资产管理计划-新湖期货致义单一资产管理计划
银华基金-光大银行-银华基金-光大银行-滴水3号集合资产管理计划
上海通怡投资管理有限公司-通怡方圆8号私募证券投资基金",3.0
114,300915.SZ,300915,海融科技,食品,0.0,10.77,,0.0
115,300478.SZ,300478,杭州高新,橡胶,0.0,10.91,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中央汇金资产管理有限责任公司",2.0
116,300535.SZ,300535,达威股份,化工原料,0.0,11.03,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
117,300939.SZ,300939,秋田微,元器件,0.0,11.04,,0.0
118,300842.SZ,300842,帝科股份,半导体,0.0,11.1,交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金,1.0
119,300883.SZ,300883,龙利得,造纸,0.0,11.11,,0.0
120,300836.SZ,300836,佰奥智能,专用机械,0.0,11.11,,0.0
121,300405.SZ,300405,科隆股份,化工原料,0.0,11.12,"中天证券-辽阳市国有资产经营(集团)有限公司-中天证券天沃1号单一资产管理计划
中央汇金资产管理有限责任公司
上海银叶阶跃资产管理有限公司-银叶阶跃定增1号私募基金",3.0
122,300756.SZ,300756,金马游乐,专用机械,0.0,11.12,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
123,300619.SZ,300619,金银河,专用机械,0.0,11.15,,0.0
124,300611.SZ,300611,美力科技,机械基件,0.0,11.15,,0.0
125,300743.SZ,300743,天地数码,IT设备,0.0,11.16,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
126,300779.SZ,300779,惠城环保,环境保护,0.0,11.18,,0.0
127,300864.SZ,300864,南大环境,环境保护,0.0,11.23,"深圳市允泰投资管理有限公司-允泰铭汇私募证券投资基金
深圳坤钰资产管理有限公司-坤钰进化者私募证券投资基金",2.0
128,300877.SZ,300877,金春股份,纺织,0.0,11.27,北京源晖投资管理有限公司-源晖量化一号私募证券投资基金,1.0
129,300505.SZ,300505,川金诺,化工原料,0.0,11.29,"上海极灏资产管理有限公司-极灏泽信精选1号私募证券投资基金
上海极灏资产管理有限公司-极灏泽信精选4号私募证券投资基金
上海含德股权投资基金管理有限公司-含德盛世3号定增投资私募基金
共青城胜恒投资管理有限公司-颐和精选定增私募投资基金",4.0
130,300884.SZ,300884,狄耐克,通信设备,0.0,11.34,,0.0
131,300925.SZ,300925,法本信息,软件服务,0.0,11.55,,0.0
132,300786.SZ,300786,国林科技,环境保护,0.0,11.56,"深圳市力鼎基金管理有限责任公司
贵州贵安创业投资基金(有限合伙)
上海一村投资管理有限公司-一村斡元1号私募证券投资基金",3.0
133,300796.SZ,300796,贝斯美,化工原料,0.0,11.68,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
134,300820.SZ,300820,英杰电气,电气设备,0.0,11.72,,0.0
135,300605.SZ,300605,恒锋信息,软件服务,0.0,11.73,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
136,300961.SZ,300961,深水海纳,环境保护,0.0,11.73,,0.0
137,300863.SZ,300863,卡倍亿,汽车配件,0.0,11.73,北京汐合精英投资有限公司-汐合量化1号私募证券投资基金,1.0
138,300828.SZ,300828,锐新科技,铝,0.0,11.87,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",2.0
139,300862.SZ,300862,蓝盾光电,电器仪表,0.0,11.93,九坤投资(北京)有限公司-九坤私享33号私募证券投资基金,1.0
140,300986.SZ,300986,志特新材,铝,0.0,11.96,,0.0
141,300461.SZ,300461,田中精机,专用机械,0.0,12.19,,0.0
142,300694.SZ,300694,蠡湖股份,汽车配件,0.0,12.22,,0.0
143,300898.SZ,300898,熊猫乳品,乳制品,0.0,12.23,,0.0
144,300853.SZ,300853,申昊科技,机械基件,0.0,12.4,"杭州亘曦资产管理有限公司-亘曦1号私募证券投资基金
杭州亘曦资产管理有限公司-亘曦尊享1号私募证券投资基金
上海永拓投资管理有限公司-永拓投资久盈1号私募证券投资基金
上海循理资产管理有限公司-盛源1号私募证券投资基金
上海循理资产管理有限公司-循理盛源2号私募证券投资基金
上海循理资产管理有限公司-循理盛源5号私募证券投资基金",6.0
145,300965.SZ,300965,恒宇信通,元器件,0.0,12.41,,0.0
146,300437.SZ,300437,清水源,化工原料,0.0,12.55,"中国工商银行-广发聚富开放式证券投资基金
广东金百合财富管理有限公司-金百合八号证券投资基金
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金",3.0
147,300892.SZ,300892,品渥食品,乳制品,0.0,12.6,"嘉实基金-国新投资有限公司-嘉实基金-国新2号单一资产管理计划
萍乡皓熙汇达新能源产业投资基金(有限合伙)
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",3.0
148,300389.SZ,300389,艾比森,半导体,0.0,12.62,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中央汇金资产管理有限责任公司",2.0
149,300940.SZ,300940,南极光,元器件,0.0,12.64,,0.0
150,300870.SZ,300870,欧陆通,元器件,0.0,12.66,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国工商银行股份有限公司-富国高新技术产业混合型证券投资基金
中国工商银行股份有限公司-富国创新科技混合型证券投资基金
招商银行股份有限公司-交银施罗德创新领航混合型证券投资基金
招商银行股份有限公司-富国科创板两年定期开放混合型证券投资基金
英大国际信托有限责任公司
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金",7.0
151,300584.SZ,300584,海辰药业,化学制药,0.0,12.69,"中国银行股份有限公司-富国积极成长一年定期开放混合型证券投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
西藏信托有限公司-西藏信托-智臻33号集合资金信托计划",4.0
152,300235.SZ,300235,方直科技,软件服务,0.0,12.76,前海开源基金-浦发银行-中融国际信托-中融-融珲60号单一资金信托,1.0
153,300411.SZ,300411,金盾股份,专用机械,0.0,12.79,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
浙江九章资产管理有限公司-九章幻方青溪3号私募基金",2.0
154,300857.SZ,300857,协创数据,IT设备,0.0,12.85,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
155,300594.SZ,300594,朗进科技,运输设备,0.0,12.87,"江瀚(宁波)资产管理有限公司
中车同方(天津)股权投资基金合伙企业(有限合伙)",2.0
156,300903.SZ,300903,科翔股份,元器件,0.0,12.94,,0.0
157,300787.SZ,300787,海能实业,通信设备,0.0,12.94,"中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
磐厚动量(上海)资本管理有限公司-磐厚动量-旅行者1号私募基金
招商银行股份有限公司-交银施罗德创新领航混合型证券投资基金
中国农业银行股份有限公司-交银施罗德数据产业灵活配置混合型证券投资基金",4.0
158,300609.SZ,300609,汇纳科技,互联网,0.0,13.03,"华菱津杉(天津)产业投资基金合伙企业(有限合伙)
基本养老保险基金一二零四组合
招商银行股份有限公司-工银瑞信圆兴混合型证券投资基金
招商银行股份有限公司-工银瑞信科技创新3年封闭运作混合型证券投资基金
中国农业银行股份有限公司-工银瑞信高质量成长混合型证券投资基金
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金",6.0
159,300167.SZ,300167,迪威迅,通信设备,0.0,13.06,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
160,300371.SZ,300371,汇中股份,电器仪表,0.0,13.09,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-信达澳银领先增长混合型证券投资基金
中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金",3.0
161,300812.SZ,300812,易天股份,专用机械,0.0,13.13,,0.0
162,300824.SZ,300824,北鼎股份,家用电器,0.0,13.19,"中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金
交通银行-华夏蓝筹核心混合型证券投资基金(LOF)
中国建设银行股份有限公司-华夏新锦升灵活配置混合型证券投资基金
华安财保资管-浦发银行-华安财保资管安源11号定向资产管理产品",4.0
163,300283.SZ,300283,温州宏丰,电气设备,0.0,13.19,中央汇金资产管理有限责任公司,1.0
164,300955.SZ,300955,嘉亨家化,塑料,0.0,13.23,,0.0
165,300084.SZ,300084,海默科技,石油开采,0.0,13.32,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
166,300462.SZ,300462,华铭智能,专用机械,0.0,13.36,招商证券资管-北京诚通金控投资有限公司-招商资管-诚通金控1号单一资产管理计划,1.0
167,300126.SZ,300126,锐奇股份,轻工机械,0.0,13.36,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
168,300688.SZ,300688,创业黑马,综合类,0.0,13.39,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
169,300560.SZ,300560,中富通,通信设备,0.0,13.41,,0.0
170,300937.SZ,300937,药易购,医药商业,0.0,13.41,,0.0
171,300306.SZ,300306,远方信息,电器仪表,0.0,13.42,,0.0
172,300514.SZ,300514,友讯达,通信设备,0.0,13.58,,0.0
173,300335.SZ,300335,迪森股份,供气供热,0.0,13.61,"中央汇金资产管理有限责任公司
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
174,300875.SZ,300875,捷强装备,专用机械,0.0,13.61,"上海高毅资产管理合伙企业(有限合伙)-高毅庆瑞6号瑞行基金
北京汐合精英投资有限公司-汐合量化1号私募证券投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金
中信信托有限责任公司-中信信托锐进43期高毅庆瑞投资集合资金信托计划",4.0
175,300793.SZ,300793,佳禾智能,IT设备,0.0,13.62,香港中央结算有限公司(陆股通),1.0
176,300654.SZ,300654,世纪天鸿,出版业,0.0,13.77,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
177,300517.SZ,300517,海波重科,建筑工程,0.0,13.84,,0.0
178,300681.SZ,300681,英搏尔,汽车配件,0.0,13.89,,0.0
179,300858.SZ,300858,科拓生物,食品,0.0,13.93,"上海盘京投资管理中心(有限合伙)-盘京天道7期私募证券投资基金
易方达资产-工商银行-易方达资产华瑞8号资产管理计划
中国工商银行-华安安信消费服务股票型证券投资基金",3.0
180,300557.SZ,300557,理工光科,电器仪表,0.0,13.99,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
181,300092.SZ,300092,科新机电,专用机械,0.0,14.01,"中央汇金资产管理有限责任公司
中信银行股份有限公司-建信中证500指数增强型证券投资基金
交通银行股份有限公司-易方达科瑞灵活配置混合型证券投资基金
易方达基金-北京诚通金控投资有限公司-易方达基金-诚通金控1号单一资产管理计划
全国社保基金五零二组合",5.0
182,300873.SZ,300873,海晨股份,仓储物流,0.0,14.03,吉林日昇投资管理有限公司-日昇飞跃巅峰一期私募证券投资基金,1.0
183,300165.SZ,300165,天瑞仪器,电器仪表,0.0,14.04,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
184,300407.SZ,300407,凯发电气,电气设备,0.0,14.11,中央汇金资产管理有限责任公司,1.0
185,300321.SZ,300321,同大股份,塑料,0.0,14.15,中央汇金资产管理有限责任公司,1.0
186,300713.SZ,300713,英可瑞,电气设备,0.0,14.18,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
187,300532.SZ,300532,今天国际,软件服务,0.0,14.23,交通银行股份有限公司-长信量化先锋混合型证券投资基金,1.0
188,300591.SZ,300591,万里马,服饰,0.0,14.29,"中国国际金融香港资产管理有限公司-客户资金2
海通证券资管-海通证券股份有限公司-证券行业支持民企发展系列之海通证券资管1号FOF单一资产管理计划
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
189,300753.SZ,300753,爱朋医疗,医疗保健,0.0,14.33,中国农业银行股份有限公司-景顺长城中小板创业板精选股票型证券投资基金,1.0
190,300856.SZ,300856,科思股份,化工原料,0.0,14.36,"中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
上海华元恒道资产管理有限公司
中国建设银行股份有限公司-交银施罗德内核驱动混合型证券投资基金",3.0
191,300210.SZ,300210,森远股份,专用机械,0.0,14.43,"银河资本-浙商银行-银河资本-鑫鑫一号资产管理计划
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
192,300254.SZ,300254,仟源医药,化学制药,0.0,14.48,中央汇金资产管理有限责任公司,1.0
193,300649.SZ,300649,杭州园林,建筑工程,0.0,14.49,,0.0
194,300556.SZ,300556,丝路视觉,软件服务,0.0,14.5,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
195,300968.SZ,300968,格林精密,元器件,0.0,14.54,,0.0
196,300670.SZ,300670,大烨智能,电气设备,0.0,14.61,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
197,300736.SZ,300736,百邦科技,通信设备,0.0,14.65,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
198,300987.SZ,300987,川网传媒,互联网,0.0,14.78,,0.0
199,300716.SZ,300716,国立科技,塑料,0.0,14.79,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
200,300720.SZ,300720,海川智能,电器仪表,0.0,14.8,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
201,300612.SZ,300612,宣亚国际,广告包装,0.0,14.87,,0.0
202,300025.SZ,300025,华星创业,通信设备,0.0,14.89,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
203,300900.SZ,300900,广联航空,航空,0.0,14.99,,0.0
