,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
20,300181.SZ,300181,佐力药业,中成药,True,6.52,0.0,0.0,0.0,30.24,长信基金-工商银行-长信-朗程-工行定增1号资产管理计划,1.0
21,600222.SH,600222,太龙药业,中成药,True,6.52,2.0,0.0,0.0,37.42,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
22,300289.SZ,300289,利德曼,生物制药,True,6.67,9.0,0.0,0.0,27.84,"上海赛领并购投资基金合伙企业(有限合伙)
成都力鼎银科股权投资基金中心(有限合伙)
湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金",3.0
23,300534.SZ,300534,陇神戎发,中成药,True,6.84,9.0,0.0,0.0,20.47,"兰州天域资产管理有限公司
甘肃生物产业创业投资基金有限公司
甘肃省循环经济产业投资基金合伙企业(有限合伙)",3.0
24,000813.SZ,000813,德展健康,化学制药,True,6.86,9.0,0.0,0.0,153.77,"北京凯世富乐资产管理股份有限公司-凯世富乐稳健11号私募证券投资基金
北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金",2.0
25,603998.SH,603998,方盛制药,中成药,True,6.88,9.0,0.0,0.0,29.54,,0.0
26,002562.SZ,002562,兄弟科技,化学制药,True,6.92,8.0,0.0,1.0,37.31,"中国国际金融香港资产管理有限公司-客户资金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华夏兴华混合型证券投资基金",3.0
27,000919.SZ,000919,金陵药业,化学制药,True,7.08,2.0,0.0,0.0,35.59,中央汇金资产管理有限责任公司,1.0
28,300254.SZ,300254,仟源医药,化学制药,True,7.09,9.0,0.0,0.0,11.43,中央汇金资产管理有限责任公司,1.0
29,600594.SH,600594,益佰制药,中成药,True,7.14,9.0,0.0,0.0,56.54,"金元顺安基金-海通证券-渤海国际信托-渤海信托·恒利丰123号·益佰艾康一号集合资金信托计划
中央汇金资产管理有限责任公司",2.0
30,002411.SZ,002411,延安必康,化学制药,True,7.14,9.0,0.0,0.0,101.85,,0.0
31,000788.SZ,000788,北大医药,化学制药,True,7.36,4.0,0.0,0.0,43.86,"建投中信资产管理有限责任公司
北京大学教育基金会
中央汇金资产管理有限责任公司",3.0
32,002566.SZ,002566,益盛药业,中成药,True,7.41,2.0,0.0,0.0,17.17,中央汇金资产管理有限责任公司,1.0
33,300199.SZ,300199,翰宇药业,化学制药,True,7.5,1.0,2.0,2.0,44.06,"中国华融资产管理股份有限公司
红土创新基金-广发证券-中国华融资产管理股份有限公司
深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
中央汇金资产管理有限责任公司",4.0
34,000705.SZ,000705,浙江震元,医药商业,True,7.5,9.0,0.0,0.0,21.15,深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金,1.0
35,600673.SH,600673,东阳光,化学制药,True,7.76,0.0,0.0,0.0,190.7,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-景顺长城优选混合型证券投资基金",2.0
36,300086.SZ,300086,康芝药业,化学制药,True,7.83,0.0,2.0,3.0,34.11,云南国际信托有限公司-聚鑫2026号集合资金信托计划,1.0
37,300318.SZ,300318,博晖创新,医疗保健,True,7.84,1.0,1.0,1.0,56.8,中央汇金资产管理有限责任公司,1.0
38,002688.SZ,002688,金河生物,化学制药,True,8.25,2.0,0.0,0.0,51.42,"上海盘京投资管理中心(有限合伙)-盘世2期私募证券投资基金
上海盘京投资管理中心(有限合伙)-盛信2期私募证券投资基金
华润深国投信托有限公司-华润信托·枫池专享集合资金信托计划
上银基金-浦发银行-上银基金财富51号资产管理计划",4.0
39,600851.SH,600851,海欣股份,化学制药,True,8.33,4.0,0.0,0.0,61.49,"重庆国际信托股份有限公司-兴国2号集合资金信托
中央汇金资产管理有限责任公司
重庆国际信托股份有限公司-兴国1号集合资金信托计划
深圳市惠和投资基金管理有限公司-深圳市惠和基金惠和2号证券投资基金",4.0
40,600538.SH,600538,国发股份,医药商业,True,8.59,0.0,0.0,0.0,39.89,圆信永丰基金-昆仑健康保险股份有限公司-圆信永丰优选金股2号单一资产管理计划,1.0
41,000566.SZ,000566,海南海药,化学制药,True,8.81,8.0,0.0,2.0,106.03,"金元顺安基金-农业银行-杭州通武投资管理合伙企业(有限合伙)
国通信托有限责任公司-国通信托·方泰1号集合资金信托计划
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽2号结构化集合资金信托计划
云南国际信托有限公司-聚利36号单一资金信托",4.0
42,603669.SH,603669,灵康药业,化学制药,True,8.87,2.0,0.0,0.0,63.28,香港中央结算有限公司(陆股通),1.0
43,002788.SZ,002788,鹭燕医药,医药商业,True,8.92,9.0,0.0,0.0,28.35,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金",5.0
44,603963.SH,603963,大理药业,化学制药,True,9.02,5.0,0.0,0.0,11.64,,0.0
45,000952.SZ,000952,广济药业,化学制药,True,9.05,5.0,0.0,0.0,27.28,盛稷股权投资基金(上海)有限公司,1.0
46,002166.SZ,002166,莱茵生物,中成药,True,9.25,2.0,0.0,0.0,41.03,中央汇金资产管理有限责任公司,1.0
47,002252.SZ,002252,上海莱士,生物制药,True,9.4,9.0,0.0,0.0,467.4,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣76号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣82号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·如意69号定向投资集合资金信托计划
民生通惠资产-民生银行-民生通惠聚鑫2号资产管理产品
香港中央结算有限公司(陆股通)",5.0
48,300412.SZ,300412,迦南科技,医疗保健,True,9.78,0.0,0.0,0.0,21.76,"北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划
中央汇金资产管理有限责任公司",2.0
49,600479.SH,600479,千金药业,中成药,True,9.86,9.0,0.0,0.0,41.26,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
长安基金-光大银行-长安平安富贵千金净雅资产管理计划",2.0
50,002524.SZ,002524,光正集团,医疗保健,True,9.98,8.0,0.0,0.0,48.33,稷定资产管理(嘉兴)有限公司-稷定健康私募证券投资基金,1.0
51,000153.SZ,000153,丰原药业,化学制药,True,9.98,2.0,2.0,3.0,31.14,,0.0
52,300147.SZ,300147,香雪制药,中成药,True,10.02,9.0,0.0,0.0,65.27,"华夏基金-农业银行-华夏中证金融资产管理计划
中央汇金资产管理有限责任公司",2.0
53,600422.SH,600422,昆药集团,中成药,True,10.5,9.0,0.0,0.0,79.79,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
54,600420.SH,600420,现代制药,化学制药,True,10.93,0.0,0.0,0.0,112.25,,0.0
55,603676.SH,603676,卫信康,化学制药,True,11.25,9.0,0.0,0.0,47.59,银河资本-郭旭-银河资本-新兴一号单一资产管理计划,1.0
56,600285.SH,600285,羚锐制药,中成药,True,11.53,0.0,1.0,1.0,65.47,"方正证券-宁波银行-民族-羚锐小羚羊资产管理计划
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-诺安先锋混合型证券投资基金",5.0
57,002826.SZ,002826,易明医药,中成药,True,11.7,9.0,0.0,0.0,15.64,,0.0
58,002900.SZ,002900,哈三联,化学制药,True,11.93,8.0,0.0,0.0,14.25,"中合供销一期(上海)股权投资基金合伙企业(有限合伙)
中瑞国信资产管理有限公司",2.0
59,300204.SZ,300204,舒泰神,生物制药,True,11.99,8.0,0.0,0.0,56.01,"北京华高永利资产管理有限公司-华高永利2号私募证券投资基金
中国建设银行股份有限公司-博时裕益灵活配置混合型证券投资基金
华泰证券资管-招商银行-华泰聚力16号集合资产管理计划",3.0
60,300358.SZ,300358,楚天科技,医疗保健,True,12.25,0.0,1.0,1.0,56.03,"湖南省资产管理有限公司
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划
西藏德传投资管理有限公司-德传附子证券投资基金
中央汇金资产管理有限责任公司",5.0
61,600750.SH,600750,江中药业,中成药,True,12.33,9.0,0.0,0.0,77.68,"香港中央结算有限公司(陆股通)
基本养老保险基金一五零一一组合
中国农业银行股份有限公司-大成景阳领先混合型证券投资基金
中央汇金资产管理有限责任公司",4.0
62,000756.SZ,000756,新华制药,化学制药,True,12.37,0.0,1.0,1.0,49.42,"中国工商银行股份有限公司-华安逆向策略混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国建设银行股份有限公司-华安沪港深外延增长灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城消费增值混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行-浦银安盛价值成长混合型证券投资基金
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金",7.0
63,000503.SZ,000503,国新健康,医疗保健,True,12.81,4.0,1.0,1.0,115.14,香港中央结算有限公司(陆股通),1.0
64,002020.SZ,002020,京新药业,化学制药,True,12.81,9.0,0.0,0.0,75.31,"香港中央结算有限公司(陆股通)
建信基金-杭州银行-杭州玖擎投资管理合伙企业(有限合伙)
上海国际集团资产管理有限公司
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金",4.0
65,603567.SH,603567,珍宝岛,中成药,True,12.85,2.0,0.0,0.0,109.12,,0.0
66,002898.SZ,002898,赛隆药业,化学制药,True,12.95,9.0,0.0,0.0,8.52,,0.0
67,600867.SH,600867,通化东宝,生物制药,True,13.02,8.0,0.0,0.0,264.83,"国家第一养老金信托公司-自有资金
汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金混合型组合
招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)
汇添富基金管理股份有限公司-社保基金1103组合",5.0
68,002038.SZ,002038,双鹭药业,生物制药,True,13.03,9.0,0.0,0.0,110.98,"华夏基金-农业银行-华夏中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",5.0
69,600299.SH,600299,安迪苏,化学制药,True,13.04,2.0,0.0,0.0,349.72,"中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
蓝星集团-国泰君安-19蓝星EB担保及信托财产专户
江苏聚合创意新兴产业投资基金(有限合伙)
香港中央结算有限公司(陆股通)
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金",5.0
70,002793.SZ,002793,罗欣药业,化学制药,True,13.67,9.0,0.0,0.0,34.03,,0.0
71,300030.SZ,300030,阳普医疗,医疗保健,True,13.78,2.0,0.0,1.0,35.05,"华夏基金-农业银行-华夏中证金融资产管理计划
长安基金-光大银行-长安睿享2号分级资产管理计划
中央汇金资产管理有限责任公司",3.0
72,600062.SH,600062,华润双鹤,化学制药,True,13.92,2.0,0.0,0.0,145.22,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
吕梁金地资产管理有限公司
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",6.0
73,600771.SH,600771,广誉远,中成药,True,14.0,8.0,0.0,1.0,68.88,"兴业国际信托有限公司-兴享进取明达1号证券投资集合资金信托计划
国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托",3.0
74,300381.SZ,300381,溢多利,生物制药,True,14.53,9.0,0.0,0.0,67.71,深圳菁英时代基金管理股份有限公司-菁英时代久盈1号基金,1.0
75,002728.SZ,002728,特一药业,中成药,True,14.53,2.0,0.0,0.0,17.79,,0.0
76,600812.SH,600812,华北制药,化学制药,True,14.94,1.0,0.0,0.0,243.64,"华夏基金-农业银行-华夏中证金融资产管理计划
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司
南方基金-农业银行-南方中证金融资产管理计划",12.0
77,002817.SZ,002817,黄山胶囊,化学制药,True,15.22,9.0,0.0,0.0,14.69,,0.0
78,002275.SZ,002275,桂林三金,中成药,True,15.33,2.0,0.0,0.0,81.51,"全国社保基金六零四组合
中央汇金资产管理有限责任公司",2.0
79,000411.SZ,000411,英特集团,医药商业,True,15.49,0.0,2.0,2.0,32.11,"全国社保基金六零四组合
基本养老保险基金九零三组合",2.0
80,002262.SZ,002262,恩华药业,化学制药,True,15.92,8.0,0.0,0.0,141.66,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-鹏华优选价值股票型证券投资基金
上海宽远资产管理有限公司-宽远价值进取证券投资基金",3.0
81,600056.SH,600056,中国医药,医药商业,True,15.98,0.0,1.0,1.0,170.68,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",4.0
82,603716.SH,603716,塞力斯,医药商业,True,16.3,4.0,0.0,0.0,31.17,"上海高能投资管理有限公司-高能汇实专项私募股权投资基金1号
深圳市华润资本股权投资有限公司-华润医药(汕头)产业投资基金合伙企业(有限合伙)
财通基金-招商银行-财通基金-长昕1号资产管理计划
中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金",4.0
83,603367.SH,603367,辰欣药业,化学制药,True,17.02,2.0,0.0,0.0,48.96,香港中央结算有限公司(陆股通),1.0
84,300705.SZ,300705,九典制药,化学制药,True,17.4,0.0,0.0,0.0,17.29,"中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金",4.0
85,603987.SH,603987,康德莱,医疗保健,True,18.38,1.0,0.0,0.0,80.21,"平安资管-邮储银行-如意10号资产管理产品
全国社保基金五零二组合
基本养老保险基金一六零四一组合
中国建设银行股份有限公司-国泰大健康股票型证券投资基金
中国建设银行股份有限公司-国泰研究精选两年持有期混合型证券投资基金",5.0
86,600267.SH,600267,海正药业,化学制药,True,18.6,2.0,3.0,3.0,179.59,"上海融昌资产管理有限公司
宁波梅山保税港区盛麒资产管理有限公司-盛麒盛华私募证券投资基金
中央汇金资产管理有限责任公司",3.0
87,600587.SH,600587,新华医疗,医疗保健,True,19.06,1.0,1.0,1.0,76.9,"华夏基金-农业银行-华夏中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
南方基金-农业银行-南方中证金融资产管理计划",12.0
88,300009.SZ,300009,安科生物,生物制药,True,19.2,8.0,0.0,0.0,182.53,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
上海固信资产管理有限公司-长三角(上海)产业创新股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-博时精选混合型证券投资基金
中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)",5.0
89,600380.SH,600380,健康元,化学制药,True,19.29,3.0,0.0,1.0,375.68,"全国社保基金五零二组合
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
全国社保基金一零八组合
基本养老保险基金一六零一一组合
香港中央结算有限公司(陆股通)
博时基金管理有限公司-社保基金四一九组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",7.0
90,601607.SH,601607,上海医药,医药商业,True,20.1,0.0,0.0,0.0,386.51,"银华基金-农业银行-银华中证金融资产管理计划
全国社保基金六零四组合
全国社保基金四一二组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",5.0
91,300146.SZ,300146,汤臣倍健,医疗保健,True,20.44,2.0,0.0,0.0,182.47,"香港中央结算有限公司(陆股通)
易方达创业板交易型开放式指数证券投资基金
前海开源再融资主题精选股票型证券投资基金
中央汇金资产管理有限责任公司",4.0
92,300439.SZ,300439,美康生物,医疗保健,True,20.95,2.0,0.0,0.0,43.24,广东金百合财富管理有限公司-金百合八号证券投资基金,1.0
93,300143.SZ,300143,盈康生命,医疗保健,True,21.0,2.0,0.0,0.0,108.98,"上海申九资产管理有限公司-申九股票精选1号私募证券投资基金
浙商金汇信托股份有限公司-浙金·天府1号证券投资集合资金信托计划
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合
上海申九资产管理有限公司-申九积极进取3号证券私募投资基金",4.0
94,002923.SZ,002923,润都股份,化学制药,True,21.06,2.0,0.0,0.0,13.04,广东中科白云新兴产业创业投资基金有限公司,1.0
95,300314.SZ,300314,戴维医疗,医疗保健,True,21.2,3.0,0.0,0.0,40.09,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金,1.0
96,605199.SH,605199,葫芦娃,中成药,True,21.29,0.0,5.0,10.0,8.54,,0.0
97,600976.SH,600976,健民集团,中成药,True,21.58,3.0,0.0,0.0,33.08,"兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
泰康资管-交通银行-泰康资产管理有限责任公司优势精选资产管理产品
深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金",6.0
98,603139.SH,603139,康惠制药,中成药,True,21.88,0.0,0.0,0.0,21.85,"中国建设银行股份有限公司-光大保德信风格轮动混合型证券投资基金
陕西德同福方投资管理有限公司-陕西省新材料高技术创业投资基金(有限合伙)",2.0
99,002675.SZ,002675,东诚药业,化学制药,True,22.51,2.0,0.0,0.0,149.02,"香港中央结算有限公司(陆股通)
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
全国社保基金六零二组合",3.0
100,300171.SZ,300171,东富龙,医疗保健,True,22.58,1.0,1.0,1.0,94.68,汇添富基金管理股份有限公司-社保基金一五零二组合,1.0
101,688098.SH,688098,申联生物,生物制药,True,23.66,9.0,0.0,0.0,11.49,,0.0
102,002399.SZ,002399,海普瑞,化学制药,True,23.86,8.0,0.0,0.0,297.58,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金",4.0
103,300452.SZ,300452,山河药辅,化学制药,True,23.98,3.0,0.0,0.0,34.13,"中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金",2.0
104,600566.SH,600566,济川药业,中成药,True,24.18,9.0,0.0,0.0,197.05,"中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
全国社保基金一一六组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-东方红睿玺三年定期开放灵活配置混合型证券投资基金",6.0
105,002287.SZ,002287,奇正藏药,中成药,True,25.53,0.0,1.0,1.0,134.77,"中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",2.0
106,603858.SH,603858,步长制药,中成药,True,26.4,9.0,0.0,0.0,301.38,"香港中央结算有限公司(陆股通)
蓝色经济区产业投资基金(有限合伙)",2.0
107,000963.SZ,000963,华东医药,化学制药,True,26.46,9.0,0.0,0.0,462.99,"国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
全国社保基金一零六组合
香港中央结算有限公司(陆股通)
泰康资产管理有限责任公司-积极配置投资产品
基本养老保险基金一五零四一组合",5.0
108,688108.SH,688108,赛诺医疗,医疗保健,True,28.22,9.0,0.0,1.0,13.4,深圳前海汇富雪球基金管理有限公司-汇富雪球医药医疗大健康一号基金,1.0
109,002019.SZ,002019,亿帆医药,化学制药,True,28.4,2.0,0.0,0.0,234.22,"江苏一带一路投资基金(有限合伙)
深圳国调招商并购股权投资基金合伙企业(有限合伙)
金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
110,002001.SZ,002001,新和成,化学制药,True,28.75,8.0,0.0,0.0,609.93,"挪威中央银行-自有资金
上海重阳战略投资有限公司-重阳战略汇智基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
财通基金-浦发银行-粤财信托-粤财信托·陕投富盈5号单一资金信托计划",6.0
111,688389.SH,688389,普门科技,医疗保健,True,29.01,9.0,0.0,0.0,10.83,中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金,1.0
112,002382.SZ,002382,蓝帆医疗,医疗保健,True,29.82,9.0,0.0,0.0,209.77,"中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
富安达基金-南京银行-富安达-富享14号股票型资产管理计划
国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)
中泰证券资管-证券行业支持民企发展中泰资管2号FOF集合资管计划-证券行业支持民企发展系列之中泰资管11号单一资产管理计划
共青城胜恒投资管理有限公司-胜恒普惠一期私募投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金",7.0
113,002727.SZ,002727,一心堂,医药商业,True,31.59,8.0,0.0,0.0,100.99,"中国工商银行股份有限公司-景顺长城沪港深精选股票型证券投资基金
中国农业银行股份有限公司-景顺长城核心竞争力混合型证券投资基金
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金
中国工商银行-广发聚丰混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-景顺长城品质成长混合型证券投资基金",6.0
114,600079.SH,600079,人福医药,化学制药,True,32.1,2.0,1.0,1.0,412.82,"基本养老保险基金八零二组合
全国社保基金一一三组合
中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",4.0
