code,name,pe,p_change_01,past_average_turnover,stop_mark
300267,尔康制药,20.97,26.586,3.037,
600462,九有股份,336.96,26.582,9.173,
600095,哈高科,120.59,26.46,18.647,
002898,赛隆药业,58.78,26.373,15.45,
300633,开立医疗,78.37,26.315,5.573,
300130,新国都,106.96,26.102,4.007,
300711,广哈通信,88.89,25.925,23.797,
300356,光一科技,204.81,25.329,1.913,
300562,乐心医疗,0.0,24.606,12.217,
002246,北化股份,79.21,24.577,6.843,
002910,庄园牧场,61.07,24.361,51.797,
600662,强生控股,105.76,24.271,6.133,
300519,新光药业,35.84,24.053,6.55,
300661,圣邦股份,87.88,23.919,7.413,
300188,美亚柏科,53.85,23.886,7.683,
300216,千山药机,80.67,23.709,17.017,
002771,真视通,56.62,23.695,16.06,
002476,宝莫股份,0.0,23.547,4.147,
300572,安车检测,70.02,23.531,2.763,
002921,联诚精密,60.99,23.488,42.303,
600360,华微电子,67.75,23.371,6.313,
300707,威唐工业,45.75,23.36,29.927,
300687,赛意信息,55.9,23.202,18.04,
300702,天宇股份,35.5,22.977,21.653,
600800,天津磁卡,0.0,22.905,8.133,
300490,华自科技,96.47,22.753,6.94,
600535,天士力,31.8,22.651,1.587,
300691,联合光电,68.24,22.623,10.207,
002629,仁智股份,0.0,22.493,3.033,
300559,佳发安泰,56.5,22.396,3.583,
000629,*ST钒钛,0.0,22.303,,
000985,大庆华科,53.01,22.299,7.013,
600721,百花村,41.43,22.16,4.317,
002922,伊戈尔,52.86,22.011,34.617,
002847,盐津铺子,50.28,21.974,20.247,
300717,华信新材,55.32,21.761,17.763,
300740,御家汇,58.21,21.666,36.89,
300351,永贵电器,36.68,21.617,2.737,
300657,弘信电子,75.25,21.498,27.903,
300529,健帆生物,56.96,21.474,1.59,
300738,奥飞数据,74.96,21.449,44.54,
600135,乐凯胶片,46.23,21.436,10.52,
300509,新美星,39.18,21.269,10.557,
000998,隆平高科,155.98,21.154,2.267,
002702,海欣食品,0.0,21.055,10.21,
300532,今天国际,55.96,20.963,14.397,
300168,万达信息,128.18,20.923,5.48,
002821,凯莱英,64.32,20.873,2.91,
300722,新余国科,84.4,20.84,39.133,
002523,天桥起重,54.47,20.76,5.53,
300344,太空智造,0.0,20.718,14.053,
300226,上海钢联,236.64,20.693,6.047,
300723,一品红,44.53,20.643,16.703,
002860,星帅尔,39.95,20.507,15.663,
600053,九鼎投资,36.25,20.415,1.703,
300369,绿盟科技,0.0,20.397,3.59,
002297,博云新材,0.0,20.293,11.493,
300302,同有科技,105.38,20.247,7.703,
000806,银河生物,2556.17,20.211,4.643,
002680,长生生物,33.48,20.194,3.73,
600520,文一科技,462.48,20.143,14.377,
601116,三江购物,75.26,20.098,8.923,
000810,创维数字,89.57,20.093,1.63,
002651,利君股份,82.03,20.056,6.57,
600343,航天动力,614.39,20.036,8.747,
002428,云南锗业,1640.71,19.929,6.44,
002896,中大力德,55.2,19.875,17.483,
002566,益盛药业,54.58,19.802,9.853,
002776,柏堡龙,33.63,19.428,2.377,
600555,海航创新,0.0,19.389,1.79,
002829,星网宇达,92.9,19.127,6.123,
000977,浪潮信息,94.3,19.015,7.167,
600178,东安动力,51.74,19.014,3.747,
300101,振芯科技,281.08,18.843,4.13,
300601,康泰生物,121.0,18.843,3.467,
300114,中航电测,50.79,18.784,2.683,
600988,赤峰黄金,46.97,18.597,10.243,
002088,鲁阳节能,29.78,18.541,4.833,
300645,正元智慧,1027.87,18.481,17.037,
002786,银宝山新,56.3,18.444,11.65,
000993,闽东电力,28.3,18.397,8.873,
300479,神思电子,243.12,18.239,19.627,
300424,航新科技,120.59,18.156,8.097,
600698,湖南天雁,0.0,18.136,8.373,
300365,恒华科技,44.75,18.099,3.44,
300542,新晨科技,261.05,17.96,24.44,
300558,贝达药业,100.81,17.944,2.613,
002226,江南化工,97.33,17.941,4.083,
300655,晶瑞股份,87.35,17.94,14.663,
300667,必创科技,231.73,17.93,14.803,
600311,荣华实业,550.88,17.887,12.237,
300698,万马科技,90.91,17.876,13.607,
002268,卫 士 通,0.0,17.876,2.78,
300051,三五互联,58.65,17.845,18.917,
000032,深桑达Ａ,73.22,17.774,3.487,
300034,钢研高纳,89.39,17.774,2.68,
300231,银信科技,39.31,17.757,12.92,
300383,光环新网,60.13,17.737,7.553,
000519,中兵红箭,380.4,17.629,8.127,
600560,金自天正,141.12,17.545,9.41,
002410,广联达,75.34,17.331,2.19,
002066,瑞泰科技,233.7,16.86,5.237,
300207,欣旺达,37.12,16.802,2.1,
600766,园城黄金,608.64,16.715,6.75,
300059,东方财富,110.1,16.543,5.977,
300581,晨曦航空,98.68,16.539,17.877,
300686,智动力,100.23,16.51,36.13,
002777,久远银海,109.32,16.426,4.683,
300678,中科信息,363.18,16.415,20.793,
000037,深南电A,275.91,16.313,2.783,
300666,江丰电子,298.27,16.162,24.203,
300609,汇纳科技,88.35,16.126,14.003,
600771,广誉远,121.36,16.108,1.037,
600536,中国软件,0.0,16.086,6.113,
300517,海波重科,66.88,16.052,4.603,
600594,益佰制药,21.09,16.03,5.687,
002134,*ST普林,0.0,15.934,0.81,
300461,田中精机,129.8,15.921,2.747,
000971,高升控股,45.38,15.832,5.0,
300012,华测检测,60.63,15.832,3.04,
600838,上海九百,42.2,15.798,11.207,
300430,诚益通,73.08,15.745,2.72,
600316,洪都航空,327.0,15.71,4.59,
002824,和胜股份,50.03,15.645,12.703,
002417,深南股份,300.5,15.594,2.903,
300612,宣亚国际,116.03,15.57,24.887,
300560,中富通,77.38,15.553,5.44,
600299,安迪苏,28.17,15.509,0.957,
600975,新五丰,86.9,15.464,9.143,
600099,林海股份,1070.07,15.464,6.03,
300421,力星股份,37.62,15.458,1.693,
002830,名雕股份,108.16,15.456,18.73,
600358,国旅联合,109.88,15.37,2.66,
300685,艾德生物,101.85,15.308,9.03,
000695,滨海能源,242.93,15.233,2.963,
600833,第一医药,59.9,15.216,3.41,
600363,联创光电,23.15,15.187,1.93,
300653,正海生物,57.44,15.158,8.737,
600332,白云山,23.83,15.045,1.623,
300316,晶盛机电,66.54,15.04,3.513,
300474,景嘉微,136.07,14.772,15.0,
600088,中视传媒,55.51,14.716,4.743,
000565,渝三峡Ａ,38.27,14.563,6.007,
300699,光威复材,77.41,14.562,11.667,
300608,思特奇,299.18,14.544,4.647,
600191,华资实业,88.65,14.51,4.757,
000790,泰合健康,20.41,14.501,6.577,
600562,国睿科技,63.96,14.395,2.033,
300642,透景生命,62.63,14.353,9.053,
000628,高新发展,112.99,14.339,4.54,
600213,亚星客车,68.32,14.288,6.257,
600315,上海家化,69.05,14.213,1.023,
600501,航天晨光,0.0,14.204,2.903,
600855,航天长峰,10513.49,14.128,6.053,
300357,我武生物,50.07,14.052,1.527,
300579,数字认证,63.44,13.966,7.55,
300700,岱勒新材,53.54,13.91,22.51,
300595,欧普康视,50.38,13.863,1.903,
002861,瀛通通讯,40.78,13.752,10.86,
600276,恒瑞医药,79.14,13.699,0.677,
300602,飞荣达,69.3,13.641,5.327,
600202,哈空调,0.0,13.639,2.647,
300036,超图软件,85.16,13.615,5.58,
300170,汉得信息,55.91,13.534,8.35,
600250,南纺股份,0.0,13.46,0.907,
600523,贵航股份,24.14,13.401,2.977,
300485,赛升药业,25.76,13.182,3.643,
300527,华舟应急,76.68,13.139,3.01,
002227,奥 特 迅,1838.31,13.133,2.283,
002852,道道全,26.94,13.117,5.993,
002358,森源电气,28.26,13.098,1.097,
300300,汉鼎宇佑,152.91,13.086,5.567,
600131,岷江水电,41.43,13.068,2.38,
300339,润和软件,54.71,13.038,3.433,
002749,国光股份,25.32,13.019,1.357,
600547,山东黄金,49.24,13.013,4.61,
600883,博闻科技,37.18,12.964,1.437,
600981,汇鸿集团,28.28,12.953,13.5,
300015,爱尔眼科,81.22,12.858,0.993,
600038,中直股份,60.69,12.82,3.7,
300073,当升科技,40.63,12.806,4.82,
600355,精伦电子,0.0,12.786,1.853,
000922,*ST佳电,33.48,12.767,1.377,
300265,通光线缆,30.22,12.76,1.867,
600405,动力源,0.0,12.751,3.887,
600270,外运发展,13.13,12.709,2.467,
002278,神开股份,0.0,12.698,1.863,
002822,中装建设,31.78,12.663,6.763,
600372,中航电子,50.43,12.611,1.297,
002741,光华科技,71.52,12.591,1.19,
002215,诺 普 信,21.06,12.579,2.117,
300047,天源迪科,136.59,12.559,5.727,
600385,山东金泰,0.0,12.548,1.917,
000925,众合科技,131.49,12.512,2.56,
002446,盛路通信,48.75,12.51,5.137,
000979,中弘股份,130.15,12.505,2.46,
002044,美年健康,242.9,12.463,0.937,
300620,光库科技,59.05,12.445,10.287,
600136,当代明诚,64.64,12.37,2.467,
002049,紫光国芯,112.67,12.346,9.297,
300099,精准信息,147.8,12.261,5.32,
002364,中恒电气,55.16,12.215,1.95,
300554,三超新材,83.42,12.214,7.07,
002351,漫步者,41.6,12.196,3.337,
600613,神奇制药,43.1,12.177,2.03,
600775,南京熊猫,107.65,12.076,2.077,
300109,新开源,68.99,12.064,4.413,
600322,天房发展,31.02,12.062,0.67,
002738,中矿资源,133.97,12.009,5.49,
002537,海联金汇,41.1,11.983,1.833,
300706,阿石创,127.46,11.943,21.547,
002323,雅百特,21.56,11.912,5.813,
002717,岭南股份,25.1,11.896,2.773,
300589,江龙船艇,82.22,11.866,17.363,
000950,*ST建峰,0.0,11.796,,
601117,中国化学,21.44,11.786,0.7,
300003,乐普医疗,66.19,11.756,1.573,
002900,哈三联,35.5,11.699,13.123,
300605,恒锋信息,60.02,11.594,3.633,
600310,桂东电力,217.07,11.474,1.307,
300575,中旗股份,31.82,11.462,3.633,
000893,东凌国际,0.0,11.419,9.233,
300313,天山生物,272.27,11.39,2.27,
002715,登云股份,228.75,11.379,3.51,
300234,开尔新材,1001.77,11.374,6.03,
300019,硅宝科技,75.87,11.368,4.303,
002346,柘中股份,26.8,11.321,3.333,
000004,国农科技,0.0,11.319,1.353,
002371,北方华创,177.35,11.267,5.78,
300568,星源材质,50.14,11.253,2.773,
600716,凤凰股份,0.0,11.243,2.53,
600590,泰豪科技,29.41,11.231,2.09,
002746,仙坛股份,47.08,11.193,2.763,
002812,创新股份,110.07,11.191,2.083,
300507,苏奥传感,33.71,11.184,4.23,
002361,神剑股份,41.37,11.16,1.72,
000636,风华高科,52.02,11.155,9.003,
300404,博济医药,0.0,11.127,6.26,
002880,卫光生物,41.74,11.125,4.937,
002773,康弘药业,69.95,11.111,2.793,
600483,福能股份,14.52,11.109,0.44,
300457,赢合科技,47.04,11.081,3.36,
300205,天喻信息,94.02,11.062,1.343,
300701,森霸股份,48.86,11.035,17.833,
600737,中粮糖业,24.22,11.034,1.91,
002422,科伦药业,83.81,11.033,1.713,
000963,华东医药,32.51,11.019,0.88,
002858,力盛赛车,478.01,10.993,14.193,
002825,纳尔股份,69.86,10.985,4.363,
300023,宝德股份,29.2,10.965,2.933,
600767,*ST运盛,412.22,10.96,1.197,
300675,建科院,1264.72,10.952,21.103,
002596,海南瑞泽,86.86,10.942,3.517,
600821,津劝业,0.0,10.918,1.78,
600860,*ST京城,0.0,10.862,0.467,
600865,百大集团,39.95,10.849,3.2,
002870,香山股份,42.9,10.844,19.243,
002460,赣锋锂业,44.22,10.844,7.043,
600768,宁波富邦,15.03,10.828,1.61,
002190,成飞集成,11002.44,10.827,4.91,
300616,尚品宅配,81.13,10.794,1.183,
000016,深康佳Ａ,95.31,10.752,1.653,
000066,中国长城,58.16,10.662,3.483,
600525,长园集团,29.21,10.606,3.09,
002339,积成电子,82.83,10.591,4.307,
300296,利亚德,48.32,10.569,1.863,
601877,正泰电器,21.3,10.562,0.68,
002873,新天药业,36.57,10.56,19.76,
300229,拓尔思,85.44,10.556,2.607,
300324,旋极信息,57.11,10.495,4.24,
600302,标准股份,0.0,10.351,2.047,
002120,韵达股份,38.39,10.343,1.283,
600903,贵州燃气,188.42,10.338,32.753,
002923,润都股份,43.79,10.335,26.103,
300414,中光防雷,87.37,10.303,1.633,
300689,澄天伟业,50.04,10.214,12.407,
002367,康力电梯,20.69,10.197,6.337,
600647,同达创业,153.34,10.196,2.073,
600021,上海电力,44.45,10.176,0.727,
002522,浙江众成,110.45,10.159,1.84,
000065,北方国际,19.22,10.118,2.72,
600570,恒生电子,90.37,10.105,3.977,
300552,万集科技,168.31,10.078,2.1,
300716,国立科技,53.43,10.053,19.007,
002178,延华智能,0.0,10.02,4.863,
300349,金卡智能,40.52,10.003,2.467,
300420,五洋停车,44.61,9.999,3.39,
000739,普洛药业,27.83,9.981,0.737,
002828,贝肯能源,44.97,9.964,7.347,
300501,海顺新材,36.37,9.963,2.77,
300629,新劲刚,189.48,9.948,17.543,
600288,大恒科技,554.45,9.945,4.093,
300174,元力股份,171.7,9.902,0.23,
300541,先进数通,116.85,9.9,4.33,
300078,思创医惠,56.6,9.881,5.41,
300494,盛天网络,47.82,9.834,7.517,
002568,百润股份,58.49,9.82,1.653,
000768,中航飞机,101.25,9.811,2.587,
002095,生 意 宝,445.04,9.768,2.013,
600756,浪潮软件,145.86,9.754,5.74,
601086,国芳集团,60.36,9.715,39.533,
002772,众兴菌业,28.44,9.712,5.667,
002025,航天电器,36.22,9.684,3.187,
002913,奥士康,39.03,9.647,12.3,
002038,双鹭药业,43.81,9.624,1.773,
300450,先导智能,62.41,9.604,4.29,
300379,东方通,71.84,9.595,2.347,
600677,航天通信,674.99,9.584,5.19,
002841,视源股份,42.2,9.554,1.643,
300254,仟源医药,63.51,9.552,1.697,
300545,联得装备,75.08,9.467,6.867,
002123,梦网集团,34.6,9.463,1.893,
600187,国中水务,298.64,9.45,9.833,
600476,湘邮科技,761.58,9.449,2.343,
000611,天首发展,0.0,9.433,0.74,
300053,欧比特,74.77,9.418,4.307,
000989,九 芝 堂,29.12,9.411,2.61,
600621,华鑫股份,96.65,9.409,6.187,
002013,中航机电,47.08,9.368,1.3,
300497,富祥股份,29.36,9.36,2.333,
000801,四川九洲,0.0,9.353,4.277,
002424,贵州百灵,43.85,9.349,3.433,
300017,网宿科技,43.19,9.348,6.087,
000662,天夏智慧,39.09,9.305,1.423,
600436,片仔癀,57.52,9.276,1.317,
300389,艾比森,64.73,9.244,2.36,
601369,陕鼓动力,38.23,9.238,0.587,
002343,慈文传媒,70.73,9.214,1.78,
600998,九州通,27.85,9.206,0.463,
000554,泰山石油,1623.07,9.182,4.997,
600192,长城电工,160.9,9.168,3.637,
002266,浙富控股,84.74,9.164,2.057,
300386,飞天诚信,98.43,9.143,5.213,
002338,奥普光电,68.54,9.114,1.537,
002480,新筑股份,0.0,9.111,1.007,
600218,全柴动力,27.8,9.08,3.433,
300285,国瓷材料,50.1,9.071,1.293,
300669,沪宁股份,45.8,9.067,6.183,
002875,安奈儿,42.04,9.056,7.51,
000061,农 产 品,3480.95,9.054,0.987,
002630,华西能源,64.54,9.017,2.197,
000886,海南高速,47.03,8.992,6.483,
600196,复星医药,35.33,8.975,2.203,
600600,青岛啤酒,22.03,8.946,0.913,
300516,久之洋,142.01,8.907,2.933,
300604,长川科技,125.06,8.852,11.913,
002901,大博医疗,50.36,8.835,8.83,
002286,保龄宝,82.53,8.824,0.993,
600262,北方股份,218.69,8.818,4.39,
600119,长江投资,122.15,8.814,6.177,
002311,海大集团,25.46,8.804,0.47,
601212,白银有色,150.54,8.744,3.837,
000409,山东地矿,0.0,8.734,3.287,
600540,*ST新赛,207.6,8.713,1.143,
002231,奥维通信,0.0,8.686,0.777,
300096,易联众,0.0,8.681,3.07,
002569,步森股份,0.0,8.668,4.35,
002734,利民股份,29.41,8.666,3.193,
000655,金岭矿业,27.38,8.663,3.37,
600080,金花股份,77.79,8.63,3.06,
600285,羚锐制药,22.92,8.626,1.597,
600635,大众公用,31.24,8.626,3.29,
600673,东阳光科,57.17,8.617,2.06,
002603,以岭药业,31.49,8.601,0.843,
300063,天龙集团,23.91,8.598,4.05,
300650,太龙照明,52.48,8.56,23.553,
300122,智飞生物,124.55,8.552,1.513,
600826,兰生股份,19.68,8.531,1.31,
600769,祥龙电业,356.3,8.528,1.227,
002798,帝王洁具,158.3,8.513,2.023,
300366,创意信息,58.44,8.495,3.913,
600976,健民集团,36.75,8.487,0.557,
002674,兴业科技,67.12,8.48,0.91,
002788,鹭燕医药,30.51,8.474,7.623,
002585,双星新材,44.4,8.472,1.457,
300367,东方网力,71.11,8.464,8.357,
600391,航发科技,212.77,8.455,3.437,
600764,中国海防,245.31,8.445,0.99,
300546,雄帝科技,52.08,8.388,2.823,
300511,雪榕生物,43.0,8.381,2.72,
300119,瑞普生物,32.43,8.302,1.083,
002474,榕基软件,164.63,8.255,3.977,
002679,福建金森,0.0,8.221,1.867,
002907,华森制药,125.42,8.19,40.363,
002129,中环股份,43.46,8.173,4.297,
002010,传化智联,176.35,8.158,0.963,
300274,阳光电源,26.7,8.096,2.4,
600986,科达股份,25.43,8.074,2.077,
002017,东信和平,71.87,7.961,1.527,
600489,中金黄金,81.02,7.946,3.317,
600819,耀皮玻璃,103.34,7.944,1.653,
300160,秀强股份,22.16,7.931,0.91,
002461,珠江啤酒,51.6,7.901,0.403,
300651,金陵体育,105.76,7.886,6.753,
300483,沃施股份,362.18,7.874,1.247,
600995,文山电力,27.67,7.871,2.147,
002458,益生股份,0.0,7.779,6.103,
002395,双象股份,201.04,7.75,1.197,
300268,佳沃股份,0.0,7.743,3.593,
002869,金溢科技,46.96,7.734,13.793,
600517,置信电气,71.6,7.728,3.027,
300378,鼎捷软件,56.81,7.666,3.923,
002737,葵花药业,27.58,7.656,4.267,
002840,华统股份,60.19,7.649,1.64,
002037,久联发展,46.71,7.631,1.883,
300398,飞凯材料,114.92,7.621,1.507,
600146,商赢环球,124.38,7.605,7.537,
300445,康斯特,57.26,7.603,2.63,
300548,博创科技,47.23,7.603,5.167,
002131,利欧股份,27.95,7.597,6.47,
600354,敦煌种业,25.41,7.584,20.06,
002155,湖南黄金,33.63,7.583,4.883,
600378,天科股份,67.43,7.577,3.447,
002711,欧浦智网,29.82,7.538,1.507,
300617,安靠智电,44.76,7.537,3.903,
000735,罗 牛 山,54.86,7.531,7.113,
002380,科远股份,45.66,7.49,1.503,
600083,博信股份,0.0,7.487,0.487,
002642,荣之联,2332.49,7.472,4.527,
300670,大烨智能,51.56,7.458,6.547,
002510,天汽模,45.59,7.45,3.503,
002341,新纶科技,75.37,7.443,2.313,
600480,凌云股份,17.71,7.411,3.987,
300087,荃银高科,0.0,7.399,1.57,
601127,小康股份,27.38,7.365,2.047,
300606,金太阳,41.85,7.35,2.027,
300176,鸿特精密,40.21,7.296,1.253,
300330,华虹计通,0.0,7.293,1.207,
000713,丰乐种业,0.0,7.257,9.183,
300373,扬杰科技,48.47,7.221,3.54,
300309,吉艾科技,82.85,7.205,0.667,
000045,深纺织Ａ,108.32,7.201,7.027,
000153,丰原药业,32.32,7.2,1.9,
600203,福日电子,55.47,7.19,2.603,
600857,宁波中百,63.51,7.163,0.557,
300720,海川智能,67.0,7.142,14.863,
600867,通化东宝,50.62,7.128,0.887,
300121,阳谷华泰,29.73,7.128,1.463,
002808,苏州恒久,89.8,7.126,3.013,
002890,弘宇股份,39.97,7.111,5.343,
002675,东诚药业,40.23,7.107,1.477,
000972,*ST中基,85.56,7.101,0.933,
000430,张家界,37.05,7.085,2.71,
000759,中百集团,34.62,7.068,3.363,
300446,乐凯新材,25.77,7.041,3.05,
002928,华夏航空,41.2,7.035,18.953,
300124,汇川技术,59.11,7.025,1.313,
002867,周大生,30.08,7.016,3.187,
300623,捷捷微电,41.74,7.008,8.553,
300249,依米康,70.57,6.988,1.773,
300555,路通视信,56.48,6.965,3.193,
000786,北新建材,18.93,6.964,1.94,
000702,正虹科技,78.24,6.957,5.097,
002024,苏宁易购,143.87,6.943,2.43,
300569,天能重工,38.69,6.928,4.843,
002816,和科达,128.6,6.898,3.507,
002810,山东赫达,44.14,6.894,4.507,
000869,张 裕Ａ,24.58,6.893,0.967,
002116,中国海诚,24.46,6.89,1.59,
002074,国轩高科,29.53,6.889,2.4,
002908,德生科技,82.88,6.882,20.507,
600114,东睦股份,23.73,6.871,1.183,
002439,启明星辰,313.34,6.861,3.707,
300352,北信源,189.03,6.858,3.353,
000966,长源电力,51.54,6.857,1.833,
000953,*ST河化,87.43,6.846,1.887,
002237,恒邦股份,24.38,6.819,4.41,
002582,好想你,58.6,6.809,3.037,
300237,美晨生态,20.07,6.765,0.527,
300710,万隆光电,45.33,6.757,9.167,
300260,新莱应材,133.34,6.739,1.253,
600505,西昌电力,35.24,6.725,1.507,
300175,朗源股份,44.86,6.715,8.663,
600967,内蒙一机,57.21,6.704,3.547,
000665,湖北广电,20.01,6.671,1.82,
000690,宝新能源,43.28,6.656,0.777,
600518,康美药业,26.85,6.616,0.433,
300567,精测电子,71.41,6.591,1.393,
300663,科蓝软件,0.0,6.579,18.207,
000929,兰州黄河,58.44,6.526,1.727,
300322,硕贝德,104.59,6.519,3.69,
000936,华西股份,39.33,6.515,4.87,
300533,冰川网络,53.53,6.515,3.99,
000661,长春高新,45.8,6.513,1.547,
002815,崇达技术,30.37,6.507,2.53,
000721,西安饮食,0.0,6.466,3.047,
002409,雅克科技,119.17,6.466,3.853,
002356,赫美集团,61.65,6.458,0.807,
300713,英可瑞,44.06,6.449,10.74,
300463,迈克生物,34.28,6.442,1.247,
002332,仙琚制药,42.81,6.44,1.173,
002318,久立特材,38.56,6.428,1.2,
300319,麦捷科技,50.5,6.427,1.107,
002631,德尔未来,35.77,6.375,1.487,
600452,涪陵电力,23.12,6.363,0.607,
600556,ST慧球,752.46,6.296,1.147,
600195,中牧股份,27.17,6.242,1.213,
002576,通达动力,3020.98,6.236,4.277,
300459,金科文化,62.55,6.197,2.447,
600267,海正药业,2128.27,6.187,1.223,
300671,富满电子,83.18,6.186,7.623,
300733,西菱动力,45.74,6.181,23.443,
600435,北方导航,3053.55,6.175,3.81,
002179,中航光电,40.15,6.174,1.217,
600760,中航沈飞,0.0,6.173,6.233,
601798,蓝科高新,574.27,6.168,0.623,
002127,南极电商,79.42,6.155,1.343,
300596,利安隆,27.39,6.153,1.787,
300684,中石科技,121.21,6.136,23.303,
002360,同德化工,29.7,6.135,2.88,
600468,百利电气,78.88,6.07,0.503,
300557,理工光科,55.84,6.062,3.26,
600580,卧龙电气,12.16,6.054,1.733,
601607,上海医药,19.4,6.048,0.763,
002766,索菱股份,41.83,6.026,3.713,
600438,通威股份,20.34,6.014,1.19,
300576,容大感光,47.4,6.013,2.773,
300243,瑞丰高材,74.63,5.999,0.583,
600101,明星电力,22.5,5.965,2.19,
002243,通产丽星,64.88,5.924,1.677,
601599,鹿港文化,44.55,5.914,1.483,
600598,北大荒,20.06,5.911,6.66,
000659,*ST中富,51.72,5.891,1.027,
300462,华铭智能,109.68,5.888,11.853,
600736,苏州高新,13.04,5.885,0.843,
300123,亚光科技,273.01,5.874,1.62,
300271,华宇软件,49.16,5.873,3.833,
000997,新 大 陆,27.12,5.871,3.2,
300525,博思软件,183.91,5.862,1.51,
601801,皖新传媒,14.91,5.849,0.573,
002544,杰赛科技,224.32,5.822,2.12,
600719,大连热电,672.58,5.806,0.78,
000851,高鸿股份,92.82,5.803,2.37,
002826,易明医药,75.22,5.786,5.277,
002748,世龙实业,18.16,5.755,4.423,
600152,维科精华,56.73,5.751,1.683,
300018,中元股份,48.78,5.735,2.89,
601808,中海油服,0.0,5.732,0.54,
600297,广汇汽车,15.8,5.727,0.727,
600714,金瑞矿业,199.58,5.727,0.693,
002506,协鑫集成,345.61,5.72,1.91,
000831,五矿稀土,232.14,5.708,3.437,
600096,云天化,48.51,5.692,2.703,
600726,华电能源,0.0,5.686,0.97,
600184,光电股份,327.07,5.683,0.747,
002007,华兰生物,33.8,5.679,1.553,
002317,众生药业,22.68,5.679,1.543,
300233,金城医药,31.73,5.667,0.907,
300151,昌红科技,108.91,5.646,1.66,
600543,莫高股份,92.11,5.622,2.27,
600652,游久游戏,104.27,5.619,2.32,
300279,和晶科技,49.18,5.611,0.867,
600630,龙头股份,30.03,5.601,3.487,
002761,多喜爱,191.28,5.583,1.387,
300426,唐德影视,52.39,5.563,1.54,
002888,惠威科技,71.88,5.54,7.06,
600763,通策医疗,56.81,5.523,2.213,
002070,*ST众和,0.0,5.486,2.14,
600085,同仁堂,42.96,5.481,0.717,
300125,易世达,1521.75,5.424,0.367,
300683,海特生物,35.58,5.412,5.613,
600387,海越股份,0.0,5.398,1.31,
002234,民和股份,0.0,5.394,3.447,
600209,罗顿发展,0.0,5.388,4.53,
000920,南方汇通,30.46,5.372,1.737,
002373,千方科技,51.41,5.366,2.54,
600830,香溢融通,38.28,5.357,2.297,
300157,恒泰艾普,45.62,5.352,3.667,
300384,三联虹普,44.11,5.345,1.707,
300368,汇金股份,0.0,5.344,2.09,
600644,乐山电力,24.6,5.313,0.917,
000901,航天科技,79.0,5.309,3.62,
002716,金贵银业,45.1,5.296,10.517,
002315,焦点科技,59.1,5.29,2.957,
300150,世纪瑞尔,0.0,5.278,1.927,
000889,茂业通信,36.72,5.261,0.557,
600691,阳煤化工,51.06,5.245,2.027,
600834,申通地铁,51.65,5.219,0.847,
002457,青龙管业,0.0,5.209,6.317,
300269,联建光电,16.69,5.207,2.757,
300478,杭州高新,114.53,5.204,2.607,
600749,西藏旅游,0.0,5.193,1.047,
002383,合众思壮,152.57,5.163,2.443,
300289,利德曼,51.95,5.155,1.02,
002014,永新股份,19.74,5.145,0.757,
