code,name,pe,past_p_change,past_average_turnover,stop_mark
300072,三聚环保,22.99,-9.199,0.757,
002207,*ST准油,32.57,-9.163,1.303,
600657,信达地产,20.74,-9.139,0.773,
600547,山东黄金,43.95,-9.127,1.363,
000802,北京文化,27.1,-9.057,1.237,
000505,珠江控股,38.18,-8.94,2.447,
300059,东方财富,97.01,-8.919,3.097,
002833,弘亚数控,28.46,-8.91,1.713,
600887,伊利股份,28.57,-8.869,1.623,
002469,三维工程,56.34,-8.865,0.587,
600996,贵广网络,21.5,-8.841,0.887,
002329,皇氏集团,34.32,-8.826,1.747,
300445,康斯特,53.59,-8.622,1.173,
600830,香溢融通,35.81,-8.571,1.93,
300718,长盛轴承,32.12,-8.569,7.59,
300033,同花顺,37.26,-8.542,1.797,
000702,正虹科技,73.83,-8.483,2.073,
600438,通威股份,19.53,-8.459,0.833,
601369,陕鼓动力,34.09,-8.445,0.72,
600031,三一重工,26.83,-8.388,1.42,
002110,三钢闽光,8.87,-8.342,2.37,
600585,海螺水泥,12.86,-8.282,0.937,
300145,中金环境,22.11,-8.249,0.82,
002634,棒杰股份,53.86,-8.246,1.337,
600640,号百控股,39.58,-8.235,0.533,
002724,海洋王,55.42,-8.165,0.547,
600598,北大荒,18.81,-8.106,1.027,
002651,利君股份,66.43,-8.031,1.31,
600708,光明地产,15.56,-7.984,1.303,
300580,贝斯特,29.77,-7.972,3.387,
300284,苏交科,22.4,-7.951,0.843,
000510,金路集团,82.3,-7.912,0.507,
002847,盐津铺子,45.13,-7.904,10.11,
300403,地尔汉宇,23.63,-7.875,0.647,
300522,世名科技,34.51,-7.804,2.747,
002114,罗平锌电,82.62,-7.765,1.31,
002157,正邦科技,20.93,-7.756,0.833,
600684,珠江实业,12.28,-7.707,1.617,
002326,永太科技,41.61,-7.705,1.617,
600266,北京城建,28.74,-7.624,0.647,
002445,中南文化,45.58,-7.604,1.017,
300471,厚普股份,41.7,-7.499,4.577,
600185,格力地产,20.92,-7.491,1.157,
000761,本钢板材,11.13,-7.445,0.523,
601019,山东出版,17.25,-7.421,2.86,
600054,黄山旅游,21.48,-7.416,0.923,
600559,老白干酒,73.78,-7.407,0.87,
002805,丰元股份,61.22,-7.402,2.663,
000926,福星股份,9.56,-7.395,1.123,
601699,潞安环能,13.77,-7.368,2.733,
002388,新亚制程,47.21,-7.334,0.773,
000858,五 粮 液,31.43,-7.325,0.953,
600322,天房发展,25.59,-7.265,0.587,
300262,巴安水务,19.86,-7.255,1.4,
002663,普邦股份,54.46,-7.207,0.9,
300569,天能重工,36.05,-7.146,1.203,
600325,华发股份,15.17,-7.008,2.61,
601952,苏垦农发,26.02,-6.974,4.997,
000910,大亚圣象,24.86,-6.948,1.103,
000786,北新建材,20.53,-6.947,1.82,
002565,顺灏股份,77.88,-6.912,1.217,
600808,马钢股份,8.6,-6.778,0.797,
601666,平煤股份,10.71,-6.749,1.36,
002109,兴化股份,27.27,-6.692,2.397,
600823,世茂股份,10.42,-6.665,0.763,
601318,中国平安,14.22,-6.627,0.6,
300698,万马科技,79.37,-6.617,14.55,
300501,海顺新材,33.66,-6.546,1.667,
002380,科远股份,42.07,-6.544,1.233,
300215,电科院,49.63,-6.495,0.643,
002687,乔治白,37.49,-6.422,1.083,
002521,齐峰新材,26.1,-6.393,1.68,
000838,财信发展,29.9,-6.329,1.053,
600970,中材国际,17.68,-6.314,1.337,
600025,华能水电,35.8,-6.305,5.557,
600533,栖霞建设,44.28,-6.253,0.89,
002921,联诚精密,50.34,-6.243,15.577,
002128,露天煤业,10.59,-6.238,1.527,
000608,阳光股份,13.17,-6.222,1.067,
600971,恒源煤电,8.0,-6.219,1.517,
002597,金禾实业,14.38,-6.195,2.103,
600118,中国卫星,73.97,-6.153,0.62,
002752,昇兴股份,76.31,-6.147,2.747,
300664,鹏鹞环保,35.89,-6.102,16.263,
000426,兴业矿业,37.31,-6.097,1.817,
000059,华锦股份,9.31,-6.096,1.05,
600029,南方航空,12.04,-6.081,1.057,
600628,新世界,11.05,-6.063,0.577,
000423,东阿阿胶,23.97,-6.049,0.81,
002016,世荣兆业,21.65,-6.027,5.343,
600230,沧州大化,9.92,-5.987,2.523,
600339,中油工程,35.36,-5.974,0.757,
002554,惠博普,42.78,-5.93,1.34,
600497,驰宏锌锗,29.79,-5.883,1.247,
000623,吉林敖东,13.43,-5.882,0.683,
002479,富春环保,20.85,-5.861,1.783,
000898,鞍钢股份,11.17,-5.839,0.717,
600466,蓝光发展,30.95,-5.826,4.057,
600346,恒力股份,43.93,-5.771,2.033,
002779,中坚科技,60.5,-5.751,1.867,
002852,道道全,24.0,-5.739,2.557,
002667,鞍重股份,55.62,-5.717,1.463,
000596,古井贡酒,29.66,-5.68,0.52,
600801,华新水泥,14.85,-5.608,1.517,
002492,恒基达鑫,39.17,-5.576,2.04,
300055,万邦达,37.89,-5.575,1.157,
002277,友阿股份,17.3,-5.575,0.61,
600362,江西铜业,29.87,-5.571,2.287,
002648,卫星石化,18.64,-5.565,0.983,
002797,第一创业,76.29,-5.525,3.377,
300526,中潜股份,60.03,-5.499,12.333,
600776,东方通信,86.95,-5.422,0.7,
002071,长城影视,31.18,-5.42,1.03,
000039,中集集团,33.05,-5.408,1.07,
600138,中青旅,24.14,-5.375,0.85,
600523,贵航股份,26.6,-5.361,0.813,
600919,江苏银行,7.08,-5.34,0.613,
002541,鸿路钢构,19.56,-5.32,0.657,
002175,东方网络,87.3,-5.263,1.52,
002087,新野纺织,13.94,-5.256,0.78,
002165,红 宝 丽,43.17,-5.243,0.767,
000581,威孚高科,9.77,-5.233,1.043,
600395,盘江股份,12.87,-5.224,0.677,
600509,天富能源,18.58,-5.218,0.547,
300651,金陵体育,96.3,-5.21,2.517,
002048,宁波华翔,15.23,-5.146,1.557,
601108,财通证券,35.85,-5.143,7.923,
000878,云南铜业,58.79,-5.117,1.18,
002556,辉隆股份,30.76,-5.071,1.583,
300412,迦南科技,42.33,-5.066,1.507,
000517,荣安地产,22.62,-5.049,2.343,
600272,开开实业,83.1,-5.031,0.94,
000018,神州长城,18.31,-5.005,1.263,
600737,中粮糖业,22.02,-4.981,0.55,
600489,中金黄金,74.98,-4.973,0.617,
601128,常熟银行,13.95,-4.964,2.073,
601858,中国科传,35.1,-4.956,1.863,
002424,贵州百灵,40.49,-4.945,1.397,
600231,凌钢股份,8.74,-4.938,1.14,
600449,宁夏建材,14.86,-4.932,1.807,
002116,中国海诚,22.96,-4.931,0.63,
002106,莱宝高科,44.93,-4.887,1.197,
300452,山河药辅,45.48,-4.873,1.543,
601111,中国国航,17.11,-4.868,0.673,
002716,金贵银业,42.78,-4.86,2.2,
300051,三五互联,49.67,-4.843,3.843,
300292,吴通控股,32.22,-4.841,1.75,
000016,深康佳Ａ,89.42,-4.795,1.47,
002501,利源精制,18.43,-4.795,0.883,
600833,第一医药,51.52,-4.77,0.553,
600939,重庆建工,47.95,-4.764,1.07,
000751,锌业股份,41.09,-4.756,0.973,
601933,永辉超市,53.05,-4.743,0.72,
300382,斯莱克,53.13,-4.74,0.707,
601900,南方传媒,15.42,-4.702,1.197,
601899,紫金矿业,35.42,-4.662,2.667,
000338,潍柴动力,10.75,-4.631,0.89,
600089,特变电工,13.53,-4.622,0.573,
000603,盛达矿业,36.2,-4.621,1.017,
002375,亚厦股份,22.71,-4.615,0.557,
601101,昊华能源,10.9,-4.61,1.143,
001965,招商公路,17.46,-4.597,3.037,
300027,华谊兄弟,33.04,-4.57,2.037,
002313,日海通讯,93.16,-4.562,0.997,
002683,宏大爆破,35.41,-4.561,0.71,
300732,设研院,36.87,-4.465,12.523,
002101,广东鸿图,21.38,-4.446,1.637,
600597,光明乳业,22.4,-4.425,0.79,
600059,古越龙山,50.59,-4.408,0.51,
000609,中迪投资,17.11,-4.389,1.013,
600869,智慧能源,66.67,-4.387,0.98,
000785,武汉中商,50.77,-4.387,0.7,
300432,富临精工,19.74,-4.365,0.87,
000651,格力电器,15.51,-4.351,0.75,
300304,云意电气,41.82,-4.328,1.283,
300291,华录百纳,58.94,-4.325,0.803,
002365,永安药业,36.36,-4.322,2.063,
300619,金银河,50.82,-4.309,7.487,
300121,阳谷华泰,27.8,-4.307,0.827,
601375,中原证券,53.35,-4.301,1.337,
600690,青岛海尔,15.85,-4.249,0.75,
000921,海信科龙,8.04,-4.225,0.76,
600291,西水股份,6.87,-4.222,1.907,
002790,瑞尔特,23.15,-4.17,0.67,
000065,北方国际,17.54,-4.163,1.043,
600200,江苏吴中,56.11,-4.153,1.203,
000419,通程控股,23.99,-4.148,0.533,
600409,三友化工,10.03,-4.115,1.253,
600176,中国巨石,22.39,-4.115,0.61,
601015,陕西黑猫,46.78,-4.114,1.017,
601801,皖新传媒,13.73,-4.084,0.62,
600428,中远海特,52.49,-4.057,0.51,
600727,鲁北化工,49.78,-4.046,1.61,
002318,久立特材,36.23,-4.011,0.53,
300486,东杰智能,59.77,-3.99,2.05,
601003,柳钢股份,11.06,-3.968,0.787,
000657,中钨高新,43.28,-3.947,1.227,
600426,华鲁恒升,24.18,-3.931,1.31,
600765,中航重机,37.3,-3.908,0.73,
000501,鄂武商Ａ,10.75,-3.884,0.6,
002875,安奈儿,39.48,-3.858,5.39,
002853,皮阿诺,47.25,-3.846,7.267,
002792,通宇通讯,37.98,-3.835,2.91,
000905,厦门港务,43.85,-3.831,0.763,
002237,恒邦股份,22.8,-3.821,1.067,
600626,申达股份,29.61,-3.807,1.1,
300307,慈星股份,22.44,-3.788,0.827,
600569,安阳钢铁,8.99,-3.776,2.01,
002291,星期六,99.12,-3.767,0.81,
600543,莫高股份,87.02,-3.732,0.587,
600105,永鼎股份,23.61,-3.719,1.06,
600389,江山股份,48.59,-3.687,0.857,
000723,美锦能源,21.79,-3.668,3.52,
601155,新城控股,32.55,-3.666,2.88,
002344,海宁皮城,23.9,-3.644,0.507,
600917,重庆燃气,32.79,-3.632,0.577,
600120,浙江东方,19.31,-3.588,1.533,
600361,华联综超,34.01,-3.551,0.547,
002218,拓日新能,32.2,-3.473,0.773,
002807,江阴银行,20.36,-3.449,2.187,
601599,鹿港文化,41.93,-3.439,0.927,
600697,欧亚集团,13.7,-3.405,0.607,
002149,西部材料,77.4,-3.367,0.943,
600282,南钢股份,7.15,-3.366,2.28,
300488,恒锋工具,32.74,-3.352,1.21,
600113,浙江东日,29.43,-3.322,1.98,
000731,四川美丰,24.62,-3.32,0.923,
601168,西部矿业,40.78,-3.309,1.007,
600123,兰花科创,9.78,-3.286,0.987,
600332,白云山,21.5,-3.273,0.763,
300102,乾照光电,27.18,-3.266,1.777,
600390,五矿资本,14.34,-3.248,1.227,
000090,天健集团,16.81,-3.244,1.263,
002802,洪汇新材,37.29,-3.213,2.313,
300696,爱乐达,73.3,-3.211,6.687,
601229,上海银行,7.62,-3.185,0.627,
601949,中国出版,60.37,-3.176,2.21,
000903,云内动力,24.98,-3.172,0.593,
600273,嘉化能源,15.08,-3.162,2.827,
000839,中信国安,90.97,-3.156,0.857,
000151,中成股份,36.21,-3.14,1.177,
002892,科力尔,42.56,-3.112,8.367,
600137,浪莎股份,76.79,-3.096,1.787,
300184,力源信息,20.78,-3.095,1.91,
300711,广哈通信,71.78,-3.084,13.143,
002360,同德化工,27.98,-3.066,0.85,
002697,红旗连锁,42.62,-3.063,1.063,
002425,凯撒文化,30.61,-3.049,1.037,
600592,龙溪股份,44.07,-3.029,1.34,
600691,阳煤化工,47.48,-3.028,1.07,
000920,南方汇通,28.9,-3.006,0.507,
000421,南京公用,25.98,-3.001,0.56,
000524,岭南控股,36.99,-2.989,0.573,
000718,苏宁环球,18.08,-2.953,0.61,
600926,杭州银行,8.79,-2.917,1.04,
300726,宏达电子,49.37,-2.917,10.81,
000429,粤高速Ａ,9.88,-2.907,0.797,
600125,铁龙物流,32.45,-2.89,1.727,
300053,欧比特,71.12,-2.861,3.113,
000587,金洲慈航,15.09,-2.817,1.36,
002731,萃华珠宝,36.51,-2.812,1.113,
002791,坚朗五金,21.92,-2.81,0.773,
000822,山东海化,10.97,-2.806,1.813,
002045,国光电器,43.64,-2.794,2.377,
002572,索菲亚,43.55,-2.764,0.577,
600908,无锡银行,14.14,-2.737,1.7,
300251,光线传媒,42.93,-2.634,1.673,
300338,开元股份,45.17,-2.623,0.627,
000666,经纬纺机,11.13,-2.613,1.767,
600090,同济堂,19.85,-2.589,0.707,
600643,爱建集团,25.23,-2.582,1.47,
600284,浦东建设,20.62,-2.565,1.18,
000712,锦龙股份,50.64,-2.564,1.767,
300095,华伍股份,48.59,-2.545,0.79,
600303,曙光股份,10.14,-2.545,0.817,
000709,河钢股份,14.11,-2.514,0.57,
300611,美力科技,48.96,-2.513,2.17,
002379,宏创控股,99.14,-2.51,0.89,
000026,飞亚达Ａ,25.33,-2.48,0.773,
000707,双环科技,48.78,-2.473,1.613,
002155,湖南黄金,31.18,-2.463,0.897,
002703,浙江世宝,97.6,-2.446,0.757,
601607,上海医药,17.68,-2.425,0.66,
300247,乐金健康,63.72,-2.412,1.663,
002573,清新环境,20.66,-2.402,1.587,
300131,英唐智控,42.71,-2.36,0.92,
600363,联创光电,20.32,-2.36,1.063,
002385,大北农,23.43,-2.358,0.7,
601163,三角轮胎,28.95,-2.335,0.797,
600616,金枫酒业,62.57,-2.33,0.847,
000571,新大洲Ａ,46.63,-2.318,0.887,
002431,棕榈股份,47.18,-2.307,1.81,
000759,中百集团,31.78,-2.297,0.57,
300205,天喻信息,82.98,-2.29,1.643,
002183,怡 亚 通,22.84,-2.278,0.637,
002637,赞宇科技,34.71,-2.251,0.76,
002126,银轮股份,22.13,-2.238,0.75,
000711,京蓝科技,48.51,-2.233,0.79,
002757,南兴装备,37.84,-2.219,0.65,
300539,横河模具,56.67,-2.189,2.93,
300549,优德精密,31.31,-2.176,1.117,
600328,兰太实业,17.08,-2.155,1.287,
000779,三毛派神,20.28,-2.123,0.517,
300591,万里马,84.74,-2.118,6.77,
300295,三六五网,29.89,-2.101,2.507,
002174,游族网络,33.71,-2.089,1.067,
002657,中科金财,39.82,-2.081,1.72,
002111,威海广泰,21.62,-2.079,0.947,
600755,厦门国贸,8.33,-2.06,1.233,
002567,唐人神,19.52,-2.043,0.803,
002561,徐家汇,21.3,-2.022,0.57,
300531,优博讯,77.42,-2.012,3.627,
300006,莱美药业,58.66,-2.011,1.71,
600135,乐凯胶片,37.26,-2.007,1.707,
002823,凯中精密,27.48,-1.956,2.36,
000012,南 玻Ａ,21.46,-1.924,1.067,
000937,冀中能源,17.86,-1.921,0.703,
002781,奇信股份,26.09,-1.903,1.3,
600308,华泰股份,12.2,-1.901,0.877,
600775,南京熊猫,93.99,-1.898,0.677,
000807,云铝股份,40.03,-1.892,5.563,
002605,姚记扑克,66.16,-1.889,0.61,
600516,方大炭素,13.22,-1.879,3.79,
000758,中色股份,42.73,-1.875,0.703,
002233,塔牌集团,19.88,-1.848,1.273,
000425,徐工机械,29.39,-1.824,1.41,
600730,中国高科,28.42,-1.81,0.743,
600754,锦江股份,35.52,-1.78,0.513,
300175,朗源股份,42.24,-1.75,1.53,
600985,雷鸣科化,41.8,-1.749,2.43,
300419,浩丰科技,49.84,-1.74,2.823,
002672,东江环保,30.41,-1.733,0.873,
600790,轻纺城,14.8,-1.69,1.4,
002763,汇洁股份,16.44,-1.685,1.023,
002091,江苏国泰,16.39,-1.658,0.553,
002910,庄园牧场,49.99,-1.651,14.987,
300248,新开普,62.78,-1.644,2.057,
300362,天翔环境,44.79,-1.631,1.103,
300388,国祯环保,49.83,-1.63,0.57,
000612,焦作万方,25.92,-1.621,0.66,
300267,尔康制药,17.12,-1.6,2.047,
600895,张江高科,38.74,-1.574,0.76,
601811,新华文轩,16.56,-1.562,0.687,
000565,渝三峡Ａ,31.23,-1.56,0.547,
000789,万年青,21.21,-1.548,5.503,
600720,祁连山,11.4,-1.546,4.29,
000848,承德露露,22.17,-1.524,0.647,
002818,富森美,18.21,-1.519,1.557,
600600,青岛啤酒,20.05,-1.493,0.6,
002471,中超控股,50.55,-1.483,0.8,
002786,银宝山新,47.77,-1.479,1.2,
600692,亚通股份,64.36,-1.473,1.687,
000967,盈峰环境,28.42,-1.453,0.507,
002402,和而泰,41.04,-1.451,5.103,
600073,上海梅林,17.18,-1.445,0.623,
000965,天保基建,25.73,-1.404,0.887,
000901,航天科技,72.9,-1.393,1.62,
002452,长高集团,31.63,-1.342,2.817,
002782,可立克,90.12,-1.297,1.7,
600075,新疆天业,10.81,-1.292,0.623,
002335,科华恒盛,16.46,-1.289,0.583,
002411,必康股份,47.79,-1.283,1.013,
000548,湖南投资,16.97,-1.251,0.563,
300194,福安药业,20.87,-1.247,0.583,
600108,亚盛集团,90.23,-1.237,0.537,
002838,道恩股份,66.94,-1.232,0.973,
600251,冠农股份,46.48,-1.214,0.73,
300610,晨化股份,27.21,-1.211,1.867,
300626,华瑞股份,49.23,-1.209,0.507,
600791,京能置业,35.04,-1.197,0.867,
002882,金龙羽,28.88,-1.188,2.977,
600242,中昌数据,59.01,-1.167,1.297,
601012,隆基股份,24.53,-1.158,0.85,
002284,亚太股份,53.46,-1.158,0.863,
002254,泰和新材,79.74,-1.149,0.85,
600063,皖维高新,44.06,-1.13,0.51,
000715,中兴商业,35.1,-1.106,0.807,
002246,北化股份,62.16,-1.102,1.153,
601200,上海环境,23.01,-1.059,1.54,
300599,雄塑科技,29.04,-1.055,2.217,
000498,山东路桥,13.25,-1.05,1.003,
300415,伊之密,25.61,-1.038,0.99,
600037,歌华有线,21.28,-1.035,1.023,
300447,全信股份,30.92,-1.024,1.263,
000888,峨眉山Ａ,26.77,-1.019,1.393,
600141,兴发集团,29.81,-1.006,2.01,
000582,北部湾港,21.16,-1.005,1.26,
002553,南方轴承,32.11,-1.002,0.64,
600862,中航高科,33.17,-1.002,0.74,
600295,鄂尔多斯,26.72,-0.993,1.653,
002666,德联集团,38.72,-0.988,1.66,
002800,天顺股份,40.58,-0.983,1.38,
300035,中科电气,58.99,-0.965,1.6,
600305,恒顺醋业,32.61,-0.953,0.91,
300643,万通智控,58.36,-0.951,4.013,
000836,鑫茂科技,74.31,-0.935,2.967,
300600,瑞特股份,35.11,-0.883,1.12,
002825,纳尔股份,63.91,-0.868,3.393,
300421,力星股份,33.26,-0.865,0.67,
002574,明牌珠宝,33.31,-0.858,0.57,
000551,创元科技,28.49,-0.847,0.6,
002169,智光电气,34.06,-0.828,0.517,
002771,真视通,46.42,-0.82,3.107,
300703,创源文化,42.42,-0.803,4.297,
600279,重庆港九,27.91,-0.796,0.687,
300177,中海达,84.27,-0.783,0.783,
300024,机器人,79.73,-0.739,1.017,
300384,三联虹普,41.97,-0.736,0.677,
600503,华丽家族,62.09,-0.727,0.577,
000698,沈阳化工,19.27,-0.721,1.037,
600633,浙数文化,8.72,-0.72,0.75,
601595,上海电影,35.31,-0.705,1.69,
002124,天邦股份,25.67,-0.702,1.283,
300293,蓝英装备,95.55,-0.695,0.713,
002133,广宇集团,20.04,-0.663,0.61,
000990,诚志股份,22.99,-0.663,0.563,
002017,东信和平,65.45,-0.645,0.887,
600909,华安证券,33.43,-0.638,0.757,
300400,劲拓股份,50.14,-0.632,0.883,
002810,山东赫达,41.51,-0.615,1.84,
000833,贵糖股份,52.27,-0.612,0.683,
600975,新五丰,47.37,-0.585,0.74,
300499,高澜股份,56.54,-0.578,0.84,
600704,物产中大,14.63,-0.558,0.797,
601020,华钰矿业,34.41,-0.544,0.943,
300351,永贵电器,29.94,-0.535,0.887,
002300,太阳电缆,41.4,-0.506,0.657,
600356,恒丰纸业,23.61,-0.505,0.533,
600463,空港股份,41.04,-0.502,1.143,
300326,凯利泰,29.63,-0.485,0.793,
002314,南山控股,84.75,-0.478,0.99,
300495,美尚生态,33.08,-0.475,1.757,
000055,方大集团,20.28,-0.462,3.67,
002750,龙津药业,83.24,-0.46,0.64,
600758,红阳能源,13.99,-0.417,1.29,
000818,方大化工,33.35,-0.409,0.783,
300528,幸福蓝海,47.95,-0.406,1.35,
002902,铭普光磁,62.28,-0.406,9.633,
002839,张家港行,23.74,-0.403,7.917,
300692,中环环保,84.26,-0.353,12.183,
300713,英可瑞,43.15,-0.346,6.66,
002811,亚泰国际,37.76,-0.312,1.687,
002331,皖通科技,45.04,-0.308,1.503,
300048,合康新能,59.43,-0.296,0.77,
002386,天原集团,43.52,-0.288,1.433,
600980,北矿科技,49.9,-0.286,1.263,
000826,启迪桑德,26.89,-0.285,0.73,
000520,长航凤凰,75.37,-0.281,1.237,
300135,宝利国际,72.81,-0.276,0.69,
000975,银泰资源,68.33,-0.272,0.59,
002617,露笑科技,36.36,-0.26,0.653,
300329,海伦钢琴,49.17,-0.258,0.837,
002616,长青集团,65.73,-0.227,0.84,
002772,众兴菌业,26.23,-0.224,0.71,
002224,三 力 士,30.27,-0.221,0.897,
600750,江中药业,17.12,-0.218,1.013,
002700,新疆浩源,58.04,-0.216,0.87,
600793,宜宾纸业,25.67,-0.197,0.913,
000591,太阳能,16.74,-0.194,0.64,
002526,山东矿机,71.48,-0.192,0.78,
300417,南华仪器,48.31,-0.191,1.997,
600213,亚星客车,58.38,-0.167,1.23,
300319,麦捷科技,46.31,-0.162,0.727,
300695,兆丰股份,33.25,-0.155,3.043,
600502,安徽水利,16.65,-0.154,0.973,
000617,中油资本,18.94,-0.141,1.08,
300220,金运激光,92.3,-0.137,1.93,
000960,锡业股份,35.58,-0.135,3.637,
002566,益盛药业,45.62,-0.132,0.74,
002358,森源电气,26.61,-0.129,2.143,
000978,桂林旅游,30.3,-0.126,0.623,
000961,中南建设,49.33,-0.119,0.58,
002400,省广股份,38.65,-0.012,1.013,
300242,明家联合,22.46,-0.004,0.75,
000928,中钢国际,17.86,-0.002,0.853,
