,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,COL_INDAY_P_CHANGE,circ_mv
1007,002547.SZ,春兴精工,通信设备,0.0,-11.7,8.5,0.06,678026.6553
2178,600061.SH,国投资本,证券,0.0,-11.66,13.97,0.03,5830843.2006
884,002423.SZ,中原特钢,特种钢,0.0,-11.58,12.05,0.02,606098.8253
12,000016.SZ,深康佳A,家用电器,0.0,-11.58,4.68,0.05,747196.7724
3116,601949.SH,中国出版,出版业,0.0,-11.56,5.88,0.03,235791.2581
2349,600255.SH,梦舟股份,铜,0.0,-11.55,2.79,0.05,493716.6018
986,002526.SZ,山东矿机,工程机械,0.0,-11.53,3.14,0.03,510235.1569
1149,002689.SZ,远大智能,运输设备,0.0,-11.39,5.72,0.02,595349.3311
3104,601890.SH,亚星锚链,船舶,0.0,-11.38,6.66,0.04,638960.4
585,002123.SZ,梦网集团,互联网,0.0,-11.31,11.87,0.05,766135.0105
1398,300008.SZ,天海防务,船舶,0.0,-11.27,4.47,0.03,269277.3996
881,002420.SZ,毅昌股份,塑料,0.0,-11.15,4.69,0.02,183715.4803
3070,601688.SH,华泰证券,证券,0.0,-11.02,22.17,0.01,12068734.157
1065,002605.SZ,姚记扑克,文教休闲,0.0,-10.94,10.03,0.04,268164.3117
2567,600532.SH,宏达矿业,普钢,0.0,-10.91,5.61,0.02,289512.8689
1068,002608.SZ,江苏国信,火力发电,0.0,-10.74,9.27,0.03,499608.5939
1615,300227.SZ,光韵达,元器件,0.0,-10.73,14.69,0.09,222967.1983
1385,002945.SZ,华林证券,证券,0.0,-10.72,15.31,0.02,413370.0
2123,300749.SZ,顶固集创,家居用品,0.0,-10.7,36.58,0.01,104253.0
283,000750.SZ,国海证券,证券,0.0,-10.69,5.81,0.02,2449227.9249
2729,600716.SH,凤凰股份,区域地产,0.0,-10.66,4.52,0.02,411419.8002
1698,300310.SZ,宜通世纪,通信设备,0.0,-10.66,7.14,0.04,486320.0499
2911,600958.SH,东方证券,证券,0.0,-10.59,12.35,0.01,7011540.2669
231,000677.SZ,恒天海龙,化纤,0.0,-10.58,3.47,0.04,299800.348
1225,002771.SZ,真视通,软件服务,0.0,-10.53,17.08,0.04,156300.4122
1116,002656.SZ,摩登大道,服饰,0.0,-10.52,6.9,0.08,325480.3602
1755,300368.SZ,汇金股份,专用机械,0.0,-10.51,9.47,0.06,440278.5686
347,000838.SZ,财信发展,区域地产,0.0,-10.51,4.08,0.04,257926.0414
2467,600393.SH,粤泰股份,全国地产,0.0,-10.49,3.0,0.04,296461.6656
2721,600707.SH,彩虹股份,元器件,0.0,-10.46,6.39,0.02,823010.5743
3198,603098.SH,森特股份,装修装饰,0.0,-10.45,14.21,0.02,106592.052
3212,603121.SH,华培动力,汽车配件,0.0,-10.36,32.28,0.01,145260.0
2380,600291.SH,西水股份,保险,0.0,-10.35,14.71,0.04,1607897.7
2445,600369.SH,西南证券,证券,0.0,-10.3,5.5,0.03,3104810.0182
1249,002797.SZ,第一创业,证券,0.0,-10.29,7.93,0.03,1521330.0681
1449,300059.SZ,东方财富,证券,0.0,-10.24,19.92,0.03,8273800.8242
1599,300211.SZ,亿通科技,通信设备,0.0,-10.24,7.27,0.04,135006.8662
1,000002.SZ,万科A,全国地产,0.0,-10.24,27.45,0.02,26668141.768
2333,600235.SH,民丰特纸,造纸,0.0,-10.22,7.51,0.04,263826.3
2902,600909.SH,华安证券,证券,0.0,-10.22,7.16,0.04,1934632.0
2700,600685.SH,中船防务,船舶,0.0,-10.19,15.86,0.04,1302796.1971
2625,600599.SH,熊猫金控,多元金融,0.0,-10.11,14.09,0.03,233894.0
161,000576.SZ,广东甘化,造纸,0.0,-10.1,10.04,0.06,416823.5797
1541,300152.SZ,科融环境,环境保护,0.0,-10.03,2.86,0.06,203839.0712
2554,600518.SH,康美药业,中成药,0.0,-10.02,10.38,0.03,4570513.2607
1233,002779.SZ,中坚科技,农用机械,0.0,-10.0,18.4,0.02,242880.0
2800,600792.SH,云煤能源,焦炭加工,0.0,-9.98,3.78,0.02,374191.1208
2240,600128.SH,弘业股份,商贸代理,0.0,-9.96,10.21,0.07,251949.6175
2710,600695.SH,绿庭投资,多元金融,0.0,-9.94,5.9,0.04,216215.6197
2202,600086.SH,东方金钰,服饰,0.0,-9.91,6.08,0.05,642561.7697
1190,002733.SZ,雄韬股份,电气设备,1.0,-9.9,23.88,0.06,781445.0556
973,002512.SZ,达华智能,元器件,0.0,-9.87,6.39,0.02,564399.9476
51,000068.SZ,华控赛格,元器件,0.0,-9.83,6.57,0.04,661383.1518
1802,300416.SZ,苏试试验,电器仪表,0.0,-9.81,20.85,0.04,159700.575
222,000666.SZ,经纬纺机,纺织机械,0.0,-9.79,13.93,0.02,408871.641
560,002098.SZ,浔兴股份,服饰,0.0,-9.77,9.7,0.04,347260.0
3535,603888.SH,新华网,互联网,0.0,-9.77,22.19,0.03,391586.8856
197,000625.SZ,长安汽车,汽车整车,0.0,-9.75,8.1,0.03,3046313.6635
3569,603963.SH,大理药业,化学制药,0.0,-9.69,15.28,0.02,116701.0
961,002500.SZ,山西证券,证券,0.0,-9.67,8.51,0.03,2407245.1052
2131,300758.SZ,七彩化学,染料涂料,0.0,-9.67,54.36,0.04,145032.48
2664,600643.SH,爱建集团,多元金融,0.0,-9.63,11.91,0.02,1707963.764
2177,600060.SH,海信电器,家用电器,0.0,-9.63,11.45,0.03,1498210.9992
2705,600690.SH,青岛海尔,家用电器,0.0,-9.59,16.14,0.03,9841208.0014
3042,601555.SH,东吴证券,证券,0.0,-9.58,9.37,0.02,2708867.0
448,000987.SZ,越秀金控,多元金融,0.0,-9.56,10.41,0.03,560426.0872
1939,300555.SZ,路通视信,通信设备,0.0,-9.51,12.25,0.04,113943.5122
1288,002839.SZ,张家港行,银行,0.0,-9.49,7.09,0.04,608602.7158
3266,603239.SH,浙江仙通,汽车配件,0.0,-9.47,13.41,0.02,121655.52
1542,300153.SZ,科泰电源,电气设备,0.0,-9.42,8.63,0.04,275812.5441
379,000897.SZ,津滨发展,区域地产,0.0,-9.41,3.14,0.05,507814.8151
113,000518.SZ,四环生物,生物制药,0.0,-9.4,4.6,0.02,473586.4188
3001,601198.SH,东兴证券,证券,0.0,-9.38,13.44,0.02,3706699.123
2793,600783.SH,鲁信创投,矿物制品,0.0,-9.37,23.15,0.05,1723191.7656
1133,002673.SZ,西部证券,证券,0.0,-9.36,10.73,0.02,3757474.0732
3355,603507.SH,振江股份,钢加工,0.0,-9.35,25.4,0.07,204157.7324
1035,002575.SZ,群兴玩具,文教休闲,0.0,-9.34,9.29,0.03,546920.88
2696,600681.SH,百川能源,供气供热,0.0,-9.31,13.52,0.02,470040.0664
1111,002651.SZ,利君股份,专用机械,0.0,-9.3,5.7,0.05,238216.6857
3517,603859.SH,能科股份,软件服务,1.0,-9.29,25.73,0.02,128366.97
3035,601388.SH,怡球资源,铝,0.0,-9.27,2.84,0.02,575213.6
3027,601336.SH,新华保险,保险,0.0,-9.26,49.86,0.02,10398000.5492
292,000760.SZ,斯太尔,汽车配件,0.0,-9.25,3.75,0.04,245416.6005
2246,600135.SH,乐凯胶片,化工原料,0.0,-9.24,8.44,0.05,314805.0243
3574,603976.SH,正川股份,医疗保健,0.0,-9.2,17.65,0.04,67599.3906
1919,300534.SZ,陇神戎发,中成药,0.0,-9.2,7.16,0.05,145079.6461
2013,300633.SZ,开立医疗,医疗保健,1.0,-9.19,30.0,0.05,364958.88
1681,300293.SZ,蓝英装备,专用机械,0.0,-9.16,10.64,0.07,287280.0
557,002095.SZ,生意宝,互联网,0.0,-9.15,31.57,0.07,794421.4533
534,002072.SZ,凯瑞德,互联网,0.0,-9.11,7.4,0.05,125165.561
3460,603718.SH,海利生物,生物制药,0.0,-9.08,13.75,0.03,885500.0
1383,002942.SZ,新农股份,农药化肥,0.0,-9.06,34.63,0.03,103890.0
2900,600903.SH,贵州燃气,供气供热,0.0,-9.05,22.8,0.03,1028806.3334
3387,603589.SH,口子窖,白酒,1.0,-9.05,45.08,0.03,2704800.0
3411,603629.SH,利通电子,元器件,0.0,-9.04,46.93,0.04,117325.0
824,002363.SZ,隆基机械,汽车配件,0.0,-9.01,6.63,0.04,275647.7144
1384,002943.SZ,宇晶股份,机床制造,0.0,-8.99,42.63,0.02,106575.0
3108,601901.SH,方正证券,证券,0.0,-8.96,7.6,0.03,6256397.0602
3587,603996.SH,中新科技,家用电器,0.0,-8.96,11.29,0.04,338869.35
757,002296.SZ,辉煌科技,通信设备,0.0,-8.95,7.0,0.05,225972.4915
2693,600678.SH,四川金顶,水泥,0.0,-8.95,7.05,0.04,246037.95
1422,300032.SZ,金龙机电,元器件,0.0,-8.94,3.89,0.05,307060.0496
1047,002587.SZ,奥拓电子,元器件,0.0,-8.92,7.07,0.03,282250.0141
3402,603611.SH,诺力股份,运输设备,0.0,-8.9,16.49,0.02,373216.3561
444,000981.SZ,银亿股份,汽车配件,0.0,-8.89,3.81,0.04,980814.2436
166,000586.SZ,汇源通信,通信设备,0.0,-8.87,11.83,0.04,228839.52
195,000622.SZ,恒立实业,汽车配件,0.0,-8.87,7.77,0.01,330400.602
2166,600048.SH,保利地产,全国地产,0.0,-8.86,13.03,0.01,15340126.4557
1626,300238.SZ,冠昊生物,医疗保健,0.0,-8.85,13.72,0.02,337501.8637
3298,603323.SH,吴江银行,银行,0.0,-8.84,8.01,0.03,632075.689
2324,600226.SH,瀚叶股份,农药化肥,0.0,-8.75,3.77,0.04,751311.6153
1088,002628.SZ,成都路桥,建筑施工,0.0,-8.75,5.55,0.05,401582.717
2992,601162.SH,天风证券,证券,0.0,-8.74,11.13,0.03,576534.0
224,000668.SZ,荣丰控股,区域地产,0.0,-8.72,12.13,0.04,177933.0207
1128,002668.SZ,奥马电器,家用电器,0.0,-8.72,7.12,0.12,465862.5591
1174,002716.SZ,金贵银业,小金属,0.0,-8.7,8.12,0.01,440392.5978
329,000815.SZ,美利云,造纸,0.0,-8.7,8.92,0.03,282585.6
2514,600469.SH,风神股份,汽车配件,0.0,-8.69,4.78,0.03,268833.5201
85,000416.SZ,民生控股,多元金融,0.0,-8.68,5.31,0.02,282301.423
102,000503.SZ,国新健康,医疗保健,0.0,-8.65,20.38,0.1,1831799.6518
2280,600176.SH,中国巨石,玻璃,0.0,-8.65,10.63,0.02,3722952.1805
1380,002939.SZ,长城证券,证券,0.0,-8.65,15.44,0.02,479165.7876
632,002170.SZ,芭田股份,农药化肥,0.0,-8.63,4.65,0.07,304403.0737
2945,600999.SH,招商证券,证券,0.0,-8.58,17.71,0.02,8684451.8269
1658,300270.SZ,中威电子,通信设备,0.0,-8.56,9.49,0.05,143139.344
2073,300694.SZ,蠡湖股份,汽车配件,0.0,-8.55,22.47,0.04,120956.01
1369,002927.SZ,泰永长征,电气设备,0.0,-8.53,38.08,0.06,195639.808
69,000166.SZ,申万宏源,证券,0.0,-8.5,5.66,0.03,12754478.44
3073,601700.SH,风范股份,电气设备,0.0,-8.48,10.0,0.12,1133232.0
2835,600830.SH,香溢融通,多元金融,0.0,-8.47,6.39,0.04,290312.2353
879,002418.SZ,康盛股份,机械基件,0.0,-8.46,4.33,0.06,434562.3835
2403,600318.SH,新力金融,多元金融,0.0,-8.46,9.25,0.04,447700.0
2263,600157.SH,永泰能源,煤炭开采,0.0,-8.46,2.46,0.03,3056745.6502
2205,600090.SH,同济堂,医药商业,0.0,-8.44,5.93,0.11,416699.3085
2458,600383.SH,金地集团,全国地产,0.0,-8.44,11.73,0.04,5295606.53
3255,603220.SH,贝通信,通信设备,0.0,-8.44,37.07,0.04,313019.08
576,002114.SZ,罗平锌电,铅锌,0.0,-8.43,8.41,0.04,271960.4708
269,000723.SZ,美锦能源,焦炭加工,0.0,-8.42,5.16,0.02,557920.5867
229,000673.SZ,当代东方,影视音像,0.0,-8.42,5.26,0.05,414130.9801
1786,300400.SZ,劲拓股份,专用机械,1.0,-8.4,21.9,0.11,348916.6933
2724,600711.SH,盛屯矿业,小金属,0.0,-8.38,6.25,0.05,935657.6906
948,002487.SZ,大金重工,钢加工,0.0,-8.33,4.73,0.04,255420.0
2757,600744.SH,华银电力,火力发电,0.0,-8.33,3.82,0.04,316156.3416
2295,600192.SH,长城电工,电气设备,1.0,-8.29,6.73,0.08,297296.404
284,000751.SZ,锌业股份,铅锌,0.0,-8.29,3.84,0.04,541388.3055
2200,600084.SH,中葡股份,红黄药酒,0.0,-8.26,3.39,0.06,380943.3954
2777,600766.SH,园城黄金,黄金,0.0,-8.26,10.34,0.02,231545.7624
298,000776.SZ,广发证券,证券,0.0,-8.26,16.79,0.03,9938490.3681
2530,600490.SH,鹏欣资源,铜,0.0,-8.25,5.76,0.04,859028.9495
1367,002925.SZ,盈趣科技,元器件,1.0,-8.24,57.03,0.12,949666.7822
809,002348.SZ,高乐股份,文教休闲,0.0,-8.24,4.0,0.04,297236.2116
2608,600581.SH,八一钢铁,普钢,0.0,-8.23,4.54,0.03,695935.633
502,002040.SZ,南京港,港口,0.0,-8.23,10.42,0.05,319632.1933
912,002451.SZ,摩恩电气,电气设备,1.0,-8.23,13.93,0.07,580044.7821
2719,600705.SH,中航资本,多元金融,0.0,-8.19,5.82,0.03,5224221.5958
173,000595.SZ,宝塔实业,机械基件,0.0,-8.19,3.8,0.06,286629.497
1387,002947.SZ,恒铭达,元器件,0.0,-8.18,53.62,0.04,162886.8521
3033,601375.SH,中原证券,证券,0.0,-8.14,6.33,0.04,1141136.1152
1129,002669.SZ,康达新材,化工原料,0.0,-8.13,13.69,0.02,312866.0811
188,000612.SZ,焦作万方,铝,0.0,-8.13,4.94,0.04,587589.413
327,000812.SZ,陕西金叶,广告包装,0.0,-8.12,4.7,0.04,314548.8221
2915,600962.SH,国投中鲁,软饮料,0.0,-8.09,9.99,0.01,253765.98
2222,600109.SH,国金证券,证券,0.0,-8.08,10.07,0.03,3045529.8252
970,002509.SZ,天广中茂,专用机械,0.0,-8.07,3.05,0.06,645742.4834
1423,300033.SZ,同花顺,软件服务,0.0,-8.06,82.32,0.02,2175736.9781
124,000531.SZ,穗恒运A,火力发电,0.0,-8.06,7.72,0.05,528882.3143
2313,600213.SH,亚星客车,汽车整车,0.0,-8.05,7.57,0.04,166540.0
1451,300062.SZ,中能电气,电气设备,1.0,-8.05,6.93,0.06,131215.0802
1089,002629.SZ,仁智股份,石油开采,0.0,-8.04,4.3,0.05,148178.1862
979,002518.SZ,科士达,电器仪表,1.0,-8.03,12.03,0.07,671215.0843
344,000835.SZ,长城动漫,影视音像,0.0,-8.03,5.15,0.05,155990.925
2535,600497.SH,驰宏锌锗,铅锌,0.0,-8.01,5.35,0.03,2305795.5295
178,000600.SZ,建投能源,火力发电,1.0,-8.01,6.9,0.08,752130.4469
3296,603321.SH,梅轮电梯,运输设备,0.0,-8.01,8.6,0.03,99846.0
3285,603305.SH,旭升股份,汽车配件,1.0,-8.01,34.93,0.06,220979.3915
1492,300103.SZ,达刚路机,工程机械,0.0,-8.0,9.7,0.01,243787.0688
1296,002848.SZ,高斯贝尔,通信设备,0.0,-7.98,17.19,0.05,150665.7947
18,000023.SZ,深天地A,其他建材,0.0,-7.93,16.29,0.03,226033.915
1480,300091.SZ,金通灵,机械基件,0.0,-7.92,4.77,0.05,503539.2831
2132,300759.SZ,康龙化成,化学制药,0.0,-7.9,40.66,0.04,266851.58
2986,601128.SH,常熟银行,银行,0.0,-7.89,8.01,0.03,830806.152
2217,600104.SH,上汽集团,汽车整车,1.0,-7.89,26.68,0.01,30691158.8625
1638,300250.SZ,初灵信息,软件服务,0.0,-7.88,16.37,0.03,227533.7248
3063,601633.SH,长城汽车,汽车整车,0.0,-7.88,7.62,0.03,4593129.498
423,000957.SZ,中通客车,汽车整车,0.0,-7.88,7.8,0.03,462456.3091
2127,300753.SZ,爱朋医疗,医疗保健,0.0,-7.88,44.56,0.02,90011.2
125,000532.SZ,华金资本,元器件,0.0,-7.87,12.52,0.04,430041.2744
1459,300070.SZ,碧水源,环境保护,0.0,-7.87,9.8,0.03,1975191.765
2130,300757.SZ,罗博特科,专用机械,0.0,-7.86,67.8,0.06,135600.0
3327,603378.SH,亚士创能,染料涂料,1.0,-7.85,15.44,0.03,106505.12
304,000783.SZ,长江证券,证券,0.0,-7.85,7.48,0.01,4135994.3663
2352,600258.SH,首旅酒店,酒店餐饮,0.0,-7.84,18.25,0.02,1139912.0528
1697,300309.SZ,吉艾科技,多元金融,0.0,-7.83,8.31,0.04,620696.3644
2244,600132.SH,重庆啤酒,啤酒,0.0,-7.81,32.31,0.02,1563710.9407
3025,601330.SH,绿色动力,环境保护,0.0,-7.81,13.95,0.06,162099.0
3132,601998.SH,中信银行,银行,0.0,-7.81,6.34,0.01,20227874.0121
2671,600651.SH,飞乐音响,电器仪表,0.0,-7.8,5.47,0.07,538915.3411
239,000686.SZ,东北证券,证券,0.0,-7.79,9.22,0.04,2157897.5876
2901,600908.SH,无锡银行,银行,0.0,-7.79,6.59,0.02,537870.3296
1763,300377.SZ,赢时胜,软件服务,0.0,-7.79,15.83,0.06,811583.6825
227,000671.SZ,阳光城,区域地产,0.0,-7.79,7.25,0.05,2879618.8856
3007,601216.SH,君正集团,化工原料,1.0,-7.77,4.04,0.1,3408959.0256
2551,600515.SH,海航基础,全国地产,0.0,-7.77,5.8,0.02,961811.3123
1653,300265.SZ,通光线缆,电气设备,1.0,-7.77,9.77,0.11,329014.2025
1700,300312.SZ,邦讯技术,通信设备,0.0,-7.76,9.55,0.04,182749.183
1545,300156.SZ,神雾环保,环境保护,0.0,-7.76,4.38,0.03,316148.4
2469,600396.SH,金山股份,火力发电,0.0,-7.75,2.48,0.05,365231.2906
3062,601628.SH,中国人寿,保险,0.0,-7.74,28.8,0.03,59971766.4
14,000018.SZ,神州长城,装修装饰,0.0,-7.69,2.99,0.07,297679.8292
2308,600208.SH,新湖中宝,全国地产,0.0,-7.69,3.83,0.01,3293099.8457
1382,002941.SZ,新疆交建,建筑施工,0.0,-7.67,36.26,0.04,235690.0
2599,600571.SH,信雅达,软件服务,0.0,-7.67,11.37,0.01,490173.3298
1716,300328.SZ,宜安科技,铝,0.0,-7.66,9.94,0.04,407820.7056
1604,300216.SZ,千山药机,医疗保健,0.0,-7.66,4.74,0.07,133491.9905
2692,600677.SH,航天通信,通信设备,0.0,-7.65,14.45,0.03,601738.5843
3054,601606.SH,长城军工,专用机械,0.0,-7.65,17.19,0.01,254412.0
3451,603706.SH,东方环宇,供气供热,0.0,-7.64,26.49,0.03,105960.0
464,002002.SZ,鸿达兴业,化工原料,1.0,-7.63,4.87,0.06,1241439.1103
1639,300251.SZ,光线传媒,影视音像,0.0,-7.62,8.89,0.03,2446582.117
81,000410.SZ,沈阳机床,机床制造,0.0,-7.62,8.14,0.04,602644.3986
3189,603080.SH,新疆火炬,供气供热,0.0,-7.6,21.14,0.02,184414.79
156,000568.SZ,泸州老窖,白酒,1.0,-7.6,51.45,0.03,7512241.7428
2010,300630.SZ,普利制药,化学制药,0.0,-7.6,58.78,0.08,581783.8376
290,000758.SZ,中色股份,铅锌,0.0,-7.6,4.95,0.04,974749.4737
2270,600165.SH,新日恒力,钢加工,0.0,-7.59,5.48,0.04,375316.3087
167,000587.SZ,金洲慈航,批发业,0.0,-7.59,3.62,0.02,439110.2897
1373,002931.SZ,锋龙股份,汽车配件,0.0,-7.59,35.18,0.03,78169.96
209,000638.SZ,万方发展,批发业,1.0,-7.58,6.45,0.1,199563.0
1258,002807.SZ,江阴银行,银行,0.0,-7.58,6.44,0.03,462627.8689
2157,600029.SH,南方航空,空运,0.0,-7.58,7.87,0.02,5526825.55
273,000728.SZ,国元证券,证券,0.0,-7.58,10.04,0.05,2957934.6
3472,603739.SH,蔚蓝生物,农业综合,0.0,-7.57,36.22,0.01,140051.874
1377,002936.SZ,郑州银行,银行,0.0,-7.56,6.49,0.02,389400.0
1778,300392.SZ,腾信股份,互联网,0.0,-7.55,8.86,0.07,229105.2867
351,000851.SZ,高鸿股份,软件服务,0.0,-7.55,7.29,0.02,624630.7657
2196,600080.SH,金花股份,中成药,0.0,-7.54,7.72,0.03,235688.4132
1388,002948.SZ,青岛银行,银行,0.0,-7.53,8.2,0.01,369800.9358
3582,603988.SH,中电电机,电气设备,1.0,-7.52,12.65,0.1,297528.0
132,000540.SZ,中天金融,多元金融,0.0,-7.51,4.74,0.03,3083621.5219
1217,002762.SZ,金发拉比,服饰,0.0,-7.51,7.09,0.05,134759.4563
1210,002755.SZ,奥赛康,建筑施工,1.0,-7.5,16.16,0.04,278401.248
191,000616.SZ,海航投资,全国地产,0.0,-7.49,3.52,0.04,503435.4776
2391,600305.SH,恒顺醋业,食品,0.0,-7.49,11.5,0.03,901093.31
2305,600203.SH,福日电子,元器件,0.0,-7.49,6.23,0.03,230647.1335
1669,300281.SZ,金明精机,专用机械,0.0,-7.48,6.82,0.03,178769.4539
1123,002663.SZ,普邦股份,建筑施工,0.0,-7.48,3.4,0.04,424949.3094
3155,603023.SH,威帝股份,汽车配件,0.0,-7.47,6.05,0.04,217800.0
1959,300577.SZ,开润股份,纺织,0.0,-7.46,32.13,0.04,206100.1823
3004,601208.SH,东材科技,化工原料,0.0,-7.46,5.67,0.08,355282.767
2185,600069.SH,银鸽投资,造纸,0.0,-7.45,3.55,0.03,576461.0146
3509,603833.SH,欧派家居,家居用品,0.0,-7.45,102.0,0.01,939503.0586
646,002184.SZ,海得控制,软件服务,0.0,-7.44,13.9,0.04,188855.4497
3140,603007.SH,花王股份,建筑施工,0.0,-7.43,9.73,0.03,189114.226
2652,600629.SH,华建集团,建筑施工,0.0,-7.43,13.45,0.02,501515.1359
1160,002700.SZ,新疆浩源,供气供热,0.0,-7.43,10.27,0.03,321585.4138
105,000506.SZ,中润资源,区域地产,0.0,-7.41,3.56,0.04,330606.8621
483,002021.SZ,中捷资源,纺织机械,0.0,-7.41,3.55,0.04,244051.8642
3103,601888.SH,中国国旅,旅游服务,1.0,-7.41,61.0,0.02,11910100.8184
2943,600997.SH,开滦股份,煤炭开采,0.0,-7.4,6.59,0.03,813627.76
3017,601258.SH,庞大集团,汽车服务,0.0,-7.39,1.92,0.04,1255387.8532
3010,601225.SH,陕西煤业,煤炭开采,0.0,-7.39,8.71,0.01,8710000.0
2684,600666.SH,奥瑞德,元器件,0.0,-7.38,4.27,0.07,343160.9122
2621,600595.SH,中孚实业,铝,0.0,-7.36,3.13,0.04,545102.1461
2026,300647.SZ,超频三,元器件,0.0,-7.34,16.72,0.05,130970.268
652,002190.SZ,成飞集成,汽车配件,0.0,-7.33,20.39,0.03,703839.1109
2459,600385.SH,山东金泰,黄金,0.0,-7.31,10.4,0.03,148484.7666
1293,002845.SZ,同兴达,元器件,0.0,-7.31,19.88,0.04,146732.2761
626,002164.SZ,宁波东力,电气设备,0.0,-7.28,4.39,0.07,193135.1557
3197,603096.SH,新经典,出版业,0.0,-7.28,60.85,0.02,328091.03
1585,300197.SZ,铁汉生态,环境保护,0.0,-7.28,4.81,0.05,721093.2058
54,000078.SZ,海王生物,生物制药,0.0,-7.26,4.69,0.03,870771.0487
2511,600466.SH,蓝光发展,区域地产,0.0,-7.25,6.36,0.02,1897892.7103
8,000010.SZ,美丽生态,建筑施工,0.0,-7.25,3.91,0.02,204168.9971
2055,300676.SZ,华大基因,医疗保健,1.0,-7.24,79.85,0.05,1968670.0416
608,002146.SZ,荣盛发展,全国地产,0.0,-7.24,10.22,0.04,3979215.3082
2215,600101.SH,明星电力,水力发电,1.0,-7.23,8.65,0.05,280414.8151
247,000697.SZ,炼石航空,航空,0.0,-7.22,14.39,0.01,805379.5905
2343,600247.SH,*ST成城,商贸代理,0.0,-7.22,5.82,0.02,195809.0112
1413,300023.SZ,宝德股份,专用机械,0.0,-7.21,7.53,0.03,108739.8595
1163,002703.SZ,浙江世宝,汽车配件,0.0,-7.21,5.62,0.04,310823.065
2395,600309.SH,万华化学,化工原料,1.0,-7.21,39.07,0.04,5562616.3329
2120,300746.SZ,汉嘉设计,建筑施工,0.0,-7.21,21.27,0.04,111880.2
3579,603985.SH,恒润股份,机械基件,0.0,-7.2,26.03,0.02,173255.68
765,002304.SZ,洋河股份,白酒,1.0,-7.19,114.0,0.02,14182190.7024
1931,300547.SZ,川环科技,橡胶,0.0,-7.18,25.56,0.04,159954.9759
42,000056.SZ,皇庭国际,房产服务,0.0,-7.18,5.67,0.02,512416.7289
2948,601002.SH,晋亿实业,机械基件,0.0,-7.18,7.1,0.03,562809.9
3586,603993.SH,洛阳钼业,小金属,0.0,-7.18,4.85,0.02,8567899.7028
927,002466.SZ,天齐锂业,小金属,0.0,-7.17,36.59,0.04,4156477.6729
462,001979.SZ,招商蛇口,全国地产,0.0,-7.15,21.0,0.03,5044902.3135
537,002075.SZ,沙钢股份,特种钢,0.0,-7.14,11.01,0.06,2429654.5649
1216,002761.SZ,多喜爱,纺织,1.0,-7.14,17.87,0.09,362674.1804
112,000517.SZ,荣安地产,区域地产,0.0,-7.14,2.96,0.08,898580.4655
1774,300388.SZ,国祯环保,环境保护,0.0,-7.13,10.56,0.03,568460.2451
1368,002926.SZ,华西证券,证券,0.0,-7.13,12.37,0.04,2199568.3746
1815,300429.SZ,强力新材,化工原料,1.0,-7.13,34.34,0.05,482612.619
1943,300559.SZ,佳发教育,软件服务,1.0,-7.12,45.9,0.05,354114.6031
5,000007.SZ,全新好,酒店餐饮,0.0,-7.11,7.21,0.06,222751.5397
