,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
22,002030.SZ,002030,达安基因,生物制药,True,35.64,True,True,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",3.0
23,002562.SZ,002562,兄弟科技,化学制药,True,6.8,True,True,"中国国际金融香港资产管理有限公司-客户资金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华夏兴华混合型证券投资基金",3.0
24,688366.SH,688366,昊海生科,生物制药,True,140.77,True,True,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金",3.0
25,688266.SH,688266,泽璟制药-U,化学制药,True,119.63,True,True,"上海乘安资产管理有限公司-乘安99传承1号私募证券投资基金
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金",2.0
26,300412.SZ,300412,迦南科技,医疗保健,True,9.7,True,True,"中央汇金资产管理有限责任公司
北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划",2.0
27,300452.SZ,300452,山河药辅,化学制药,True,27.72,True,True,"中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金",2.0
28,000516.SZ,000516,国际医学,医疗保健,True,6.61,True,True,"泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划
广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划",2.0
29,600055.SH,600055,万东医疗,医疗保健,True,19.3,True,True,"上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
上海盛宇股权投资中心(有限合伙)-盛宇十二号私募证券投资基金",2.0
30,300171.SZ,300171,东富龙,医疗保健,True,18.32,True,True,汇添富基金管理股份有限公司-社保基金一五零二组合,1.0
31,000650.SZ,000650,仁和药业,中成药,True,7.7,True,True,香港中央结算有限公司(陆股通),1.0
32,688108.SH,688108,赛诺医疗,医疗保健,True,36.61,True,True,深圳前海汇富雪球基金管理有限公司-汇富雪球医药医疗大健康一号基金,1.0
33,603590.SH,603590,康辰药业,化学制药,True,46.25,True,True,香港中央结算有限公司(陆股通),1.0
34,603579.SH,603579,荣泰健康,医疗保健,True,36.45,True,True,香港中央结算有限公司(陆股通),1.0
35,300439.SZ,300439,美康生物,医疗保健,True,22.5,True,True,广东金百合财富管理有限公司-金百合八号证券投资基金,1.0
36,300318.SZ,300318,博晖创新,医疗保健,True,7.54,True,True,中央汇金资产管理有限责任公司,1.0
37,300314.SZ,300314,戴维医疗,医疗保健,True,22.41,True,True,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金,1.0
38,002873.SZ,002873,新天药业,中成药,True,22.39,True,True,武汉惠人生物创业投资基金中心(有限合伙),1.0
39,603168.SH,603168,莎普爱思,化学制药,True,9.32,True,True,上海速硕投资管理有限公司-速硕新价值成长一期私募证券投资基金,1.0
40,688098.SH,688098,申联生物,生物制药,True,31.15,True,True,,0.0
41,688085.SH,688085,三友医疗,医疗保健,True,86.97,True,True,,0.0
42,688310.SH,688310,迈得医疗,医疗保健,True,50.48,True,True,,0.0
43,688277.SH,688277,天智航-U,医疗保健,True,118.0,True,True,,0.0
44,688298.SH,688298,东方生物,医疗保健,True,233.68,True,True,,0.0
45,688321.SH,688321,微芯生物,化学制药,True,78.72,True,True,,0.0
46,688399.SH,688399,硕世生物,医疗保健,True,469.0,True,True,,0.0
47,603976.SH,603976,正川股份,医疗保健,True,65.0,True,True,,0.0
48,605199.SH,605199,葫芦娃,中成药,True,8.22,True,True,,0.0
49,000153.SZ,000153,丰原药业,化学制药,True,9.24,True,True,,0.0
50,603880.SH,603880,南卫股份,医疗保健,True,21.43,True,True,,0.0
51,603718.SH,603718,海利生物,生物制药,True,31.47,True,True,,0.0
52,603392.SH,603392,万泰生物,医疗保健,True,222.2,True,True,,0.0
53,603301.SH,603301,振德医疗,医疗保健,True,92.39,True,True,,0.0
54,603087.SH,603087,甘李药业,生物制药,True,236.51,True,True,,0.0
55,600833.SH,600833,第一医药,医药商业,True,14.85,True,True,,0.0
56,600211.SH,600211,西藏药业,中成药,True,78.54,True,True,,0.0
57,300841.SZ,300841,康华生物,生物制药,True,512.17,True,True,,0.0
58,300832.SZ,300832,新产业,医疗保健,True,195.98,True,True,,0.0
59,300813.SZ,300813,泰林生物,医疗保健,True,80.8,True,True,,0.0
60,002437.SZ,002437,誉衡药业,化学制药,True,4.38,True,True,,0.0
61,002390.SZ,002390,信邦制药,中成药,True,5.54,True,True,,0.0
62,688505.SH,688505,复旦张江,化学制药,True,40.83,True,True,,0.0
