,ts_code,symbol,name,industry,COL_MA_5,COL_MA_10,COL_MA_20,COL_MA_5_SLOPE,COL_MA_10_SLOPE,COL_MA_20_SLOPE,COL_LASTPRICE,COL_MA_CLOSE_GAP,concept
76,600410.SH,600410,华胜天成,软件服务,9.28,9.27,9.24,1.64,0.54,0.33,9.73,5.3,"阿里巴巴概念股, 国家队重仓, 回购, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, "
77,000823.SZ,000823,超声电子,元器件,12.01,11.84,11.05,-0.25,1.2,0.64,11.64,5.34,"PCB板, 小米概念股, 苹果产业链, "
78,300566.SZ,300566,激智科技,元器件,17.92,17.86,17.82,0.96,0.9,0.45,18.78,5.39,"OLED, 华为产业链, 小米概念股, LED, "
79,002418.SZ,002418,康盛股份,机械基件,6.34,6.23,5.74,-2.16,1.14,0.88,6.05,5.4,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
80,603899.SH,603899,晨光文具,文教休闲,37.59,36.61,36.33,0.37,0.94,0.17,38.31,5.45,"MSCI, "
81,600759.SH,600759,洲际油气,石油开采,4.6,4.56,4.06,-2.95,1.56,1.25,4.29,5.67,"油服, 油气改革, 海南自由贸易港, 互联网金融, 自贸区, 自由贸易港, 资产重组, 海南, "
82,603679.SH,603679,华体科技,电气设备,47.92,47.83,44.0,-1.46,0.13,1.27,46.5,5.68,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
83,603499.SH,603499,翔港科技,广告包装,33.89,33.31,31.73,-0.79,1.03,0.57,33.57,5.8,"包装印刷, 化妆品, "
84,603045.SH,603045,福达合金,电气设备,35.23,34.07,32.43,1.38,0.77,0.71,34.34,5.89,
85,000702.SZ,000702,正虹科技,饲料,8.74,7.85,7.43,0.69,1.55,0.81,7.87,5.92,"饲料, 业绩预增, 湖南国企改革, 农垦, "
86,600438.SH,600438,通威股份,饲料,14.48,14.29,13.73,-0.48,1.42,0.88,14.55,5.97,"MSCI, 乡村振兴, 饲料, 业绩预增, 光伏, 举牌股, "
87,002868.SZ,002868,绿康生化,农业综合,23.59,23.36,21.72,-0.46,1.21,0.88,23.04,6.08,"动物保健, "
88,603363.SH,603363,傲农生物,饲料,25.2,24.74,21.39,-4.55,1.19,2.05,22.7,6.12,"饲料, 养猪, 动物保健, "
89,300463.SZ,300463,迈克生物,医疗保健,21.74,21.63,21.4,1.07,1.07,0.61,22.72,6.17,"基因测序, 医疗器械, 体外诊断, "
90,300325.SZ,300325,德威新材,塑料,6.5,6.41,5.82,-2.55,1.42,1.57,6.18,6.19,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, "
91,601933.SH,601933,永辉超市,超市连锁,9.19,9.17,9.16,1.32,0.77,0.66,9.73,6.22,"白马股, MSCI, 大消费, 金改, 海底捞概念股, 新零售, 腾讯概念股, "
92,603012.SH,603012,创力集团,专用机械,9.61,9.28,9.14,0.63,0.87,0.44,9.73,6.46,"新能源汽车, 充电桩, "
93,600153.SH,600153,建发股份,商贸代理,10.34,9.98,9.74,2.07,0.81,0.93,10.37,6.47,"MSCI, 福建自贸区, 供应链金融, 快递物流, 自贸区, "
94,000650.SZ,000650,仁和药业,中成药,8.58,8.24,7.66,-1.49,1.48,0.92,8.16,6.53,"医药, 中药, 互联网金融, 互联网医疗, 眼科, "
95,601799.SH,601799,星宇股份,汽车配件,72.14,70.98,68.45,-0.28,1.01,0.96,72.99,6.63,"汽车零部件, 无人驾驶, "
96,300622.SZ,300622,博士眼镜,其他商业,22.83,22.35,21.69,0.31,1.18,0.65,23.13,6.64,"高送转-预期, 眼科, "
97,600478.SH,600478,科力远,元器件,7.09,6.86,6.47,-0.14,1.48,0.78,6.9,6.65,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, "
98,002729.SZ,002729,好利来,元器件,35.84,34.45,32.9,0.59,0.88,1.14,35.1,6.69,
99,002511.SZ,002511,中顺洁柔,造纸,10.75,10.57,10.17,0.37,0.86,0.59,10.85,6.69,"社保重仓, 回购, 造纸, "
100,000876.SZ,000876,新希望,饲料,15.45,14.86,14.75,1.18,1.09,0.82,15.74,6.71,"MSCI, 东盟博览会, 金改, 饲料, 养猪, 独角兽, 蚂蚁金服概念股, "
101,603886.SH,603886,元祖股份,食品,25.15,24.0,23.5,0.96,1.31,0.3,25.08,6.72,"食品, 休闲食品, "
102,002746.SZ,002746,仙坛股份,农业综合,27.54,26.12,25.17,1.47,0.69,0.76,26.87,6.75,"业绩预增, 养鸡, 高送转, "
103,002250.SZ,002250,联化科技,化工原料,11.14,10.82,10.49,0.72,1.6,0.48,11.2,6.77,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
104,601888.SH,601888,中国国旅,旅游服务,78.57,77.85,74.86,0.51,0.91,0.67,79.98,6.84,"MSCI, 中字头, 人民币升值受益, 阿里巴巴概念股, 大消费, 央企改革, 旅游, 中韩自贸区, 海南自由贸易港, 自贸区, 自由贸易港, 股权转让, "
105,002135.SZ,002135,东南网架,建筑施工,6.85,6.77,6.57,0.59,0.89,0.61,7.02,6.85,"业绩预增, 大基建, 装配式建筑, 雄安-建材, PPP, 雄安新区, "
106,002311.SZ,002311,海大集团,饲料,30.94,30.43,29.19,0.32,1.06,0.52,31.19,6.85,"MSCI, 新进指数成份股, 社保重仓, 饲料, 养猪, 供应链金融, "
107,603320.SH,603320,迪贝电气,机械基件,22.44,21.89,21.02,0.9,1.06,0.77,22.47,6.9,
108,603811.SH,603811,诚意药业,化学制药,21.22,20.92,20.48,0.38,1.16,0.69,21.9,6.93,"医药, 化学药, "
109,002611.SZ,002611,东方精工,轻工机械,5.74,5.36,5.01,0.7,1.32,1.21,5.36,6.99,"北汽新能源, 社保重仓, 宁德时代概念股, 定增破发, 锂电池, 燃料电池, 新能源汽车, 包装印刷, "
110,300628.SZ,300628,亿联网络,通信设备,103.34,102.3,99.3,1.2,1.26,0.46,106.44,7.19,"MSCI, 云计算, "
111,600322.SH,600322,天房发展,区域地产,3.9,3.87,3.86,1.56,0.78,0.78,4.14,7.25,"雄安-地产, 破净股, 房地产, 雄安新区, 京津冀, 自贸区, 天津国企改革, 天津自贸区, "
112,000004.SZ,000004,国农科技,生物制药,21.78,21.57,21.42,1.73,0.7,0.71,22.98,7.28,"网络安全, 资产重组, 游戏, 壳公司, "
113,300760.SZ,300760,迈瑞医疗,医疗保健,134.76,131.06,130.87,1.96,1.19,0.26,140.95,7.7,"高价股, MSCI, 新进指数成份股, 医疗器械, "
114,603617.SH,603617,君禾股份,专用机械,22.52,21.39,20.67,0.81,1.23,0.63,22.27,7.74,
115,600073.SH,600073,上海梅林,食品,10.78,9.95,9.5,1.22,1.53,0.74,10.25,7.89,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
116,600529.SH,600529,山东药玻,医疗保健,26.95,25.98,25.86,1.74,1.33,0.47,27.9,7.89,"社保重仓, 山东国企改革, 医疗器械, 玻璃, "
117,600277.SH,600277,亿利洁能,综合类,8.81,8.59,8.25,0.92,1.06,1.1,8.92,8.12,"烧碱, PVC, 内蒙古, 光伏, "
118,000596.SZ,000596,古井贡酒,白酒,112.27,110.45,108.73,1.41,1.39,0.46,117.58,8.14,"高价股, MSCI, 安徽国企改革, 白酒, "
119,000715.SZ,000715,中兴商业,百货,10.17,9.77,9.52,1.7,1.24,0.63,10.31,8.3,"新零售, 股权转让, "
120,300015.SZ,300015,爱尔眼科,医疗保健,35.59,34.7,34.21,1.48,1.23,0.44,37.09,8.42,"MSCI, 健康中国, 教育, 民营医院, 创业板人气股, 互联网医疗, 眼科, "
121,300012.SZ,300012,华测检测,电器仪表,9.41,9.19,9.09,1.62,0.88,0.55,9.86,8.47,"新进指数成份股, 北汽新能源, 业绩预增, 雄安-园林环保, 雄安新区, 碳交易, "
122,600378.SH,600378,天科股份,化工原料,15.54,14.74,13.86,1.37,1.52,1.24,15.05,8.59,"油服, 可燃冰, 央企改革, 业绩预增, 页岩气, 石油化工, 燃料电池, 资产重组, 碳交易, "
123,300282.SZ,300282,三盛教育,文教休闲,15.51,15.34,14.82,1.11,0.39,0.88,16.12,8.77,"教育, 定增破发, "
124,002847.SZ,002847,盐津铺子,食品,30.35,30.04,29.02,-0.3,1.35,0.66,31.57,8.79,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
125,002385.SZ,002385,大北农,饲料,7.56,7.1,6.47,-1.31,1.57,1.41,7.06,9.12,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, "
126,000568.SZ,000568,泸州老窖,白酒,73.29,71.33,69.96,1.76,1.25,0.71,76.37,9.16,"MSCI, 白酒, "
127,002679.SZ,002679,福建金森,林业,25.67,25.18,24.87,1.54,1.29,0.57,27.2,9.37,"土地流转, 林业, "
128,603609.SH,603609,禾丰牧业,饲料,13.68,12.66,11.79,0.44,1.52,0.94,12.9,9.41,"饲料, 养猪, "
129,300022.SZ,300022,吉峰科技,农用机械,6.33,5.73,5.24,-0.16,1.96,1.16,5.74,9.54,"乡村振兴, 农机, "
130,600009.SH,600009,上海机场,机场,68.43,66.48,64.11,1.18,1.43,0.66,70.5,9.97,"机场, 白马股, MSCI, 大消费, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
131,603878.SH,603878,武进不锈,钢加工,15.48,15.31,15.19,2.18,1.26,0.86,16.71,10.01,"钢铁, 业绩预增, "
132,603589.SH,603589,口子窖,白酒,62.7,60.35,57.84,1.46,1.8,0.84,63.88,10.44,"MSCI, 白酒, "
133,002330.SZ,002330,得利斯,食品,8.05,7.34,6.76,1.39,1.8,1.2,7.47,10.5,"养猪, 食品, "
134,600261.SH,600261,阳光照明,家用电器,4.4,4.23,4.13,2.09,1.44,0.98,4.57,10.65,"LED, "
135,002515.SZ,002515,金字火腿,食品,6.84,6.54,6.37,2.4,1.55,0.63,7.06,10.83,"回购, 业绩预增, 食品, 高质押率, 医药, 创新药, 互联网金融, 股权转让, 国资入股, 资产重组, "
136,002203.SZ,002203,海亮股份,铜,10.57,10.14,9.71,1.83,1.2,0.94,10.77,10.92,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, "
137,600393.SH,600393,粤泰股份,全国地产,4.03,3.88,3.47,1.77,1.31,1.46,3.89,12.1,"粤港澳大湾区, 高质押率, 房地产, 低价股, "
138,002757.SZ,002757,南兴装备,家居用品,37.14,35.97,34.54,1.78,1.58,0.91,38.8,12.33,"云计算, 高送转, "
139,600763.SH,600763,通策医疗,医疗保健,71.15,69.3,68.84,2.61,1.78,0.56,78.07,13.41,"健康中国, 二胎, 民营医院, 业绩预增, "
140,000755.SZ,000755,山西路桥,公路,5.74,5.52,5.32,1.95,2.03,1.14,6.07,14.1,"高速公路, 山西国企改革, ST摘帽, "
141,603906.SH,603906,龙蟠科技,化工原料,12.67,12.28,11.33,0.8,2.25,1.34,13.04,15.09,"社保重仓, 石油化工, "
142,600794.SH,600794,保税科技,仓储物流,5.75,5.66,4.97,0.88,0.18,2.26,5.72,15.09,"军工, 军民融合, 快递物流, "
143,600758.SH,600758,红阳能源,煤炭开采,6.8,6.74,5.58,-4.36,2.28,2.2,6.45,15.59,"煤炭, 电改, 风电, 股权转让, "
144,300430.SZ,300430,诚益通,电器仪表,13.55,12.48,11.29,1.35,2.13,1.62,13.05,15.59,"社保重仓, 定增破发, 工业自动化, 智能制造, 医疗器械, "
145,002158.SZ,002158,汉钟精机,工程机械,11.95,11.71,11.21,1.44,2.09,0.99,12.97,15.7,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
146,002467.SZ,002467,二六三,电信运营,10.3,9.63,9.12,2.28,1.8,2.24,10.57,15.9,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
147,000995.SZ,000995,*ST皇台,白酒,7.85,7.61,6.42,-1.51,1.47,2.39,7.47,16.36,"教育, 白酒, 资产重组, ST股, 壳公司, "
148,300152.SZ,300152,科融环境,环境保护,4.39,3.92,3.48,0.92,2.89,2.35,4.06,16.67,"固废处理, 雄安-园林环保, 大气治理, 环保, 雄安新区, 污水处理, "
149,002547.SZ,002547,春兴精工,通信设备,13.46,12.61,10.39,-2.82,2.77,2.16,12.15,16.94,"5G, 特斯拉, 华为产业链, 3D玻璃, "
150,002057.SZ,002057,中钢天源,元器件,10.7,10.65,9.4,-2.37,3.0,1.73,11.0,17.02,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 新能源汽车, "
151,603519.SH,603519,立霸股份,家用电器,15.0,14.13,12.86,0.2,2.47,1.74,15.28,18.82,"白色家电, 家电, "
152,002140.SZ,002140,东华科技,建筑施工,11.47,10.47,9.68,1.96,2.85,1.79,11.54,19.21,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, "
153,600769.SH,600769,祥龙电业,建筑施工,6.46,6.28,5.82,1.73,1.95,1.39,6.98,19.93,"电改, "
154,603226.SH,603226,菲林格尔,家居用品,24.92,23.27,21.78,3.66,2.33,1.44,26.15,20.06,"家具家居, "
155,300145.SZ,300145,中金环境,专用机械,6.32,5.72,5.0,0.96,3.44,1.83,6.01,20.2,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
156,000043.SZ,000043,中航善达,房产服务,9.84,9.55,9.16,3.58,2.36,1.33,11.04,20.52,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, "
157,002234.SZ,002234,民和股份,农业综合,35.1,32.89,30.42,3.39,2.08,1.88,36.69,20.61,"养鸡, "
158,300238.SZ,300238,冠昊生物,医疗保健,21.16,19.35,18.13,1.98,3.09,1.17,21.93,20.96,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
159,002793.SZ,002793,东音股份,专用机械,14.05,13.6,13.29,5.09,2.49,1.37,16.38,23.25,
160,300404.SZ,300404,博济医药,医疗保健,20.47,19.3,17.49,2.4,3.15,2.16,22.2,26.93,"医药, 创新药, "
161,300405.SZ,300405,科隆股份,化工原料,10.89,10.36,10.07,6.04,3.29,1.92,12.89,28.0,"石油化工, "
162,600213.SH,600213,亚星客车,汽车整车,12.98,11.2,9.73,2.69,3.9,2.53,12.47,28.16,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
