,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE
60,600898.SH,600898,国美通讯,通信设备,1.0,9.9572,10.27
61,600981.SH,600981,汇鸿集团,商贸代理,1.0,9.9265,5.98
62,600996.SH,600996,贵广网络,影视音像,1.0,10.0488,11.28
63,601298.SH,601298,青岛港,港口,1.0,10.0,10.45
64,601975.SH,601975,长航油运,水运,1.0,10.0629,3.5
65,601989.SH,601989,中国重工,船舶,1.0,9.9315,6.42
66,603026.SH,603026,石大胜华,化工原料,1.0,10.0,31.68
67,603079.SH,603079,圣达生物,食品,1.0,10.0146,22.63
68,603099.SH,603099,长白山,旅游景点,1.0,9.9653,12.69
69,603118.SH,603118,共进股份,通信设备,1.0,10.0103,10.66
70,603169.SH,603169,兰石重装,专用机械,1.0,9.9851,7.38
71,603232.SH,603232,格尔软件,软件服务,1.0,10.0,46.31
72,603313.SH,603313,梦百合,家居用品,1.0,10.0,32.12
73,603363.SH,603363,傲农生物,饲料,1.0,9.9858,15.53
74,603393.SH,603393,新天然气,供气供热,1.0,10.0099,44.4
75,603501.SH,603501,韦尔股份,半导体,1.0,10.002,54.33
76,603577.SH,603577,汇金通,钢加工,1.0,9.9918,13.43
77,600890.SH,600890,中房股份,区域地产,1.0,10.043,7.67
78,600855.SH,600855,航天长峰,专用机械,1.0,9.9747,17.42
79,600352.SH,600352,浙江龙盛,染料涂料,1.0,10.0,18.92
80,600831.SH,600831,广电网络,影视音像,1.0,9.973,12.24
81,600385.SH,600385,山东金泰,黄金,1.0,10.0513,10.73
82,600390.SH,600390,五矿资本,多元金融,1.0,9.9704,11.14
83,600428.SH,600428,中远海特,水运,1.0,9.9762,4.63
84,600438.SH,600438,通威股份,饲料,1.0,10.0329,13.38
85,600458.SH,600458,时代新材,塑料,1.0,9.9781,10.03
86,600501.SH,600501,航天晨光,汽车配件,1.0,10.0213,10.32
87,600517.SH,600517,置信电气,电气设备,1.0,9.9792,5.29
88,600536.SH,600536,中国软件,软件服务,1.0,10.0,61.05
89,600570.SH,600570,恒生电子,软件服务,1.0,9.9817,96.3
90,600619.SH,600619,海立股份,机械基件,1.0,10.0524,10.51
91,600648.SH,600648,外高桥,园区开发,1.0,9.9944,19.59
92,600711.SH,600711,盛屯矿业,小金属,1.0,9.9831,6.5
93,600733.SH,600733,北汽蓝谷,汽车整车,1.0,9.9765,9.37
94,600745.SH,600745,闻泰科技,通信设备,1.0,10.01,33.08
95,600754.SH,600754,锦江股份,酒店餐饮,1.0,10.0108,30.55
96,600776.SH,600776,东方通信,通信设备,1.0,10.0106,30.99
97,600797.SH,600797,浙大网新,软件服务,1.0,9.9808,11.46
98,300415.SZ,300415,伊之密,专用机械,1.0,10.0,8.03
99,000004.SZ,000004,国农科技,生物制药,1.0,10.0,21.67
100,300359.SZ,300359,全通教育,文教休闲,1.0,9.9723,7.94
101,300325.SZ,300325,德威新材,塑料,1.0,10.0,4.73
102,002117.SZ,002117,东港股份,广告包装,1.0,9.9796,21.6
103,002118.SZ,002118,紫鑫药业,中成药,1.0,9.9609,11.26
104,002123.SZ,002123,梦网集团,互联网,1.0,10.0079,13.96
105,002130.SZ,002130,沃尔核材,电气设备,1.0,10.076,5.79
106,002157.SZ,002157,正邦科技,饲料,1.0,10.0061,17.92
107,002191.SZ,002191,劲嘉股份,广告包装,1.0,10.007,15.61
108,002198.SZ,002198,嘉应制药,中成药,1.0,9.9757,9.04
109,002205.SZ,002205,国统股份,其他建材,1.0,10.03,18.32
110,002210.SZ,002210,飞马国际,仓储物流,1.0,10.1156,3.81
111,002227.SZ,002227,奥特迅,电气设备,1.0,10.0068,16.16
112,002235.SZ,002235,安妮股份,互联网,1.0,9.9526,9.28
113,002244.SZ,002244,滨江集团,区域地产,1.0,9.9366,5.2
114,002246.SZ,002246,北化股份,化工原料,1.0,9.9792,10.58
115,002261.SZ,002261,拓维信息,互联网,1.0,9.9638,6.07
116,002268.SZ,002268,卫士通,软件服务,1.0,10.0167,32.95
117,002303.SZ,002303,美盈森,造纸,1.0,10.084,6.55
118,002366.SZ,002366,台海核电,专用机械,1.0,10.0153,14.39
119,002110.SZ,002110,三钢闽光,普钢,1.0,10.0061,18.14
120,002082.SZ,002082,万邦德,铝,1.0,10.0,11.0
121,002060.SZ,002060,粤水电,建筑施工,1.0,9.9432,3.87
122,000766.SZ,000766,通化金马,中成药,1.0,10.0451,9.75
123,000060.SZ,000060,中金岭南,铅锌,1.0,10.099,5.56
124,000061.SZ,000061,农产品,农业综合,1.0,10.0167,6.59
125,000584.SZ,000584,哈工智能,化纤,1.0,9.9781,10.03
126,000595.SZ,000595,宝塔实业,机械基件,1.0,10.084,3.93
127,000606.SZ,000606,顺利办,互联网,1.0,9.9747,8.71
128,000633.SZ,000633,合金投资,综合类,1.0,10.0683,6.45
129,000721.SZ,000721,西安饮食,酒店餐饮,1.0,9.9656,6.4
130,000777.SZ,000777,中核科技,机械基件,1.0,10.0136,16.15
131,002035.SZ,002035,华帝股份,家用电器,1.0,9.9786,15.43
132,000807.SZ,000807,云铝股份,铝,1.0,10.041,5.37
133,000830.SZ,000830,鲁西化工,农药化肥,1.0,9.9723,15.88
134,000851.SZ,000851,高鸿股份,软件服务,1.0,10.0,7.59
135,000878.SZ,000878,云南铜业,铜,1.0,10.0,11.11
136,000921.SZ,000921,海信家电,家用电器,1.0,10.0297,14.81
137,000958.SZ,000958,东方能源,火力发电,1.0,10.0,5.39
138,002012.SZ,002012,凯恩股份,造纸,1.0,10.076,5.79
139,002370.SZ,002370,亚太药业,化学制药,1.0,10.006,18.36
140,002373.SZ,002373,千方科技,软件服务,1.0,9.9842,20.82
141,002432.SZ,002432,九安医疗,医疗保健,1.0,9.9859,7.82
142,300174.SZ,300174,元力股份,化工原料,1.0,9.9825,18.84
143,002869.SZ,002869,金溢科技,通信设备,1.0,9.9952,23.0
144,002888.SZ,002888,惠威科技,元器件,1.0,9.992,27.63
145,300007.SZ,300007,汉威科技,电器仪表,1.0,9.9713,15.33
146,300014.SZ,300014,亿纬锂能,电气设备,1.0,10.0082,26.82
147,300018.SZ,300018,中元股份,电气设备,1.0,10.0901,6.11
148,300079.SZ,300079,数码科技,通信设备,1.0,10.0654,8.42
149,300154.SZ,300154,瑞凌股份,元器件,1.0,10.0,7.04
150,300175.SZ,300175,朗源股份,食品,1.0,10.0,7.15
151,002835.SZ,002835,同为股份,元器件,1.0,10.0,12.32
152,000040.SZ,000040,东旭蓝天,新型电力,1.0,10.0442,9.97
153,300202.SZ,300202,聚龙股份,专用机械,1.0,10.0223,9.88
154,300205.SZ,300205,天喻信息,元器件,1.0,9.9757,13.56
155,300237.SZ,300237,美晨生态,建筑施工,1.0,10.0686,4.81
156,300248.SZ,300248,新开普,软件服务,1.0,10.0541,10.18
157,300266.SZ,300266,兴源环境,环境保护,1.0,10.0917,4.8
158,300274.SZ,300274,阳光电源,电气设备,1.0,10.0091,12.09
159,002861.SZ,002861,瀛通通讯,通信设备,1.0,10.0,28.05
160,002803.SZ,002803,吉宏股份,广告包装,1.0,9.9869,25.11
161,002440.SZ,002440,闰土股份,染料涂料,1.0,9.9789,15.65
162,002513.SZ,002513,蓝丰生化,农药化肥,1.0,10.0,7.59
163,002447.SZ,002447,晨鑫科技,互联网,1.0,10.0719,4.59
164,002451.SZ,002451,摩恩电气,电气设备,1.0,10.0,13.2
165,002453.SZ,002453,华软科技,化工原料,1.0,10.0287,7.68
166,002458.SZ,002458,益生股份,农业综合,1.0,10.0057,38.7
167,002463.SZ,002463,沪电股份,元器件,1.0,9.974,12.68
168,002467.SZ,002467,二六三,电信运营,1.0,9.9693,7.17
169,002496.SZ,002496,辉丰股份,农药化肥,1.0,9.9265,2.99
170,002537.SZ,002537,海联金汇,汽车整车,1.0,9.9755,13.45
171,002777.SZ,002777,久远银海,软件服务,1.0,10.0,39.6
172,002567.SZ,002567,唐人神,饲料,1.0,10.038,14.47
173,002568.SZ,002568,百润股份,红黄药酒,1.0,10.0068,16.16
174,002615.SZ,002615,哈尔斯,家居用品,1.0,10.08,6.88
175,002682.SZ,002682,龙洲股份,公路,1.0,10.0746,5.9
176,002699.SZ,002699,美盛文化,服饰,1.0,10.0,10.56
177,002714.SZ,002714,牧原股份,农业综合,1.0,9.9984,69.64
178,002768.SZ,002768,国恩股份,塑料,1.0,10.0159,27.68
179,603998.SH,603998,方盛制药,中成药,1.0,10.0,7.37
