,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
2636,600614.SH,鹏起科技,综合类,1.0,8.0,3.956,10.0604,826783.7489
122,000529.SZ,广弘控股,食品,1.0,3.0,4.681,10.058,324264.2105
672,002210.SZ,飞马国际,仓储物流,1.0,8.0,4.331,10.1307,549323.0931
2232,600122.SH,宏图高科,其他商业,1.0,8.0,3.59,10.1408,452879.0149
106,000507.SZ,珠海港,港口,1.0,8.0,3.309,9.9602,639335.0482
85,000416.SZ,民生控股,多元金融,1.0,2.0,7.817,10.0,263162.3435
3008,601228.SH,广州港,港口,1.0,8.0,2.744,10.0,698499.12
3035,601515.SH,东风股份,广告包装,1.0,2.0,7.375,9.9754,993016.0
3037,601519.SH,大智慧,软件服务,1.0,2.0,8.095,10.1299,842784.8
3054,601615.SH,明阳智能,机械基件,1.0,5.0,4.001,9.9749,361980.8
3069,601700.SH,风范股份,电气设备,1.0,8.0,5.627,10.0152,821593.2
58,000096.SZ,广聚能源,石油贸易,1.0,2.0,5.963,9.9788,529238.528
55,000088.SZ,盐田港,港口,1.0,9.0,2.925,10.0511,1254661.2
3475,603776.SH,永安行,公共交通,1.0,3.0,4.977,10.0,210346.4441
2707,600695.SH,绿庭投资,多元金融,1.0,2.0,7.715,9.9585,194227.5906
2228,600118.SH,中国卫星,航空,1.0,8.0,2.348,9.9897,2525796.7924
654,002192.SZ,融捷股份,专用机械,1.0,2.0,5.937,10.0046,568069.2104
1477,300090.SZ,盛运环保,环境保护,1.0,8.0,3.804,9.8522,254669.8867
613,002151.SZ,北斗星通,通信设备,1.0,3.0,4.275,10.0221,721654.3377
963,002502.SZ,骅威文化,影视音像,1.0,2.0,7.036,9.9738,260393.6037
578,002116.SZ,中国海诚,建筑施工,1.0,2.0,7.101,9.952,380753.0307
1128,002668.SZ,奥马电器,家用电器,1.0,8.0,4.338,9.9274,297052.8115
1144,002684.SZ,猛狮科技,电气设备,1.0,2.0,6.495,10.0,266038.4665
522,002060.SZ,粤水电,建筑施工,1.0,3.0,3.964,9.9359,412190.5966
1167,002708.SZ,光洋股份,汽车配件,1.0,8.0,3.561,10.0529,309752.0267
1190,002733.SZ,雄韬股份,电气设备,1.0,4.0,5.332,10.0197,729414.1662
1332,002886.SZ,沃特股份,塑料,1.0,3.0,5.957,10.0058,94902.0419
1369,002927.SZ,泰永长征,电气设备,1.0,2.0,6.441,9.997,110020.365
1515,300128.SZ,锦富技术,元器件,1.0,8.0,8.278,10.0,562698.4081
2199,600086.SH,东方金钰,服饰,1.0,2.0,6.397,10.0592,393146.346
19,000025.SZ,特力A,汽车服务,1.0,2.0,6.067,9.9925,796121.0224
1539,300152.SZ,科融环境,环境保护,1.0,8.0,3.478,10.1449,162501.0777
1561,300174.SZ,元力股份,化工原料,1.0,2.0,7.18,9.9656,282994.6688
459,001872.SZ,招商港口,港口,1.0,8.0,3.136,9.9939,839071.0365
1719,300333.SZ,兆日科技,元器件,1.0,2.0,7.101,10.0251,290525.8688
1747,300362.SZ,天翔环境,环境保护,1.0,2.0,6.773,10.0719,142554.8568
448,000987.SZ,越秀金控,多元金融,1.0,3.0,5.16,10.0571,518434.5072
438,000973.SZ,佛塑科技,塑料,1.0,3.0,6.675,10.0,468221.5845
2036,300659.SZ,中孚信息,软件服务,1.0,8.0,3.721,10.0229,154474.1862
2195,600082.SH,海泰发展,园区开发,1.0,8.0,3.3,10.1176,296642.8305
3526,603882.SH,金域医学,医疗保健,1.0,2.0,5.644,10.014,660508.1872
