,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_NO_LIMIT,COL_FLOAT_HOLDERS
18,000546.SZ,000546,金圆股份,水泥,11.15,True,False,True,"上海裕灏投资管理有限公司-裕灏金苹果6号私募证券投资基金
长信基金-浦发银行-五矿国际信托-五矿信托-聚富投资单一资金信托
平安银行股份有限公司-广发沪港深新起点股票型证券投资基金
上海万永投资管理有限公司-万永5期私募证券投资基金
云南国际信托有限公司-云信智兴2017-118号单一资金信托
云南国际信托有限公司-云信智兴2017-116号单一资金信托"
19,603680.SH,603680,今创集团,运输设备,11.15,True,False,True,香港中央结算有限公司(陆股通)
20,002698.SZ,002698,博实股份,化工机械,11.82,True,False,True,"香港中央结算有限公司(陆股通)
国海证券-浦发银行-国海证券虑远1058号集合资产管理计划"
21,300381.SZ,300381,溢多利,生物制药,12.68,True,False,True,深圳菁英时代基金管理股份有限公司-菁英时代久盈1号基金
22,002758.SZ,002758,华通医药,医药商业,12.81,True,True,True,浙江大熊投资管理有限公司-伽利略壹号私募投资基金
23,300257.SZ,300257,开山股份,机械基件,13.1,True,True,True,"香港中央结算有限公司(陆股通)
中信银行股份有限公司-建信中证500指数增强型证券投资基金"
24,603937.SH,603937,丽岛新材,铝,13.64,True,False,True,
25,600380.SH,600380,健康元,化学制药,14.48,True,True,True,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
基本养老保险基金一六零一一组合
全国社保基金一零八组合
博时基金管理有限公司-社保基金四一九组合
全国社保基金五零二组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零八组合
全国社保基金五零二组合
博时基金管理有限公司-社保基金四一九组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实医疗保健股票型证券投资基金
基本养老保险基金一六零一一组合"
26,603269.SH,603269,海鸥股份,机械基件,14.97,True,False,True,
27,300503.SZ,300503,昊志机电,机械基件,15.34,True,True,True,"广州市玄元投资管理有限公司-玄元定增精选证券投资基金
玄元(横琴)股权投资有限公司-玄元横琴4号私募投资基金"
28,300453.SZ,300453,三鑫医疗,医疗保健,15.61,True,False,True,"中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金
中航信托股份有限公司-中航信托·天顺【2019】113号江西国资支持民营企业专项单一资金信托"
29,603699.SH,603699,纽威股份,专用机械,15.84,True,False,True,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-富国龙头优势混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金"
30,600861.SH,600861,北京城乡,百货,15.97,True,False,True,
31,603685.SH,603685,晨丰科技,电气设备,15.99,True,True,True,
32,601595.SH,601595,上海电影,影视音像,16.35,True,False,True,"全国社保基金四一三组合
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
全国社保基金四零四组合
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
全国社会保障基金理事会转持二户"
33,002332.SZ,002332,仙琚制药,生物制药,16.75,True,False,True,"中央汇金资产管理有限责任公司
国泰基金管理有限公司-社保基金四二一组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
齐鲁证券资管-民生银行-齐鲁民生2号集合资产管理计划
全国社保基金六零二组合"
34,603499.SH,603499,翔港科技,广告包装,18.55,True,False,True,
35,300146.SZ,300146,汤臣倍健,医疗保健,19.31,True,False,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
前海开源再融资主题精选股票型证券投资基金
易方达创业板交易型开放式指数证券投资基金"
36,002034.SZ,002034,旺能环境,环境保护,19.59,True,False,True,"长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金
华泰资管-广州农商行-华泰资产定增全周期资产管理产品"
37,002675.SZ,002675,东诚药业,化学制药,19.71,True,True,True,"香港中央结算有限公司(陆股通)
全国社保基金六零二组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金"
38,000739.SZ,000739,普洛药业,化学制药,19.89,True,False,True,"香港中央结算有限公司(陆股通)
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)"
39,300631.SZ,300631,久吾高科,环境保护,20.12,True,False,True,
40,600323.SH,600323,瀚蓝环境,水务,22.66,True,False,True,"香港中央结算有限公司(陆股通)
国家第一养老金信托公司-自有资金
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金"
41,603858.SH,603858,步长制药,中成药,25.61,True,True,True,"香港中央结算有限公司(陆股通)
蓝色经济区产业投资基金(有限合伙)"
42,300635.SZ,300635,中达安,建筑工程,30.23,True,True,True,
43,002816.SZ,002816,和科达,专用机械,30.6,True,False,True,
44,000915.SZ,000915,山大华特,化学制药,33.77,True,True,True,"中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
广发基金-国新投资有限公司-广发基金-国新2号单一资产管理计划
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
广发基金-中国银行-中银国际证券有限责任公司"
45,002242.SZ,002242,九阳股份,家用电器,33.94,True,False,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金四一八组合
中国银行-易方达积极成长证券投资基金
基本养老保险基金八零八组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
广发基金管理有限公司-社保基金四二零组合"
46,002120.SZ,002120,韵达股份,仓储物流,36.26,True,True,True,"上海太富祥川股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
上海复星创富股权投资基金合伙企业(有限合伙)
全国社保基金一零六组合"
47,603369.SH,603369,今世缘,白酒,37.82,True,False,True,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
易方达基金-工商银行-易方达基金臻选2号资产管理计划
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金"
48,603810.SH,603810,丰山集团,农药化肥,40.26,True,True,True,
49,600315.SH,600315,上海家化,日用化工,40.74,True,False,True,"上海太富祥尔股权投资基金合伙企业(有限合伙)
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
上海重阳战略投资有限公司-重阳战略聚智基金
香港中央结算有限公司(陆股通)
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
上海重阳战略投资有限公司-重阳战略同智基金"
50,603708.SH,603708,家家悦,超市连锁,40.96,True,True,True,"香港中央结算有限公司(陆股通)
全国社保基金四零六组合
基本养老保险基金一零零三组合
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金"
51,600161.SH,600161,天坛生物,生物制药,41.7,True,True,True,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金"
52,603378.SH,603378,亚士创能,染料涂料,43.7,True,True,True,"平安银行股份有限公司-平安智慧中国灵活配置混合型证券投资基金
全国社保基金五零二组合
富达基金(香港)有限公司-客户资金
中国银行股份有限公司-平安匠心优选混合型证券投资基金
辽宁海通新能源低碳产业股权投资基金有限公司
大华资产管理有限公司-大华中国A股创新基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金"
53,300142.SZ,300142,沃森生物,生物制药,46.18,True,True,True,"香港中央结算有限公司(陆股通)
珠海横琴长乐汇资本管理有限公司-智汇3号私募证券投资基金
全国社保基金四零一组合"
54,002690.SZ,002690,美亚光电,专用机械,46.69,True,False,True,"国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
全国社保基金四零六组合
中国银行股份有限公司-大成优选混合型证券投资基金(LOF)
基本养老保险基金一零零一组合"
55,002352.SZ,002352,顺丰控股,仓储物流,50.38,True,False,True,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中原资产管理有限公司
香港中央结算有限公司(陆股通)"
56,000799.SZ,000799,酒鬼酒,白酒,50.68,True,True,True,"国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)"
57,603538.SH,603538,美诺华,化学制药,51.22,True,False,True,"平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
上海拿特资产管理有限公司-拿特9号私募证券投资基金"
58,002475.SZ,002475,立讯精密,元器件,51.85,True,False,True,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
易方达基金-农业银行-易方达中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划"
59,000710.SZ,000710,贝瑞基因,医疗保健,58.04,True,False,True,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
基本养老保险基金八零二组合
海通兴泰(安徽)新兴产业投资基金(有限合伙)
招商银行股份有限公司-兴全合润分级混合型证券投资基金"
60,002410.SZ,002410,广联达,软件服务,58.47,True,True,True,香港中央结算有限公司(陆股通)
61,300357.SZ,300357,我武生物,生物制药,60.55,True,True,True,"全国社保基金一一二组合
中国工商银行-广发稳健增长证券投资基金
全国社保基金四零六组合
香港中央结算有限公司(陆股通)
全国社保基金一一五组合
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
全国社保基金四一四组合"
62,603583.SH,603583,捷昌驱动,电气设备,62.18,True,True,True,"香港中央结算有限公司(陆股通)
中信信托有限责任公司-中信信托锐进58期源乐晟投资集合资金信托计划
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划"
63,300695.SZ,300695,兆丰股份,汽车配件,72.81,True,True,True,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
64,603881.SH,603881,数据港,电信运营,82.16,True,True,True,"全国社会保障基金理事会转持一户
全国社保基金四零四组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-广发科技动力股票型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
上海盛宇股权投资中心(有限合伙)-盛宇21号私募证券投资基金"
65,300122.SZ,300122,智飞生物,生物制药,86.96,True,False,True,"尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金
香港中央结算有限公司(陆股通)
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划"
66,300685.SZ,300685,艾德生物,生物制药,89.58,True,True,True,"香港中央结算有限公司(陆股通)
博时基金管理有限公司-社保基金四一九组合
兴业全球基金-兴业银行-兴全-股票红利特定多客户资产管理计划
全国社保基金四零六组合"
67,000568.SZ,000568,泸州老窖,白酒,93.59,True,False,True,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金"
68,300725.SZ,300725,药石科技,化学制药,104.5,True,False,True,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金"
69,601888.SH,601888,中国国旅,旅游服务,106.41,True,False,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中国工商银行-上证50交易型开放式指数证券投资基金"
70,300558.SZ,300558,贝达药业,化学制药,112.7,True,False,True,香港中央结算有限公司(陆股通)
71,603737.SH,603737,三棵树,染料涂料,123.1,True,False,True,"香港中央结算有限公司(陆股通)
富达基金(香港)有限公司-客户资金
交通银行-融通行业景气证券投资基金
挪威中央银行-自有资金
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF)
中国农业银行股份有限公司-鹏华动力增长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
富达基金(香港)有限公司-客户资金
交通银行-融通行业景气证券投资基金
中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF)
中国对外经济贸易信托有限公司-外贸信托·锐进16期中欧瑞博证券投资集合资金信托计划"
72,688363.SH,688363,华熙生物,生物制药,124.5,True,True,True,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国工商银行股份有限公司-申万菱信盛利精选证券投资基金
基本养老保险基金八零四组合
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
招商银行股份有限公司-兴全合润分级混合型证券投资基金
基本养老保险基金一二零六组合"
73,603127.SH,603127,昭衍新药,医疗保健,130.0,True,True,True,"香港中央结算有限公司(陆股通)
华夏未来资本管理有限公司-华夏未来欣耀1期私募证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
中国建设银行股份有限公司-银河行业优选混合型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
全国社保基金四一八组合
全国社保基金四零六组合"
74,600809.SH,600809,山西汾酒,白酒,134.6,True,True,True,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
全国社保基金一一四组合"
75,600763.SH,600763,通策医疗,医疗保健,145.54,True,True,True,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
深圳市新智达投资管理有限公司-新智达成长一号基金
全国社保基金四零六组合
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
交通银行股份有限公司-博时新兴成长混合型证券投资基金"
76,000858.SZ,000858,五粮液,白酒,160.09,True,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金"
77,002821.SZ,002821,凯莱英,生物制药,222.0,True,True,True,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
全国社保基金一一五组合
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
兴业全球基金-兴业银行-兴全-股票红利特定多客户资产管理计划
全国社保基金一零一组合
兴全基金-兴业银行-兴业证券股份有限公司"
78,000661.SZ,000661,长春高新,生物制药,680.39,True,False,True,"招商银行股份有限公司-鹏华价值成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一八组合
全国社保基金一零一组合
全国社保基金一零四组合
全国社保基金一一六组合
交通银行-易方达50指数证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金"
79,600519.SH,600519,贵州茅台,白酒,1425.0,True,False,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦三号私募证券投资基金
深圳市金汇荣盛财富管理有限公司-金汇荣盛三号私募证券投资基金
中国工商银行-上证50交易型开放式指数证券投资基金"
