,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
2767,600756.SH,浪潮软件,软件服务,2.0,3.0,6.705,10.0,752233.2057
1570,300182.SZ,捷成股份,软件服务,2.0,3.0,6.725,10.0935,1057345.0799
1406,300017.SZ,网宿科技,电信运营,2.0,3.0,8.834,9.9915,2497895.2682
1405,300016.SZ,北陆药业,中成药,2.0,4.0,8.825,10.0,435261.7032
881,002420.SZ,毅昌股份,塑料,2.0,8.0,3.403,10.0985,175097.6966
1467,300079.SZ,数码科技,通信设备,2.0,2.0,9.978,9.9567,614217.3217
1397,300008.SZ,天海防务,船舶,2.0,3.0,8.02,10.0,251807.5012
1296,002848.SZ,高斯贝尔,通信设备,2.0,2.0,9.989,10.0063,154171.6887
1558,300170.SZ,汉得信息,软件服务,2.0,3.0,7.236,10.0216,1058007.6781
1225,002771.SZ,真视通,软件服务,2.0,4.0,5.443,10.0131,153829.6212
949,002488.SZ,金固股份,汽车配件,2.0,2.0,9.975,9.9884,728061.497
1025,002565.SZ,顺灏股份,造纸,2.0,4.0,8.358,10.0,783453.4857
2629,600604.SH,市北高新,园区开发,2.0,3.0,7.589,10.0,1907884.1324
2176,600060.SH,海信电器,家用电器,2.0,4.0,5.351,10.0375,1534848.4734
980,002519.SZ,银河电子,通信设备,2.0,2.0,9.929,9.9323,404963.8005
2069,300691.SZ,联合光电,元器件,2.0,2.0,10.01,10.0,184312.8672
2842,600839.SH,四川长虹,家用电器,2.0,4.0,5.233,10.1266,1605773.1114
3072,601700.SH,风范股份,电气设备,2.0,3.0,8.338,9.9783,1149097.248
1782,300397.SZ,天和防务,通信设备,2.0,2.0,10.005,10.0155,330448.8958
1756,300370.SZ,安控科技,电器仪表,2.0,8.0,3.666,10.0559,281300.175
161,000576.SZ,广东甘化,造纸,2.0,5.0,6.776,10.0105,433430.0968
1752,300366.SZ,创意信息,软件服务,2.0,2.0,10.012,10.0114,311447.3499
258,000711.SZ,京蓝科技,软件服务,2.0,2.0,9.984,9.9849,295364.9384
272,000727.SZ,华东科技,元器件,2.0,4.0,7.017,10.1887,855751.2474
3265,603239.SH,浙江仙通,汽车配件,2.0,3.0,8.384,9.9766,128005.92
1657,300270.SZ,中威电子,通信设备,2.0,2.0,10.015,9.9648,141480.1946
436,000971.SZ,高升控股,互联网,2.0,3.0,7.119,9.9034,269166.6464
325,000810.SZ,创维数字,家用电器,2.0,2.0,9.986,10.0119,895713.867
2376,600288.SH,大恒科技,软件服务,2.0,2.0,9.992,10.0327,440731.2
574,002112.SZ,三变科技,电气设备,2.0,8.0,4.001,10.0536,150901.9026
586,002124.SZ,天邦股份,饲料,2.0,3.0,8.033,9.9836,1422612.4792
700,002238.SZ,天威视讯,影视音像,2.0,3.0,7.181,10.0,570434.3568
1636,300249.SZ,依米康,软件服务,2.0,2.0,9.998,10.0424,236886.218
643,002181.SZ,粤传媒,出版业,2.0,3.0,7.192,10.0719,694272.7371
3040,601519.SH,大智慧,软件服务,2.0,12.0,8.613,10.0451,1938007.5
3005,601212.SH,白银有色,铜,2.0,3.0,7.361,10.101,856598.3371
1881,300496.SZ,中科创达,软件服务,1.0,2.0,6.462,9.9971,914507.7652
2050,300672.SZ,国科微,半导体,1.0,2.0,6.002,9.9874,340542.6405
1854,300469.SZ,信息发展,软件服务,1.0,4.0,2.817,9.9906,227723.0766
2039,300661.SZ,圣邦股份,元器件,1.0,3.0,5.111,9.9989,431960.522
1864,300479.SZ,神思电子,软件服务,1.0,3.0,5.326,10.0,308000.0
2339,600242.SH,中昌数据,软件服务,1.0,4.0,5.025,10.023,436787.8639
2322,600225.SH,天津松江,区域地产,1.0,2.0,5.168,10.0304,337671.984
2206,600093.SH,易见股份,仓储物流,1.0,2.0,8.941,9.9638,1362651.265
1928,300545.SZ,联得装备,专用机械,1.0,4.0,3.93,10.0154,171811.2194
2304,600203.SH,福日电子,元器件,1.0,2.0,6.517,10.0719,226574.7122
2275,600171.SH,上海贝岭,半导体,1.0,3.0,3.774,9.9665,884709.6059
2013,300634.SZ,彩讯股份,软件服务,1.0,2.0,7.202,10.0037,120110.02
1948,300566.SZ,激智科技,元器件,1.0,2.0,5.602,10.0195,159940.3045
2348,600255.SH,梦舟股份,铜,1.0,2.0,5.489,10.1266,461863.9179
1971,300590.SZ,移为通信,通信设备,1.0,4.0,4.96,10.0029,370152.0
2225,600113.SH,浙江东日,区域地产,1.0,2.0,6.157,9.9617,274314.6
1984,300604.SZ,长川科技,专用机械,1.0,2.0,5.737,10.0,252347.5623
2311,600212.SH,江泉实业,综合类,1.0,2.0,5.926,10.0,247661.4511
7,000009.SZ,中国宝安,综合类,1.0,3.0,4.582,10.0935,1248555.7599
2362,600272.SH,开开实业,中成药,1.0,3.0,4.064,10.0119,147680.0
3246,603197.SH,保隆科技,汽车配件,1.0,3.0,5.805,9.9265,264798.9155
2966,601066.SH,中信建投,证券,1.0,3.0,8.59,9.9957,1030000.0
3019,601311.SH,骆驼股份,电气设备,1.0,3.0,4.105,9.98,934934.3447
3079,601789.SH,宁波建工,建筑施工,1.0,4.0,2.826,9.9462,399216.72
3138,603006.SH,联明股份,汽车配件,1.0,2.0,5.012,10.0247,133844.0111
3150,603019.SH,中科曙光,电脑设备,1.0,3.0,4.499,9.9979,3388736.3219
3154,603023.SH,威帝股份,汽车配件,1.0,1.0,10.054,10.0539,220680.0
3190,603083.SH,剑桥科技,通信设备,1.0,2.0,6.327,10.0076,160338.6661
3296,603322.SH,超讯通信,通信设备,1.0,2.0,6.415,10.0,168644.524
2459,600386.SH,北巴传媒,公共交通,1.0,3.0,4.624,10.0437,406425.6
3351,603501.SH,韦尔股份,半导体,1.0,3.0,5.884,9.9483,657002.967
3410,603629.SH,利通电子,元器件,1.0,3.0,3.75,10.0,104500.0
3435,603679.SH,华体科技,电气设备,1.0,2.0,7.793,9.9925,117662.1456
3469,603737.SH,三棵树,染料涂料,1.0,4.0,2.829,9.9938,228869.0963
3528,603881.SH,数据港,电信运营,1.0,1.0,9.994,9.9938,454487.4037
3568,603963.SH,大理药业,化学制药,1.0,2.0,5.57,10.0293,114791.625
3579,603986.SH,兆易创新,半导体,1.0,3.0,5.036,9.999,2206291.1902
2908,600936.SH,广西广电,影视音像,1.0,8.0,2.599,9.9119,596795.6782
2893,600895.SH,张江高科,园区开发,1.0,2.0,6.77,10.0261,3263088.8819
2887,600889.SH,南京化纤,化纤,1.0,2.0,5.389,10.0539,188233.4705
2867,600868.SH,梅雁吉祥,水力发电,1.0,2.0,6.117,9.915,736481.6875
2486,600422.SH,昆药集团,中成药,1.0,8.0,2.439,9.9462,620610.8675
2496,600439.SH,瑞贝卡,服饰,1.0,2.0,5.249,9.9125,426758.5109
2506,600460.SH,士兰微,半导体,1.0,2.0,6.218,10.0262,1655821.7569
2513,600469.SH,风神股份,汽车配件,1.0,2.0,5.212,9.9778,278956.9581
2540,600503.SH,华丽家族,区域地产,1.0,2.0,6.198,10.1235,714621.34
2610,600584.SH,长电科技,半导体,1.0,2.0,6.248,10.0364,1567339.109
2615,600589.SH,广东榕泰,塑料,1.0,2.0,5.359,10.084,346665.8837
1786,300401.SZ,花园生物,食品,1.0,2.0,5.645,10.014,721104.1994
2655,600635.SH,大众公用,供气供热,1.0,3.0,5.595,10.0813,1637521.964
2668,600649.SH,城投控股,区域地产,1.0,2.0,6.711,10.0619,1721183.2698
2680,600663.SH,陆家嘴,园区开发,1.0,2.0,5.743,10.0312,4317077.4192
2742,600730.SH,中国高科,综合类,1.0,3.0,3.68,9.9458,356686.8492
2763,600751.SH,海航科技,水运,1.0,2.0,7.578,10.0271,1044714.7551
2780,600770.SH,综艺股份,综合类,1.0,2.0,5.805,9.9511,876200.0
2810,600804.SH,鹏博士,电信运营,1.0,2.0,6.429,9.9598,1565567.1399
1794,300409.SZ,道氏技术,陶瓷,1.0,8.0,3.941,10.0173,449088.6615
1616,300229.SZ,拓尔思,软件服务,1.0,3.0,3.772,9.9617,534433.7518
1785,300400.SZ,劲拓股份,专用机械,1.0,4.0,6.222,9.8131,374408.3239
535,002073.SZ,软控股份,软件服务,1.0,2.0,5.935,9.9237,471710.2464
583,002121.SZ,科陆电子,电器仪表,1.0,2.0,7.265,10.0559,535219.8609
599,002137.SZ,麦达数字,互联网,1.0,4.0,3.279,10.0709,283119.0286
646,002184.SZ,海得控制,软件服务,1.0,2.0,6.821,10.0,165893.8878
647,002185.SZ,华天科技,半导体,1.0,3.0,4.425,9.9278,1297437.2998
688,002226.SZ,江南化工,化工原料,1.0,3.0,4.463,10.0,611421.1511
701,002239.SZ,奥特佳,汽车配件,1.0,2.0,5.925,9.8425,844182.6198
709,002247.SZ,聚力文化,软件服务,1.0,2.0,6.641,10.0418,286198.431
740,002279.SZ,久其软件,软件服务,1.0,3.0,5.447,10.0621,530197.2237
791,002330.SZ,得利斯,食品,1.0,2.0,5.497,10.0379,291629.4059
794,002333.SZ,罗普斯金,铝,1.0,2.0,9.041,9.9861,384580.988
798,002337.SZ,赛象科技,化工机械,1.0,3.0,4.89,10.0806,320825.7447
799,002338.SZ,奥普光电,电器仪表,1.0,3.0,4.524,10.0,351088.6187
820,002359.SZ,北讯集团,通信设备,1.0,3.0,4.403,10.041,760464.1878
828,002367.SZ,康力电梯,运输设备,1.0,3.0,4.512,9.9877,467626.5694
832,002371.SZ,北方华创,专用机械,1.0,4.0,4.571,10.0036,2196981.7163
845,002384.SZ,东山精密,通信设备,1.0,3.0,3.346,9.9127,2050394.0822
846,002385.SZ,大北农,饲料,1.0,3.0,4.616,10.049,1201261.8823
555,002093.SZ,国脉科技,电信运营,1.0,2.0,5.711,9.9762,901775.8215
514,002052.SZ,同洲电子,通信设备,1.0,2.0,7.481,10.1053,390133.5314
887,002426.SZ,胜利精密,元器件,1.0,2.0,5.986,9.9432,835061.8774
508,002046.SZ,轴研科技,机械基件,1.0,2.0,5.374,9.9469,327998.6972
19,000025.SZ,特力A,汽车服务,1.0,2.0,5.607,10.0174,856798.5008
54,000078.SZ,海王生物,生物制药,1.0,4.0,6.593,9.9768,880054.3221
60,000100.SZ,TCL集团,家用电器,1.0,3.0,5.622,10.1449,4859356.4182
195,000622.SZ,恒立实业,汽车配件,1.0,3.0,4.705,10.0137,341031.252
207,000636.SZ,风华高科,元器件,1.0,2.0,5.683,10.0,1388460.0252
218,000661.SZ,长春高新,生物制药,1.0,1.0,10.0,10.0,3841788.6726
226,000670.SZ,盈方微,元器件,1.0,2.0,6.966,10.0251,263231.6593
231,000677.SZ,恒天海龙,化纤,1.0,2.0,9.225,10.089,320535.8187
305,000785.SZ,武汉中商,百货,1.0,3.0,4.571,10.0086,322906.4956
319,000801.SZ,四川九洲,通信设备,1.0,3.0,4.865,10.0486,694485.7126
344,000835.SZ,长城动漫,影视音像,1.0,3.0,4.007,10.0642,155688.03
348,000839.SZ,中信国安,综合类,1.0,3.0,4.444,10.084,2053559.7738
351,000851.SZ,高鸿股份,软件服务,1.0,1.0,10.067,10.0671,562082.0059
355,000859.SZ,国风塑业,塑料,1.0,4.0,6.176,10.0,609932.796
379,000897.SZ,津滨发展,区域地产,1.0,2.0,5.829,10.1818,490025.1241
412,000936.SZ,华西股份,化纤,1.0,3.0,5.492,9.9515,802149.4229
493,002031.SZ,巨轮智能,汽车配件,1.0,2.0,5.908,10.1626,512356.888
882,002421.SZ,达实智能,软件服务,1.0,2.0,7.667,10.0457,817405.9303
890,002429.SZ,兆驰股份,家用电器,1.0,4.0,3.838,9.9656,1271338.1242
1764,300379.SZ,东方通,软件服务,1.0,2.0,7.565,10.0,442006.9654
1466,300078.SZ,思创医惠,元器件,1.0,2.0,5.828,10.0398,807326.5993
1516,300128.SZ,锦富技术,元器件,1.0,4.0,5.318,10.0196,596801.3419
1555,300167.SZ,迪威迅,通信设备,1.0,3.0,4.711,10.0539,184047.12
1559,300171.SZ,东富龙,医疗保健,1.0,4.0,6.092,10.0541,339632.2565
1571,300183.SZ,东软载波,软件服务,1.0,2.0,5.976,10.0,416057.498
1576,300189.SZ,神农基因,种植业,1.0,4.0,3.095,10.1266,307189.1846
1598,300211.SZ,亿通科技,通信设备,1.0,3.0,3.921,10.0424,144477.7742
1608,300221.SZ,银禧科技,塑料,1.0,4.0,3.768,10.0,325996.8265
12,000016.SZ,深康佳A,家用电器,1.0,3.0,5.963,10.0,807866.5958
1629,300242.SZ,佳云科技,互联网,1.0,2.0,6.921,10.0642,265119.8338
1637,300250.SZ,初灵信息,软件服务,1.0,2.0,6.273,10.013,235178.4131
1656,300269.SZ,联建光电,半导体,1.0,2.0,5.592,9.9476,221485.9494
1663,300276.SZ,三丰智能,专用机械,1.0,4.0,3.014,10.0241,291134.0521
1674,300287.SZ,飞利信,软件服务,1.0,2.0,6.531,10.0671,550499.5877
1693,300306.SZ,远方信息,电器仪表,1.0,1.0,10.0,10.0,142171.1754
1694,300307.SZ,慈星股份,纺织机械,1.0,4.0,3.199,10.0885,493384.8746
1697,300310.SZ,宜通世纪,通信设备,1.0,3.0,5.45,10.0629,440063.0528
1753,300367.SZ,东方网力,电脑设备,1.0,3.0,4.134,10.0269,735768.6119
1496,300108.SZ,吉药控股,中成药,1.0,4.0,2.886,10.0,295376.1055
1465,300077.SZ,国民技术,半导体,1.0,3.0,4.404,9.9532,507944.2563
904,002443.SZ,金洲管道,钢加工,1.0,4.0,4.497,10.0763,365890.9098
1464,300076.SZ,GQY视讯,电脑设备,1.0,2.0,7.625,9.9222,215758.1105
978,002517.SZ,恺英网络,互联网,1.0,2.0,5.684,9.9291,563007.1265
983,002522.SZ,浙江众成,塑料,1.0,2.0,6.625,9.9467,524802.021
990,002530.SZ,金财互联,专用机械,1.0,2.0,5.747,9.9652,354637.7944
1022,002562.SZ,兄弟科技,化学制药,1.0,3.0,4.495,9.9352,261978.3573
1102,002642.SZ,荣之联,软件服务,1.0,2.0,5.355,9.9707,386789.4645
1111,002651.SZ,利君股份,专用机械,1.0,1.0,10.038,10.0379,242813.8498
1141,002681.SZ,奋达科技,家用电器,1.0,2.0,6.46,10.1053,577846.0592
1203,002747.SZ,埃斯顿,机械基件,1.0,2.0,5.839,10.0,822977.4094
1312,002865.SZ,钧达股份,汽车配件,1.0,2.0,5.472,10.0,85077.3
1316,002869.SZ,金溢科技,通信设备,1.0,4.0,4.07,10.0053,94453.9897
1391,300002.SZ,神州泰岳,软件服务,1.0,3.0,5.448,9.9783,713125.0008
1413,300024.SZ,机器人,专用机械,1.0,3.0,5.295,10.0174,2875906.6805
1414,300025.SZ,华星创业,通信设备,1.0,3.0,4.128,9.9819,235945.9564
1427,300038.SZ,数知科技,通信设备,1.0,4.0,3.113,10.0177,850054.0122
1432,300043.SZ,星辉娱乐,文教休闲,1.0,8.0,2.891,10.1176,422466.1637
1436,300047.SZ,天源迪科,软件服务,1.0,4.0,4.331,9.9324,493880.9718
1459,300071.SZ,华谊嘉信,广告包装,1.0,2.0,5.258,10.0,178894.9035
3586,603996.SH,中新科技,家用电器,1.0,4.0,4.283,9.9613,341270.55
