,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,COL_INDAY_P_CHANGE,circ_mv
275,000731.SZ,四川美丰,农药化肥,0.0,-4.26,6.79,0.01,401617.875
2101,300724.SZ,捷佳伟创,专用机械,0.0,-4.16,36.15,0.04,289200.0
3261,603228.SH,景旺电子,元器件,0.0,-4.12,65.5,0.01,531126.4131
2987,601137.SH,博威合金,铜,0.0,-4.1,9.6,0.01,541371.4282
1144,002684.SZ,猛狮科技,电气设备,1.0,-4.05,8.04,0.09,324442.1866
2872,600872.SH,中炬高新,食品,1.0,-4.03,31.03,0.02,2471965.213
1259,002808.SZ,恒久科技,元器件,0.0,-4.0,16.78,0.01,146889.3496
2700,600685.SH,中船防务,船舶,0.0,-3.97,16.13,0.01,1324974.947
3499,603816.SH,顾家家居,家居用品,0.0,-3.97,54.78,0.01,488089.8
2539,600501.SH,航天晨光,汽车配件,0.0,-3.94,8.44,0.01,355563.3584
3202,603103.SH,横店影视,影视音像,0.0,-3.87,24.74,0.01,131122.0
1735,300347.SZ,泰格医药,医疗保健,0.0,-3.86,60.3,0.01,2176353.7205
2286,600183.SH,生益科技,元器件,0.0,-3.84,11.52,0.01,2439349.5283
1318,002871.SZ,伟隆股份,机械基件,0.0,-3.81,24.28,0.01,70169.2
2091,300713.SZ,英可瑞,电气设备,1.0,-3.81,25.3,0.09,108324.0575
2607,600580.SH,卧龙电驱,电气设备,0.0,-3.79,8.7,0.02,1121342.6398
2217,600104.SH,上汽集团,汽车整车,0.0,-3.79,25.76,0.01,29632843.0396
1032,002572.SZ,索菲亚,家居用品,0.0,-3.77,20.74,0.01,1323374.1038
1873,300487.SZ,蓝晓科技,化工原料,0.0,-3.77,34.49,0.03,373796.5877
936,002475.SZ,立讯精密,元器件,0.0,-3.73,21.32,0.01,8763569.396
1894,300508.SZ,维宏股份,软件服务,0.0,-3.73,27.92,0.03,66319.557
1668,300280.SZ,紫天科技,专用机械,0.0,-3.73,33.1,0.02,423680.0
1983,300602.SZ,飞荣达,元器件,0.0,-3.69,41.75,0.02,258850.0
920,002459.SZ,天业通联,工程机械,0.0,-3.68,12.89,0.02,498823.607
1935,300551.SZ,古鳌科技,专用机械,0.0,-3.64,15.0,0.01,97429.05
60,000100.SZ,TCL集团,家用电器,0.0,-3.63,3.75,0.02,4795417.518
235,000681.SZ,视觉中国,互联网,0.0,-3.62,29.0,0.01,900341.4617
689,002227.SZ,奥特迅,电气设备,0.0,-3.52,13.63,0.03,299727.0911
893,002432.SZ,九安医疗,医疗保健,0.0,-3.51,7.06,0.04,305560.9802
1393,300003.SZ,乐普医疗,医疗保健,0.0,-3.49,25.06,0.01,3797299.4135
1548,300159.SZ,新研股份,农用机械,0.0,-3.49,6.55,0.01,684328.1143
1263,002812.SZ,恩捷股份,广告包装,0.0,-3.48,63.68,0.01,809138.2984
3148,603016.SH,新宏泰,电气设备,0.0,-3.47,21.28,0.03,149938.88
999,002539.SZ,云图控股,农药化肥,1.0,-3.47,5.75,0.05,348191.0562
1116,002656.SZ,摩登大道,服饰,0.0,-3.47,6.93,0.03,326895.4922
2666,600645.SH,中源协和,生物制药,0.0,-3.44,23.3,0.02,894194.7924
2369,600279.SH,重庆港九,港口,0.0,-3.43,4.6,0.04,318760.9431
218,000661.SZ,长春高新,生物制药,1.0,-3.42,280.0,0.02,4760219.688
809,002348.SZ,高乐股份,文教休闲,0.0,-3.41,3.99,0.01,296493.1211
1460,300071.SZ,华谊嘉信,广告包装,1.0,-3.39,4.64,0.04,193490.0588
2900,600903.SH,贵州燃气,供气供热,1.0,-3.38,22.17,0.01,1000378.79
2640,600615.SH,丰华股份,小金属,0.0,-3.37,12.4,0.01,232654.3899
2709,600694.SH,大商股份,百货,0.0,-3.36,29.96,0.01,879981.0844
2898,600900.SH,长江电力,水力发电,0.0,-3.35,16.29,0.02,18743178.6709
261,000715.SZ,中兴商业,百货,1.0,-3.31,9.7,0.12,270208.6262
780,002319.SZ,乐通股份,染料涂料,0.0,-3.31,13.75,0.07,274947.7926
62,000151.SZ,中成股份,商贸代理,0.0,-3.29,12.88,0.01,343308.6295
1525,300136.SZ,信维通信,通信设备,0.0,-3.27,29.9,0.03,2422051.4824
2393,600307.SH,酒钢宏兴,普钢,0.0,-3.27,2.37,0.01,1484415.7095
1338,002892.SZ,科力尔,电气设备,0.0,-3.26,44.59,0.03,117432.224
1575,300187.SZ,永清环保,环境保护,1.0,-3.26,6.47,0.01,411036.4357
3373,603559.SH,中通国脉,通信设备,0.0,-3.23,26.12,0.01,207650.082
653,002191.SZ,劲嘉股份,广告包装,0.0,-3.21,10.32,0.02,1343668.1414
1917,300532.SZ,今天国际,软件服务,0.0,-3.16,15.08,0.01,180394.5181
3192,603085.SH,天成自控,汽车配件,1.0,-3.16,10.05,0.03,148224.9566
1616,300228.SZ,富瑞特装,化工机械,0.0,-3.14,6.89,0.04,279804.7548
1414,300024.SZ,机器人,专用机械,0.0,-3.1,19.75,0.02,2989429.3126
538,002076.SZ,雪莱特,家用电器,1.0,-3.09,4.41,0.08,196409.609
374,000889.SZ,中嘉博创,通信设备,0.0,-3.08,13.0,0.01,808136.8256
1296,002848.SZ,高斯贝尔,通信设备,0.0,-3.05,17.07,0.04,149614.0265
1737,300349.SZ,金卡智能,软件服务,0.0,-3.05,21.96,0.01,773344.5371
3339,603416.SH,信捷电气,电气设备,0.0,-3.05,29.8,0.03,104717.2
732,002271.SZ,东方雨虹,其他建材,1.0,-3.04,19.06,0.01,1893563.3004
918,002457.SZ,青龙管业,塑料,0.0,-3.04,9.31,0.01,311375.2645
59,000099.SZ,中信海直,空运,0.0,-3.02,7.75,0.03,469704.5755
650,002188.SZ,*ST巴士,广告包装,0.0,-2.98,3.93,0.01,86658.948
1256,002805.SZ,丰元股份,化工原料,0.0,-2.96,17.16,0.01,92017.8402
1454,300065.SZ,海兰信,软件服务,0.0,-2.95,14.42,0.02,432838.4289
971,002510.SZ,天汽模,汽车配件,0.0,-2.95,5.0,0.02,393424.0885
3277,603288.SH,海天味业,食品,1.0,-2.95,74.16,0.02,20025939.0254
1077,002617.SZ,露笑科技,电气设备,1.0,-2.92,5.32,0.08,556798.9491
306,000786.SZ,北新建材,其他建材,1.0,-2.92,19.08,0.02,2697876.8775
1402,300012.SZ,华测检测,电器仪表,0.0,-2.88,8.63,0.02,1298526.4568
2124,300750.SZ,宁德时代,电气设备,0.0,-2.87,88.95,0.01,1932383.005
262,000716.SZ,黑芝麻,食品,0.0,-2.84,3.76,0.01,233061.9618
506,002044.SZ,美年健康,医疗保健,1.0,-2.84,16.9,0.01,3962314.0827
1062,002602.SZ,世纪华通,汽车配件,0.0,-2.83,19.5,0.01,3198161.1032
663,002201.SZ,九鼎新材,玻璃,0.0,-2.82,7.63,0.01,175008.2502
3235,603178.SH,圣龙股份,汽车配件,0.0,-2.81,12.01,0.02,61206.563
225,000669.SZ,金鸿控股,供气供热,0.0,-2.75,6.44,0.01,431439.1137
1818,300432.SZ,富临精工,汽车配件,1.0,-2.74,7.63,0.11,293003.2825
2589,600560.SH,金自天正,电气设备,1.0,-2.73,10.66,0.01,238406.103
3573,603970.SH,中农立华,其他商业,0.0,-2.7,17.16,0.02,136593.7373
1140,002680.SZ,*ST长生,生物制药,0.0,-2.65,1.51,0.02,87703.341
2412,600328.SH,兰太实业,化工原料,0.0,-2.63,8.27,0.01,362251.6974
573,002111.SZ,威海广泰,航空,0.0,-2.63,13.45,0.02,454517.1197
2205,600090.SH,同济堂,医药商业,0.0,-2.62,6.14,0.03,431455.9451
1212,002757.SZ,南兴装备,家居用品,0.0,-2.59,34.88,0.02,342278.2248
12,000016.SZ,深康佳A,家用电器,0.0,-2.58,4.67,0.02,745600.1981
1462,300073.SZ,当升科技,矿物制品,1.0,-2.58,31.11,0.02,1100746.1093
2287,600184.SH,光电股份,专用机械,0.0,-2.56,12.41,0.03,631372.1851
1762,300376.SZ,易事特,电气设备,0.0,-2.54,6.18,0.02,1421041.2393
589,002127.SZ,南极电商,互联网,0.0,-2.54,10.41,0.01,1948303.3665
1160,002700.SZ,新疆浩源,供气供热,0.0,-2.5,10.22,0.01,320019.7594
2251,600141.SH,兴发集团,化工原料,0.0,-2.46,11.7,0.02,834966.9818
2735,600722.SH,金牛化工,化工原料,1.0,-2.46,5.6,0.02,380979.0186
2327,600229.SH,城市传媒,出版业,0.0,-2.45,9.12,0.05,640311.5611
158,000571.SZ,新大洲A,综合类,0.0,-2.43,3.67,0.03,295973.2327
289,000757.SZ,浩物股份,汽车配件,0.0,-2.43,5.69,0.01,256971.5524
1438,300048.SZ,合康新能,电气设备,1.0,-2.42,3.49,0.1,352671.406
3357,603515.SH,欧普照明,电气设备,0.0,-2.4,32.86,0.01,418474.3969
2201,600085.SH,同仁堂,中成药,0.0,-2.39,30.25,0.01,4148697.5426
1864,300478.SZ,杭州高新,橡胶,0.0,-2.38,16.9,0.06,214077.37
875,002414.SZ,高德红外,电器仪表,0.0,-2.36,28.4,0.02,1352121.001
2815,600809.SH,山西汾酒,白酒,0.0,-2.29,53.18,0.01,4604581.0786
2856,600856.SH,中天能源,供气供热,1.0,-2.27,5.14,0.03,690518.9373
2875,600875.SH,东方电气,电气设备,0.0,-2.26,10.38,0.02,2072782.582
2713,600698.SH,湖南天雁,汽车配件,1.0,-2.22,4.69,0.07,345706.3999
320,000802.SZ,北京文化,影视音像,0.0,-2.22,12.76,0.01,492265.9474
2069,300690.SZ,双一科技,电气设备,1.0,-2.2,24.66,0.01,128933.6781
2608,600581.SH,八一钢铁,普钢,1.0,-2.19,4.53,0.02,694402.7351
93,000425.SZ,徐工机械,工程机械,0.0,-2.17,4.07,0.01,2846380.1239
2586,600557.SH,康缘药业,中成药,0.0,-2.17,12.6,0.01,754149.3561
1972,300590.SZ,移为通信,通信设备,0.0,-2.15,43.13,0.05,418361.0
852,002391.SZ,长青股份,农药化肥,0.0,-2.15,13.74,0.01,326547.7309
3531,603883.SH,老百姓,医药商业,0.0,-2.12,62.87,0.02,1678629.0
2753,600740.SH,山西焦化,焦炭加工,0.0,-2.11,9.29,0.01,610197.6322
2943,600997.SH,开滦股份,煤炭开采,0.0,-2.1,6.58,0.02,812393.12
3432,603669.SH,灵康药业,化学制药,0.0,-2.09,12.36,0.03,449904.0
2055,300676.SZ,华大基因,医疗保健,0.0,-2.08,77.94,0.01,1921579.75
1137,002677.SZ,浙江美大,家用电器,0.0,-2.08,12.38,0.02,354005.377
2782,600771.SH,广誉远,中成药,0.0,-2.04,30.0,0.01,906915.51
1478,300089.SZ,文化长城,陶瓷,0.0,-2.04,6.89,0.02,190939.5846
364,000877.SZ,天山股份,水泥,1.0,-2.03,10.41,0.03,916178.2694
2489,600425.SH,青松建化,水泥,0.0,-2.0,4.89,0.03,674228.3521
1164,002705.SZ,新宝股份,家用电器,0.0,-1.99,10.3,0.01,820060.5487
1057,002597.SZ,金禾实业,化工原料,0.0,-1.99,18.0,0.01,997290.549
1978,300597.SZ,吉大通信,通信设备,1.0,-1.96,16.66,0.07,226047.9463
560,002098.SZ,浔兴股份,服饰,1.0,-1.94,10.44,0.1,373752.0
2372,600282.SH,南钢股份,普钢,1.0,-1.93,4.11,0.01,1817572.146
2886,600887.SH,伊利股份,乳制品,0.0,-1.93,26.32,0.01,15896738.2344
2962,601020.SH,华钰矿业,铅锌,0.0,-1.9,10.76,0.02,305778.799
2921,600970.SH,中材国际,建筑施工,0.0,-1.88,6.75,0.01,1172511.7308
2125,300751.SZ,迈为股份,专用机械,0.0,-1.87,166.71,0.01,216723.0
3256,603222.SH,济民制药,化学制药,0.0,-1.87,23.35,0.03,747200.0
3520,603866.SH,桃李面包,食品,0.0,-1.86,53.8,0.02,2531967.88
992,002532.SZ,新界泵业,农用机械,2.0,-1.84,6.06,0.01,228991.3192
2385,600298.SH,安琪酵母,食品,0.0,-1.82,27.04,0.01,2228314.8699
3385,603587.SH,地素时尚,服饰,0.0,-1.82,25.71,0.04,156831.0
3027,601336.SH,新华保险,保险,0.0,-1.81,50.0,0.01,10427196.7
1104,002644.SZ,佛慈制药,中成药,0.0,-1.81,8.91,0.02,454995.387
2816,600810.SH,神马股份,化纤,1.0,-1.8,13.31,0.04,588674.68
3078,601777.SH,力帆股份,摩托车,1.0,-1.79,4.92,0.02,621934.7297
1533,300144.SZ,宋城演艺,旅游景点,0.0,-1.79,21.79,0.01,2578186.0843
117,000523.SZ,广州浪奇,日用化工,0.0,-1.75,5.08,0.01,318500.6208
2548,600511.SH,国药股份,医药商业,0.0,-1.69,25.1,0.01,696884.9993
2926,600977.SH,中国电影,影视音像,0.0,-1.64,17.1,0.02,966150.0
3314,603355.SH,莱克电气,家用电器,0.0,-1.63,25.46,0.01,1020946.0
3110,601918.SH,新集能源,煤炭开采,0.0,-1.63,3.62,0.01,937776.1316
3269,603260.SH,合盛硅业,化工原料,0.0,-1.61,55.68,0.02,1452367.1702
3215,603127.SH,昭衍新药,医疗保健,0.0,-1.61,70.99,0.01,396191.3565
91,000422.SZ,*ST宜化,农药化肥,1.0,-1.57,3.78,0.01,339373.308
1156,002696.SZ,百洋股份,渔业,1.0,-1.57,9.53,0.05,200380.3512
317,000799.SZ,酒鬼酒,白酒,0.0,-1.51,19.59,0.01,636535.8718
422,000955.SZ,欣龙控股,纺织,1.0,-1.5,5.37,0.02,289116.1013
3219,603133.SH,碳元科技,元器件,0.0,-1.46,20.88,0.05,233816.1088
2705,600690.SH,青岛海尔,家用电器,1.0,-1.43,16.1,0.01,9816818.3905
572,002110.SZ,三钢闽光,普钢,1.0,-1.4,16.39,0.02,1019900.1989
2860,600860.SH,京城股份,专用机械,1.0,-1.38,6.0,0.05,193200.0
932,002471.SZ,中超控股,电气设备,1.0,-1.35,3.75,0.02,471357.4283
781,002320.SZ,海峡股份,水运,0.0,-1.35,17.04,0.02,951450.4446
2901,600908.SH,无锡银行,银行,1.0,-1.35,6.62,0.01,540318.9047
2417,600333.SH,长春燃气,供气供热,1.0,-1.34,6.04,0.03,319890.364
2395,600309.SH,万华化学,化工原料,0.0,-1.34,38.58,0.01,5492852.2684
2085,300707.SZ,威唐工业,专用机械,0.0,-1.33,18.23,0.03,140724.9938
409,000932.SZ,华菱钢铁,普钢,1.0,-1.32,7.48,0.01,2255459.1027
255,000708.SZ,大冶特钢,特种钢,1.0,-1.31,11.39,0.02,511876.2587
1232,002778.SZ,高科石化,石油加工,1.0,-1.29,21.15,0.07,188466.5925
2622,600596.SH,新安股份,农药化肥,1.0,-1.26,13.35,0.08,906711.4851
2633,600608.SH,ST沪科,钢加工,0.0,-1.24,4.8,0.01,152818.2917
1868,300482.SZ,万孚生物,生物制药,0.0,-1.23,33.9,0.01,753797.4507
2140,600009.SH,上海机场,机场,1.0,-1.22,57.26,0.02,6261245.8492
763,002302.SZ,西部建设,水泥,1.0,-1.22,12.3,0.03,1524042.3855
1405,300015.SZ,爱尔眼科,医疗保健,0.0,-1.22,31.41,0.01,5985927.4366
341,000830.SZ,鲁西化工,农药化肥,1.0,-1.21,12.51,0.03,1831436.2616
263,000717.SZ,韶钢松山,普钢,1.0,-1.21,5.74,0.01,1388802.6633
519,002057.SZ,中钢天源,元器件,0.0,-1.21,7.72,0.05,246764.193
3493,603806.SH,福斯特,塑料,0.0,-1.2,34.43,0.01,1799311.8
695,002233.SZ,塔牌集团,水泥,0.0,-1.16,12.11,0.03,1407242.1928
2944,600998.SH,九州通,医药商业,0.0,-1.16,16.47,0.03,2734085.325
2563,600528.SH,中铁工业,建筑施工,0.0,-1.14,12.22,0.01,2245729.1497
2493,600433.SH,冠豪高新,造纸,0.0,-1.12,4.44,0.01,564464.0567
2597,600569.SH,安阳钢铁,普钢,1.0,-1.09,3.65,0.02,873694.8385
888,002427.SZ,*ST尤夫,化纤,1.0,-1.07,16.39,0.04,630449.5843
2678,600660.SH,福耀玻璃,汽车配件,1.0,-1.07,24.22,0.01,4851232.8961
2997,601177.SH,杭齿前进,机械基件,0.0,-1.04,13.31,0.01,532479.86
808,002347.SZ,泰尔股份,机械基件,1.0,-1.03,5.2,0.11,165935.0602
1092,002632.SZ,道明光学,化工原料,1.0,-1.01,8.98,0.01,513431.3527
2416,600332.SH,白云山,中成药,1.0,-0.99,37.49,0.02,4015851.0083
172,000593.SZ,大通燃气,供气供热,0.0,-0.99,7.05,0.02,197253.6152
3423,603658.SH,安图生物,医疗保健,1.0,-0.98,60.97,0.01,832470.9666
2612,600585.SH,海螺水泥,水泥,1.0,-0.97,36.0,0.01,14398929.2844
3588,603997.SH,继峰股份,汽车配件,1.0,-0.96,9.95,0.09,626850.0
3556,603926.SH,铁流股份,汽车配件,0.0,-0.95,17.11,0.03,111373.3051
121,000528.SZ,柳工,工程机械,1.0,-0.94,7.38,0.01,1079429.0418
3010,601225.SH,陕西煤业,煤炭开采,0.0,-0.91,8.7,0.01,8700000.0
1089,002629.SZ,仁智股份,石油开采,1.0,-0.9,4.58,0.06,157826.9983
2463,600389.SH,江山股份,农药化肥,1.0,-0.87,18.66,0.04,554202.0
87,000418.SZ,小天鹅A,家用电器,1.0,-0.87,54.3,0.01,2385747.3182
1779,300393.SZ,中来股份,塑料,1.0,-0.86,25.71,0.04,310005.1767
2967,601066.SH,中信建投,证券,1.0,-0.86,28.43,0.06,1137200.0
670,002208.SZ,合肥城建,区域地产,2.0,-0.86,14.26,0.01,455282.9386
2813,600807.SH,*ST天业,区域地产,1.0,-0.84,4.87,0.03,383277.992
3189,603080.SH,新疆火炬,供气供热,0.0,-0.84,21.68,0.03,189125.48
2948,601002.SH,晋亿实业,机械基件,0.0,-0.83,7.19,0.02,569944.11
0,000001.SZ,平安银行,银行,1.0,-0.8,12.43,0.01,21342616.7388
726,002265.SZ,西仪股份,汽车配件,1.0,-0.8,9.81,0.01,298278.0835
2238,600126.SH,杭钢股份,普钢,1.0,-0.79,5.21,0.03,627847.6048
378,000895.SZ,双汇发展,食品,0.0,-0.79,25.16,0.01,8300343.3524
2619,600593.SH,大连圣亚,旅游服务,2.0,-0.76,34.28,0.03,441526.4
2814,600808.SH,马钢股份,普钢,0.0,-0.75,3.96,0.01,2363229.4697
175,000597.SZ,东北制药,化学制药,0.0,-0.72,12.65,0.02,598823.5773
2352,600258.SH,首旅酒店,酒店餐饮,1.0,-0.7,18.93,0.03,1182385.4882
2421,600338.SH,西藏珠峰,铅锌,1.0,-0.69,24.82,0.03,1620764.0268
1976,300595.SZ,欧普康视,医疗保健,0.0,-0.68,51.49,0.03,709637.0233
2626,600600.SH,青岛啤酒,啤酒,1.0,-0.68,38.93,0.04,2709191.711
2495,600436.SH,片仔癀,中成药,1.0,-0.67,103.19,0.01,6225630.29
3311,603345.SH,安井食品,食品,1.0,-0.66,36.1,0.05,443486.334
2974,601100.SH,恒立液压,工程机械,1.0,-0.65,32.15,0.04,2835630.0
1332,002886.SZ,沃特股份,塑料,1.0,-0.65,19.72,0.02,97828.9736
2949,601003.SH,柳钢股份,普钢,1.0,-0.64,7.85,0.02,2011792.662
2733,600720.SH,祁连山,水泥,1.0,-0.64,8.57,0.1,665171.4228
1214,002759.SZ,天际股份,家用电器,0.0,-0.63,9.68,0.02,182084.0602
1857,300471.SZ,厚普股份,专用机械,1.0,-0.62,8.5,0.12,232281.625
2526,600486.SH,扬农化工,农药化肥,1.0,-0.6,54.2,0.1,1679652.0759
3430,603667.SH,五洲新春,机械基件,1.0,-0.6,10.4,0.05,118026.4228
92,000423.SZ,东阿阿胶,中成药,1.0,-0.6,47.28,0.02,3091484.6559
711,002249.SZ,大洋电机,电气设备,1.0,-0.6,5.02,0.04,1151397.3223
1938,300554.SZ,三超新材,矿物制品,0.0,-0.59,19.98,0.01,93085.2716
2490,600426.SH,华鲁恒升,农药化肥,1.0,-0.57,14.2,0.03,2296731.9497
590,002128.SZ,露天煤业,煤炭开采,1.0,-0.56,8.94,0.01,1461129.8402
1957,300575.SZ,中旗股份,农药化肥,1.0,-0.54,60.68,0.02,208684.7397
2979,601111.SH,中国国航,空运,1.0,-0.53,9.6,0.04,9070706.8829
380,000898.SZ,鞍钢股份,普钢,1.0,-0.52,5.81,0.01,3572565.8684
3325,603369.SH,今世缘,白酒,1.0,-0.52,24.0,0.04,3010800.0
3454,603709.SH,中源家居,家居用品,0.0,-0.51,29.86,0.02,59720.0
1054,002594.SZ,比亚迪,汽车整车,1.0,-0.5,54.57,0.05,6230800.1662
2737,600724.SH,宁波富达,区域地产,1.0,-0.49,4.0,0.01,577977.0656
2963,601021.SH,春秋航空,空运,1.0,-0.48,35.3,0.01,3235113.3769
1199,002742.SZ,三圣股份,其他建材,0.0,-0.47,8.59,0.04,230706.6921
