,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,last_p_change,circ_mv
2894,600898.SH,国美通讯,通信设备,1.0,-2.876,-2.876,0.456,222726.0092
1463,300076.SZ,GQY视讯,电脑设备,1.0,-2.857,-2.857,3.361,187881.3989
618,002156.SZ,通富微电,半导体,1.0,-2.851,-2.851,0.564,1027772.3375
2363,600276.SH,恒瑞医药,化学制药,2.0,-1.417,-2.813,0.754,24016016.4819
336,000823.SZ,超声电子,元器件,1.0,-2.8,-2.8,1.955,532088.2274
1663,300277.SZ,海联讯,软件服务,2.0,-1.383,-2.748,0.314,213675.6094
2832,600830.SH,香溢融通,多元金融,1.0,-2.737,-2.737,9.944,266233.1297
2085,300709.SZ,精研科技,元器件,1.0,-2.727,-2.727,0.519,164312.2694
3410,603636.SH,南威软件,软件服务,1.0,-2.718,-2.718,0.096,545111.0341
2169,600055.SH,万东医疗,医疗保健,1.0,-2.717,-2.717,0.0,600305.9809
222,000666.SZ,经纬纺机,纺织机械,1.0,-2.68,-2.68,2.439,382161.4333
2351,600260.SH,凯乐科技,通信设备,1.0,-2.675,-2.675,0.674,1219448.646
1188,002731.SZ,萃华珠宝,服饰,2.0,-1.332,-2.646,1.576,240353.0879
2056,300679.SZ,电连技术,元器件,2.0,-1.321,-2.632,1.474,292046.2094
642,002180.SZ,纳思达,电脑设备,1.0,-2.592,-2.592,0.477,2524916.7442
3082,601811.SH,新华文轩,出版业,1.0,-2.573,-2.573,0.0,233736.7963
431,000966.SZ,长源电力,火力发电,2.0,-1.29,-2.564,0.0,421147.9504
2446,600373.SH,中文传媒,出版业,2.0,-1.286,-2.558,1.801,1869864.6139
3483,603797.SH,联泰环保,环境保护,1.0,-2.544,-2.544,0.0,65394.84
938,002477.SZ,雏鹰农牧,农业综合,2.0,-1.274,-2.538,9.896,415812.763
1847,300463.SZ,迈克生物,医疗保健,1.0,-2.529,-2.529,0.649,626280.0112
3563,603960.SH,克来机电,专用机械,1.0,-2.508,-2.508,1.775,145529.8743
751,002290.SZ,中科新材,家用电器,2.0,-1.253,-2.494,4.884,189707.8508
2502,600458.SH,时代新材,塑料,2.0,-1.252,-2.494,0.974,665519.668
2755,600745.SH,闻泰科技,通信设备,1.0,-2.48,-2.48,0.469,1636500.0818
878,002417.SZ,深南股份,多元金融,1.0,-2.462,-2.462,0.721,198201.7103
1548,300161.SZ,华中数控,机床制造,2.0,-1.23,-2.455,5.285,210752.1387
2606,600582.SH,天地科技,工程机械,2.0,-1.229,-2.452,0.0,1481614.8233
1956,300576.SZ,容大感光,染料涂料,2.0,-1.206,-2.422,3.201,63063.9541
3575,603986.SH,兆易创新,半导体,1.0,-2.411,-2.411,0.797,1599239.6473
2922,600977.SH,中国电影,影视音像,3.0,-0.8,-2.407,0.065,871230.0
1035,002575.SZ,群兴玩具,文教休闲,1.0,-2.395,-2.395,0.859,483927.84
43,000058.SZ,深赛格,元器件,1.0,-2.388,-2.388,1.682,357776.787
3252,603222.SH,济民制药,化学制药,2.0,-1.198,-2.382,1.253,491200.0
199,000627.SZ,天茂集团,保险,1.0,-2.373,-2.373,0.162,3053304.2353
1635,300249.SZ,依米康,软件服务,2.0,-1.182,-2.351,0.482,190605.106
3092,601872.SH,招商轮船,水运,1.0,-2.347,-2.347,0.961,1982787.1598
53,000070.SZ,特发信息,通信设备,2.0,-1.177,-2.342,9.963,715565.5018
1081,002621.SZ,三垒股份,专用机械,3.0,-0.78,-2.33,1.67,576799.087
454,000996.SZ,中国中期,汽车服务,1.0,-2.328,-2.328,0.917,379845.0
1618,300232.SZ,洲明科技,半导体,1.0,-2.322,-2.322,0.085,533706.5332
2887,600891.SH,秋林集团,百货,1.0,-2.317,-2.317,2.007,214686.7735
1927,300545.SZ,联得装备,专用机械,1.0,-2.308,-2.308,1.941,167910.3281
1307,002860.SZ,星帅尔,电气设备,2.0,-1.153,-2.298,0.1,94586.246
820,002359.SZ,北讯集团,通信设备,1.0,-2.273,-2.273,2.209,622391.0811
3145,603017.SH,中衡设计,建筑施工,1.0,-2.262,-2.262,2.386,382216.4479
1735,300349.SZ,金卡智能,软件服务,1.0,-2.254,-2.255,0.718,691995.4532
842,002381.SZ,双箭股份,橡胶,1.0,-2.247,-2.247,2.012,236097.6348
577,002115.SZ,三维通信,通信设备,2.0,-1.118,-2.231,3.128,448620.4594
585,002123.SZ,梦网集团,互联网,1.0,-2.225,-2.225,0.12,539586.2416
1851,300467.SZ,迅游科技,互联网,1.0,-2.224,-2.224,10.0,306109.2558
3147,603019.SH,中科曙光,电脑设备,1.0,-2.205,-2.205,0.47,2750213.5197
791,002330.SZ,得利斯,食品,2.0,-1.094,-2.204,1.025,247458.3427
2845,600846.SH,同济科技,综合类,1.0,-2.198,-2.198,0.25,501683.4973
1259,002808.SZ,恒久科技,元器件,1.0,-2.191,-2.191,0.149,117388.926
1104,002644.SZ,佛慈制药,中成药,2.0,-1.1,-2.19,1.368,416185.455
3275,603297.SH,永新光学,电器仪表,2.0,-1.078,-2.148,1.217,97776.0
2808,600804.SH,鹏博士,电信运营,2.0,-1.076,-2.142,9.217,1357875.2503
2744,600734.SH,实达集团,电脑设备,1.0,-2.141,-2.141,1.544,279845.7068
1382,002941.SZ,新疆交建,建筑施工,2.0,-1.075,-2.141,7.858,227500.0
108,000510.SZ,金路集团,化工原料,1.0,-2.123,-2.123,1.735,257705.7246
2147,600021.SH,上海电力,火力发电,5.0,-0.421,-2.121,0.114,751433.4597
1135,002675.SZ,东诚药业,化学制药,1.0,-2.109,-2.109,0.0,643513.0304
3273,603288.SH,海天味业,食品,1.0,-2.095,-2.095,1.306,20325680.0222
2359,600271.SH,航天信息,电脑设备,1.0,-2.09,-2.09,0.572,4871890.1088
557,002095.SZ,生意宝,互联网,1.0,-2.078,-2.078,3.006,586316.752
3348,603501.SH,韦尔股份,半导体,1.0,-2.064,-2.065,1.155,492295.4852
3323,603378.SH,亚士创能,染料涂料,1.0,-2.06,-2.06,0.14,98503.44
2392,600309.SH,万华化学,化工原料,1.0,-2.057,-2.057,0.296,5303492.6645
1023,002563.SZ,森马服饰,服饰,1.0,-2.051,-2.051,1.571,1783679.0641
3425,603666.SH,亿嘉和,专用机械,2.0,-1.027,-2.043,2.781,116200.2673
3437,603688.SH,石英股份,矿物制品,1.0,-2.034,-2.034,1.289,476608.6485
1114,002654.SZ,万润科技,半导体,1.0,-2.027,-2.027,0.92,252490.8052
3237,603186.SH,华正新材,元器件,1.0,-2.026,-2.026,4.135,181932.9711
2044,300667.SZ,必创科技,电器仪表,1.0,-2.024,-2.024,2.182,180015.9481
2896,600901.SH,江苏租赁,多元金融,1.0,-2.022,-2.022,0.0,403199.811
3351,603507.SH,振江股份,钢加工,2.0,-1.008,-2.012,1.162,209864.5037
2949,601008.SH,连云港,港口,1.0,-2.011,-2.011,3.812,359386.1458
615,002153.SZ,石基信息,软件服务,1.0,-1.997,-1.997,0.064,1522645.3431
2370,600283.SH,钱江水利,水务,1.0,-1.995,-1.995,1.327,404180.1429
2646,600624.SH,复旦复华,综合类,1.0,-1.977,-1.977,1.681,414250.7661
2237,600128.SH,弘业股份,商贸代理,1.0,-1.968,-1.968,1.74,187543.3
2661,600643.SH,爱建集团,多元金融,1.0,-1.955,-1.955,3.609,1564557.9064
933,002472.SZ,双环传动,机械基件,2.0,-0.982,-1.955,0.153,359281.4522
1665,300279.SZ,和晶科技,元器件,1.0,-1.953,-1.953,1.195,158783.9395
3407,603629.SH,利通电子,元器件,1.0,-1.951,-1.951,4.164,98175.0
3352,603508.SH,思维列控,软件服务,1.0,-1.949,-1.949,0.147,652960.0
2583,600557.SH,康缘药业,中成药,1.0,-1.947,-1.947,1.986,676340.2956
1995,300617.SZ,安靠智电,电气设备,2.0,-0.973,-1.944,0.843,87761.655
183,000607.SZ,华媒控股,广告包装,2.0,-0.977,-1.944,0.0,401726.4259
684,002222.SZ,福晶科技,元器件,2.0,-0.951,-1.896,1.092,508778.7738
1368,002926.SZ,华西证券,证券,1.0,-1.885,-1.885,0.0,1666124.1447
762,002301.SZ,齐心集团,文教休闲,1.0,-1.88,-1.88,0.0,568083.0599
326,000811.SZ,冰轮环境,工程机械,2.0,-0.941,-1.874,0.521,378109.7674
492,002030.SZ,达安基因,生物制药,1.0,-1.871,-1.871,0.858,808112.0602
67,000158.SZ,常山北明,纺织,1.0,-1.869,-1.869,0.0,852698.0952
502,002040.SZ,南京港,港口,2.0,-0.932,-1.859,9.97,338343.8668
3325,603383.SH,顶点软件,软件服务,1.0,-1.849,-1.849,5.243,239900.7912
1662,300276.SZ,三丰智能,专用机械,1.0,-1.843,-1.843,0.816,262063.0863
1475,300088.SZ,长信科技,元器件,1.0,-1.842,-1.842,0.938,1216798.1158
211,000650.SZ,仁和药业,中成药,1.0,-1.836,-1.836,2.041,742797.012
2665,600648.SH,外高桥,园区开发,1.0,-1.833,-1.833,0.346,1356382.6464
319,000801.SZ,四川九洲,通信设备,1.0,-1.812,-1.812,0.0,554361.2021
2653,600635.SH,大众公用,供气供热,1.0,-1.8,-1.8,1.018,1199720.6708
2108,300735.SZ,光弘科技,通信设备,1.0,-1.791,-1.791,0.208,209908.911
84,000415.SZ,渤海租赁,多元金融,1.0,-1.763,-1.763,3.077,1426246.9669
408,000931.SZ,中关村,生物制药,1.0,-1.761,-1.761,0.896,553247.3526
3243,603197.SH,保隆科技,汽车配件,2.0,-0.883,-1.759,3.291,209989.1809
395,000917.SZ,电广传媒,影视音像,1.0,-1.752,-1.752,1.337,882944.4466
2844,600845.SH,宝信软件,软件服务,1.0,-1.747,-1.747,0.333,1736008.0095
1757,300373.SZ,扬杰科技,半导体,1.0,-1.734,-1.733,0.221,532778.4914
107,000509.SZ,华塑控股,其他建材,1.0,-1.73,-1.73,3.169,241865.6028
643,002181.SZ,粤传媒,出版业,1.0,-1.724,-1.724,3.07,533183.3112
2269,600167.SH,联美控股,供气供热,1.0,-1.721,-1.721,1.918,1004231.5201
1977,300598.SZ,诚迈科技,软件服务,1.0,-1.72,-1.72,0.599,105632.305
1231,002777.SZ,久远银海,软件服务,1.0,-1.718,-1.718,0.0,421120.0
546,002084.SZ,海鸥住工,家居用品,1.0,-1.713,-1.713,0.0,228542.9088
2595,600570.SH,恒生电子,软件服务,1.0,-1.7,-1.7,1.859,4367264.8174
1403,300015.SZ,爱尔眼科,医疗保健,1.0,-1.697,-1.697,0.064,5964964.3032
1454,300067.SZ,安诺其,染料涂料,1.0,-1.689,-1.689,0.572,265723.8119
722,002261.SZ,拓维信息,互联网,1.0,-1.681,-1.681,1.068,430140.3561
565,002103.SZ,广博股份,文教休闲,1.0,-1.681,-1.681,2.564,179672.7384
2193,600080.SH,金花股份,中成药,1.0,-1.679,-1.679,9.938,216149.4774
26,000032.SZ,深桑达A,元器件,1.0,-1.675,-1.675,1.338,342599.2888
715,002253.SZ,川大智胜,软件服务,1.0,-1.671,-1.671,2.288,323598.5227
1518,300131.SZ,英唐智控,元器件,1.0,-1.67,-1.67,3.774,437690.9092
694,002232.SZ,启明信息,软件服务,1.0,-1.669,-1.669,4.439,322969.9344
2477,600410.SH,华胜天成,软件服务,1.0,-1.662,-1.662,0.922,721874.4026
3559,603939.SH,益丰药房,医药商业,1.0,-1.66,-1.66,3.079,1882385.275
191,000616.SZ,海航投资,全国地产,1.0,-1.65,-1.65,0.336,427634.1131
1245,002792.SZ,通宇通讯,通信设备,2.0,-0.815,-1.637,2.131,247358.6109
1983,300604.SZ,长川科技,专用机械,1.0,-1.633,-1.633,0.219,213335.056
2780,600773.SH,西藏城投,区域地产,1.0,-1.613,-1.613,1.043,494406.8635
1400,300012.SZ,华测检测,电器仪表,1.0,-1.609,-1.609,0.0,1104424.5878
2632,600610.SH,*ST毅达,建筑施工,1.0,-1.606,-1.606,4.898,96522.6696
3368,603558.SH,健盛集团,纺织,1.0,-1.578,-1.579,0.283,329791.1706
416,000948.SZ,南天信息,软件服务,1.0,-1.564,-1.564,1.308,267209.3853
3067,601689.SH,拓普集团,汽车配件,1.0,-1.554,-1.554,0.066,372121.9768
774,002313.SZ,日海智能,通信设备,1.0,-1.544,-1.544,7.146,767208.0
1299,002851.SZ,麦格米特,电气设备,2.0,-0.772,-1.541,0.0,291538.9863
509,002047.SZ,宝鹰股份,装修装饰,2.0,-0.773,-1.541,0.569,892985.6188
1540,300153.SZ,科泰电源,电气设备,1.0,-1.536,-1.536,0.0,245770.3898
455,000997.SZ,新大陆,软件服务,1.0,-1.535,-1.535,0.062,1612182.7859
1007,002547.SZ,春兴精工,通信设备,2.0,-0.752,-1.534,10.057,619796.1308
2907,600958.SH,东方证券,证券,1.0,-1.528,-1.528,4.268,6103162.5805
1558,300171.SZ,东富龙,医疗保健,1.0,-1.528,-1.528,0.987,238876.9112
471,002009.SZ,天奇股份,工程机械,1.0,-1.522,-1.522,0.221,268845.5813
1920,300537.SZ,广信材料,染料涂料,1.0,-1.512,-1.512,3.647,100622.3504
2332,600237.SH,铜峰电子,元器件,1.0,-1.511,-1.511,0.0,220668.4999
1881,300497.SZ,富祥股份,化学制药,2.0,-0.748,-1.499,0.176,364093.0594
2786,600779.SH,水井坊,白酒,1.0,-1.498,-1.498,0.338,1740688.322
2065,300688.SZ,创业黑马,综合类,1.0,-1.497,-1.497,0.481,144985.4227
1571,300184.SZ,力源信息,元器件,1.0,-1.496,-1.496,3.796,296092.1452
2675,600660.SH,福耀玻璃,汽车配件,2.0,-0.749,-1.492,0.369,4909319.4997
3500,603823.SH,百合花,染料涂料,1.0,-1.487,-1.487,0.581,121834.393
1673,300287.SZ,飞利信,软件服务,1.0,-1.478,-1.478,0.0,447560.6404
2043,300666.SZ,江丰电子,元器件,1.0,-1.472,-1.472,0.962,355415.0029
436,000971.SZ,高升控股,互联网,1.0,-1.458,-1.458,0.592,201135.516
807,002346.SZ,柘中股份,电气设备,1.0,-1.435,-1.435,1.052,489962.1127
3372,603568.SH,伟明环保,环境保护,1.0,-1.432,-1.432,5.313,1583441.028
2663,600645.SH,中源协和,生物制药,1.0,-1.42,-1.421,2.824,684653.8668
2012,300634.SZ,彩讯股份,软件服务,1.0,-1.418,-1.418,0.599,100705.17
2006,300628.SZ,亿联网络,通信设备,1.0,-1.397,-1.397,2.198,625071.6
186,000610.SZ,西安旅游,旅游服务,1.0,-1.396,-1.396,0.257,183246.9308
3260,603233.SH,大参林,医药商业,1.0,-1.395,-1.395,0.719,278608.5617
2343,600250.SH,南纺股份,商贸代理,1.0,-1.394,-1.394,0.128,201521.4263
1627,300241.SZ,瑞丰光电,半导体,1.0,-1.394,-1.394,1.212,211807.9859
399,000921.SZ,海信家电,家用电器,1.0,-1.386,-1.386,0.0,834382.4351
1691,300305.SZ,裕兴股份,塑料,2.0,-0.692,-1.382,0.51,181151.5549
2794,600789.SH,鲁抗医药,化学制药,1.0,-1.376,-1.376,6.512,532723.1351
1596,300210.SZ,森远股份,专用机械,1.0,-1.37,-1.37,0.232,173275.6031
2113,300740.SZ,御家汇,日用化工,1.0,-1.368,-1.368,3.279,236335.572
1069,002609.SZ,捷顺科技,软件服务,1.0,-1.368,-1.368,0.154,238493.0418
1555,300168.SZ,万达信息,软件服务,1.0,-1.361,-1.361,2.273,1374958.7548
134,000543.SZ,皖能电力,火力发电,1.0,-1.349,-1.349,0.195,918473.1367
1117,002657.SZ,中科金财,软件服务,1.0,-1.349,-1.349,1.296,388887.9296
3302,603335.SH,迪生力,汽车配件,2.0,-0.672,-1.34,0.679,92770.106
3458,603722.SH,阿科力,化工原料,2.0,-0.655,-1.33,2.472,92864.4
2217,600107.SH,美尔雅,服饰,1.0,-1.327,-1.327,0.598,242280.0
68,000159.SZ,国际实业,石油贸易,2.0,-0.662,-1.322,0.0,215347.3249
2230,600120.SH,浙江东方,商贸代理,1.0,-1.309,-1.309,0.559,957779.1662
2339,600246.SH,万通地产,区域地产,1.0,-1.299,-1.299,0.263,463600.8
1113,002653.SZ,海思科,化学制药,1.0,-1.293,-1.293,0.0,485865.4249
1807,300423.SZ,鲁亿通,电气设备,1.0,-1.292,-1.292,1.091,253203.5461
2276,600175.SH,美都能源,综合类,1.0,-1.288,-1.288,0.435,566189.6646
1196,002739.SZ,万达电影,影视音像,1.0,-1.288,-1.288,0.773,3674365.4546
230,000676.SZ,智度股份,互联网,1.0,-1.282,-1.282,0.5,318960.2414
3448,603707.SH,健友股份,化学制药,1.0,-1.282,-1.282,3.766,682195.9318
2179,600066.SH,宇通客车,汽车整车,1.0,-1.272,-1.272,2.652,2999887.6472
2589,600563.SH,法拉电子,元器件,1.0,-1.263,-1.263,0.448,1059975.0
1222,002768.SZ,国恩股份,塑料,1.0,-1.264,-1.263,1.645,533760.0
1220,002766.SZ,索菱股份,汽车配件,1.0,-1.254,-1.255,0.0,137277.1224
6,000008.SZ,神州高铁,运输设备,1.0,-1.25,-1.25,0.253,1012941.0562
3394,603606.SH,东方电缆,电气设备,2.0,-0.605,-1.246,1.262,512549.1763
3514,603860.SH,中公高科,公路,1.0,-1.243,-1.243,0.447,59821.32
3201,603108.SH,润达医疗,医药商业,1.0,-1.228,-1.228,0.746,411708.5059
698,002236.SZ,大华股份,电器仪表,1.0,-1.222,-1.222,2.93,2900042.7662
214,000655.SZ,*ST金岭,普钢,2.0,-0.606,-1.219,0.0,241112.7932
327,000812.SZ,陕西金叶,广告包装,1.0,-1.216,-1.216,1.724,276401.4118
2546,600512.SH,腾达建设,建筑施工,1.0,-1.215,-1.215,0.0,375125.4573
2437,600363.SH,联创光电,元器件,1.0,-1.196,-1.196,2.09,411546.424
2419,600339.SH,中油工程,石油加工,1.0,-1.19,-1.191,2.651,661228.962
704,002242.SZ,九阳股份,家用电器,2.0,-0.589,-1.19,0.06,1266375.0935
2273,600171.SH,上海贝岭,半导体,1.0,-1.186,-1.186,1.016,737145.7037
2716,600705.SH,中航资本,多元金融,1.0,-1.179,-1.179,1.789,4595878.7922
3187,603083.SH,剑桥科技,通信设备,1.0,-1.166,-1.166,2.034,138569.7362
542,002080.SZ,中材科技,化纤,1.0,-1.163,-1.163,0.0,707200.0
345,000836.SZ,富通鑫茂,通信设备,1.0,-1.16,-1.16,0.235,516007.3092
789,002328.SZ,新朋股份,汽车配件,1.0,-1.159,-1.159,1.507,197012.5453
54,000078.SZ,海王生物,生物制药,1.0,-1.156,-1.156,2.632,651685.7955
235,000681.SZ,视觉中国,互联网,1.0,-1.154,-1.153,0.201,773051.8068
1147,002687.SZ,乔治白,服饰,1.0,-1.146,-1.146,1.49,195805.686
321,000803.SZ,金宇车城,纺织,1.0,-1.144,-1.144,5.124,162473.6959
1993,300615.SZ,欣天科技,元器件,1.0,-1.144,-1.143,9.99,84349.44
1275,002825.SZ,纳尔股份,化工原料,1.0,-1.139,-1.139,0.542,60309.6695
3464,603730.SH,岱美股份,汽车配件,1.0,-1.133,-1.133,1.88,180351.8808
1223,002769.SZ,普路通,仓储物流,1.0,-1.127,-1.127,0.76,246119.5132
3477,603778.SH,乾景园林,建筑施工,1.0,-1.116,-1.116,0.903,223500.0
2395,600312.SH,平高电气,电气设备,1.0,-1.111,-1.111,0.337,1211730.7289
2714,600703.SH,三安光电,半导体,1.0,-1.107,-1.107,0.0,5465089.4035
185,000609.SZ,中迪投资,区域地产,1.0,-1.103,-1.103,0.372,157681.4429
259,000712.SZ,锦龙股份,证券,1.0,-1.103,-1.103,0.186,964513.5231
2686,600674.SH,川投能源,水力发电,2.0,-0.547,-1.093,0.0,3983937.1344
1737,300351.SZ,永贵电器,元器件,1.0,-1.064,-1.064,2.473,228186.2257
830,002369.SZ,卓翼科技,通信设备,2.0,-0.529,-1.063,1.551,357103.7769
1502,300115.SZ,长盈精密,元器件,1.0,-1.062,-1.062,3.004,869364.2899
485,002023.SZ,海特高新,航空,1.0,-1.059,-1.059,0.892,745646.2647
1799,300415.SZ,伊之密,专用机械,1.0,-1.053,-1.053,0.456,194118.1505
1169,002711.SZ,欧浦智网,仓储物流,1.0,-1.05,-1.05,3.183,408514.9544
2496,600446.SH,金证股份,软件服务,1.0,-1.045,-1.045,10.0,1332714.776
825,002364.SZ,中恒电气,电气设备,1.0,-1.041,-1.041,1.577,497818.7713
1426,300038.SZ,数知科技,通信设备,1.0,-1.039,-1.039,1.908,731553.332
2746,600736.SH,苏州高新,园区开发,1.0,-1.029,-1.029,0.0,664296.0073
402,000925.SZ,众合科技,专用机械,1.0,-1.019,-1.019,1.912,317041.1542
2428,600353.SH,旭光股份,元器件,1.0,-1.012,-1.012,0.818,268053.96
2015,300637.SZ,扬帆新材,化工原料,1.0,-0.992,-0.992,1.574,184227.2524
1718,300332.SZ,天壕环境,环境保护,1.0,-0.99,-0.99,1.25,287551.6751
1912,300529.SZ,健帆生物,医疗保健,1.0,-0.988,-0.988,1.714,502737.7915
2151,600026.SH,中远海能,水运,1.0,-0.988,-0.988,3.393,1417265.022
2196,600083.SH,博信股份,建筑施工,1.0,-0.987,-0.987,0.469,390780.5608
3132,603002.SH,宏昌电子,化工原料,2.0,-0.489,-0.985,0.0,245309.7224
661,002199.SZ,东晶电子,元器件,1.0,-0.984,-0.984,1.889,231789.7936
1028,002568.SZ,百润股份,红黄药酒,2.0,-0.47,-0.976,5.09,587896.7437
516,002054.SZ,德美化工,化工原料,1.0,-0.957,-0.957,0.483,194808.6935
1981,300602.SZ,飞荣达,元器件,1.0,-0.955,-0.955,1.736,228966.0
111,000516.SZ,国际医学,百货,1.0,-0.954,-0.954,0.963,1012710.2585
1998,300620.SZ,光库科技,元器件,1.0,-0.952,-0.952,0.364,85008.0
2290,600190.SH,锦州港,港口,1.0,-0.946,-0.946,0.955,564096.596
683,002221.SZ,东华能源,石油贸易,1.0,-0.936,-0.936,0.944,1298424.0492
351,000851.SZ,高鸿股份,软件服务,1.0,-0.924,-0.924,1.119,464403.1207
1136,002676.SZ,顺威股份,塑料,1.0,-0.923,-0.923,1.242,234708.5359
