,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
2297,600192.SH,长城电工,电气设备,1.0,1.0,9.954,9.9541,317175.064
2332,600232.SH,金鹰股份,纺织,1.0,1.0,9.982,9.9822,225031.3416
422,000955.SZ,欣龙控股,纺织,1.0,2.0,7.063,10.0559,318189.2288
596,002134.SZ,天津普林,元器件,1.0,1.0,9.986,9.9859,192254.5186
595,002133.SZ,广宇集团,全国地产,1.0,1.0,9.976,9.9757,287000.6291
519,002057.SZ,中钢天源,元器件,1.0,5.0,4.197,9.9741,271376.6837
473,002011.SZ,盾安环境,工程机械,1.0,1.0,10.016,10.0162,572785.6678
464,002002.SZ,鸿达兴业,化工原料,1.0,3.0,4.994,10.0592,1422429.2065
452,000993.SZ,闽东电力,水力发电,1.0,5.0,5.345,10.0464,265576.0
395,000917.SZ,电广传媒,影视音像,1.0,1.0,10.022,10.0216,1321827.39
944,002483.SZ,润邦股份,工程机械,1.0,1.0,10.046,10.0457,323532.9304
356,000860.SZ,顺鑫农业,白酒,1.0,1.0,10.0,10.0,2836973.4402
326,000811.SZ,冰轮环境,工程机械,1.0,1.0,9.943,9.9432,505452.4352
321,000803.SZ,金宇车城,纺织,1.0,1.0,10.029,10.0289,194789.6118
243,000691.SZ,亚太实业,区域地产,1.0,1.0,10.062,10.0616,155700.6568
158,000571.SZ,新大洲A,综合类,1.0,2.0,6.441,10.0817,325812.4959
116,000521.SZ,长虹美菱,家用电器,1.0,1.0,10.08,10.0796,333054.3046
624,002162.SZ,悦心健康,医疗保健,1.0,1.0,9.89,9.8901,341208.7984
1003,002543.SZ,万和电气,家用电器,1.0,1.0,9.994,9.9935,817179.6503
12,000016.SZ,深康佳A,家用电器,1.0,2.0,6.015,10.0642,820639.1902
1911,300525.SZ,博思软件,软件服务,1.0,1.0,10.013,10.0128,270594.2261
2234,600119.SH,长江投资,仓储物流,1.0,1.0,10.013,10.0132,256679.0
2213,600097.SH,开创国际,渔业,1.0,1.0,9.992,9.9916,296417.6732
2151,600020.SH,中原高速,路桥,1.0,1.0,9.948,9.9476,1415844.2542
2133,300759.SZ,康龙化成,化学制药,1.0,1.0,10.008,10.008,269083.0
1925,300539.SZ,横河模具,塑料,1.0,1.0,10.036,10.0356,94095.9233
1922,300536.SZ,农尚环境,建筑施工,1.0,1.0,9.97,9.9701,67365.5254
1893,300506.SZ,名家汇,建筑施工,1.0,1.0,9.995,9.995,296343.2503
1167,002708.SZ,光洋股份,汽车配件,1.0,1.0,10.042,10.0423,387562.3315
1706,300317.SZ,珈伟新能,半导体,1.0,1.0,10.0,10.0,461969.4042
1615,300226.SZ,上海钢联,互联网,1.0,1.0,10.0,10.0,1293754.8951
1409,300018.SZ,中元股份,电气设备,1.0,1.0,10.0,10.0,248767.579
1280,002830.SZ,名雕股份,装修装饰,1.0,1.0,10.006,10.0065,67887.36
1206,002750.SZ,龙津药业,中成药,1.0,1.0,10.0,10.0,764780.0276
1176,002718.SZ,友邦吊顶,家居用品,1.0,1.0,9.997,9.9966,147258.804
3417,603637.SH,镇海股份,建筑施工,1.0,2.0,5.016,10.0313,75858.027
