,ts_code,symbol,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_LASTPRICE,concept
55,600589.SH,600589,广东榕泰,塑料,4.26,2.0,0.0,5.95,"大数据, 云计算, "
56,600285.SH,600285,羚锐制药,中成药,4.25,1.0,0.0,9.14,"二胎, 社保重仓, 回购, 芬太尼概念, 医药, 中药, "
57,002211.SZ,002211,宏达新材,橡胶,4.25,7.0,1.0,6.72,"有机硅, 雄安-园林环保, 雄安新区, 股权转让, "
58,600393.SH,600393,粤泰股份,全国地产,4.2,9.0,0.0,4.13,"粤港澳大湾区, 高质押率, 房地产, 低价股, "
59,603609.SH,603609,禾丰牧业,饲料,4.15,7.0,0.0,13.6,"饲料, 养猪, "
60,002918.SZ,002918,蒙娜丽莎,其他建材,4.14,2.0,1.0,25.92,"装修装饰, "
61,603566.SH,603566,普莱柯,生物制药,4.12,2.0,0.0,15.05,"动物保健, 创投, "
62,300671.SZ,300671,富满电子,半导体,4.12,1.0,0.0,20.0,"半导体, 国产芯片, LED, "
63,002330.SZ,002330,得利斯,食品,4.03,8.0,0.0,8.8,"养猪, 食品, "
64,600818.SH,600818,中路股份,文教休闲,3.96,1.0,0.0,13.84,"共享经济, 资产重组, 化妆品, "
65,603519.SH,603519,立霸股份,家用电器,3.96,7.0,0.0,14.91,"白色家电, 家电, "
66,002677.SZ,002677,浙江美大,家用电器,3.96,1.0,0.0,13.75,"养老金持股, 社保重仓, 厨卫家电, 家电, 独角兽, "
67,000982.SZ,000982,*ST中绒,纺织,3.92,9.0,1.0,2.26,"纺织服装, 低价股, ST股, 宁夏, "
68,300508.SZ,300508,维宏股份,软件服务,3.84,7.0,1.0,32.9,"工业自动化, 智能制造, 工业互联网, "
69,002862.SZ,002862,实丰文化,文教休闲,3.8,2.0,1.0,27.0,"二胎, "
70,600691.SH,600691,阳煤化工,农药化肥,3.74,7.0,0.0,3.64,"甲醇, 煤化工, 化肥, 山西国企改革, "
71,002080.SZ,002080,中材科技,化纤,3.74,2.0,1.0,12.68,"玻纤, 央企改革, 风电, 锂电池, 燃料电池, 新能源汽车, "
72,603177.SH,603177,德创环保,环境保护,3.69,2.0,0.0,11.96,"大气治理, 环保, "
73,002777.SZ,002777,久远银海,软件服务,3.65,2.0,0.0,37.87,"军工, 军民融合, 养老产业, 网络安全, 大数据, 药品信息化追溯, 人工智能, 互联网医疗, 智慧城市, 国产软件, 医疗信息化, "
74,603313.SH,603313,梦百合,家居用品,3.65,1.0,0.0,25.76,"家具家居, 独角兽, "
75,603533.SH,603533,掌阅科技,互联网,3.63,4.0,1.0,23.45,"独角兽, "
76,002666.SZ,002666,德联集团,化工原料,3.62,9.0,1.0,6.18,"蔚来汽车概念股, "
77,600478.SH,600478,科力远,元器件,3.61,7.0,0.0,7.1,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, "
78,002157.SZ,002157,正邦科技,饲料,3.6,7.0,0.0,22.62,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
79,300202.SZ,300202,聚龙股份,专用机械,3.57,1.0,0.0,8.46,"国家队重仓, 社保重仓, 物联网, 高质押率, 智能制造, 互联网金融, 区块链, 无人商店, 机器视觉, 资产重组, 人脸识别, "
80,300509.SZ,300509,新美星,专用机械,3.57,3.0,1.0,17.65,"工业自动化, 智能制造, 包装印刷, "
81,600604.SH,600604,市北高新,园区开发,3.57,7.0,1.0,15.2,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
82,002170.SZ,002170,芭田股份,农药化肥,3.53,2.0,0.0,4.56,"阿里巴巴概念股, 无人机, 化肥, 土地流转, 磷化工, 强势人气股, "
83,600086.SH,600086,东方金钰,服饰,3.5,1.0,0.0,4.55,"高质押率, 智能制造, 股权转让, 资产重组, 机器人, 黄金, 强势人气股, "
84,002140.SZ,002140,东华科技,建筑施工,3.45,9.0,0.0,12.06,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, "
85,300043.SZ,300043,星辉娱乐,文教休闲,3.45,1.0,0.0,5.81,"二胎, 足球, 腾讯概念股, 游戏, 手游, 体育产业, 动漫, "
86,603168.SH,603168,莎普爱思,化学制药,3.44,7.0,0.0,11.61,"医药, 化学药, 眼科, 股权转让, "
87,300404.SZ,300404,博济医药,医疗保健,3.42,9.0,1.0,19.55,"医药, 创新药, "
88,600378.SH,600378,天科股份,化工原料,3.4,7.0,0.0,15.92,"油服, 可燃冰, 央企改革, 业绩预增, 页岩气, 石油化工, 燃料电池, 资产重组, 碳交易, "
89,000555.SZ,000555,神州信息,软件服务,3.36,2.0,1.0,12.85,"华为产业链, 物联网, 土地流转, 量子通信, 数字中国, 大数据, 云计算, 工业互联网, 智慧城市, 国产软件, 京东金融概念股, 独角兽, 年报季报, 科创板概念股, "
90,002094.SZ,002094,青岛金王,日用化工,3.35,1.0,0.0,6.31,"社保重仓, 新零售, 中韩自贸区, 定增破发, 自贸区, 化妆品, "
91,600664.SH,600664,哈药股份,化学制药,3.35,2.0,1.0,5.46,"保健品, 食品, 医药, 中药, 化学药, 流感, 工业大麻, "
92,002045.SZ,002045,国光电器,元器件,3.34,7.0,1.0,6.24,"定增破发, 家电, 锂电池, 新能源汽车, 智能音箱, 苹果产业链, 黑色家电, "
93,002567.SZ,002567,唐人神,饲料,3.32,9.0,0.0,17.51,"回购, 饲料, 养猪, 股权转让, 国资入股, "
94,300006.SZ,300006,莱美药业,化学制药,3.29,6.0,0.0,8.22,"业绩预增, 医药, 化学药, "
95,600136.SH,600136,当代明诚,影视音像,3.28,7.0,1.0,13.93,"社保重仓, 高质押率, 足球, 体育产业, 影视, "
96,002360.SZ,002360,同德化工,化工原料,3.23,7.0,1.0,6.9,"回购, 民爆, "
97,600458.SH,600458,时代新材,塑料,3.21,1.0,0.0,11.29,"OLED, 央企改革, 风电, 高铁轨交, "
98,002797.SZ,002797,第一创业,证券,3.16,1.0,0.0,7.69,"MSCI, 券商, 区块链, "
99,002147.SZ,002147,ST新光,区域地产,3.15,7.0,1.0,3.48,"破净股, 债转股-AMC, 高质押率, 房地产, 共享经济, 资产重组, ST股, "
100,600853.SH,600853,龙建股份,建筑施工,3.12,7.0,0.0,5.27,"振兴东北, 大基建, PPP, "
101,002089.SZ,002089,新海宜,通信设备,3.12,9.0,0.0,6.63,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, LED, 创投, "
102,002870.SZ,002870,香山股份,电器仪表,3.11,7.0,0.0,26.55,"OLED, 物联网, 强势人气股, "
103,002234.SZ,002234,民和股份,农业综合,3.1,7.0,0.0,35.95,"养鸡, "
104,601066.SH,601066,中信建投,证券,3.08,5.0,0.0,27.02,"券商, 新进指数成份股, 强势人气股, "
105,603906.SH,603906,龙蟠科技,化工原料,3.08,9.0,0.0,12.57,"社保重仓, 石油化工, "
106,300692.SZ,300692,中环环保,环境保护,3.08,2.0,1.0,14.49,"固废处理, 环保, 污水处理, "
107,300262.SZ,300262,巴安水务,环境保护,3.07,5.0,1.0,9.39,"水务, 社保重仓, 兜底式增持, PPP, "
108,002699.SZ,002699,美盛文化,服饰,3.05,1.0,0.0,8.21,"二胎, 回购, 高质押率, 直播/短视频, 股权转让, VR&AR, 国资入股, 游戏, 动漫, 科创板概念股, "
109,603129.SH,603129,春风动力,摩托车,3.04,1.0,0.0,22.47,"军工, 智能制造, 机器人, "
110,603335.SH,603335,迪生力,汽车配件,3.04,2.0,0.0,5.54,"汽车零部件, "
111,600868.SH,600868,梅雁吉祥,水力发电,3.03,9.0,1.0,4.95,"有色-锑, 有色金属, 粤港澳大湾区, 恒大概念股, 举牌股, 股权争夺, "
112,002729.SZ,002729,好利来,元器件,3.02,7.0,1.0,34.8,
113,000823.SZ,000823,超声电子,元器件,3.01,9.0,1.0,11.6,"PCB板, 小米概念股, 苹果产业链, "
114,603012.SH,603012,创力集团,专用机械,2.95,4.0,0.0,9.78,"新能源汽车, 充电桩, "
115,002669.SZ,002669,康达新材,化工原料,2.94,7.0,1.0,15.15,"业绩预增, 军工, 军民融合, 股权转让, 国资入股, "
116,002505.SZ,002505,大康农业,农业综合,2.94,7.0,0.0,2.54,"阿里巴巴概念股, 养猪, 业绩预增, 食品, 乳业（奶粉）, 高质押率, 低价股, "
117,601866.SH,601866,中远海发,水运,2.92,3.0,1.0,3.33,"MSCI, 阿里巴巴概念股, 新进指数成份股, 航运, 央企改革, "
118,002303.SZ,002303,美盈森,造纸,2.88,9.0,1.0,6.87,"军工, 军民融合, 工业自动化, 智能制造, 包装印刷, "
119,002746.SZ,002746,仙坛股份,农业综合,2.88,7.0,0.0,28.74,"业绩预增, 养鸡, 高送转, "
120,002835.SZ,002835,同为股份,元器件,2.87,1.0,0.0,9.8,"人民币贬值受益, 智慧安防, 人脸识别, "
121,601519.SH,601519,大智慧,软件服务,2.86,3.0,1.0,9.88,"互联网金融, 国产软件, 彩票, ST摘帽, 强势人气股, "
122,600235.SH,600235,民丰特纸,造纸,2.85,4.0,0.0,7.64,"浙江国企改革, 造纸, 强势人气股, 创投, "
123,300608.SZ,300608,思特奇,软件服务,2.85,2.0,0.0,27.15,"大数据, 人工智能, 区块链, 国产软件, "
124,603711.SH,603711,香飘飘,软饮料,2.84,7.0,1.0,31.53,"大消费, 饮料, "
125,603959.SH,603959,百利科技,建筑施工,2.82,7.0,0.0,24.2,"宁德时代概念股, 煤化工, 高质押率, 锂电池, 新能源汽车, "
126,002458.SZ,002458,益生股份,农业综合,2.82,7.0,0.0,28.6,"养猪, 业绩预增, 养鸡, 高送转-填权, 强势人气股, "
127,002868.SZ,002868,绿康生化,农业综合,2.8,9.0,1.0,23.6,"动物保健, "
128,002726.SZ,002726,龙大肉食,食品,2.79,7.0,0.0,11.56,"养猪, 股权转让, "
129,600831.SH,600831,广电网络,影视音像,2.78,4.0,0.0,12.96,"大数据, 云计算, 智慧城市, 广电, 知识产权, "
130,603226.SH,603226,菲林格尔,家居用品,2.78,9.0,0.0,24.35,"家具家居, "
131,601008.SH,601008,连云港,港口,2.78,1.0,0.0,5.86,"一带一路, 港口, 回购, 中韩自贸区, 自贸区, "
132,600727.SH,600727,鲁北化工,农药化肥,2.78,2.0,0.0,7.88,"煤化工, 化肥, 山东国企改革, 磷化工, "
133,603586.SH,603586,金麒麟,汽车配件,2.77,1.0,0.0,15.53,"回购, 汽车零部件, 高铁轨交, "
134,000868.SZ,000868,*ST安凯,汽车整车,2.77,4.0,0.0,3.95,"新能源整车, 汽车整车, 安徽国企改革, 无人驾驶, 定增破发, PPP, 新能源汽车, "
135,000862.SZ,000862,银星能源,新型电力,2.76,4.0,0.0,7.17,"央企改革, 风电, 光伏, 宁夏, 强势人气股, "
136,603696.SH,603696,安记食品,食品,2.75,1.0,0.0,14.18,"调味品, 食品, "
137,603699.SH,603699,纽威股份,专用机械,2.74,2.0,0.0,13.56,"核电, 回购, "
138,603828.SH,603828,柯利达,装修装饰,2.74,1.0,0.0,11.14,"参股券商, PPP, 智慧城市, 装修装饰, "
139,000529.SZ,000529,广弘控股,食品,2.72,9.0,0.0,8.36,"养猪, 宝能系, 粤港澳大湾区, 养鸡, 冷链, "
140,603712.SH,603712,七一二,通信设备,2.69,2.0,0.0,21.23,"新进指数成份股, 军工, 军民融合, 北斗导航, 天津国企改革, 高铁轨交, "
141,000566.SZ,000566,海南海药,化学制药,2.68,7.0,0.0,8.87,"业绩预增, 医药, 创新药, 化学药, 海南自由贸易港, 医疗器械, 自贸区, 互联网医疗, 自由贸易港, 国资入股, 资产重组, 独角兽, 海南, 科创板概念股, "
142,300254.SZ,300254,仟源医药,化学制药,2.68,7.0,1.0,9.77,"二胎, 医药, 中药, 创新药, 化学药, 基因测序, "
143,002545.SZ,002545,东方铁塔,钢加工,2.68,1.0,0.0,7.61,"特高压, 业绩预增, 风电, 3D打印, 智能制造, "
144,600671.SH,600671,天目药业,中成药,2.67,1.0,0.0,20.4,"医药, 中药, 股权争夺, 壳公司, "
145,600161.SH,600161,天坛生物,生物制药,2.67,1.0,0.0,25.05,"MSCI, 血制品, 央企改革, 医药, 疫苗, 流感, "
146,000755.SZ,000755,山西路桥,公路,2.61,7.0,0.0,5.79,"高速公路, 山西国企改革, ST摘帽, "
147,600588.SH,600588,用友网络,软件服务,2.61,2.0,0.0,33.47,"MSCI, 阿里巴巴概念股, 金改, 混改, 海底捞概念股, 回购, 数字中国, 互联网金融, 移动支付, 大数据, 云计算, 区块链, 工业互联网, 智慧城市, 国产软件, 滴滴出行概念股, 独角兽, "
148,603019.SH,603019,中科曙光,电脑设备,2.61,1.0,0.0,41.99,"MSCI, 社保重仓, 中科院系, 网络安全, 量子通信, 数字中国, 京津冀, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 腾讯概念股, 国产芯片, 独角兽, 科创板概念股, 创投, "
149,603351.SH,603351,威尔药业,化学制药,2.57,1.0,0.0,57.62,"次新股, "
150,002335.SZ,002335,科华恒盛,电气设备,2.56,2.0,0.0,19.64,"阿里巴巴概念股, 核电, 军工, 军民融合, 宁德时代概念股, 光伏, 储能, 量子通信, 新能源汽车, 大数据, 云计算, 充电桩, 透明工厂, "
151,600429.SH,600429,三元股份,乳制品,2.56,1.0,0.0,5.92,"二胎, 业绩预增, 食品, 乳业（奶粉）, "
152,300755.SZ,300755,华致酒行,其他商业,2.55,1.0,0.0,35.4,"次新股, 新零售, "
153,000533.SZ,000533,顺钠股份,电气设备,2.55,7.0,1.0,3.58,
154,603787.SH,603787,新日股份,摩托车,2.55,2.0,0.0,12.97,"共享经济, "
155,002892.SZ,002892,科力尔,电气设备,2.54,4.0,1.0,49.65,"高送转-预期, 白色家电, 家电, 智能制造, 机器人, "
156,002315.SZ,002315,焦点科技,互联网,2.54,2.0,0.0,16.85,"教育, 谷歌概念股, 互联网金融, "
157,603136.SH,603136,天目湖,旅游景点,2.52,1.0,0.0,24.01,"旅游, "
158,300653.SZ,300653,正海生物,医疗保健,2.52,1.0,0.0,53.0,"高送转-预期, 医疗器械, "
159,002840.SZ,002840,华统股份,食品,2.51,7.0,0.0,20.24,"养猪, "
160,300383.SZ,300383,光环新网,电信运营,2.5,1.0,0.0,17.66,"数字中国, 云计算, 区块链, 工业互联网, "
161,002768.SZ,002768,国恩股份,塑料,2.48,2.0,1.0,27.26,"社保重仓, 小米概念股, 新能源汽车, 足球, 充电桩, "
162,601969.SH,601969,海南矿业,普钢,2.45,1.0,0.0,5.68,"油服, 铁矿石, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
163,002352.SZ,002352,顺丰控股,仓储物流,2.44,2.0,1.0,34.35,"MSCI, 混改, 回购, 军工, 军民融合, 无人机, 智慧物流, 铁总混改, 小米概念股, 智能制造, 快递物流, 药品信息化追溯, 共享经济, "
164,300558.SZ,300558,贝达药业,化学制药,2.43,2.0,0.0,42.8,"社保重仓, 医药, 创新药, 化学药, 基因测序, "
165,300139.SZ,300139,晓程科技,元器件,2.42,4.0,1.0,12.7,"智能仪表, 半导体, 黄金, "
166,600732.SH,600732,ST新梅,区域地产,2.41,9.0,1.0,7.46,"上海国企改革, 资产重组, ST股, 壳公司, "
167,002321.SZ,002321,华英农业,农业综合,2.41,7.0,0.0,9.11,"养鸡, 土地流转, 股权转让, 国资入股, "
168,002116.SZ,002116,中国海诚,建筑施工,2.41,2.0,1.0,12.02,"央企改革, 大基建, 资产重组, "
169,300715.SZ,300715,凯伦股份,其他建材,2.39,1.0,0.0,24.0,"业绩预增, 装修装饰, "
170,300241.SZ,300241,瑞丰光电,半导体,2.39,7.0,0.0,8.24,"汽车零部件, 举牌股, LED, 虹膜识别, "
171,002791.SZ,002791,坚朗五金,其他建材,2.38,7.0,0.0,16.63,"社保重仓, 回购, "
172,300687.SZ,300687,赛意信息,软件服务,2.38,1.0,0.0,25.5,"华为产业链, 大数据, 工业互联网, 国产软件, 创投, 透明工厂, "
173,600211.SH,600211,西藏药业,中成药,2.37,3.0,1.0,37.5,"回购, 脑科学, 医药, 中药, 化学药, 西藏, "
174,603297.SH,603297,永新光学,电器仪表,2.36,1.0,0.0,51.72,"无人驾驶, "
175,600698.SH,600698,*ST天雁,汽车配件,2.32,1.0,0.0,3.46,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, ST股, "
176,600171.SH,600171,上海贝岭,半导体,2.31,1.0,0.0,13.4,"央企改革, 军工研究所, 军工, 物联网, 上海国企改革, 半导体, 无人商店, 国产芯片, "
177,603505.SH,603505,金石资源,矿物制品,2.31,7.0,0.0,20.42,"业绩预增, "
178,002558.SZ,002558,巨人网络,互联网,2.3,1.0,0.0,19.59,"MSCI, 回购, 供应链金融, 高质押率, 互联网金融, 住房租赁, 电竞, 资产重组, 游戏, 手游, "
179,000818.SZ,000818,航锦科技,化工原料,2.29,2.0,0.0,12.82,"烧碱, 环氧丙烷, 军工, 军民融合, 兜底式增持, 半导体, 国产芯片, 创投, "
180,300086.SZ,300086,康芝药业,化学制药,2.29,7.0,1.0,7.36,"二胎, 民营医院, 医药, 化学药, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 海南, "
181,600966.SH,600966,博汇纸业,造纸,2.27,7.0,0.0,4.09,"破净股, 造纸, "
182,002584.SZ,002584,西陇科学,化工原料,2.27,7.0,0.0,8.16,"基因测序, 半导体, 股权转让, 体外诊断, 创投, "
183,600248.SH,600248,延长化建,建筑施工,2.27,9.0,0.0,6.0,"中科院系, 大基建, 资产重组, "
184,000503.SZ,000503,国新健康,医疗保健,2.26,2.0,1.0,23.19,"海南自由贸易港, 自贸区, 互联网医疗, 自由贸易港, 复牌股, 海南, "
185,300125.SZ,300125,易世达,电气设备,2.25,7.0,0.0,16.83,"回购, 光伏, 高送转-填权, 举牌股, 年报季报, "
186,603908.SH,603908,牧高笛,纺织,2.25,9.0,0.0,32.0,"纺织服装, 体育产业, "
187,002467.SZ,002467,二六三,电信运营,2.24,9.0,0.0,10.67,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
188,002878.SZ,002878,元隆雅图,文教休闲,2.23,4.0,1.0,30.56,"养老金持股, 华为产业链, "
189,600975.SH,600975,新五丰,农业综合,2.23,7.0,0.0,15.38,"养猪, 湖南国企改革, "
190,603488.SH,603488,展鹏科技,电气设备,2.22,7.0,0.0,9.96,
191,300725.SZ,300725,药石科技,化工原料,2.22,2.0,0.0,94.09,"医药, 创新药, 举牌股, 独角兽, "
192,300453.SZ,300453,三鑫医疗,医疗保健,2.21,2.0,0.0,14.19,"医疗器械, 高送转, "
193,002549.SZ,002549,凯美特气,环境保护,2.21,7.0,0.0,7.78,"业绩预增, 碳交易, "
194,603045.SH,603045,福达合金,电气设备,2.2,9.0,1.0,35.75,
195,603589.SH,603589,口子窖,白酒,2.19,9.0,1.0,61.35,"MSCI, 白酒, "
196,300729.SZ,300729,乐歌股份,家居用品,2.19,1.0,0.0,24.9,"高送转-预期, 家具家居, "
197,603617.SH,603617,君禾股份,专用机械,2.19,7.0,0.0,22.5,
198,300605.SZ,300605,恒锋信息,软件服务,2.19,1.0,0.0,18.93,"数字中国, 智慧城市, 国产软件, 智慧安防, "
199,600748.SH,600748,上实发展,全国地产,2.18,9.0,1.0,11.92,"养老产业, 房地产, 土地流转, 上海国企改革, "
200,300752.SZ,300752,隆利科技,元器件,2.17,4.0,1.0,60.41,"业绩预增, LED, "
201,300616.SZ,300616,尚品宅配,家居用品,2.16,3.0,1.0,90.57,"工业自动化, 智能制造, 家具家居, "
202,002090.SZ,002090,金智科技,软件服务,2.16,2.0,0.0,22.01,"社保重仓, 信托, 储能, 智能制造, 高送转, 智慧城市, 独角兽, 机器人, "
203,002250.SZ,002250,联化科技,化工原料,2.16,9.0,0.0,11.07,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
204,002915.SZ,002915,中欣氟材,化工原料,2.14,2.0,1.0,23.2,
205,300414.SZ,300414,中光防雷,元器件,2.12,2.0,0.0,23.98,"5G, 军工, 军民融合, 高送转, 资产重组, "
206,300170.SZ,300170,汉得信息,软件服务,2.12,2.0,1.0,15.62,"社保重仓, 供应链金融, 百度概念股, 工业自动化, 智能制造, 大数据, 云计算, 区块链, 工业互联网, 国产软件, 股权转让, 滴滴出行概念股, 独角兽, "
