,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
10,300655.SZ,晶瑞股份,化工原料,10.0091,36.16,"中国工商银行股份有限公司-诺安成长混合型证券投资基金
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金
上海聚源聚芯集成电路产业股权投资基金中心(有限合伙)
深圳格律资产管理有限公司-格律连赢1号私募证券投资基金
上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金
上海聚源聚芯集成电路产业股权投资基金中心(有限合伙)
中国工商银行股份有限公司-诺安成长混合型证券投资基金
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金"
11,600375.SH,华菱星马,汽车整车,10.0196,5.6,深圳抱朴容易资产管理有限公司-抱朴容易1号私募证券投资基金
12,603212.SH,赛伍技术,塑料,10.0266,16.57,
13,002469.SZ,三维工程,建筑工程,10.1124,4.9,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
14,688088.SH,虹软科技,软件服务,10.8244,73.0,"中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
广发基金-国新投资有限公司-广发基金-国新2号单一资产管理计划
中国农业银行股份有限公司-上投摩根新兴动力混合型证券投资基金
中国工商银行股份有限公司-上投摩根智慧互联股票型证券投资基金
博时基金-国新投资有限公司-博时基金-国新2号单一资产管理计划
中国建设银行-上投摩根中国优势证券投资基金
中国建设银行股份有限公司-上投摩根中小盘股票型证券投资基金"
15,688012.SH,中微公司,专用机械,13.5904,190.9,"交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国工商银行股份有限公司-诺安成长股票型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
全国社保基金一一四组合
招商银行股份有限公司-万家经济新动能混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金
中国银行股份有限公司-国联安优选行业混合型证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国农业银行股份有限公司-南方智锐混合型证券投资基金
中国建设银行股份有限公司-银河行业优选混合型证券投资基金
中国工商银行-南方绩优成长股票型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
全国社保基金一一四组合"
16,688268.SH,华特气体,化工原料,14.2173,71.5,"全国社保基金四--组合
中国建设银行股份有限公司-嘉实前沿科技沪港深股票型证券投资基金
全国社保基金六零二组合
招商银行股份有限公司-富国沪港深价值精选灵活配置混合型证券投资基金
招商银行股份有限公司-中欧科创主题3年封闭运作灵活配置混合型证券投资基金
中国银行股份有限公司-大成中小盘混合型证券投资基金(LOF)
中国建设银行股份有限公司-南方科技创新混合型证券投资基金
深圳格律资产管理有限公司-格律连赢1号私募证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
全国社保基金四一一组合"
17,688138.SH,清溢光电,元器件,16.4971,21.75,
18,688123.SH,聚辰股份,半导体,19.9969,76.33,"上海富灵投资管理有限公司-富灵精择1号私募证券投资基金
中国工商银行股份有限公司-诺安成长股票型证券投资基金
深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-海富通股票混合型证券投资基金
深圳德威资本投资管理有限公司-德威资本商品1号私募基金"
19,688258.SH,卓易信息,软件服务,20.0,106.08,"中国银行股份有限公司-海富通股票混合型证券投资基金
中国建设银行股份有限公司-华润元大信息传媒科技混合型证券投资基金
中国建设银行股份有限公司-南方现代教育股票型证券投资基金
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金
兴业银行股份有限公司-兴全精选混合型证券投资基金
华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托·昀沣6号证券投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-宽星9号证券投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托·昀沣3号证券投资集合资金信托计划
中国银行股份有限公司-海富通股票混合型证券投资基金
中国工商银行股份有限公司-诺安成长股票型证券投资基金
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金
基本养老保险基金一二零二组合
中国对外经济贸易信托有限公司-外贸信托-宽星9号证券投资集合资金信托计划
上海汐泰投资管理有限公司-小棉袄私募证券投资基金
华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划"
